N	2gram	Potebnia_M	Vladivir
237	и есть	4	7
238	который был	1	7
239	мы видели	5	7
240	здесь мы	1	7
241	если бы	20	7
242	к его	2	7
243	не имеет	10	7
244	в каком	8	7
245	философии но	1	7
246	ничего общего	2	7
247	бы и	4	7
248	и вот	1	7
249	того чтобы	5	7
250	из его	1	7
251	при помощи	2	7
252	но если	2	7
253	в свое	2	7
254	не без	1	7
255	нисколько не	1	7
256	на его	4	7
257	в таком	6	7
258	то и	10	7
259	другими словами	3	7
260	как он	1	7
261	или как	1	7
262	мы бы	1	7
263	по этому	2	7
264	же в	3	7
265	же и	3	6
266	тому что	6	6
267	мысли и	8	6
268	те же	6	6
269	в виду	1	6
270	другой стороны	4	6
271	уже на	2	6
272	его на	3	6
273	этого последнего	4	6
274	для того	8	6
275	видно что	4	6
276	настоящее время	1	6
277	на него	3	6
278	он сам	2	6
279	если мы	2	6
280	той же	6	6
281	его в	6	6
282	чем в	2	6
283	том же	2	6
284	не говорит	2	6
285	что она	4	6
286	время как	3	6
287	под влиянием	1	6
288	и речи	1	6
289	но только	3	6
290	главным образом	1	6
291	сказать о	2	6
292	взгляд на	1	6
293	не с	4	6
294	и из	2	6
295	и вполне	2	6
296	должен был	2	6
297	так или	2	6
298	но на	2	6
299	нельзя сказать	5	6
300	в сравнении	4	6
301	и теперь	6	6
302	на основании	1	6
303	что здесь	1	6
304	в настоящее	1	6
305	данном случае	3	6
306	свидетельствует о	1	6
307	мы не	17	6
308	а это	2	6
309	или иначе	1	6
310	в общем	1	6
311	было для	3	6
312	к своему	3	6
313	по своему	2	6
314	по его	1	6
315	не говоря	3	6
316	жизнь и	1	6
317	тем более	9	6
318	отличие от	2	6
319	в жизни	1	6
320	есть и	3	6
321	от того	10	6
322	само по	6	6
323	и наконец	3	6
324	что на	3	6
325	есть не	9	6
326	говоря уже	1	5
327	еще более	1	5
328	и до	2	5
329	на эту	1	5
330	но мы	3	5
331	не прямо	2	5
332	вопрос о	2	5
333	не вполне	1	5
334	отчет в	1	5
335	как на	6	5
336	и еще	1	5
337	без всякого	2	5
338	быть в	1	5
339	будем говорить	1	5
340	понятие о	3	5
341	из них	11	5
342	бы то	2	5
343	что они	2	5
344	во всех	1	5
345	сравнении с	1	5
346	что у	4	5
347	а и	5	5
348	и за	1	5
349	эти три	1	5
350	того и	2	5
351	для его	1	5
352	то ни	1	5
353	и тем	8	5
354	что бы	1	5
355	он в	1	5
356	вера в	1	5
357	с которым	3	5
358	в очень	1	5
359	с с	1	5
360	во время	4	5
361	можно только	3	5
362	один из	7	5
363	сводится к	1	5
364	все то	3	5
365	жизни в	1	5
366	нет ничего	2	5
367	в свою	6	5
368	заметить что	7	5
369	начиная с	1	5
370	по преимуществу	1	5
371	что я	5	5
372	только при	2	5
373	увидим ниже	1	5
374	друг друга	6	5
375	это был	1	5
376	он как	2	5
377	что с	2	5
378	ее в	2	5
379	со своим	2	5
380	как нечто	3	5
381	место в	4	5
382	в их	2	5
383	этого не	3	5
384	а то	2	5
385	впрочем не	1	5
386	и без	9	5
387	на все	3	5
388	со своей	2	5
389	но уже	2	5
390	только к	1	5
391	с самого	1	5
392	эти последние	3	5
393	она не	4	5
394	но она	1	5
395	далеко не	5	5
396	только то	1	5
397	во многом	3	5
398	которое в	2	5
399	бытия и	1	5
400	в области	3	5
401	и только	5	5
402	не к	4	5
403	заметим что	1	4
404	только что	12	4
405	которые не	1	4
406	ровно ничего	1	4
407	нас в	3	4
408	нужно сказать	1	4
409	то необходимо	2	4
410	на свою	2	4
411	их в	3	4
412	по своим	1	4
413	не имели	2	4
414	относиться к	2	4
415	мы с	1	4
416	процесс в	1	4
417	но этот	2	4
418	уже о	1	4
419	об отношении	5	4
420	уже и	1	4
421	не что	1	4
422	в глаза	2	4
423	том чтобы	4	4
424	с большим	1	4
425	с этими	1	4
426	что даже	5	4
427	она есть	2	4
428	крайней мере	8	4
429	не то	6	4
430	сам по	9	4
431	только не	5	4
432	что иное	1	4
433	с одной	8	4
434	время в	3	4
435	мы можем	13	4
436	нет и	2	4
437	или не	3	4
438	но для	1	4
439	ясно что	1	4
440	и вместе	6	4
441	об этой	1	4
442	если оно	1	4
443	вообще в	1	4
444	о необходимости	2	4
445	вещь и	1	4
446	кажется что	3	4
447	когда мы	4	4
448	я в	1	4
449	любви к	1	4
450	независимо от	10	4
451	нам кажется	7	4
452	не так	1	4
453	и против	1	4
454	как с	1	4
455	с и	3	4
456	в сущности	3	4
457	о которой	1	4
458	не на	1	4
459	не могут	7	4
460	заключается в	2	4
461	в нас	2	4
462	есть нечто	6	4
463	и т	12	4
464	себя и	4	4
465	всей своей	1	4
466	по крайней	8	4
467	перед нами	3	4
468	человека и	8	4
469	только одно	1	4
470	это и	2	4
471	и более	4	4
472	тех же	1	4
473	с которой	2	4
474	лишь в	2	4
475	для нее	1	4
476	всего на	1	4
477	знаем что	1	4
478	как например	2	4
479	мог бы	1	4
480	и во	1	4
481	одной из	3	4
482	в свой	2	4
483	не имел	1	4
484	т д	5	4
485	у них	1	4
486	в более	4	4
487	ему в	2	4
488	после этого	1	4
489	разума и	1	4
490	тем самым	11	4
491	не будем	1	4
492	этом отношении	2	4
493	как у	2	4
494	на самом	4	4
495	как именно	1	4
496	но с	1	4
497	больше чем	1	4
498	раз навсегда	1	4
499	себе в	2	4
500	но нельзя	1	4
501	в такой	2	4
502	то можно	1	4
503	не все	5	4
504	уже сказали	1	4
505	он говорит	3	4
506	во второй	1	4
507	в науке	3	4
508	одной стороны	4	4
509	можно найти	1	4
510	что можно	1	4
511	же самое	3	4
512	оно должно	1	4
513	это можно	4	4
514	и других	3	4
515	так в	4	4
516	и эта	2	4
517	же это	1	4
518	иное как	1	4
519	если у	1	3
520	от него	2	3
521	все что	4	3
522	нельзя себе	1	3
523	в настоящем	1	3
524	человеческой жизни	3	3
525	здесь же	1	3
526	вещи в	1	3
527	из своего	1	3
528	самого себя	3	3
529	которая в	1	3
530	с самим	1	3
531	в разных	4	3
532	не как	3	3
533	что человек	4	3
534	прибавить что	5	3
535	что по	4	3
536	в природе	3	3
537	отличается от	1	3
538	когда в	2	3
539	так например	3	3
540	г в	1	3
541	не существует	5	3
542	и такие	1	3
543	и который	1	3
544	это последнее	4	3
545	только как	9	3
546	во многих	3	3
547	если нет	1	3
548	имеют для	1	3
549	до того	5	3
550	свою очередь	6	3
551	не нужно	1	3
552	было сказано	2	3
553	некоторое время	3	3
554	находится в	5	3
555	своих признаков	1	3
556	необходимо прибавить	1	3
557	связи со	1	3
558	для понимания	5	3
559	который в	2	3
560	на котором	4	3
561	к этим	1	3
562	так у	2	3
563	гораздо более	1	3
564	влияние на	3	3
565	него как	1	3
566	но из	1	3
567	это будет	1	3
568	время и	2	3
569	можно думать	3	3
570	в состоянии	5	3
571	тогда и	3	3
572	то для	2	3
573	это обстоятельство	1	3
574	в тот	1	3
575	в следующем	1	3
576	не была	1	3
577	одним из	3	3
578	и чисто	1	3
579	что не	12	3
580	я и	3	3
581	как говорит	1	3
582	между ними	4	3
583	по одному	1	3
584	в мире	3	3
585	следовательно и	2	3
586	так сказать	6	3
587	больше и	1	3
588	бы в	3	3
589	мы приведем	1	3
590	оно не	7	3
591	несколько более	1	3
592	только потому	8	3
593	одно и	7	3
594	не были	4	3
595	не могла	2	3
596	иметь в	2	3
597	и хотя	3	3
598	ни о	3	3
599	сравнительно с	6	3
600	заставляет нас	3	3
601	то по	2	3
602	и никогда	1	3
603	найти в	1	3
604	и др	1	3
605	что есть	3	3
606	он сказал	1	3
607	в силу	7	3
608	его к	2	3
609	с каким	3	3
610	и нельзя	1	3
611	и ее	1	3
612	от нее	2	3
613	также что	1	3
614	был бы	2	3
615	с такой	1	3
616	и при	5	3
617	нужно прибавить	2	3
618	мы здесь	1	3
619	была бы	5	3
620	от нас	4	3
621	себе не	6	3
622	том и	1	3
623	самом деле	5	3
624	находим у	1	3
625	и навсегда	1	3
626	от своего	2	3
627	с таким	3	3
628	если это	1	3
629	а уже	1	3
630	как о	3	3
631	с ними	6	3
632	в которых	5	3
633	этому поводу	1	3
634	бы с	1	3
635	взятое в	1	3
636	у меня	2	3
637	свойств и	2	3
638	не могло	3	3
639	не меньше	1	3
640	отношении к	3	3
641	в обществе	1	3
642	видели выше	1	3
643	ли можно	1	3
644	мы сами	1	3
645	общего с	1	3
646	только о	2	3
647	нет ни	2	3
648	что такое	2	3
649	на вопрос	2	3
650	ее на	1	3
651	того как	10	3
652	второй половине	1	3
653	о значении	2	3
654	ему только	2	3
655	с их	1	3
656	без всяких	1	3
657	но эта	3	3
658	а если	1	3
659	указывает на	8	3
660	более что	1	3
661	в какой	3	3
662	могла быть	2	3
663	один и	2	3
664	в новом	2	3
665	бы мы	2	3
666	пока не	2	3
667	особенно в	1	3
668	ему не	2	3
669	разумеется что	1	3
670	истина и	2	3
671	он ни	1	3
672	его не	2	3
673	может считаться	1	3
674	субъекта и	1	3
675	быть и	1	3
676	на меня	1	3
677	к тем	4	3
678	а по	1	3
679	говоря о	5	3
680	что к	2	3
681	думать что	6	3
682	которые в	1	3
683	бы он	1	3
684	как будто	1	3
685	том случае	2	3
686	и относительно	2	3
687	тех пор	5	3
688	человек не	4	3
689	это в	2	3
690	которое мы	2	3
691	даже больше	1	3
692	и слишком	1	3
693	в той	2	2
694	морская волна	1	2
695	в душе	17	2
696	еще раз	2	2
697	до него	2	2
698	бы даже	1	2
699	есть прежде	2	2
700	случае мы	1	2
701	или по	2	2
702	любовь к	1	2
703	вопросу о	1	2
704	эта идея	1	2
705	но тем	4	2
706	и говорить	2	2
707	время не	1	2
708	потому не	1	2
709	всем и	1	2
710	например с	1	2
711	философия но	1	2
712	то не	3	2
713	признаков и	3	2
714	и само	1	2
715	внимания на	1	2
716	вопрос об	2	2
717	как было	1	2
718	на такой	1	2
719	к более	1	2
720	или на	2	2
721	очень быстро	1	2
722	например в	9	2
723	и другим	2	2
724	не дается	5	2
725	в собственном	3	2
726	есть тот	1	2
727	в порядке	1	2
728	только для	3	2
729	значение не	4	2
730	если этот	1	2
731	же после	1	2
732	которое не	2	2
733	всего прочего	1	2
734	и словом	3	2
735	время с	1	2
736	говорится о	1	2
737	и того	2	2
738	все и	1	2
739	это с	1	2
740	находит в	2	2
741	в действительности	7	2
742	пор пока	2	2
743	хотя с	1	2
744	этом мы	1	2
745	имеет в	1	2
746	и красоты	1	2
747	но эти	1	2
748	времени в	1	2
749	не всегда	5	2
750	в себя	1	2
751	в изучении	1	2
752	говорить о	6	2
753	не имеем	3	2
754	на пути	2	2
755	приходит к	1	2
756	его по	1	2
757	уже есть	2	2
758	признаки но	1	2
759	в вопросе	1	2
760	второй половины	1	2
761	единство и	2	2
762	вообще и	2	2
763	что истина	1	2
764	она ни	1	2
765	духа и	1	2
766	таких условиях	1	2
767	как я	1	2
768	несколько слов	2	2
769	нигде не	1	2
770	на более	2	2
771	иначе и	3	2
772	без которой	2	2
773	именно с	1	2
774	который у	1	2
775	но так	3	2
776	жизни с	1	2
777	все в	3	2
778	но более	1	2
779	после того	2	2
780	входить в	1	2
781	на том	1	2
782	в выражениях	1	2
783	в произведении	4	2
784	но еще	1	2
785	внимание на	2	2
786	притом не	2	2
787	что уже	2	2
788	первый раз	1	2
789	и легко	1	2
790	образом если	1	2
791	что мир	1	2
792	его произведения	1	2
793	в ее	3	2
794	других источников	1	2
795	которого он	1	2
796	и сама	2	2
797	стремится к	3	2
798	отсюда видно	2	2
799	столько же	2	2
800	состояние в	1	2
801	к чему	2	2
802	всем своем	1	2
803	рядом с	2	2
804	от этого	2	2
805	в двух	1	2
806	на себе	3	2
807	могло бы	2	2
808	сих пор	4	2
809	которая есть	1	2
810	будет сказать	1	2
811	с вопросом	1	2
812	чтобы понять	1	2
813	но можно	1	2
814	на слово	2	2
815	и цельность	2	2
816	еще только	2	2
817	и необходимость	1	2
818	не из	4	2
819	или же	8	2
820	было только	1	2
821	и после	2	2
822	к такой	1	2
823	в детстве	1	2
824	должны быть	3	2
825	что эта	3	2
826	хотя в	3	2
827	и тот	5	2
828	а следовательно	1	2
829	тем и	5	2
830	была уже	1	2
831	а тем	3	2
832	к первому	2	2
833	однако в	1	2
834	оно имеет	3	2
835	его как	3	2
836	жизни все	1	2
837	его личности	1	2
838	что только	7	2
839	эти признаки	1	2
840	в первой	1	2
841	этих признаков	2	2
842	теми же	1	2
843	образом в	4	2
844	если они	1	2
845	бы эти	1	2
846	своего развития	1	2
847	имеет свою	2	2
848	на это	4	2
849	почему он	2	2
850	не мешает	1	2
851	и может	4	2
852	до сих	4	2
853	та же	3	2
854	за ним	4	2
855	себе представить	4	2
856	если в	2	2
857	известно что	4	2
858	не входить	1	2
859	должна быть	2	2
860	тогда когда	20	2
861	есть для	7	2
862	и философии	1	2
863	этой работе	1	2
864	в другой	3	2
865	из которых	1	2
866	пор не	2	2
867	от другого	3	2
868	то с	1	2
869	признаков но	1	2
870	такого же	1	2
871	и самая	1	2
872	сказать с	1	2
873	нам в	1	2
874	же раз	1	2
875	имеет значение	6	2
876	с г	1	2
877	прибавить еще	1	2
878	можно назвать	2	2
879	не знал	1	2
880	в одно	8	2
881	с такими	1	2
882	и затем	3	2
883	этим в	1	2
884	никем не	2	2
885	можно утверждать	1	2
886	может не	1	2
887	поэзии и	8	2
888	о котором	2	2
889	том как	3	2
890	знает что	1	2
891	во сне	1	2
892	на другие	7	2
893	я говорю	1	2
894	но оно	6	2
895	бросается в	1	2
896	его и	1	2
897	не является	1	2
898	человек еще	1	2
899	может осуществиться	1	2
900	тот кто	1	2
901	работы то	1	2
902	относится к	6	2
903	это то	1	2
904	а может	2	2
905	а через	1	2
906	может только	1	2
907	развития и	1	2
908	только тогда	13	2
909	те или	1	2
910	есть отрицание	1	2
911	в которую	1	2
912	и об	1	2
913	не потому	2	2
914	что такая	1	2
915	чем не	1	2
916	суждений о	1	2
917	еще один	1	2
918	потому и	1	2
919	в какие	2	2
920	и а	1	2
921	известной степени	1	2
922	известного рода	2	2
923	речи в	1	2
924	не за	1	2
925	ни было	2	2
926	но именно	1	2
927	из первых	1	2
928	в глазах	3	2
929	и самым	1	2
930	легко может	1	2
931	этого слова	14	2
932	как предмет	2	2
933	мысли если	2	2
934	в самой	1	2
935	а об	1	2
936	они были	1	2
937	меня не	1	2
938	судя по	3	2
939	от всякого	1	2
940	природы и	2	2
941	этом случае	2	2
942	ответ на	3	2
943	стоит на	1	2
944	многих других	2	2
945	мы мыслим	1	2
946	признаки а	1	2
947	в первый	1	2
948	них не	4	2
949	на одно	1	2
950	что каждый	1	2
951	слова а	1	2
952	слова не	2	2
953	все равно	5	2
954	есть уже	13	2
955	же именно	1	2
956	с другими	9	2
957	что ни	3	2
958	а о	1	2
959	когда оно	3	2
960	самые разнообразные	1	2
961	которые мы	3	2
962	и которая	1	2
963	было в	6	2
964	в бытии	1	2
965	конца то	1	2
966	и совсем	1	2
967	нет возможности	1	2
968	таком случае	2	2
969	не подлежит	2	2
970	что а	2	2
971	виде в	1	2
972	мира и	1	2
973	состоянии в	1	2
974	разницы между	2	2
975	половины xix	1	2
976	идеи и	2	2
977	о различии	1	2
978	о понятии	1	2
979	при большой	1	2
980	чего в	2	2
981	было ни	1	2
982	с первого	2	2
983	здесь все	1	2
984	что эти	3	2
985	к одному	7	2
986	еще до	3	2
987	человека в	2	2
988	за то	1	2
989	при таких	2	2
990	до тех	5	2
991	ко второму	2	2
992	случае если	2	2
993	в самых	1	2
994	что такого	1	2
995	не могу	1	2
996	здесь можно	1	2
997	не по	1	2
998	то конечно	1	2
999	невозможно но	3	2
1000	уже после	1	2
1001	не находит	1	2
1002	не существовало	1	2
1003	нужно было	2	2
1004	и их	4	2
1005	в нашей	1	2
1006	стороны и	1	2
1007	но вместе	5	2
1008	человека с	2	2
1009	истины а	1	2
1010	одного из	1	2
1011	к изучению	1	2
1012	и свойств	1	2
1013	для такого	1	2
1014	и понятия	4	2
1015	даже для	1	2
1016	может показаться	1	2
1017	эту мысль	1	2
1018	на ту	1	2
1019	только после	1	2
1020	может и	1	2
1021	к своей	2	2
1022	возможна только	1	2
1023	говорить с	1	2
1024	есть синтез	1	2
1025	нетрудно заметить	2	2
1026	настоящего времени	3	2
1027	было не	1	2
1028	не можем	8	2
1029	он пользуется	1	1
1030	такой взгляд	2	1
1031	науки о	1	1
1032	человек может	2	1
1033	силу которого	1	1
1034	только из	2	1
1035	ее то	1	1
1036	человеческой души	1	1
1037	которой все	1	1
1038	мире а	1	1
1039	мы найдем	1	1
1040	для ребенка	2	1
1041	таковы например	1	1
1042	со всем	1	1
1043	о таком	1	1
1044	исходя из	1	1
1045	творчества в	1	1
1046	и самому	1	1
1047	и имеет	1	1
1048	на степени	1	1
1049	сказать чтобы	1	1
1050	представление и	4	1
1051	людей но	1	1
1052	его за	2	1
1053	будет не	2	1
1054	а у	1	1
1055	которые кажутся	1	1
1056	свою мысль	2	1
1057	ему вообще	1	1
1058	с которого	1	1
1059	она уже	1	1
1060	воспоминания о	2	1
1061	это объяснение	1	1
1062	не зависит	1	1
1063	какой бы	1	1
1064	менее не	1	1
1065	мы ее	2	1
1066	движением и	1	1
1067	на нас	4	1
1068	и стремится	1	1
1069	а потому	8	1
1070	тем смыслом	1	1
1071	науке и	1	1
1072	с умом	1	1
1073	не годится	1	1
1074	он вечно	1	1
1075	касается до	2	1
1076	образом и	3	1
1077	одно мгновение	1	1
1078	есть отношение	1	1
1079	быть может	7	1
1080	смотрел на	1	1
1081	что тогда	1	1
1082	отдельно от	1	1
1083	и такое	3	1
1084	преобладающих над	1	1
1085	этой последней	2	1
1086	выше его	2	1
1087	связь с	4	1
1088	а живым	1	1
1089	ему но	1	1
1090	же понятие	1	1
1091	такими же	1	1
1092	ее понимаем	1	1
1093	имеет для	8	1
1094	из нее	2	1
1095	равно как	2	1
1096	добрый и	1	1
1097	мысль о	12	1
1098	в некотором	2	1
1099	есть переход	1	1
1100	слова с	4	1
1101	иначе как	2	1
1102	от всего	4	1
1103	почти ничего	1	1
1104	из всего	1	1
1105	себе такие	1	1
1106	к другим	4	1
1107	систему и	1	1
1108	движение вперед	1	1
1109	следовательно все	1	1
1110	самому и	1	1
1111	с б	2	1
1112	в корне	1	1
1113	когда это	1	1
1114	природы то	1	1
1115	теперь весьма	1	1
1116	понятно и	1	1
1117	или временем	1	1
1118	без которого	2	1
1119	самого и	1	1
1120	к самому	2	1
1121	если кто	1	1
1122	о высоком	1	1
1123	только через	1	1
1124	я из	1	1
1125	наш взгляд	1	1
1126	но очень	1	1
1127	относиться ко	1	1
1128	от самой	1	1
1129	и сделал	1	1
1130	мною в	3	1
1131	один ряд	1	1
1132	теперь не	2	1
1133	эти направления	1	1
1134	до своего	1	1
1135	по неизвестным	1	1
1136	он есть	1	1
1137	себя не	1	1
1138	есть то	3	1
1139	самого предмета	2	1
1140	этой стороны	2	1
1141	и слабое	2	1
1142	действительность в	1	1
1143	разные стороны	1	1
1144	словесном выражении	1	1
1145	сделать из	1	1
1146	тогда как	8	1
1147	состоял из	1	1
1148	жизни к	2	1
1149	содержания но	1	1
1150	но несомненно	1	1
1151	дети и	1	1
1152	развития а	1	1
1153	освобождается от	2	1
1154	а вместе	2	1
1155	она получила	1	1
1156	другим как	1	1
1157	жизнь человека	1	1
1158	действительности в	1	1
1159	при всей	2	1
1160	перестает быть	5	1
1161	что сказать	1	1
1162	природы в	3	1
1163	нам не	2	1
1164	время своей	1	1
1165	воспоминания об	1	1
1166	но легко	1	1
1167	нечто общее	1	1
1168	человеческого развития	2	1
1169	ли я	1	1
1170	значение только	2	1
1171	следующих слов	1	1
1172	смысле даже	1	1
1173	этой веры	1	1
1174	с конца	1	1
1175	стороны но	2	1
1176	эти чувства	1	1
1177	и свобода	1	1
1178	одно целое	3	1
1179	и мысли	2	1
1180	этом а	1	1
1181	раз не	1	1
1182	ее так	1	1
1183	жизнь всегда	1	1
1184	говорить не	1	1
1185	жизнь а	1	1
1186	всю мою	1	1
1187	из жизни	1	1
1188	с какою	5	1
1189	свойство и	1	1
1190	было результатом	1	1
1191	искусства и	3	1
1192	его собственной	1	1
1193	представлял себе	1	1
1194	оно как	1	1
1195	переводе на	1	1
1196	которыми он	1	1
1197	случайных и	1	1
1198	больше в	1	1
1199	хотя что	1	1
1200	и поэтического	1	1
1201	из себя	3	1
1202	в положительной	1	1
1203	и той	4	1
1204	одной и	6	1
1205	субъективное настроение	1	1
1206	между двумя	5	1
1207	и влияние	1	1
1208	чего не	1	1
1209	но они	1	1
1210	на которые	1	1
1211	в различных	2	1
1212	в строгом	1	1
1213	и когда	1	1
1214	связь между	6	1
1215	та что	1	1
1216	есть ни	4	1
1217	а между	6	1
1218	вообще но	1	1
1219	по отношению	12	1
1220	внимания к	1	1
1221	принадлежит не	1	1
1222	от той	2	1
1223	так мы	1	1
1224	как необходимость	1	1
1225	в приводимой	1	1
1226	перед ним	1	1
1227	в прошлом	1	1
1228	роду не	1	1
1229	конец его	1	1
1230	должна же	1	1
1231	я думаю	2	1
1232	к ним	3	1
1233	это единство	2	1
1234	есть а	1	1
1235	с такою	1	1
1236	или если	2	1
1237	тождественно с	1	1
1238	я с	1	1
1239	по которой	1	1
1240	затем в	1	1
1241	когда человек	3	1
1242	например когда	2	1
1243	без ответа	1	1
1244	только этим	1	1
1245	заметным образом	1	1
1246	быть этим	1	1
1247	человек хочет	1	1
1248	выше есть	1	1
1249	к которому	1	1
1250	ли она	4	1
1251	тот что	1	1
1252	сказанному выше	2	1
1253	не поймет	1	1
1254	и науки	2	1
1255	на понятие	1	1
1256	выделило из	1	1
1257	оно представляет	1	1
1258	во всякой	1	1
1259	мир явлений	1	1
1260	по одной	1	1
1261	что именно	5	1
1262	как всякое	1	1
1263	от них	4	1
1264	в сфере	1	1
1265	такого произведения	1	1
1266	и чувства	1	1
1267	идеального и	1	1
1268	уже по	3	1
1269	себя что	1	1
1270	в системе	2	1
1271	книги в	1	1
1272	есть представление	7	1
1273	в море	1	1
1274	человека то	2	1
1275	смысле как	1	1
1276	слова поэтому	1	1
1277	том почему	1	1
1278	мы привели	1	1
1279	того чем	1	1
1280	цельное и	1	1
1281	представить себе	5	1
1282	и которое	1	1
1283	друга не	1	1
1284	что должна	1	1
1285	его собственного	1	1
1286	утверждать только	1	1
1287	такой степени	5	1
1288	известных и	1	1
1289	то вопрос	1	1
1290	свое состояние	1	1
1291	видели что	1	1
1292	не зная	1	1
1293	ничего ему	1	1
1294	о влиянии	2	1
1295	мы видим	3	1
1296	все его	2	1
1297	необходимости или	1	1
1298	то оно	4	1
1299	что вовсе	1	1
1300	нем две	1	1
1301	от его	2	1
1302	того чтоб	1	1
1303	его самого	1	1
1304	слова является	1	1
1305	мы в	3	1
1306	вообще а	1	1
1307	с любовью	2	1
1308	поэтому можно	1	1
1309	смысле в	3	1
1310	орудия и	1	1
1311	сравнить с	2	1
1312	полнота и	1	1
1313	этому предмету	1	1
1314	что при	3	1
1315	каждом шагу	1	1
1316	души и	2	1
1317	почему бы	1	1
1318	свободу и	1	1
1319	чтобы иметь	1	1
1320	в буквальном	2	1
