N	2gram	Losev_Dial	NovoeSre
505	сказать ни	4	1
506	в образе	1	1
507	к которому	1	1
508	в своем	7	1
509	и воли	1	1
510	давно уже	1	1
511	я могу	2	1
512	как я	2	1
513	идея личности	2	1
514	личностей и	2	1
515	глубже чем	1	1
516	есть по	2	1
517	уже нет	1	1
518	истории что	1	1
519	лишь на	1	1
520	чего оно	1	1
521	личности с	3	1
522	нас к	2	1
523	и дух	1	1
524	сих пор	1	1
525	россии в	1	1
526	и вполне	1	1
527	культуру и	1	1
528	что он	18	1
529	религия не	5	1
530	на себя	3	1
531	и она	4	1
532	их в	2	1
533	в силу	5	1
534	даже это	1	1
535	и очень	1	1
536	времени что	1	1
537	он может	2	1
538	как часто	1	1
539	и воля	1	1
540	которые могут	1	1
541	что мы	10	1
542	и вместе	1	1
543	и жизни	8	1
544	совсем нельзя	1	1
545	и которые	1	1
546	и никакой	3	1
547	нельзя будет	1	1
548	далеко еще	1	1
549	в этих	3	1
550	я хочу	2	1
551	до которых	1	1
552	его формальной	1	1
553	том смысле	1	1
554	и религии	4	1
555	душа когда	1	1
556	но если	11	1
557	оснований думать	1	1
558	по себе	31	1
559	в человечестве	2	1
560	на место	1	1
561	того и	2	1
562	культуры религия	1	1
563	жизни мы	1	1
564	в такой	1	1
565	средним векам	1	1
566	с ним	3	1
567	для другого	1	1
568	и только	6	1
569	есть только	13	1
570	дневного света	1	1
571	ли он	1	1
572	всяком случае	3	1
573	эта символическая	1	1
574	который можно	1	1
575	нужно считать	1	1
576	речи о	1	1
577	настоящего и	1	1
578	и оно	1	1
579	зависимости от	4	1
580	во время	1	1
581	та или	4	1
582	друг друга	3	1
583	только потому	4	1
584	и истории	4	1
585	в эти	1	1
586	будет в	1	1
587	фикция и	1	1
588	к своим	1	1
589	в это	4	1
590	если есть	3	1
591	в известном	1	1
592	в каком-то	1	1
593	мира не	1	1
594	тут мы	4	1
595	знает что	2	1
596	был ли	1	1
597	во времени	1	1
598	не ставится	2	1
599	на их	1	1
600	верят в	1	1
601	в чем	11	1
602	в каком	9	1
603	ничего нет	5	1
604	нет в	1	1
605	вечности но	1	1
606	движения и	3	1
607	дальше и	1	1
608	и трудно	1	1
609	если взять	2	1
610	и скоро	1	1
611	есть своя	1	1
612	что будущее	1	1
613	и его	8	1
614	символическая природа	1	1
615	должна играть	1	1
616	в миру	1	1
617	основе их	1	1
618	и у	3	1
619	одного и	1	1
620	но до	1	1
621	себе и	1	1
622	и энергии	1	1
623	фиктивным а	1	1
624	понять что	1	1
625	революцию не	1	1
626	жизни с	2	1
627	жизнью и	1	1
628	тогда не	2	1
629	говорят об	1	1
630	гораздо больше	1	1
631	что новое	1	1
632	бог не	1	1
633	в недра	1	1
634	от этого	5	1
635	и нет	9	1
636	лишь те	1	1
637	обратиться к	1	1
638	бытия а	1	1
639	сознание должно	1	1
640	ему все	2	1
641	тут нет	4	1
642	себя и	3	1
643	к нему	4	1
644	на материальный	1	1
645	на них	2	1
