N	3gram	Tiupa_Hudo	FransuaR
131	все дело в	1	2
132	на другой день	1	2
133	и потому не	1	2
134	нас в том	1	2
135	на них и	1	2
136	узком смысле слова	1	2
137	в литературе в	1	2
138	в г в	1	2
139	именно в этом	1	2
140	у нее нет	1	2
141	по своей природе	2	2
142	в таком же	1	2
143	с самим собой	1	2
144	ключ ко всей	1	2
145	положительных и отрицательных	1	2
146	лицо его было	1	2
147	в конечном счете	4	2
148	напоминает нам о	1	2
149	только для того	1	2
150	так и от	2	2
151	говорили что на	1	2
152	может быть только	1	2
153	мы знаем что	1	2
154	все более и	1	2
155	а также в	1	2
156	так и по	1	2
157	одной из форм	1	2
158	каждый из них	1	2
159	жизни в ее	1	2
160	и по отношению	1	2
161	в известном смысле	1	2
162	что у него	2	2
163	что одна из	1	2
164	ничего общего с	1	2
165	более и более	1	2
166	вокруг себя атмосферу	1	2
167	и та же	1	2
168	то что было	2	2
169	мы не знаем	1	2
170	в этом случае	1	2
171	в самом центре	1	2
172	том что он	1	2
173	же как и	2	2
174	как и сама	1	2
175	одна и та	1	2
176	к себе самому	2	2
177	внешнее и внутреннее	1	2
178	женщин и детей	1	2
179	в третьей главе	2	2
180	к жизни и	3	2
181	но ведь это	1	1
182	жизни характерно что	1	1
183	как будто бы	3	1
184	выражение лица у	1	1
185	но еще и	2	1
186	человека в его	1	1
187	в соответствии с	1	1
188	что все они	1	1
189	того чтобы не	1	1
190	на том что	2	1
191	здесь прежде всего	1	1
192	не в этом	1	1
193	в четвертой главе	1	1
194	хотя бы и	1	1
195	выступает в форме	1	1
196	она есть на	1	1
197	и вторая глава	1	1
198	с нею в	1	1
199	они в нем	1	1
200	о чем не	1	1
201	после выхода в	1	1
202	об этом так	1	1
203	по своему содержанию	1	1
204	о любви в	1	1
205	в действительности же	2	1
206	именно в этой	1	1
207	как правило не	1	1
208	именно с того	1	1
209	он не знает	1	1
210	том что хорошо	1	1
211	не претендуя на	1	1
212	точкой зрения на	1	1
213	в чем не	1	1
214	для своего времени	2	1
215	они в своей	1	1
216	внешнего и внутреннего	1	1
217	они уже не	1	1
218	будем признать что	1	1
219	не только на	1	1
220	при этом он	1	1
221	чем иным как	1	1
222	не знает ни	1	1
223	этого мотива у	1	1
224	в человеке и	1	1
225	в первой главе	3	1
226	потому что не	1	1
227	не укладывается в	1	1
228	вот и все	1	1
229	же самое что	2	1
230	в частности с	1	1
231	можно так выразиться	1	1
232	но одновременно и	2	1
233	что всю ночь	1	1
234	в этих словах	2	1
235	себе самому и	1	1
236	а в конце	1	1
237	никогда не бывает	1	1
238	человека и его	1	1
239	данном случае на	1	1
240	на себе печать	1	1
241	с того что	2	1
242	а между тем	3	1
243	и что на	1	1
244	к тому чтобы	1	1
245	как впрочем и	1	1
246	гораздо большей степени	1	1
247	так и ее	1	1
248	без конца а	1	1
249	не было ничего	1	1
250	него и в	2	1
251	вообще во всех	1	1
252	и состоит что	1	1
253	такова же и	1	1
254	здесь нет и	1	1
255	то или иное	1	1
256	и это не	2	1
257	мысли и воображения	1	1
258	в первую очередь	2	1
259	и что в	1	1
260	что нет у	1	1
261	ни о чем	3	1
262	и когда все	1	1
263	с тем что	1	1
264	но и самого	1	1
265	том случае если	2	1
266	та или иная	4	1
267	даже своего рода	1	1
268	то что мы	1	1
269	что у нее	2	1
270	ни в чем	1	1
271	и у всех	1	1
272	сводится к тому	1	1
273	что он не	3	1
274	в этой главе	1	1
275	того что у	1	1
276	как она есть	1	1
277	как было сказано	1	1
278	удивительного в том	1	1
279	имеет ничего общего	1	1
280	к себе то	1	1
281	в сущности в	1	1
282	эта как мы	1	1
283	этой связи и	1	1
284	мы узнаем из	1	1
285	котором только что	1	1
286	они и в	2	1
287	тот момент когда	3	1
288	это в значительной	1	1
289	это одно из	1	1
290	однако и здесь	1	1
291	что я не	1	1
292	предыдущей главы мы	1	1
293	из этих двух	1	1
294	а как к	1	1
295	тем не менее	6	1
296	и существенное различие	1	1
297	есть на самом	1	1
298	перед нами в	1	1
299	не в том	2	1
300	все мы люди	1	1
301	как в предыдущей	1	1
302	думать о том	1	1
303	время это и	1	1
304	несет на себе	2	1
305	не во внешнем	1	1
306	сами по себе	1	1
307	прежде всего это	1	1
308	также и о	1	1
309	что для него	1	1
310	в том случае	2	1
311	вкладывает в уста	1	1
312	с высшими целями	1	1
313	превращает их в	1	1
314	не чем иным	1	1
315	и к миру	1	1
316	что все эти	1	1
317	в этой плоскости	1	1
318	так же быстро	1	1
319	в приложении к	1	1
320	он вспоминает о	1	1
321	если можно так	1	1
322	о чем я	1	1
323	связывает его с	1	1
324	не могло быть	1	1
325	как нам кажется	1	1
326	это были две	2	1
327	не имеет ничего	1	1
328	в своей жизни	2	1
329	состоит в том	3	1
330	том что она	1	1
331	в высшей степени	1	1
332	что хорошо бы	1	1
333	в стороне от	1	1
334	зубной боли и	1	1
335	для всего мира	2	1
336	нет ничего удивительного	1	1
337	всю ночь не	2	1
338	этим не исчерпывается	1	1
339	о том чтобы	1	1
340	жизни как в	1	1
341	внешней и внутренней	1	1
342	внешних и внутренних	1	1
343	можно судить по	1	1
344	xx века в	1	1
345	во многих отношениях	1	1
346	том как он	1	1
347	бы малую часть	1	1
348	во второй главе	3	1
349	между тем в	2	1
350	в том и	1	1
351	в течение всей	1	1
352	в ней есть	1	1
353	того или иного	4	1
354	в тот момент	3	1
355	так и у	1	1
356	в литературном образе	1	1
357	к рассказу о	1	1
358	зарытое в землю	1	1
359	таит в себе	1	1
360	на то что	2	1
361	в заключительной главе	2	1
362	и в последней	1	1
363	не только от	1	1
364	и в конце	1	1
365	в нем еще	1	1
366	годов xix века	1	1
367	об этом в	1	1
368	лица у него	1	1
369	что же касается	2	1
370	к одному из	1	1
371	пор еще можно	1	1
372	не в состоянии	1	1
373	целого в этом	1	1
374	поверхности земли в	1	1
375	именно то что	1	1
376	а не как	1	1
377	не приложимо к	1	1
378	о своей жизни	1	1
379	в первой половине	2	1
380	на поверхности земли	1	1
381	нельзя не согласиться	1	1
382	прежде всего о	1	1
383	и с такой	1	1
384	для него наиболее	1	1
385	не похожи на	1	1
386	ничего удивительного в	1	1
387	в лице своих	1	1
388	только потому что	2	1
389	по нашему мнению	1	1
390	смерти а напротив	1	1
391	речь идет о	2	1
392	для него уже	1	1
393	же как мы	1	1
394	опираясь на суждения	1	1
395	можно не только	1	1
396	он берет в	1	1
397	создают вокруг себя	1	1
398	именно в это	1	1
399	того факта что	1	1
400	и на него	1	1
401	даже как бы	1	1
402	на первый взгляд	1	1
403	для него всегда	1	1
404	при встрече с	2	1
405	в этом контексте	1	1
406	тогда как в	1	1
407	как он сам	2	1
408	в гораздо большей	1	1
409	не знаем а	1	1
410	также о том	1	1
411	в следующем году	1	1
412	себя в зеркале	1	1
413	лежит в основе	1	1
