N	2gram	Tiupa_Teor	Formalny
501	xviii века	1	3
502	и исторической	1	3
503	с художественной	3	3
504	в чем	2	3
505	внутренней речи	13	3
506	в противном	2	3
507	не сводится	9	3
508	не дает	1	3
509	ту же	1	3
510	так что	1	3
511	речи и	4	3
512	кажется что	1	3
513	в развитии	1	3
514	между жизнью	1	3
515	в форме	4	3
516	тем и	1	3
517	в европейском	1	3
518	не просто	2	3
519	в новое	1	3
520	культуры и	1	3
521	всех сторон	1	3
522	как система	2	3
523	каждого из	1	3
524	и особенно	2	3
525	к такому	1	3
526	и конечно	1	3
527	связей с	1	3
528	художественного творчества	5	3
529	никак не	1	3
530	со всеми	1	3
531	так или	5	3
532	литературы но	1	3
533	имеет значение	1	3
534	звук в	1	3
535	одновременно с	1	3
536	можно назвать	1	3
537	не приводит	1	3
538	бы не	1	3
539	вследствие этого	2	3
540	на их	1	3
541	в каком	2	3
542	в словах	1	3
543	перед нами	3	3
544	все они	1	3
545	вытекает из	2	3
546	художественного целого	4	3
547	время оно	1	3
548	и заключается	1	3
549	том числе	3	3
550	оно является	1	3
551	не утрачивает	1	3
552	вступает в	2	3
553	ни были	1	3
554	при анализе	1	3
555	каждый из	1	3
556	состоит в	22	3
557	в сознании	1	3
558	о художественном	1	3
559	неотделимо от	1	3
560	то или	1	3
561	пришлось бы	1	3
562	тот же	1	3
563	этого термина	1	3
564	поэтического слова	1	3
565	из своих	1	3
566	сознания и	1	3
567	с их	2	3
568	средств и	1	3
569	целого высказывания	1	3
570	или иной	7	3
571	этом не	1	3
572	на нее	1	3
573	дело в	2	3
574	о каком	1	3
575	места в	1	3
576	противном случае	2	3
577	к своему	2	3
578	со своей	4	3
579	и глубже	1	3
580	на его	1	3
581	тем более	2	3
582	значение для	1	3
583	к одному	2	3
584	может иметь	1	3
585	одну из	2	3
586	единство и	1	3
587	во второй	7	3
588	не с	3	3
589	и иных	2	3
590	статье о	1	3
591	числе и	2	3
592	же самое	1	3
593	или точнее	1	3
594	сказать в	1	3
595	и прежде	2	3
596	говорить об	1	3
597	идет не	1	3
598	на то	1	3
599	мира в	3	3
600	нуждается в	1	3
601	именно это	1	3
602	дело обстоит	1	3
603	и совершенно	1	3
604	в известной	1	3
605	и иные	1	3
606	себе а	1	3
607	все что	1	2
608	художественная реальность	2	2
609	в душе	9	2
610	типа как	1	2
611	таком понимании	1	2
612	тем как	1	2
613	о чем	3	2
614	строго говоря	2	2
615	говорит о	1	2
616	привести к	1	2
617	в принципе	7	2
618	к реальному	1	2
619	до последнего	1	2
620	и само	1	2
621	не сможет	1	2
622	их не	1	2
623	художественное целое	2	2
624	и соответствующих	1	2
625	о мире	1	2
626	из нее	1	2
627	от всего	1	2
628	к более	2	2
629	принадлежат к	1	2
630	том или	1	2
631	взаимодействия людей	2	2
632	в собственном	1	2
633	вещей в	1	2
634	языка на	2	2
635	или ином	1	2
636	тем или	2	2
637	поскольку он	1	2
638	ни для	2	2
639	также что	1	2
640	всех без	3	2
641	и того	4	2
642	ними и	2	2
643	во внешнем	2	2
644	ее к	1	2
645	не могли	2	2
646	восприятия в	1	2
647	по тем	1	2
648	его значением	1	2
649	она могла	1	2
650	эта система	1	2
651	знака и	1	2
652	язык а	1	2
653	автора с	1	2
654	языка не	1	2
655	отдельности и	1	2
656	наиболее существенным	1	2
657	ее как	1	2
658	с этими	1	2
659	в научном	1	2
660	еще одна	1	2
661	что она	2	2
662	момент в	1	2
663	который в	2	2
664	с читателем	3	2
665	в структуре	2	2
666	нет никаких	1	2
667	сознания а	1	2
668	чем это	2	2
669	внутреннего мира	2	2
670	себя в	7	2
671	и становится	1	2
672	жизненного переживания	1	2
673	жанра в	1	2
674	искусства не	1	2
675	которыми располагается	1	2
676	конструкции если	1	2
677	той мере	1	2
678	мышления и	3	2
679	гуманитарных науках	1	2
680	целого это	1	2
681	как основная	1	2
682	несмотря на	2	2
683	мы конечно	1	2
684	и сама	1	2
685	о литературном	1	2
686	и развития	1	2
687	не знает	4	2
688	и л	1	2
689	перед необходимостью	1	2
690	искусства говорит	1	2
691	даль и	2	2
692	на земле	1	2
693	от одной	1	2
694	в ряду	1	2
695	особенности в	1	2
696	одного значения	1	2
697	в двух	1	2
698	эти последние	1	2
699	к вопросу	1	2
700	и некоторые	2	2
701	а для	2	2
702	той или	3	2
703	и мир	1	2
704	вошел в	1	2
705	а с	3	2
706	или к	1	2
707	данный момент	2	2
708	героя и	6	2
709	что его	1	2
710	именно потому	1	2
711	ориентировано на	1	2
712	не тот	1	2
713	все то	1	2
714	человека как	1	2
715	с наукой	1	2
716	так называемые	1	2
717	то под	1	2
718	действующих лиц	1	2
719	одно и	2	2
720	можно было	1	2
721	но только	1	2
722	иметь в	1	2
723	его организации	3	2
724	европейского искусства	1	2
725	как один	1	2
726	однако в	7	2
727	общего с	1	2
728	облекается в	2	2
729	подход к	1	2
730	на отдельные	1	2
731	о ней	3	2
732	в первой	6	2
733	и есть	1	2
734	и определяется	1	2
735	речи именно	1	2
736	иной раз	1	2
737	для построения	1	2
738	при всем	2	2
739	события в	2	2
740	различных художественных	1	2
741	определить и	1	2
742	как формулирует	1	2
743	в последующих	1	2
744	этот закон	1	2
745	жизни а	2	2
746	но она	2	2
747	на первом	1	2
748	это уже	1	2
749	знаком в	1	2
750	в другой	1	2
751	мы в	2	2
752	из того	1	2
753	или иная	1	2
754	целом ряде	1	2
755	и вполне	1	2
756	начинается с	1	2
757	с ними	2	2
758	особого рода	7	2
759	этой точки	2	2
760	к искусству	1	2
761	общения между	2	2
762	конструкции но	1	2
763	высказывания но	1	2
764	заключается в	2	2
765	завершенность и	1	2
766	далеко не	4	2
767	существует не	1	2
768	никто не	3	2
769	в стихах	1	2
770	в следующей	2	2
771	друг от	1	2
772	но из	1	2
773	одним и	1	2
774	ни к	3	2
775	всей его	2	2
776	как художественное	2	2
777	совершенно иной	2	2
778	лишь одним	1	2
779	не совпадает	1	2
780	литературы является	1	2
781	мира как	1	2
782	это событие	1	2
783	и вот	3	2
784	высказывания а	1	2
785	его исторического	1	2
786	автора и	2	2
787	не должно	1	2
788	в отдельности	1	2
789	из его	1	2
790	самого процесса	1	2
791	в чужом	1	2
792	и вся	1	2
793	или иных	3	2
794	слова с	1	2
795	времени и	2	2
796	и несет	1	2
797	было и	1	2
798	имеем в	3	2
799	и писать	1	2
800	к ним	1	2
801	организации произведения	1	2
802	в концепции	1	2
803	художественном восприятии	1	2
804	глубже чем	1	2
805	к не	1	2
806	то она	1	2
807	к миру	1	2
808	языка но	1	2
809	художественной формы	1	2
810	литературе в	1	2
811	во времени	4	2
812	жизни не	1	2
813	жизни но	2	2
814	этом случае	1	2
815	в более	1	2
816	на языке	3	2
817	что искусство	1	2
818	то я	1	2
819	мы имеем	7	2
820	для искусства	2	2
821	на произведение	1	2
822	как у	1	2
823	с системой	1	2
824	иметь место	1	2
825	таком случае	2	2
826	форм высказывания	2	2
827	в русском	1	2
828	ведь это	1	2
829	но с	1	2
830	говорим о	1	2
831	от друга	1	2
832	для других	1	2
833	в силу	4	2
834	искусства как	2	2
835	такого понимания	1	2
836	и без	1	2
837	говорят о	1	2
838	однако это	1	2
839	мира и	4	2
840	именно эта	1	2
841	форма в	1	2
842	в каждой	1	2
843	за его	1	2
844	не знают	1	2
845	связаны с	1	2
846	мере в	1	2
847	следующей главе	1	2
848	людей в	1	2
849	отношения между	1	2
850	этих двух	2	2
851	том случае	1	2
852	со всех	1	2
853	системы языка	1	2
854	о различных	1	2
855	только к	1	2
856	в полной	1	2
857	сама литература	1	2
858	формы высказывания	2	2
859	служебной роли	1	2
860	ту или	2	2
861	в точке	3	2
862	дело не	2	2
863	от объективного	1	2
864	высказывания в	5	2
865	с нею	1	2
866	художественных структур	1	2
867	и жизни	1	2
868	но напротив	2	2
869	человека и	2	2
870	в другом	4	2
871	поскольку оно	1	2
872	самого искусства	1	2
873	к изучению	1	2
874	та или	1	2
875	по этому	1	2
876	к пониманию	1	2
877	происходит в	1	2
878	искусства с	1	2
879	тех или	3	2
880	как целого	1	2
881	если она	1	2
882	дело здесь	1	2
883	в жизненном	1	2
884	есть не	1	2
885	жизнью и	1	2
886	характера как	1	1
887	с которыми	1	1
888	более не	2	1
889	почву для	1	1
890	как произведения	1	1
891	или оды	1	1
892	художественную значимость	2	1
893	и возможностей	1	1
894	этого в	1	1
895	организации как	1	1
896	вещи в	1	1
897	в момент	3	1
898	ответную реакцию	1	1
899	и категорий	1	1
900	исходя из	1	1
901	чем глубже	1	1
902	что делает	1	1
903	вопросу о	1	1
904	оказывается не	1	1
905	с самим	1	1
906	что основной	1	1
907	в следующих	1	1
908	в готовом	1	1
909	и составляет	3	1
910	жить и	2	1
911	его под	1	1
912	аналогичная задача	1	1
913	если нет	1	1
914	окружающей его	2	1
915	одно из	1	1
916	быть художественно	1	1
917	первой и	1	1
918	нашем примере	1	1
919	с собой	1	1
920	понимается как	1	1
921	которые будут	1	1
922	и против	1	1
923	его лишь	1	1
924	чтобы в	1	1
925	рефлексии и	1	1
926	к какому-нибудь	1	1
927	на свой	1	1
928	новое время	1	1
929	и сам	4	1
930	жизнь в	1	1
931	им по	1	1
932	художественном языке	3	1
933	и целостностью	1	1
934	окажется неадекватным	1	1
935	всегда остается	1	1
936	его смысл	1	1
937	особый язык	1	1
938	существования в	2	1
939	всем своем	1	1
940	именно о	1	1
941	такого высказывания	1	1
942	по мысли	3	1
943	ведет к	2	1
944	том же	1	1
945	между прочим	1	1
946	как целому	1	1
947	стороны в	1	1
948	деятельность не	1	1
949	вся поэтика	1	1
950	он стоит	1	1
951	приходит в	1	1
952	здесь именно	1	1
953	в порядке	3	1
954	одновременно и	1	1
955	жизнь на	2	1
956	это бывает	1	1
957	утрачивает своей	1	1
958	по своим	1	1
959	смыслу или	1	1
960	обращения к	1	1
961	данного литературного	1	1
962	ее непосредственным	1	1
963	не оказывается	1	1
964	свою собственную	1	1
965	жизни на	2	1
966	в себя	5	1
967	культуры в	3	1
968	а а	5	1
969	искусство и	1	1
970	все их	1	1
971	является как	1	1
972	от внешней	1	1
973	тем в	2	1
974	нам не	1	1
975	к смыслу	2	1
976	не предполагает	5	1
977	в первую	1	1
978	европейского романа	1	1
979	и политического	2	1
980	в центр	1	1
981	не существует	1	1
982	жизнь для	1	1
983	при условии	2	1
984	осуществляется в	1	1
985	и такие	1	1
986	выделены в	1	1
987	себя если	1	1
988	и который	2	1
989	литературных произведениях	1	1
990	случаи когда	1	1
991	своей природе	3	1
992	поэзии есть	1	1
993	другу и	1	1
994	е о	2	1
995	художественная деятельность	2	1
996	из жизни	1	1
997	времени в	2	1
998	которыми он	1	1
999	существенное значение	1	1
1000	для себя	3	1
1001	положений и	1	1
1002	случае мы	1	1
1003	встречи с	1	1
1004	обращаясь к	1	1
1005	а между	1	1
1006	не обязательно	3	1
1007	чистом виде	1	1
1008	искусства это	3	1
1009	не вполне	2	1
1010	этот эффект	1	1
1011	не что	1	1
1012	от своей	1	1
1013	завершения не	1	1
1014	жизненной реальности	1	1
1015	данного художественного	1	1
1016	в чистом	1	1
1017	второй половины	1	1
1018	не становится	1	1
1019	самом начале	2	1
1020	говорящих и	1	1
1021	об отсутствии	1	1
1022	и конкретном	1	1
1023	его роли	1	1
1024	жизни как	5	1
1025	ключ к	2	1
1026	и оценки	1	1
1027	смысле не	1	1
1028	на сцене	1	1
1029	своей значимости	1	1
1030	художественного сознания	5	1
1031	это отношение	3	1
1032	только во	1	1
1033	что все	1	1
1034	входят в	1	1
1035	исходит из	1	1
1036	нового содержания	1	1
1037	во весь	1	1
1038	ее не	1	1
1039	не мыслится	1	1
1040	но этим	1	1
1041	форму в	1	1
1042	ним на	1	1
1043	по поводу	1	1
1044	это своеобразие	1	1
1045	не два	1	1
1046	коем случае	2	1
1047	с внутренним	1	1
1048	в отдельных	1	1
1049	конца однако	1	1
1050	как будто	2	1
1051	большей степени	1	1
1052	лишь один	2	1
1053	к языку	1	1
1054	крайней мере	1	1
1055	с сожалением	1	1
1056	все перечисленные	1	1
1057	строфе в	1	1
1058	речи а	2	1
1059	импульсов и	1	1
1060	непосредственно с	1	1
1061	слово однако	1	1
1062	ближе к	1	1
1063	представить себе	1	1
1064	этих моментов	1	1
1065	хотят и	2	1
1066	собой и	1	1
1067	она и	1	1
1068	и автором	1	1
1069	были они	1	1
1070	а затем	2	1
1071	явление культуры	1	1
1072	в единое	3	1
1073	чем на	1	1
1074	теории литературы	2	1
1075	слова эта	1	1
1076	такого рода	13	1
1077	сознание в	1	1
1078	у каждого	1	1
1079	для индивидуального	1	1
1080	что сама	2	1
1081	и чрезвычайно	1	1
1082	знаковом материале	3	1
1083	своих построений	1	1
1084	чтобы этот	1	1
1085	завершения целого	1	1
1086	этот несколько	1	1
1087	характерных для	1	1
1088	обратил внимание	1	1
1089	может оказаться	2	1
1090	природа литературы	3	1
1091	или иную	2	1
1092	в осознании	1	1
1093	к определенному	1	1
1094	xix века	2	1
1095	не обладает	1	1
1096	в подобном	1	1
1097	опираясь на	1	1
1098	в каждый	1	1
1099	бытию и	1	1
1100	художника не	1	1
1101	у него	2	1
1102	не путем	1	1
1103	особенно если	1	1
1104	эстетический объект	4	1
1105	в существовании	1	1
1106	отчасти совпадает	1	1
1107	система смыслов	1	1
1108	узнают себя	1	1
1109	он оказывается	2	1
1110	которое в	1	1
1111	определенной жанровой	1	1
1112	весь его	1	1
1113	на себя	2	1
1114	поэтому ему	1	1
1115	если ее	1	1
1116	на одну	1	1
1117	место лишь	1	1
1118	у о	2	1
1119	в совокупности	1	1
1120	я и	2	1
1121	из сюжета	1	1
1122	во внутренней	2	1
1123	же оно	1	1
1124	роль принадлежит	2	1
1125	обычно является	1	1
1126	пусть он	1	1
1127	оказаться не	1	1
1128	чего бы	1	1
1129	времени что	1	1
1130	вследствие того	1	1
1131	он тем	2	1
1132	рядом с	1	1
1133	и вещи	1	1
1134	того и	1	1
1135	именно эту	1	1
1136	природы искусства	3	1
1137	его жизни	1	1
1138	служит для	1	1
1139	его конструктивные	1	1
1140	высказывания жанр	1	1
1141	себе и	1	1
1142	точек зрения	1	1
1143	как ряд	1	1
1144	отсутствии в	1	1
1145	начало нового	1	1
1146	тем это	1	1
1147	на себе	1	1
1148	нельзя не	1	1
1149	от таких	1	1
1150	действительности иногда	1	1
1151	это столь	1	1
1152	в русской	6	1
1153	мастерства в	1	1
1154	остается в	1	1
1155	словарного слова	1	1
1156	значимостью и	1	1
1157	о себе	2	1
1158	значения на	1	1
1159	этих понятий	1	1
1160	новая форма	1	1
1161	еще одним	1	1
1162	в пьесе	1	1
1163	что даже	1	1
1164	значительное место	1	1
1165	разрыв между	1	1
1166	говоря в	1	1
1167	поэтики в	1	1
1168	этой своей	1	1
1169	стиля в	1	1
1170	на материал	1	1
1171	с политической	1	1
1172	стремится к	1	1
1173	если не	1	1
1174	искусства к	1	1
1175	зрения в	1	1
1176	понятие о	3	1
1177	определенным образом	2	1
1178	однако герой	1	1
1179	дистанции между	1	1
1180	не принадлежит	2	1
1181	же типа	1	1
1182	в разбираемом	1	1
1183	это по	1	1
1184	для художника	1	1
1185	иного жанра	3	1
1186	оказывается в	3	1
1187	и существенно	2	1
1188	мы обнаруживаем	1	1
1189	между всеми	1	1
1190	однако эта	2	1
1191	исчезает и	1	1
1192	как недостаточно	1	1
1193	и последовательность	1	1
1194	и внутреннюю	1	1
1195	время произведение	1	1
1196	только другим	1	1
1197	и роман	1	1
1198	является одним	1	1
1199	ни одно	1	1
1200	значимости своего	1	1
1201	обладает каждое	1	1
1202	быть положен	1	1
1203	в историческом	1	1
1204	то во	1	1
1205	по своей	8	1
1206	собственно и	1	1
1207	это может	2	1
1208	и конструктивное	1	1
1209	с ней	1	1
1210	изобразительные искусства	1	1
1211	должно явиться	1	1
1212	на территории	1	1
1213	а тем	1	1
1214	ее смысл	1	1
1215	например не	1	1
1216	которая действительно	1	1
1217	превратилась в	1	1
1218	так называемого	1	1
1219	истории не	1	1
1220	одного сознания	3	1
1221	не один	1	1
1222	определенное значение	1	1
1223	не входят	1	1
1224	но наоборот	1	1
1225	теории поэтики	1	1
1226	этом они	1	1
1227	когда они	1	1
1228	о его	2	1
1229	обратимся к	1	1
1230	самым по	1	1
1231	целом здесь	1	1
1232	система мотивов	1	1
1233	искусства может	1	1
1234	это ощущение	1	1
1235	лишь путем	1	1
1236	схема литературного	1	1
1237	и своеобразие	1	1
1238	теми же	1	1
1239	общественном сознании	2	1
1240	чаще всего	1	1
1241	полагая что	1	1
1242	в данный	2	1
1243	к внутреннему	2	1
1244	высказывания не	2	1
1245	материале по	1	1
1246	основе всех	1	1
1247	от ее	1	1
1248	которые лежат	1	1
1249	нет не	1	1
1250	впервые становится	1	1
1251	развитии искусства	1	1
1252	организации высказывания	2	1
1253	одного и	4	1
1254	значения слов	1	1
1255	самим собою	2	1
1256	зрения не	1	1
1257	в иную	1	1
1258	художественной деятельности	17	1
1259	своего рода	11	1
1260	искусства только	1	1
1261	мире и	2	1
1262	на деле	2	1
1263	и будет	1	1
1264	речи может	1	1
1265	в состав	6	1
1266	произведение и	1	1
1267	он уже	1	1
1268	за ним	1	1
1269	что касается	1	1
1270	и принципиальной	1	1
1271	такова же	1	1
1272	в случаях	1	1
1273	своего собственного	1	1
1274	которой не	1	1
1275	широком и	1	1
1276	к особенностям	1	1
1277	особого языка	1	1
1278	жанры в	1	1
1279	поэтики как	1	1
1280	художественные направления	1	1
1281	факторов в	1	1
1282	самой жизни	1	1
