N	2gram	Vinokur_St	Freidism
382	самого себя	1	2
383	к этой	1	2
384	которые он	1	2
385	очень много	1	2
386	должна быть	3	2
387	которых мы	1	2
388	тогда когда	1	2
389	для себя	3	2
390	без исключения	1	2
391	и их	3	2
392	по всему	1	2
393	в применении	3	2
394	большую роль	1	2
395	на работу	1	2
396	оказывается не	1	2
397	воспоминания о	1	2
398	вот как	1	2
399	фактов и	1	2
400	в некоторых	3	2
401	из которых	1	2
402	не как	2	2
403	в науке	1	2
404	из того	2	2
405	для нас	7	2
406	и об	7	2
407	правда в	1	2
408	в отношении	11	2
409	от этих	1	2
410	нас к	2	2
411	их не	1	2
412	этого процесса	1	2
413	или во	1	2
414	по пути	1	2
415	в первом	2	2
416	но все	9	2
417	жизнь в	1	2
418	вместо этого	1	2
419	в составе	1	2
420	большое значение	2	2
421	отношения к	2	2
422	и творчества	2	2
423	они и	1	2
424	меньшей мере	3	2
425	а именно	3	2
426	и так	3	2
427	что таким	1	2
428	не имеет	5	2
429	является для	1	2
430	отличается от	2	2
431	да и	4	2
432	от всей	1	2
433	при помощи	4	2
434	нет в	1	2
435	и было	1	2
436	и смерти	1	2
437	тому кто	1	2
438	сделать в	1	2
439	но их	1	2
440	всей его	1	2
441	его и	1	2
442	в такой	2	2
443	бы и	4	2
444	вопрос о	9	2
445	и начинается	1	2
446	дело только	1	2
447	отсюда и	1	2
448	доказать что	2	2
449	принципиально не	1	2
450	в течение	7	2
451	одной стороны	2	2
452	таком виде	2	2
453	я старался	1	2
454	время в	1	2
455	и уже	3	2
456	пишет он	2	2
457	и теперь	2	2
458	значение для	2	2
459	при таких	1	2
460	превращается в	2	2
461	еще более	5	2
462	не заметил	1	2
463	без труда	1	2
464	никаких оснований	2	2
465	в глаза	1	2
466	с другой	11	2
467	в прошлом	1	2
468	он сохраняет	1	2
469	на более	1	2
470	о каком	1	2
471	в отличие	1	2
472	наука и	1	2
473	заметить что	1	2
474	мог бы	1	2
475	и во	3	2
476	в самое	1	2
477	но именно	3	2
478	только при	1	2
479	не имели	2	2
480	для понимания	2	2
481	это прежде	2	2
482	по меньшей	3	2
483	скрыть от	1	2
484	были в	1	2
485	бы в	2	2
486	только о	1	2
487	исключительно в	1	2
488	из этой	2	2
489	как к	3	2
490	что с	4	2
491	отцу и	1	2
492	приходится сказать	1	2
493	и всей	2	2
494	с одной	3	2
495	такого рода	2	2
496	что значит	2	2
497	еще больше	1	2
498	ни было	1	2
499	для всего	1	2
500	он и	1	2
501	что при	3	2
502	момент рождения	1	2
503	такое же	2	2
504	для своего	2	2
505	о нем	1	2
506	в качестве	7	2
507	но как	1	2
508	на которой	2	2
509	чтобы получить	1	2
510	нет это	2	2
511	чем он	3	2
512	них и	2	2
513	внешнего мира	1	2
514	в их	3	2
515	сказать не	1	2
516	а на	4	2
517	материал для	6	2
518	отказаться от	2	2
519	в несколько	1	2
520	как по	1	2
521	а также	4	2
522	будто бы	4	2
523	которые мы	1	2
524	и которая	1	2
525	дело в	9	2
526	каком случае	1	2
527	по их	1	2
528	и всего	1	2
529	в конце	5	2
530	вообще не	5	2
531	на другую	1	2
532	ясно что	10	2
533	обстоятельство что	4	2
534	он в	1	2
535	также в	2	2
536	если и	1	2
537	же как	5	2
538	место и	1	2
539	другом месте	2	2
540	стремление к	3	2
541	разрыв между	1	2
542	к своему	3	2
543	от этого	2	2
544	больше и	1	2
545	о которых	3	2
546	это было	2	2
547	применении к	3	2
548	дело и	1	2
549	должен быть	3	2
550	в эту	3	2
551	жизни то	1	2
552	что как	3	2
553	в одной	3	2
554	на них	2	2
555	работы и	1	2
556	нужно отметить	2	2
557	и снова	1	2
558	не то	1	2
559	а с	6	2
560	этом утверждении	1	2
561	наука о	1	2
562	не укладывается	1	2
563	отличие от	1	2
564	на один	1	2
565	свое выражение	2	2
566	его не	3	2
567	на другой	1	2
568	также и	10	2
569	в работе	1	2
570	объективный факт	1	2
571	к этим	1	2
572	объясняется и	1	2
573	дело не	4	2
574	или же	3	2
575	является его	1	2
576	и тем	3	2
577	то обстоятельство	3	2
578	можно сделать	1	2
579	нужно сказать	6	2
580	и та	1	2
581	ни одно	1	2
582	входит в	1	2
583	не следует	1	2
584	этом смысле	2	2
585	таких случаях	1	2
586	ведь если	2	2
587	что бы	1	2
588	то или	3	2
589	думать что	2	2
590	или иное	3	2
591	когда мы	1	2
592	но эти	2	2
593	в книге	1	2
594	во многом	3	2
595	психология и	1	2
596	но нет	2	2
597	образом в	1	2
598	или иной	1	2
599	всю жизнь	1	2
600	но если	5	2
601	из этого	1	2
602	там где	6	2
603	то в	3	2
604	к работе	1	2
605	конце концов	2	2
606	чтобы не	1	2
607	в одну	1	2
608	он должен	2	2
609	не к	2	2
610	быть даже	1	1
611	в особенности	1	1
612	что было	3	1
613	к сожалению	4	1
614	они являются	1	1
615	всего это	1	1
616	основе этой	1	1
617	факты из	2	1
618	бы они	1	1
619	не нашел	2	1
620	в содержании	1	1
621	несомненно что	1	1
622	в защиту	1	1
623	языка который	1	1
624	по существу	3	1
625	в настоящем	1	1
626	ни малейшего	1	1
627	можно говорить	1	1
628	это тот	1	1
629	и здесь	2	1
630	разные формы	1	1
631	никогда и	1	1
632	первой ступени	1	1
633	наши дни	1	1
634	большее значение	1	1
635	то есть	2	1
636	на совершенно	3	1
637	находясь в	1	1
638	над тем	2	1
639	этому требованию	1	1
640	которые не	3	1
641	говорить в	1	1
642	в случаях	1	1
643	судить о	1	1
644	которая в	1	1
645	и самому	1	1
646	почти не	1	1
647	до него	3	1
648	на ее	1	1
649	же нужно	1	1
650	из таких	2	1
651	эти особенности	1	1
652	самым важным	1	1
653	дело с	2	1
654	свое дело	1	1
655	само собою	2	1
656	и далее	1	1
657	нужно искать	4	1
658	и дает	1	1
659	даже в	5	1
660	была бы	10	1
661	его за	1	1
662	из всех	1	1
663	думаю что	6	1
664	этом случае	3	1
665	в разных	1	1
666	отношении к	3	1
667	три дня	1	1
668	бы говорить	1	1
669	ни стало	1	1
670	литература и	1	1
671	одной только	1	1
672	никак не	1	1
673	в другой	1	1
674	а затем	1	1
675	что человек	1	1
676	иногда и	2	1
677	это нужно	1	1
678	потому не	1	1
679	намека на	1	1
680	остановиться на	1	1
681	к выводу	1	1
682	а есть	1	1
683	свет в	1	1
684	области не	1	1
685	работы здесь	1	1
686	его от	1	1
687	эпохи не	3	1
688	еще очень	1	1
689	поэтому она	1	1
690	ясными и	1	1
691	целом ряде	1	1
692	с собой	1	1
693	ценность и	1	1
694	значения как	2	1
695	и эти	2	1
696	зрения этого	1	1
697	в или	1	1
698	такого же	1	1
699	за что	4	1
700	должен был	5	1
701	назвать в	1	1
702	чтобы в	1	1
703	что нет	2	1
704	в борьбе	1	1
705	но только	2	1
706	во что	1	1
707	свободный доступ	1	1
708	и думаю	1	1
709	время как	2	1
710	на которых	1	1
711	отличаются от	1	1
712	для такой	1	1
713	в наших	2	1
714	их и	2	1
715	следовательно в	1	1
716	каким образом	1	1
717	показать что	1	1
718	этом месте	2	1
719	именно не	1	1
720	мы говорим	1	1
721	статья в	1	1
722	общую систему	1	1
723	ничем существенным	1	1
724	был связан	1	1
725	форму и	1	1
726	только несколько	1	1
727	тем что	6	1
728	образом этот	1	1
729	каждым словом	1	1
730	еще с	1	1
731	уже на	1	1
732	то время	2	1
733	представление о	5	1
734	это выражение	1	1
735	например в	8	1
736	эта концепция	1	1
737	что критическое	1	1
738	меня в	2	1
739	с тем	3	1
740	несомненно была	2	1
741	на определенной	1	1
742	там же	1	1
743	не основано	1	1
744	к нам	1	1
745	с такими	1	1
746	его речи	1	1
747	что по	1	1
748	ли не	2	1
749	оценок и	1	1
750	работает в	1	1
751	которого является	1	1
752	с собою	1	1
753	не сомневаюсь	1	1
754	в слове	5	1
755	и т	36	1
756	характерная черта	1	1
757	правда не	1	1
758	сомневаться в	3	1
759	работе над	1	1
760	поражают своей	1	1
761	собою разумеется	2	1
762	нас интересует	1	1
763	бы не	2	1
764	к какому	1	1
765	только себя	1	1
766	который не	3	1
767	так называемая	3	1
768	в иной	1	1
769	сравнению с	1	1
770	вследствие этого	1	1
771	в это	3	1
772	он по	2	1
773	них в	1	1
774	сойдутся и	1	1
775	быть конечно	1	1
776	пр но	1	1
777	в ряду	1	1
778	не его	1	1
779	о нашумевшей	1	1
780	представляется в	1	1
781	вышедшая в	1	1
782	материала для	3	1
783	нельзя при	1	1
784	по крайней	2	1
785	можно провести	1	1
786	такое отношение	2	1
787	свое время	3	1
788	работа по	1	1
789	г в	10	1
790	поле в	1	1
791	это был	3	1
792	но оно	1	1
793	то наоборот	1	1
794	который он	1	1
795	совершенно независимо	1	1
796	которых можно	1	1
797	не давая	1	1
798	именно такой	1	1
799	и грубой	1	1
800	сторона этого	1	1
801	те противоречия	1	1
802	с упреком	1	1
803	ответить на	1	1
804	при условии	1	1
805	похож на	1	1
806	из других	1	1
807	было в	2	1
808	к процессу	1	1
809	где нет	2	1
810	то это	3	1
811	можно считать	2	1
812	что этот	3	1
813	о чем-то	1	1
814	после того	5	1
815	не имеют	2	1
816	видит читатель	1	1
817	оба эти	4	1
818	произношения и	1	1
819	противоречия которые	1	1
820	этой трагедии	1	1
821	даже и	2	1
822	то и	1	1
823	это за	1	1
824	он еще	1	1
825	заявление в	1	1
826	наконец в	2	1
827	но даже	1	1
828	приступая к	1	1
829	истории но	1	1
830	по сравнению	1	1
831	это его	1	1
832	в каких	1	1
833	быть не	2	1
834	и другой	1	1
835	на два	1	1
836	во многих	3	1
837	в прежних	1	1
838	а может	1	1
839	них как	1	1
840	не должны	1	1
841	еще на	1	1
842	и тогда	2	1
843	имея в	1	1
844	что вся	1	1
845	не отражает	1	1
846	окажется что	1	1
847	ему поэтому	1	1
848	точно и	2	1
849	в руках	2	1
850	это же	1	1
851	которая по	1	1
852	но уже	1	1
853	которое с	1	1
854	именно на	1	1
855	только один	1	1
856	он приводит	1	1
857	в которую	2	1
858	борьбе с	1	1
859	за собой	1	1
860	и когда	1	1
861	принимать за	1	1
862	этим не	1	1
863	целый ряд	3	1
864	нужно все	1	1
865	времени и	4	1
866	в журнале	1	1
867	уже и	1	1
868	что когда	1	1
869	в форму	1	1
870	перед глазами	1	1
871	бы слова	1	1
872	образы не	1	1
873	а во	3	1
874	в вопросе	1	1
875	всего что	2	1
876	всегда и	1	1
877	утверждали что	1	1
878	теории здесь	1	1
879	слов о	1	1
880	на одну	1	1
881	той ролью	1	1
882	и там	1	1
883	могут и	1	1
884	эти факты	1	1
885	в точности	1	1
886	своему идеологическому	1	1
887	без всякого	2	1
888	о причинах	1	1
889	настоящее время	2	1
890	которых он	2	1
891	в голове	1	1
892	говорит об	4	1
893	этой категории	2	1
894	она ни	1	1
895	таких условиях	1	1
896	которым мы	1	1
897	одной из	4	1
898	для изучения	4	1
899	а между	2	1
900	к которому	4	1
901	с нею	3	1
902	эти вопросы	3	1
903	по собственному	1	1
904	убежден что	1	1
905	что самый	1	1
906	собственно только	1	1
907	без того	1	1
908	том же	3	1
909	не умеет	1	1
910	это кажется	1	1
911	упоминать о	1	1
912	каждое из	1	1
913	которыми так	1	1
914	который в	1	1
915	этого слова	2	1
916	однако в	1	1
917	от них	1	1
918	перед нами	1	1
919	не понял	1	1
920	отправился к	1	1
921	лишь при	1	1
922	на котором	1	1
923	у них	1	1
924	в пользу	5	1
925	же степени	1	1
926	являются для	1	1
927	я что	1	1
928	нет никаких	2	1
929	только потому	2	1
930	не мог	3	1
931	и философской	1	1
932	все с	1	1
933	него не	1	1
934	на своем	1	1
935	о связи	1	1
936	в настоящее	2	1
937	крайней мере	2	1
938	нем может	1	1
939	чтобы читатель	1	1
940	с того	2	1
941	ко дню	1	1
942	гораздо более	5	1
943	от плоти	1	1
944	материальной организации	1	1
945	склонен объяснять	1	1
946	все в	2	1
947	положение вещей	1	1
948	ближе к	1	1
949	об их	1	1
950	несколько слов	1	1
951	связан с	3	1
952	что они	9	1
953	целом это	1	1
954	все попытки	1	1
955	в свое	3	1
956	не зная	2	1
957	но на	2	1
958	еще одну	1	1
959	именно об	1	1
960	и он	2	1
961	оно совершенно	1	1
962	только одно	1	1
963	хотелось бы	2	1
964	нет ни	3	1
965	основное различие	1	1
966	от его	2	1
967	различие между	1	1
968	романтической школы	1	1
969	на тех	1	1
970	на вопрос	7	1
971	указать на	1	1
972	нас не	3	1
973	второй половине	1	1
974	поэтому в	4	1
975	он делает	1	1
976	чем на	1	1
977	только у	2	1
978	но еще	1	1
979	трагедии в	3	1
980	внимание на	5	1
981	этого он	1	1
982	в угоду	1	1
983	самый язык	1	1
984	а вместо	1	1
985	проявляется в	1	1
986	или с	2	1
987	этой мысли	2	1
988	бы на	1	1
989	сделать только	1	1
990	обычно не	1	1
991	и новой	1	1
992	хотя и	4	1
993	переход к	1	1
994	а это	1	1
995	эту борьбу	1	1
996	приходится уже	1	1
997	и соответствующие	1	1
998	которое должно	1	1
999	не хочет	2	1
1000	не соответствует	1	1
1001	только во	1	1
1002	в хронологическом	1	1
1003	оно-то и	1	1
1004	общие вопросы	1	1
1005	этом сам	1	1
1006	в специальных	1	1
1007	и тут	1	1
1008	есть в	2	1
1009	уже его	1	1
1010	имеет только	1	1
1011	и принципиально	1	1
1012	велико что	1	1
1013	многое в	1	1
1014	стр в	4	1
1015	голову не	1	1
1016	человек к	3	1
1017	но что	2	1
1018	для испытания	1	1
1019	да ведь	2	1
1020	многих отношениях	1	1
1021	смысле этого	2	1
1022	тягу к	1	1
1023	слово в	1	1
1024	далее в	4	1
1025	вытекает из	2	1
1026	основана на	2	1
1027	научного и	1	1
1028	оказывается для	1	1
1029	мало благодарной	1	1
1030	и смысл	1	1
1031	в ином	1	1
1032	в виде	3	1
1033	зрения его	1	1
1034	этот протест	1	1
1035	один пример	1	1
1036	чем в	3	1
1037	на каком	1	1
1038	критики и	2	1
1039	мы на	1	1
1040	без всяких	2	1
1041	ссср в	2	1
1042	что является	1	1
1043	стройность и	1	1
1044	этого рода	2	1
1045	больше в	1	1
1046	или в	1	1
1047	же значение	1	1
1048	у всех	1	1
1049	в свои	1	1
1050	что к	1	1
1051	зрения но	1	1
1052	прежде чем	1	1
1053	на которое	2	1
1054	что его	1	1
1055	в изложении	1	1
1056	№ и	1	1
1057	который как	2	1
1058	во внимание	2	1
1059	но эта	1	1
1060	на нее	3	1
1061	было для	2	1
1062	отчета в	3	1
1063	с теми	1	1
1064	отношений к	2	1
1065	по адресу	3	1
1066	о смерти	1	1
1067	вот это	1	1
1068	пределах данной	1	1
1069	на тот	1	1
1070	повторяющиеся в	1	1
1071	которых является	1	1
1072	ссылки на	1	1
1073	как говорит	3	1
1074	что поэтому	2	1
1075	с той	3	1
1076	и без	4	1
1077	совершенно точно	1	1
1078	следует понимать	1	1
1079	г стр	1	1
1080	но я	5	1
1081	и вовсе	1	1
1082	лежит на	1	1
1083	язык и	1	1
1084	говорят о	1	1
1085	не дают	1	1
1086	при таком	2	1
1087	меньше всего	3	1
1088	возникает необходимость	1	1
1089	а иногда	2	1
1090	последнее время	1	1
1091	можно только	1	1
1092	он никогда	1	1
1093	не на	3	1
1094	должно стать	1	1
1095	здесь не	1	1
1096	нам до	1	1
1097	этой главы	3	1
1098	в свете	1	1
1099	в двух	4	1
1100	материала на	1	1
1101	большим трудом	1	1
1102	на возможность	1	1
1103	определенного характера	1	1
1104	в первые	1	1
1105	точек зрения	1	1
1106	и это	4	1
1107	так а	2	1
1108	в сторону	2	1
1109	в каждой	1	1
1110	на границе	1	1
1111	до того	4	1
1112	которые с	1	1
1113	кем иным	1	1
1114	бы совершенно	1	1
1115	полагает что	1	1
1116	при его	3	1
1117	такой форме	1	1
1118	особенно в	2	1
1119	как результат	1	1
1120	нельзя не	3	1
1121	тем более	4	1
1122	вопросе о	1	1
1123	не все	3	1
1124	не был	1	1
1125	той или	1	1
1126	разумеется что	5	1
1127	иметь в	2	1
1128	в русской	4	1
1129	без всякой	3	1
1130	в каждом	3	1
1131	не говоря	2	1
1132	еще до	4	1
1133	точкой зрения	1	1
1134	того или	4	1
1135	материалом для	1	1
1136	и быть	1	1
1137	за то	5	1
1138	того в	1	1
1139	и других	1	1
1140	а к	2	1
1141	яркое выражение	1	1
1142	такую же	1	1
1143	тут и	1	1
1144	отнестись к	1	1
1145	только путем	1	1
1146	первая часть	1	1
1147	и социального	1	1
1148	каких бы	2	1
1149	борьбу с	2	1
1150	г №	1	1
1151	связи с	3	1
1152	говорил о	1	1
1153	образом последнее	1	1
1154	показывает что	1	1
1155	отвечает на	1	1
1156	молодой человек	2	1
1157	та сложная	1	1
1158	в наше	1	1
1159	совершенно непонятным	1	1
1160	так называемой	2	1
1161	близко к	1	1
1162	но при	1	1
1163	чтобы он	1	1
1164	зрения в	2	1
1165	и чувства	1	1
1166	плоть от	1	1
1167	и почти	1	1
1168	зрелости и	1	1
1169	т д	25	1
1170	можно назвать	3	1
1171	ту же	1	1
1172	о возможности	1	1
1173	не по	5	1
1174	странах европы	1	1
1175	к новым	1	1
1176	оснований для	1	1
1177	не кем	1	1
1178	степени не	1	1
1179	сомневаюсь что	1	1
1180	одни и	1	1
1181	характерны для	1	1
1182	взглянуть на	2	1
1183	идей и	1	1
1184	эти утверждения	1	1
1185	кажется что	5	1
1186	требования предъявляемые	1	1
1187	истории а	1	1
1188	на чем	2	1
1189	не будет	1	1
1190	не оставляет	2	1
1191	к тем	1	1
1192	но зато	1	1
1193	от которых	1	1
1194	их с	1	1
1195	являются такими	1	1
1196	не с	1	1
1197	в обсуждение	1	1
1198	что эта	5	1
1199	одно и	1	1
1200	из каких	1	1
1201	как видит	1	1
1202	пор не	1	1
1203	можно с	1	1
1204	как он	3	1
1205	отказ от	1	1
1206	в тех	5	1
1207	время когда	1	1
1208	можно было	14	1
1209	настолько велико	1	1
1210	в форме	2	1
1211	оказывается что	1	1
1212	они свидетельствуют	1	1
1213	вот что	3	1
1214	себя на	1	1
1215	было еще	1	1
1216	в начале	5	1
1217	за каждым	1	1
1218	еще в	3	1
1219	расхождения между	2	1
1220	и хотя	1	1
1221	даже не	5	1
1222	стороны и	1	1
1223	в современной	1	1
1224	можно найти	3	1
1225	но этот	1	1
1226	борьбе за	1	1
1227	узкого круга	1	1
1228	основы его	1	1
1229	системе в	2	1
1230	у которого	1	1
1231	мысль о	2	1
1232	другой и	1	1
1233	могла бы	1	1
1234	рассматривать как	1	1
1235	и совершенно	1	1
1236	требованию и	1	1
1237	свою задачу	1	1
1238	занимает в	3	1
1239	и большинство	2	1
1240	ответа в	1	1
1241	о ней	1	1
1242	ни одной	2	1
1243	я в	1	1
1244	всех его	1	1
1245	истории и	2	1
1246	так называемого	1	1
1247	с историческими	1	1
1248	что никакого	1	1
1249	которой можно	2	1
1250	цензура но	1	1
1251	рода в	2	1
1252	своей задачей	1	1
1253	впечатление которое	1	1
1254	общего с	3	1
1255	в понимании	1	1
1256	что во	3	1
1257	и никогда	1	1
1258	и самого	1	1
1259	уже при	2	1
1260	и добросовестно	1	1
1261	для такого	1	1
1262	внимание и	1	1
1263	здесь к	1	1
1264	звучит в	1	1
1265	которые в	2	1
1266	все содержание	1	1
1267	это делает	1	1
1268	только по	1	1
1269	материала в	1	1
1270	опыте на	1	1
1271	мысль в	1	1
1272	никакого смысла	1	1
1273	нашей точки	1	1
1274	бы ему	1	1
1275	слова в	1	1
1276	в первой	12	1
1277	длительного и	1	1
1278	по этому	5	1
1279	и гораздо	1	1
1280	же в	1	1
1281	странным и	1	1
1282	свои силы	2	1
1283	мы теперь	1	1
1284	свидетельствуют о	2	1
1285	иной раз	1	1
1286	как будто	5	1
1287	на то	5	1
1288	бы ни	3	1
1289	этом у	1	1
1290	же это	3	1
1291	или иного	4	1
1292	давая себе	1	1
1293	себе как	1	1
1294	его смерти	1	1
1295	прав в	1	1
1296	верно только	1	1
1297	его времени	2	1
1298	разве только	1	1
1299	теперь еще	1	1
1300	начинается трагедия	1	1
1301	нет не	1	1
1302	в один	1	1
1303	деле вовсе	2	1
1304	каждого из	3	1
1305	в лице	1	1
