N	3gram	Losev_Prob	Myslijsy
112	потому что для	1	3
113	то это не	2	3
114	то есть в	5	3
115	это не значит	1	3
116	так или иначе	2	3
117	том что он	2	3
118	ничего общего с	2	3
119	а не есть	2	3
120	в первом случае	1	3
121	к одной и	1	3
122	если бы мы	1	3
123	и тем самым	3	3
124	а потому что	1	3
125	по себе и	2	3
126	а не в	1	3
127	в связи с	9	3
128	бы то ни	5	3
129	потому что и	1	3
130	но это не	1	3
131	между собою и	1	3
132	равно как и	2	3
133	заключается в том	5	3
134	не есть только	1	3
135	когда мы говорим	5	3
136	из того что	1	3
137	потому что он	6	3
138	не говоря уже	1	3
139	можно было бы	6	3
140	есть то что	3	3
141	которые могут быть	1	3
142	не менее в	3	3
143	сказать несколько слов	1	3
144	на первый взгляд	3	3
145	этой точки зрения	2	3
146	значение то есть	1	3
147	что же касается	5	3
148	нам кажется что	1	3
149	но с другой	2	3
150	то и в	1	2
151	а может быть	2	2
152	которых мы не	1	2
153	имеет значение не	1	2
154	себе еще не	1	2
155	в себе в	2	2
156	о том как	4	2
157	в себе все	1	2
158	то есть если	1	2
159	можем себе представить	1	2
160	если же мы	1	2
161	независимо от их	1	2
162	у нас в	2	2
163	для сознания и	1	2
164	мы говорим о	2	2
165	при этом в	1	2
166	не говоря о	1	2
167	бы для него	1	2
168	с указания на	1	2
169	могло бы быть	2	2
170	и не имеет	1	2
171	того что не	1	2
172	только при помощи	4	2
173	то что она	1	2
174	но при этом	1	2
175	вовсе не может	1	2
176	этого слова в	1	2
177	потому что только	1	2
178	хотя бы даже	1	2
179	фона на котором	1	2
180	по себе еще	1	2
181	что в нем	1	2
182	тогда когда мы	1	2
183	есть прежде всего	3	2
184	даже и в	3	2
185	быть не только	1	2
186	то или другое	2	2
187	и в других	2	2
188	идеи и образа	1	2
189	же и в	1	2
190	мы в то	2	2
191	нельзя сказать что	1	2
192	имеет для нас	1	2
193	и говорить о	2	2
194	вместе с нею	1	2
195	но все же	1	2
196	только то что	4	2
197	то ни было	4	2
198	это значит что	8	2
199	тем самым мы	1	2
200	в целом и	1	2
201	в буквальном смысле	2	2
202	можем ли мы	1	2
203	то это было	1	2
204	имея в виду	1	2
205	так же и	3	2
206	не существует и	1	2
207	и не может	1	2
208	мы имеем дело	2	2
209	в этих случаях	1	2
210	так что мы	2	2
211	друг к другу	1	2
212	для нас не	4	2
213	и потому что	1	2
214	как на нечто	1	2
215	для нас значение	2	2
216	мы видели выше	1	2
217	не только содержание	1	2
218	мы говорим что	1	2
219	не есть нечто	2	2
220	не нуждается в	1	2
221	не имели бы	1	2
222	жизни и потому	1	2
223	здесь как и	1	2
224	до того что	2	2
225	в свое время	1	2
226	не потому что	1	2
227	и не в	2	2
228	а следовательно и	1	2
229	в таких случаях	2	2
230	того и другого	1	2
231	и тем более	4	2
232	то есть по	1	2
233	но никак не	4	2
234	в себе не	1	2
235	то есть то	1	2
236	нечто такое что	2	2
237	то есть от	2	2
238	мы выше называли	1	2
239	он не есть	4	2
240	здесь только в	1	2
241	но и о	1	2
242	так же как	3	2
243	случае когда мы	1	2
244	как мы видели	2	2
245	при этом мы	1	2
246	всяком случае не	2	2
247	совмещает в себе	1	2
248	не может обойтись	2	2
249	в логике но	1	2
250	и независимо от	2	2
251	что мы его	1	2
252	легко может быть	1	2
253	же самое нужно	1	2
254	что в истории	1	2
255	мы могли бы	3	2
256	и не только	1	2
257	есть то же	1	1
258	художественного образа есть	1	1
259	мы выше говорили	1	1
260	только для того	1	1
261	так что для	1	1
262	указывает нам на	1	1
263	но то что	1	1
264	в самом деле	1	1
265	образ может быть	1	1
266	например и в	1	1
267	имеет ничего общего	3	1
268	есть нечто большее	1	1
269	в том чем	1	1
270	ведь мы же	1	1
271	себе а как	1	1
272	мы можем не	1	1
273	с другими предметами	1	1
274	на которую указывает	2	1
275	в самом строгом	1	1
276	здесь дело не	1	1
277	том что этот	1	1
278	указывает на то	1	1
279	укажем только на	1	1
280	в той же	1	1
281	но если это	1	1
282	но для такого	1	1
283	то это будет	1	1
284	как же это	1	1
285	во всех этих	1	1
286	в себе как	1	1
287	он вовсе не	1	1
288	нет ничего кроме	1	1
289	себе отчет в	2	1
290	остановиться на том	1	1
291	по сравнению с	3	1
292	в чем-то третьем	1	1
293	будет сказать несколько	1	1
294	уже не в	1	1
295	здесь не только	2	1
296	не была бы	1	1
297	но все они	1	1
298	нельзя сказать например	1	1
299	того или другого	3	1
300	д и т	5	1
301	не впасть в	1	1
302	действительность но не	1	1
303	имеет своим предметом	2	1
304	самой своей природе	1	1
305	для нас тем	1	1
306	их жизни и	1	1
307	вовсе не в	2	1
308	сказать и о	2	1
309	мы замечаем что	1	1
310	только о том	2	1
311	перед нами еще	1	1
312	в том числе	1	1
313	не отличается от	1	1
314	содержание может быть	1	1
315	может обойтись без	2	1
316	с самим предметом	1	1
317	то что есть	1	1
318	но в них	1	1
319	ли мы в	1	1
320	в языке именно	1	1
321	может быть так	1	1
322	во что бы	1	1
323	и понятия и	1	1
324	потому что она	1	1
325	другими словами в	1	1
326	и не требующим	1	1
327	человека и без	1	1
328	но и с	1	1
329	друг из друга	1	1
330	предмета на который	1	1
331	целого и следовательно	1	1
332	художественное произведение и	1	1
333	но даже и	7	1
334	только тем что	1	1
335	и есть то	2	1
336	то есть именно	1	1
337	не может существовать	1	1
338	если бы и	1	1
339	нас и без	1	1
340	но в одном	1	1
341	дело вовсе не	2	1
342	во втором случае	1	1
343	уже потому что	1	1
344	к другу и	1	1
345	формы и содержания	1	1
346	что для него	1	1
347	что и там	1	1
348	т д в	1	1
349	остается только сказать	1	1
350	связаны между собою	1	1
351	прежде всего человек	1	1
352	сказать что в	1	1
353	таким образом если	1	1
354	указывает только на	1	1
355	т д можно	1	1
356	имел бы значение	1	1
357	не отличаются от	1	1
358	иметь в виду	2	1
359	мы можем даже	1	1
360	то для чего	1	1
361	понятия но и	2	1
362	очень редких случаях	1	1
363	как бы она	2	1
364	бросается в глаза	1	1
365	все эти предметы	1	1
366	другой стороны и	1	1
367	том числе и	1	1
368	необходимо признать что	1	1
369	для нас это	1	1
370	в нем так	1	1
371	в чем не	2	1
372	в каждом из	1	1
373	и в нашем	1	1
374	в отличие от	2	1
375	самой жизни и	1	1
376	что они не	1	1
377	а мы в	1	1
378	здесь может быть	1	1
379	к тому же	1	1
380	на котором мы	1	1
381	не думает что	1	1
382	то ясно что	2	1
383	что именно в	1	1
384	есть не что	6	1
385	не имеет ничего	3	1
386	не есть ее	2	1
387	не менее он	1	1
388	и это общее	1	1
389	целое таким образом	1	1
390	из всего этого	1	1
391	ли в этом	1	1
392	которая может быть	1	1
393	если это так	1	1
394	и всякого рода	1	1
395	б не есть	1	1
396	которая хотя и	1	1
397	в данном слове	1	1
398	потому что дело	1	1
399	говорит ни о	1	1
400	действительность и даже	1	1
401	то что при	1	1
402	понятие которое в	1	1
403	искусство имеет своим	1	1
404	что даже в	1	1
405	не менее и	1	1
406	но все это	1	1
407	к вопросу о	1	1
408	все же не	1	1
409	заставляет нас думать	1	1
410	сказать потому что	1	1
411	произведение в котором	1	1
412	но и без	1	1
413	еще не дает	1	1
414	мы говорим в	1	1
415	но и к	1	1
416	выражается в слове	1	1
417	они между собою	1	1
418	той или другой	6	1
419	то все это	1	1
420	в одном случае	4	1
421	таким образом и	1	1
422	есть не в	1	1
423	например как в	1	1
424	по самой своей	1	1
425	по себе или	1	1
426	тоже не есть	1	1
427	и вопрос о	1	1
428	слова мы должны	1	1
429	и заставляет нас	1	1
430	все же есть	2	1
431	и в этой	1	1
432	образ или не	1	1
433	живой речи в	1	1
434	то ни стало	1	1
435	в себе закон	1	1
436	нечто отличное от	1	1
437	другими словами мы	1	1
438	она еще не	1	1
439	не в шутку	1	1
440	чем то что	1	1
441	образом как и	1	1
442	в художественном произведении	1	1
443	иначе мы не	1	1
444	значении этого слова	1	1
445	хотя и не	2	1
446	т д и	5	1
447	и тем не	6	1
448	друг друга и	1	1
449	что вовсе не	1	1
450	развития но и	1	1
451	за то что	1	1
452	несмотря на свою	2	1
453	во всяком поэтическом	1	1
454	по себе есть	1	1
455	не является законом	1	1
456	было бы только	1	1
457	никто не скажет	2	1
458	еще не есть	4	1
459	то что и	1	1
460	только в очень	2	1
461	его значение и	1	1
462	и не знали	1	1
463	этого слова ни	1	1
464	в каждой из	1	1
465	человек вовсе не	1	1
466	что мы должны	1	1
467	когда мы произносим	3	1
468	во всех языках	1	1
469	она ни была	2	1
470	их вовсе не	1	1
471	нам на то	1	1
472	в чем же	2	1
473	при помощи этого	1	1
474	мы до сих	1	1
475	именно тем что	1	1
476	большим или меньшим	1	1
477	не имеем в	1	1
478	мысли но даже	1	1
479	будет для меня	1	1
480	самое нужно сказать	1	1
481	к нам и	1	1
482	нет ничего общего	1	1
483	и в тех	1	1
484	отчет в том	3	1
485	но это есть	1	1
486	то есть как	1	1
487	здесь мы могли	1	1
488	еще только в	1	1
489	мы не имели	1	1
490	именно потому что	3	1
491	не связанных между	1	1
492	времени и пространства	1	1
493	конечно не в	1	1
494	для нас как	1	1
495	и выйти из	1	1
496	бы она ни	2	1
497	должны сказать что	5	1
498	этот вопрос мы	1	1
499	в настоящее время	4	1
500	но если бы	3	1
501	здесь мы имеем	1	1
502	признаков из которых	1	1
503	в этой работе	1	1
504	нужно сказать и	1	1
505	не так как	1	1
506	и за пределы	2	1
507	которые мы назвали	1	1
508	образ то есть	1	1
509	но что же	1	1
510	же в таком	2	1
511	что и сам	2	1
512	не имеет никакого	3	1
513	он может быть	1	1
514	эта последняя в	1	1
515	предмета который и	1	1
516	и тем что	2	1
517	в речи и	1	1
518	как и между	1	1
519	что бы то	1	1
520	есть аллегория а	1	1
521	что мы действительно	1	1
522	крайней мере для	2	1
523	художественного произведения и	1	1
524	во всех случаях	1	1
525	ли эта последняя	1	1
526	потому что все	1	1
527	это видно из	1	1
528	в целом а	1	1
529	поэтические образы и	1	1
530	и здесь мы	2	1
531	что мы можем	2	1
532	это могло бы	1	1
533	значение сама по	1	1
534	потому что ни	1	1
535	что оно есть	1	1
536	и после такого	1	1
537	понятия потому что	1	1
538	художественного произведения но	1	1
539	том что и	1	1
540	на второй план	1	1
541	это и не	3	1
542	то не только	1	1
543	то в отношении	1	1
544	но когда мы	2	1
545	те или другие	3	1
546	бы даже и	3	1
547	она и есть	1	1
548	но в этой	1	1
549	относится и к	2	1
550	речь идет о	1	1
551	поэтому в противоположность	1	1
552	содержать в себе	2	1
553	в очень редких	1	1
554	же как и	4	1
555	области гуманитарных наук	1	1
556	нет никакой возможности	4	1
557	это то есть	1	1
558	самой по себе	2	1
559	вопрос мы не	1	1
560	теми или другими	2	1
561	и совсем не	2	1
562	бы и очень	1	1
563	и все же	1	1
564	но только не	1	1
565	да и нет	1	1
566	по себе может	1	1
567	тем что оно	1	1
568	сказать что и	1	1
569	на которой строится	1	1
570	имеет в виду	1	1
571	из наук математика	1	1
572	в такой форме	1	1
573	для нас только	1	1
574	тому как мы	1	1
575	потому что они	2	1
576	дело не в	4	1
577	или вовсе не	1	1
578	мы находим у	1	1
579	именно так как	1	1
580	и связанные с	1	1
581	только сказать что	1	1
582	в себе никакого	1	1
583	если бы он	2	1
584	еще и потому	1	1
585	она каждый раз	1	1
586	было бы сказать	1	1
587	значения данного слова	2	1
588	не видно что	1	1
589	может быть и	3	1
