N	2gram	Bakhtin_Pr	VrazhdaK
148	опубликовал в	1	2
149	ко мне	1	2
150	меня но	1	2
151	письмо к	1	2
152	но как	4	2
153	а с	4	2
154	это в	3	2
155	в свою	1	2
156	после смерти	1	2
157	и т.п	8	2
158	о достоевском	12	2
159	очень хорошо	1	2
160	в этой	5	2
161	его личность	1	2
162	человека с	1	2
163	при помощи	1	2
164	тогда как	1	2
165	он писал	3	2
166	а в	9	2
167	на это	2	2
168	к ним	3	2
169	отношение к	4	2
170	этот роман	1	2
171	уже не	14	2
172	из них	8	2
173	в себе	9	2
174	что я	2	2
175	с нею	1	2
176	не может	31	2
177	место в	2	2
178	с которым	1	2
179	точки зрения	36	2
180	этот рассказ	1	2
181	тем более	2	2
182	одна из	4	2
183	в роман	1	2
184	он сам	9	2
185	но это	7	2
186	и ее	5	2
187	пришел к	1	2
188	к автору	1	2
189	никогда не	19	2
190	в особенности	2	1
191	все в	7	1
192	говорит достоевский	1	1
193	своего рода	1	1
194	в самом	19	1
195	обо мне	1	1
196	во всем	1	1
197	жестокий талант	1	1
198	то в	1	1
199	как к	3	1
200	связан с	1	1
201	именно к	2	1
202	в преступлении	2	1
203	так и	13	1
204	достоевский говорит	2	1
205	преступления и	2	1
206	что они	3	1
207	романа с	2	1
208	или спора	1	1
209	художник как	1	1
210	романа может	1	1
211	в литературе	7	1
212	все что	6	1
213	о творчестве	1	1
214	до сих	3	1
215	мире а	3	1
216	в душе	1	1
217	один из	4	1
218	еще раз	3	1
219	можно говорить	2	1
220	которым он	1	1
221	этим можно	1	1
222	этого в	2	1
223	личные симпатии	1	1
224	из которых	3	1
225	вижу что	1	1
226	хочет быть	1	1
227	и наказание	2	1
228	они не	5	1
229	был очень	1	1
230	биографии в	1	1
231	с героем	2	1
232	автору и	1	1
233	к маленькому	1	1
234	ни с	1	1
235	достоевский с	2	1
236	только что	3	1
237	героев достоевский	1	1
238	этот процесс	1	1
239	также что	1	1
240	того как	1	1
241	к этой	1	1
242	в основном	2	1
243	об одном	1	1
244	еще до	1	1
245	нем в	2	1
246	сколько в	2	1
247	героев достоевского	5	1
248	героя в	9	1
249	раскольникова с	1	1
250	отражает и	1	1
251	он всегда	1	1
252	он как	4	1
253	художником и	2	1
254	к положениям	1	1
255	еще более	1	1
256	великое горе	1	1
257	все ясно	1	1
258	к брату	1	1
259	из всех	1	1
260	что это	1	1
261	хотя и	1	1
262	и романа	1	1
263	романа и	5	1
264	и был	3	1
265	он и	9	1
266	романа в	8	1
267	его замысла	1	1
268	в ее	4	1
269	только не	1	1
270	того что	4	1
271	достоевскому как	1	1
272	следить за	1	1
273	в другой	4	1
274	говорит о	1	1
275	и творческого	1	1
276	романе достоевского	11	1
277	от этой	1	1
278	в качестве	1	1
279	в предшествующей	3	1
280	только достоевский	1	1
281	него в	2	1
282	вас и	1	1
283	не являются	1	1
284	не хочет	1	1
285	всех в	1	1
286	бальзака но	1	1
287	и наказании	2	1
288	всех движениях	1	1
289	прежде всего	17	1
290	человеческих типов	1	1
291	сходятся в	1	1
292	и другими	6	1
293	ее и	2	1
294	разобраться в	2	1
295	роман в	2	1
296	федор михайлович	1	1
297	это слово	1	1
298	быть весьма	1	1
299	другой стороны	3	1
300	которой достоевский	1	1
301	вы только	1	1
302	их всех	1	1
303	себе не	1	1
304	произведений достоевского	8	1
305	появилась в	1	1
306	в этих	5	1
307	но на	2	1
308	в их	5	1
309	о своем	2	1
310	все равно	3	1
311	если достоевский	2	1
312	мечтатель и	1	1
313	но с	4	1
314	ко всем	2	1
315	достоевского а	2	1
316	ему но	2	1
317	достоевский очень	1	1
318	он уже	2	1
319	что ни	1	1
320	в духе	3	1
321	в разные	1	1
322	конечно в	2	1
323	такое понимание	1	1
324	а о	4	1
325	самим собой	1	1
326	и сам	5	1
327	с такими	2	1
328	как по	1	1
329	человека достоевский	3	1
330	в одном	14	1
331	их и	3	1
332	равно как	1	1
333	что за	1	1
334	слово его	1	1
335	достоевский искал	1	1
336	на нее	1	1
337	на свою	1	1
338	сердце и	1	1
339	его произведений	2	1
340	что о	1	1
341	еще в	1	1
342	преступление и	2	1
343	как при	1	1
344	но не	13	1
345	у людей	1	1
346	герои романа	1	1
347	но для	2	1
348	это сравнение	1	1
349	если это	1	1
350	петербурга и	1	1
351	именно в	8	1
352	уже на	1	1
353	жизни и	21	1
354	то время	3	1
355	он у	2	1
356	в таком	2	1
357	героев и	7	1
358	в процессе	4	1
359	может в	1	1
360	в жизни	7	1
361	более что	2	1
362	судьбу его	1	1
363	новая форма	1	1
364	человек и	2	1
365	преступлении и	2	1
366	литературе и	1	1
367	но ведь	4	1
368	с различными	1	1
369	правда в	2	1
370	ясно что	1	1
371	всего художник	1	1
372	не знал	1	1
373	особенно резко	1	1
374	уж конечно	1	1
375	в предисловии	1	1
376	творчеству достоевского	1	1
377	своей эпохи	3	1
378	говорить об	2	1
379	человек в	2	1
380	себя как	5	1
381	со своею	1	1
382	такие же	1	1
383	не есть	2	1
384	человеком в	1	1
385	одном из	3	1
386	и перед	3	1
387	достоевского хотя	1	1
388	как в	10	1
389	рассказ не	1	1
390	них он	1	1
391	следовательно и	2	1
392	роль в	2	1
393	он воспринимал	1	1
394	правда не	1	1
395	в речах	2	1
396	в авторском	4	1
397	как нам	2	1
398	по преимуществу	3	1
399	навсегда и	1	1
400	но у	5	1
401	отличается от	3	1
402	да и	3	1
403	этом романе	1	1
404	его жизни	2	1
405	достоевский так	1	1
406	ли он	2	1
407	в свете	4	1
408	ему и	1	1
409	о котором	1	1
410	в условиях	4	1
411	это было	3	1
412	которым не	1	1
413	из которого	2	1
414	к своим	1	1
415	из книг	1	1
416	людьми и	1	1
417	в сторону	1	1
418	мы считаем	1	1
419	достоевского который	1	1
420	что образ	2	1
421	достоевского это	2	1
422	не имеет	2	1
423	ничего общего	1	1
424	тем не	1	1
425	ведь не	1	1
426	раз и	4	1
427	но вдруг	1	1
428	под влиянием	1	1
429	что как	1	1
430	сих пор	3	1
431	иметь никакого	1	1
432	для правильного	1	1
433	влияние достоевского	1	1
434	ему не	2	1
435	на них	1	1
436	фигурируют и	1	1
437	нашему мнению	3	1
438	достоевский стремится	1	1
439	в великом	1	1
440	и образ	1	1
441	при полном	2	1
442	жизнь и	3	1
443	первый взгляд	1	1
444	с этим	2	1
445	во всех	8	1
446	вошли в	1	1
447	да я	1	1
448	во всяком	5	1
449	в стиле	1	1
450	это и	10	1
451	бедного человека	1	1
452	было не	1	1
453	они эти	1	1
454	искать в	2	1
455	то он	3	1
456	выражение в	6	1
457	и отчасти	1	1
458	во все	5	1
459	и ставил	1	1
460	чтобы объективно	1	1
461	это конечно	1	1
462	достоевского был	2	1
463	того в	1	1
464	в полной	1	1
465	первый план	1	1
466	для создания	3	1
467	в мысли	1	1
468	не могли	3	1
469	писателя не	1	1
470	мыслей и	1	1
471	замысла как	1	1
472	с большою	1	1
473	истин в	1	1
474	человека он	1	1
475	которой он	1	1
476	важнее всего	1	1
477	как пример	1	1
478	к роману	1	1
479	это как	2	1
480	тотчас же	3	1
481	истине в	1	1
482	совпадает с	3	1
483	не любил	1	1
484	это за	1	1
485	но при	1	1
486	литературе при	1	1
487	существенно что	1	1
488	потому что	20	1
489	роман не	1	1
490	но достоевский	1	1
491	живет в	1	1
492	достоевского далеко	1	1
493	одну из	1	1
494	и речи	1	1
495	совсем не	1	1
496	именно этот	2	1
497	только об	1	1
498	только как	1	1
499	человека как	1	1
500	устных беседах	1	1
501	отношение автора	1	1
502	более всего	1	1
503	в рассказе	3	1
504	этого достоевский	1	1
505	в ответ	1	1
506	для достоевского	9	1
507	позволяет нам	1	1
508	с героями	3	1
509	он ищет	4	1
510	в развитии	1	1
511	быть и	1	1
512	во второй	1	1
513	с помощью	1	1
514	он принимает	1	1
515	в частности	2	1
516	достоевского вот	1	1
517	не будет	1	1
518	над которым	1	1
519	характерно для	2	1
520	из своего	3	1
521	но зато	1	1
522	не могло	1	1
523	два человека	1	1
524	но они	4	1
525	с идеями	1	1
526	и их	7	1
527	он подошел	1	1
528	говорить о	3	1
529	не с	1	1
530	что эта	1	1
531	одно и	1	1
532	отношении к	3	1
533	не об	6	1
534	всех этих	3	1
535	хотя в	1	1
536	точно так	2	1
537	как он	5	1
538	из героев	1	1
539	е годы	2	1
540	в форме	8	1
541	черновиков и	1	1
542	людей и	2	1
543	и другом	2	1
544	вслед за	1	1
545	встреча с	1	1
546	себя на	2	1
547	русский народ	2	1
548	творчества достоевского	8	1
549	полемизирует с	1	1
550	этом смысле	12	1
551	тем самым	3	1
552	привела к	1	1
553	проникнуть в	2	1
554	вот в	1	1
555	по своей	1	1
556	можно найти	3	1
557	от того	4	1
558	внутреннюю логику	1	1
559	вы не	1	1
560	которую он	2	1
561	что из	3	1
562	человека и	2	1
563	в каком	2	1
564	каждый из	1	1
565	а от	1	1
566	через него	1	1
567	и можно	1	1
568	художником в	1	1
569	вне его	2	1
570	от вас	1	1
571	и т.д	2	1
572	у которого	1	1
573	идет о	5	1
574	этот период	1	1
575	романе не	1	1
576	с другой	3	1
577	слышать о	1	1
578	было бы	10	1
579	автора в	4	1
580	всего то	1	1
581	вячеслав иванов	4	1
582	быть прежде	1	1
583	что же	5	1
584	достоевский находил	1	1
585	среди них	3	1
586	как на	4	1
587	не совсем	2	1
588	себя в	5	1
589	у себя	3	1
590	известном смысле	1	1
591	которых он	1	1
592	однако в	2	1
593	и никогда	1	1
594	в плане	5	1
595	что для	4	1
596	то достоевский	1	1
597	бы его	1	1
598	той же	7	1
599	заключается в	3	1
600	молодой достоевский	1	1
601	как правило	1	1
602	могут быть	5	1
603	россии где	1	1
604	мы бы	1	1
605	достоевский сумел	2	1
606	на пороге	4	1
607	сам в	1	1
608	за него	1	1
609	до конца	11	1
610	в высшей	2	1
611	к которому	1	1
612	что только	1	1
613	только при	3	1
614	в первой	3	1
615	есть по	1	1
616	конечно гораздо	1	1
617	и от	3	1
618	и есть	6	1
619	во всей	2	1
620	слово за	1	1
621	на этот	2	1
622	его оформления	1	1
623	по крайней	3	1
624	всю жизнь	1	1
625	такой же	1	1
626	самораскрытие героя	1	1
627	так это	1	1
628	эти будущие	1	1
629	идет не	6	1
630	есть все	1	1
631	ну если	1	1
632	все кто	1	1
633	из этого	1	1
634	не стоит	1	1
635	не все	2	1
636	от них	3	1
637	времени а	1	1
638	этом отношении	7	1
639	хотя он	1	1
640	в рукописи	1	1
641	а следовательно	1	1
642	же это	2	1
643	каким был	1	1
644	всяком случае	3	1
645	автора к	1	1
646	конце концов	7	1
647	уже по	1	1
648	независимо от	1	1
649	момент его	3	1
650	друг друга	10	1
651	материал и	2	1
652	с ее	5	1
653	всего романа	3	1
654	подполья но	1	1
655	из него	1	1
656	лишь один	2	1
657	бы в	7	1
658	у вас	4	1
659	того же	1	1
660	в целом	8	1
661	крайней мере	3	1
662	не должна	1	1
663	едва ли	1	1
664	одного и	2	1
665	и наконец	5	1
666	презрения к	1	1
667	ничего не	8	1
668	достоевского то	2	1
669	достоевский прежде	4	1
670	что писатель	1	1
671	в е	2	1
672	свободой и	1	1
673	органическое единство	2	1
674	и самый	1	1
675	человека но	2	1
676	поэтому он	1	1
677	к нему	13	1
678	более того	5	1
679	высшей степени	2	1
