N	2gram	Propp_Isto	Narrotol
123	это не	8	7
124	вслед за	1	7
125	из наиболее	1	7
126	или в	7	7
127	также и	2	7
128	в ней	8	7
129	одного из	3	7
130	в целом	4	7
131	все что	5	6
132	в результате	1	6
133	например в	11	6
134	между двумя	7	6
135	сказать что	2	6
136	на него	10	6
137	о ней	1	6
138	то в	2	6
139	что у	6	6
140	с одной	7	6
141	что и	11	6
142	могло бы	1	6
143	героя и	3	6
144	на другой	1	6
145	в случае	1	6
146	в современной	1	6
147	однако в	2	6
148	во втором	1	6
149	в состав	1	6
150	таким образом	21	6
151	представляют собой	6	6
152	никак не	1	6
153	к его	2	6
154	то и	1	6
155	из этих	5	6
156	в сознании	1	6
157	здесь не	3	6
158	ответ на	1	6
159	они не	5	6
160	уже говорилось	1	6
161	о нем	3	6
162	как у	2	6
163	слова в	1	6
164	не по	3	6
165	одной стороны	7	6
166	на то	3	6
167	особое место	1	5
168	только что	3	5
169	в своих	4	5
170	и даже	4	5
171	и сам	2	5
172	а именно	8	5
173	мира и	2	5
174	свою очередь	1	5
175	в другом	2	5
176	для того	3	5
177	не всегда	9	5
178	о них	1	5
179	в одном	2	5
180	он сам	1	5
181	себя в	6	5
182	из них	4	5
183	к нему	5	5
184	от его	1	5
185	не было	2	5
186	но для	4	5
187	я не	1	5
188	человек в	2	5
189	в русской	8	5
190	и от	1	5
191	и здесь	12	5
192	что это	8	5
193	подобно тому	2	5
194	если не	4	5
195	их в	7	5
196	и у	3	5
197	с ними	4	5
198	о котором	1	5
199	том как	5	5
200	было бы	2	5
201	и уже	2	5
202	за пределами	1	5
203	и то	5	5
204	свидетельствует о	1	5
205	мы не	6	5
206	на самом	1	5
207	тем более	1	5
208	тому как	2	5
209	еще в	2	5
210	в пределах	5	5
211	не случайно	1	5
212	и о	2	5
213	говорилось выше	1	5
214	место в	1	5
215	как будто	2	5
216	даже в	4	4
217	в виду	1	4
218	по себе	2	4
219	в них	3	4
220	и с	8	4
221	все его	2	4
222	не вполне	1	4
223	роль в	3	4
224	он является	2	4
225	когда в	1	4
226	которой он	2	4
227	хотя бы	2	4
228	только на	2	4
229	но они	1	4
230	и когда	1	4
231	обратим внимание	2	4
232	к этому	5	4
233	войны и	1	4
234	представить себе	1	4
235	что они	3	4
236	на том	5	4
237	несмотря на	3	4
238	к жизни	1	4
239	не говорит	2	4
240	тому что	1	4
241	в себя	3	4
242	встрече с	1	4
243	пребывания в	1	4
244	в ответ	1	4
245	не будет	1	4
246	но зато	1	4
247	по своей	1	4
248	другой день	1	4
249	и по	3	4
250	и ее	1	4
251	это уже	2	4
252	не на	1	4
253	оно не	1	4
254	вместе с	26	4
255	не имеет	4	4
256	во сне	5	4
257	истории не	1	4
258	в основе	3	4
259	не могло	2	4
260	мог бы	2	4
261	всяком случае	1	4
262	друг друга	5	4
263	исключительно в	1	4
264	в ходе	1	4
265	ему в	3	4
266	зависит от	4	4
267	во всяком	1	4
268	для нас	6	4
269	а на	2	4
270	а то	1	4
271	и как	5	4
272	или даже	1	4
273	так в	5	4
274	по своему	1	4
275	это было	2	4
276	не все	1	4
277	в области	1	4
278	человека в	5	4
279	она не	7	4
280	эти два	2	4
281	мы узнаем	2	4
282	быть и	1	4
283	что касается	2	4
284	как он	6	4
285	к ней	2	4
286	как мы	9	4
287	что на	1	4
288	не к	1	4
289	что было	1	3
290	на одном	2	3
291	с этой	4	3
292	говорит о	4	3
293	по мере	4	3
294	в этих	7	3
295	которое по	1	3
296	обращает на	1	3
297	восходит к	1	3
298	входит в	5	3
299	за собой	5	3
300	точно так	3	3
301	не обязательно	2	3
302	так же	14	3
303	друг на	1	3
304	к ним	2	3
305	наряду с	7	3
306	ключ к	1	3
307	в зависимости	1	3
308	что она	3	3
309	к ее	1	3
310	и представляет	1	3
311	ее и	3	3
312	об одном	2	3
313	она в	2	3
314	с точки	1	3
315	одно из	3	3
316	связи с	10	3
317	но он	2	3
318	не знает	1	3
319	в которой	4	3
320	что не	3	3
321	в связи	6	3
322	между ними	2	3
323	же как	12	3
324	и это	5	3
325	героя из	1	3
326	сих пор	7	3
327	а потом	3	3
328	должен был	1	3
329	но как	2	3
330	а с	2	3
331	с матерью	1	3
332	например мы	1	3
333	и что	13	3
334	иметь в	1	3
335	как уже	1	3
336	не просто	1	3
337	со словами	1	3
338	даже если	2	3
339	а как	3	3
340	здесь мы	7	3
341	во время	12	3
342	в него	5	3
343	до сих	7	3
344	он уже	1	3
345	то они	1	3
346	обращается к	2	3
347	и т	39	3
348	приводит к	2	3
349	зависимости от	1	3
350	говорить и	1	3
351	второго лица	1	3
352	еще и	2	3
353	и другая	1	3
354	что мы	4	3
355	как на	3	3
356	в роли	4	3
357	на друга	1	3
358	быть не	1	3
359	и тогда	2	3
360	речь идет	1	3
361	подобного рода	2	3
362	жизни на	1	3
363	тем же	1	3
364	той же	2	3
365	одной из	3	3
366	на этот	2	3
367	но это	10	3
368	как к	1	3
369	и вот	4	3
370	от которого	2	3
371	которых он	1	3
372	при встрече	1	3
373	же не	1	3
374	о герое	2	3
375	в виде	13	3
376	этого не	2	3
377	как она	1	3
378	все эти	11	3
379	по его	2	3
380	должен быть	2	3
381	особенно в	2	3
382	и потому	2	3
383	того или	1	3
384	его не	3	3
385	дело не	1	3
386	связано с	7	3
387	идет о	1	3
388	лишь в	2	3
389	же самое	1	3
390	каждого из	1	3
391	со своими	3	3
392	и только	1	3
393	героя но	2	3
394	все было	1	3
395	мы и	3	2
396	в момент	1	2
397	те же	1	2
398	потому не	1	2
399	нас в	1	2
400	с той	2	2
401	с появлением	6	2
402	другой стороны	10	2
403	с собой	6	2
404	мыслится как	1	2
405	людей и	2	2
406	но все	8	2
407	людей а	1	2
408	в некотором	2	2
409	зато в	1	2
410	целый ряд	4	2
411	тем что	12	2
412	мира это	1	2
413	в это	3	2
414	мир и	1	2
415	и стал	2	2
416	как только	2	2
417	и смерть	2	2
418	на первый	1	2
419	от лица	1	2
420	представления о	7	2
421	в этот	2	2
422	с помощью	1	2
423	когда она	2	2
424	превращается в	10	2
425	видно что	1	2
426	и еще	1	2
427	центре внимания	1	2
428	говорит с	1	2
429	вовсе не	6	2
430	места для	1	2
431	быть в	1	2
432	же она	2	2
433	преимущественно в	1	2
434	тем это	2	2
435	он живет	3	2
436	выходя из	1	2
437	так у	4	2
438	бы в	1	2
439	того же	3	2
440	они могут	1	2
441	чем это	1	2
442	и служит	1	2
443	и мы	3	2
444	к их	1	2
445	что иное	1	2
446	к одному	1	2
447	время в	2	2
448	по мнению	1	2
449	матери а	1	2
450	искать в	1	2
451	и через	1	2
452	что создает	1	2
453	теперь и	1	2
454	а за	1	2
455	ни от	1	2
456	героя с	1	2
457	будто бы	2	2
458	одним из	4	2
459	по аналогии	1	2
460	быть только	1	2
461	о смерти	7	2
462	очевидно что	3	2
463	новое лицо	1	2
464	как говорит	3	2
465	ясно что	5	2
466	также в	2	2
467	не есть	1	2
468	идет по	1	2
469	и всякий	1	2
470	себе и	2	2
471	в других	4	2
472	во всех	3	2
473	смысл и	1	2
474	мы можем	6	2
475	том свете	2	2
476	бы она	1	2
477	здесь она	1	2
478	за столом	1	2
479	так что	2	2
480	человека который	1	2
481	на свой	1	2
482	в городе	2	2
483	одно и	2	2
484	хотя в	1	2
485	все те	1	2
486	важно не	2	2
487	даже не	2	2
488	также не	2	2
489	в нее	7	2
490	его как	1	2
491	могут быть	9	2
492	что может	1	2
493	и есть	3	2
494	мы будем	1	2
495	с которым	3	2
496	без этой	1	2
497	его смерти	1	2
498	это он	2	2
499	и сами	1	2
500	в особенности	6	2
501	но после	1	2
502	та же	2	2
503	они и	1	2
504	если в	4	2
505	и солнце	1	2
506	живет в	6	2
507	должна быть	3	2
508	говорит а	1	2
509	другого человека	1	2
510	чтобы стать	1	2
511	в наиболее	1	2
512	давно уже	1	2
513	из которых	7	2
514	утверждает что	1	2
515	и вновь	4	2
516	себе не	1	2
517	один человек	2	2
518	теперь на	1	2
519	который она	1	2
520	этом месте	1	2
521	встречаются и	1	2
522	в процессе	1	2
523	можно назвать	1	2
524	как о	1	2
525	солнца и	1	2
526	это время	2	2
527	порой в	1	2
528	героя на	1	2
529	в которых	4	2
530	никто не	4	2
531	есть на	2	2
532	который не	1	2
533	так называемая	1	2
534	ли он	2	2
535	древних греков	1	2
536	том смысле	2	2
537	в каком	1	2
538	в своего	1	2
539	это и	3	2
540	его и	2	2
541	тот кто	7	2
542	не объясняет	3	2
543	по своим	1	2
544	более чем	1	2
545	в течение	2	2
546	наконец в	1	2
547	это то	2	2
548	в город	1	2
549	у меня	1	2
550	по полю	1	2
551	после смерти	3	2
552	на основании	1	2
553	над собой	1	2
554	что же	1	2
555	переход от	2	2
556	на две	1	2
557	нем не	1	2
558	первобытного человека	2	2
559	и во	1	2
560	в самую	2	2
561	может оказаться	1	2
562	он может	4	2
563	говорится в	2	2
564	только с	1	2
565	только потому	1	2
566	долго не	1	2
567	из него	3	2
568	же ему	1	2
569	обратиться к	1	2
570	судя по	1	2
571	именно к	1	2
572	или просто	2	2
573	в более	6	2
574	после этого	3	2
575	только по	1	2
576	бы на	1	2
577	в формах	2	2
578	что с	2	2
579	все это	4	2
580	со своим	2	2
581	а все	1	2
582	в их	1	2
583	слова а	1	2
584	таком случае	1	2
585	но с	1	2
586	себе но	1	2
587	и более	3	2
588	или иначе	1	2
589	на нее	3	2
590	необходимо отличать	1	2
591	это еще	3	2
592	в сердце	1	2
593	указывает на	1	2
594	за которым	2	2
595	есть в	2	2
596	как можно	2	2
597	и этих	1	2
598	к своему	2	2
599	но уже	5	2
600	говорит об	2	2
601	и вообще	3	2
602	мере в	1	2
603	этих двух	1	2
604	он говорит	1	2
605	могут служить	1	2
606	не могу	1	2
607	мы его	1	2
608	когда он	7	2
609	а по	3	2
610	частности в	1	2
611	меньшей степени	1	2
612	на это	1	2
613	могло быть	1	2
614	отношение к	3	2
615	состоят в	1	2
616	во многом	1	2
617	это означает	2	2
618	никому не	1	2
619	нам как	1	2
620	на своих	2	2
621	таким же	5	2
622	или точнее	1	2
623	как для	1	2
624	применительно к	1	2
625	и наконец	2	2
626	жизнью и	1	2
627	иное как	1	2
628	однако явление	1	1
629	во всем	4	1
630	они являются	1	1
631	что один	1	1
632	видели в	2	1
633	что несколько	1	1
634	с которыми	1	1
635	нами а	1	1
636	сам герой	1	1
637	глубоких и	1	1
638	народов и	1	1
639	которые не	2	1
640	к этой	3	1
641	тех кто	1	1
642	как вдруг	1	1
643	иного мира	1	1
644	случае мы	2	1
645	женщин и	1	1
646	связи в	1	1
647	этот момент	2	1
648	и стало	1	1
649	в большей	1	1
650	это обычно	1	1
651	в дом	3	1
652	это явление	4	1
653	в комнату	1	1
654	не как	5	1
655	которые по	1	1
656	что человек	1	1
657	это нужно	2	1
658	представлений о	12	1
659	извне и	1	1
660	а есть	1	1
661	этого момента	1	1
662	противоречие с	1	1
663	ночь а	1	1
664	его тело	2	1
665	которая была	1	1
666	поэтому их	1	1
667	связь с	20	1
668	их не	3	1
669	этим объясняется	1	1
670	не мотивировано	1	1
671	он имеет	4	1
672	на которых	1	1
673	обычно они	1	1
674	из двух	2	1
675	должна обратиться	1	1
676	относится и	1	1
677	мы бы	1	1
678	знание языка	1	1
679	на свою	2	1
680	естественно не	1	1
681	связана с	1	1
682	чем его	1	1
683	или на	3	1
684	является тот	1	1
685	представление о	22	1
686	см в	1	1
687	к другим	1	1
688	мог говорить	1	1
689	детей и	1	1
690	меня в	4	1
691	его на	5	1
692	смерть как	1	1
693	так на	1	1
694	сад и	1	1
695	приходит в	1	1
696	мысли о	1	1
697	на эту	1	1
698	эта страна	1	1
699	которая при	1	1
700	предмета и	1	1
701	ней не	1	1
702	нового рождения	1	1
703	этой стороны	1	1
704	так например	3	1
705	за сутки	1	1
706	не имели	3	1
707	не удается	1	1
708	себе представить	1	1
709	поездки в	1	1
710	особенности в	2	1
711	а утром	1	1
712	с этим	7	1
713	если я	1	1
714	типичные примеры	1	1
715	отца в	1	1
716	во все	1	1
717	на этой	5	1
718	к одной	1	1
719	а порой	1	1
720	сказал я	1	1
721	что этот	5	1
722	вопрос о	5	1
723	есть механическое	1	1
724	как принцип	1	1
725	герой сказки	1	1
726	он был	2	1
727	мы увидим	6	1
728	всегда может	1	1
729	имеет в	1	1
730	от боли	1	1
731	это его	1	1
732	но то	2	1
733	но эти	4	1
734	этому миру	1	1
735	во многих	1	1
736	миф о	6	1
737	и мировой	1	1
738	из их	1	1
739	этой связи	1	1
740	в прекрасном	1	1
741	и показывает	1	1
742	а когда	2	1
743	свете нет	1	1
744	людей то	1	1
745	точнее выражаясь	1	1
746	явление достаточно	1	1
747	в различных	3	1
748	обращаясь к	1	1
749	также на	1	1
750	им от	1	1
751	он думает	1	1
752	на ногах	1	1
753	сменяющие друг	1	1
754	он представляется	1	1
755	и те	1	1
756	не что	1	1
757	даже с	1	1
758	самого начала	1	1
759	то его	2	1
760	любое другое	1	1
761	и три	3	1
762	из рассмотренных	1	1
763	еще нет	2	1
764	которых может	1	1
765	чтобы они	2	1
766	по которой	2	1
767	тем кто	1	1
768	ее как	1	1
769	сдвиг в	1	1
770	а сам	2	1
771	не совсем	6	1
772	следующим образом	1	1
773	это так	2	1
774	собой но	1	1
775	на противоположном	1	1
776	в одной	5	1
777	уходят на	1	1
778	что все	4	1
779	чего он	1	1
780	во всей	1	1
781	существовали в	1	1
782	происходит но	1	1
783	а исключительно	1	1
784	они сами	2	1
785	момент в	1	1
786	мир так	1	1
787	вернуться к	1	1
788	немного погодя	1	1
789	именно с	1	1
790	могут встречаться	1	1
791	на три	2	1
792	на предмет	1	1
793	от себя	2	1
794	что даже	2	1
795	друг с	2	1
796	понятие о	1	1
797	нет никаких	1	1
798	но так	3	1
799	этого обряда	5	1
800	на свет	1	1
801	это своего	1	1
802	на втором	1	1
803	не то	1	1
804	же было	1	1
805	чтобы сделать	1	1
806	иного порядка	1	1
807	см гл	4	1
808	она и	2	1
809	где имеется	1	1
810	здесь нет	3	1
811	указать на	1	1
812	стороны и	1	1
813	собой в	1	1
814	который часто	1	1
815	и борьбы	1	1
816	в состоянии	1	1
817	мы знаем	12	1
818	смысле в	1	1
819	а тот	2	1
820	нет места	1	1
821	для которой	1	1
822	или трех	1	1
823	предметов которые	1	1
824	что при	5	1
825	далеко за	1	1
826	аналогии с	1	1
827	ей не	1	1
828	это верно	1	1
829	фактов жизни	1	1
830	xix века	1	1
831	согласно которому	1	1
832	с другими	4	1
833	делает вид	3	1
834	наше внимание	1	1
835	его в	17	1
836	говорит он	2	1
837	ни в	2	1
838	как же	1	1
839	рассказ об	1	1
840	и поехал	1	1
841	исходит от	1	1
842	пока только	2	1
843	и говорит	1	1
844	что за	2	1
845	тех же	2	1
846	героя о	1	1
847	из братьев	1	1
848	здесь раньше	1	1
849	человек по	1	1
850	прямо не	1	1
851	еще при	1	1
852	мы это	1	1
853	здесь же	2	1
854	думая о	1	1
855	эти три	1	1
856	встречается в	3	1
857	время как	3	1
858	рода может	1	1
859	и она	3	1
860	на земле	1	1
861	еще можно	1	1
862	ним происходит	1	1
863	герой в	5	1
864	и характер	1	1
865	не улавливает	1	1
866	смысл но	1	1
867	уже давно	3	1
868	и смертью	1	1
869	служит для	1	1
870	о которых	4	1
871	своей первоначальной	1	1
872	что происходит	1	1
873	на границе	1	1
874	а только	1	1
875	числе и	2	1
876	не нужно	1	1
877	это тоже	1	1
878	а герой	2	1
879	изнутри а	2	1
880	вопроса о	1	1
881	отразилось в	3	1
882	я был	2	1
883	он обладает	2	1
884	не два	1	1
885	и трех	1	1
886	полное совпадение	1	1
887	вошел в	2	1
888	него а	1	1
889	и быть	2	1
890	его развития	2	1
891	не означает	1	1
892	на этом	5	1
893	предполагает что	1	1
894	говорилось о	1	1
895	дела мы	1	1
896	ли это	2	1
897	до нас	1	1
898	две стороны	1	1
899	мы уже	6	1
900	него есть	1	1
901	случаев в	1	1
902	там он	2	1
903	и животным	1	1
904	на котором	3	1
905	связь и	1	1
906	не тот	1	1
907	совсем не	1	1
908	говорилось об	1	1
909	ставят на	1	1
910	или же	6	1
911	так называемые	1	1
912	остается на	1	1
913	двух и	1	1
914	в развитии	2	1
915	речь ведется	1	1
916	оказывается в	1	1
917	никого не	1	1
918	легко можно	1	1
919	этом свете	1	1
920	что эта	2	1
921	в тех	4	1
922	и тот	1	1
923	вспомним что	2	1
924	между жизнью	1	1
925	это дух	1	1
926	без этих	1	1
927	несколько иначе	1	1
928	этот вопрос	2	1
929	с головой	1	1
930	одну из	5	1
931	над ним	4	1
932	то или	2	1
933	как один	1	1
934	должны были	3	1
935	или иное	2	1
936	в которое	1	1
937	себя за	1	1
938	или наконец	1	1
939	не само	1	1
940	из нее	2	1
941	никогда в	1	1
942	к первому	1	1
943	в этнографии	2	1
944	что для	1	1
945	или о	1	1
946	их к	1	1
947	рассматривается как	1	1
948	приводят к	3	1
949	же несомненна	1	1
950	который так	1	1
951	них не	2	1
952	каждый год	3	1
953	здесь также	2	1
954	быть рассмотрена	1	1
955	не сразу	2	1
956	говорится но	1	1
957	этих и	1	1
958	что смерть	2	1
959	из этого	3	1
960	бы ни	1	1
961	его к	3	1
962	и чтобы	1	1
963	там где	11	1
964	обычно бывает	1	1
965	выше был	1	1
966	означает что	3	1
967	в один	1	1
968	мир но	1	1
969	спрашивает у	1	1
970	до его	2	1
971	старик с	1	1
972	многие другие	1	1
973	мы видели	9	1
974	другой более	1	1
975	почему он	1	1
976	при жизни	1	1
977	поля зрения	1	1
978	он входит	1	1
979	то время	3	1
980	это одна	2	1
981	образом и	1	1
982	развитие сюжета	1	1
983	за ним	4	1
984	приближается к	2	1
985	мере того	3	1
986	в последнем	2	1
987	как с	1	1
988	и сейчас	3	1
989	бы составить	1	1
990	был бы	1	1
991	из таких	3	1
992	оно было	1	1
993	в противоречие	1	1
994	около сорока	1	1
995	верили в	1	1
996	говорит и	1	1
997	уже знаем	1	1
998	в свое	2	1
999	солнечные лучи	1	1
1000	с тем	9	1
1001	перечень не	1	1
1002	сам по	1	1
1003	он на	2	1
1004	в другой	5	1
1005	времени когда	1	1
1006	в меньшей	2	1
1007	из того	1	1
1008	их ставят	1	1
1009	мы пока	2	1
1010	и создает	1	1
1011	него нет	1	1
1012	за это	3	1
1013	не могут	2	1
1014	только еще	1	1
1015	такая частность	1	1
1016	этой точки	2	1
1017	с этого	2	1
1018	до этого	3	1
1019	наряду со	1	1
1020	к большой	1	1
1021	в саду	2	1
1022	к которым	4	1
1023	и соответственно	1	1
1024	и они	5	1
1025	и так	1	1
1026	он ее	1	1
1027	смерть в	1	1
1028	сравнению с	1	1
1029	еще впереди	2	1
1030	его зовут	2	1
1031	почувствовал что	1	1
1032	самый общий	1	1
1033	все подобные	1	1
1034	к той	1	1
1035	не превращается	3	1
1036	того на	1	1
1037	который при	2	1
1038	но оно	3	1
1039	все они	1	1
1040	что искусство	1	1
1041	дальнейшее развитие	1	1
1042	бросается в	2	1
1043	ни к	1	1
1044	совершенно не	2	1
1045	впечатление что	1	1
1046	интересны не	1	1
1047	чем же	1	1
1048	здесь может	1	1
1049	в главе	1	1
1050	который всегда	1	1
1051	рассмотренная нами	1	1
1052	в греческой	1	1
1053	ни у	1	1
1054	их друг	1	1
1055	и видит	2	1
1056	смерти и	3	1
1057	если он	2	1
1058	задний план	3	1
1059	хотя более	1	1
1060	героя до	1	1
1061	относится к	3	1
1062	на основе	1	1
1063	по сравнению	1	1
1064	нас очень	1	1
1065	это только	2	1
1066	рассказчик не	1	1
1067	из его	2	1
1068	с которой	1	1
1069	что если	1	1
1070	может входить	1	1
1071	именно на	2	1
1072	то все	1	1
1073	своей работе	1	1
1074	ответы на	1	1
1075	о далеком	1	1
1076	него с	1	1
1077	которая здесь	1	1
1078	жил как	1	1
1079	возвращается домой	1	1
1080	только тем	2	1
1081	и целый	2	1
1082	одна и	2	1
1083	птиц в	1	1
1084	он есть	1	1
1085	ведут к	1	1
1086	еще один	3	1
1087	и наоборот	1	1
1088	им в	2	1
1089	раз когда	1	1
1090	собственной души	1	1
1091	это сделал	1	1
1092	служит не	1	1
1093	на более	2	1
1094	не говорится	2	1
1095	но мы	5	1
1096	человек при	1	1
1097	что здесь	9	1
1098	заметить что	1	1
1099	представлениями о	2	1
1100	него можно	1	1
1101	не за	1	1
1102	из истории	1	1
1103	в образе	16	1
1104	много лет	2	1
1105	он бы	1	1
1106	служить не	1	1
1107	нам и	1	1
1108	не знаем	3	1
1109	его существа	1	1
1110	переход к	1	1
1111	этого слова	1	1
1112	здесь и	2	1
1113	не делают	1	1
1114	т д	36	1
1115	главным образом	2	1
1116	вниз все	1	1
1117	внимания заслуживает	1	1
1118	у них	2	1
1119	всем свете	1	1
1120	после его	1	1
1121	это единственный	1	1
1122	мы еще	2	1
1123	только о	1	1
1124	тот же	1	1
1125	спать и	1	1
1126	в другое	2	1
1127	собой по	1	1
1128	поздно и	1	1
1129	или другой	2	1
1130	смерти как	1	1
1131	этого героя	1	1
1132	ниже здесь	1	1
1133	что есть	2	1
1134	встречает и	2	1
1135	которой у	1	1
1136	вместе со	1	1
1137	проникает в	1	1
1138	тогда в	1	1
1139	служит в	1	1
1140	смерть и	2	1
1141	находятся в	2	1
1142	многообразно и	1	1
1143	но на	1	1
1144	только одного	1	1
1145	на языке	1	1
1146	имя которого	1	1
1147	что оно	4	1
1148	и многие	1	1
1149	которым он	1	1
1150	не поддается	1	1
1151	со мной	1	1
1152	новые формы	1	1
1153	его мы	1	1
1154	так как	19	1
1155	смысле что	1	1
1156	ним о	1	1
1157	мог быть	1	1
1158	многих других	1	1
1159	основе своей	1	1
1160	все так	1	1
1161	ряд других	2	1
1162	того как	8	1
1163	перестает быть	1	1
1164	можно в	2	1
1165	уходя в	1	1
1166	том числе	3	1
1167	уже в	4	1
1168	предположение что	3	1
1169	всего мира	2	1
1170	в предыдущем	1	1
1171	под собой	1	1
1172	основе которого	1	1
1173	на что	1	1
1174	естественно что	1	1
1175	как за	1	1
1176	ее в	8	1
1177	где он	1	1
1178	на синем	1	1
1179	в движение	1	1
1180	причиной его	1	1
1181	за которой	1	1
1182	а еще	3	1
1183	легко представить	1	1
1184	на небо	7	1
1185	и иными	1	1
1186	шла речь	1	1
1187	тогда еще	1	1
1188	в стране	1	1
1189	этом не	1	1
1190	как нечто	1	1
1191	перед смертью	1	1
1192	очень много	2	1
1193	мира а	2	1
1194	в предыдущих	2	1
1195	что перед	1	1
1196	где у	1	1
1197	нас к	10	1
1198	случаях когда	2	1
1199	виде в	1	1
1200	которая представляет	1	1
1201	есть только	1	1
1202	однако это	1	1
1203	это происходит	3	1
1204	и я	1	1
1205	из дому	2	1
1206	изнутри но	1	1
1207	не создает	1	1
1208	у древних	2	1
1209	и оно	2	1
1210	и смысл	1	1
1211	на его	1	1
1212	этих деталей	1	1
1213	на солнце	1	1
1214	с другом	2	1
1215	вследствие чего	1	1
1216	то можно	1	1
1217	а он	1	1
1218	ему как	1	1
1219	чего в	1	1
1220	его сестра	1	1
1221	разнообразных формах	1	1
1222	связаны с	3	1
1223	героя через	1	1
1224	и сестры	1	1
1225	мы невольно	1	1
1226	на свете	1	1
1227	вопрос не	1	1
1228	в юности	1	1
1229	предположить что	3	1
1230	поскольку это	1	1
1231	характер этой	1	1
1232	обычно в	1	1
1233	может иметь	2	1
1234	тут и	1	1
1235	уже никто	1	1
1236	с самого	1	1
1237	двигаться к	1	1
1238	такой вывод	1	1
1239	случае если	1	1
1240	в самых	1	1
1241	другими словами	4	1
1242	борьбы со	2	1
1243	уже забыл	1	1
1244	ни один	1	1
1245	солнце а	1	1
1246	только этого	1	1
1247	здесь можно	5	1
1248	уже только	3	1
1249	в противоположность	1	1
1250	в лесу	3	1
1251	мы должны	7	1
1252	в искусстве	1	1
1253	которого служит	1	1
1254	эта сторона	2	1
1255	но она	1	1
1256	но даже	2	1
1257	что данный	1	1
1258	не видим	1	1
1259	оказывается что	2	1
1260	только у	2	1
1261	в нашей	2	1
1262	нем самом	1	1
1263	уже видели	2	1
1264	только то	1	1
1265	отличать от	1	1
1266	этих случаях	10	1
1267	данного текста	1	1
1268	с кем	2	1
1269	или как	3	1
1270	как то	1	1
1271	происходит от	1	1
1272	еще на	1	1
1273	его трудно	1	1
1274	еще одного	2	1
1275	и деревья	1	1
1276	знает и	2	1
1277	не хотел	1	1
1278	что можно	1	1
1279	животных в	2	1
1280	в книге	3	1
1281	садятся на	1	1
1282	по всей	1	1
1283	него и	6	1
1284	собой лишь	1	1
1285	в могилу	1	1
1286	же можно	4	1
1287	стороны может	1	1
1288	он приносит	1	1
1289	мифа в	1	1
1290	происходит в	1	1
1291	все еще	6	1
1292	на двух	1	1
1293	к образованию	1	1
1294	же может	1	1
1295	небе и	1	1
1296	вот этот	1	1
1297	может и	1	1
1298	к обряду	2	1
1299	для этого	3	1
1300	виду что	1	1
1301	а я	1	1
1302	в лице	2	1
1303	само по	1	1
1304	есть не	2	1
1305	как символ	1	1
