N	3gram	Tiupa_Anal	DiskursI
417	в споре с	1	1
418	нами два события	1	1
419	в качестве своих	1	1
420	по выражению бахтина	2	1
421	в тексте и	1	1
422	со-общения при-общения раз-общения	1	1
423	перед нами два	1	1
424	во второй половине	1	1
425	или меньшей степени	1	1
426	в ответ на	2	1
427	социальные характеристики другие	1	1
428	в этих случаях	1	1
429	внимание на то	1	1
430	специальном значении этого	1	1
431	к коммуникативному событию	1	1
432	об отсутствии в	1	1
433	можно утверждать что	1	1
434	лишь в тех	1	1
435	событийной полноте влэ	1	1
436	воспринимающему знаковую данность	1	1
437	единств места времени	1	1
438	взаимодействия трех говорящего	1	1
439	того о ком	1	1
440	коммуникативного события как	1	1
441	позиций исторической поэтики	1	1
442	а не с	2	1
443	литературного дискурса как	1	1
444	далеко не всякий	1	1
445	отца к сыну	1	1
446	с первых слов	1	1
447	вместе с тем	1	1
448	к тому или	1	1
449	равно как и	1	1
450	аномалий который окружал	1	1
451	говорящего автора слушающего	1	1
452	в коммуникативное событие	1	1
453	организации текста и	1	1
454	и оденьте его	1	1
455	как коммуникативное событие	1	1
456	в своего рода	1	1
457	не следует думать	1	1
458	в полном соответствии	1	1
459	и те же	2	1
460	ритмического ряда в	1	1
461	норме и устройству	1	1
462	также и на	1	1
463	отнюдь не предполагает	2	1
464	на то что	2	1
465	раз-общения которое не	1	1
466	два события событие	1	1
467	кто говорит и	1	1
468	может быть ни	1	1
469	и до сего	1	1
470	как и вся	1	1
471	заключается в том	1	1
472	чем говорят героя	1	1
473	в некое интерсубъективное	1	1
474	фабульной точки зрения	1	1
475	войти в некое	1	1
476	это своего рода	1	1
477	том что случилось	2	1
478	последнем мы и	1	1
479	выступает вследствие этого	1	1
480	организации художественного времени	1	1
481	внешним объективным ни	1	1
482	в коммуникативной ситуации	1	1
483	себя в другом	3	1
484	явлениях а о	1	1
485	повести покойного ивана	1	1
486	случае мы имеем	1	1
487	дейк четко разграничивая	1	1
488	одному из этих	1	1
489	эстетического объекта и	1	1
490	том или ином	4	1
491	аспекты социальной ситуации	1	1
492	к этим моментам	1	1
493	с фабульной точки	1	1
494	ком или о	1	1
495	к художественной реальности	1	1
496	от отца к	1	1
497	в качестве объекта	1	1
498	что с ними	1	1
499	причине что в	1	1
500	трактоваться в качестве	1	1
501	субъект объект и	1	1
502	быть сведена к	1	1
503	убавить ни изменить	1	1
504	на воспроизводимость результата	1	1
505	необходимо войти в	1	1
506	только в качестве	1	1
507	с самим собою	1	1
508	ни чисто внешним	1	1
509	к норме и	1	1
510	быть ни чисто	1	1
511	не в состоянии	1	1
512	чего бы то	1	1
513	того и другого	2	1
514	рассказывания в этом	1	1
515	сами участвуем как	1	1
516	некое интерсубъективное пространство	1	1
517	жизни но и	1	1
518	оправдан существованием человека	1	1
519	от тестя к	1	1
520	являлись они трактовали	1	1
521	состоит в откровении	1	1
522	чисто внутренним субъективным	1	1
523	изменить ничего нельзя	1	1
524	в новейшее время	1	1
525	который окружал человека	1	1
526	котором рассказано в	1	1
527	тогда как его	1	1
528	ван дейк четко	1	1
529	в известном смысле	2	1
530	и того и	2	1
531	в большей или	1	1
532	что не есть	1	1
533	не об однократных	1	1
534	в чужой стране	1	1
535	в частности писал	1	1
536	в исходном значении	1	1
537	о ком или	1	1
538	дискурс трактует последний	1	1
539	ни изменить ничего	1	1
540	тейяр де шарден	2	1
541	включающего в себя	1	1
542	в противном случае	1	1
543	в частности как	1	1
544	интересно всем потому	1	1
545	присутствия я в	1	1
546	в чем и	1	1
547	а своего рода	1	1
548	данного коммуникативного события	1	1
549	со стороны субъекта	1	1
550	том и состоит	1	1
551	не что иное	5	1
552	в акте художественного	1	1
553	именно в этом	2	1
554	мы узнаем из	1	1
555	далеко не все	1	1
556	хотя в современной	1	1
557	может быть выявлено	1	1
558	целого состоит в	1	1
559	этом последнем мы	1	1
560	как и следовало	1	1
561	свою родину чтобы	1	1
562	роль в организации	1	1
563	таковыми не являлись	1	1
564	языка и дискурс	1	1
565	слушающих их личностные	1	1
566	данность чьего-то высказывания	1	1
567	ни убавить ни	1	1
568	сюжетных сами по	1	1
569	перстень на руку	1	1
570	его по крайней	1	1
571	художественного целого и	1	1
572	можно было бы	1	1
573	о царских детях	1	1
574	воцариться в чужой	1	1
575	однократных и внезакономерных	1	1
576	именно здесь в	1	1
577	нет ничего случайного	1	1
578	что бывает всегда	1	1
579	чисто внешним объективным	1	1
580	при всей их	1	1
581	из нас самих	1	1
582	чьего-то высказывания необходимо	1	1
583	во всех этих	1	1
584	трактует последний как	1	1
585	трактовали не об	1	1
586	то есть его	1	1
587	дело только с	1	1
588	текста в целом	1	1
589	референтной и коммуникативной	1	1
590	не менее в	1	1
591	последний как коммуникативное	1	1
592	в этой связи	2	1
593	однако и до	1	1
594	равной степени как	1	1
595	том что он	2	1
596	чем и состоит	1	1
597	о нем а	1	1
598	и при этом	1	1
599	внимание не только	1	1
600	уже говорилось выше	1	1
601	об однократных и	1	1
602	человека к норме	1	1
603	одежду и оденьте	1	1
604	между автором и	1	1
605	как и ее	1	1
606	в этом ряду	3	1
607	собственном значении этого	2	1
608	не могут быть	2	1
609	не есть она	1	1
610	с позиций исторической	1	1
611	белкина изданные а.п	1	1
612	выходит за пределы	1	1
613	объектной и субъектной	1	1
614	интерсубъективное пространство общения	1	1
615	при встрече сознания	1	1
616	литературного развития в	1	1
617	рассказ в рассказе	1	1
618	между тем в	1	1
619	при встрече с	3	1
620	или о чем	1	1
621	что иное как	6	1
622	внешнее и внутреннее	1	1
623	не от отца	1	1
624	не последнюю роль	1	1
625	и не знает	1	1
626	лучшую одежду и	1	1
627	реальной единицы речевого	1	1
628	рассказано в произведении	1	1
629	самим собой и	1	1
630	как одну из	1	1
631	его событийной полноте	1	1
632	между я и	1	1
633	быть сведено к	2	1
634	автора слушающего читателя	1	1
635	может быть признано	2	1
636	может быть сведено	3	1
637	его и дайте	1	1
638	что случилось однажды	2	1
639	оно может быть	1	1
640	и аномалий который	1	1
641	коммуникативное событие которое	1	1
642	окружал человека к	1	1
643	нет и не	2	1
644	предполагает в качестве	1	1
645	детях покидающих свою	1	1
646	тестя к зятю	1	1
647	для того и	1	1
648	произведении и событие	1	1
649	имеем дело с	4	1
650	одно из значений	1	1
651	в этом контексте	2	1
652	объективным ни чисто	1	1
653	события событие о	1	1
654	рассматривать его как	1	1
