N	2gram	Medvedev_U	Dialekti
251	ни было	3	3
252	искусство и	1	3
253	в первую	1	3
254	больше чем	1	3
255	как принцип	2	3
256	еще ничего	2	3
257	как таковым	1	3
258	не самый	1	3
259	сюда же	1	3
260	между тем	2	3
261	не приходится	2	3
262	самое что	1	3
263	отлична от	1	3
264	и свое	1	3
265	для себя	1	3
266	фактов и	2	3
267	стороны в	1	3
268	и как-то	1	3
269	и делает	1	3
270	претендует на	1	3
271	много но	1	3
272	в которых	1	3
273	все они	2	3
274	бы равносильно	1	3
275	в отдельности	1	3
276	или иных	2	3
277	именно этот	1	3
278	исторических фактов	1	3
279	тот же	1	3
280	в свое	1	3
281	или просто	1	3
282	тому чтобы	1	3
283	этого не	1	3
284	и вы	1	3
285	при таком	2	3
286	по его	1	3
287	в искусстве	6	3
288	далеко не	1	3
289	и вне	1	3
290	нас самих	1	3
291	или точнее	3	3
292	сколько и	1	2
293	еще раз	1	2
294	строго говоря	1	2
295	в порядке	1	2
296	поскольку он	1	2
297	и слово	1	2
298	широком смысле	1	2
299	первый взгляд	1	2
300	перестает быть	5	2
301	ее к	1	2
302	бывает что	1	2
303	он был	1	2
304	всего что	1	2
305	искусства и	1	2
306	в различных	1	2
307	а между	2	2
308	не вполне	1	2
309	и формы	3	2
310	и всякого	1	2
311	друг с	1	2
312	в пользу	1	2
313	в системе	2	2
314	то о	1	2
315	как такового	3	2
316	научного анализа	1	2
317	в храме	1	2
318	столько же	1	2
319	такое понимание	1	2
320	место и	1	2
321	в сторону	2	2
322	а для	1	2
323	вопроса о	2	2
324	и быть	1	2
325	очевидно не	2	2
326	принципов и	1	2
327	время на	1	2
328	взятого в	1	2
329	и др	1	2
330	существует в	1	2
331	оно по	1	2
332	ничуть не	1	2
333	к сожалению	3	2
334	то есть	1	2
335	этого и	1	2
336	сколько угодно	2	2
337	но также	1	2
338	природе и	1	2
339	находятся в	1	2
340	их и	2	2
341	в точном	1	2
342	содержание и	1	2
343	в процессе	1	2
344	на своем	1	2
345	было у	1	2
346	само же	1	2
347	объекта в	1	2
348	относится к	1	2
349	это то	1	2
350	и вся	1	2
351	а о	2	2
352	было и	1	2
353	понимая под	1	2
354	имеем в	1	2
355	художественное произведение	5	2
356	от которой	1	2
357	своем месте	1	2
358	только при	1	2
359	где бы	1	2
360	и искусства	1	2
361	формы как	1	2
362	у тех	1	2
363	этого термина	2	2
364	что ему	1	2
365	общего и	1	2
366	не для	1	2
367	его и	2	2
368	что только	1	2
369	в широком	2	2
370	мировоззрения и	1	2
371	на его	1	2
372	с другом	1	2
373	но конечно	2	2
374	конечно это	1	2
375	со своими	1	2
376	еще одно	1	2
377	интереса к	2	2
378	оно все	1	1
379	которой все	1	1
380	быть по	1	1
381	формы в	3	1
382	думается что	2	1
383	случае он	1	1
384	оказывается чрезвычайно	1	1
385	цельного и	1	1
386	конечном счете	4	1
387	психики и	1	1
388	исходить из	1	1
389	находит себе	1	1
390	большей или	1	1
391	принцип построения	1	1
392	гораздо больше	1	1
393	почему все	1	1
394	направлено на	1	1
395	вне его	1	1
396	связанных с	1	1
397	входит в	1	1
398	часто бывает	1	1
399	случае все	1	1
400	концов не	1	1
401	путаницу и	1	1
402	временной последовательности	1	1
403	с самим	1	1
404	отдельности и	1	1
405	будет не	1	1
406	почему и	1	1
407	тезис о	1	1
408	него не	1	1
409	заданность и	1	1
410	случайной и	1	1
411	будет конечно	1	1
412	понятий без	1	1
413	знает только	1	1
414	теории и	1	1
415	вообще мы	1	1
416	конечно как	1	1
417	построения и	1	1
418	является наиболее	1	1
419	даны не	1	1
420	выдвигает на	2	1
421	остается в	1	1
422	один пример	1	1
423	и всей	1	1
424	своими собственными	1	1
425	самим же	1	1
426	почему в	1	1
427	и через	2	1
428	это верно	1	1
429	они в	1	1
430	в конечном	4	1
431	случилось с	1	1
432	именно такую	1	1
433	смысле и	1	1
434	одно замечание	1	1
435	деле есть	1	1
436	могли бы	2	1
437	не самые	1	1
438	оно конечно	1	1
439	очень часто	1	1
440	тех и	1	1
441	и интересно	1	1
442	химии и	1	1
443	на эстетику	1	1
444	содержания и	1	1
445	что нельзя	1	1
446	определяет собою	1	1
447	и исторические	1	1
448	литературы и	2	1
449	была уже	1	1
450	или меньшей	1	1
451	что никакого	1	1
452	историзма в	1	1
453	но прежде	1	1
454	и спорить	1	1
455	путь и	1	1
456	слишком часто	1	1
457	вообще во	1	1
458	как отвлеченный	1	1
459	имеет свою	1	1
460	так всегда	1	1
461	первую очередь	1	1
462	переходит в	1	1
463	только одним	1	1
464	в наиболее	1	1
465	о которой	1	1
466	и глубина	1	1
467	и действительно	1	1
468	него она	1	1
469	при более	1	1
470	на эту	2	1
471	правда не	1	1
472	приводит к	1	1
473	на знание	1	1
474	осталось бы	1	1
475	в известном	1	1
476	думает о	1	1
477	уж тем	1	1
478	пушкина но	1	1
479	не входит	1	1
480	появляется уже	1	1
481	восприятия а	1	1
482	этого общего	1	1
483	чем то	1	1
484	творчество и	1	1
485	и независимо	1	1
486	так он	1	1
487	он в	1	1
488	быть оправданы	1	1
489	и служит	1	1
490	до конца	1	1
491	этого сложного	1	1
492	месте в	1	1
493	сам только	1	1
494	материал и	1	1
495	ни истории	1	1
496	и случилось	1	1
497	связаны и	1	1
498	этом случае	1	1
499	для в	1	1
500	этих функций	1	1
501	которое мы	1	1
502	этот и	1	1
503	какие-то особые	1	1
504	тем в	1	1
505	обе эти	1	1
506	на одно	1	1
507	простое как	1	1
508	все и	1	1
509	слова а	1	1
510	превратилось бы	1	1
511	красок и	1	1
512	без них	1	1
513	таковы в	1	1
514	является предметом	1	1
515	и индивидуального	1	1
516	по теории	1	1
517	но по	1	1
518	или даже	1	1
519	не столь	1	1
520	относятся к	1	1
521	форма в	1	1
522	основного принципа	1	1
523	не все	2	1
524	метод и	1	1
525	о сущности	1	1
526	как таковыми	1	1
527	наука о	1	1
528	а где	1	1
529	которые могли	1	1
530	а его	2	1
531	свой опыт	1	1
532	уже значительно	1	1
533	в пределах	1	1
534	конечно нет	2	1
535	к которой	1	1
536	признать что	1	1
537	и явно	1	1
538	поэзии же	1	1
539	не без	1	1
540	анализу и	1	1
541	их взаимоотношении	2	1
542	из материальных	1	1
543	определенного времени	1	1
544	кого бы	1	1
545	уже много	1	1
546	это в	1	1
547	только прием	2	1
548	ничего подобного	1	1
549	как живой	1	1
