N	2gram	Ircho_Kome	DiskursI
498	он сам	1	2
499	по поводу	1	2
500	трагедии и	2	2
501	что даже	1	2
502	едва ли	16	2
503	от ее	3	2
504	к нему	8	2
505	всего в	1	2
506	ситуации и	1	2
507	бы то	3	2
508	той мере	1	2
509	этих двух	2	2
510	к их	2	2
511	я на	2	2
512	принадлежность к	1	2
513	ни было	3	2
514	это обстоятельство	3	2
515	с другими	2	2
516	не от	1	2
517	как можно	2	2
518	у него	10	2
519	отношения между	2	2
520	что она	10	2
521	как его	4	2
522	из уст	2	2
523	очевидно что	1	2
524	человек в	1	2
525	же как	1	2
526	должно было	3	2
527	служит для	1	2
528	себе и	1	2
529	к мысли	2	2
530	в чем	7	2
531	что как	1	2
532	кто из	4	2
533	не был	2	2
534	а потом	1	2
535	остается в	3	2
536	складывается из	1	2
537	в каждом	3	2
538	в пьесе	1	2
539	появляется в	1	2
540	до нас	7	2
541	сюжета и	1	2
542	всего лишь	2	2
543	речи и	1	2
544	в случае	2	2
545	действующих лиц	7	2
546	никого не	1	2
547	не приходится	5	2
548	главного героя	1	2
549	в современной	1	2
550	первого и	1	2
551	могла бы	1	2
552	восходят к	1	2
553	только с	1	2
554	бы его	1	2
555	строится на	2	2
556	ответственность за	2	2
557	в первой	3	2
558	теми же	1	2
559	они были	2	2
560	его к	1	2
561	а как	2	2
562	является его	2	2
563	в трактовке	1	2
564	в него	1	2
565	мы видели	1	2
566	представляет себе	1	2
567	на деле	1	2
568	к лицу	2	2
569	не позволяет	4	2
570	в чужой	1	2
571	как с	1	2
572	его из	1	2
573	в основном	1	2
574	как к	3	2
575	его с	1	2
576	на ее	4	2
577	и при	1	2
578	нашего времени	1	2
579	из которых	7	2
580	интерес к	1	2
581	в отношении	4	2
582	том и	1	2
583	первый и	1	2
584	если бы	18	2
585	самом деле	13	2
586	от своего	2	2
587	ни о	1	2
588	с таким	1	2
589	ни одно	3	2
590	одновременно с	1	2
591	о своей	1	2
592	не делает	2	2
593	героев и	1	2
594	себя и	2	2
595	о любви	3	2
596	в стихах	1	2
597	высказывание в	1	2
598	ср из	1	2
599	преступления и	1	2
600	в любой	1	2
601	жизненным опытом	1	2
602	отнести к	1	2
603	тех же	3	2
604	в город	2	2
605	можно усмотреть	1	2
606	и теперь	2	2
607	себя не	1	2
608	со всей	1	2
609	и вся	1	2
610	совпадают с	4	2
611	отношении к	1	2
612	и ему	1	2
613	к одному	1	2
614	вслед за	1	2
615	повышенная эмоциональность	1	2
616	целый ряд	5	2
617	каждый из	1	2
618	было и	1	2
619	из наиболее	1	2
620	со своими	1	2
621	не знаем	1	2
622	на этот	6	2
623	в и	3	2
624	друг друга	7	2
625	во времени	1	2
626	в самой	1	2
627	могли быть	1	2
628	события и	1	2
629	одних и	1	2
630	ответ на	7	2
631	это делает	2	2
632	значение в	1	2
633	выходит за	1	2
634	хоть и	3	2
635	может не	1	2
636	его героев	1	2
637	свидетельствует о	1	2
638	аналогичным образом	2	2
639	все это	7	2
640	себя самого	1	2
641	что с	4	2
642	своему происхождению	1	2
643	видеть в	2	2
644	лицом к	1	2
645	же не	3	2
646	чем он	1	2
647	в г	3	2
648	отказаться от	3	2
649	просто как	1	2
650	что будет	1	2
651	себя а	1	2
652	по существу	4	2
653	понимать как	1	2
654	впрочем не	2	2
655	свидетельствуют о	1	2
656	случаях когда	1	2
657	является не	1	2
658	на фоне	2	2
659	перед собой	1	2
660	к концу	3	2
661	к своему	4	2
662	со своей	2	2
663	по его	2	2
664	это было	1	2
665	путь к	1	2
666	вовсе не	6	2
667	за его	1	2
668	как все	1	2
669	тем более	9	2
670	здесь также	1	2
671	быть вполне	1	2
672	ему не	4	2
673	и тех	1	2
674	которого и	2	2
675	с самого	5	2
676	он ни	1	2
677	ей в	1	2
678	его не	3	2
679	ни один	1	2
680	не по	7	2
681	нельзя не	1	2
682	обстоит дело	3	2
683	она здесь	1	2
684	мы должны	1	2
685	быть и	1	2
686	не знаю	2	2
687	и их	1	2
688	образа жизни	1	2
689	по-видимому в	1	2
690	чтобы не	3	2
691	человека с	2	2
692	х годов	2	2
693	происходит от	1	2
694	в голову	2	2
695	такой же	2	2
696	на то	3	2
697	право на	1	2
698	заявляет что	1	2
699	и только	1	2
700	с первых	3	2
701	человек не	1	2
702	эпохи и	1	2
703	не могло	1	2
704	за счет	1	2
705	персонажей и	1	2
706	с которыми	1	1
707	жизни которая	1	1
708	необходимость такой	1	1
709	всего это	2	1
710	и другие	1	1
711	к сожалению	2	1
712	для нее	1	1
713	и называет	1	1
714	не считает	2	1
715	здесь же	1	1
716	традиционны и	1	1
717	всего на	1	1
718	же и	2	1
719	к этой	2	1
720	свете кроме	1	1
721	для аудитории	1	1
722	тому что	5	1
723	даже в	3	1
724	его за	3	1
725	в финале	1	1
726	а вот	1	1
727	тем как	2	1
728	и был	2	1
729	кроме того	1	1
730	к самоубийству	1	1
731	примыкает к	1	1
732	по праву	1	1
733	что человек	1	1
734	в достаточно	1	1
735	его от	5	1
736	знают с	1	1
737	время стало	1	1
738	о силе	1	1
739	и лесной	1	1
740	как она	2	1
741	разговора с	1	1
742	этом качестве	1	1
743	случае в	1	1
744	за мужа	1	1
745	на которых	1	1
746	на свой	1	1
747	от одного	1	1
748	равно как	7	1
749	образец античной	1	1
750	и там	3	1
751	образов в	1	1
752	на земле	2	1
753	концом в	1	1
754	к более	1	1
755	где происходит	1	1
756	соответственно к	1	1
757	которая однако	1	1
758	же неожиданная	1	1
759	и должен	1	1
760	с тем	6	1
761	в наиболее	2	1
762	к самому	1	1
763	в бою	1	1
764	из шедевров	1	1
765	настаивает на	2	1
766	а именно	1	1
767	с еще	1	1
768	выход из	1	1
769	монолог в	1	1
770	при таком	1	1
771	как более	1	1
772	правило в	1	1
773	однако даже	1	1
774	ситуаций и	1	1
775	трагедийной ситуации	1	1
776	которое не	1	1
777	способом существования	1	1
778	же сам	1	1
779	в это	2	1
780	есть некий	1	1
781	когда бы	1	1
782	при помощи	1	1
783	отца и	4	1
784	и этического	1	1
785	все их	1	1
786	на одном	1	1
787	не удается	1	1
788	в тавриде	3	1
789	ними произошло	1	1
790	только благодаря	1	1
791	в такой	1	1
792	которые не	1	1
793	за меня	1	1
794	мысли что	2	1
795	коренится в	1	1
796	она же	1	1
797	видно что	2	1
798	то это	5	1
799	можно считать	2	1
800	в предыдущих	1	1
801	следовало бы	1	1
802	по тем	1	1
803	принципиальное различие	1	1
804	человека не	2	1
805	он был	6	1
806	текста это	1	1
807	начиная от	2	1
808	она могла	1	1
809	но даже	1	1
810	развития с	1	1
811	от хорошей	1	1
812	для определенного	1	1
813	в действие	1	1
814	в этот	1	1
815	что вся	1	1
816	этой сцены	3	1
817	этой связи	3	1
818	должна была	1	1
819	с ума	3	1
820	в изучении	1	1
821	совершенно естественным	1	1
822	много столетий	1	1
823	на пути	2	1
824	которых она	1	1
825	приходит к	2	1
826	приходит на	1	1
827	определяется его	1	1
828	сближает его	1	1
829	превращается в	1	1
830	несколько позже	1	1
831	в смысле	2	1
832	в отсутствие	4	1
833	и те	1	1
834	от своей	2	1
835	так же	8	1
836	где и	1	1
837	вины и	1	1
838	на новую	3	1
839	в глаза	3	1
840	в пятом	4	1
841	друг на	1	1
842	и остается	1	1
843	некоторое время	1	1
844	слов о	1	1
845	с присущими	1	1
846	и еще	4	1
847	сюжетная ситуация	1	1
848	если это	1	1
849	ней и	3	1
850	сын и	1	1
851	которое так	1	1
852	наряду с	4	1
853	обычная для	1	1
854	частности на	1	1
855	на второй	1	1
856	vi в	1	1
857	такая же	2	1
858	находится в	1	1
859	как от	1	1
860	отношения в	1	1
861	произойти в	1	1
862	не одно	2	1
863	в атмосфере	1	1
864	признания в	1	1
865	обширны и	1	1
866	в текст	1	1
867	результатом такого	1	1
868	и заслуживает	1	1
869	связи в	1	1
870	рассказчик и	1	1
871	от них	2	1
872	в противном	1	1
873	не принадлежащими	1	1
874	от себя	2	1
875	том сколько	2	1
876	к точке	1	1
877	чувства в	2	1
878	на котором	1	1
879	теперь а	1	1
880	и две	1	1
881	в правах	1	1
882	с собственной	1	1
883	к этим	1	1
884	к существенному	1	1
885	в облике	1	1
886	в системе	1	1
887	превратился в	1	1
888	н э	2	1
889	этом же	1	1
890	писал в	1	1
891	от античности	1	1
892	ориентирован на	1	1
893	но сама	1	1
894	на них	3	1
895	афинских граждан	1	1
896	существенно меняет	1	1
897	себе самом	1	1
898	представить себе	2	1
899	только не	1	1
900	из вас	3	1
901	не зная	5	1
902	оказывается ее	1	1
903	своей дочери	1	1
904	по длительности	1	1
905	и мы	5	1
906	она и	2	1
907	как такового	1	1
908	менее в	2	1
909	же словом	1	1
910	после того	3	1
911	похожи на	3	1
912	и системы	1	1
913	котором и	1	1
914	собой в	1	1
915	он к	1	1
916	но еще	2	1
917	в состоянии	1	1
918	исчезает в	1	1
919	ним в	2	1
920	второй план	1	1
921	обычно не	1	1
922	него в	3	1
923	не хочет	6	1
924	по мнению	2	1
925	он вынужден	1	1
926	одному и	1	1
927	отказывается от	1	1
928	дает толчок	1	1
929	они будут	2	1
930	там и	3	1
931	в уста	2	1
932	по содержанию	3	1
933	не была	1	1
934	чем в	5	1
935	о возможности	1	1
936	был ее	1	1
937	что его	10	1
938	всех его	1	1
939	но совершенно	1	1
940	в изложении	1	1
941	естественным для	1	1
942	преимущественно на	1	1
943	причастным к	1	1
944	быть только	1	1
945	в конце	14	1
946	в таком	2	1
947	сцене не	1	1
948	которой было	1	1
949	не остается	3	1
950	человек и	1	1
951	в связи	4	1
952	с жизнью	1	1
953	как видим	2	1
954	между ними	4	1
955	таким способом	1	1
956	встречается в	1	1
957	вполне в	1	1
958	себя как	1	1
959	нравственной проблематики	1	1
960	без которого	1	1
961	так на	1	1
962	для литературного	1	1
963	человеке и	1	1
964	политических деятелей	1	1
965	следует думать	1	1
966	от этого	1	1
967	то при	1	1
968	которым открывается	1	1
969	в двух	7	1
970	девушке и	3	1
971	здесь ни	1	1
972	из одного	1	1
973	теперь и	1	1
974	в других	4	1
975	жизни где	1	1
976	сих пор	12	1
977	человека а	2	1
978	а для	2	1
979	бы в	5	1
980	по имени	4	1
981	же слов	3	1
982	пребывания в	2	1
983	греческий глагол	1	1
984	в поход	1	1
985	может позволить	1	1
986	на которую	1	1
987	в заключительном	1	1
988	должен был	6	1
989	только от	1	1
990	именно как	1	1
991	от героев	1	1
992	согласии с	2	1
993	свою жизненную	1	1
994	не он	3	1
995	ста лет	1	1
996	можно принять	1	1
997	говорил о	1	1
998	целом так	1	1
999	его достаточно	1	1
1000	все остальные	2	1
1001	близко к	1	1
1002	другом и	1	1
1003	сюда же	1	1
1004	не дает	5	1
1005	комедии и	5	1
1006	не отличаются	2	1
1007	не один	1	1
1008	если жизнь	1	1
1009	человека как	1	1
1010	действию а	1	1
1011	к любви	1	1
1012	отца или	1	1
1013	в ответ	4	1
1014	он стал	1	1
1015	с героями	1	1
1016	в развитии	3	1
1017	что отец	8	1
1018	не мог	2	1
1019	на долю	4	1
1020	не будет	2	1
1021	побудить его	1	1
1022	в городе	2	1
1023	возвращаясь к	2	1
1024	в сюжетных	1	1
1025	и является	1	1
1026	основное внимание	1	1
1027	таково же	1	1
1028	но только	1	1
1029	но об	1	1
1030	данной главы	1	1
1031	даже не	5	1
1032	особого внимания	1	1
1033	несколько иначе	2	1
1034	из нас	1	1
1035	этом даже	1	1
1036	где все	1	1
1037	к рассказу	1	1
1038	уже одно	1	1
1039	отношения с	1	1
1040	должны были	2	1
1041	но нередко	1	1
1042	мы еще	1	1
1043	своих проявлений	1	1
1044	он еще	1	1
1045	в поздних	1	1
1046	так называемого	1	1
1047	стороны он	1	1
1048	оценки но	1	1
1049	внутреннего мира	1	1
1050	и далеко	1	1
1051	отличалось от	1	1
1052	действующего лица	1	1
1053	как всегда	1	1
1054	них обоих	1	1
1055	говорят и	1	1
1056	но прежде	1	1
1057	и ты	2	1
1058	это ощущение	1	1
1059	даже если	2	1
1060	так что	7	1
1061	образом в	2	1
1062	однако по	3	1
1063	своего героя	1	1
1064	сведения о	1	1
1065	присутствующий в	1	1
1066	есть все	1	1
1067	формы и	1	1
1068	из этого	2	1
1069	к человеку	2	1
1070	поздней античности	1	1
1071	более что	1	1
1072	и отсутствие	1	1
1073	во время	8	1
1074	этом не	1	1
1075	он его	1	1
1076	отождествляет с	1	1
1077	который представляет	1	1
1078	становится объектом	1	1
1079	обращается к	4	1
1080	действующими лицами	1	1
1081	это новое	1	1
1082	для многих	1	1
1083	почему он	1	1
1084	нет а	1	1
1085	от греческого	2	1
1086	от нее	5	1
1087	образом и	2	1
1088	этому времени	2	1
1089	от до	1	1
1090	до сих	12	1
1091	явно не	2	1
1092	он уже	1	1
1093	хорошо знали	2	1
1094	ни малейшего	3	1
1095	и здесь	11	1
1096	речи что	1	1
1097	для каждой	1	1
1098	к одной	2	1
1099	почти не	1	1
1100	те моменты	1	1
1101	представлял собой	1	1
1102	если же	2	1
1103	не идет	1	1
1104	примером такого	1	1
1105	следует при	1	1
1106	обращенным к	1	1
1107	же образом	1	1
1108	не были	1	1
1109	никак не	2	1
1110	в пьесах	1	1
1111	о которой	2	1
1112	мы в	3	1
1113	гораздо раньше	1	1
1114	с каждым	1	1
1115	придает ей	1	1
1116	для них	1	1
1117	первых же	3	1
1118	свою принадлежность	1	1
1119	можно было	3	1
1120	как о	3	1
1121	событие о	1	1
1122	со всеми	2	1
1123	от их	1	1
1124	так или	3	1
1125	начинается с	2	1
1126	с ними	1	1
1127	отличаются от	1	1
1128	прямо к	1	1
1129	до этого	3	1
1130	приобретает в	1	1
1131	доводит до	2	1
1132	в опознании	1	1
1133	особый интерес	2	1
1134	что у	2	1
1135	предполагать что	1	1
1136	а само	1	1
1137	и действительно	1	1
1138	то время	3	1
1139	это время	2	1
1140	оказывается на	1	1
1141	в одних	1	1
1142	всей ситуации	1	1
1143	для каждого	1	1
1144	древнегреческий поэт	1	1
1145	и так	1	1
1146	в слове	1	1
1147	мести и	1	1
1148	этим в	1	1
1149	никто не	2	1
1150	в восприятии	1	1
1151	бы не	3	1
1152	нечто большее	1	1
1153	том как	5	1
1154	сравнению с	3	1
1155	в русле	1	1
1156	именно поэтому	1	1
1157	зависимости от	1	1
1158	трагедии еврипида	1	1
1159	эта последняя	1	1
1160	друг от	1	1
1161	в каком	1	1
1162	на своем	1	1
1163	отрывок из	2	1
1164	детей становится	1	1
1165	жена и	1	1
1166	к какой	1	1
1167	я говорю	2	1
1168	который и	1	1
1169	в боях	1	1
1170	в разработке	1	1
1171	актеров то	1	1
1172	против их	1	1
1173	играть роль	1	1
1174	дальнейшее развитие	1	1
1175	нет ничего	4	1
1176	но тут	1	1
1177	его и	3	1
1178	со временем	5	1
1179	к счастью	1	1
1180	проблематики в	1	1
1181	бы и	1	1
1182	не допускает	1	1
1183	есть основания	1	1
1184	их самих	1	1
1185	вернемся к	1	1
1186	это нечто	1	1
1187	она была	2	1
1188	отчетливо проступает	1	1
1189	что сила	1	1
1190	в слово	1	1
1191	оба эти	1	1
1192	не уступает	2	1
1193	в жены	6	1
1194	в царе	1	1
1195	сцены из	2	1
1196	то и	1	1
1197	с высказываниями	1	1
1198	задний план	1	1
1199	годов в	1	1
1200	и между	1	1
1201	нем только	1	1
1202	и достаточно	1	1
1203	наконец в	1	1
1204	того чтобы	9	1
1205	и если	3	1
1206	положение дел	1	1
1207	на друга	1	1
1208	по сравнению	3	1
1209	это только	1	1
1210	риторические вопросы	1	1
1211	из его	3	1
1212	следует сказать	1	1
1213	по назначению	1	1
1214	общение с	1	1
1215	мне представляется	1	1
1216	в середине	1	1
1217	чтобы она	1	1
1218	не наделен	1	1
1219	которую он	3	1
1220	о своем	1	1
1221	главным героем	1	1
1222	ближе всего	1	1
1223	в мир	1	1
1224	только тем	1	1
1225	друга и	2	1
1226	характер чувства	1	1
1227	напротив в	1	1
1228	еще один	2	1
1229	действия и	2	1
1230	как например	2	1
1231	им в	1	1
1232	давал им	1	1
1233	всех трех	2	1
1234	таким путем	2	1
1235	человеческого поведения	1	1
1236	о несчастной	1	1
1237	на что	2	1
1238	может послужить	1	1
1239	что здесь	2	1
1240	в описании	1	1
1241	нет и	4	1
1242	он в	2	1
1243	в споре	1	1
1244	непосредственно из	1	1
1245	здесь между	1	1
1246	персонажи не	1	1
1247	мог бы	1	1
1248	чем она	1	1
1249	начиная с	1	1
1250	том чего	1	1
1251	из первых	1	1
1252	в образе	5	1
1253	в глазах	10	1
1254	том же	2	1
1255	богов что	1	1
1256	мысли не	1	1
1257	быть все	1	1
1258	но если	3	1
1259	здесь и	3	1
1260	используется в	1	1
1261	для этих	1	1
1262	в понимании	1	1
1263	в произведениях	2	1
1264	и пришел	1	1
1265	взгляде на	1	1
1266	своему герою	1	1
1267	особый характер	1	1
1268	точку зрения	1	1
1269	тот же	11	1
1270	к окружающему	1	1
1271	он должен	1	1
1272	каждом шагу	1	1
1273	этому же	1	1
1274	в дальнейшем	5	1
1275	они принадлежат	1	1
1276	целому ряду	1	1
1277	об их	1	1
1278	этим же	1	1
1279	то они	1	1
1280	постольку поскольку	1	1
1281	и всякий	2	1
1282	после которого	1	1
1283	ничем не	4	1
1284	так как	16	1
1285	мир в	1	1
1286	все еще	2	1
1287	без них	1	1
1288	на три	1	1
1289	и кончая	1	1
1290	второй половине	1	1
1291	не сохранился	1	1
1292	выступают как	1	1
1293	у тебя	6	1
1294	с участием	4	1
1295	от которого	1	1
1296	ход событий	1	1
1297	бы на	2	1
1298	он и	5	1
1299	многие из	1	1
1300	в согласии	2	1
1301	я теперь	2	1
