N	2gram	Losev_Prob	Hudozhes
240	с ними	2	2
241	в одно	4	2
242	как в	10	2
243	значение знака	2	2
244	бы не	2	2
245	отличается от	8	2
246	ни для	2	2
247	в известном	3	2
248	которая не	3	2
249	в каком	9	2
250	жизни на	1	2
251	о том	14	2
252	не входит	1	2
253	это и	11	2
254	еще и	10	2
255	ни к	3	2
256	при наличии	2	2
257	и конец	1	2
258	при условии	4	2
259	не могли	2	2
260	между собой	3	2
261	духовной жизни	1	2
262	своей природе	1	2
263	на основе	1	2
264	не всегда	1	2
265	не сама	3	2
266	слова и	3	2
267	и больше	4	2
268	для меня	4	2
269	греческое слово	1	2
270	или иных	7	2
271	речь идет	1	2
272	втором случае	1	2
273	художественной литературы	1	2
274	говорит что	1	2
275	узком значении	1	2
276	и это	11	2
277	превращается в	1	2
278	времени и	4	2
279	для которого	1	2
280	не вполне	3	2
281	так же	11	2
282	и возможность	1	2
283	в глаза	1	2
284	об этом	7	2
285	известного рода	5	2
286	с самим	4	2
287	если мы	24	2
288	в нашем	13	2
289	имеем дело	2	2
290	который в	2	2
291	этого слова	5	2
292	здесь не	11	2
293	не все	1	2
294	на котором	2	2
295	он и	3	2
296	поведение в	1	2
297	не просто	36	2
298	в самой	4	2
299	только о	3	2
300	чем это	1	2
301	начало и	1	2
302	никогда не	7	2
303	и по	3	2
304	этого термина	6	2
305	жизни но	2	2
306	истории литературы	1	2
307	начиная с	1	2
308	бы то	5	2
309	то в	4	2
310	но на	2	2
311	этих двух	1	2
312	войне и	1	2
313	основе своей	1	2
314	несмотря на	4	2
315	ни было	5	2
316	для искусства	1	2
317	которого он	1	2
318	в литературе	3	2
319	что такое	4	2
320	ее в	2	2
321	все это	9	2
322	что и	11	2
323	или иную	3	2
324	xix века	2	2
325	что каждый	1	2
326	с их	2	2
327	таком случае	7	2
328	у него	1	2
329	даже самая	1	2
330	принадлежит только	1	2
331	или в	7	2
332	в войне	1	2
333	и более	6	2
334	одним из	2	2
335	что она	5	2
336	сама по	11	2
337	тому что	5	2
338	случае не	7	2
339	в какой	1	2
340	я не	1	2
341	к своему	1	2
342	только и	9	2
343	структура художественного	1	2
344	в сторону	1	2
345	в чем	5	2
346	делает его	1	2
347	это тоже	4	2
348	вовсе не	62	2
349	тем более	8	2
350	а для	1	2
351	я на	1	2
352	и потому	13	2
353	о себе	2	2
354	но как	6	2
355	а с	2	2
356	на этом	1	2
357	определенным образом	3	2
358	ту или	3	2
359	то ни	7	2
360	на всех	1	2
361	дело не	4	2
362	в случае	1	2
363	и весьма	3	2
364	в значительной	2	2
365	есть как	1	2
366	быть и	3	2
367	и может	4	2
368	к такой	1	2
369	но она	2	2
370	не с	1	2
371	соединении с	1	2
372	нового времени	1	2
373	за пределы	6	2
374	но только	10	2
375	таких случаях	2	2
376	от своего	1	2
377	не сами	1	2
378	человека и	1	2
379	всей его	2	2
380	собственно говоря	5	2
381	тем или	1	2
382	идет о	1	2
383	в этой	10	2
384	числе и	1	2
385	человеческих отношений	4	2
386	известном смысле	1	2
387	и мире	1	2
388	и особенно	3	2
389	для обозначения	1	2
390	для такого	1	2
391	и др	1	2
392	о его	3	2
393	то чему	1	2
394	искусства может	1	2
395	с чем	3	2
396	столь же	1	2
397	из этого	5	2
398	тех или	10	2
399	отнюдь не	16	2
400	однако все	1	2
401	чтобы не	2	2
402	в одноименной	1	2
403	самим собою	2	2
404	с которыми	2	1
405	к такому	1	1
406	и меньше	1	1
407	том чем	1	1
408	от него	2	1
409	однако и	2	1
410	иной действительности	1	1
411	тем оно	2	1
412	никак нельзя	4	1
413	эти символы	2	1
414	например есть	2	1
415	все что	1	1
416	речи может	1	1
417	вошло в	1	1
418	для всех	3	1
419	произведение и	1	1
420	каждой из	2	1
421	и здесь	8	1
422	за ним	2	1
423	мы встречаем	1	1
424	всех таких	1	1
425	одном случае	4	1
426	вещи в	1	1
427	здесь именно	2	1
428	же и	7	1
429	типа как	1	1
430	другом но	1	1
431	такова же	1	1
432	живое существо	4	1
433	если в	1	1
434	собою он	1	1
435	но обязательно	1	1
436	которая в	1	1
437	и картины	1	1
438	знак указывает	1	1
439	своего собственного	1	1
440	на ее	2	1
441	таком понимании	2	1
442	в литературной	1	1
443	героя в	2	1
444	чем глубже	1	1
445	случае мы	1	1
446	первую очередь	3	1
447	перестают быть	1	1
448	дело с	3	1
449	образа и	4	1
450	можно назвать	1	1
451	с вещами	1	1
452	в обыденной	1	1
453	вопросу о	1	1
454	и дает	1	1
455	звук в	1	1
456	не всякий	4	1
457	оказывается не	2	1
458	чего-то другого	1	1
459	что это	3	1
460	содержит в	13	1
461	от нас	3	1
462	тем как	1	1
463	символизм и	1	1
464	рода отношения	1	1
465	не требует	2	1
466	какой бы	2	1
467	говорит о	1	1
468	самой жизни	2	1
469	его под	1	1
470	и лучше	1	1
471	предполагает не	1	1
472	если нет	2	1
473	в область	1	1
474	с не	1	1
475	из того	3	1
476	разного рода	4	1
477	например с	1	1
478	представлений о	2	1
479	по образцу	2	1
480	впрочем и	1	1
481	основной закон	1	1
482	особенно если	1	1
483	и делает	1	1
484	бы они	1	1
485	в результате	8	1
486	быть может	1	1
487	впрочем может	1	1
488	и вполне	9	1
489	и само	1	1
490	ценность и	1	1
491	отдельно от	5	1
492	в научном	1	1
493	литературной речи	1	1
494	понимается как	1	1
495	не могут	1	1
496	живые существа	2	1
497	этом как	1	1
498	для данного	1	1
499	искусство имеет	1	1
500	со всеми	1	1
501	сравнении с	4	1
502	быть так	1	1
503	или для	1	1
504	чтобы в	1	1
505	языка этот	1	1
506	и даже	21	1
507	если не	7	1
508	он уже	1	1
509	значение это	1	1
510	с некоторыми	1	1
511	мы понимаем	1	1
512	конструкции но	1	1
513	на свой	1	1
514	новое время	1	1
515	и соответствующих	1	1
516	в собственном	1	1
517	а во-вторых	2	1
518	двух моментов	1	1
519	чего бы	2	1
520	имеет значение	6	1
521	жизнь в	3	1
522	смысла и	1	1
523	произведения в	2	1
524	его носителя	1	1
525	мы говорим	8	1
526	вещи но	1	1
527	как об	1	1
528	значение в	3	1
529	вещами как	1	1
530	можно даже	2	1
531	его смысл	1	1
532	сознания однако	1	1
533	к каким	1	1
534	тем что	8	1
535	от всего	3	1
536	обращается к	1	1
537	из всего	1	1
538	и будет	2	1
539	и действительно	2	1
540	то время	6	1
541	пушкинского пророка	2	1
542	знака есть	1	1
543	знак но	2	1
544	героев и	1	1
545	нам уже	1	1
546	если он	1	1
547	и личной	2	1
548	гоголя не	1	1
549	том или	6	1
550	видно из	1	1
551	для своей	1	1
552	стороны в	1	1
553	от художественного	6	1
554	мы встречаемся	1	1
555	к самому	3	1
556	к нам	1	1
557	вещей в	1	1
558	или попросту	1	1
559	одновременно и	4	1
560	а иной	2	1
561	вместе с	3	1
562	все же	10	1
563	это требует	1	1
564	предмета и	1	1
565	только для	1	1
566	или ином	3	1
567	не имеет	12	1
568	в сравнении	4	1
569	но у	1	1
570	да и	9	1
571	однако это	6	1
572	ему и	1	1
573	о котором	1	1
574	зависимости от	3	1
575	бесконечно и	1	1
576	поскольку он	1	1
577	себя не	3	1
578	в это	1	1
579	себе чтобы	1	1
580	суждением а	1	1
581	друг от	3	1
582	на каждом	1	1
583	свою собственную	3	1
584	зрения логики	1	1
585	нет в	2	1
586	но мы	1	1
587	они ни	1	1
588	на первый	6	1
589	по крайней	9	1
590	и пусть	1	1
591	перед нами	8	1
592	ведет нас	1	1
593	дело со	1	1
594	свое время	1	1
595	жизни так	1	1
596	первый взгляд	3	1
597	с этим	5	1
598	само же	1	1
599	все они	5	1
600	мир как	1	1
601	одним и	1	1
602	тем в	1	1
603	нам не	2	1
604	художественный образ	12	1
605	знака при	1	1
606	значения для	1	1
607	исходя из	1	1
608	в первую	3	1
609	бы и	7	1
610	ясность и	1	1
611	не существует	6	1
612	в котором	3	1
613	есть от	2	1
614	зависит от	1	1
615	и такие	3	1
616	языка и	4	1
617	является также	1	1
618	в любом	3	1
619	сливается с	1	1
620	жизни когда	2	1
621	по своим	1	1
622	о чем-то	4	1
623	взятое в	1	1
624	своей собственной	3	1
625	голос или	1	1
626	для настоящей	1	1
627	согласен с	1	1
628	на какой	1	1
629	или жизнь	1	1
630	это событие	1	1
631	чего нет	1	1
632	некоторого рода	13	1
633	то и	9	1
634	чего-то такого	1	1
635	его исторического	1	1
636	имеет в	2	1
637	даже самое	2	1
638	значений и	1	1
639	растворен в	1	1
640	только такие	1	1
641	иной мере	3	1
642	не должно	1	1
643	другу и	1	1
644	и поэтому	3	1
645	из жизни	1	1
646	в отдельности	2	1
647	сама собою	1	1
648	быть не	1	1
649	внутри себя	2	1
650	действительность в	2	1
651	и художественность	3	1
652	является именно	1	1
653	во многих	1	1
654	вступление в	1	1
655	оно является	1	1
656	имея в	1	1
657	символы не	2	1
658	относится не	1	1
659	время в	1	1
660	точно и	1	1
661	с которой	2	1
662	жизни и	7	1
663	сказано у	1	1
664	чего не	1	1
665	к вопросу	1	1
666	только на	6	1
667	просто о	3	1
668	точно так	5	1
669	к одному	1	1
670	знака и	4	1
671	о своем	1	1
672	и наиболее	1	1
673	на основании	2	1
674	образом что	1	1
675	не так	8	1
676	именно такого	1	1
677	и те	1	1
678	не что	6	1
679	в совершенно	1	1
680	в истории	4	1
681	это необходимо	1	1
682	от своей	1	1
683	значения этого	3	1
684	себе отчет	3	1
685	и каждого	1	1
686	и несет	1	1
687	ногами и	1	1
688	является как	1	1
689	и общества	3	1
690	себе в	5	1
691	до того	2	1
692	действия и	2	1
693	в чистом	4	1
694	каждая вещь	2	1
695	всего что	1	1
696	и тоже	8	1
697	отчет в	4	1
698	являются только	4	1
699	эти два	2	1
700	и формы	1	1
701	первых десятилетий	1	1
702	это утро	1	1
703	без его	4	1
704	но всякий	1	1
705	настоящее время	4	1
706	еще нет	2	1
707	отдельности и	2	1
708	она может	2	1
709	звука и	2	1
710	и многих	2	1
711	тем же	2	1
712	той же	2	1
713	на второй	1	1
714	именно таковы	1	1
715	оно стало	1	1
716	именно так	4	1
717	на сцене	2	1
718	до конца	1	1
719	с нею	2	1
720	только при	10	1
721	раз и	6	1
722	что все	2	1
723	еще одна	1	1
724	художественном смысле	1	1
725	входят в	1	1
726	легко может	1	1
727	от понятия	3	1
728	момент в	1	1
729	речь о	2	1
730	не мыслится	1	1
731	но если	12	1
732	здесь и	4	1
733	по поводу	3	1
734	и любое	1	1
735	что даже	6	1
736	в отдельных	1	1
737	казалось бы	3	1
738	в произведениях	1	1
739	уже по	2	1
740	друг друга	5	1
741	в одноименном	2	1
742	то или	5	1
743	слова ни	2	1
744	они могут	1	1
745	в настоящее	4	1
746	не будучи	1	1
747	пришлось бы	2	1
748	крайней мере	9	1
749	из них	4	1
750	едва ли	8	1
751	тот же	1	1
752	к окружающему	1	1
753	характерные для	1	1
754	стихотворения в	1	1
755	чтобы этот	1	1
756	о ней	3	1
757	человека но	3	1
758	может как	1	1
759	представить себе	5	1
760	время для	2	1
761	себя самой	2	1
762	не происходит	1	1
763	говорилось выше	2	1
764	именно к	3	1
765	что они	8	1
766	этом случае	8	1
767	в свое	1	1
768	только не	6	1
769	всякий знак	21	1
770	мы видим	1	1
771	в более	1	1
772	от автора	1	1
773	нами не	2	1
774	тоже не	8	1
775	как смысл	1	1
776	так как	14	1
777	как такового	1	1
778	многих других	2	1
779	специальной теории	1	1
780	на которую	3	1
781	от его	4	1
782	что иное	6	1
783	они не	1	1
784	может не	1	1
785	но мыслится	1	1
786	свидетельствует о	2	1
787	должно быть	1	1
788	образ это	1	1
789	время и	2	1
790	который может	2	1
791	сновидения или	1	1
792	собой в	1	1
793	это особенно	1	1
794	о разных	1	1
795	внимание на	2	1
796	обе эти	1	1
797	аллегории и	3	1
798	именно знаком	1	1
799	как знаки	2	1
800	а и	2	1
801	и нераздельное	2	1
802	второй план	1	1
803	жизни поэтому	1	1
804	читатель всегда	1	1
805	подчеркнуть что	1	1
806	однако этот	1	1
807	себя самого	1	1
808	мы конечно	1	1
809	души и	1	1
810	свободу и	1	1
811	как элемент	1	1
812	для нас	23	1
813	вещественно и	1	1
814	не содержит	1	1
815	у нас	17	1
816	сознания и	2	1
817	вместо него	1	1
818	не обладает	1	1
819	по типу	2	1
820	на которой	1	1
821	и от	11	1
822	стремится к	1	1
823	родовым понятием	1	1
824	этом в	1	1
825	и есть	9	1
826	в наличии	1	1
827	весь мир	2	1
828	стороны произведения	1	1
829	без этого	3	1
830	когда же	1	1
831	мы находим	8	1
832	поэтому не	1	1
833	и развития	1	1
834	тому же	1	1
835	раз в	1	1
836	не была	1	1
837	но с	2	1
838	в таких	3	1
839	даже вовсе	2	1
840	искусства при	1	1
841	не было	6	1
842	бы для	2	1
843	говорим о	5	1
844	от друга	3	1
845	реальной действительности	1	1
846	просто как	2	1
847	является таким	1	1
848	он это	1	1
849	не говорит	2	1
850	если читатель	1	1
851	знаков а	1	1
852	что его	3	1
853	самые разнообразные	2	1
854	всех его	1	1
855	евгении онегине	1	1
856	становления и	1	1
857	и где	1	1
858	не прямо	1	1
859	на нее	1	1
860	дело в	6	1
861	которое в	3	1
862	о каком	2	1
863	что не	4	1
864	как впрочем	1	1
865	но для	3	1
866	тоже является	8	1
867	это возможно	1	1
868	сознания но	1	1
869	по-разному в	1	1
870	такое же	1	1
871	что художественный	1	1
872	в конце	7	1
873	или иная	4	1
874	не остается	1	1
875	в евгении	1	1
876	с той	5	1
877	и без	9	1
878	типа и	2	1
879	нас к	2	1
880	его элементом	1	1
881	художественном произведении	3	1
882	же как	5	1
883	на земле	1	1
884	не есть	57	1
885	от одной	2	1
886	говорят о	4	1
887	произведения читатель	1	1
888	между прочим	4	1
889	рядом с	1	1
890	является не	2	1
891	которая предполагает	1	1
892	которая при	1	1
893	при таком	2	1
894	это происходит	1	1
895	перед собой	1	1
896	он состоит	1	1
897	от этого	1	1
898	природу каждой	1	1
899	данного типа	1	1
900	того и	2	1
901	именно эту	1	1
902	от обычного	1	1
903	в такой	1	1
904	знаком и	4	1
905	зрения и	1	1
906	ее понимания	1	1
907	может рассматриваться	2	1
908	именно эта	1	1
909	и художественного	1	1
910	в условиях	7	1
911	это было	4	1
912	на его	1	1
913	себе и	4	1
914	нашему сознанию	1	1
915	себе никакого	1	1
916	является особого	1	1
917	в каждой	1	1
918	ничего нельзя	1	1
919	действительности и	2	1
920	сам и	1	1
921	ином отношении	1	1
922	и другого	1	1
923	связаны с	1	1
924	как сказано	1	1
925	бы в	3	1
926	мере в	1	1
927	на них	1	1
928	поскольку всякая	1	1
929	произведения с	1	1
930	в каждом	1	1
931	здесь как	1	1
932	могли бы	6	1
933	образом с	1	1
934	может иметь	4	1
935	как таковыми	1	1
936	даже сказать	1	1
937	для иллюстрации	1	1
938	что от	1	1
939	только к	4	1
940	он говорит	1	1
941	в своих	2	1
942	объективная и	1	1
943	от читателя	1	1
944	не означает	1	1
945	говоря в	1	1
946	каждом из	1	1
947	говорил о	1	1
948	поэт не	1	1
949	образом которого	1	1
950	если на	1	1
951	чистом виде	3	1
952	содержания к	1	1
953	зрения в	1	1
954	именно потому	3	1
955	когда у	1	1
956	не дает	1	1
957	также и	22	1
958	ту же	1	1
959	здесь только	7	1
960	чувства и	1	1
961	отношение между	1	1
962	она здесь	1	1
963	так называемые	1	1
964	же типа	2	1
965	познания или	1	1
966	в первом	1	1
967	образа в	2	1
968	являются такими	1	1
969	для этого	9	1
970	ни от	4	1
971	и является	6	1
972	так просто	1	1
973	главного героя	1	1
974	никакого нового	1	1
975	ним как	1	1
976	иметь в	2	1
977	перестанет быть	2	1
978	и своя	1	1
979	даже при	2	1
980	стороны и	3	1
981	ничто не	2	1
982	только то	4	1
983	из нас	2	1
984	общая идея	1	1
985	этих случаях	1	1
986	что из	2	1
987	в новое	3	1
988	или иное	3	1
989	означает что	1	1
990	является ни	2	1
991	к понятию	2	1
992	когда мы	24	1
993	на это	1	1
994	единицы и	1	1
995	было бы	14	1
996	а тем	1	1
997	человеческого сознания	1	1
998	например не	2	1
999	поскольку оно	1	1
1000	из нее	1	1
1001	произведения есть	1	1
1002	же самое	20	1
1003	есть такое	4	1
1004	человеческая жизнь	2	1
1005	как мы	12	1
1006	все человеческие	1	1
1007	данного произведения	1	1
1008	анализу и	1	1
1009	жизни не	2	1
1010	в литературном	1	1
1011	что хотя	1	1
1012	своей цели	1	1
1013	общего с	3	1
1014	в понимании	1	1
1015	что для	4	1
1016	и каждая	1	1
1017	та или	4	1
1018	его как	3	1
1019	в зависимости	3	1
1020	смысле не	1	1
1021	это делает	1	1
1022	этого типа	1	1
1023	произведения не	1	1
1024	же художественного	1	1
1025	на отдельные	3	1
1026	может показаться	1	1
1027	также еще	1	1
1028	с бытием	1	1
1029	обращен к	1	1
1030	так что	21	1
1031	с которым	1	1
1032	же в	6	1
1033	требует от	1	1
1034	здесь также	1	1
1035	представлена в	1	1
1036	бы быть	5	1
1037	и читателя	1	1
1038	в уме	1	1
1039	происходит в	3	1
1040	говорить об	2	1
1041	иной раз	5	1
1042	как будто	11	1
1043	направления в	1	1
1044	на то	6	1
1045	искусства с	1	1
1046	бы ни	1	1
1047	нуждается в	1	1
1048	себе еще	1	1
1049	а как	2	1
1050	здесь мы	5	1
1051	и глубокий	1	1
1052	оторванности от	1	1
1053	в него	2	1
1054	именно это	1	1
1055	такое произведение	1	1
1056	как знак	5	1
1057	дело здесь	4	1
1058	в известной	3	1
1059	являются наиболее	1	1
1060	есть не	13	1
1061	образов и	4	1
1062	говорит не	1	1
1063	кажется что	2	1
1064	иное как	6	1
1065	возможна только	1	1
1066	себе а	3	1
1067	можно только	3	1
1068	целостность то	1	1
1069	котором он	2	1
