N	2gram	Trubetskoy	Narrotol
152	для того	8	5
153	о них	2	5
154	может служить	3	5
155	он сам	1	5
156	из них	5	5
157	к нему	2	5
158	не было	2	5
159	или не	1	5
160	но для	2	5
161	я не	2	5
162	между собой	4	5
163	а для	2	5
164	следует признать	1	5
165	точку зрения	2	5
166	и от	5	5
167	с ее	2	5
168	что это	5	5
169	их в	2	5
170	и у	4	5
171	с ними	2	5
172	да и	1	5
173	о котором	7	5
174	вследствие этого	3	5
175	было бы	3	5
176	и уже	2	5
177	за пределами	1	5
178	и то	4	5
179	свидетельствует о	1	5
180	мы не	1	5
181	на самом	7	5
182	в равной	1	5
183	тем более	3	5
184	в начале	3	5
185	не случайно	1	5
186	этом и	1	5
187	как будто	5	5
188	даже в	3	4
189	строго говоря	1	4
190	не являются	1	4
191	от этих	1	4
192	в виду	2	4
193	в них	2	4
194	в первом	1	4
195	и с	5	4
196	все его	2	4
197	не вполне	3	4
198	роль в	1	4
199	которой он	1	4
200	хотя бы	4	4
201	только на	1	4
202	к этому	5	4
203	начало и	6	4
204	представить себе	2	4
205	что они	2	4
206	на том	2	4
207	несмотря на	6	4
208	к жизни	1	4
209	и притом	1	4
210	тому что	2	4
211	в себя	2	4
212	не будет	5	4
213	из нас	1	4
214	по своей	7	4
215	и по	3	4
216	и ее	2	4
217	для себя	2	4
218	о которой	2	4
219	о своей	1	4
220	вместе с	7	4
221	не имеет	2	4
222	в основе	2	4
223	начиная с	1	4
224	что я	1	4
225	но именно	1	4
226	всяком случае	2	4
227	друг друга	2	4
228	зависит от	1	4
229	во всяком	2	4
230	для нас	3	4
231	а на	1	4
232	а то	1	4
233	и как	1	4
234	так в	1	4
235	по своему	5	4
236	это было	1	4
237	в области	4	4
238	она не	2	4
239	быть и	5	4
240	что касается	6	4
241	к ней	1	4
242	как мы	3	4
243	что на	2	4
244	и конец	4	4
245	не к	1	4
246	на одном	2	3
247	с этой	3	3
248	своей истории	1	3
249	в культуре	1	3
250	в этих	3	3
251	по терминологии	1	3
252	каждый из	3	3
253	входит в	1	3
254	говорить о	2	3
255	точно так	1	3
256	так же	8	3
257	друг на	2	3
258	к ним	2	3
259	наряду с	1	3
260	в зависимости	1	3
261	что она	2	3
262	что именно	1	3
263	не происходит	1	3
264	только не	2	3
265	ее и	4	3
266	или нескольких	2	3
267	но еще	1	3
268	с точки	8	3
269	и сама	1	3
270	одно из	3	3
271	связи с	4	3
272	но он	1	3
273	не знает	2	3
274	в которой	5	3
275	в связи	3	3
276	между ними	2	3
277	же как	3	3
278	и это	3	3
279	сих пор	15	3
280	а потом	1	3
281	но как	2	3
282	а с	4	3
283	при отсутствии	2	3
284	за ними	3	3
285	и что	9	3
286	можно было	1	3
287	иметь в	1	3
288	как известно	3	3
289	даже если	3	3
290	а как	1	3
291	здесь мы	1	3
292	в точке	2	3
293	до сих	15	3
294	освободиться от	3	3
295	то они	4	3
296	себя с	1	3
297	в памяти	1	3
298	на стороне	1	3
299	приводит к	1	3
300	бы не	1	3
301	зависимости от	2	3
302	всей своей	1	3
303	еще и	1	3
304	что мы	4	3
305	как на	6	3
306	на друга	2	3
307	быть не	1	3
308	ни для	2	3
309	а лишь	3	3
310	тем же	2	3
311	той же	2	3
312	до конца	1	3
313	как к	5	3
314	и вот	1	3
315	от которого	2	3
316	при встрече	1	3
317	он и	1	3
318	же не	3	3
319	в виде	4	3
320	этого не	1	3
321	дело в	1	3
322	не подлежит	3	3
323	все эти	19	3
324	со своей	2	3
325	по его	2	3
326	именно эта	1	3
327	должен быть	2	3
328	и потому	3	3
329	только к	1	3
330	а к	2	3
331	а его	1	3
332	это была	1	3
333	заключает в	2	3
334	не следует	2	3
335	лишь в	5	3
336	же самое	1	3
337	каждого из	1	3
338	со своими	2	3
339	и самого	1	3
340	и только	2	3
341	ли в	1	3
342	если она	1	3
343	мы и	2	2
344	еще более	1	2
345	на второй	1	2
346	те же	2	2
347	потому не	1	2
348	другой стороны	5	2
349	быть может	1	2
350	из многочисленных	1	2
351	лишь с	1	2
352	мыслится как	1	2
353	людей и	1	2
354	более или	8	2
355	но все	5	2
356	мысль о	1	2
357	зато в	1	2
358	целый ряд	4	2
359	иначе как	1	2
360	тем что	1	2
361	принадлежат к	1	2
362	на первый	2	2
363	первый взгляд	1	2
364	и наиболее	1	2
365	в этот	1	2
366	когда она	1	2
367	а между	8	2
368	можно ли	2	2
369	и еще	1	2
370	его собственной	5	2
371	с другим	1	2
372	с такою	1	2
373	вовсе не	2	2
374	быть в	1	2
375	к которому	1	2
376	бы в	3	2
377	того же	9	2
378	они могут	2	2
379	с настоящим	1	2
380	жизни с	1	2
381	к их	1	2
382	к одному	1	2
383	детей это	1	2
384	похожи на	1	2
385	должно быть	5	2
386	время в	1	2
387	в человеке	1	2
388	по мнению	1	2
389	искать в	1	2
390	и кажется	1	2
391	от тех	3	2
392	а за	1	2
393	будто бы	1	2
394	одним из	4	2
395	очевидно что	3	2
396	этом последнем	1	2
397	ясно что	8	2
398	не есть	4	2
399	без которого	1	2
400	идет по	1	2
401	данного общества	1	2
402	детстве и	1	2
403	себе и	1	2
404	в других	1	2
405	во всех	10	2
406	смысл и	1	2
407	мы можем	6	2
408	всю свою	1	2
409	по этой	1	2
410	так что	6	2
411	если же	3	2
412	одно и	1	2
413	все те	1	2
414	во взаимной	1	2
415	того кто	1	2
416	за нею	1	2
417	могут быть	1	2
418	мы будем	3	2
419	все остальное	1	2
420	в общем	6	2
421	одного и	3	2
422	сливаются в	1	2
423	а потому	5	2
424	та же	4	2
425	они и	1	2
426	если в	1	2
427	должна быть	6	2
428	говорит а	1	2
429	одному из	1	2
430	в сущности	2	2
431	в наиболее	1	2
432	давно уже	2	2
433	из которых	4	2
434	следует искать	2	2
435	все то	2	2
436	в процессе	2	2
437	можно назвать	3	2
438	как о	1	2
439	которые могут	2	2
440	не объективна	1	2
441	в которых	2	2
442	никто не	2	2
443	это и	1	2
444	бы с	1	2
445	своей собственной	1	2
446	совершенно иной	2	2
447	в историю	1	2
448	в течение	4	2
449	с нами	1	2
450	это все	1	2
451	вступает в	1	2
452	на основании	1	2
453	что же	2	2
454	к двум	2	2
455	нем не	1	2
456	с нею	1	2
457	он может	1	2
458	это сделать	1	2
459	только с	1	2
460	из него	2	2
461	судя по	1	2
462	или просто	1	2
463	в более	1	2
464	после этого	1	2
465	только по	1	2
466	бы на	1	2
467	что с	6	2
468	все это	13	2
469	со своим	1	2
470	а все	1	2
471	в их	4	2
472	когда же	1	2
473	однако не	1	2
474	но с	2	2
475	поскольку все	1	2
476	и более	2	2
477	или иначе	5	2
478	ряде случаев	1	2
479	на нее	2	2
480	когда все	1	2
481	есть в	2	2
482	к своему	1	2
483	или менее	8	2
484	как все	1	2
485	при виде	2	2
486	и вообще	3	2
487	и другого	1	2
488	этих двух	2	2
489	не могу	1	2
490	обстоит дело	1	2
491	говоря о	1	2
492	признать что	4	2
493	отношение к	4	2
494	ее из	1	2
495	зрения на	1	2
496	только эти	1	2
497	таким же	3	2
498	как для	3	2
499	применительно к	1	2
500	и наконец	3	2
501	иное как	1	2
502	во всем	3	1
503	они являются	1	1
504	роковым образом	1	1
505	более высокой	1	1
506	мире а	1	1
507	с которыми	2	1
508	различия в	3	1
509	совпадающей с	1	1
510	сходство с	2	1
511	народов и	6	1
512	рассказ о	1	1
513	которые не	3	1
514	в общий	2	1
515	собою все	1	1
516	тех кто	5	1
517	за исключением	1	1
518	и люди	1	1
519	каждого отдельного	1	1
520	случае мы	1	1
521	без исключения	1	1
522	из всех	5	1
523	будет не	1	1
524	существование с	1	1
525	в разных	3	1
526	не имеющее	1	1
527	именно она	1	1
528	тем как	2	1
529	конца не	1	1
530	суть проблемы	1	1
531	в большей	1	1
532	мысли и	1	1
533	отличными от	1	1
534	сам автор	1	1
535	которые по	2	1
536	и говорить	3	1
537	или социальной	1	1
538	скажем с	1	1
539	а есть	1	1
540	то не	1	1
541	этом направлении	1	1
542	противоречие с	1	1
543	для всех	1	1
544	однако при	2	1
545	среди других	1	1
546	нашем опыте	1	1
547	не совпадающей	1	1
548	по пути	1	1
549	в духе	1	1
550	на которых	1	1
551	из двух	2	1
552	ни одна	1	1
553	только когда	1	1
554	мы бы	1	1
555	но по	3	1
556	у людей	1	1
557	представление о	3	1
558	себя лично	1	1
559	вся его	2	1
560	том или	1	1
561	и должен	1	1
562	в корне	1	1
563	на эту	1	1
564	жизни ее	1	1
565	а над	1	1
566	всю эту	1	1
567	внимание что	1	1
568	них мы	1	1
569	отличается от	6	1
570	по признаку	1	1
571	этой стороны	1	1
572	художественное произведение	1	1
573	людей с	1	1
574	не имели	1	1
575	относиться к	1	1
576	поездки в	1	1
577	приходится искать	1	1
578	с этим	12	1
579	если я	1	1
580	другом сознании	1	1
581	некоторые из	1	1
582	на этой	3	1
583	мире не	1	1
584	при условии	2	1
585	и третий	1	1
586	выше в	1	1
587	что этот	1	1
588	вопрос о	3	1
589	по тем	2	1
590	другом только	1	1
591	говоря для	1	1
592	этом я	1	1
593	всегда может	1	1
594	являются не	1	1
595	во многих	1	1
596	действительно так	1	1
597	нашем случае	2	1
598	психологии но	1	1
599	в различных	1	1
600	возможен только	1	1
601	есть продукт	1	1
602	и была	1	1
603	в сторону	3	1
604	и те	2	1
605	что ее	1	1
606	от своей	2	1
607	на практике	1	1
608	самого начала	1	1
609	всего что	1	1
610	в прошлом	1	1
611	из виду	1	1
612	еще нет	1	1
613	а сам	1	1
614	не совсем	1	1
615	значит и	1	1
616	что все	5	1
617	во всей	2	1
618	приобщения к	2	1
619	из трех	1	1
620	именно с	1	1
621	от другой	1	1
622	от себя	2	1
623	друг с	9	1
624	каким был	1	1
625	не будут	2	1
626	зрения настоящего	1	1
627	но так	2	1
628	не то	3	1
629	подлежит сомнению	3	1
630	вся эта	1	1
631	гораздо более	2	1
632	ближе к	3	1
633	бы то	3	1
634	что похоже	1	1
635	по адресу	1	1
636	времени все	1	1
637	и согласие	1	1
638	она и	1	1
639	где имеется	1	1
640	и среди	1	1
641	с перевесом	1	1
642	в психологии	4	1
643	на сторону	1	1
644	в состоянии	5	1
645	в раннем	1	1
646	мы знаем	10	1
647	начале этой	2	1
648	можно представить	1	1
649	ни было	3	1
650	этой цепи	1	1
651	который можно	1	1
652	что при	7	1
653	лишь после	1	1
654	в саму	1	1
655	чем у	8	1
656	уклад жизни	1	1
657	отказывается от	1	1
658	с другими	1	1
659	каждого человека	2	1
660	не от	2	1
661	среде и	1	1
662	в европейской	4	1
663	в каждый	6	1
664	что между	1	1
665	его в	5	1
666	распространяется на	1	1
667	что составляет	1	1
668	как же	1	1
669	том именно	1	1
670	о возможности	1	1
671	в разные	1	1
672	на разных	1	1
673	исходит от	1	1
674	что за	2	1
675	тех же	2	1
676	собой и	1	1
677	всем миром	1	1
678	между этими	2	1
679	большею частью	5	1
680	лишь на	1	1
681	его душе	1	1
682	время как	1	1
683	на земле	3	1
684	образом для	1	1
685	всех их	1	1
686	о которых	7	1
687	же касается	2	1
688	что только	3	1
689	а только	1	1
690	из одного	2	1
691	мы воспринимаем	1	1
692	всего предшествующего	1	1
693	числе и	1	1
694	как сказано	4	1
695	вопроса о	1	1
696	равной мере	1	1
697	именно как	1	1
698	к истине	1	1
699	не имея	1	1
700	не понимают	2	1
701	для развития	1	1
702	на этом	2	1
703	данный момент	4	1
704	предполагает что	1	1
705	производит впечатление	1	1
706	ли это	1	1
707	две стороны	1	1
708	мы уже	4	1
709	случаев в	1	1
710	зрения в	1	1
711	на котором	1	1
712	то ни	4	1
713	всеми без	1	1
714	совсем не	1	1
715	мы всегда	1	1
716	эти слова	1	1
717	это по	1	1
718	в развитии	1	1
719	мы были	1	1
720	как сам	1	1
721	к такой	1	1
722	что эта	4	1
723	и та	1	1
724	в тех	3	1
725	тем и	1	1
726	себя эти	1	1
727	этот вопрос	2	1
728	одну из	2	1
729	говорили что	1	1
730	но тут	1	1
731	в самой	2	1
732	которого в	2	1
733	это действительно	1	1
734	и возникает	1	1
735	из нее	2	1
736	истории и	1	1
737	лишь одно	1	1
738	к первому	1	1
739	вопрос в	1	1
740	что для	4	1
741	или о	1	1
742	существует в	1	1
743	это делает	1	1
744	стороны жизни	1	1
745	необходимо чтобы	1	1
746	если они	1	1
747	из этого	7	1
748	бы ни	1	1
749	в данный	1	1
750	его к	1	1
751	этом у	1	1
752	и пребывает	1	1
753	так или	5	1
754	самую суть	1	1
755	имея возможности	1	1
756	в один	2	1
757	национальной и	3	1
758	в одну	4	1
759	и особенно	2	1
760	если это	2	1
761	понять что	2	1
762	мы видели	2	1
763	не отличается	1	1
764	от самого	1	1
765	теперь я	1	1
766	люди что	1	1
767	то время	2	1
768	образом и	2	1
769	него только	1	1
770	за ним	1	1
771	его мнению	1	1
772	как с	1	1
773	них в	2	1
774	всеми этими	2	1
775	и сейчас	4	1
776	с и	1	1
777	которых мы	4	1
778	с такой	1	1
779	из таких	2	1
780	оно было	1	1
781	в противоречие	2	1
782	была бы	1	1
783	уже знаем	1	1
784	человек с	1	1
785	с тем	4	1
786	не приходится	1	1
787	в другой	1	1
788	ибо без	1	1
789	в меньшей	1	1
790	не исчерпывается	1	1
791	зависит не	1	1
792	из того	4	1
793	все свое	1	1
794	с каждым	1	1
795	лишь из	1	1
796	другими людьми	1	1
797	в отношении	1	1
798	однако он	1	1
799	должен не	1	1
800	усматривая в	1	1
801	выбирать между	1	1
802	не могут	4	1
803	только еще	1	1
804	этой точки	1	1
805	вместо того	1	1
806	не более	2	1
807	развития в	1	1
808	отношения к	1	1
809	этой культуры	4	1
810	пор еще	1	1
811	его сознании	1	1
812	как не	2	1
813	для каждого	1	1
814	и так	2	1
815	однако чтобы	1	1
816	себя и	2	1
817	же мало	2	1
818	мыслей и	1	1
819	сравнению с	5	1
820	именно поэтому	1	1
821	друг от	6	1
822	мир который	1	1
823	по крайней	1	1
824	к той	2	1
825	который и	1	1
826	то я	1	1
827	или ином	1	1
828	все они	6	1
829	только одно	3	1
830	совершенно не	4	1
831	впечатление что	1	1
832	вытекает из	1	1
833	что ей	1	1
834	и главное	1	1
835	если он	2	1
836	забота о	1	1
837	задний план	1	1
838	в значительной	1	1
839	по сравнению	5	1
840	характер не	1	1
841	из его	1	1
842	с которой	1	1
843	что если	3	1
844	для меня	4	1
845	него с	2	1
846	и до	3	1
847	взгляда на	1	1
848	он есть	1	1
849	перед глазами	1	1
850	при своем	1	1
851	еще один	1	1
852	раз когда	1	1
853	если их	1	1
854	делает его	1	1
855	одного в	1	1
856	на более	2	1
857	к детской	1	1
858	но мы	1	1
859	между людьми	2	1
860	психический процесс	1	1
861	заметить что	1	1
862	нет и	1	1
863	детства в	1	1
864	в состояние	1	1
865	этом однако	1	1
866	при котором	1	1
867	нами два	1	1
868	не знаем	1	1
869	приобщением к	1	1
870	этого слова	2	1
871	некоторого времени	1	1
872	решения проблемы	1	1
873	главным образом	1	1
874	у них	6	1
875	это единственный	1	1
876	в особом	1	1
877	если только	1	1
878	тот же	3	1
879	догадаться что	1	1
880	его можно	1	1
881	человека но	1	1
882	но на	2	1
883	имя которого	1	1
884	что оно	3	1
885	и многие	1	1
886	по родине	1	1
887	ничем не	5	1
888	так как	7	1
889	ему что	1	1
890	многих других	2	1
891	сверху вниз	1	1
892	может не	3	1
893	к социальной	1	1
894	различие между	1	1
895	этот процесс	2	1
896	того как	1	1
897	перестает быть	1	1
898	бы себе	1	1
899	том числе	1	1
900	уже в	1	1
901	лишь то	1	1
902	упускать из	1	1
903	естественно что	1	1
904	которые все	1	1
905	как за	1	1
906	собой или	1	1
907	ее проявления	1	1
908	от времени	2	1
909	ее в	1	1
910	указание на	1	1
911	чем тот	1	1
912	удалось бы	1	1
913	что каждый	1	1
914	о ее	1	1
915	различия между	3	1
916	быть вполне	2	1
917	всех прочих	2	1
918	что ни	1	1
919	от друга	6	1
920	этом не	1	1
921	определить место	1	1
922	и где	2	1
923	том виде	2	1
924	этом что	2	1
925	как нечто	1	1
926	застой как	1	1
927	очень много	3	1
928	более что	1	1
929	случае не	1	1
930	и без	5	1
931	себя от	1	1
932	случаях когда	3	1
933	виде в	1	1
934	при таком	2	1
935	есть только	2	1
936	однако это	2	1
937	и со	1	1
938	и я	1	1
939	в такой	4	1
940	на всем	1	1
941	по условиям	1	1
942	не создает	1	1
943	и оно	1	1
944	на его	1	1
945	вследствие этой	1	1
946	с другом	9	1
947	а так	1	1
948	бы это	1	1
949	связаны с	1	1
950	еще одной	1	1
951	жизнь и	3	1
952	не говоря	1	1
953	непрерывно и	1	1
954	и оставаться	1	1
955	том случае	4	1
956	с самого	1	1
957	выше и	4	1
958	и всеми	1	1
959	на свои	1	1
960	случае если	5	1
961	другими словами	2	1
962	ни один	4	1
963	а из	1	1
964	однако ни	1	1
965	ведь и	1	1
966	просто не	1	1
967	мы должны	4	1
968	невозможно но	2	1
969	два человека	2	1
970	и их	5	1
971	но даже	3	1
972	люди с	1	1
973	свою историю	1	1
974	оказывается что	5	1
975	конечно в	2	1
976	за спиной	1	1
977	только благодаря	1	1
978	в нашей	1	1
979	только то	2	1
980	все та	1	1
981	причем это	1	1
982	но совершенно	1	1
983	данного произведения	1	1
984	крайней мере	1	1
985	отличаться от	1	1
986	и благодаря	1	1
987	ему самому	1	1
988	благодаря этому	1	1
989	вызывает в	1	1
990	может показаться	1	1
991	в голову	1	1
992	в одинаковой	1	1
993	является ли	3	1
994	надо было	1	1
995	для этого	7	1
996	есть не	1	1
997	течением времени	4	1
