N	2gram	Tiupa_Vved	Psycholo
282	его в	1	11
283	ли это	2	11
284	образом и	1	11
285	с его	1	11
286	во всем	1	10
287	в другом	2	10
288	смысл и	1	10
289	не так	1	10
290	сами по	1	10
291	данном случае	15	10
292	в их	2	10
293	в одной	2	10
294	в данном	22	10
295	тому же	6	10
296	и у	2	10
297	но как	1	10
298	совсем не	1	10
299	и от	3	10
300	представить себе	2	10
301	здесь мы	2	10
302	не является	7	10
303	тому чтобы	1	10
304	и их	1	10
305	не есть	2	9
306	так сказать	2	9
307	в действительности	1	9
308	на него	3	9
309	внимание на	4	9
310	в чем	2	9
311	героя и	5	9
312	и та	1	9
313	в него	2	9
314	с ее	3	9
315	бы не	3	9
316	его и	1	9
317	на основании	1	9
318	в отличие	11	9
319	ответ на	2	9
320	в виде	1	9
321	по своему	3	9
322	на его	2	9
323	и по	3	9
324	тем самым	6	9
325	и ее	2	9
326	которые не	2	9
327	о чем	4	9
328	мысль о	2	9
329	роль в	2	9
330	можно сказать	6	9
331	к чему	1	9
332	если же	1	9
333	которое мы	1	9
334	в силу	2	9
335	каждого из	2	9
336	который не	1	9
337	должен быть	3	9
338	именно это	1	9
339	и наконец	2	9
340	не к	4	9
341	то чтобы	1	8
342	в сознании	5	8
343	будто бы	3	8
344	одно и	1	8
345	и тот	1	8
346	имеет дело	1	8
347	что же	6	8
348	он в	1	8
349	тем же	1	8
350	о нем	1	8
351	как все	1	8
352	и вообще	1	8
353	место в	2	8
354	и составляет	3	8
355	из всех	1	8
356	наряду с	2	8
357	гораздо более	1	8
358	в произведении	1	8
359	из того	1	8
360	чтобы понять	1	8
361	кажется что	1	8
362	этом смысле	1	8
363	в нее	1	8
364	здесь совершенно	1	8
365	во время	3	8
366	к нему	2	8
367	в процессе	1	8
368	из которого	1	8
369	и более	5	8
370	относится к	1	8
371	том как	4	8
372	и во	2	8
373	он может	1	8
374	бы и	4	8
375	жизнь и	1	8
376	эти два	1	8
377	стороны и	4	8
378	еще раз	1	7
379	он видит	1	7
380	не как	2	7
381	или вернее	1	7
382	представляет собой	18	7
383	свою очередь	5	7
384	ни одного	1	7
385	чем это	1	7
386	на том	1	7
387	она в	2	7
388	связи с	2	7
389	полагал что	1	7
390	что такое	23	7
391	в особенности	3	7
392	принадлежат к	4	7
393	имеет место	6	7
394	себе не	1	7
395	со всеми	1	7
396	они не	3	7
397	в течение	2	7
398	к ним	4	7
399	именно то	1	7
400	не существует	3	7
401	того или	1	7
402	но при	7	7
403	к которой	2	7
404	же в	3	7
405	все что	3	7
406	к этой	1	7
407	когда в	2	7
408	которые мы	1	7
409	в глаза	1	7
410	в нашем	9	7
411	от себя	2	7
412	о ней	4	7
413	в качестве	18	7
414	к жизни	2	7
415	на другой	2	7
416	бы его	1	7
417	а как	1	7
418	за ним	1	7
419	себя и	1	7
420	это то	1	7
421	времени и	7	7
422	что здесь	1	7
423	ее не	2	7
424	что автор	1	7
425	различие между	1	7
426	а на	4	7
427	и которая	1	7
428	дело в	1	7
429	слова в	3	7
430	до самого	1	6
431	даже в	3	6
432	более или	2	6
433	он был	1	6
434	что вся	1	6
435	людей и	1	6
436	что как	1	6
437	к этим	1	6
438	бы что	1	6
439	того и	1	6
440	в сторону	1	6
441	из него	2	6
442	не могла	1	6
443	она была	2	6
444	что есть	1	6
445	обратимся к	2	6
446	события в	1	6
447	всех этих	1	6
448	одного и	1	6
449	говорит нам	1	6
450	в отношении	1	6
451	оно не	2	6
452	содержание и	1	6
453	к его	5	6
454	и затем	2	6
455	приводит к	2	6
456	да и	3	6
457	для нее	1	6
458	каждой из	1	6
459	и вся	3	6
460	как если	1	6
461	каждый из	1	6
462	событий в	2	6
463	только с	1	6
464	находятся в	1	6
465	нуждается в	1	6
466	материал для	1	6
467	на нее	2	6
468	с однако	1	6
469	один и	1	6
470	и без	1	6
471	не все	2	6
472	и другого	1	6
473	мы узнаем	2	6
474	этот рассказ	1	6
475	слова и	3	6
476	событий и	2	6
477	еще более	2	6
478	из нее	1	6
479	иначе как	1	6
480	имеет в	1	6
481	говорить о	5	6
482	не что	1	6
483	или менее	2	6
484	что иное	1	6
485	второй план	1	6
486	тем не	3	6
487	евгении онегине	1	6
488	это мы	1	6
489	так точно	1	6
490	а только	3	6
491	уже не	7	6
492	или иного	1	6
493	а потому	1	6
494	его с	2	6
495	только одно	1	6
496	тот кто	2	6
497	то и	2	6
498	заметить что	2	6
499	что я	2	6
500	жизни но	1	6
501	просто и	1	6
502	так в	5	6
503	что касается	5	6
504	отношение к	5	6
505	иное как	1	6
506	совершается в	1	6
507	мы переживаем	2	6
508	действующее лицо	2	5
509	в евгении	1	5
510	между ними	1	5
511	ни одна	1	5
512	и сам	2	5
513	и опять	2	5
514	на эту	1	5
515	нам не	1	5
516	благодаря тому	1	5
517	можно ли	1	5
518	и еще	1	5
519	к которому	2	5
520	во всей	1	5
521	но так	2	5
522	становится совершенно	1	5
523	между собой	2	5
524	в эту	1	5
525	эти слова	2	5
526	реакции на	1	5
527	точку зрения	2	5
528	оно может	1	5
529	его к	1	5
530	если в	3	5
531	в другой	1	5
532	вместо того	2	5
533	отношения к	1	5
534	том смысле	1	5
535	для читателя	1	5
536	на вопрос	1	5
537	это все	1	5
538	быть не	4	5
539	он является	2	5
540	и теперь	1	5
541	и наоборот	1	5
542	она может	2	5
543	у них	3	5
544	то или	1	5
545	нам только	1	5
546	что ему	1	5
547	совершенно другим	1	5
548	зависит от	3	5
549	он как	1	5
550	одна и	1	5
551	которых он	1	5
552	таком случае	1	5
553	все равно	2	5
554	однако не	2	5
555	в каждой	1	5
556	к одному	2	5
557	но она	2	5
558	не следует	3	5
559	роль и	1	5
560	по выражению	3	5
561	разговора с	1	5
562	связь с	1	5
563	его рассказа	1	5
564	но они	3	5
565	не мог	2	5
566	то в	1	5
567	и было	1	5
568	это будет	1	5
569	указать на	1	5
570	хотя и	10	5
571	столько же	1	5
572	не знает	2	5
573	которое в	4	5
574	и она	1	5
575	самое и	1	5
576	это делает	1	5
577	себя в	4	5
578	представляют собой	3	5
579	вот как	1	5
580	же самые	1	5
581	в романе	6	5
582	она и	1	5
583	в известном	1	5
584	еще и	2	5
585	принадлежит к	3	5
586	том же	1	5
587	все они	2	5
588	этой области	1	5
589	это означает	1	5
590	а то	2	5
591	человека в	2	5
592	или не	3	5
593	дело не	2	5
594	одного из	3	5
595	вызывает в	1	5
596	оно становится	1	4
597	характер и	1	4
598	его от	1	4
599	с собой	1	4
600	смысл в	1	4
601	или от	1	4
602	в речи	3	4
603	к другим	1	4
604	и другим	1	4
605	и смерти	2	4
606	нам в	1	4
607	человека не	1	4
608	в противоположность	1	4
609	из одного	1	4
610	и вдруг	1	4
611	потому не	2	4
612	пути и	1	4
613	рассказа как	1	4
614	но для	1	4
615	человек и	1	4
616	в связи	1	4
617	одном из	1	4
618	это на	1	4
619	все остальные	1	4
620	на самый	1	4
621	и хотя	1	4
622	должны были	3	4
623	или иное	1	4
624	природы и	1	4
625	указанием на	1	4
626	рассказ в	4	4
627	любви и	2	4
628	к сожалению	1	4
629	в корне	1	4
630	же самой	1	4
631	с он	1	4
632	со времен	2	4
633	от своего	2	4
634	можно назвать	2	4
635	из нас	1	4
636	он мог	1	4
637	из которой	2	4
638	с которой	1	4
639	отношении к	1	4
640	одной из	1	4
641	тот самый	1	4
642	это вовсе	1	4
643	этот второй	1	4
644	здесь не	2	4
645	только потому	1	4
646	и всякий	1	4
647	значение в	1	4
648	основе своей	2	4
649	нашу мысль	1	4
650	в первой	1	4
651	бы для	1	4
652	произведения как	1	4
653	вот это	1	4
654	чтобы сделать	1	4
655	могут служить	3	4
656	также и	6	4
657	не по	4	4
658	не с	4	4
659	к анализу	1	4
660	именно эта	2	4
661	при такой	1	4
662	при всем	1	4
663	может и	1	4
664	если она	2	4
665	к фабуле	1	4
666	вплоть до	2	4
667	случае в	1	4
668	к числу	1	4
669	строго говоря	2	4
670	от этих	2	4
671	в первом	3	4
672	по отношению	11	4
673	и того	3	4
674	с помощью	1	4
675	следует отнести	2	4
676	не имеем	1	4
677	это означало	1	4
678	на наших	1	4
679	настоящее время	1	4
680	который в	5	4
681	и вместо	1	4
682	ее и	2	4
683	мы читаем	1	4
684	начала и	2	4
685	слов в	2	4
686	в несколько	1	4
687	произведение как	1	4
688	это что	1	4
689	и действие	1	4
690	в мире	9	4
691	без которого	1	4
692	его жизни	1	4
693	материалом для	1	4
694	для его	1	4
695	однако в	9	4
696	что может	1	4
697	что без	1	4
698	означает что	1	4
699	что до	2	4
700	в состав	5	4
701	не на	3	4
702	содержание рассказа	1	4
703	с ней	1	4
704	в настоящее	1	4
705	с ними	2	4
706	в слове	4	4
707	не до	3	4
708	вытекает из	1	4
709	в детской	3	4
710	составляет основу	1	4
711	автора и	1	4
712	в истории	1	4
713	же время	4	4
714	нуждаются в	1	4
715	мог бы	2	4
716	рассказ и	1	4
717	высшей степени	2	4
718	форм и	1	4
719	аналогии с	2	4
720	не для	1	4
721	бы на	1	4
722	как у	3	4
723	несет в	4	4
724	и где	1	4
725	по смыслу	1	4
726	исходили из	1	4
727	к концу	1	4
728	к своему	2	4
729	ли не	2	4
730	это так	1	4
731	предположить что	1	4
732	не могу	2	4
733	так называемой	2	4
734	не имея	1	4
735	обстоит дело	1	4
736	к области	1	4
737	в пределах	3	4
738	стало быть	10	4
739	рассказа в	3	4
740	благодаря этому	1	4
741	этом рассказе	1	4
742	в центре	4	3
743	в игре	1	3
744	что художественное	1	3
745	но смысл	1	3
746	не столько	5	3
747	жизнь в	1	3
748	людей а	1	3
749	или ином	1	3
750	по своим	3	3
751	своего исследования	1	3
752	на первый	3	3
753	связано с	3	3
754	с что	1	3
755	было в	2	3
756	из их	1	3
757	в этот	3	3
758	к своей	2	3
759	чего не	1	3
760	о них	4	3
761	она требует	1	3
762	автор как	1	3
763	в разных	2	3
764	он сам	1	3
765	на котором	1	3
766	ближе к	3	3
767	здесь как	2	3
768	не сумел	2	3
769	с другими	1	3
770	по аналогии	4	3
771	и всю	1	3
772	на земле	1	3
773	образом для	1	3
774	по необходимости	1	3
775	воздействия на	1	3
776	романе в	1	3
777	на другом	1	3
778	бы она	1	3
779	в наше	1	3
780	мы всегда	1	3
781	в ответ	2	3
782	выпадает на	1	3
783	на долю	1	3
784	иметь в	1	3
785	разрешается в	1	3
786	выражается в	1	3
787	она оказывается	1	3
788	этом не	2	3
789	в сюжете	1	3
790	действительной жизни	1	3
791	от простого	1	3
792	героя в	3	3
793	оно было	1	3
794	в более	1	3
795	в форме	1	3
796	о самом	1	3
797	обращается к	2	3
798	это время	2	3
799	на их	1	3
800	нет ничего	2	3
801	то он	2	3
802	в прозе	1	3
803	своем роде	2	3
804	и состоит	1	3
805	на основе	2	3
806	для меня	1	3
807	в которую	1	3
808	этого как	1	3
809	переходит к	1	3
810	котором мы	1	3
811	еще в	3	3
812	этом случае	1	3
813	то они	1	3
814	наших глазах	1	3
815	он и	2	3
816	смысл этой	1	3
817	слова а	1	3
818	в движение	1	3
819	участие в	1	3
820	всех прочих	1	3
821	этого произведения	1	3
822	и я	1	3
823	со своей	4	3
824	тем более	3	3
825	связаны с	1	3
826	мере в	2	3
827	в полной	1	3
828	других авторов	1	3
829	к игре	1	3
830	оказывается и	1	3
831	нам о	2	3
832	могло быть	1	3
833	не хотел	1	3
834	что можно	1	3
835	может показаться	1	3
836	понять что	1	3
837	нам как	1	3
838	к работе	1	3
839	в каком-то	1	3
840	этих событий	2	3
841	мы и	2	3
842	случае не	1	3
843	которое может	2	3
844	не бывает	1	3
845	дело здесь	1	3
846	том или	1	3
847	его на	1	3
848	которое не	2	3
849	и нет	1	3
850	жизни а	1	3
851	которой он	1	3
852	у древних	1	3
853	являются не	1	3
854	действительно так	1	3
855	между двумя	5	3
856	превращается в	1	3
857	пока еще	6	3
858	следующим образом	1	3
859	быть в	1	3
860	имеем дело	5	3
861	как я	1	3
862	несовместимым с	1	3
863	что содержание	1	3
864	на почве	1	3
865	в восприятии	1	3
866	не принадлежит	2	3
867	чем у	1	3
868	не была	1	3
869	в угол	1	3
870	не о	2	3
871	и можно	1	3
872	одним из	5	3
873	быть только	2	3
874	совершенно иное	1	3
875	рассказ не	1	3
876	зрения и	1	3
877	точек зрения	2	3
878	на которую	1	3
879	действие в	1	3
880	определенным образом	1	3
881	от самого	1	3
882	личности и	1	3
883	хотя в	2	3
884	даже не	1	3
885	на стороне	1	3
886	к рассказу	1	3
887	как известно	2	3
888	в школе	1	3
889	на который	1	3
890	и др	2	3
891	речи и	1	3
892	бы быть	1	3
893	наше время	1	3
894	однако и	3	3
895	положения и	1	3
896	как таковой	1	3
897	характера а	1	3
898	мы при	1	3
899	и который	2	3
900	для себя	2	3
901	о которой	4	3
902	равным образом	1	3
903	на читателя	1	3
904	ни о	2	3
905	вместо этого	1	3
906	которые могут	2	3
907	именно поэтому	1	3
908	друг от	2	3
909	которая не	2	3
910	ни к	3	3
911	связана с	1	3
912	такого рода	23	3
913	к себе	2	3
914	не могло	2	3
915	значение для	1	3
916	и сюжета	1	3
917	только одна	1	3
918	увидим ниже	1	3
919	они были	1	3
920	смысле что	1	3
921	фон для	1	3
922	отношению к	11	3
923	свести к	1	3
924	же мере	1	3
925	мире в	1	3
926	узнаем что	1	3
927	же не	1	3
928	чем он	1	3
929	но с	1	3
930	от друга	2	3
931	другой смысл	1	3
932	или иначе	2	3
933	а также	12	3
934	очень много	1	3
935	естественно что	1	3
936	и оно	2	3
937	а к	3	3
938	всеми остальными	1	3
939	узнает о	1	3
940	оно в	1	3
941	быть и	2	3
942	у нее	4	3
943	в отдельности	1	3
944	впечатление которое	1	3
945	применительно к	2	3
946	в высшей	2	3
947	означало бы	2	3
948	и прежде	1	3
949	же самым	1	3
950	говорит не	1	3
951	этого необходимо	1	2
952	никогда и	1	2
953	можем обозначить	1	2
954	она стала	1	2
955	не зависит	2	2
956	время не	1	2
957	роман в	1	2
958	этим объясняется	1	2
959	или положение	1	2
960	именно они	1	2
961	я сказал	1	2
962	от первой	1	2
963	мысли о	1	2
964	в лирике	1	2
965	произведении и	1	2
966	говорится о	1	2
967	самые слова	1	2
968	некоторые из	1	2
969	повествования и	4	2
970	осуществляется в	1	2
971	уже до	1	2
972	следовало бы	1	2
973	видели в	1	2
974	своей природе	2	2
975	из жизни	3	2
976	оно как	1	2
977	времени в	3	2
978	не всегда	2	2
979	существенное значение	1	2
980	на пути	1	2
981	и была	1	2
982	на практике	1	2
983	точке зрения	1	2
984	бесконечное число	1	2
985	с другим	1	2
986	говорит с	1	2
987	гораздо существеннее	1	2
988	так не	1	2
989	от них	2	2
990	в структуре	1	2
991	к ее	3	2
992	крайней мере	1	2
993	всего в	1	2
994	к восприятию	1	2
995	и представляет	4	2
996	герой и	3	2
997	на глазах	1	2
998	о влиянии	1	2
999	события а	1	2
1000	к герою	1	2
1001	при сохранении	1	2
1002	он к	1	2
1003	нам удалось	1	2
1004	с наконец	1	2
1005	счете к	1	2
1006	объединены в	1	2
1007	может оказаться	1	2
1008	у этого	1	2
1009	является и	1	2
1010	только она	1	2
1011	значении которое	1	2
1012	ни от	2	2
1013	как по	2	2
1014	этого события	2	2
1015	этом последнем	1	2
1016	мы никак	1	2
1017	без него	1	2
1018	вводит в	1	2
1019	кто из	1	2
1020	а для	2	2
1021	той или	5	2
1022	когда под	1	2
1023	только от	1	2
1024	о себе	1	2
1025	говоря в	1	2
1026	в только	1	2
1027	сюда же	1	2
1028	с какой	1	2
1029	не один	2	2
1030	человека как	1	2
1031	самому себе	1	2
1032	сомневаться в	1	2
1033	по своей	4	2
1034	себя за	1	2
1035	того кто	1	2
1036	и глубоко	1	2
1037	действующего лица	1	2
1038	жизнь этого	1	2
1039	не ее	1	2
1040	случае это	4	2
1041	с героями	2	2
1042	и сами	2	2
1043	и писатель	1	2
1044	от нее	1	2
1045	связи и	1	2
1046	даже чисто	1	2
1047	от сознания	2	2
1048	известную долю	1	2
1049	мы встречаем	1	2
1050	себе представить	1	2
1051	рассказа о	2	2
1052	он на	1	2
1053	интерес к	1	2
1054	для них	3	2
1055	литературного произведения	1	2
1056	и казалось	1	2
1057	этого процесса	1	2
1058	исключительно в	3	2
1059	но никогда	1	2
1060	для каждого	1	2
1061	произведение в	2	2
1062	и герой	1	2
1063	на целый	1	2
1064	жизни в	5	2
1065	в те	1	2
1066	вследствие этого	5	2
1067	первой главе	1	2
1068	что вообще	1	2
1069	такая точка	1	2
1070	впечатление что	1	2
1071	глубже в	1	2
1072	сказано что	1	2
1073	и холодного	1	2
1074	же я	1	2
1075	тем или	1	2
1076	отнести к	1	2
1077	с нами	1	2
1078	в значительной	2	2
1079	наконец в	1	2
1080	быть определена	1	2
1081	ни для	1	2
1082	смысл который	2	2
1083	и ему	1	2
1084	с того	3	2
1085	еще один	3	2
1086	было и	2	2
1087	он весь	1	2
1088	отца и	1	2
1089	и т.д	6	2
1090	в сфере	7	2
1091	от которой	1	2
1092	это ясно	1	2
1093	по ходу	2	2
1094	автором в	1	2
1095	мать и	1	2
1096	факт который	1	2
1097	во времени	2	2
1098	жизни не	2	2
1099	не означает	1	2
1100	именно к	2	2
1101	в любви	1	2
1102	не поддается	1	2
1103	мы вынуждены	1	2
1104	чем объясняется	1	2
1105	образ и	1	2
1106	этом он	1	2
1107	в литературе	2	2
1108	нашего внимания	1	2
1109	сходятся в	1	2
1110	со словами	1	2
1111	всего романа	1	2
1112	и со	1	2
1113	и могут	1	2
1114	быть сведена	1	2
1115	нам следует	1	2
1116	ему не	1	2
1117	читателя в	1	2
1118	которые могли	1	2
1119	с первым	1	2
1120	героев как	1	2
1121	другой в	2	2
1122	качестве своего	1	2
1123	к смерти	1	2
1124	в начале	3	2
1125	и времени	2	2
1126	и жизни	1	2
1127	отличать от	1	2
1128	хотя она	1	2
1129	когда ее	1	2
1130	бы я	1	2
1131	или читатель	1	2
1132	вообще не	1	2
1133	или иной	5	2
1134	здесь все	1	2
1135	на своих	1	2
1136	реальностью и	1	2
1137	новое и	1	2
1138	всегда можем	1	2
1139	роковым образом	1	2
1140	которая была	1	2
1141	рассказ о	1	2
1142	которая в	3	2
1143	все люди	1	2
1144	случае мы	1	2
1145	за собой	1	2
1146	для восприятия	1	2
1147	или иному	2	2
1148	очень серьезно	1	2
1149	их не	1	2
1150	в рассказ	1	2
1151	которого нет	1	2
1152	ведет к	2	2
1153	как история	1	2
1154	внимание к	2	2
1155	как с	1	2
1156	оттого что	2	2
1157	своему герою	1	2
1158	и предполагает	2	2
1159	в вопросе	1	2
1160	и мысли	1	2
1161	сводятся к	2	2
1162	представления о	1	2
1163	и показывает	1	2
1164	отмечает что	1	2
1165	не об	1	2
1166	не вполне	4	2
1167	как оно	2	2
1168	его собственной	2	2
1169	читателя при	1	2
1170	у себя	1	2
1171	жизни как	2	2
1172	например когда	1	2
1173	для разработки	1	2
1174	это отношение	1	2
1175	они сами	1	2
1176	тут же	3	2
1177	поведение и	1	2
1178	и становится	1	2
1179	свои собственные	1	2
1180	другом случае	1	2
1181	и направляет	1	2
1182	от ее	1	2
1183	той степени	1	2
1184	на свете	1	2
1185	на протяжении	2	2
1186	первом случае	1	2
1187	элементов из	1	2
1188	создается не	2	2
1189	полной мере	1	2
1190	тайны и	1	2
1191	они в	1	2
1192	не от	1	2
1193	в европейской	2	2
1194	в некоторой	1	2
1195	преимущественно в	1	2
1196	сознания к	1	2
1197	рассказ об	1	2
1198	в разные	1	2
1199	не говорит	1	2
1200	следует рассматривать	1	2
1201	прямо не	1	2
1202	между этими	1	2
1203	из четырех	3	2
1204	вошел в	1	2
1205	и цель	1	2
1206	природе своей	2	2
1207	и смысла	1	2
1208	не приходится	1	2
1209	что смысл	1	2
1210	сведена к	1	2
1211	подошла к	1	2
1212	всегда имеет	1	2
1213	убедимся что	1	2
1214	одновременно в	1	2
1215	бы оно	1	2
1216	видим и	1	2
1217	слова это	1	2
1218	во втором	4	2
1219	я уже	1	2
1220	как одна	1	2
1221	живет в	1	2
1222	с каким-то	1	2
1223	одном и	1	2
1224	в науке	1	2
1225	и вновь	3	2
1226	не видим	1	2
1227	поэтому и	1	2
1228	до этого	2	2
1229	так называемый	1	2
1230	легко и	1	2
1231	страстях и	1	2
1232	себя с	1	2
1233	что могло	1	2
1234	как о	2	2
1235	похожим на	1	2
1236	фактов и	1	2
1237	которого является	1	2
1238	от его	1	2
1239	своей жизни	3	2
1240	нами совершенно	1	2
1241	по крайней	1	2
1242	говоря и	1	2
1243	тех же	2	2
1244	смерти и	1	2
1245	задний план	1	2
1246	этой двойственности	1	2
1247	всего на	2	2
1248	говоря это	2	2
1249	о действии	1	2
1250	тому или	2	2
1251	он есть	1	2
1252	автора в	5	2
1253	а слово	2	2
1254	позволил бы	1	2
1255	но именно	3	2
1256	событие в	1	2
1257	взгляде на	1	2
1258	друг друга	1	2
1259	он рассказывает	1	2
1260	истории литературы	1	2
1261	такова природа	1	2
1262	степени в	1	2
1263	ряд других	1	2
1264	о человеке	1	2
1265	деле не	1	2
1266	указание на	1	2
1267	со своим	1	2
1268	в повести	1	2
1269	которому она	1	2
1270	и слова	2	2
1271	а о	1	2
1272	есть с	1	2
1273	указывает и	1	2
1274	и психологически	1	2
1275	говорят о	2	2
1276	в следующем	1	2
1277	для которого	4	2
1278	сказать и	1	2
1279	евгений онегин	1	2
1280	только к	1	2
1281	и сцепление	1	2
1282	ли в	1	2
1283	жизни для	2	2
1284	слово это	2	2
1285	рассказе может	1	2
1286	взрослого человека	1	2
1287	как уже	1	2
1288	вся жизнь	2	2
1289	отдельного слова	1	2
1290	исследования в	1	2
1291	это явление	1	2
1292	быть как	1	2
1293	с кем	1	2
1294	им не	1	2
1295	самой своей	1	2
1296	в литературном	1	2
1297	все содержание	1	2
1298	бы он	1	2
1299	свидетельствуют о	1	2
1300	и неожиданно	1	2
1301	на всем	1	2
1302	дело обстоит	2	2
1303	как для	3	2
1304	все было	2	2
1305	существенную роль	1	1
1306	и трудное	1	1
1307	более не	2	1
1308	истории так	1	1
1309	жизни которая	1	1
