N	2gram	Propp_Isto	EvropaiE
454	к некоторому	1	1
455	крови и	1	1
456	или иначе	1	1
457	как по	1	1
458	с ней	2	1
459	это один	3	1
460	дать ей	1	1
461	так называемый	2	1
462	о характере	1	1
463	это мы	1	1
464	помощи которого	1	1
465	мысль о	2	1
466	по отношению	6	1
467	точнее и	1	1
468	в точном	1	1
469	некоторых случаях	2	1
470	которые как	1	1
471	можно судить	2	1
472	что не	2	1
473	как его	1	1
474	в ту	2	1
475	в глубине	2	1
476	в крови	1	1
477	строем но	1	1
478	и другое	2	1
479	именно о	1	1
480	есть то	1	1
481	она является	1	1
482	исходит из	3	1
483	или на	7	1
484	и всего	1	1
485	не делает	2	1
486	из всего	1	1
487	и будет	1	1
488	то время	3	1
489	бы сделать	1	1
490	сводится к	1	1
491	историческое явление	1	1
492	такое явление	1	1
493	этого можно	1	1
494	понимать как	1	1
495	можно назвать	3	1
496	тому что	1	1
497	мы получаем	1	1
498	оно всегда	1	1
499	конечно не	2	1
500	с той	2	1
501	в связи	7	1
502	правда в	1	1
503	те же	1	1
504	вышла из	1	1
505	следует понимать	1	1
506	есть нечто	1	1
507	с ними	2	1
508	в соответствии	1	1
509	время как	3	1
510	меняется а	1	1
511	вступлении в	3	1
512	с такими	2	1
513	что по	1	1
514	уходит с	1	1
515	но нельзя	1	1
516	все эти	6	1
517	себя как	1	1
518	эти две	2	1
519	на земле	1	1
520	по ее	1	1
521	мнение что	2	1
522	все же	17	1
523	более точные	1	1
524	имеется в	3	1
525	но когда	1	1
526	которая при	1	1
527	при таком	2	1
528	собой между	1	1
529	есть только	3	1
530	противном случае	1	1
531	этого слова	1	1
532	и т	39	1
533	одно из	2	1
534	перед собой	1	1
535	к концу	1	1
536	последнее время	1	1
537	ли не	1	1
538	в такой	2	1
539	к какому	1	1
540	в исторической	7	1
541	один и	2	1
542	выше мы	6	1
543	ли он	3	1
544	ее частей	1	1
545	о котором	1	1
546	в русских	4	1
547	в двух	1	1
548	и следовательно	1	1
549	войти в	2	1
550	же касается	1	1
551	иногда на	1	1
552	бы дать	3	1
553	с большей	1	1
554	речь идет	1	1
555	древнего египта	1	1
556	пока ты	4	1
557	и это	2	1
558	играет роль	1	1
559	более как	1	1
560	возникает вопрос	1	1
561	именно с	1	1
562	в обстановке	1	1
563	то можно	1	1
564	но все-таки	2	1
565	об этом	11	1
566	говорит об	1	1
567	на себе	1	1
568	или менее	5	1
569	жизни вообще	1	1
570	что как	1	1
571	уже не	3	1
572	в одной	3	1
573	отметим что	2	1
574	всем его	1	1
575	в любой	1	1
576	а для	2	1
577	что конечно	1	1
578	к жизни	2	1
579	если при	1	1
580	коротко ли	1	1
581	но его	3	1
582	около этого	1	1
583	нет ничего	2	1
584	не менее	7	1
585	большей или	2	1
586	могли бы	3	1
587	поскольку это	1	1
588	непосредственно от	1	1
589	том случае	1	1
590	становится ясным	2	1
591	ответить на	1	1
592	где этот	1	1
593	от себя	1	1
594	рассматривать как	2	1
595	в основе	4	1
596	зависит от	3	1
597	а если	2	1
598	то это	9	1
599	южной америке	2	1
600	бы с	1	1
601	отличие от	3	1
602	и русской	1	1
603	же обстоит	2	1
604	мы увидим	17	1
605	такие же	1	1
606	что мы	9	1
607	на этом	3	1
608	значит что	2	1
609	когда мы	4	1
610	на острове	2	1
611	освободиться от	1	1
612	исследования по	1	1
613	как одно	1	1
614	может она	1	1
615	случаи когда	3	1
616	мы говорили	1	1
617	тот что	1	1
618	то и	2	1
619	земель в	1	1
620	связь и	1	1
621	так называемой	1	1
622	чем то	1	1
623	всего этого	1	1
624	связана с	7	1
625	и необходимость	1	1
626	относится к	2	1
627	ли за	1	1
628	и иных	1	1
629	ту же	1	1
630	при рассмотрении	1	1
631	вместо того	2	1
632	здесь можно	5	1
633	долгий путь	1	1
634	производится в	2	1
635	уже о	1	1
636	или же	1	1
637	мы хотели	1	1
638	в этот	1	1
639	с живыми	1	1
640	других народов	1	1
641	в новой	2	1
642	было только	1	1
643	стороне от	1	1
644	быть и	1	1
645	только тогда	1	1
646	в изучении	1	1
647	к тем	1	1
648	увидим что	8	1
649	культуры от	1	1
650	в свет	1	1
651	должны быть	4	1
652	но они	6	1
653	или иных	1	1
654	и их	4	1
655	в которую	3	1
656	которые можно	2	1
657	не получит	1	1
658	говорить о	1	1
659	если ему	1	1
660	что эта	3	1
661	на его	2	1
662	тех же	1	1
663	в тех	4	1
664	на пути	2	1
665	и когда	4	1
666	связь между	4	1
667	вспомним что	3	1
668	производства как	1	1
669	от других	1	1
670	у других	1	1
671	на примере	1	1
672	и детей	1	1
673	не обязательно	1	1
674	в начале	3	1
675	мы хотим	2	1
676	еще в	2	1
677	входит в	1	1
678	даже не	2	1
679	на берегу	1	1
680	значительной степени	1	1
681	и затем	1	1
682	перед лицом	1	1
683	в совершенно	2	1
684	несколько ниже	1	1
685	чтобы не	3	1
686	этих случаях	11	1
687	к которой	2	1
688	это может	2	1
689	что из	1	1
690	и ценой	1	1
691	как то	1	1
692	и наоборот	1	1
693	или иное	1	1
694	мы здесь	8	1
695	в силе	1	1
696	вопрос можно	1	1
697	достаточно чтобы	1	1
698	входить в	1	1
699	многих случаях	1	1
700	это вопрос	1	1
701	в каких	3	1
702	состоит в	1	1
703	оно будет	1	1
704	сомнения что	1	1
705	народы как	1	1
706	чем это	5	1
707	в рамках	2	1
708	нем и	1	1
709	некоторое время	3	1
710	или меньшей	2	1
711	так то	2	1
712	значение и	2	1
713	вопрос в	2	1
714	в отличие	3	1
715	он в	5	1
716	можно усмотреть	2	1
717	соответствии с	2	1
718	связанного с	1	1
719	каждой из	1	1
720	к двум	1	1
721	это потому	1	1
722	одного из	1	1
723	она может	1	1
724	что для	1	1
725	него не	1	1
726	краткими указаниями	1	1
727	мы устанавливаем	1	1
728	и тот	3	1
729	друг другу	1	1
730	продукты которые	1	1
731	той же	1	1
732	тех случаях	1	1
733	только одна	2	1
734	сев америка	1	1
735	которые в	3	1
736	пребывает в	1	1
737	их к	1	1
738	мы бы	1	1
739	и ее	3	1
740	эту же	1	1
741	сам в	1	1
742	это можно	1	1
743	такая же	1	1
744	находятся на	1	1
745	условия и	1	1
746	тот же	3	1
747	относиться к	1	1
748	и несколько	1	1
749	в нашем	1	1
750	зрения есть	1	1
751	к которому	5	1
752	с собой	2	1
753	не значит	1	1
754	берегу моря	1	1
755	как те	1	1
756	по этому	2	1
757	мы будем	5	1
758	их можно	1	1
759	вплоть до	2	1
760	в полном	1	1
761	ней в	1	1
762	и о	1	1
763	который в	2	1
764	напоминает собой	1	1
765	одна из	4	1
766	все еще	3	1
767	только бы	1	1
768	значение как	1	1
769	которые мы	1	1
770	и культурной	1	1
771	и его	5	1
772	будь то	1	1
773	оно может	2	1
774	тех или	1	1
775	в противном	1	1
776	дальнейшее рассмотрение	1	1
777	из русской	1	1
778	т д	35	1
779	что во	1	1
780	но кроме	1	1
781	явление которое	2	1
782	в европе	1	1
783	с теми	1	1
784	также о	1	1
785	в нем	8	1
786	не будут	1	1
787	отдельных стран	1	1
788	но это	8	1
789	если мы	4	1
790	других случаях	2	1
791	для этого	3	1
792	с ее	2	1
793	прибавим от	1	1
794	всех этих	4	1
795	обратиться к	1	1
796	но так	3	1
797	к какой	1	1
798	означает что	4	1
799	в самой	1	1
800	хотели бы	1	1
801	пришлось бы	1	1
802	случае когда	1	1
803	в большей	1	1
804	ли для	1	1
805	и неизвестно	1	1
806	жизнью и	1	1
807	на ту	1	1
808	фигурирует в	1	1
809	гораздо более	1	1
810	мы привели	2	1
