N	2gram	Bakhtin_Pr	Analitik
446	наконец в	4	4
447	и ее	5	4
448	отношение к	4	4
449	и о	7	4
450	в области	1	4
451	сознания в	1	4
452	или точнее	1	4
453	дело здесь	2	4
454	или напротив	1	4
455	более того	8	4
456	от него	1	3
457	в центре	1	3
458	художественное единство	1	3
459	с героем	3	3
460	к этой	1	3
461	с этой	2	3
462	случае не	1	3
463	тем как	5	3
464	и был	1	3
465	какой бы	2	3
466	сам автор	1	3
467	одному из	1	3
468	в виду	3	3
469	у пушкина	1	3
470	и с	9	3
471	на свою	1	3
472	в речи	3	3
473	в жизни	5	3
474	и внутренне	4	3
475	авторская позиция	1	3
476	в момент	1	3
477	в такой	1	3
478	при условии	2	3
479	вопрос о	3	3
480	целого романа	1	3
481	раз и	6	3
482	ничто не	1	3
483	на самом	5	3
484	это было	1	3
485	художественного видения	8	3
486	себе в	1	3
487	дистанция между	1	3
488	как на	4	3
489	автор как	3	3
490	что все	2	3
491	в зависимости	5	3
492	из возможных	2	3
493	в противном	1	3
494	на котором	3	3
495	повесть о	1	3
496	всего в	2	3
497	бы то	3	3
498	на почве	5	3
499	при анализе	1	3
500	что у	2	3
501	первом случае	1	3
502	должно быть	8	3
503	в состоянии	1	3
504	которого он	1	3
505	и за	1	3
506	для своего	2	3
507	связи с	3	3
508	от автора	6	3
509	в связи	1	3
510	человек в	1	3
511	так сказать	9	3
512	это путь	1	3
513	между собой	2	3
514	и героем	1	3
515	представляется нам	2	3
516	что как	2	3
517	но к	1	3
518	он сам	5	3
519	не был	2	3
520	остается в	2	3
521	здесь как	1	3
522	смысл и	1	3
523	в рассказе	2	3
524	речи и	4	3
525	в тех	1	3
526	литературному произведению	1	3
527	теми же	1	3
528	бы ни	3	3
529	оно может	2	3
530	слова как	3	3
531	и следует	1	3
532	в точке	2	3
533	во время	1	3
534	всех этих	2	3
535	случае это	1	3
536	в сюжете	1	3
537	нам кажется	7	3
538	один голос	2	3
539	например в	5	3
540	тогда когда	1	3
541	на первом	1	3
542	что они	1	3
543	и романа	2	3
544	никак не	4	3
545	поэтому в	3	3
546	себе не	2	3
547	можно было	3	3
548	этом как	1	3
549	оно не	3	3
550	сами по	4	3
551	если не	1	3
552	сюжета и	1	3
553	есть лишь	1	3
554	также может	1	3
555	смысла и	1	3
556	заключается в	1	3
557	в творческом	1	3
558	установкой на	1	3
559	ли он	1	3
560	своего предмета	1	3
561	ему и	1	3
562	о котором	1	3
563	зависимости от	5	3
564	в словах	4	3
565	человека и	2	3
566	то он	3	3
567	двуголосое слово	7	3
568	своей собственной	1	3
569	принципиально не	1	3
570	быть не	1	3
571	авторской позиции	1	3
572	из его	3	3
573	и больше	1	3
574	героя а	6	3
575	т п	10	3
576	героя в	7	3
577	впервые в	1	3
578	она может	2	3
579	с людьми	1	3
580	мог бы	1	3
581	утрачивает свою	1	3
582	к миру	3	3
583	на этот	4	3
584	его можно	2	3
585	к содержанию	1	3
586	на языке	2	3
587	так как	9	3
588	они не	5	3
589	за собою	3	3
590	том числе	1	3
591	себя самого	3	3
592	где он	1	3
593	видеть в	2	3
594	указание на	1	3
595	же не	4	3
596	дело в	2	3
597	далека от	1	3
598	ведь это	4	3
599	но с	4	3
600	а о	1	3
601	сам по	2	3
602	не от	1	3
603	а то	3	3
604	в какой	2	3
605	противном случае	1	3
606	мира и	7	3
607	к своему	2	3
608	один и	1	3
609	этих двух	1	3
610	может иметь	1	3
611	только к	1	3
612	она не	10	3
613	также и	3	3
614	в ней	2	3
615	но он	4	3
616	независимо от	1	3
617	мы должны	3	3
618	его речи	2	3
619	человека с	1	3
620	этих случаях	2	3
621	идет о	5	3
622	двуголосого слова	3	3
623	же самое	1	3
624	нас самих	1	3
625	которые в	1	3
626	в категориях	2	3
627	произведения не	2	3
628	когда он	2	3
629	может показаться	1	3
630	слова в	12	3
631	жизни и	3	3
632	все еще	2	3
633	на то	5	3
634	может и	1	3
635	ведь и	4	3
636	для этого	3	3
637	другого сознания	1	3
638	и наконец	7	3
639	из уст	1	3
640	не к	1	3
641	момент его	2	3
642	является в	2	2
643	художественном мире	4	2
644	и мира	1	2
645	отношения не	1	2
646	еще более	2	2
647	тому что	3	2
648	и взаимодействие	2	2
649	и героя	1	2
650	тем или	2	2
651	а перед	1	2
652	следует что	1	2
653	так ли	2	2
654	или иному	1	2
655	и другими	1	2
656	не бывает	1	2
657	среди других	2	2
658	оглядывается на	2	2
659	от них	3	2
660	более или	4	2
661	героя как	2	2
662	жизнь в	2	2
663	каждом отдельном	1	2
664	мы и	2	2
665	тому или	1	2
666	эту особенность	3	2
667	к другим	1	2
668	отношением к	1	2
669	без учета	1	2
670	их в	8	2
671	в одно	4	2
672	и слово	4	2
673	он по	1	2
674	свою собственную	1	2
675	не его	1	2
676	на первый	1	2
677	могут оказаться	2	2
678	самой этой	2	2
679	в речь	3	2
680	часть вторая	1	2
681	дело и	2	2
682	а лишь	3	2
683	было не	1	2
684	для автора	4	2
685	на этой	1	2
686	героя или	1	2
687	к художественному	1	2
688	что этот	2	2
689	как речь	1	2
690	языка в	1	2
691	и каждое	1	2
692	служить и	1	2
693	и иных	1	2
694	е о	1	2
695	и неизбежно	1	2
696	совершенно очевидно	1	2
697	войти в	2	2
698	как совокупность	1	2
699	лишь одна	1	2
700	должна была	4	2
701	но они	2	2
702	на пути	2	2
703	художественный смысл	1	2
704	а между	2	2
705	не обязательно	1	2
706	уже и	2	2
707	так же	8	2
708	позиции и	1	2
709	в чистом	1	2
710	от лица	1	2
711	всегда и	1	2
712	этого мира	6	2
713	к ним	1	2
714	вообще и	1	2
715	перед ним	1	2
716	к которому	2	2
717	сих пор	9	2
718	во всей	3	2
719	жизни не	2	2
720	что именно	1	2
721	оказывается уже	1	2
722	друг с	4	2
723	они могут	4	2
724	и становится	1	2
725	с иной	1	2
726	но сама	1	2
727	или иным	1	2
728	в чужой	1	2
729	не возникает	2	2
730	ее и	1	2
731	мы видим	3	2
732	к их	1	2
733	этому пути	1	2
734	от его	1	2
735	героев в	4	2
736	сознания с	3	2
737	в драме	6	2
738	время и	1	2
739	его собственных	2	2
740	к себе	6	2
741	получает в	1	2
742	же нам	2	2
743	т е	44	2
744	лишь после	1	2
745	не должна	3	2
746	далеко за	1	2
747	доминанта в	2	2
748	бытия и	1	2
749	мы можем	1	2
750	в уста	4	2
751	не путем	1	2
752	высказывания на	1	2
753	то она	1	2
754	отношения между	1	2
755	слово о	11	2
756	том же	4	2
757	к чему	1	2
758	как его	4	2
759	исходит из	1	2
760	с одним	1	2
761	человек и	2	2
762	но ведь	3	2
763	учение о	1	2
764	такова что	1	2
765	по одному	1	2
766	с изображением	1	2
767	одном из	2	2
768	место и	1	2
769	деле в	1	2
770	зрения и	5	2
771	о которых	1	2
772	третьего не	1	2
773	же касается	1	2
774	а только	1	2
775	могло бы	1	2
776	я его	1	2
777	не имея	1	2
778	сознания а	1	2
779	автора или	1	2
780	что даже	1	2
781	не одного	1	2
782	он ничего	2	2
783	остается вне	2	2
784	не могу	1	2
785	существенно что	1	2
786	этой точки	2	2
787	определенным образом	1	2
788	дистанции между	1	2
789	человека как	1	2
790	этих трех	3	2
791	здесь мы	4	2
792	вообще не	2	2
793	как художественной	1	2
794	но зато	2	2
795	одно и	1	2
796	не приходится	1	2
797	и та	1	2
798	не могла	1	2
799	в форме	8	2
800	в нас	1	2
801	этот вопрос	4	2
802	себя за	1	2
803	героев с	1	2
804	выходят за	1	2
805	оно и	2	2
806	только с	1	2
807	вера в	1	2
808	и др	7	2
809	них не	1	2
810	что может	4	2
811	мы будем	2	2
812	если они	1	2
813	значимость и	2	2
814	для чего	1	2
815	слова до	1	2
816	до его	1	2
817	в пространстве	3	2
818	и сами	3	2
819	в статье	1	2
820	себе самом	12	2
821	взгляд на	1	2
822	до сих	9	2
823	вступить в	1	2
824	та же	1	2
825	за ним	4	2
826	и должны	1	2
827	своего собственного	1	2
828	ним и	3	2
829	в литературной	2	2
830	и при	2	2
831	художественного творчества	5	2
832	что это	2	2
833	ни единого	1	2
834	из существеннейших	1	2
835	том и	2	2
836	второй части	2	2
837	со всеми	2	2
838	сосредоточиться на	1	2
839	все его	3	2
840	должен был	1	2
841	оно ни	2	2
842	целого но	1	2
843	героев но	1	2
844	ни одно	1	2
845	рассказчиком в	1	2
846	о самом	2	2
847	оно есть	1	2
848	и рождается	1	2
849	даже не	1	2
850	в процессе	6	2
851	как личность	1	2
852	не имеет	2	2
853	может не	1	2
854	автору и	1	2
855	к другому	6	2
856	слова о	3	2
857	второго порядка	2	2
858	сознанию как	1	2
859	в диалог	1	2
860	бы с	2	2
861	тяготеет к	2	2
862	двух основных	1	2
863	да еще	1	2
864	сколько в	2	2
865	это только	1	2
866	у меня	6	2
867	на два	3	2
868	на это	1	2
869	но лишь	1	2
870	ни был	2	2
871	со всей	1	2
872	литературном произведении	1	2
873	слов и	2	2
874	как если	3	2
875	от других	1	2
876	с автором	1	2
877	в мир	4	2
878	жизни здесь	1	2
879	автора в	4	2
880	к третьему	2	2
881	не для	1	2
882	своей жизни	2	2
883	тем же	3	2
884	самого героя	8	2
885	произведения и	2	2
886	с нею	2	2
887	для всего	1	2
888	он может	4	2
889	с чужой	1	2
890	только его	2	2
891	но если	1	2
892	столько в	1	2
893	смерти не	1	2
894	появляется в	1	2
895	мира не	2	2
896	в самой	9	2
897	который и	1	2
898	другого и	1	2
899	этом он	1	2
900	что автор	1	2
901	первый взгляд	1	2
902	или к	3	2
903	значение в	2	2
904	в поэзии	2	2
905	условии что	1	2
906	зависит от	1	2
907	и вот	1	2
908	в художественной	2	2
909	он как	1	2
910	произведения однако	1	2
911	к истории	1	2
912	что с	1	2
913	знаю что	4	2
914	для нас	2	2
915	не способен	2	2
916	у нас	3	2
917	чужих слов	6	2
918	смысле этого	1	2
919	слова не	2	2
920	диалог в	3	2
921	все равно	2	2
922	не принимает	2	2
923	раз в	1	2
924	затем и	1	2
925	что ни	1	2
926	образом в	1	2
927	но эта	5	2
928	по существу	6	2
929	с теми	1	2
930	с явным	1	2
931	бы дать	1	2
932	вследствие этой	1	2
933	с другом	3	2
934	или менее	4	2
935	целого и	1	2
936	раз во	1	2
937	в одной	8	2
938	бы это	1	2
939	как формы	1	2
940	а на	1	2
941	к одному	7	2
942	сюжета в	2	2
943	и тех	1	2
944	там где	12	2
945	со всех	1	2
946	и эти	1	2
947	автора не	1	2
948	отсюда и	3	2
949	как человек	3	2
950	героя к	2	2
951	реплики в	1	2
952	нет и	1	2
953	значимости в	1	2
954	это как	1	2
955	часть первая	1	2
956	то и	3	2
957	а от	1	2
958	здесь совершенно	1	2
959	от всех	1	2
960	прибегать к	1	2
961	в отставку	1	2
962	но дело	1	2
963	стало быть	1	2
964	что из	2	2
965	в большинстве	11	2
966	прежде чем	1	2
967	чего она	1	2
968	а скорее	1	2
969	в литературном	1	2
970	героя это	1	2
971	бы он	4	2
972	в чужом	4	2
973	голосов в	6	2
974	не оставляет	1	2
975	по этому	1	2
976	себе самому	6	2
977	все более	1	2
978	хотя он	1	2
979	и только	3	2
980	и ту	1	2
981	характер в	1	2
982	художественное творчество	1	2
983	анализа мы	1	2
984	всегда говорит	1	2
985	мы наблюдаем	1	1
986	что было	6	1
987	с которыми	1	1
988	мы обратимся	1	1
989	последней смысловой	2	1
990	они являются	1	1
991	с помощью	2	1
992	и другие	1	1
993	пределах одного	6	1
994	за обладание	1	1
995	из разнородных	1	1
996	оно стремится	1	1
997	быть по	1	1
998	этого в	1	1
999	уж не	1	1
1000	снята а	1	1
1001	возможно лишь	1	1
1002	же и	5	1
1003	не выступает	1	1
1004	приходится прибегать	1	1
1005	типа как	1	1
1006	только что	1	1
1007	всему произведению	1	1
1008	для непосредственного	1	1
1009	как носитель	1	1
1010	творчества в	1	1
1011	которые здесь	1	1
1012	не утратили	1	1
1013	с формой	1	1
1014	части мы	1	1
1015	его поэтики	1	1
1016	которому оно	2	1
1017	познания и	1	1
1018	в сферу	1	1
1019	некоторой степени	1	1
1020	в конкретное	1	1
1021	и имеет	2	1
1022	степени как	1	1
1023	это лишь	1	1
1024	в стороне	1	1
1025	а у	1	1
1026	точке соприкосновения	1	1
1027	явной и	1	1
1028	его внешние	1	1
1029	в большей	2	1
1030	мысли и	6	1
1031	самого все	1	1
1032	героев и	4	1
1033	целом ряде	3	1
1034	и двух	1	1
1035	форма его	1	1
1036	автору но	1	1
1037	случае он	1	1
1038	в различных	3	1
1039	жанровое определение	1	1
1040	героя о	4	1
1041	но автор	1	1
1042	по мере	4	1
1043	с собой	3	1
1044	историка литературы	1	1
1045	речь его	1	1
1046	в рамки	3	1
1047	видение и	1	1
1048	сознаний в	5	1
1049	чтобы в	2	1
1050	возможность одновременного	1	1
1051	положения в	1	1
1052	в драматическом	1	1
1053	как образ	3	1
1054	к какому-нибудь	1	1
1055	не речевой	1	1
1056	ведь я	1	1
1057	на свой	6	1
1058	но все	6	1
1059	от одного	2	1
1060	путь через	1	1
1061	ни одна	1	1
1062	на мир	6	1
1063	мысли как	1	1
1064	трех случаев	1	1
1065	отчетливо и	2	1
1066	новой формы	1	1
1067	из самых	1	1
1068	слова с	7	1
1069	не доказывает	1	1
1070	она является	2	1
1071	героя если	1	1
1072	искусства его	1	1
1073	литературе как	1	1
1074	его на	2	1
1075	существенных моментах	1	1
1076	целое и	1	1
1077	автор в	1	1
1078	столкновение с	2	1
1079	художественный мир	2	1
1080	мысли о	1	1
1081	диалога в	2	1
1082	случайно и	2	1
1083	лица в	1	1
1084	же если	1	1
1085	как более	1	1
1086	и нисколько	1	1
1087	за ней	1	1
1088	мир и	5	1
1089	понято как	1	1
1090	для их	1	1
1091	отсюда вытекает	1	1
1092	справедливо отмечает	1	1
1093	как обычно	1	1
1094	комизм и	1	1
1095	не нарушает	2	1
1096	в письме	2	1
1097	внешней среды	1	1
1098	социальной ситуации	1	1
1099	своему герою	1	1
1100	для иных	1	1
1101	всякого рода	1	1
1102	самом произведении	2	1
1103	установок и	2	1
1104	повести с	1	1
1105	что герой	2	1
1106	и отчасти	1	1
1107	во все	2	1
1108	системное единство	1	1
1109	знаем о	1	1
1110	конечно далеко	1	1
1111	среди всех	1	1
1112	и взаимодействия	2	1
1113	же автора	1	1
1114	даже отчасти	1	1
1115	о чем-то	1	1
1116	перед его	1	1
1117	себе все	1	1
1118	в пределе	1	1
1119	мы увидим	6	1
1120	диалог как	2	1
1121	как жанр	1	1
1122	убедиться в	1	1
1123	собой как	1	1
1124	порядка в	3	1
1125	мере не	1	1
1126	только как	2	1
1127	но даже	1	1
1128	должна быть	8	1
1129	авторских интенций	4	1
1130	но то	1	1
1131	искусства и	1	1
1132	оно как	1	1
1133	утратили своего	1	1
1134	из самого	2	1
1135	смысле слова	2	1
1136	из своего	3	1
1137	отдельных наблюдений	1	1
1138	между отдельными	2	1
1139	своих героев	2	1
1140	не исключает	1	1
1141	о них	1	1
1142	я для	2	1
1143	не об	2	1
1144	в кругозоре	2	1
1145	точно так	1	1
1146	этой повести	1	1
1147	чем с	1	1
1148	словесного выражения	1	1
1149	и сюжет	1	1
1150	что речь	1	1
1151	вещь а	1	1
1152	здесь двуголосое	2	1
1153	на своего	1	1
1154	на практике	1	1
1155	отметить что	1	1
1156	не я	1	1
1157	до того	1	1
1158	время их	1	1
1159	самим героем	1	1
1160	будет и	2	1
1161	всего этого	2	1
1162	чужих и	1	1
1163	герой приобщается	1	1
1164	мы привыкли	1	1
1165	художественном творчестве	3	1
1166	мир других	1	1
1167	ни одного	3	1
1168	принадлежащих к	2	1
1169	прозы в	1	1
1170	чужой голос	2	1
1171	и еще	2	1
1172	становится сама	1	1
1173	него не	4	1
1174	ее как	4	1
1175	он создал	1	1
1176	постановка проблемы	1	1
1177	он ведь	2	1
1178	подошли к	2	1
1179	в основу	1	1
1180	нее в	1	1
1181	романа как	3	1
1182	к некоторому	1	1
1183	слово не	8	1
1184	речь не	1	1
1185	двух в	1	1
1186	входят в	2	1
1187	все время	3	1
1188	мир объектов	1	1
1189	не умеет	1	1
1190	по одной	1	1
1191	речь о	1	1
1192	что говорит	2	1
1193	и внутренняя	2	1
1194	говорит сам	2	1
1195	слова ибо	1	1
1196	героя то	2	1
1197	к этим	2	1
1198	и входит	2	1
1199	слова без	2	1
1200	приводящего к	1	1
1201	и речь	2	1
1202	жизни с	1	1
1203	она ни	1	1
1204	жанра в	1	1
1205	перед нею	1	1
1206	людей в	1	1
1207	бы развернуть	1	1
1208	того о	1	1
1209	лишает их	2	1
1210	героя не	5	1
1211	художественная воля	3	1
1212	внутреннюю структуру	1	1
1213	и весь	1	1
1214	авторскому сознанию	3	1
1215	не друг	1	1
1216	его собственного	2	1
1217	в самую	1	1
1218	себя впрочем	1	1
1219	одном слове	3	1
1220	зрения может	1	1
1221	то оно	2	1
1222	явления как	1	1
1223	мышления и	1	1
1224	она и	1	1
1225	менее в	1	1
1226	нельзя сказать	2	1
1227	как живого	1	1
1228	после того	1	1
1229	глубинным пластам	1	1
1230	по соображениям	1	1
1231	от поэтического	1	1
1232	поэтому слово	2	1
1233	что каждая	1	1
1234	личности поэтому	1	1
1235	лишь поверхностные	1	1
1236	индивидуальности то	1	1
1237	она в	1	1
1238	пор совершенно	2	1
1239	есть у	1	1
1240	нашей работы	2	1
1241	что я	7	1
1242	мы знаем	1	1
1243	что сама	1	1
1244	начала и	2	1
1245	имеется и	2	1
1246	ивана карамазова	5	1
1247	него самого	2	1
1248	какие могут	1	1
1249	нести в	3	1
1250	в напряженном	1	1
1251	и художественно	1	1
1252	чем у	2	1
1253	что такое	2	1
1254	и сама	2	1
1255	почти нет	2	1
1256	человек как	1	1
1257	противоречивое единство	1	1
1258	к определенному	2	1
1259	это слово	6	1
1260	же человек	1	1
1261	общий смысл	1	1
1262	художника не	1	1
1263	из чужих	1	1
1264	диалог и	1	1
1265	не бедного	1	1
1266	и вступает	1	1
1267	а за	3	1
1268	сознания на	1	1
1269	пути и	3	1
1270	других сознаний	1	1
1271	авторского сознания	5	1
1272	до простой	3	1
1273	с оглядкой	4	1
1274	сознания не	4	1
1275	своего и	1	1
1276	установки и	2	1
1277	героя с	6	1
1278	наконец не	1	1
1279	адресата к	1	1
1280	смысле он	1	1
1281	весь его	1	1
1282	само является	1	1
1283	мы это	1	1
1284	как рассказчик	1	1
1285	или иная	1	1
1286	между этими	1	1
1287	личности от	1	1
1288	этом последнем	1	1
1289	характер и	1	1
1290	настоящим и	1	1
1291	воздействия на	1	1
1292	звучит как	3	1
1293	эти три	1	1
1294	слово здесь	4	1
1295	художественном произведении	1	1
1296	себя как	3	1
1297	же как	2	1
1298	большинстве случаев	10	1
1299	социальной группы	2	1
1300	рядом с	19	1
1301	позиции как	1	1
