N	2gram	Tiupa_Narr	Freidism
120	со всеми	1	5
121	в процессе	1	5
122	с ними	1	5
123	со стороны	9	5
124	в следующей	1	5
125	на первый	2	5
126	говорить о	2	5
127	и до	2	5
128	он сам	2	5
129	по поводу	1	5
130	это не	2	5
131	в ее	3	5
132	что и	1	5
133	между ними	2	5
134	в себя	6	5
135	внутренней речи	1	5
136	и по	1	5
137	не было	2	5
138	во второй	2	5
139	не знает	1	5
140	как это	6	5
141	далеко не	5	5
142	только то	1	5
143	от того	1	5
144	ничего не	2	5
145	в общем	1	5
146	отнюдь не	5	5
147	с которыми	1	4
148	все основные	1	4
149	мы и	1	4
150	мысли и	1	4
151	сам по	1	4
152	в виду	1	4
153	сводится к	3	4
154	по себе	5	4
155	если бы	1	4
156	именно в	6	4
157	в собственном	2	4
158	подхода к	1	4
159	как в	7	4
160	себя и	2	4
161	это и	3	4
162	данном случае	4	4
163	в данном	5	4
164	в котором	1	4
165	в первый	1	4
166	мы увидим	1	4
167	потому что	1	4
168	и оно	1	4
169	не всегда	2	4
170	и т.п	8	4
171	в мир	1	4
172	так же	2	4
173	отметить что	1	4
174	свою очередь	3	4
175	нет и	2	4
176	на него	3	4
177	в своем	2	4
178	все время	1	4
179	одна из	3	4
180	но это	1	4
181	едва ли	1	4
182	дает нам	1	4
183	что оно	1	4
184	и за	1	4
185	этом отношении	3	4
186	тем не	3	4
187	человека в	2	4
188	таком случае	2	4
189	у него	4	4
190	не существует	3	4
191	по своему	1	4
192	между собой	2	4
193	и вообще	1	4
194	человека к	1	4
195	о себе	1	4
196	не дает	1	4
197	то ни	3	4
198	в развитии	1	4
199	и может	1	4
200	в другом	1	4
201	к ней	1	4
202	в области	2	4
203	с ее	3	4
204	в целом	1	4
205	ответ на	1	3
206	себе самом	2	3
207	не так	1	3
208	во втором	4	3
209	до сих	1	3
210	и при	1	3
211	в результате	2	3
212	и тот	2	3
213	в них	1	3
214	оно не	2	3
215	и даже	3	3
216	все то	2	3
217	их в	1	3
218	себя с	1	3
219	конечном счете	2	3
220	к его	1	3
221	жизни в	3	3
222	приводит к	2	3
223	которое не	1	3
224	во сне	1	3
225	и смерть	1	3
226	при анализе	1	3
227	что мы	2	3
228	ни на	1	3
229	сознания в	1	3
230	между двумя	5	3
231	в совершенно	1	3
232	уже в	3	3
233	на две	1	3
234	о том	6	3
235	во всей	2	3
236	всего к	1	3
237	того же	1	3
238	бы то	3	3
239	и то	1	3
240	говорит о	2	3
241	не поддается	1	3
242	мир в	1	3
243	они не	2	3
244	к себе	5	3
245	не будем	1	3
246	тому чтобы	1	3
247	у нас	1	3
248	в конечном	3	3
249	от всех	2	3
250	наших дней	1	3
251	одним из	2	3
252	на себя	3	3
253	и как	5	3
254	с отцом	1	3
255	и сам	1	3
256	и со	1	3
257	один и	1	3
258	представляется нам	1	3
259	сих пор	1	3
260	этих двух	1	3
261	читателя в	2	3
262	и тех	1	3
263	ни один	1	3
264	между тем	3	3
265	в какой	2	3
266	когда он	3	3
267	и является	1	3
268	как не	1	3
269	человека с	1	3
270	но во	1	3
271	себя в	5	3
272	в поведении	1	3
273	бы он	1	3
274	свести к	1	3
275	для образования	1	3
276	и от	1	3
277	и есть	2	3
278	оно может	2	3
279	нуждается в	5	3
280	на всем	1	3
281	сказать о	1	3
282	а как	1	3
283	независимо от	2	3
284	если это	1	3
285	однако и	1	2
286	новое и	1	2
287	отношению ко	1	2
288	жизни а	2	2
289	должна быть	2	2
290	для себя	1	2
291	без исключения	2	2
292	из которых	4	2
293	не как	2	2
294	для восприятия	1	2
295	по-видимому не	1	2
296	нас в	1	2
297	для нас	1	2
298	до последнего	1	2
299	половой зрелости	1	2
300	в первом	3	2
301	но все	4	2
302	с таким	1	2
303	теми же	1	2
304	отношения к	2	2
305	в мире	9	2
306	они и	2	2
307	а именно	3	2
308	тому назад	1	2
309	его высшей	1	2
310	не имеет	2	2
311	является для	1	2
312	отличается от	4	2
313	да и	4	2
314	матери и	4	2
315	и было	1	2
316	взрослой жизни	1	2
317	обратное влияние	1	2
318	не входит	1	2
319	всего они	1	2
320	всей его	2	2
321	его и	1	2
322	совершенно иной	2	2
323	в историю	1	2
324	одной стороны	7	2
325	представляет собой	13	2
326	время в	2	2
327	и уже	1	2
328	или может	1	2
329	распадается на	1	2
330	в различных	1	2
331	от других	1	2
332	цели и	1	2
333	же самое	1	2
334	с другой	8	2
335	в прошлом	3	2
336	в отличие	5	2
337	мог бы	3	2
338	и во	1	2
339	но именно	1	2
340	за пределами	1	2
341	может оказаться	2	2
342	то она	2	2
343	только о	2	2
344	жизни но	2	2
345	как к	2	2
346	ничем не	1	2
347	зависит от	2	2
348	с одной	7	2
349	такого рода	7	2
350	в состоянии	1	2
351	и через	1	2
352	жизни оно	1	2
353	ни было	3	2
354	для всего	1	2
355	он и	1	2
356	от начала	1	2
357	о нем	4	2
358	матери а	1	2
359	и сама	1	2
360	в качестве	21	2
361	поведения в	2	2
362	но как	2	2
363	силу и	1	2
364	в постель	1	2
365	чем он	1	2
366	в следующем	1	2
367	в их	1	2
368	а на	1	2
369	обратимся к	3	2
370	оказывается по	1	2
371	а также	7	2
372	не нуждается	1	2
373	будто бы	3	2
374	дело в	1	2
375	в конце	1	2
376	же как	3	2
377	всем своем	1	2
378	не есть	3	2
379	к своему	1	2
380	от этого	1	2
381	матери или	2	2
382	это было	1	2
383	связей между	1	2
384	жизни то	1	2
385	что как	1	2
386	об ее	1	2
387	связаны с	1	2
388	на них	1	2
389	могли бы	1	2
390	не то	2	2
391	а с	3	2
392	отличие от	5	2
393	в поле	1	2
394	ли это	1	2
395	на другой	2	2
396	также и	1	2
397	для больного	1	2
398	обстоит дело	1	2
399	человека как	1	2
400	к этим	1	2
401	дело не	1	2
402	или же	1	2
403	речи и	1	2
404	и тем	4	2
405	одним словом	1	2
406	если же	1	2
407	вспомним что	1	2
408	в нашей	1	2
409	входит в	1	2
410	этом смысле	1	2
411	то или	3	2
412	или иное	2	2
413	когда мы	2	2
414	на свет	1	2
415	в книге	1	2
416	даже если	1	2
417	или иной	5	2
418	умер но	1	2
419	человек не	1	2
420	то в	6	2
421	в него	1	2
422	как для	1	2
423	мира в	5	2
424	не отличается	2	2
425	в особенности	4	1
426	что было	1	1
427	мир не	1	1
428	мире и	1	1
429	аналогии с	1	1
430	утверждать что	2	1
431	образом и	1	1
432	по существу	2	1
433	в настоящем	1	1
434	и здесь	1	1
435	та же	2	1
436	разные формы	1	1
437	речевой деятельности	1	1
438	он предполагает	1	1
439	никогда и	1	1
440	и существенно	1	1
441	этой проблемы	1	1
442	друга в	1	1
443	процесса с	1	1
444	то есть	19	1
445	себе оно	1	1
446	в хх	1	1
447	исходя из	2	1
448	которая в	2	1
449	на ее	1	1
450	есть прежде	1	1
451	хх веке	1	1
452	дело с	2	1
453	даже в	2	1
454	не всякий	1	1
455	братьев и	1	1
456	по выражению	2	1
457	самого важного	2	1
458	одной только	1	1
459	в общую	1	1
460	можно определить	1	1
461	в глубинах	1	1
462	с умиранием	1	1
463	в область	2	1
464	иногда и	1	1
465	в работах	1	1
466	свет в	1	1
467	его от	1	1
468	быть может	2	1
469	не бывает	1	1
470	ухода и	1	1
471	лет тому	1	1
472	ни слова	1	1
473	и внутреннего	1	1
474	перемены в	1	1
475	церковь и	1	1
476	и строго	1	1
477	должен был	1	1
478	как они	1	1
479	что нет	2	1
480	такие высказывания	1	1
481	это состояние	1	1
482	оно есть	1	1
483	в различные	1	1
484	тем что	3	1
485	например в	2	1
486	их видения	1	1
487	и процессов	2	1
488	с не	1	1
489	имеет место	4	1
490	мотивов в	1	1
491	там же	1	1
492	к самому	2	1
493	оставляет места	1	1
494	что по	2	1
495	с еще	1	1
496	в слове	1	1
497	что иное	2	1
498	не что	2	1
499	как наука	1	1
500	бы не	2	1
501	человека есть	1	1
502	который не	1	1
503	мира именно	1	1
504	в иной	2	1
505	не затрагивает	1	1
506	в это	1	1
507	далек от	1	1
508	на мать	1	1
509	них в	1	1
510	различные формы	1	1
511	в вопросах	1	1
512	в дальнейшей	1	1
513	могут оказаться	1	1
514	по крайней	1	1
515	жизни мы	1	1
516	на одном	1	1
517	который и	1	1
518	нам представляется	1	1
519	свое время	1	1
520	первый взгляд	2	1
521	нет ничего	1	1
522	и того	2	1
523	ними и	1	1
524	со смертью	2	1
525	продолжает звучать	1	1
526	шире и	1	1
527	ее к	1	1
528	истории не	1	1
529	было в	2	1
530	что этот	1	1
531	далее и	1	1
532	в какой-нибудь	1	1
533	смерти и	2	1
534	тотчас же	1	1
535	сознание это	1	1
536	ему так	1	1
537	то и	1	1
538	это за	1	1
539	он еще	1	1
540	в противоположность	2	1
541	наконец в	2	1
542	истории но	1	1
543	это все	2	1
544	еще одного	1	1
545	быть не	1	1
546	глава третья	1	1
547	а может	1	1
548	них как	1	1
549	и тогда	1	1
550	не отражает	1	1
551	это же	1	1
552	узнаем о	1	1
553	образуется в	1	1
554	но уже	1	1
555	и больше	1	1
556	и три	1	1
557	глава первая	1	1
558	может служить	1	1
559	за собой	4	1
560	какую бы	1	1
561	событие общения	1	1
562	слов и	1	1
563	и когда	2	1
564	приходит к	2	1
565	времени и	7	1
566	детской души	1	1
567	перед глазами	1	1
568	всех без	1	1
569	а во	3	1
570	о нашей	1	1
571	точке зрения	1	1
572	она все	1	1
573	и формы	1	1
574	известной степени	1	1
575	западной европе	1	1
576	обратим внимание	1	1
577	и там	1	1
578	между людьми	1	1
579	уже более	1	1
580	переход от	4	1
581	в комнате	1	1
582	в подтверждение	1	1
583	которых он	1	1
584	жизни как	3	1
585	говорящих и	1	1
586	в самую	2	1
587	одной из	4	1
588	для изучения	1	1
589	к которому	2	1
590	с нею	1	1
591	объект и	1	1
592	том же	1	1
593	утрачивает свою	1	1
594	все без	1	1
595	обнаруживает себя	1	1
596	он может	1	1
597	который по	3	1
598	к прошлому	1	1
599	который в	2	1
600	матери с	2	1
601	этого слова	2	1
602	до известной	1	1
603	его составе	1	1
604	и внутренняя	1	1
605	определяется не	1	1
606	именно с	1	1
607	однако в	2	1
608	все их	2	1
609	перед нами	4	1
610	историю и	1	1
611	культурной жизни	1	1
612	друг с	1	1
613	человеческой деятельности	1	1
614	только потому	1	1
615	не мог	4	1
616	и культурный	1	1
617	зрения настоящего	1	1
618	к ее	1	1
619	влечение в	1	1
620	лет а	1	1
621	всеми основными	1	1
622	крайней мере	1	1
623	жизни с	1	1
624	к содержанию	3	1
625	намек на	1	1
626	читатель может	1	1
627	что они	3	1
628	в свое	1	1
629	для второго	1	1
630	того кого	1	1
631	изменение в	1	1
632	но на	1	1
633	и он	3	1
634	имеют место	2	1
635	ему в	2	1
636	постель к	1	1
637	от его	1	1
638	и события	1	1
639	различие между	2	1
640	указать на	1	1
641	при всей	4	1
642	фактов то	1	1
643	возникает в	1	1
644	но еще	1	1
645	внимание на	1	1
646	словами о	1	1
647	объекта или	1	1
648	довлеет себе	1	1
649	начала и	1	1
650	в разрезе	1	1
651	это часто	1	1
652	судьба в	1	1
653	но от	2	1
654	и чрезвычайно	1	1
655	хотя и	3	1
656	зрения внешне	1	1
657	в специальных	1	1
658	он идет	2	1
659	есть в	2	1
660	заставить ее	1	1
661	в какую	1	1
662	не ограничивается	1	1
663	свет и	1	1
664	вытекает из	1	1
665	оказывается для	1	1
666	высказывания не	1	1
667	в будущем	2	1
668	же не	4	1
669	с чисто	1	1
670	имеющие с	1	1
671	или в	2	1
672	у всех	1	1
673	осуществляется в	1	1
674	в изложении	1	1
675	он оказывается	1	1
676	было для	1	1
677	является как	1	1
678	всеми уже	1	1
679	и эта	1	1
680	там и	1	1
681	не признает	1	1
682	о смерти	1	1
683	или хотя	1	1
684	событий то	1	1
685	как говорит	3	1
686	следует понимать	1	1
687	мира и	2	1
688	на фоне	1	1
689	а иногда	2	1
690	зрения не	1	1
691	не на	2	1
692	зрения и	2	1
693	здесь не	4	1
694	служит для	1	1
695	составляющих ее	2	1
696	акта не	1	1
697	в двух	2	1
698	лишь для	1	1
699	для современной	1	1
700	точек зрения	2	1
701	с другом	1	1
702	в смысле	1	1
703	вследствие чего	2	1
704	делает его	1	1
705	того насколько	1	1
706	особенно в	3	1
707	другой но	1	1
708	как результат	1	1
709	тем более	2	1
710	существенного значения	1	1
711	не все	5	1
712	и другого	1	1
713	той или	4	1
714	глава вторая	1	1
715	иметь в	1	1
716	в русской	1	1
717	источником всех	1	1
718	проявляет себя	1	1
719	точкой зрения	2	1
720	того или	2	1
721	может иметь	1	1
722	поэтому и	1	1
723	и быть	1	1
724	своих прежних	1	1
725	как ни	2	1
726	и детских	1	1
727	рассказывать о	1	1
728	перед современной	1	1
729	он ни	1	1
730	характерно для	1	1
731	данный момент	1	1
732	надо было	1	1
733	мы воспринимаем	1	1
734	связи с	4	1
735	отвечает на	1	1
736	картины мира	5	1
737	вклад в	1	1
738	своего исторического	1	1
739	другом и	2	1
740	как уже	1	1
741	можно назвать	1	1
742	тому как	2	1
743	о возможности	1	1
744	не по	1	1
745	от содержания	1	1
746	второго рода	1	1
747	оснований для	1	1
748	есть так	1	1
749	высказывания а	1	1
750	на чем	2	1
751	не будет	3	1
752	не оставляет	1	1
753	но зато	1	1
754	но она	1	1
755	иной связи	1	1
756	от отца	1	1
757	не с	3	1
758	только одним	1	1
759	и определяет	1	1
760	в тех	1	1
761	глава четвертая	1	1
762	можно было	2	1
763	в форме	5	1
764	процесс в	1	1
765	др в	1	1
766	они свидетельствуют	1	1
767	кто не	1	1
768	отдельных лиц	1	1
769	в начале	1	1
770	даже не	3	1
771	о действительно	1	1
772	и времени	1	1
773	в современной	1	1
774	наблюдения как	1	1
775	как же	1	1
776	жеста и	1	1
777	как то	1	1
778	и т.д	7	1
779	мысль о	1	1
780	основе своей	4	1
781	и совершенно	1	1
782	ведь как	1	1
783	которых оно	1	1
784	за нею	1	1
785	о ней	3	1
786	но всегда	1	1
787	всех его	2	1
788	истории и	2	1
789	так называемого	1	1
790	место своего	1	1
791	тот или	1	1
792	что если	1	1
793	и очевидно	1	1
794	одного из	4	1
795	в понимании	1	1
796	и самого	3	1
797	реальность в	1	1
798	для такого	1	1
799	внимание и	1	1
800	как отец	1	1
801	при общности	1	1
802	благодаря этому	1	1
803	материала в	1	1
804	которое мы	1	1
805	элементов из	1	1
806	о других	1	1
807	и протекает	1	1
808	это дает	1	1
809	по аналогии	1	1
810	слова в	1	1
811	мышление человека	1	1
812	мы будем	1	1
813	в западной	1	1
814	же в	4	1
815	бытия и	1	1
816	не сразу	1	1
817	свидетельствуют о	1	1
818	как будто	3	1
819	себе самому	1	1
820	процесса и	2	1
821	в данный	1	1
822	о болезни	1	1
823	и характеристики	1	1
824	поэтому ни	1	1
825	на мир	1	1
826	здесь мы	1	1
827	содержание человеческой	1	1
828	события в	2	1
829	или иного	2	1
830	может и	1	1
831	теперь как	4	1
832	его смерти	1	1
833	таким же	1	1
834	смерти как	1	1
835	от всего	1	1
836	в один	1	1
837	дело здесь	1	1
838	с соответствующими	1	1
839	что на	2	1
840	есть не	1	1
841	иное как	2	1
842	мира с	1	1
843	себе а	1	1
844	и сами	1	1
