N	2gram	Potebnia_M	Sovremen
223	в действительности	7	1
224	жизнь человека	1	1
225	от его	2	1
226	есть такой	1	1
227	что иное	1	1
228	в живой	3	1
229	видим что	1	1
230	в процессе	2	1
231	данном случае	3	1
232	в очень	1	1
233	связи с	6	1
234	раз и	1	1
235	этот процесс	1	1
236	если в	2	1
237	на язык	1	1
238	можем определить	1	1
239	что сказать	1	1
240	это последнее	4	1
241	должно быть	9	1
242	три направления	1	1
243	мы уже	5	1
244	несколько слов	2	1
245	общего и	1	1
246	человек и	2	1
247	с и	3	1
248	с №	1	1
249	в первое	2	1
250	заключать в	1	1
251	в первый	1	1
252	значение но	1	1
253	опыта как	1	1
254	его с	3	1
255	она не	4	1
256	в течение	2	1
257	на ее	2	1
258	но еще	1	1
259	ровно ничего	1	1
260	что уже	2	1
261	одной стороны	4	1
262	все свои	2	1
263	на другой	2	1
264	это то	1	1
265	и другую	1	1
266	одна и	2	1
267	для наших	1	1
268	быть в	1	1
269	если у	1	1
270	и речи	1	1
271	то нужно	1	1
272	сложное и	2	1
273	совсем не	2	1
274	потом и	1	1
275	смысле то	2	1
276	несмотря на	2	1
277	с тою	1	1
278	это только	2	1
279	том как	3	1
280	заключают в	1	1
281	развивается только	1	1
282	с какою	5	1
283	мы всегда	1	1
284	не быть	1	1
285	в ней	11	1
286	на ней	1	1
287	достаточно для	1	1
288	ни было	2	1
289	мира но	1	1
290	что эта	3	1
291	меняется в	1	1
292	а может	2	1
293	научной мысли	2	1
294	это значит	1	1
295	формы с	1	1
296	хотя и	3	1
297	существовал для	1	1
298	только возможно	1	1
299	всей совокупности	1	1
300	с другой	8	1
301	она принуждена	1	1
302	и тогда	4	1
303	а это	2	1
304	не отнимает	1	1
305	с ним	10	1
306	между различными	1	1
307	она уже	1	1
308	он не	4	1
309	и из	2	1
310	и т.п	1	1
311	и той	4	1
312	будет ли	3	1
313	одной и	6	1
314	развития и	1	1
315	но тем	4	1
316	то конечно	1	1
317	какой бы	1	1
318	не будет	4	1
319	предмета ни	1	1
320	что с	2	1
321	те же	6	1
322	между двумя	5	1
323	те или	1	1
324	ей не	1	1
325	иметь только	1	1
326	в область	1	1
327	мы в	3	1
328	как у	2	1
329	увидим что	2	1
330	только на	4	1
331	но они	1	1
332	и таких	1	1
333	пока не	2	1
334	в отдельном	1	1
335	и их	4	1
336	место только	1	1
337	всегда мы	1	1
338	нужно сказать	1	1
339	все что	4	1
340	и та	5	1
341	науке и	1	1
342	если нет	1	1
343	и при	5	1
344	совершенно невозможно	1	1
345	в известном	1	1
346	на самом	4	1
347	на которой	4	1
348	образом из	1	1
349	что каждый	1	1
350	но каким	1	1
351	из нескольких	1	1
352	можно было	1	1
353	xix века	1	1
354	и наиболее	1	1
355	ни в	2	1
356	от другого	3	1
357	но только	3	1
358	случае он	1	1
359	а при	1	1
360	и от	5	1
361	в начале	3	1
362	факт что	1	1
363	по отношению	12	1
364	говорить что	1	1
365	именно эти	2	1
366	только переходит	1	1
367	почти совершенно	1	1
368	стороны и	1	1
369	роль играет	1	1
370	конечно не	2	1
371	и основное	1	1
372	и само	1	1
373	и тот	5	1
374	но что	4	1
375	только в	29	1
376	происходит это	1	1
377	в совершенно	1	1
378	которая не	2	1
379	все равно	5	1
380	эта для	1	1
381	же время	8	1
382	и может	4	1
383	видим не	1	1
384	так же	6	1
385	если как	1	1
386	его в	6	1
387	то она	1	1
388	с понятием	3	1
389	или как	1	1
390	свободы и	1	1
391	может но	2	1
392	себе в	2	1
393	в большинстве	2	1
394	нуждаются в	1	1
395	должен был	2	1
396	с человеком	1	1
397	сравнительно с	6	1
398	чем в	2	1
399	в своих	2	1
400	например при	2	1
401	первое время	2	1
402	не представляет	1	1
403	не было	12	1
404	как например	2	1
405	без всяких	1	1
406	с его	1	1
407	наука не	1	1
408	один из	7	1
409	может находиться	2	1
410	был прежде	1	1
411	на это	4	1
412	не более	1	1
413	если бы	20	1
414	оно вообще	1	1
415	не знает	4	1
416	или в	4	1
417	заключает в	10	1
418	на которые	1	1
419	внешний и	1	1
420	а о	1	1
421	этого не	3	1
422	ничего общего	2	1
423	и навсегда	1	1
424	образом если	1	1
425	равно как	2	1
426	ни о	3	1
427	к одному	7	1
428	их по	1	1
429	и еще	1	1
430	их и	1	1
431	что его	3	1
432	как его	1	1
433	может ли	1	1
434	понятия и	3	1
435	в эту	4	1
436	на такой	1	1
437	элементарным законам	1	1
438	вообще и	2	1
439	мы говорим	2	1
440	находиться в	3	1
441	но эта	3	1
442	исчезает из	1	1
443	дело в	1	1
444	крайней мере	8	1
445	мало для	1	1
446	о другом	1	1
447	во многом	3	1
448	сами по	3	1
449	одного из	1	1
450	природы и	2	1
451	сказать что	8	1
452	и эта	2	1
453	форму и	1	1
454	быть только	5	1
455	а но	1	1
456	в ту	2	1
457	при одном	1	1
458	но для	1	1
459	это сравнение	4	1
460	как происходит	1	1
461	именно в	5	1
462	уже на	2	1
463	не составляют	3	1
464	такое же	5	1
465	совершенно невозможен	1	1
466	и до	2	1
467	принадлежит и	1	1
468	благодаря этому	1	1
469	и чисто	1	1
470	иметь место	1	1
471	отношению к	10	1
472	как нет	1	1
473	одной из	3	1
474	бы все	1	1
475	для науки	1	1
476	более и	1	1
477	в своем	6	1
478	в корне	1	1
479	она и	1	1
480	необходимости и	1	1
481	на другую	1	1
482	мы ее	2	1
483	этом смысле	2	1
484	в связи	1	1
485	в какой	3	1
486	между ними	4	1
487	эти три	1	1
488	объективной стороны	1	1
489	мы помним	1	1
490	нашего знания	2	1
491	может стать	3	1
492	же в	3	1
493	том что	28	1
494	рядом с	2	1
495	в одинаковой	1	1
496	в мире	3	1
497	только частное	1	1
498	на эту	1	1
499	можем сказать	1	1
500	жизни в	1	1
501	но не	8	1
502	так в	4	1
503	бы эти	1	1
504	нельзя сказать	5	1
505	она по	1	1
506	должны признать	1	1
507	но если	2	1
508	правда не	1	1
509	по себе	26	1
510	явлений и	3	1
511	от другой	2	1
512	он сам	2	1
513	каждая группа	1	1
514	не имеет	10	1
515	в природе	3	1
516	и могут	1	1
517	к этому	3	1
518	и сделал	1	1
519	в такой	2	1
520	все более	2	1
521	там где	6	1
522	и значит	1	1
523	в то	16	1
524	первое и	1	1
525	и только	5	1
526	один и	2	1
527	важную роль	1	1
528	значит что	2	1
529	по своим	1	1
530	по его	1	1
531	окончательную форму	1	1
532	в субъективном	1	1
533	в отдельных	2	1
534	является только	1	1
535	таком направлении	1	1
536	и следовательно	3	1
537	или нет	1	1
538	но это	9	1
539	для чего	1	1
540	форму этого	1	1
541	независимо от	10	1
542	когда в	2	1
543	оно имеет	3	1
544	но уже	2	1
545	есть то	3	1
546	не из	4	1
547	таким же	2	1
548	не что	1	1
549	и это	6	1
550	входящих в	2	1
551	того же	5	1
552	сказать несколько	2	1
553	и если	4	1
554	более в	1	1
555	только о	2	1
556	должен быть	1	1
557	он с	1	1
558	но изменение	1	1
559	и его	4	1
560	другое направление	2	1
561	этому одному	1	1
562	жизни не	3	1
563	случае когда	1	1
564	в первых	1	1
565	уже совершенно	1	1
566	развития на	1	1
567	вовсе не	13	1
568	целого и	1	1
569	явлений как	1	1
570	жизни к	2	1
571	о том	7	1
572	сих пор	4	1
573	есть не	9	1
574	и вообще	4	1
575	ним или	1	1
576	мысли в	2	1
577	по крайней	8	1
578	с при	1	1
579	самое в	1	1
580	иное как	1	1
581	конечно явление	1	1
582	если уже	1	1
583	без помощи	1	1
584	зрения и	2	1
585	к очень	1	1
586	нам только	1	1
587	к другому	3	1
588	своего развития	1	1
589	эти сравнения	1	1
590	но конечно	1	1
591	человека и	8	1
592	к нему	7	1
593	никогда не	2	1
594	на них	2	1
595	нас есть	1	1
596	свое время	1	1
597	мы намерены	1	1
598	а потом	2	1
