N	2gram	Losev_Prob	VLabPisa
179	что например	1	3
180	том как	2	3
181	мира и	1	3
182	что пишет	2	3
183	вовсе не	60	3
184	бы в	3	3
185	с этим	7	3
186	а в	7	3
187	говорил что	1	3
188	что не	8	3
189	некоторые из	1	3
190	как о	4	3
191	в котором	5	3
192	даже и	18	3
193	она не	5	3
194	в противоположность	1	3
195	говорить не	1	3
196	в значительной	2	3
197	но даже	3	3
198	того чтобы	10	3
199	для того	10	3
200	тому как	3	3
201	и их	4	3
202	как он	4	3
203	далеко не	9	3
204	этот вопрос	2	3
205	так же	12	3
206	при помощи	21	3
207	при всем	1	3
208	образом не	1	3
209	как на	3	3
210	нет и	5	3
211	та или	2	3
212	образом в	1	3
213	значит и	2	3
214	и от	3	3
215	точки зрения	5	3
216	жизни и	1	3
217	что без	1	3
218	и по	3	3
219	значительной мере	2	3
220	всех этих	11	3
221	имеет свою	1	3
222	а н	1	3
223	мы видели	1	3
224	мы наблюдаем	2	2
225	к сожалению	6	2
226	же о	1	2
227	представить себе	1	2
228	и весь	4	2
229	значительно увеличить	1	2
230	только не	4	2
231	чувственное созерцание	1	2
232	том чтобы	1	2
233	и этот	4	2
234	установить в	1	2
235	из которых	2	2
236	нет ни	1	2
237	от его	1	2
238	они не	1	2
239	эта теория	4	2
240	если в	2	2
241	на язык	2	2
242	самого себя	2	2
243	должно быть	3	2
244	того как	3	2
245	картины в	1	2
246	при всей	1	2
247	ее как	1	2
248	с одной	4	2
249	том числе	2	2
250	должна быть	2	2
251	внимание на	4	2
252	тогда когда	4	2
253	смысле слова	11	2
254	с нею	2	2
255	само собою	1	2
256	говорить о	14	2
257	да и	11	2
258	хотя и	8	2
259	многие из	2	2
260	о чем	11	2
261	что при	2	2
262	не приходится	2	2
263	для многих	1	2
264	после этого	4	2
265	в науке	4	2
266	что такое	23	2
267	для них	5	2
268	с другими	6	2
269	его от	4	2
270	по себе	20	2
271	частности в	2	2
272	процессе своего	1	2
273	но с	2	2
274	в своих	3	2
275	что нет	3	2
276	и даже	19	2
277	что ни	3	2
278	мышления в	2	2
279	и наконец	3	2
280	в которой	2	2
281	не о	7	2
282	и некоторые	1	2
283	ни одна	2	2
284	а г	1	2
285	что его	4	2
286	мысль о	3	2
287	как об	1	2
288	что она	8	2
289	но не	13	2
290	в ней	1	2
291	но вот	2	2
292	каждом отдельном	1	2
293	самый факт	2	2
294	точном смысле	2	2
295	между собою	9	2
296	в жизни	3	2
297	понимать как	2	2
298	начинается с	1	2
299	к его	2	2
300	по одному	1	2
301	же как	2	2
302	между прочим	3	2
303	что мы	23	2
304	познания объективной	1	2
305	и просто	1	2
306	на этом	1	2
307	не вполне	4	2
308	не менее	26	2
309	можно ли	9	2
310	так сказать	1	2
311	только для	3	2
312	бы не	4	2
313	остановимся на	1	2
314	может не	1	2
315	отличается от	2	2
316	на то	12	2
317	у пушкина	2	2
318	в точном	1	2
319	произведения а	1	2
320	себе и	2	2
321	которая не	1	2
322	в чем	3	2
323	числе и	2	2
324	собою и	2	2
325	человеческого познания	1	2
326	так например	2	2
327	могло бы	1	2
328	сих пор	6	2
329	и отдельные	1	2
330	по его	3	2
331	очень многие	1	2
332	а для	1	2
333	еще не	18	2
334	все они	2	2
335	иметь в	5	2
336	братьях карамазовых	1	2
337	в каждом	1	2
338	во всяком	18	2
339	и потому	3	2
340	еще и	9	2
341	того или	8	2
342	до сих	6	2
343	человека в	1	2
344	в конкретной	1	2
345	которые обычно	2	2
346	значит что	6	2
347	в целях	2	2
348	ли это	2	2
349	объективного мира	3	2
350	то это	3	2
351	и заключается	2	2
352	много и	1	2
353	в течение	1	2
354	всяком случае	11	2
355	одной стороны	4	2
356	относится к	6	2
357	также и	22	2
358	ту же	1	2
359	в другом	2	2
360	но то	1	2
361	искусства и	3	2
362	не быть	2	2
363	в стихотворении	1	2
364	по крайней	8	2
365	оно является	1	2
366	могут не	1	2
367	из себя	1	2
368	одному тому	1	2
369	и может	2	2
370	лишь в	4	2
371	в системе	3	2
372	должны быть	2	2
373	результате чего	1	2
374	не с	1	2
375	что многие	2	2
376	о своем	4	2
377	можно было	8	2
378	часто не	1	2
379	несколько примеров	1	2
380	даже не	3	2
381	стороны и	3	2
382	и сам	3	2
383	только то	6	2
384	после всего	1	2
385	от того	2	2
386	действительность в	1	2
387	даже самая	1	2
388	знаем что	2	2
389	действительности на	1	2
390	пока еще	12	2
391	на это	1	2
392	например не	1	2
393	ни одного	1	2
394	он и	8	2
395	к ним	1	2
396	же самое	9	2
397	он в	2	2
398	вообще и	6	2
399	о процессе	2	2
400	будто бы	4	2
401	в сфере	1	2
402	заключается в	2	2
403	начиная с	1	2
404	которые в	4	2
405	они должны	2	2
406	о его	2	2
407	необходимо и	1	2
408	в известной	2	2
409	вне его	1	2
410	одной из	1	2
411	как от	1	2
412	он не	5	2
413	во всей	4	2
414	или иной	8	2
415	в общем	5	2
416	он может	1	2
417	и непосредственного	1	2
418	который в	1	2
419	если они	1	2
420	в реальной	1	2
421	он сам	2	2
422	в области	8	2
423	и значит	1	2
424	определить как	1	2
425	что даже	1	2
426	показывает что	1	2
427	для которых	1	2
428	только с	3	2
429	у них	1	2
430	нет никаких	2	2
431	конце концов	11	2
432	уже по	2	2
433	чтобы не	3	2
434	этом же	1	2
435	и для	10	2
436	но для	3	2
437	только о	8	2
438	крайней мере	8	2
439	ни с	1	2
440	ознакомиться с	1	2
441	но в	19	2
442	искусства не	1	2
443	вплоть до	1	2
444	в той	2	1
445	с которой	3	1
446	к лицу	1	1
447	были бы	2	1
448	может обойтись	1	1
449	значит ли	2	1
450	сама действительность	1	1
451	об его	4	1
452	бергсона и	1	1
453	то в	6	1
454	речь может	1	1
455	на почве	2	1
456	события и	1	1
457	самое понятие	1	1
458	от него	1	1
459	именно к	1	1
460	однако и	4	1
461	к общему	1	1
462	этом случае	6	1
463	является в	3	1
464	прямо и	1	1
465	односторонне но	1	1
466	могут иметь	1	1
467	творчестве и	1	1
468	и то	15	1
469	а потому	2	1
470	ее и	1	1
471	или наоборот	1	1
472	образом и	3	1
473	ни в	13	1
474	огромное значение	2	1
475	его закон	1	1
476	мы видим	2	1
477	но на	1	1
478	в более	1	1
479	которая должна	1	1
480	что если	5	1
481	и многие	2	1
482	можно говорить	3	1
483	содержания а	1	1
484	и мы	1	1
485	для определения	3	1
486	мы и	8	1
487	говоря уже	6	1
488	в процесс	1	1
489	этого в	1	1
490	таковы например	2	1
491	те или	3	1
492	у гоголя	1	1
493	на протяжении	1	1
494	мышления и	6	1
495	тут уж	1	1
496	опирается на	1	1
497	многих других	1	1
498	гораздо сложнее	1	1
499	смотреть на	1	1
500	а наоборот	3	1
501	отражение в	2	1
502	со всем	2	1
503	хоть и	1	1
504	наше сознание	2	1
505	данном случае	10	1
506	по тому	2	1
507	в энциклопедии	1	1
508	то есть	61	1
509	на тех	1	1
510	и свою	2	1
511	можно и	1	1
512	иной мере	1	1
513	свидетельствует о	5	1
514	которые не	5	1
515	сущность и	3	1
516	к этой	2	1
517	и кончая	1	1
518	переходит в	2	1
519	время и	2	1
520	отражения не	1	1
521	бы например	1	1
522	своего собственного	5	1
523	о значении	4	1
524	поэтому в	2	1
525	он только	1	1
526	соотношение между	3	1
527	есть одно	1	1
528	мы не	6	1
529	даже целые	1	1
530	совершенно очевидно	1	1
531	с отдельными	1	1
532	как один	1	1
533	в состоянии	2	1
534	истин и	1	1
535	он всегда	3	1
536	с этой	1	1
537	не чем	2	1
538	необходимо из	1	1
539	с очень	1	1
540	или по	5	1
541	к сфере	5	1
542	не обязательна	2	1
543	нам приходится	1	1
544	момента в	1	1
545	и менее	4	1
546	или ее	1	1
547	несмотря на	6	1
548	мысль в	1	1
549	и противоречивы	1	1
550	есть его	2	1
551	для характеристики	1	1
552	не для	3	1
553	образ а	1	1
554	к необходимости	1	1
555	мы получаем	3	1
556	слов в	1	1
557	и теоретической	1	1
558	в определенном	1	1
559	значит не	1	1
560	обычно не	1	1
561	это значит	4	1
562	и разные	1	1
563	охватить и	1	1
564	разнообразно и	1	1
565	чувственное представление	1	1
566	с ним	4	1
567	где же	2	1
568	кроме того	7	1
569	не являются	8	1
570	увеличить не	1	1
571	были сами	1	1
572	не должна	1	1
573	разница между	2	1
574	это обстоятельство	3	1
575	простого и	1	1
576	сам по	7	1
577	указанных выше	1	1
578	есть функция	3	1
579	мысли а	1	1
580	о нем	3	1
581	от отдельных	1	1
582	свойственны и	1	1
583	не как	2	1
584	в окончательной	1	1
585	основная функция	1	1
586	мы в	4	1
587	имеет своей	1	1
588	для нас	11	1
589	и всегда	3	1
590	маха и	1	1
591	и свой	1	1
592	образ от	1	1
593	однако дело	1	1
594	он совершенно	1	1
595	которая уже	1	1
596	в логике	1	1
597	и никакой	1	1
598	но что	3	1
599	чем он	1	1
600	раз с	2	1
601	как нечто	10	1
602	нет никакого	1	1
603	мере сам	1	1
604	по мере	1	1
605	не знать	1	1
606	отдельных актов	1	1
607	таком случае	14	1
608	что а	3	1
609	или другого	2	1
610	природу и	1	1
611	структуры в	1	1
612	и механически	1	1
613	в этих	7	1
614	без того	1	1
615	за это	1	1
616	ни просто	3	1
617	без этого	1	1
618	и смысл	1	1
619	в виде	20	1
620	это определение	1	1
621	из видов	1	1
622	и сознания	1	1
623	ведь это	4	1
624	в таких	5	1
625	могут обойтись	1	1
626	и понятий	1	1
627	как же	6	1
628	этим путем	1	1
629	так или	7	1
630	при попытках	1	1
631	о природе	2	1
632	сами по	5	1
633	если не	6	1
634	в математическом	1	1
635	проблемы не	1	1
636	случае он	1	1
637	говорим о	3	1
638	но он	3	1
639	самом деле	10	1
640	к полной	1	1
641	но все	5	1
642	не очень	4	1
643	говорят в	1	1
644	сознания на	1	1
645	в живописи	1	1
646	в свои	1	1
647	или иначе	7	1
648	не будем	5	1
649	а также	6	1
650	не обязательно	3	1
651	смысла и	2	1
652	что будет	2	1
653	закономерно и	1	1
654	в чувственном	1	1
655	проблем и	1	1
656	мы говорим	3	1
657	этим и	1	1
658	на свою	1	1
659	результате этого	1	1
660	и все	9	1
661	вещи для	2	1
662	сам собой	1	1
663	учения о	3	1
664	о своей	1	1
665	раз навсегда	1	1
666	путаница и	1	1
667	изолированно от	1	1
668	и красками	1	1
669	на себя	2	1
670	достаточно ясно	1	1
671	этого отражения	1	1
672	эстетики и	1	1
673	тем что	10	1
674	от всего	4	1
675	если это	2	1
676	имеются в	1	1
677	быть даже	2	1
678	а пуанкаре	1	1
679	еще недостаточно	2	1
680	чрезвычайно важно	1	1
681	же самый	1	1
682	то время	2	1
683	ничего и	2	1
684	в таком	18	1
685	без всякой	7	1
686	если он	1	1
687	бы все	1	1
688	очень много	3	1
689	том или	1	1
690	сама по	6	1
691	между этими	2	1
692	самый принцип	1	1
693	к их	1	1
694	можно назвать	1	1
695	будет правильным	1	1
696	впасть в	1	1
697	в стороне	1	1
698	для своей	1	1
699	относятся к	3	1
700	бы быть	1	1
701	идти только	1	1
702	встречаемся с	1	1
703	из тех	1	1
704	в движение	1	1
705	друг другу	2	1
706	чем иным	2	1
707	и без	6	1
708	в какой	1	1
709	кстати сказать	1	1
710	в памяти	1	1
711	мы встречаемся	2	1
712	понятия и	2	1
713	необходимо для	2	1
714	нас к	1	1
715	в в	2	1
716	во имя	1	1
717	как не	1	1
718	время как	2	1
719	принцип этот	2	1
720	не требуется	1	1
721	только через	1	1
722	что по	1	1
723	значения и	11	1
724	эстетические теории	1	1
725	а именно	16	1
726	или даже	3	1
727	вещи в	4	1
728	это время	1	1
729	все предыдущие	1	1
730	действительности когда	1	1
731	одновременно и	1	1
732	и так	2	1
733	как можно	1	1
734	состоит из	1	1
735	на эту	2	1
736	при таком	2	1
737	как в	5	1
738	обязательно должен	1	1
739	говорят о	2	1
740	перейти к	4	1
741	что ее	1	1
742	без ее	1	1
743	на одном	2	1
744	по своему	14	1
745	себя и	1	1
746	еще к	1	1
747	не имеет	8	1
748	является для	3	1
749	сам гоголь	1	1
750	между собой	5	1
751	сознании а	1	1
752	почти все	1	1
753	действительности которая	1	1
754	в свете	1	1
755	усилий и	1	1
756	о котором	4	1
757	если можно	1	1
758	эти термины	2	1
759	которое не	1	1
760	это было	3	1
761	есть то	5	1
762	быть никакого	1	1
763	речь идет	2	1
764	в известном	1	1
765	и традиционных	1	1
766	в следующей	1	1
767	знает что	1	1
768	и это	13	1
769	а только	9	1
770	в каком	7	1
771	к числу	1	1
772	это происходит	1	1
773	очень важную	1	1
774	ничего общего	14	1
775	и художественная	1	1
776	вечном муже	1	1
777	актов которые	1	1
778	на себе	1	1
779	что их	4	1
780	на другом	1	1
781	в которые	1	1
782	и пассивно	1	1
783	н в	1	1
784	вопрос что	2	1
785	человека а	2	1
786	не все	4	1
787	казалось бы	11	1
788	рассуждений а	1	1
789	обыденной жизни	1	1
790	в математике	5	1
791	сразу и	1	1
792	для правильного	1	1
793	моменты в	1	1
794	той или	10	1
795	а вместе	1	1
796	чтобы понять	3	1
797	и всесторонне	1	1
798	или ином	1	1
799	ведь ни	1	1
800	в дальнейшем	5	1
801	и значения	7	1
802	таковы же	3	1
803	что эти	2	1
804	нет ничего	12	1
805	еще до	1	1
806	сознания или	1	1
807	ни к	1	1
808	его и	1	1
809	совершенно не	7	1
810	признать что	1	1
811	свести все	2	1
812	может иметь	3	1
813	том случае	2	1
814	это с	1	1
815	на этой	4	1
816	а с	1	1
817	в данном	16	1
818	его обычно	1	1
819	сознания а	1	1
820	от других	3	1
821	в основе	4	1
822	вообще в	1	1
823	тут и	3	1
824	трудным и	1	1
825	его развития	1	1
826	сам поэт	1	1
827	тем более	13	1
828	а если	2	1
829	оно в	1	1
830	что этот	2	1
831	вопрос о	4	1
832	всего человека	1	1
833	не означает	1	1
834	и образа	2	1
835	это понятие	1	1
836	пустой формой	1	1
837	образов которые	1	1
838	говоря в	1	1
839	себе все	2	1
840	в братьях	1	1
841	которой он	4	1
842	говорил о	1	1
843	но ведь	6	1
844	случае если	2	1
845	в нечто	2	1
846	очень часто	1	1
847	в чистом	3	1
848	он был	2	1
849	другими как	1	1
850	бы значительно	1	1
851	многих из	1	1
852	есть в	9	1
853	конечно не	3	1
854	может идти	1	1
855	не говоря	8	1
856	входит в	4	1
857	всего этого	1	1
858	нам в	3	1
859	говоря только	2	1
860	уже в	6	1
861	не дает	1	1
862	без предварительных	1	1
863	ту или	1	1
864	так до	1	1
865	работать над	1	1
866	лежат в	1	1
867	не существуют	3	1
868	сложности и	1	1
869	только об	1	1
870	не один	1	1
871	то уже	4	1
872	самое существенное	1	1
873	в теории	4	1
874	факта без	1	1
875	как орудие	1	1
876	в понятие	1	1
877	такой вещи	1	1
878	способность как	1	1
879	может вызвать	1	1
880	целиком или	1	1
881	друг друга	1	1
882	потому что	24	1
883	и тем	16	1
884	слова и	5	1
885	кажется что	2	1
886	у чехова	2	1
887	быть и	5	1
888	романы достоевского	1	1
889	от всех	2	1
890	обойтись без	2	1
891	только тогда	4	1
892	и поэтому	2	1
893	в него	3	1
894	оно и	3	1
895	свойств и	1	1
896	только один	3	1
897	то все	1	1
898	а по	1	1
899	но она	3	1
900	со стороны	2	1
901	только на	13	1
902	если же	4	1
903	или иных	2	1
904	приводит в	1	1
905	или иные	1	1
906	содержания и	2	1
907	что эта	2	1
908	для этого	5	1
909	одно и	1	1
910	на его	2	1
911	и если	9	1
912	есть и	4	1
913	и та	2	1
914	вещь в	1	1
915	хотя в	3	1
916	как художественная	1	1
917	и что	21	1
918	в каком-то	3	1
919	дело не	1	1
920	которых она	1	1
921	в любой	1	1
922	образное воплощение	1	1
923	количество и	1	1
924	нас особенно	1	1
925	эмоции и	1	1
926	за пределы	6	1
927	а между	1	1
928	но только	3	1
929	этого факта	1	1
930	говорит что	1	1
931	подобного рода	8	1
932	как комплекс	1	1
933	в начале	1	1
934	вообще но	1	1
935	и частного	1	1
936	у достоевского	1	1
937	говоря о	1	1
938	явлений в	1	1
939	мы хотим	3	1
940	перестанет быть	2	1
941	еще в	2	1
942	слова с	1	1
943	рода м	1	1
944	это то	4	1
945	доходит до	1	1
946	существует ли	3	1
947	историческая и	1	1
948	часто в	1	1
949	и жизни	1	1
950	то как	1	1
951	склонны понимать	1	1
952	же если	1	1
953	в истории	6	1
954	как оно	3	1
955	это необходимо	1	1
956	романа и	1	1
957	конечно нет	1	1
958	глубину и	1	1
959	этом смысле	8	1
960	художник может	2	1
961	что из	1	1
962	то или	3	1
963	или как	4	1
964	что до	1	1
965	присущи и	1	1
966	самого начала	2	1
967	каждый из	3	1
968	и речи	3	1
969	и играть	1	1
970	бы совершенно	1	1
971	без труда	1	1
972	и наоборот	1	1
973	или иное	2	1
974	не представляет	1	1
975	какой мере	1	1
976	отношении ему	1	1
977	работы на	1	1
978	связанных с	1	1
979	данного момента	1	1
980	очень многих	1	1
981	мере не	1	1
982	не случайно	1	1
983	почти каждый	1	1
984	с понятиями	1	1
985	нечто целое	1	1
986	медного всадника	2	1
987	значение и	7	1
988	и той	4	1
989	дело и	1	1
990	имеем в	1	1
991	на некоторые	2	1
992	процесс и	1	1
993	художественном образе	1	1
994	потом в	1	1
995	действительности если	2	1
996	но ни	1	1
997	сейчас же	3	1
998	или вообще	6	1
999	и еще	3	1
1000	целом и	1	1
1001	тот или	4	1
1002	отношение к	1	1
1003	ли считать	1	1
1004	утверждал что	1	1
1005	как мы	10	1
1006	а а	6	1
1007	со своими	1	1
1008	и творчески	1	1
1009	же не	1	1
1010	к ней	1	1
1011	может охватить	1	1
1012	модель для	1	1
1013	же так	1	1
1014	в данной	2	1
1015	но по	2	1
1016	это вовсе	3	1
1017	идет только	1	1
1018	что всякий	7	1
1019	общего с	10	1
1020	в понимании	2	1
1021	но вместе	1	1
1022	что во	1	1
1023	по которой	1	1
1024	в систему	1	1
1025	говорить только	3	1
1026	для такого	2	1
1027	бы его	3	1
1028	необходимо сделать	1	1
1029	только результат	2	1
1030	и во	4	1
1031	что есть	1	1
1032	вообще этот	1	1
1033	не чувственное	2	1
1034	мы бы	3	1
1035	бы он	2	1
1036	общее и	1	1
1037	и пытается	1	1
1038	и чисто	4	1
1039	связи между	1	1
1040	больше того	1	1
1041	но пожалуй	1	1
1042	анализа и	4	1
1043	быть в	1	1
1044	предмета в	2	1
1045	что может	4	1
1046	но ее	3	1
1047	основания для	1	1
1048	находится в	2	1
1049	уже не	9	1
1050	имеем дело	1	1
1051	вся область	1	1
1052	не значит	4	1
1053	слова в	1	1
1054	ли она	1	1
1055	сказать не	1	1
1056	роль играет	1	1
1057	из моментов	2	1
1058	их можно	1	1
1059	чего он	3	1
1060	уже о	5	1
1061	или иного	6	1
1062	на этот	3	1
1063	это что	1	1
1064	и труд	1	1
1065	при оценке	1	1
1066	случайного и	1	1
1067	и других	1	1
1068	иным как	2	1
1069	как будто	6	1
1070	здесь не	9	1
1071	этот последний	2	1
1072	или из	4	1
1073	осознанным и	1	1
1074	о своих	1	1
1075	этих теорий	2	1
1076	их на	1	1
1077	тех или	5	1
1078	увидим ниже	2	1
1079	это в	3	1
1080	или не	5	1
1081	и насколько	1	1
1082	является только	3	1
1083	в ту	1	1
1084	в вечном	1	1
1085	этих терминов	1	1
1086	ниже но	1	1
1087	речи о	1	1
1088	решающую роль	1	1
1089	но это	11	1
1090	определить его	1	1
1091	не хватает	2	1
1092	так называемое	1	1
1093	однако все	2	1
1094	потому и	2	1
1095	является уже	1	1
1096	к каким	1	1
1097	самым трудным	1	1
1098	с ее	1	1
1099	не имеющих	4	1
1100	из него	1	1
1101	и искусство	1	1
1102	своей работы	1	1
1103	красоты и	1	1
1104	видения мира	1	1
1105	которой мы	1	1
1106	и конкретность	1	1
1107	действительности не	1	1
1108	аппарат человеческой	1	1
1109	в самой	3	1
1110	не был	4	1
1111	дело обстоит	1	1
1112	в какой-то	3	1
1113	основное и	1	1
1114	или точнее	4	1
1115	в историю	1	1
1116	и ни	7	1
1117	чехову в	1	1
1118	и особенно	4	1
1119	он должен	2	1
1120	каждый знак	2	1
1121	года в	2	1
1122	моделью для	1	1
1123	с реальным	1	1
1124	собственно говоря	4	1
1125	тому же	1	1
1126	что на	4	1
1127	дает возможность	1	1
1128	поводу с	1	1
1129	в заключение	1	1
1130	образом на	1	1
1131	но было	1	1
1132	его сознания	1	1
1133	мира в	2	1
1134	не отличается	3	1
1135	не к	1	1
1136	и самый	3	1
1137	с целью	4	1
1138	его можно	1	1
1139	имеет ничего	4	1
