N	2gram	Propp_Russ	Narrotol
382	более или	1	2
383	но все	3	2
384	жизнь в	1	2
385	зато в	1	2
386	целый ряд	1	2
387	где они	2	2
388	тем что	7	2
389	принадлежат к	1	2
390	в это	4	2
391	мир и	1	2
392	как только	2	2
393	на первый	3	2
394	первый взгляд	1	2
395	было не	1	2
396	было в	1	2
397	и который	1	2
398	представления о	2	2
399	из жизни	1	2
400	в этот	19	2
401	е годы	2	2
402	а между	1	2
403	из церкви	1	2
404	превращается в	1	2
405	видно что	8	2
406	и еще	2	2
407	с другим	2	2
408	у себя	1	2
409	но возможно	1	2
410	к которому	1	2
411	же она	1	2
412	на будущее	1	2
413	тем это	3	2
414	тут же	2	2
415	выходя из	1	2
416	того же	1	2
417	они могут	1	2
418	и служит	1	2
419	и мы	1	2
420	к их	1	2
421	что иное	3	2
422	похожи на	1	2
423	должно быть	2	2
424	однако такая	1	2
425	и через	2	2
426	а за	4	2
427	будто бы	10	2
428	одним из	2	2
429	по аналогии	1	2
430	очевидно что	2	2
431	в детскую	1	2
432	также в	5	2
433	идет по	1	2
434	в двух	2	2
435	себе и	1	2
436	точек зрения	1	2
437	жизни то	1	2
438	в других	24	2
439	во всех	6	2
440	смысл и	1	2
441	выступает в	1	2
442	мы можем	2	2
443	лица и	1	2
444	теперь уже	1	2
445	по этой	1	2
446	за столом	2	2
447	так что	4	2
448	человека который	1	2
449	на свой	1	2
450	нашем сознании	1	2
451	в городе	1	2
452	если же	1	2
453	даже не	1	2
454	также не	2	2
455	т п	1	2
456	его как	2	2
457	могут быть	3	2
458	и есть	1	2
459	с которым	1	2
460	в общем	1	2
461	ней в	2	2
462	одного и	1	2
463	сливаются в	1	2
464	и сами	2	2
465	себя но	1	2
466	любви и	1	2
467	в особенности	3	2
468	та же	4	2
469	они и	2	2
470	которым можно	1	2
471	если в	3	2
472	живет в	1	2
473	должна быть	1	2
474	значении этого	1	2
475	из которых	2	2
476	утверждает что	1	2
477	xix в	16	2
478	к различным	1	2
479	для них	5	2
480	что после	1	2
481	и вновь	1	2
482	все то	1	2
483	на столе	1	2
484	в россии	4	2
485	встречаются и	2	2
486	значения и	2	2
487	можно назвать	1	2
488	как о	1	2
489	это время	4	2
490	в которых	8	2
491	так называемая	2	2
492	ли он	1	2
493	не до	1	2
494	к другому	2	2
495	в своего	1	2
496	это и	1	2
497	его и	2	2
498	тот кто	2	2
499	не объясняет	5	2
500	в течение	7	2
501	наконец в	1	2
502	в город	1	2
503	это все	1	2
504	которое не	1	2
505	по полю	3	2
506	них как	2	2
507	после смерти	1	2
508	в отрыве	1	2
509	на основании	1	2
510	переход от	3	2
511	на две	3	2
512	она может	1	2
513	и во	2	2
514	с нею	1	2
515	что одно	1	2
516	говорится в	1	2
517	только с	2	2
518	только потому	1	2
519	обратиться к	1	2
520	судя по	2	2
521	или просто	2	2
522	в более	2	2
523	после этого	6	2
524	пока что	1	2
525	ни с	1	2
526	только по	2	2
527	это был	1	2
528	из деревни	1	2
529	что с	2	2
530	видя в	1	2
531	все это	12	2
532	в их	5	2
533	слова а	1	2
534	таком случае	1	2
535	когда же	1	2
536	однако не	1	2
537	и более	3	2
538	жизни это	1	2
539	на нее	5	2
540	в ряде	1	2
541	есть в	2	2
542	как можно	3	2
543	в каждой	1	2
544	или менее	1	2
545	и вообще	1	2
546	этих строк	1	2
547	не могу	1	2
548	церкви и	3	2
549	плачут и	1	2
550	взывает к	1	2
551	когда он	3	2
552	не оставляет	2	2
553	а по	1	2
554	говоря о	1	2
555	отношение к	1	2
556	не можем	5	2
557	это означает	1	2
558	и иные	1	2
559	о своих	1	2
560	это в	1	2
561	таким же	4	2
562	или точнее	1	2
563	и наконец	2	2
564	и действия	1	2
565	иное как	3	2
566	во всем	2	1
567	это на	2	1
568	что один	2	1
569	видели в	1	1
570	с xvii	1	1
571	и объяснить	2	1
572	оно все	1	1
573	более высокой	1	1
574	с которыми	1	1
575	и сестер	1	1
576	христа в	2	1
577	к вечеру	2	1
578	сходство с	3	1
579	которые не	3	1
580	к этой	1	1
581	и мотивы	1	1
582	случае мы	1	1
583	из всех	1	1
584	происходить на	1	1
585	в разных	3	1
586	этот момент	1	1
587	и был	1	1
588	и стало	1	1
589	это обычно	1	1
590	в дом	10	1
591	не как	1	1
592	которые по	1	1
593	это пока	1	1
594	становится очевидным	1	1
595	время не	1	1
596	это нужно	1	1
597	но смысл	1	1
598	его от	2	1
599	этого момента	3	1
600	но что	2	1
601	церковь и	2	1
602	на сцену	1	1
603	связь с	1	1
604	их не	2	1
605	этим объясняется	1	1
606	где-нибудь в	2	1
607	в предыдущей	1	1
608	по пути	1	1
609	в духе	1	1
610	возрождения жизни	1	1
611	на которых	2	1
612	ни одна	2	1
613	относится и	1	1
614	на свою	1	1
615	слова с	1	1
616	или на	11	1
617	представление о	5	1
618	в ноги	1	1
619	вся его	1	1
620	детей и	3	1
621	и должен	1	1
622	молока в	1	1
623	перекликаясь друг	1	1
624	его на	1	1
625	так на	2	1
626	после обеда	5	1
627	на эту	1	1
628	их за	1	1
629	ничего а	1	1
630	но у	1	1
631	обращения к	1	1
632	на руси	3	1
633	так например	7	1
634	не имели	2	1
635	во вторник	2	1
636	обращение к	1	1
637	следующее в	2	1
638	весны не	1	1
639	не удается	1	1
640	и смерти	1	1
641	поле в	1	1
642	с этим	4	1
643	имеется ряд	1	1
644	во все	1	1
645	некоторые из	2	1
646	на этой	3	1
647	сразу же	2	1
648	не могли	1	1
649	когда на	2	1
650	что этот	4	1
651	вопрос о	4	1
652	по тем	1	1
653	он был	2	1
654	характер так	1	1
655	мы увидим	8	1
656	домов и	1	1
657	но эти	3	1
658	из земли	3	1
659	приходится к	1	1
660	во многих	14	1
661	из их	1	1
662	имея в	1	1
663	этой связи	1	1
664	на могилах	8	1
665	а когда	1	1
666	солнце и	1	1
667	дети в	1	1
668	греков и	1	1
669	в различных	3	1
670	также на	3	1
671	и была	1	1
672	есть некоторая	1	1
673	ее по	1	1
674	и те	3	1
675	не что	3	1
676	что ее	3	1
677	рассуждение о	1	1
678	не я	1	1
679	подробнее об	1	1
680	с длинной	1	1
681	в глаза	3	1
682	в прошлом	2	1
683	связи которые	1	1
684	из рассмотренных	1	1
685	чтобы они	4	1
686	ее как	1	1
687	не совсем	6	1
688	следующим образом	9	1
689	это так	1	1
690	в кольцо	1	1
691	это множество	1	1
692	в одной	1	1
693	что все	2	1
694	во всей	2	1
695	они сами	1	1
696	вернуться к	1	1
697	по одной	1	1
698	именно с	3	1
699	несут в	1	1
700	под именем	3	1
701	в противном	2	1
702	и н	2	1
703	друг с	1	1
704	а мы	2	1
705	не будут	2	1
706	нет никаких	1	1
707	недостаточно чтобы	1	1
708	это явная	1	1
709	но так	1	1
710	этом же	1	1
711	этого обряда	5	1
712	имеется довольно	1	1
713	важные в	1	1
714	вся эта	2	1
715	ближе к	1	1
716	чтобы сделать	2	1
717	весенний и	1	1
718	в советское	4	1
719	огни и	2	1
720	см гл	1	1
721	хотелось бы	1	1
722	здесь нет	1	1
723	и всей	2	1
724	как средство	1	1
725	всегда бывают	1	1
726	стороны и	1	1
727	такая же	1	1
728	в состоянии	1	1
729	в раннем	1	1
730	мы знаем	1	1
731	смысле в	1	1
732	для которой	1	1
733	только часть	2	1
734	объяснить его	1	1
735	народной жизни	1	1
736	такой мысли	1	1
737	гоголь в	1	1
738	и довольства	1	1
739	что при	2	1
740	признать обоснованным	1	1
741	лучше чем	1	1
742	аналогии с	1	1
743	чем у	2	1
744	ей не	1	1
745	совершаемые с	1	1
746	место для	1	1
747	братьев и	1	1
748	с другими	3	1
749	забыт и	1	1
750	не от	1	1
751	по содержанию	3	1
752	что между	1	1
753	это воскресение	1	1
754	в середине	4	1
755	сон в	1	1
756	его в	9	1
757	не была	1	1
758	ни в	1	1
759	здесь вполне	1	1
760	воскресение божества	2	1
761	в разные	4	1
762	он приходится	1	1
763	исходит от	1	1
764	в деревню	8	1
765	тех же	1	1
766	собой и	2	1
767	который по	1	1
768	и своего	1	1
769	с одним	1	1
770	для детей	1	1
771	дома в	2	1
772	время как	1	1
773	на земле	3	1
774	большинстве случаев	2	1
775	вербное воскресенье	2	1
776	в до	1	1
777	и характер	1	1
778	глаза что	1	1
779	всех их	1	1
780	предыдущей главе	1	1
781	с некоторой	1	1
782	уже давно	1	1
783	а только	1	1
784	из одного	1	1
785	полагает что	8	1
786	и отдельные	1	1
787	они становятся	2	1
788	на которую	1	1
789	проявляет себя	1	1
790	не понимают	1	1
791	вошел в	1	1
792	в москву	2	1
793	или смерть	1	1
794	и цель	1	1
795	не означает	2	1
796	на этом	6	1
797	к слову	3	1
798	говорилось о	2	1
799	до нас	1	1
800	две стороны	1	1
801	мы уже	2	1
802	на человеческую	1	1
803	которой и	1	1
804	там он	1	1
805	зрения в	1	1
806	от конца	1	1
807	совсем не	1	1
808	эти слова	1	1
809	либо его	1	1
810	ставят на	2	1
811	или же	2	1
812	так называемые	1	1
813	i и	1	1
814	это по	1	1
815	в развитии	1	1
816	и смысла	1	1
817	к такой	1	1
818	однако эта	1	1
819	необходимо было	1	1
820	возвращаясь к	1	1
821	что эта	1	1
822	и та	1	1
823	в тех	5	1
824	тем и	4	1
825	дела и	1	1
826	без этих	1	1
827	этот вопрос	4	1
828	не сами	1	1
829	должны были	3	1
830	любовью к	1	1
831	которого в	2	1
832	значение и	2	1
833	на некоторые	2	1
834	не связаны	2	1
835	из нее	2	1
836	березы и	1	1
837	вторая часть	1	1
838	умирающего и	2	1
839	как когда-то	1	1
840	природы и	3	1
841	что для	4	1
842	на лошади	1	1
843	и каждый	1	1
844	их к	2	1
845	рассматривается как	3	1
846	приводят к	1	1
847	звучит так	1	1
848	изучен в	1	1
849	был в	1	1
850	теми же	1	1
851	такая организация	1	1
852	и определяется	1	1
853	необходимо чтобы	1	1
854	еды в	1	1
855	если они	1	1
856	иной раз	1	1
857	из этого	1	1
858	бы ни	1	1
859	его к	3	1
860	и чтобы	1	1
861	слова как	1	1
862	там где	3	1
863	известен только	1	1
864	за все	2	1
865	чтобы не	1	1
866	означает что	2	1
867	в один	2	1
868	прежде чем	1	1
869	в одну	1	1
870	и особенно	1	1
871	как знак	1	1
872	многие другие	2	1
873	мы видели	3	1
874	не отличается	1	1
875	другой более	1	1
876	на дворе	3	1
877	бывает и	1	1
878	то время	3	1
879	этому времени	2	1
880	за ним	3	1
881	его мнению	1	1
882	по форме	1	1
883	них в	2	1
884	у русских	12	1
885	поздней осени	1	1
886	обладает для	1	1
887	с и	1	1
888	в о	1	1
889	которых мы	1	1
890	и детей	1	1
891	оно было	1	1
892	верили в	1	1
893	говорит и	1	1
894	уже знаем	2	1
895	человек с	1	1
896	с тем	14	1
897	не приходится	1	1
898	он на	1	1
899	в другой	1	1
900	времени когда	1	1
901	и смех	1	1
902	этот не	2	1
903	из того	1	1
904	одного конца	2	1
905	однако он	1	1
906	него нет	1	1
907	за это	1	1
908	не могут	1	1
909	в приведенном	1	1
910	приходится на	1	1
911	обеда в	1	1
912	во что	1	1
913	с этого	7	1
914	не более	2	1
915	можно согласиться	1	1
916	так называемый	2	1
917	по преимуществу	1	1
918	в большинстве	2	1
919	находится за	1	1
920	значения как	1	1
921	историю их	1	1
922	как не	2	1
923	для каждого	1	1
924	характером в	1	1
925	что видел	1	1
926	и так	2	1
927	по разным	1	1
928	себя и	2	1
929	о единстве	1	1
930	только себя	1	1
931	жизни близких	1	1
932	при всех	2	1
933	такая точка	1	1
934	но оно	1	1
935	только одно	2	1
936	дальнейшее развитие	1	1
937	вспоминать о	1	1
938	свое внимание	1	1
939	бросается в	3	1
940	необходимо также	1	1
941	вытекает из	1	1
942	рассмотренная нами	1	1
943	смерти и	3	1
944	и жены	2	1
945	если он	1	1
946	забота о	1	1
947	совпадает с	1	1
948	относится к	1	1
949	на основе	1	1
950	это только	1	1
951	в отдельности	2	1
952	жениться на	1	1
953	времени на	1	1
954	в новой	1	1
955	с которой	1	1
956	и теперь	1	1
957	что если	2	1
958	смысл который	1	1
959	представление будто	3	1
960	от других	1	1
961	внимания на	1	1
962	и соответствующих	1	1
963	и до	3	1
964	и целый	1	1
965	находящиеся в	2	1
966	а далее	1	1
967	был его	1	1
968	одна и	1	1
969	он есть	2	1
970	и наоборот	1	1
971	на более	1	1
972	не говорится	1	1
973	времени его	1	1
974	но мы	1	1
975	что здесь	4	1
976	заметить что	3	1
977	нет и	1	1
978	как время	1	1
979	всему что	1	1
980	при котором	1	1
981	игра в	1	1
982	в образе	3	1
983	в текстах	1	1
984	в ряд	2	1
985	же их	1	1
986	характерное для	1	1
987	и воскресение	1	1
988	этого слова	3	1
989	здесь и	1	1
990	к новой	1	1
991	т д	12	1
992	главным образом	5	1
993	у них	2	1
994	своим появлением	1	1
995	мы еще	1	1
996	собой то	1	1
997	только о	1	1
998	в м	1	1
999	тот же	2	1
1000	с того	1	1
1001	сводились к	2	1
1002	смерти как	1	1
1003	что есть	2	1
1004	о каких	1	1
1005	смерть и	1	1
1006	того кого	1	1
1007	но на	1	1
1008	что ему	2	1
1009	и многие	2	1
1010	значение в	2	1
1011	так как	25	1
1012	многих других	1	1
1013	может не	1	1
1014	своему происхождению	2	1
1015	вперед и	1	1
1016	ряд других	2	1
1017	и было	1	1
1018	мотивы в	1	1
1019	того как	6	1
1020	за которую	1	1
1021	в первый	5	1
1022	можно в	1	1
1023	крестьянской среде	1	1
1024	уже в	2	1
1025	или когда	2	1
1026	нам не	1	1
1027	на что	2	1
1028	однако здесь	1	1
1029	на кладбище	4	1
1030	из особенностей	1	1
1031	как за	1	1
1032	времен года	1	1
1033	собой очень	1	1
1034	от времени	1	1
1035	день и	2	1
1036	ее в	7	1
1037	видеть в	1	1
1038	чем тот	1	1
1039	и передают	1	1
1040	другой исследователь	1	1
1041	действие а	1	1
1042	что каждый	2	1
1043	имеет двоякую	1	1
1044	в церковь	2	1
1045	на небо	3	1
1046	которое могло	1	1
1047	что к	1	1
1048	и воскресающего	3	1
1049	пишет не	1	1
1050	этом не	2	1
1051	указывает и	1	1
1052	за этим	1	1
1053	изложения и	1	1
1054	только сам	1	1
1055	и последний	1	1
1056	не ограничивается	1	1
1057	здесь все	1	1
1058	он видел	2	1
1059	со двора	1	1
1060	год а	1	1
1061	только два	1	1
1062	очень много	2	1
1063	более что	1	1
1064	в стороне	2	1
1065	случае не	1	1
1066	советское время	4	1
1067	и без	1	1
1068	москве в	1	1
1069	нас к	5	1
1070	себя от	1	1
1071	случаях когда	2	1
1072	которая представляет	1	1
1073	говорят о	1	1
1074	при таком	1	1
1075	а п	3	1
1076	противном случае	1	1
1077	церковной службе	1	1
1078	в такой	1	1
1079	из дому	1	1
1080	у древних	1	1
1081	с другом	1	1
1082	сомнение в	1	1
1083	к вам	5	1
1084	также к	1	1
1085	а он	1	1
1086	и представляют	1	1
1087	а так	1	1
1088	может относиться	1	1
1089	день действительно	1	1
1090	связаны с	6	1
1091	ему не	1	1
1092	жизнь и	2	1
1093	еще до	2	1
1094	предположить что	5	1
1095	характер этой	1	1
1096	обычно в	2	1
1097	его словам	1	1
1098	в полной	1	1
1099	можно ответить	1	1
1100	здесь следует	1	1
1101	же с	1	1
1102	оно в	1	1
1103	же к	1	1
1104	на свои	1	1
1105	в самых	1	1
1106	так называемой	3	1
1107	и остаются	1	1
1108	в четверг	2	1
1109	а из	1	1
1110	все для	1	1
1111	это собственно	1	1
1112	другой в	1	1
1113	и многочисленные	1	1
1114	с совершенно	1	1
1115	в лесу	9	1
1116	собой как	2	1
1117	мы должны	3	1
1118	на другое	1	1
1119	мыслей в	1	1
1120	и символически	1	1
1121	но она	3	1
1122	все не	1	1
1123	и их	4	1
1124	но даже	2	1
1125	только у	2	1
1126	в нашей	1	1
1127	в xix	13	1
1128	время они	1	1
1129	этих случаях	1	1
1130	или как	1	1
1131	чем те	2	1
1132	их по	3	1
1133	которые вольны	1	1
1134	еще на	1	1
1135	и время	1	1
1136	причем это	1	1
1137	но совершенно	1	1
1138	по всей	4	1
1139	первого тома	1	1
1140	для такого	1	1
1141	в четвертом	1	1
1142	и много	1	1
1143	на других	3	1
1144	день был	1	1
1145	же можно	1	1
1146	что изображает	1	1
1147	все еще	1	1
1148	в период	2	1
1149	нуждается в	1	1
1150	являют собой	1	1
1151	другие с	1	1
1152	надо было	1	1
1153	уже начинал	1	1
1154	однако все	1	1
1155	для этого	6	1
1156	виду что	2	1
1157	хотя они	1	1
1158	именно это	1	1
1159	им не	1	1
1160	да на	2	1
1161	даже самых	1	1
1162	как символ	2	1
