N	2gram	Potebnia_M	Tragedij
391	говорится о	1	1
392	с сознанием	2	1
393	во всяком	4	1
394	и потому	9	1
395	понятно что	1	1
396	это и	2	1
397	не встречает	1	1
398	необходимое условие	1	1
399	правда что	1	1
400	но как	2	1
401	более чем	2	1
402	чем же	1	1
403	не является	1	1
404	чтобы разъяснить	1	1
405	нет тайн	1	1
406	за то	1	1
407	а к	4	1
408	того самого	1	1
409	в котором	7	1
410	ему в	2	1
411	с самого	1	1
412	в обществе	1	1
413	как нечто	3	1
414	понимание этого	1	1
415	и новые	1	1
416	области возможного	1	1
417	которой он	1	1
418	эта связь	2	1
419	связи с	6	1
420	нет своего	1	1
421	можно выразиться	1	1
422	него есть	1	1
423	образами в	1	1
424	ее наслаждение	1	1
425	хотя бы	3	1
426	она не	4	1
427	связь и	2	1
428	эти слова	2	1
429	на мысль	7	1
430	этом мы	1	1
431	знает но	1	1
432	значение этого	1	1
433	того чтобы	5	1
434	и если	4	1
435	символическое значение	1	1
436	на другой	2	1
437	таком виде	1	1
438	но не	8	1
439	между тем	19	1
440	быть не	4	1
441	не быть	1	1
442	повторяет в	2	1
443	в ней	11	1
444	к образу	1	1
445	вызывает в	2	1
446	миф о	1	1
447	был более	1	1
448	самом деле	5	1
449	к своей	2	1
450	больше в	1	1
451	из себя	3	1
452	исследования в	1	1
453	в которой	9	1
454	имеет целью	1	1
455	загробной жизни	1	1
456	лишь в	2	1
457	если так	1	1
458	итак для	1	1
459	именно на	2	1
460	только один	3	1
461	об отношении	5	1
462	а не	22	1
463	мысль что	4	1
464	а по	1	1
465	в душу	1	1
466	только на	4	1
467	в шутку	2	1
468	и их	4	1
469	от литературных	1	1
470	очень хорошо	1	1
471	есть и	3	1
472	и смеялся	1	1
473	не могла	2	1
474	связь между	6	1
475	можно было	1	1
476	собою но	1	1
477	в форме	2	1
478	за пределы	2	1
479	а между	6	1
480	но только	3	1
481	конечно в	1	1
482	тем и	5	1
483	факт что	1	1
484	и хотя	3	1
485	даже не	2	1
486	а смерть	1	1
487	не вполне	1	1
488	их отношения	2	1
489	этого образа	1	1
490	что ее	1	1
491	в истории	2	1
492	он есть	1	1
493	которую я	1	1
494	человека с	2	1
495	несколько раз	2	1
496	что когда	1	1
497	стало быть	4	1
498	это может	1	1
499	человека и	8	1
500	или как	1	1
501	не я	3	1
502	перед ним	1	1
503	и т.д	1	1
504	всего что	1	1
505	но этот	2	1
506	с другим	2	1
507	того кто	2	1
508	значение и	1	1
509	последнее слово	1	1
510	известной степени	1	1
511	я в	1	1
512	именно такого	1	1
513	к ним	3	1
514	или вообще	1	1
515	и еще	1	1
516	но без	2	1
517	т п	7	1
518	может ли	1	1
519	он в	1	1
520	к ней	7	1
521	и вне	1	1
522	как мы	8	1
523	жизнь как	1	1
524	самой своей	1	1
525	во многом	3	1
526	и о	6	1
527	ее не	4	1
528	в голове	1	1
529	речи в	1	1
530	его как	3	1
531	образы и	1	1
532	над собою	1	1
533	той же	6	1
534	и др	1	1
535	он сказал	1	1
536	еще ничего	1	1
537	только по	5	1
538	какой она	1	1
539	своего происхождения	2	1
540	быть в	1	1
541	в самое	2	1
542	из первых	1	1
543	во времена	2	1
544	почему бы	1	1
545	слова в	7	1
546	и от	5	1
547	и есть	4	1
548	роль играет	1	1
549	с которым	3	1
550	входят в	3	1
551	в голову	3	1
552	в понятие	1	1
553	в общем	1	1
554	на этот	1	1
555	важной и	1	1
556	любовь в	1	1
557	что без	2	1
558	для понимания	5	1
559	своей и	1	1
560	этого слова	14	1
561	например в	9	1
562	уважения к	1	1
563	что именно	5	1
564	без которой	2	1
565	право на	1	1
566	а это	2	1
567	но если	2	1
568	нельзя же	2	1
569	ее собственной	1	1
570	мать и	1	1
571	в сфере	1	1
572	в области	3	1
573	и по	5	1
574	слова нельзя	1	1
575	и эта	2	1
576	этого лица	1	1
577	человек не	4	1
578	это в	2	1
579	нужно для	1	1
580	ее содержание	1	1
581	всяком случае	3	1
582	в разговоре	2	1
583	образ на	1	1
584	на котором	4	1
585	для чего	1	1
586	не из	4	1
587	к ее	1	1
588	чтобы не	1	1
589	носит в	1	1
590	он с	1	1
591	вспомнить что	2	1
592	и наконец	3	1
593	что на	3	1
594	говорит не	1	1
595	на ту	1	1
596	форму то	2	1
597	с каким	3	1
598	не к	4	1
599	время с	1	1
600	намек на	1	1
601	судя по	3	1
