N	2gram	Potebnia_M	Narrotol
464	сознания ни	1	2
465	столько же	4	2
466	от тех	1	2
467	а за	1	2
468	ни от	1	2
469	будто бы	1	2
470	одним из	2	2
471	быть только	7	2
472	очевидно что	5	2
473	человек и	1	2
474	не есть	13	2
475	себе и	2	2
476	например как	1	2
477	есть своя	1	2
478	жизни то	1	2
479	в других	6	2
480	во всех	12	2
481	только от	2	2
482	мы можем	10	2
483	лица и	2	2
484	мой взгляд	1	2
485	всю свою	1	2
486	и пространства	1	2
487	сами по	8	2
488	теперь уже	2	2
489	так что	23	2
490	оно и	4	2
491	если же	5	2
492	одно и	1	2
493	хотя в	3	2
494	им самим	1	2
495	в нее	4	2
496	во взаимной	1	2
497	того кто	2	2
498	т п	6	2
499	его как	1	2
500	внимание и	1	2
501	могут быть	17	2
502	пространство и	2	2
503	что может	1	2
504	и есть	4	2
505	мы будем	3	2
506	в общем	1	2
507	ней в	1	2
508	с языком	2	2
509	одного и	6	2
510	на рубеже	1	2
511	в единство	2	2
512	и сами	3	2
513	любви и	1	2
514	в особенности	1	2
515	а потому	14	2
516	от сознания	1	2
517	та же	1	2
518	если в	3	2
519	и прочих	1	2
520	должна быть	4	2
521	значении этого	1	2
522	в сущности	2	2
523	давно уже	2	2
524	утверждает что	3	2
525	к различным	1	2
526	для них	2	2
527	себе не	3	2
528	необходимо должна	1	2
529	все то	2	2
530	говорящего и	2	2
531	от своего	2	2
532	этом месте	1	2
533	значения и	1	2
534	в процессе	1	2
535	можно назвать	1	2
536	слово но	1	2
537	которые могут	5	2
538	в которых	2	2
539	никто не	3	2
540	говоря и	1	2
541	который не	1	2
542	том смысле	7	2
543	в каком	7	2
544	к другому	2	2
545	его и	1	2
546	не объясняет	1	2
547	бы с	2	2
548	по своим	1	2
549	более чем	1	2
550	в течение	2	2
551	с нами	2	2
552	наконец в	1	2
553	это все	1	2
554	которое не	1	2
555	слова и	7	2
556	на основании	3	2
557	в мир	1	2
558	что же	3	2
559	переход от	2	2
560	на две	2	2
561	она может	3	2
562	и во	6	2
563	новое состояние	1	2
564	с нею	6	2
565	что одно	2	2
566	он может	2	2
567	только с	1	2
568	только потому	4	2
569	из него	3	2
570	значении слова	1	2
571	судя по	5	2
572	слово то	1	2
573	именно к	1	2
574	в более	4	2
575	после этого	2	2
576	ни с	2	2
577	только по	5	2
578	не для	2	2
579	бы на	1	2
580	в формах	3	2
581	содержание не	1	2
582	что с	3	2
583	все это	3	2
584	сознания и	2	2
585	в их	3	2
586	слова а	3	2
587	таком случае	4	2
588	когда же	2	2
589	как именно	3	2
590	но с	3	2
591	и более	3	2
592	на нее	2	2
593	указывает на	2	2
594	не предполагает	1	2
595	есть в	4	2
596	как можно	1	2
597	по словам	1	2
598	но уже	2	2
599	для которого	1	2
600	в каждой	1	2
601	или менее	6	2
602	при виде	3	2
603	и вообще	5	2
604	мере в	1	2
605	этих двух	1	2
606	мертвых душ	5	2
607	он говорит	1	2
608	могут служить	1	2
609	субъекта и	4	2
610	нельзя назвать	1	2
611	когда он	1	2
612	говоря о	3	2
613	признать что	1	2
614	на это	2	2
615	могло быть	1	2
616	отношение к	1	2
617	состоят в	1	2
618	в категориях	1	2
619	не можем	5	2
620	ее из	1	2
621	зрения на	1	2
622	никому не	1	2
623	бытия и	3	2
624	таким же	3	2
625	или точнее	1	2
626	как для	2	2
627	внутреннюю жизнь	1	2
628	жизнью и	1	2
629	и действия	2	2
630	иное как	2	2
631	для другого	1	2
632	во всем	5	1
633	это на	1	1
634	и объекта	4	1
635	и человеческого	2	1
636	что один	1	1
637	этого в	2	1
638	с которыми	3	1
639	различия в	3	1
640	сходство с	2	1
641	народов и	1	1
642	как теперь	1	1
643	рассказ о	1	1
644	которые не	5	1
645	к этой	3	1
646	как вдруг	1	1
647	случае мы	1	1
648	тем для	1	1
649	без исключения	1	1
650	есть знак	1	1
651	отношениях к	1	1
652	связанных между	1	1
653	из всех	1	1
654	и служат	2	1
655	в разных	2	1
656	не имеющее	1	1
657	тем как	3	1
658	и стало	1	1
659	их жизни	1	1
660	мысли и	9	1
661	человек есть	2	1
662	не как	4	1
663	так можно	1	1
664	что человек	6	1
665	время не	1	1
666	например с	2	1
667	извне и	1	1
668	а есть	1	1
669	его от	2	1
670	бы перед	1	1
671	то не	5	1
672	раскрывается в	1	1
673	не нуждаясь	1	1
674	для всех	6	1
675	но что	2	1
676	что слово	5	1
677	разговора с	1	1
678	основывается на	1	1
679	связь с	2	1
680	их не	2	1
681	не вытекает	1	1
682	предполагает в	2	1
683	в духе	1	1
684	он имеет	1	1
685	две другие	1	1
686	именно он	1	1
687	ни одна	2	1
688	мы бы	3	1
689	всего следует	1	1
690	и этот	1	1
691	на мир	1	1
692	на свою	1	1
693	слова с	2	1
694	его решения	1	1
695	к другим	3	1
696	отношением к	1	1
697	его на	3	1
698	бы стать	1	1
699	сознанием и	1	1
700	приходит в	1	1
701	кроме самого	1	1
702	здесь именно	1	1
703	мысли о	6	1
704	например что	3	1
705	может существовать	1	1
706	их за	1	1
707	внимание что	2	1
708	нее есть	1	1
709	предмета и	3	1
710	ней не	1	1
711	человеческой речи	6	1
712	отличается от	1	1
713	и слово	2	1
714	ко второй	1	1
715	этой стороны	1	1
716	в письме	1	1
717	так например	5	1
718	не имели	1	1
719	следующее в	2	1
720	и нет	1	1
721	себе представить	8	1
722	тем на	1	1
723	и образ	2	1
724	с этим	11	1
725	но рассказ	1	1
726	чувства удовольствия	1	1
727	действия и	1	1
728	собою не	1	1
729	я вижу	1	1
730	и предполагает	1	1
731	последовательности не	1	1
732	во все	2	1
733	к одной	3	1
734	человеческой мысли	1	1
735	восприятием как	1	1
736	которые мы	7	1
737	не непосредственно	2	1
738	неудовольствия из	1	1
739	не могли	2	1
740	что этот	1	1
741	следовало бы	1	1
742	вопрос о	5	1
743	не другое	2	1
744	зависимым от	1	1
745	человека не	2	1
746	мы увидим	3	1
747	всегда может	1	1
748	в творчестве	1	1
749	имеет в	1	1
750	выше но	1	1
751	бы из	1	1
752	но во	3	1
753	это его	1	1
754	домов и	1	1
755	но то	1	1
756	но эти	4	1
757	самое понимание	1	1
758	и ожидание	1	1
759	оно как	1	1
760	во многих	5	1
761	имея в	3	1
762	не довольствуясь	1	1
763	течении жизни	1	1
764	а непосредственно	1	1
765	люди без	1	1
766	психологии но	1	1
767	не имеем	3	1
768	втором случае	1	1
769	содержание в	1	1
770	в различных	1	1
771	есть продукт	1	1
772	образом что	2	1
773	сменяющие друг	1	1
774	в сторону	1	1
775	он представляется	2	1
776	значительной степени	3	1
777	что речь	2	1
778	не что	2	1
779	этом по	1	1
780	от своей	1	1
781	даже с	2	1
782	самого начала	5	1
783	не я	1	1
784	то его	1	1
785	внутреннего опыта	1	1
786	указания на	5	1
787	бы совершенно	1	1
788	рода но	2	1
789	в прошлом	1	1
790	из виду	2	1
791	самом начале	1	1
792	легко читается	1	1
793	по которой	1	1
794	ее как	1	1
795	например когда	1	1
796	часть целого	1	1
797	не совсем	3	1
798	следующим образом	1	1
799	следов прежнего	1	1
800	языка как	6	1
801	свидетельствует не	1	1
802	это так	1	1
803	этом будет	1	1
804	как я	1	1
805	в одной	2	1
806	что все	4	1
807	чего он	1	1
808	во всей	1	1
809	происходит но	1	1
810	возникающие в	1	1
811	непосредственное наблюдение	1	1
812	какие только	1	1
813	воли и	1	1
814	по одной	3	1
815	до поры	2	1
816	именно с	1	1
817	на предмет	2	1
818	историю и	1	1
819	в противном	3	1
820	от себя	2	1
821	и внешней	1	1
822	что даже	2	1
823	и чувства	3	1
824	понятие о	2	1
825	она есть	3	1
826	но так	1	1
827	стороны то	1	1
828	характер ее	1	1
829	смысле как	1	1
830	не то	3	1
831	из двенадцати	1	1
832	только стало	1	1
833	свое собственное	1	1
834	же было	1	1
835	на идеальное	1	1
836	слов от	1	1
837	может обойтись	2	1
838	бы то	2	1
839	чтобы сделать	1	1
840	слияния с	1	1
841	о влиянии	1	1
842	и согласие	1	1
843	не понимаю	1	1
844	этого сказать	1	1
845	представляет нам	1	1
846	и ограничивается	1	1
847	приблизиться к	1	1
848	необходимо должно	1	1
849	к человеку	1	1
850	здесь нет	1	1
851	его самого	2	1
852	в психологии	1	1
853	слова является	1	1
854	это будет	5	1
855	как средство	2	1
856	указать на	1	1
857	на сторону	1	1
858	стороны и	3	1
859	не останется	1	1
860	становится для	2	1
861	которой следует	1	1
862	эту минуту	2	1
863	следует сказать	2	1
864	в состоянии	5	1
865	это открытие	1	1
866	говорящий и	1	1
867	мы знаем	2	1
868	смысле в	5	1
869	если к	1	1
870	внимания то	1	1
871	объяснить его	1	1
872	проявляется в	2	1
873	ни было	4	1
874	народной жизни	2	1
875	два явления	1	1
876	боль в	2	1
877	что при	6	1
878	предмет своего	1	1
879	аналогии с	1	1
880	ей не	1	1
881	его восприятием	1	1
882	отказывается от	1	1
883	с другими	3	1
884	есть с	1	1
885	не от	4	1
886	даже на	1	1
887	стремится к	1	1
888	окружающих его	1	1
889	не годится	1	1
890	внешнего мира	3	1
891	его в	3	1
892	не была	2	1
893	говорит он	4	1
894	ни в	2	1
895	как же	1	1
896	в разные	2	1
897	на иных	1	1
898	зрения но	1	1
899	и говорит	1	1
900	в образ	2	1
901	что за	3	1
902	что история	1	1
903	следует рассматривать	1	1
904	тех же	1	1
905	человек по	1	1
906	и грамматическими	1	1
907	между этими	2	1
908	которой было	1	1
909	большею частью	1	1
910	мы предполагаем	1	1
911	его душе	1	1
912	следует понимать	1	1
913	время как	2	1
914	как во	2	1
915	хотя не	2	1
916	на земле	1	1
917	большинстве случаев	1	1
918	для человеческого	1	1
919	очередь не	1	1
920	и характер	1	1
921	в живой	2	1
922	всех их	1	1
923	он вовсе	1	1
924	смысл но	1	1
925	уже давно	1	1
926	зрения и	7	1
927	служит для	2	1
928	о которых	5	1
929	мы делаем	1	1
930	же касается	1	1
931	что только	1	1
932	был не	1	1
933	что происходит	1	1
934	хотя оно	1	1
935	а только	8	1
936	из одного	3	1
937	мы воспринимаем	1	1
938	имеют для	4	1
939	предполагаем в	1	1
940	тем понятие	1	1
941	по характеру	1	1
942	но все-таки	1	1
943	полагает что	3	1
944	на другом	2	1
945	не иначе	4	1
946	и понимание	3	1
947	и отдельные	2	1
948	как сказано	1	1
949	вопроса о	2	1
950	это могло	1	1
951	на которую	3	1
952	нам более	1	1
953	именно как	1	1
954	к истине	2	1
955	не сказали	2	1
956	не имея	2	1
957	человек как	1	1
958	это вполне	1	1
959	слово есть	1	1
960	него а	1	1
961	восприятие а	2	1
962	и быть	1	1
963	сознания а	1	1
964	на этом	3	1
965	к слову	1	1
966	предполагает что	1	1
967	о предмете	3	1
968	две стороны	1	1
969	мы уже	1	1
970	случаев в	1	1
971	разных местах	1	1
972	и животным	2	1
973	на котором	1	1
974	определенным образом	1	1
975	мертвых душах	2	1
976	то ни	3	1
977	совсем не	1	1
978	так называемую	1	1
979	с какой	1	1
980	эти слова	1	1
981	не один	2	1
982	своей субъективности	1	1
983	лиц не	1	1
984	к цели	1	1
985	происходит тогда	2	1
986	возводится к	1	1
987	или же	7	1
988	на самый	1	1
989	двух и	1	1
990	в развитии	2	1
991	именно что	2	1
992	если б	7	1
993	происходящей в	1	1
994	необходимо было	2	1
995	возвращаясь к	1	1
996	легко можно	1	1
997	и та	1	1
998	в тех	1	1
999	время когда	2	1
1000	начинается с	1	1
1001	и тот	1	1
1002	за пределы	4	1
1003	тем и	1	1
1004	жизни оказывается	1	1
1005	не представляется	2	1
1006	этом смысле	4	1
1007	выражается в	2	1
1008	несколько иначе	1	1
1009	что смысл	1	1
1010	этот вопрос	2	1
1011	ведет не	1	1
1012	значения в	1	1
1013	не сами	1	1
1014	над ним	1	1
1015	должны были	2	1
1016	в которое	1	1
1017	в самой	5	1
1018	то а	1	1
1019	которого в	1	1
1020	к каждому	1	1
1021	значение и	4	1
1022	а тем	1	1
1023	занимает в	1	1
1024	на некоторые	1	1
1025	из нее	2	1
1026	это самая	1	1
1027	истории и	1	1
1028	себя однако	1	1
1029	к первому	3	1
1030	голоса и	1	1
1031	предполагаем что	1	1
1032	рода в	1	1
1033	природы и	1	1
1034	на который	1	1
1035	что для	5	1
1036	бы его	1	1
1037	особенностей и	1	1
1038	их к	2	1
1039	и какой	1	1
1040	останется для	1	1
1041	обратимся к	1	1
1042	которое мы	5	1
1043	них не	3	1
1044	единстве с	1	1
1045	быть определено	1	1
1046	с чем	1	1
1047	весь язык	1	1
1048	теми же	1	1
1049	в человеческой	3	1
1050	происходят в	1	1
1051	с положением	2	1
1052	составляют его	1	1
1053	не сразу	2	1
1054	этих и	1	1
1055	если они	1	1
1056	и языка	4	1
1057	из этого	2	1
1058	быть для	2	1
1059	бы ни	8	1
1060	слушающий не	1	1
1061	речи и	11	1
1062	его к	3	1
1063	слова как	1	1
1064	там где	8	1
1065	с с	1	1
1066	нам только	1	1
1067	до времени	1	1
1068	чтобы не	3	1
1069	в один	2	1
1070	прежде чем	4	1
1071	как знак	1	1
1072	если это	2	1
1073	той степени	1	1
1074	понятий если	1	1
1075	мы видели	5	1
1076	не отличается	1	1
1077	рубеже двух	1	1
1078	от самого	1	1
1079	бы ошибочно	1	1
1080	в последующих	1	1
1081	то время	3	1
1082	образом и	2	1
1083	него только	1	1
1084	за ним	2	1
1085	приближается к	2	1
1086	мере того	6	1
1087	в последнем	2	1
1088	его мнению	4	1
1089	по форме	2	1
1090	как с	1	1
1091	средствами но	1	1
1092	всеми этими	1	1
1093	как содержание	1	1
1094	с и	3	1
1095	и слушающий	1	1
1096	которых мы	3	1
1097	был бы	1	1
1098	с такой	1	1
1099	и должно	2	1
1100	но такая	2	1
1101	сложное и	1	1
1102	была бы	3	1
1103	с тем	9	1
1104	не отыскивается	1	1
1105	сам по	5	1
1106	он на	1	1
1107	в другой	4	1
1108	нашего времени	1	1
1109	времени когда	1	1
1110	предполагает не	1	1
1111	не исчерпывается	2	1
1112	зависит не	1	1
1113	поэтому в	1	1
1114	из того	3	1
1115	речи как	1	1
1116	в отношении	1	1
1117	употребление языка	1	1
1118	нет никакого	1	1
1119	и вполне	2	1
1120	него нет	1	1
1121	не могут	10	1
1122	понятие которое	2	1
1123	его собственными	1	1
1124	как часовая	1	1
1125	из сказанного	1	1
1126	оно вдруг	1	1
1127	xviii в	2	1
1128	этой точки	2	1
1129	во что	1	1
1130	не более	4	1
1131	обыкновенно не	1	1
1132	однако что	1	1
1133	слов не	2	1
1134	том кому	1	1
1135	в большинстве	1	1
1136	содержание и	1	1
1137	развития в	1	1
1138	сущности в	1	1
1139	значения как	1	1
1140	следующее место	1	1
1141	одно слово	1	1
1142	имеет дело	2	1
1143	указывает не	1	1
1144	не делает	1	1
1145	наблюдению и	1	1
1146	живой речи	1	1
1147	другой как	1	1
1148	отношения к	2	1
1149	свой собственный	1	1
1150	и они	2	1
1151	зрения или	1	1
1152	его сознании	1	1
1153	как не	4	1
1154	для каждого	1	1
1155	похожим на	1	1
1156	и так	1	1
1157	ними не	1	1
1158	последующее развитие	1	1
1159	с видимым	1	1
1160	будет еще	1	1
1161	себя и	3	1
1162	о единстве	1	1
1163	же мало	2	1
1164	мыслей и	1	1
1165	об условиях	2	1
1166	бы иначе	2	1
1167	сравнению с	1	1
1168	которого не	1	1
1169	в разнообразных	1	1
1170	друг от	3	1
1171	слове и	1	1
1172	что вообще	2	1
1173	словами и	1	1
1174	по крайней	6	1
1175	как произведение	1	1
1176	без которых	1	1
1177	того на	1	1
1178	который при	1	1
1179	но оно	3	1
1180	все они	3	1
1181	только одно	1	1
1182	и различаются	1	1
1183	как часть	2	1
1184	к нашему	1	1
1185	совершенно не	1	1
1186	разные времена	2	1
1187	необходимым и	1	1
1188	здесь может	1	1
1189	вытекает из	3	1
1190	его слово	1	1
1191	ему необходимо	1	1
1192	языка и	20	1
1193	собственной внутренней	1	1
1194	если он	1	1
1195	оба эти	2	1
1196	была такая	1	1
1197	совпадает с	1	1
1198	задний план	1	1
1199	от понимания	2	1
1200	относится к	5	1
1201	мы встречали	1	1
1202	не должно	2	1
1203	по сравнению	1	1
1204	не должны	1	1
1205	из его	1	1
1206	с которой	1	1
1207	и теперь	1	1
1208	что если	7	1
1209	не понимает	2	1
1210	его нельзя	1	1
1211	для меня	4	1
1212	то все	6	1
1213	и вся	1	1
1214	отношении к	1	1
1215	слов и	5	1
1216	и исчезает	1	1
1217	части из	1	1
1218	и до	1	1
1219	только тем	2	1
1220	взгляда на	2	1
1221	был его	1	1
1222	одна и	1	1
1223	у человека	2	1
1224	и полно	1	1
1225	он есть	3	1
1226	решительно все	1	1
1227	и наоборот	10	1
1228	человека тоже	1	1
1229	правда мы	1	1
1230	им в	1	1
1231	делает его	1	1
1232	собственной души	1	1
1233	известной степени	1	1
1234	чем с	1	1
1235	есть его	1	1
1236	но мы	3	1
1237	между людьми	2	1
1238	одна только	1	1
1239	что здесь	1	1
1240	заметить что	7	1
1241	непосредственно из	1	1
1242	это вообще	1	1
1243	событий в	1	1
1244	прошедшего времени	1	1
1245	при котором	3	1
1246	не за	1	1
1247	великое открытие	1	1
1248	произведения и	1	1
1249	из глубокого	1	1
1250	в образе	1	1
1251	он бы	1	1
1252	служить не	1	1
1253	нам и	2	1
1254	не знаем	2	1
1255	в способности	2	1
1256	то она	3	1
1257	представляет их	1	1
1258	последней в	1	1
1259	этой двойной	1	1
1260	переход к	1	1
1261	жизни человечества	2	1
1262	этого слова	5	1
1263	они еще	1	1
1264	со словом	4	1
1265	т д	6	1
1266	не видит	1	1
1267	главным образом	4	1
1268	не из	3	1
1269	мысли с	4	1
1270	только о	2	1
1271	тот же	5	1
1272	слова от	1	1
1273	другого и	1	1
1274	в мозгу	1	1
1275	поздно и	1	1
1276	человека но	1	1
1277	независимой от	1	1
1278	мира поэтому	1	1
1279	как кажется	6	1
1280	что есть	3	1
1281	возможность в	1	1
1282	вместе со	3	1
1283	душе и	3	1
1284	проникает в	1	1
1285	находятся в	3	1
1286	но на	3	1
1287	и прямо	1	1
1288	что оно	5	1
1289	что ему	2	1
1290	и многие	1	1
1291	которым он	1	1
1292	существо как	1	1
1293	тоже не	1	1
1294	новые формы	1	1
1295	ничем не	2	1
1296	так как	29	1
1297	смысле что	2	1
1298	мог быть	1	1
1299	мир в	1	1
1300	многих других	2	1
1301	не увидим	1	1
1302	не берется	1	1
1303	вперед и	1	1
1304	различие между	2	1
1305	связью между	2	1
1306	этот процесс	1	1
