N	2gram	Tiupa_Disk	KulturaY
174	можно сказать	7	9
175	xix века	1	9
176	в которой	2	9
177	но для	2	9
178	очевидно что	1	9
179	здесь не	1	9
180	и есть	2	9
181	или иного	2	9
182	ни в	7	9
183	не имеет	1	9
184	подобного рода	1	9
185	но это	3	9
186	а также	15	9
187	ли не	3	9
188	но уже	3	9
189	на то	1	9
190	в целом	5	9
191	своего рода	15	8
192	в этих	4	8
193	но все	2	8
194	в первую	3	8
195	может служить	2	8
196	на практике	1	8
197	в структуре	1	8
198	что они	1	8
199	по преимуществу	2	8
200	с одной	12	8
201	это слово	1	8
202	тому же	5	8
203	в таком	1	8
204	не есть	3	8
205	в чем	2	8
206	в своих	6	8
207	в тех	2	8
208	отнюдь не	11	8
209	мы видели	1	8
210	а потому	1	8
211	заключается в	3	8
212	да и	2	8
213	то и	1	8
214	слов и	1	8
215	состоит в	20	8
216	с его	9	8
217	этом случае	3	8
218	независимо от	1	8
219	на самом	1	8
220	и как	9	8
221	об этом	3	8
222	не говоря	2	8
223	в частности	18	8
224	далеко не	10	8
225	и о	4	8
226	же в	1	8
227	что на	3	8
228	же и	1	7
229	стоит в	1	7
230	например в	4	7
231	а именно	1	7
232	в котором	7	7
233	в одном	5	7
234	свою очередь	3	7
235	указать на	3	7
236	на том	2	7
237	внимание на	5	7
238	учение о	1	7
239	так сказать	3	7
240	а с	8	7
241	столь же	6	7
242	одной стороны	12	7
243	в процессе	6	7
244	и должно	2	7
245	никак не	1	7
246	сводится к	7	7
247	как о	1	7
248	с ними	1	7
249	в слове	1	7
250	и более	1	7
251	когда мы	1	7
252	идет о	2	7
253	в свою	3	7
254	речи не	1	7
255	в истории	5	7
256	до конца	2	7
257	на этот	1	7
258	в г	2	7
259	есть в	3	7
260	не все	1	7
261	и потому	3	7
262	том случае	1	7
263	она не	1	7
264	не знает	4	7
265	когда он	3	7
266	что касается	2	7
267	не следует	4	7
268	были бы	1	6
269	говоря уже	2	6
270	даже в	1	6
271	в соответствии	4	6
272	отличается от	3	6
273	не всегда	2	6
274	уже о	2	6
275	о них	2	6
276	что как	1	6
277	на язык	1	6
278	в ее	4	6
279	не столько	3	6
280	и именно	1	6
281	от этого	1	6
282	той или	6	6
283	на этом	3	6
284	должны быть	3	6
285	за пределы	2	6
286	я в	2	6
287	мы называем	1	6
288	его к	1	6
289	первую очередь	3	6
290	романа в	1	6
291	не на	3	6
292	разумеется не	2	6
293	оно не	2	6
294	но только	1	6
295	содержание и	1	6
296	перед нами	4	6
297	роль в	10	6
298	же время	9	6
299	в отличие	13	6
300	соответствии с	5	6
301	тем же	1	6
302	свое время	3	6
303	в свое	3	6
304	в себе	22	6
305	данном случае	6	6
306	мы не	2	6
307	что с	2	6
308	языка это	1	6
309	или в	2	6
310	этого не	1	6
311	если и	1	6
312	как будто	3	6
313	отличие от	13	6
314	дело не	3	6
315	не с	4	6
316	только то	2	6
317	чтобы не	2	6
318	приводит к	4	6
319	как к	2	6
320	которые в	1	6
321	на себя	2	6
322	и к	4	5
323	данном отношении	1	5
324	в большей	1	5
325	не как	5	5
326	нас в	2	5
327	и даже	4	5
328	более или	2	5
329	на которых	1	5
330	вопрос этот	1	5
331	и того	6	5
332	на мой	3	5
333	поэзии как	1	5
334	в другом	5	5
335	превращается в	1	5
336	отметить что	1	5
337	и еще	1	5
338	установка на	1	5
339	могло бы	1	5
340	точка зрения	3	5
341	не то	2	5
342	никогда не	3	5
343	и он	2	5
344	на протяжении	2	5
345	к себе	2	5
346	обратить внимание	2	5
347	живет и	1	5
348	в конце	1	5
349	я и	3	5
350	же касается	4	5
351	здесь как	1	5
352	но как	2	5
353	мой взгляд	3	5
354	всего лишь	1	5
355	и является	1	5
356	в форме	2	5
357	в современной	2	5
358	в иных	1	5
359	так что	1	5
360	всех этих	1	5
361	одного и	5	5
362	речи но	1	5
363	и при	1	5
364	в область	1	5
365	интерес к	2	5
366	из того	1	5
367	речи как	2	5
368	к его	5	5
369	о котором	2	5
370	если можно	2	5
371	на примере	3	5
372	переход от	2	5
373	но если	1	5
374	только о	2	5
375	бы на	1	5
376	о нем	3	5
377	и от	2	5
378	но с	1	5
379	слово в	1	5
380	так в	1	5
381	по своему	3	5
382	или менее	2	5
383	в конечном	2	5
384	и их	1	5
385	мы должны	1	5
386	как не	3	5
387	отношение к	6	5
388	в каких	1	5
389	свою речь	1	5
390	и только	1	5
391	вопросом о	1	5
392	науки о	1	4
393	мы и	1	4
394	случае мы	1	4
395	или иных	1	4
396	а вот	1	4
397	о чем	4	4
398	одно из	4	4
399	прошлого столетия	1	4
400	зрения на	3	4
401	представление о	1	4
402	конечном счете	2	4
403	так например	2	4
404	связано с	1	4
405	в различных	2	4
406	быть в	1	4
407	к которому	2	4
408	что даже	2	4
409	не мог	1	4
410	из них	6	4
411	и выражения	1	4
412	в лингвистике	3	4
413	к нему	1	4
414	всего в	2	4
415	иначе говоря	5	4
416	в году	3	4
417	аналогии с	2	4
418	как можно	1	4
419	его в	1	4
420	ответственность за	1	4
421	то она	2	4
422	отношения между	1	4
423	не о	2	4
424	будто бы	3	4
425	характер и	3	4
426	между ними	1	4
427	же как	1	4
428	в ряду	4	4
429	о которых	1	4
430	себе и	1	4
431	и это	3	4
432	в смысле	1	4
433	в каждом	2	4
434	мы можем	1	4
435	сюда же	1	4
436	не дает	1	4
437	или же	1	4
438	если же	1	4
439	собственно и	3	4
440	как известно	1	4
441	могла бы	2	4
442	так называемого	1	4
443	тот или	2	4
444	и все	5	4
445	пушкина и	1	4
446	и по	2	4
447	наше время	4	4
448	однако и	2	4
449	утверждать что	1	4
450	на деле	1	4
451	во втором	5	4
452	как таковой	1	4
453	для каждой	1	4
454	через посредство	1	4
455	то в	1	4
456	о поэзии	1	4
457	это уже	1	4
458	сам по	1	4
459	из которых	1	4
460	том и	1	4
461	отношения к	2	4
462	бы не	1	4
463	который не	2	4
464	именно поэтому	1	4
465	в известном	1	4
466	языка которое	1	4
467	не имеют	2	4
468	не должно	2	4
469	в современном	3	4
470	в значении	2	4
471	на более	1	4
472	в данной	3	4
473	мог бы	1	4
474	на который	1	4
475	однако в	3	4
476	формы и	1	4
477	этого термина	2	4
478	как нельзя	1	4
479	поэтому что	1	4
480	но на	1	4
481	различие между	3	4
482	и было	3	4
483	свидетельствует о	2	4
484	что так	1	4
485	по словам	4	4
486	в виде	1	4
487	понимать как	1	4
488	и без	2	4
489	на все	1	4
490	в такой	1	4
491	широкое распространение	1	4
492	в условиях	1	4
493	к одному	2	4
494	нельзя не	2	4
495	с языком	1	4
496	но язык	1	4
497	в науке	2	4
498	одного из	5	4
499	для обозначения	4	4
500	такой же	1	4
501	это в	4	4
502	не более	3	4
503	ли в	1	4
504	в заглавиях	1	4
505	не к	3	4
506	и другие	1	3
507	таковы например	2	3
508	тем как	1	3
509	мысли и	2	3
510	в некоторых	1	3
511	не хочет	1	3
512	по мере	2	3
513	всего следует	1	3
514	все дело	1	3
515	именно о	1	3
516	в собственном	1	3
517	в одно	2	3
518	на максимальное	1	3
519	большей или	2	3
520	по своим	4	3
521	другое дело	1	3
522	в это	1	3
523	на материале	1	3
524	состоит не	1	3
525	следовало бы	1	3
526	раз и	1	3
527	отсюда и	1	3
528	научной литературе	1	3
529	общения и	4	3
530	для данного	3	3
531	за рамки	2	3
532	к ним	3	3
533	наряду с	1	3
534	тех случаях	1	3
535	в контексте	3	3
536	на него	2	3
537	из романа	1	3
538	от них	1	3
539	в противном	1	3
540	в системе	1	3
541	на своем	1	3
542	или иным	1	3
543	в большинстве	3	3
544	в буквальном	1	3
545	согласно которому	1	3
546	к жизни	1	3
547	можно рассматривать	1	3
548	именно здесь	1	3
549	что его	1	3
550	одним из	2	3
551	по аналогии	2	3
552	быть только	1	3
553	пример из	1	3
554	большинстве случаев	2	3
555	и следовательно	1	3
556	в сторону	4	3
557	из одного	1	3
558	не нужно	2	3
559	в других	1	3
560	в наше	4	3
561	при отсутствии	2	3
562	на нем	1	3
563	но зато	2	3
564	не приходится	2	3
565	даже не	1	3
566	также не	1	3
567	например не	1	3
568	или меньшей	2	3
569	целом и	1	3
570	известном смысле	1	3
571	о его	1	3
572	которое мы	1	3
573	речи которые	1	3
574	истории русской	1	3
575	форм в	1	3
576	образом в	1	3
577	чаще всего	1	3
578	во время	1	3
579	меньшей степени	1	3
580	еще одно	1	3
581	и сами	1	3
582	если в	2	3
583	содержания и	1	3
584	их как	1	3
585	и делает	1	3
586	и мы	1	3
587	в россии	1	3
588	и действительно	1	3
589	поэзии и	1	3
590	роли в	1	3
591	том как	1	3
592	его и	1	3
593	в прозе	2	3
594	традиции в	2	3
595	своей собственной	3	3
596	более чем	3	3
597	но здесь	2	3
598	не могло	2	3
599	письма и	1	3
600	например для	1	3
601	тогда как	28	3
602	каждый из	2	3
603	действия и	1	3
604	что здесь	1	3
605	заметить что	2	3
606	нет и	1	3
607	он в	1	3
608	при котором	2	3
609	том же	1	3
610	нашей культуры	1	3
611	значение в	1	3
612	выходит за	1	3
613	в первый	1	3
614	для него	9	3
615	в основании	3	3
616	как у	1	3
617	из своих	1	3
618	с их	3	3
619	таком случае	1	3
620	слова не	3	3
621	в противовес	4	3
622	слова но	1	3
623	это еще	2	3
624	которое было	2	3
625	в обычном	1	3
626	с той	3	3
627	от слова	1	3
628	случаях когда	1	3
629	или даже	2	3
630	противном случае	1	3
631	и со	1	3
632	со своей	2	3
633	на его	4	3
634	на них	1	3
635	как формы	2	3
636	и эти	1	3
637	а как	1	3
638	случае если	1	3
639	не по	1	3
640	в искусстве	1	3
641	и может	3	3
642	но она	3	3
643	в начале	2	3
644	с таким	1	3
645	внимание не	1	3
646	языка с	2	3
647	тех или	1	3
648	таким же	1	3
649	устной речи	1	3
650	эпохи и	2	3
651	более того	2	3
652	что было	1	2
653	почву для	1	2
654	во всем	2	2
655	они имеют	1	2
656	и составляет	3	2
657	которая в	3	2
658	дело с	2	2
659	в разных	1	2
660	или нет	1	2
661	в принципе	4	2
662	одному из	1	2
663	втором случае	1	2
664	его от	1	2
665	приходит к	1	2
666	к рассмотрению	1	2
667	у пушкина	1	2
668	он имеет	1	2
669	результате этого	1	2
670	ведет к	6	2
671	том или	1	2
672	в жизни	2	2
673	имеет место	4	2
674	к самому	1	2
675	только через	2	2
676	приходит в	2	2
677	выход из	1	2
678	или ином	1	2
679	тем или	1	2
680	и слово	1	2
681	у достоевского	1	2
682	культуры в	1	2
683	даже такой	1	2
684	большей части	1	2
685	понятно что	1	2
686	мысли что	1	2
687	во все	1	2
688	было в	4	2
689	в основном	1	2
690	в действительности	3	2
691	что этот	1	2
692	и иных	1	2
693	но эти	1	2
694	это разумеется	1	2
695	от простейших	1	2
696	что вся	1	2
697	когда она	1	2
698	но они	3	2
699	в строгом	5	2
700	и те	1	2
701	сошлюсь хотя	1	2
702	видно что	1	2
703	литературного жанра	5	2
704	было сказано	2	2
705	слов о	1	2
706	думал о	1	2
707	к числу	2	2
708	такая же	1	2
709	иное дело	1	2
710	форм языка	1	2
711	момент в	3	2
712	одна из	1	2
713	в текст	1	2
714	понятие о	3	2
715	чем это	1	2
716	едва ли	2	2
717	действительно в	1	2
718	на почве	3	2
719	в повествовании	1	2
720	по природе	6	2
721	в научной	1	2
722	как такового	1	2
723	в состоянии	1	2
724	целого а	1	2
725	не соответствует	1	2
726	поскольку речь	1	2
727	может оказаться	1	2
728	с другими	1	2
729	х годов	2	2
730	и один	1	2
731	лежит в	1	2
732	русской литературы	1	2
733	в собственно	1	2
734	первая часть	1	2
735	уж это	1	2
736	их по	1	2
737	и приводит	1	2
738	который по	3	2
739	он говорит	1	2
740	такова что	1	2
741	себе не	4	2
742	человек в	1	2
743	одном из	2	2
744	в себя	7	2
745	точек зрения	1	2
746	такова например	1	2
747	речевой практики	2	2
748	не был	1	2
749	в русской	4	2
750	это как	1	2
751	природе своей	6	2
752	в официальных	1	2
753	в случае	2	2
754	является его	1	2
755	вниманием к	1	2
756	это по	1	2
757	содержания не	1	2
758	не будет	1	2
759	и существенно	1	2
760	своего времени	2	2
761	значение или	1	2
762	недостаточно для	1	2
763	здесь только	1	2
764	он пишет	1	2
765	равно как	1	2
766	его как	3	2
767	или о	2	2
768	но есть	1	2
769	и др	3	2
770	здесь совершенно	1	2
771	часто и	1	2
772	основываясь на	1	2
773	для которых	1	2
774	себе как	1	2
775	он стал	1	2
776	понять какое	1	2
777	искусства в	1	2
778	надо полагать	2	2
779	к такому	2	2
780	он уже	1	2
781	речи что	1	2
782	и должны	1	2
783	как с	1	2
784	этого понятия	2	2
785	следует ли	1	2
786	синтаксиса и	1	2
787	вместе со	1	2
788	перед которым	1	2
789	собственной природе	1	2
790	же образом	1	2
791	и должен	1	2
792	язык вообще	1	2
793	поэтому в	2	2
794	смысле можно	1	2
795	для них	1	2
796	стоит на	1	2
797	однако он	1	2
798	связывается с	1	2
799	самого по	1	2
800	в плоскости	1	2
801	и строго	2	2
802	от их	1	2
803	поэтому и	1	2
804	сами по	2	2
805	с некоторыми	2	2
806	отличаются от	1	2
807	и одновременно	3	2
808	строгом смысле	1	2
809	с целью	1	2
810	английского языка	1	2
811	значении этого	4	2
812	это время	1	2
813	которая не	1	2
814	к другому	3	2
815	зрения как	1	2
816	в словах	1	2
817	этот процесс	1	2
818	но оно	1	2
819	но тут	1	2
820	не является	5	2
821	где нет	1	2
822	в греческой	2	2
823	это понятие	3	2
824	совершенно иной	1	2
825	в круг	1	2
826	пушкина как	1	2
827	еще на	1	2
828	лежат в	1	2
829	рассматривать как	2	2
830	и теперь	1	2
831	отношении к	1	2
832	смысл в	2	2
833	вслед за	1	2
834	и до	2	2
835	друг от	1	2
836	с работой	1	2
837	потому и	1	2
838	в расчет	1	2
839	целого которое	1	2
840	данного речевого	2	2
841	и там	1	2
842	в сказке	3	2
843	начиная с	1	2
844	одной из	4	2
845	в глазах	1	2
846	не знаем	1	2
847	в каждый	1	2
848	всякий раз	2	2
849	характерное для	1	2
850	не стоит	1	2
851	на русском	1	2
852	у них	1	2
853	во введении	1	2
854	читателя или	1	2
855	исключительно в	1	2
856	строится на	1	2
857	нам только	1	2
858	он должен	1	2
859	не знают	2	2
860	мысли а	1	2
861	ответ на	1	2
862	этот термин	1	2
863	ничем не	1	2
864	зависит от	2	2
865	том числе	3	2
866	одним и	1	2
867	себе они	1	2
868	для всего	1	2
869	себя самого	2	2
870	в литературе	2	2
871	ее в	1	2
872	не заметить	1	2
873	здесь в	4	2
874	говорит и	2	2
875	лицом к	2	2
876	слова а	1	2
877	этом в	2	2
878	и литературной	1	2
879	и лингвистикой	1	2
880	от друга	1	2
881	отказаться от	1	2
882	сама в	1	2
883	речи это	1	2
884	этих форм	1	2
885	о возможности	1	2
886	дело в	3	2
887	на такие	1	2
888	в словаре	1	2
889	же будет	1	2
890	чтобы быть	1	2
891	представляет собою	1	2
892	лишний раз	1	2
893	является не	2	2
894	основана на	1	2
895	другом месте	1	2
896	далеко еще	4	2
897	к своему	2	2
898	с историей	1	2
899	не столь	2	2
900	это было	2	2
901	за год	1	2
902	ничего нельзя	1	2
903	в одной	4	2
904	и вообще	2	2
905	как слово	1	2
906	которая как	1	2
907	же из	1	2
908	же с	1	2
909	поворот в	1	2
910	такие же	1	2
911	же к	1	2
912	по большей	1	2
913	в самых	1	2
914	ни один	1	2
915	тому как	5	2
916	в теории	1	2
917	с совершенно	1	2
918	быть и	2	2
919	а по	2	2
920	пушкиным в	2	2
921	это также	1	2
922	событие и	1	2
923	наших дней	2	2
924	и часто	1	2
925	как правило	5	2
926	этом своем	2	2
927	как таковая	1	2
928	свою задачу	1	2
929	указывает на	2	2
930	в ходе	5	2
931	за счет	1	2
932	всей нашей	1	2
933	жизни и	2	2
934	и прежде	2	2
935	свидетельствуют о	1	2
936	в период	2	2
937	может и	4	2
938	именно это	1	2
939	в известной	1	2
940	форме и	1	2
941	возможна только	2	2
942	более не	1	1
943	самых сложных	1	1
944	термина они	1	1
945	термина для	1	1
946	было ему	1	1
947	работой над	1	1
948	человеческой жизни	2	1
949	текста все	1	1
950	не нужна	1	1
951	как прямая	1	1
952	укладом и	1	1
953	русской литературе	2	1
954	самого себя	1	1
955	исходя из	3	1
956	слову в	1	1
957	жанров это	1	1
958	оно стоит	1	1
959	это лишь	1	1
960	столетия и	1	1
961	характер как	2	1
962	звук в	1	1
963	в равной	3	1
964	оказывается не	1	1
965	которые лежат	1	1
966	решения вопроса	1	1
967	не об	1	1
968	роман и	1	1
969	говорит о	1	1
970	общения с	4	1
971	например с	1	1
972	как литературный	1	1
973	что русский	1	1
974	вы из	1	1
975	границы могут	1	1
976	претендующим на	1	1
977	однако при	2	1
978	отсутствии у	1	1
979	или во	1	1
980	явно не	1	1
981	вопрос на	1	1
982	и сам	2	1
983	русской поэзии	1	1
984	в некотором	1	1
985	за ним	1	1
986	от всего	1	1
987	к более	1	1
988	говорят о	1	1
989	и требует	2	1
990	внимания заслуживают	1	1
991	к другим	3	1
992	которая однако	1	1
993	слова можно	1	1
994	отношением к	1	1
995	двух точек	1	1
996	значительной степени	3	1
997	действия а	1	1
998	стороны в	1	1
999	бы стать	1	1
1000	их в	2	1
1001	или характерных	1	1
1002	общий контекст	1	1
1003	литературных жанров	22	1
1004	мысли о	2	1
1005	одновременно и	3	1
1006	понимания и	1	1
1007	о книге	1	1
1008	является для	1	1
1009	себе более	1	1
1010	человеческой речи	1	1
1011	себя не	1	1
1012	к своим	3	1
1013	мир и	1	1
1014	позволяет себе	1	1
1015	искусство слова	1	1
1016	культурной традиции	1	1
1017	поэтических форм	1	1
1018	или современный	1	1
1019	на первый	1	1
1020	жизни своего	1	1
1021	определяется не	2	1
1022	какой он	1	1
1023	словесной культуры	2	1
1024	самого начала	2	1
1025	ставят перед	1	1
1026	лица по	1	1
1027	культуры не	1	1
1028	в центр	1	1
1029	она же	1	1
1030	совокупность этих	1	1
1031	когда на	1	1
1032	до бесчувствия	1	1
1033	которой он	1	1
1034	имеет право	1	1
1035	дает себя	1	1
1036	некоторого рода	2	1
1037	она могла	1	1
1038	субъектов и	2	1
1039	в понимании	1	1
1040	традиции так	1	1
1041	в недавнее	1	1
1042	и другой	2	1
1043	с другим	1	1
1044	подошел к	1	1
1045	времени в	3	1
1046	возможности выбора	1	1
1047	в этот	1	1
1048	и действия	1	1
1049	граница между	1	1
1050	не встречается	1	1
1051	между двумя	1	1
1052	это представляется	1	1
1053	мы все	2	1
1054	только на	2	1
1055	этого жанра	3	1
1056	вынужден пользоваться	1	1
1057	при некоторых	1	1
1058	которое принадлежит	1	1
1059	обращаясь к	2	1
1060	претендовать на	3	1
1061	уже как	2	1
1062	в пушкинском	1	1
1063	последнюю роль	1	1
1064	от той	1	1
1065	от своей	1	1
1066	что поэтика	1	1
1067	перед ним	2	1
1068	научный и	1	1
1069	характеристики и	1	1
1070	литературы как	1	1
1071	то чтобы	2	1
1072	в описании	1	1
1073	пока еще	7	1
1074	не становится	1	1
1075	тенденцию к	1	1
1076	об отсутствии	1	1
1077	и разговорного	1	1
1078	же так	1	1
1079	вернуться к	1	1
1080	и притом	1	1
1081	человек без	1	1
1082	он создал	1	1
1083	а сам	4	1
1084	сохраняется в	1	1
1085	следующим образом	1	1
1086	как от	1	1
1087	есть по	1	1
1088	отношения в	1	1
1089	объект и	1	1
1090	несовершенного вида	1	1
1091	из трех	1	1
1092	науке о	2	1
1093	речь о	1	1
1094	это прежде	3	1
1095	он сам	2	1
1096	она сводится	1	1
1097	теперь а	1	1
1098	к этим	1	1
1099	мы к	1	1
1100	еще у	1	1
1101	немецкой философии	1	1
1102	осознанию и	1	1
1103	литературы осуществленной	1	1
1104	этом же	1	1
1105	формируется в	1	1
1106	себя в	8	1
1107	ни даже	1	1
1108	сюжетная ситуация	1	1
1109	это своего	1	1
1110	поэзия не	1	1
1111	научного мышления	3	1
1112	все перечисленные	1	1
1113	примеров и	1	1
1114	о ней	2	1
1115	жанра в	4	1
1116	надо бы	1	1
1117	в культурной	1	1
1118	совершенно иными	1	1
1119	к общему	1	1
1120	жизнь которой	1	1
1121	своеобразие в	1	1
1122	но отчасти	1	1
1123	не состоит	2	1
1124	к различным	2	1
1125	во всех	6	1
1126	равной мере	1	1
1127	непосредственное отношение	1	1
1128	собой и	1	1
1129	нами не	1	1
1130	к их	2	1
1131	она и	1	1
1132	различного рода	3	1
1133	для поэтики	1	1
1134	от его	1	1
1135	сказать и	2	1
1136	речевую форму	1	1
1137	рассматривать их	1	1
1138	слова является	1	1
1139	над проблемой	1	1
1140	в дневнике	1	1
1141	самое непосредственное	2	1
1142	об одном	4	1
1143	такова была	1	1
1144	такого рода	11	1
1145	о событии	2	1
1146	из повседневной	1	1
1147	при переходе	1	1
1148	возникают и	1	1
1149	к анекдоту	2	1
1150	важный вопрос	1	1
1151	качестве нового	1	1
1152	более поздних	2	1
1153	поэзии в	1	1
1154	не должна	1	1
1155	письма в	2	1
1156	по мнению	1	1
1157	в утверждении	1	1
1158	или иному	1	1
1159	чем у	2	1
1160	слово не	2	1
1161	эта особенность	1	1
1162	для своего	3	1
1163	они в	1	1
1164	или иную	1	1
1165	не обладает	2	1
1166	и развитие	1	1
1167	не ограничивается	2	1
1168	совмещается с	1	1
1169	или не	2	1
1170	события в	3	1
1171	деятельности в	1	1
1172	к чему	2	1
1173	в изложении	1	1
1174	этого состояния	1	1
1175	вообще в	1	1
1176	как его	2	1
1177	книги или	1	1
1178	из уст	2	1
1179	здесь же	1	1
1180	или иная	1	1
1181	необходимости и	1	1
1182	этом последнем	1	1
1183	как говорит	1	1
1184	а со	1	1
1185	лишь на	1	1
1186	следует понимать	1	1
1187	слово здесь	1	1
1188	сказать нельзя	1	1
1189	из той	1	1
1190	из главных	1	1
1191	столь широкое	1	1
1192	того и	2	1
1193	между собой	2	1
1194	должно было	2	1
1195	категории поскольку	1	1
1196	в первые	1	1
1197	воздействия на	1	1
1198	конечно как	1	1
1199	всем желании	1	1
1200	как иногда	2	1
1201	письма как	1	1
1202	на границе	1	1
1203	отсутствии в	1	1
1204	переход с	1	1
1205	теперь и	1	1
1206	и понимание	2	1
1207	вводит в	1	1
1208	а некий	1	1
1209	лишь способ	1	1
1210	ничего предосудительного	2	1
1211	наполеон в	1	1
1212	следует однако	1	1
1213	или слушателя	1	1
1214	только от	1	1
1215	в уста	1	1
1216	если оно	1	1
1217	уже сказано	1	1
1218	лицо было	1	1
1219	до нас	2	1
1220	в мысль	1	1
1221	самый процесс	1	1
1222	очевидно не	1	1
1223	как литературного	1	1
1224	художественной литературе	1	1
1225	и весьма	2	1
1226	и исторический	1	1
1227	действующих лиц	1	1
1228	историческим и	1	1
1229	имен как	1	1
1230	не заключает	2	1
1231	возвращаясь к	1	1
1232	одно и	2	1
1233	хотя в	3	1
1234	для человека	1	1
1235	различных типов	1	1
1236	года человек	1	1
1237	категории в	1	1
1238	не способна	1	1
1239	из нас	1	1
1240	по своей	15	1
1241	первого и	2	1
1242	следует признать	3	1
1243	должны были	1	1
1244	поучителен в	1	1
1245	уст в	1	1
1246	движения и	1	1
1247	и несколько	1	1
1248	своего значения	1	1
1249	где слово	1	1
1250	вторая часть	1	1
1251	но без	1	1
1252	в акте	3	1
1253	доверием к	1	1
1254	году в	1	1
1255	что во	1	1
1256	оба они	2	1
1257	не входят	1	1
1258	и каждый	1	1
1259	отделено от	1	1
1260	онегина и	1	1
1261	и ты	1	1
1262	силу своей	2	1
1263	ее а	1	1
1264	своих адресатов	2	1
1265	здесь также	2	1
1266	сознания за	1	1
1267	например о	1	1
1268	особое внимание	1	1
1269	до наших	1	1
1270	бы быть	3	1
1271	для построения	1	1
1272	есть все	1	1
1273	всякое явление	1	1
1274	с малым	1	1
1275	как система	1	1
1276	которому и	1	1
1277	и отсутствие	1	1
1278	и ведет	1	1
1279	не имеющих	1	1
1280	чем и	2	1
1281	своего развития	1	1
1282	бы я	1	1
1283	встречается и	1	1
1284	обозначить как	1	1
1285	не устраняет	1	1
1286	лицо и	2	1
1287	и ситуация	1	1
1288	до его	1	1
1289	к подобным	1	1
1290	что до	1	1
1291	сам этот	1	1
1292	любви и	1	1
1293	максимальное количество	1	1
1294	рамках данного	1	1
1295	представляет себе	2	1
1296	по содержанию	1	1
1297	за ее	1	1
