N	2gram	Vygotskiy_	Narrotol
128	в ней	3	7
129	одного из	1	7
130	в целом	8	7
131	все что	4	6
132	в результате	4	6
133	например в	5	6
134	сказать что	12	6
135	в нашем	1	6
136	на него	2	6
137	имеем дело	2	6
138	о ней	4	6
139	то в	2	6
140	что у	8	6
141	с одной	6	6
142	что и	27	6
143	в конечном	6	6
144	могло бы	5	6
145	на другой	3	6
146	не могла	1	6
147	известном смысле	1	6
148	однако в	2	6
149	во втором	1	6
150	в состав	1	6
151	таким образом	38	6
152	никак не	7	6
153	в слове	3	6
154	в известном	2	6
155	то и	2	6
156	из этих	6	6
157	в сознании	6	6
158	ответ на	2	6
159	они не	1	6
160	о нем	2	6
161	как у	1	6
162	слова в	5	6
163	одной стороны	7	6
164	на то	17	6
165	вплоть до	3	6
166	в центре	1	5
167	человеческой жизни	1	5
168	только что	3	5
169	исходя из	4	5
170	дело с	10	5
171	не столько	1	5
172	в своих	12	5
173	и даже	11	5
174	и сам	3	5
175	именно в	1	5
176	мира и	1	5
177	и того	1	5
178	свою очередь	3	5
179	в другом	1	5
180	для того	12	5
181	не всегда	2	5
182	о них	1	5
183	может служить	3	5
184	в одном	4	5
185	он сам	1	5
186	точка зрения	6	5
187	из них	4	5
188	к нему	3	5
189	от его	1	5
190	начала и	2	5
191	бы и	5	5
192	не было	5	5
193	или не	2	5
194	но для	1	5
195	я не	1	5
196	между собой	1	5
197	его жизни	3	5
198	а для	1	5
199	в русской	1	5
200	по поводу	3	5
201	точку зрения	3	5
202	и от	4	5
203	с ее	3	5
204	и здесь	3	5
205	и вследствие	1	5
206	что это	12	5
207	подобно тому	7	5
208	их в	4	5
209	и у	6	5
210	с ними	2	5
211	том как	2	5
212	вследствие этого	2	5
213	стало быть	3	5
214	было бы	14	5
215	и уже	2	5
216	для нее	1	5
217	и то	4	5
218	теперь как	1	5
219	мы не	15	5
220	на самом	6	5
221	в какой	6	5
222	тому как	10	5
223	еще в	1	5
224	в пределах	1	5
225	и о	4	5
226	место в	1	5
227	как будто	10	5
228	существенную роль	1	4
229	еще раз	1	4
230	даже в	2	4
231	строго говоря	1	4
232	не являются	1	4
233	в виду	6	4
234	по себе	21	4
235	в них	4	4
236	в первом	1	4
237	и с	5	4
238	все его	1	4
239	ведет к	1	4
240	конечном счете	6	4
241	не вполне	1	4
242	роль в	4	4
243	он является	1	4
244	когда в	1	4
245	не существует	4	4
246	которой он	2	4
247	сводятся к	2	4
248	хотя бы	4	4
249	только на	7	4
250	и когда	5	4
251	который в	3	4
252	к этому	5	4
253	представить себе	5	4
254	что они	7	4
255	на том	2	4
256	несмотря на	8	4
257	к жизни	2	4
258	не о	1	4
259	тому что	7	4
260	в себя	3	4
261	не будет	4	4
262	из нас	2	4
263	и по	7	4
264	и ее	4	4
265	для себя	2	4
266	не на	2	4
267	со всеми	5	4
268	оно не	2	4
269	вместе с	10	4
270	не имеет	3	4
271	которая не	2	4
272	во сне	2	4
273	в основе	13	4
274	могла бы	1	4
275	в сфере	1	4
276	в поле	1	4
277	что я	4	4
278	всяком случае	7	4
279	ему в	1	4
280	зависит от	2	4
281	во всяком	9	4
282	для нас	5	4
283	а на	4	4
284	а то	1	4
285	и как	9	4
286	так в	1	4
287	ли не	2	4
288	по своему	2	4
289	это было	1	4
290	в области	12	4
291	человека в	1	4
292	она не	6	4
293	эти два	1	4
294	мы узнаем	1	4
295	как он	4	4
296	как по	1	4
297	как мы	2	4
298	что на	4	4
299	не к	2	4
300	что было	1	3
301	и составляет	3	3
302	с этой	8	3
303	говорит о	4	3
304	не бывает	1	3
305	в этих	6	3
306	о своем	1	3
307	и опять	1	3
308	которое по	1	3
309	восходит к	1	3
310	сознания в	1	3
311	не встречается	1	3
312	за собой	1	3
313	точно так	6	3
314	говоря это	1	3
315	так же	29	3
316	ни одного	1	3
317	к ним	4	3
318	казалось что	1	3
319	наряду с	3	3
320	ключ к	1	3
321	в зависимости	6	3
322	все время	6	3
323	что она	11	3
324	что именно	4	3
325	только не	4	3
326	ее и	2	3
327	она в	2	3
328	но еще	1	3
329	с точки	12	3
330	одно из	2	3
331	видит в	1	3
332	связи с	2	3
333	но он	3	3
334	в которой	6	3
335	к чему	2	3
336	что не	2	3
337	характер и	1	3
338	в связи	3	3
339	между ними	2	3
340	же как	8	3
341	и это	6	3
342	сих пор	8	3
343	а потом	1	3
344	должен был	1	3
345	могли бы	3	3
346	о себе	1	3
347	но как	4	3
348	а с	2	3
349	при отсутствии	1	3
350	природе своей	1	3
351	и что	28	3
352	можно было	4	3
353	как уже	1	3
354	в направлении	1	3
355	первом случае	1	3
356	о его	2	3
357	в первой	1	3
358	а как	2	3
359	здесь мы	1	3
360	или иного	1	3
361	в него	4	3
362	при такой	2	3
363	до сих	8	3
364	он уже	1	3
365	я уже	1	3
366	интерес к	2	3
367	то они	1	3
368	с таким	18	3
369	в романе	1	3
370	обращается к	2	3
371	в памяти	1	3
372	и т	36	3
373	приводит к	3	3
374	бы не	1	3
375	зависимости от	7	3
376	жизни мы	1	3
377	еще и	1	3
378	что мы	9	3
379	как на	6	3
380	в роли	1	3
381	быть не	1	3
382	и тогда	3	3
383	речь идет	4	3
384	тем же	4	3
385	той же	9	3
386	одной из	1	3
387	до конца	9	3
388	лев толстой	1	3
389	всякий раз	10	3
390	на этот	2	3
391	своей матери	1	3
392	но это	3	3
393	жизни не	1	3
394	в художественных	1	3
395	жизни но	1	3
396	как к	2	3
397	произведения как	3	3
398	и вот	5	3
399	он и	1	3
400	же не	1	3
401	все равно	1	3
402	а о	1	3
403	для других	1	3
404	дело в	2	3
405	как она	4	3
406	золотого сечения	1	3
407	этот раз	1	3
408	все эти	7	3
409	должен быть	2	3
410	особенно в	1	3
411	и потому	2	3
412	того или	2	3
413	а к	1	3
414	его не	3	3
415	дело не	1	3
416	связано с	1	3
417	заключает в	3	3
418	не следует	1	3
419	идет о	2	3
420	же самое	8	3
421	каждого из	3	3
422	и только	5	3
423	если она	2	3
424	новое и	1	2
425	является в	1	2
426	случае в	3	2
427	мы и	1	2
428	русской литературе	1	2
429	еще более	2	2
430	простой и	1	2
431	по выражению	2	2
432	не зависит	1	2
433	те же	9	2
434	которое может	2	2
435	потому не	4	2
436	нас в	2	2
437	с той	2	2
438	другой стороны	7	2
439	как если	1	2
440	быть может	2	2
441	с собой	1	2
442	людей и	2	2
443	границы между	1	2
444	более или	3	2
445	как образ	1	2
446	но все	1	2
447	и личного	3	2
448	жизнь в	1	2
449	людей а	2	2
450	мысль о	1	2
451	целый ряд	12	2
452	где они	1	2
453	иначе как	3	2
454	тем что	7	2
455	дело здесь	1	2
456	принадлежат к	4	2
457	и делает	2	2
458	одновременно и	1	2
459	тем или	2	2
460	другое дело	1	2
461	в это	1	2
462	мир и	1	2
463	как только	3	2
464	казалось бы	4	2
465	собственной жизни	1	2
466	было в	1	2
467	и наиболее	1	2
468	в действительности	4	2
469	один и	2	2
470	своей природе	1	2
471	представления о	2	2
472	жизнь а	1	2
473	с помощью	1	2
474	когда она	6	2
475	а между	1	2
476	можно ли	2	2
477	и еще	1	2
478	его собственной	1	2
479	то чтобы	4	2
480	вовсе не	7	2
481	именно так	1	2
482	быть в	2	2
483	к которому	1	2
484	главное в	1	2
485	в системе	1	2
486	бы в	3	2
487	того же	3	2
488	чем это	2	2
489	и служит	1	2
490	жизни с	4	2
491	что обычно	1	2
492	от ее	1	2
493	намек на	2	2
494	или иным	2	2
495	принадлежит к	1	2
496	той мере	1	2
497	и мы	6	2
498	и столь	1	2
499	что иное	2	2
500	к одному	5	2
501	похожи на	1	2
502	должно быть	2	2
503	они все	1	2
504	в произведении	7	2
505	время в	2	2
506	личной жизни	1	2
507	происходит это	1	2
508	слов в	2	2
509	по мнению	2	2
510	или иному	1	2
511	искать в	1	2
512	и кажется	1	2
513	как своего	1	2
514	столько же	4	2
515	от тех	1	2
516	ни от	1	2
517	героя с	1	2
518	установки и	1	2
519	будто бы	2	2
520	по аналогии	1	2
521	быть только	1	2
522	о смерти	1	2
523	очевидно что	7	2
524	как говорит	5	2
525	ясно что	22	2
526	также в	1	2
527	не есть	4	2
528	без которого	2	2
529	и всякий	2	2
530	в двух	1	2
531	себе и	2	2
532	точек зрения	3	2
533	например как	1	2
534	есть своя	1	2
535	в других	3	2
536	обращено к	1	2
537	во всех	4	2
538	только от	1	2
539	смысл и	2	2
540	мы можем	6	2
541	сами по	4	2
542	теперь уже	1	2
543	оснований для	1	2
544	человека как	1	2
545	так что	8	2
546	человека который	1	2
547	если же	3	2
548	одно и	1	2
549	хотя в	1	2
550	и является	1	2
551	все те	1	2
552	даже не	1	2
553	для читателя	1	2
554	в нее	2	2
555	она была	1	2
556	того кто	1	2
557	т п	24	2
558	одного сознания	1	2
559	его как	1	2
560	могут быть	15	2
561	что может	1	2
562	и есть	5	2
563	мы будем	2	2
564	все остальное	2	2
565	в общем	2	2
566	о роли	1	2
567	она оказывается	1	2
568	одного и	2	2
569	и ничего	1	2
570	и сами	1	2
571	в особенности	3	2
572	а потому	5	2
573	от сознания	2	2
574	та же	4	2
575	они и	2	2
576	если в	2	2
577	живет в	2	2
578	должна быть	3	2
579	характеры действующих	1	2
580	в сущности	15	2
581	из которых	5	2
582	утверждает что	5	2
583	следует искать	1	2
584	и вновь	2	2
585	себе не	4	2
586	все то	4	2
587	от своего	1	2
588	в россии	1	2
589	который она	2	2
590	события но	1	2
591	в процессе	7	2
592	как о	1	2
593	ему казалось	1	2
594	у читателя	1	2
595	это время	1	2
596	которые могут	2	2
597	в которых	5	2
598	никто не	1	2
599	говоря и	1	2
600	он прямо	1	2
601	который не	2	2
602	другому человеку	1	2
603	не до	1	2
604	том смысле	1	2
605	в каком	3	2
606	к другому	1	2
607	это и	3	2
608	его и	4	2
609	тот кто	2	2
610	не обнаруживается	1	2
611	бы с	1	2
612	в детской	2	2
613	с нами	1	2
614	наконец в	2	2
615	автора и	1	2
616	это то	1	2
617	это все	3	2
618	которое не	1	2
619	у меня	3	2
620	слова и	1	2
621	первый раз	2	2
622	его характер	1	2
623	на основании	7	2
624	тому или	1	2
625	как будет	1	2
626	что же	4	2
627	на две	1	2
628	в данной	1	2
629	нем не	1	2
630	и во	3	2
631	тот самый	3	2
632	может оказаться	1	2
633	именно то	1	2
634	он может	1	2
635	только с	2	2
636	только потому	2	2
637	обратиться к	3	2
638	именно к	2	2
639	в любви	1	2
640	в более	1	2
641	со времен	1	2
642	далеком прошлом	1	2
643	мире в	1	2
644	содержание не	1	2
645	что с	5	2
646	все это	11	2
647	в их	4	2
648	слова а	1	2
649	таком случае	3	2
650	когда же	1	2
651	однако не	1	2
652	но с	1	2
653	себе но	1	2
654	и более	3	2
655	на нее	1	2
656	указывает на	6	2
657	и читателя	1	2
658	за которым	1	2
659	не сводит	1	2
660	есть в	7	2
661	как можно	3	2
662	своего существования	1	2
663	к своему	2	2
664	по словам	1	2
665	в каждой	1	2
666	или менее	3	2
667	и вообще	3	2
668	и другого	4	2
669	мере в	2	2
670	этих двух	4	2
671	напомнить что	1	2
672	он говорит	4	2
673	не роман	1	2
674	могут служить	3	2
675	не могу	1	2
676	церкви и	1	2
677	вся жизнь	1	2
678	взывает к	1	2
679	мы его	2	2
680	когда он	11	2
681	не оставляет	1	2
682	а по	1	2
683	говоря о	2	2
684	оказывается и	1	2
685	всей его	1	2
686	признать что	1	2
687	на это	2	2
688	отношение к	3	2
689	в литературном	1	2
690	не можем	3	2
691	свести к	1	2
692	зрения на	2	2
693	это означает	2	2
694	бытия и	1	2
695	это в	4	2
696	на своих	1	2
697	таким же	1	2
698	как для	1	2
699	и наконец	2	2
700	иное как	2	2
701	во всем	5	1
702	это на	1	1
703	смысл художественного	1	1
704	и останется	1	1
705	всегда можем	1	1
706	результате его	2	1
707	было показано	1	1
708	и объяснить	3	1
709	роковым образом	2	1
710	нами а	1	1
711	сходство с	3	1
712	которые не	3	1
713	к этой	2	1
714	в такое	1	1
715	того не	2	1
716	в тумане	1	1
717	случае мы	1	1
718	процессами и	1	1
719	любовь к	1	1
720	из всех	4	1
721	в разных	1	1
722	женщин и	1	1
723	связи в	1	1
724	самое важное	1	1
725	тем как	2	1
726	и был	1	1
727	в большей	1	1
728	мысли и	2	1
729	человек есть	1	1
730	привести к	1	1
731	не как	3	1
732	и говорить	2	1
733	что человек	1	1
734	тотчас после	1	1
735	произведения а	1	1
736	а есть	2	1
737	объектов и	1	1
738	близкое к	2	1
739	его от	2	1
740	то не	1	1
741	противоречие с	4	1
742	для всех	5	1
743	но что	3	1
744	однако при	1	1
745	этим объясняется	1	1
746	нет более	1	1
747	только внешние	1	1
748	читателя и	2	1
749	по пути	1	1
750	в духе	1	1
751	она из	1	1
752	воображения читателя	1	1
753	на которых	1	1
754	с отцом	1	1
755	из двух	1	1
756	с человеческого	1	1
757	и этот	3	1
758	как об	1	1
759	связана с	1	1
760	у людей	1	1
761	чем его	1	1
762	порядка и	2	1
763	представление о	6	1
764	см в	1	1
765	к другим	2	1
766	читатель получает	1	1
767	том или	1	1
768	исходили из	1	1
769	в риторике	1	1
770	и должен	1	1
771	в корне	1	1
772	и процессов	1	1
773	его на	1	1
774	произведению следует	1	1
775	конца из	1	1
776	и внутренне	1	1
777	настаивает на	1	1
778	с еще	1	1
779	на грани	2	1
780	на эту	1	1
781	не обладают	1	1
782	живет не	1	1
783	в лирике	1	1
784	и социально	1	1
785	лица в	1	1
786	внимание что	2	1
787	ней не	2	1
788	но у	1	1
789	отличается от	4	1
790	своего исследования	2	1
791	произведении и	2	1
792	рассказ не	1	1
793	поскольку он	2	1
794	быть определена	1	1
795	из героев	1	1
796	эстетике и	2	1
797	художественное произведение	16	1
798	так например	1	1
799	людей с	2	1
800	и нет	2	1
801	себе представить	2	1
802	на материале	1	1
803	и тонкий	1	1
804	с этим	7	1
805	сам же	1	1
806	это от	1	1
807	к смыслу	1	1
808	действия и	4	1
809	я вижу	1	1
810	и предполагает	2	1
811	творчества в	2	1
812	во все	2	1
813	число раз	1	1
814	при условии	1	1
815	которые мы	4	1
816	не непосредственно	1	1
817	не могли	4	1
818	можно не	1	1
819	отделена от	1	1
820	построены на	1	1
821	что этот	3	1
822	вопрос о	3	1
823	важно и	1	1
824	по тем	1	1
825	отказавшись от	1	1
826	зависимым от	1	1
827	как принцип	1	1
828	совершенно особое	1	1
829	человека не	3	1
830	мы увидим	4	1
831	читателей в	1	1
832	новую область	1	1
833	в творчестве	5	1
834	имеет в	3	1
835	его рассказа	1	1
836	с личной	1	1
837	бы из	1	1
838	это его	1	1
839	но то	1	1
840	но эти	1	1
841	являются не	2	1
842	во многих	1	1
843	истину и	1	1
844	сюжетная схема	1	1
845	от действительного	1	1
846	из их	2	1
847	действительно так	1	1
848	что вся	2	1
849	уже было	1	1
850	психологического анализа	1	1
851	а когда	1	1
852	природе как	1	1
853	не имеем	1	1
854	авторы которые	1	1
855	правда и	1	1
856	в различных	1	1
857	обращаясь к	1	1
858	есть продукт	2	1
859	виду и	1	1
860	и была	2	1
861	в сторону	1	1
862	он представляется	1	1
863	что речь	2	1
864	и те	5	1
865	не что	2	1
866	которое кажется	1	1
867	самого начала	1	1
868	в глаза	2	1
869	всего что	1	1
870	к нравственной	1	1
871	бесконечное число	1	1
872	на пересечении	1	1
873	в не	1	1
874	из виду	2	1
875	которых может	1	1
876	например когда	2	1
877	те авторы	1	1
878	гораздо существеннее	2	1
879	записок охотника	1	1
880	следующим образом	1	1
881	в одной	3	1
882	что все	10	1
883	чего он	1	1
884	во всей	1	1
885	стороны именно	1	1
886	не умеет	1	1
887	они сами	2	1
888	совершенно прав	2	1
889	именно с	1	1
890	от другой	1	1
891	практическое разрешение	1	1
892	под именем	1	1
893	от себя	4	1
894	жизнь оказывается	1	1
895	человеку и	1	1
896	что даже	3	1
897	и чувства	1	1
898	поведение и	2	1
899	понятие о	2	1
900	нет никаких	1	1
901	она есть	2	1
902	косвенным путем	2	1
903	но так	2	1
904	замечает в	1	1
905	свои собственные	1	1
906	вовсе и	1	1
907	не то	2	1
908	свое собственное	2	1
909	гораздо более	2	1
910	грань между	2	1
911	к восприятию	1	1
912	бы то	3	1
913	чтобы сделать	1	1
914	сам того	1	1
915	музыки и	2	1
916	было бессмысленным	1	1
917	о влиянии	2	1
918	она и	1	1
919	хотелось бы	1	1
920	творцом своего	1	1
921	здесь нет	1	1
922	и всей	1	1
923	в психологии	13	1
924	указать на	1	1
925	стороны и	3	1
926	не принадлежит	1	1
927	не останется	1	1
928	собой в	1	1
929	случайное и	3	1
930	такая же	1	1
931	в состоянии	4	1
932	мы знаем	8	1
933	точкой зрения	2	1
934	второй смысл	1	1
935	ни было	2	1
936	народной жизни	1	1
937	гоголь в	1	1
938	что при	8	1
939	под знаком	1	1
940	предмет своего	2	1
941	аналогии с	2	1
942	ей не	1	1
943	это верно	1	1
944	совершенно на	1	1
945	тайны и	2	1
946	ведется не	1	1
947	повествование как	1	1
948	с другими	2	1
949	не обладает	2	1
950	есть с	1	1
951	что между	1	1
952	его в	3	1
953	сознания к	2	1
954	не была	1	1
955	говорит он	3	1
956	и восприятие	3	1
957	ни в	9	1
958	высказываний и	1	1
959	эта история	1	1
960	в разные	2	1
961	говорит в	1	1
962	и говорит	1	1
963	по утверждению	1	1
964	сказал что	1	1
965	получает возможность	1	1
966	евгении онегине	3	1
967	хх столетия	1	1
968	произведение как	4	1
969	следует рассматривать	1	1
970	тех же	2	1
971	была в	1	1
972	существует вне	1	1
973	собой и	1	1
974	этой перемены	1	1
975	прямо не	1	1
976	слов с	1	1
977	или хотя	1	1
978	лучше всяких	2	1
979	свой особый	3	1
980	здесь же	1	1
981	служить для	1	1
982	в последних	1	1
983	не остается	2	1
984	становится совершенно	3	1
985	в евгении	2	1
986	но ведь	1	1
987	мы никак	1	1
988	и само	1	1
989	эти три	1	1
990	встречается в	1	1
991	время как	6	1
992	как во	2	1
993	по ее	1	1
994	герой в	1	1
995	и характер	3	1
996	того и	3	1
997	зрения и	2	1
998	главную мысль	1	1
999	служит для	1	1
1000	матери или	1	1
1001	же касается	1	1
1002	воздействия на	2	1
1003	что только	3	1
1004	хотя оно	1	1
1005	а только	4	1
1006	мы воспринимаем	1	1
1007	его элементов	1	1
1008	числе и	1	1
1009	полагает что	2	1
1010	сознанием или	1	1
1011	он чувствовал	1	1
1012	на другом	2	1
1013	речи или	1	1
1014	не иначе	1	1
1015	как сказано	1	1
1016	вопроса о	1	1
1017	чтобы понять	4	1
1018	нас есть	1	1
1019	отношении совершенно	1	1
1020	не имея	1	1
1021	человек как	1	1
1022	в уста	1	1
1023	для его	1	1
1024	не означает	2	1
1025	на этом	3	1
1026	данный момент	1	1
1027	предполагает что	1	1
1028	говоря в	1	1
1029	дела мы	1	1
1030	как зеркало	1	1
1031	о предмете	1	1
1032	ли это	3	1
1033	него есть	1	1
1034	нашего сознания	3	1
1035	зрения в	1	1
1036	на котором	2	1
1037	определенным образом	1	1
1038	связь и	1	1
1039	то ни	2	1
1040	совсем не	3	1
1041	согласуется с	1	1
1042	мы всегда	1	1
1043	к цели	1	1
1044	отношение между	1	1
1045	или же	2	1
1046	на самый	2	1
1047	моря и	1	1
1048	для художника	2	1
1049	к такой	1	1
1050	обстановкой в	1	1
1051	что эта	4	1
1052	и та	1	1
1053	сущности говоря	6	1
1054	в тех	2	1
1055	и тот	4	1
1056	за пределы	2	1
1057	кажется и	1	1
1058	по удачному	1	1
1059	тем и	2	1
1060	сложному и	1	1
1061	сделал бы	1	1
1062	этом смысле	3	1
1063	всякий другой	1	1
1064	этот вопрос	2	1
1065	от страха	1	1
1066	одну из	1	1
1067	из народной	1	1
1068	суть не	1	1
1069	то или	3	1
1070	должны были	2	1
1071	или иное	2	1
1072	в самой	2	1
1073	то а	1	1
1074	которого в	1	1
1075	это действительно	1	1
1076	мы неизбежно	1	1
1077	значение и	3	1
1078	не само	1	1
1079	сведена к	2	1
1080	из нее	1	1
1081	воображения как	1	1
1082	на бумаге	1	1
1083	всегда имеет	1	1
1084	что для	5	1
1085	и характеры	1	1
1086	бы его	1	1
1087	их к	1	1
1088	и какой	1	1
1089	рассматривается как	1	1
1090	оставляет в	1	1
1091	прозе например	1	1
1092	приводят к	1	1
1093	обратимся к	1	1
1094	которое мы	2	1
1095	самому себе	2	1
1096	теми же	2	1
1097	себе например	1	1
1098	всю жизнь	2	1
1099	п не	1	1
1100	стремится в	1	1
1101	иной раз	1	1
1102	легко возразить	1	1
1103	есть все	1	1
1104	взглянуть на	1	1
1105	из этого	5	1
1106	к сюжету	1	1
1107	быть для	1	1
1108	бы ни	2	1
1109	речи и	1	1
1110	в данный	1	1
1111	его к	2	1
1112	и чтобы	1	1
1113	там где	5	1
1114	с с	1	1
1115	приходится признать	1	1
1116	нам только	1	1
1117	иначе не	1	1
1118	означает что	2	1
1119	в одну	2	1
1120	действительной жизни	3	1
1121	если это	2	1
1122	понять что	1	1
1123	мы видели	2	1
1124	а более	1	1
1125	от самого	1	1
1126	к автору	1	1
1127	видим и	1	1
1128	принадлежностью данного	1	1
1129	нечто иное	1	1
1130	было на	1	1
1131	проникать во	1	1
1132	бывает и	1	1
1133	то время	6	1
1134	даже чисто	1	1
1135	образом и	4	1
1136	скоро и	1	1
1137	очень серьезно	2	1
1138	смысла а	1	1
1139	на чем	1	1
1140	за ним	2	1
1141	приближается к	1	1
1142	обоих этих	3	1
1143	полной мере	1	1
1144	в учебнике	1	1
1145	речи но	1	1
1146	и сейчас	4	1
1147	как содержание	1	1
1148	впадая в	1	1
1149	с и	17	1
1150	он только	1	1
1151	настоящего к	1	1
1152	бы составить	1	1
1153	которых мы	4	1
1154	был бы	6	1
1155	с такой	1	1
1156	оно было	2	1
1157	в противоречие	3	1
1158	рассказа и	1	1
1159	слитых в	1	1
1160	и должно	1	1
1161	говорит нам	1	1
1162	этого построения	1	1
1163	была бы	2	1
1164	историю которую	1	1
1165	в свое	1	1
1166	с тем	11	1
1167	сам по	4	1
1168	от социального	2	1
1169	не приходится	1	1
1170	он на	1	1
1171	в другой	3	1
1172	нашего времени	1	1
1173	поэтому в	1	1
1174	равным образом	3	1
1175	из того	2	1
1176	только мертвые	1	1
1177	их как	1	1
1178	в отношении	3	1
1179	однако он	1	1
1180	литературного произведения	1	1
1181	хоть одно	1	1
1182	как исследование	1	1
1183	нет никакого	1	1
1184	же самой	3	1
1185	деле и	1	1
1186	мере и	1	1
1187	на минуту	1	1
1188	не могут	6	1
1189	и определил	1	1
1190	история с	1	1
1191	xviii в	2	1
1192	этой точки	7	1
1193	во что	1	1
1194	вместо того	1	1
1195	с этого	2	1
1196	прошлое и	1	1
1197	можно согласиться	1	1
1198	однако что	1	1
1199	слов не	1	1
1200	наряду со	1	1
1201	так называемый	1	1
1202	по преимуществу	2	1
1203	и по-разному	1	1
1204	в большинстве	1	1
1205	содержание и	1	1
1206	объектов которые	1	1
1207	к исследованию	1	1
1208	следующее место	1	1
1209	которые у	1	1
1210	границу между	1	1
1211	имеет дело	2	1
1212	способа представления	1	1
1213	но никогда	1	1
1214	к которым	4	1
1215	евгения онегина	4	1
1216	отдельного человека	10	1
1217	что могло	1	1
1218	мы встречаемся	1	1
1219	как не	2	1
1220	них получает	1	1
1221	для каждого	1	1
1222	похожим на	1	1
1223	и так	7	1
1224	ними не	1	1
1225	такое определение	1	1
1226	и фантазии	1	1
1227	себя и	3	1
1228	же мало	1	1
1229	мыслей и	3	1
1230	ключом к	1	1
1231	сравнению с	3	1
1232	при всех	1	1
1233	эта последняя	1	1
1234	друг от	1	1
1235	первой главе	1	1
1236	которую она	1	1
1237	что позволяет	1	1
1238	самый общий	1	1
1239	редко и	1	1
1240	по крайней	1	1
1241	такая точка	1	1
1242	к той	1	1
1243	как произведение	1	1
1244	то я	2	1
1245	или ином	1	1
1246	только одно	1	1
1247	что искусство	15	1
1248	бросается в	1	1
1249	свое я	1	1
1250	к нашему	1	1
1251	совершенно не	7	1
1252	впечатление что	2	1
1253	чем же	2	1
1254	есть от	1	1
1255	языка и	1	1
1256	и воображения	1	1
1257	о кошке	1	1
1258	далее и	1	1
1259	ни у	2	1
1260	изложении в	1	1
1261	их друг	1	1
1262	важный для	1	1
1263	оба эти	2	1
1264	его существования	1	1
1265	роли и	1	1
1266	совпадает с	4	1
1267	задний план	1	1
1268	конца ему	1	1
1269	в значительной	1	1
1270	этом читатель	1	1
1271	относится к	4	1
1272	на основе	2	1
1273	по сравнению	3	1
1274	произведения всех	1	1
1275	это только	4	1
1276	основе этого	1	1
1277	из его	4	1
1278	он относится	1	1
1279	в новой	2	1
1280	для толстого	2	1
1281	с которой	1	1
1282	и теперь	2	1
1283	что если	7	1
1284	каждой из	3	1
1285	именно на	1	1
1286	не понимает	2	1
1287	для меня	1	1
1288	то все	2	1
1289	области литературы	1	1
1290	у шекспира	2	1
1291	отношении к	3	1
1292	и ему	1	1
1293	слов и	1	1
1294	в небольшом	1	1
1295	он как	1	1
1296	представление будто	1	1
1297	от других	3	1
1298	него с	1	1
1299	прийти в	1	1
1300	с белыми	1	1
1301	и до	2	1
1302	и целый	1	1
1303	взгляда на	1	1
1304	одна и	1	1
1305	так легко	1	1
1306	он есть	1	1
