N	2gram	Propp_Morf	Analitik
202	ведет к	1	5
203	а а	2	5
204	в котором	1	5
205	входит в	4	5
206	для того	3	5
207	в эту	1	5
208	к этому	4	5
209	с другими	2	5
210	ни в	3	5
211	целое то	1	5
212	и до	1	5
213	но как	3	5
214	а с	2	5
215	так что	1	5
216	бы быть	1	5
217	и по	3	5
218	с ее	1	5
219	в особенности	1	5
220	во втором	7	5
221	и здесь	7	5
222	том или	1	5
223	связывается с	3	5
224	не могут	7	5
225	самом деле	4	5
226	в итоге	2	5
227	еще и	1	5
228	совершенно не	1	5
229	со смертью	2	5
230	что мы	2	5
231	на примере	1	5
232	он в	1	5
233	а и	3	5
234	тот же	1	5
235	этом случае	10	5
236	на вопрос	2	5
237	мы не	8	5
238	все эти	5	5
239	одно из	1	5
240	путь к	2	5
241	в поле	5	5
242	одну из	1	5
243	и их	3	5
244	еще в	1	5
245	такой же	1	5
246	таким же	1	5
247	однако и	1	4
248	в своих	2	4
249	в собственном	3	4
250	так в	1	4
251	с этим	14	4
252	только на	1	4
253	для данного	1	4
254	что же	2	4
255	сказать что	4	4
256	известной степени	1	4
257	на него	4	4
258	что она	2	4
259	не все	6	4
260	лишь при	1	4
261	к нему	3	4
262	ни было	2	4
263	в которой	3	4
264	одним из	2	4
265	смысла но	1	4
266	лишь на	2	4
267	между ними	1	4
268	в чем	2	4
269	бы в	2	4
270	в каждом	1	4
271	могли бы	2	4
272	мы уже	4	4
273	то ни	3	4
274	это по	1	4
275	и что	3	4
276	и есть	3	4
277	его к	1	4
278	герой не	2	4
279	были бы	1	4
280	представляют собой	16	4
281	как он	1	4
282	однако что	1	4
283	а именно	1	4
284	с ними	1	4
285	бы не	1	4
286	и т	62	4
287	это и	3	4
288	его и	2	4
289	потому что	7	4
290	того чтобы	4	4
291	не должно	1	4
292	и тогда	3	4
293	или иных	1	4
294	вслед за	5	4
295	и а	1	4
296	до известной	1	4
297	но это	6	4
298	как к	1	4
299	все они	1	4
300	о нем	1	4
301	ему в	1	4
302	ее в	3	4
303	в полном	1	4
304	на которой	1	4
305	ко второму	1	4
306	не любит	1	4
307	нас к	1	4
308	по своему	2	4
309	об этом	5	4
310	тех или	1	4
311	его не	1	4
312	и ее	5	4
313	отношение к	1	4
314	можно отметить	2	4
315	в области	1	4
316	или точнее	1	4
317	текста на	1	4
318	от него	2	3
319	отвечает на	1	3
320	с героем	2	3
321	рассказ о	1	3
322	к этой	1	3
323	с этой	3	3
324	случае не	4	3
325	тем как	1	3
326	и был	1	3
327	одному из	3	3
328	в виду	1	3
329	и с	1	3
330	с тем	2	3
331	встреча с	2	3
332	только для	2	3
333	в момент	1	3
334	тем в	1	3
335	вопрос о	10	3
336	на самом	4	3
337	это было	3	3
338	уже было	1	3
339	этой связи	1	3
340	втором случае	1	3
341	и те	1	3
342	и далее	1	3
343	другими в	1	3
344	как на	1	3
345	что все	1	3
346	в противном	1	3
347	на котором	4	3
348	всего в	1	3
349	бы то	3	3
350	при анализе	1	3
351	после чего	2	3
352	первом случае	3	3
353	должно быть	1	3
354	в состоянии	1	3
355	и за	2	3
356	связи с	12	3
357	с двумя	2	3
358	в связи	10	3
359	в ряду	1	3
360	между собой	5	3
361	служит для	1	3
362	но к	1	3
363	он сам	1	3
364	а для	1	3
365	только во	1	3
366	здесь как	1	3
367	в рассказе	1	3
368	в тех	8	3
369	и тот	2	3
370	теми же	1	3
371	из этого	1	3
372	оно может	4	3
373	во время	6	3
374	всех этих	1	3
375	случае это	1	3
376	означает что	3	3
377	в одну	2	3
378	его из	1	3
379	например в	2	3
380	на первом	1	3
381	что они	5	3
382	борьбы с	1	3
383	можно было	4	3
384	оно не	2	3
385	если не	1	3
386	до этого	1	3
387	также может	3	3
388	никто не	4	3
389	ли он	1	3
390	о котором	1	3
391	кольцо с	1	3
392	во сне	2	3
393	ни к	2	3
394	он же	1	3
395	тех же	4	3
396	быть не	1	3
397	из его	2	3
398	тех пор	1	3
399	для нее	1	3
400	и больше	2	3
401	героя а	4	3
402	в обоих	2	3
403	и наоборот	4	3
404	из наиболее	1	3
405	героя в	5	3
406	она может	1	3
407	мог бы	1	3
408	на этот	2	3
409	действующего лица	1	3
410	его можно	1	3
411	так как	20	3
412	они не	3	3
413	где он	1	3
414	же не	1	3
415	дело в	1	3
416	но с	2	3
417	в таких	3	3
418	не от	2	3
419	а то	3	3
420	о жизни	1	3
421	в какой	3	3
422	противном случае	1	3
423	один и	1	3
424	этих двух	1	3
425	ко всему	1	3
426	может иметь	1	3
427	см ниже	2	3
428	она не	2	3
429	также и	6	3
430	однако если	1	3
431	но он	1	3
432	независимо от	4	3
433	мы должны	3	3
434	и может	1	3
435	кстати что	1	3
436	этих случаях	15	3
437	же самое	1	3
438	которые в	1	3
439	говорилось выше	1	3
440	это означает	1	3
441	все еще	3	3
442	на то	3	3
443	может и	1	3
444	ведь и	1	3
445	однако все	2	3
446	и наконец	1	3
447	является в	2	2
448	еще раз	1	2
449	за исключением	1	2
450	в применении	1	2
451	тому что	5	2
452	или нет	2	2
453	не вызывает	1	2
454	не являются	1	2
455	этого момента	3	2
456	как было	1	2
457	встречается в	4	2
458	более или	2	2
459	от текста	1	2
460	тому или	1	2
461	эту особенность	1	2
462	если он	2	2
463	данный текст	1	2
464	их в	2	2
465	обоих случаях	2	2
466	на эту	1	2
467	не вполне	1	2
468	интересно что	1	2
469	свою собственную	1	2
470	но мы	3	2
471	так например	3	2
472	на первый	3	2
473	что этот	2	2
474	применении к	1	2
475	о возвращении	1	2
476	имеет в	1	2
477	и иных	2	2
478	е о	1	2
479	во многих	1	2
480	совершенно очевидно	1	2
481	войти в	1	2
482	но они	2	2
483	на пути	4	2
484	язык есть	1	2
485	углом зрения	2	2
486	так же	4	2
487	в карты	3	2
488	в глаза	2	2
489	могут и	2	2
490	перед ним	1	2
491	тех случаях	2	2
492	с этими	1	2
493	сих пор	1	2
494	во всей	1	2
495	а впоследствии	2	2
496	что именно	2	2
497	коем случае	1	2
498	друг с	1	2
499	в отдельных	3	2
500	уже по	1	2
501	она есть	1	2
502	они могут	1	2
503	чем это	2	2
504	и становится	1	2
505	характерно что	1	2
506	грань между	1	2
507	мы видим	15	2
508	героев в	1	2
509	время и	1	2
510	собой в	2	2
511	к себе	2	2
512	получает в	4	2
513	целого а	1	2
514	т е	25	2
515	что при	3	2
516	лишь после	2	2
517	мы можем	5	2
518	там и	1	2
519	то она	1	2
520	или не	3	2
521	к чему	3	2
522	как его	1	2
523	но ведь	1	2
524	учение о	5	2
525	целью узнать	1	2
526	по одному	1	2
527	между прочим	1	2
528	герой в	2	2
529	деле в	1	2
530	о которых	1	2
531	же касается	1	2
532	например как	1	2
533	могло бы	1	2
534	подобных случаях	4	2
535	я был	1	2
536	что даже	1	2
537	не означает	2	2
538	данный момент	1	2
539	он ничего	1	2
540	этой точки	1	2
541	этих персонажей	1	2
542	здесь мы	3	2
543	вообще не	2	2
544	одно и	1	2
545	не приходится	1	2
546	в форме	6	2
547	этот вопрос	4	2
548	когда мы	1	2
549	себя за	2	2
550	выходят за	1	2
551	к первому	1	2
552	и др	12	2
553	это делает	1	2
554	в доме	2	2
555	них не	1	2
556	мы будем	3	2
557	ей не	1	2
558	если они	2	2
559	в окно	1	2
560	для чего	1	2
561	имеет свою	1	2
562	до его	1	2
563	еще одно	1	2
564	утверждать что	3	2
565	до сих	1	2
566	та же	3	2
567	за ним	1	2
568	и должны	1	2
569	облика и	1	2
570	пока же	4	2
571	и при	3	2
572	что это	3	2
573	не требует	1	2
574	под этим	1	2
575	со всеми	1	2
576	с этого	2	2
577	собой и	1	2
578	оно есть	1	2
579	даже не	3	2
580	и просто	1	2
581	таких случаях	2	2
582	или выражаясь	1	2
583	не такое	1	2
584	он наносит	1	2
585	не имеет	2	2
586	есть на	1	2
587	может не	2	2
588	всей своей	1	2
589	к другому	2	2
590	первой же	1	2
591	думать что	1	2
592	в самостоятельный	1	2
593	в течение	1	2
594	сколько в	1	2
595	в отдельности	1	2
596	на это	1	2
597	от других	2	2
598	получает от	2	2
599	не ощущается	1	2
600	при помощи	12	2
601	непосредственно к	1	2
602	б в	2	2
603	может ли	1	2
604	текста к	1	2
605	тем же	2	2
606	самого героя	1	2
607	из первых	2	2
608	он может	2	2
609	но если	10	2
610	появляется в	2	2
611	другого и	2	2
612	первый взгляд	3	2
613	встречу с	1	2
614	в коем	1	2
615	что несмотря	1	2
616	и вот	1	2
617	не будем	5	2
618	он как	1	2
619	или с	3	2
620	к истории	1	2
621	что с	1	2
622	для нас	2	2
623	одновременно и	1	2
624	у нас	3	2
625	другого но	1	2
626	многих отношениях	1	2
627	как нечто	1	2
628	слова не	1	2
629	в ином	3	2
630	в церковь	1	2
631	что ни	2	2
632	но эта	1	2
633	иными словами	1	2
634	это еще	2	2
635	по существу	13	2
636	с теми	4	2
637	к месту	3	2
638	представляет собою	8	2
639	случаях когда	2	2
640	частности как	1	2
641	на все	1	2
642	бы мы	1	2
643	с другом	1	2
644	или менее	2	2
645	и таким	2	2
646	в одной	2	2
647	а на	3	2
648	там где	5	2
649	и эти	1	2
650	не умещается	1	2
651	узнает о	3	2
652	отдельных случаях	3	2
653	героя к	2	2
654	а от	1	2
655	не по	2	2
656	но всегда	1	2
657	к тем	1	2
658	в большинстве	3	2
659	прежде чем	5	2
660	бы он	1	2
661	не можем	1	2
662	по законам	1	2
663	при изучении	1	2
664	все более	1	2
665	хотя он	1	2
666	и только	3	2
667	с первых	1	2
668	о и	1	2
669	они имеют	1	1
670	с помощью	1	1
671	и другие	6	1
672	сюжет есть	1	1
673	могут иметь	2	1
674	таких моментов	1	1
675	мы постараемся	2	1
676	не единственный	1	1
677	же и	1	1
678	не увидит	1	1
679	только что	3	1
680	самого себя	2	1
681	которые здесь	1	1
682	работу в	1	1
683	или по	2	1
684	и отдельно	1	1
685	в следующих	1	1
686	положения и	1	1
687	мифах и	1	1
688	привести к	1	1
689	два ивана	1	1
690	по-видимому не	1	1
691	например с	2	1
692	персонажа и	1	1
693	дается в	2	1
694	случае он	2	1
695	в различных	2	1
696	с собой	3	1
697	как испытание	1	1
698	одним общим	1	1
699	чтобы в	1	1
700	положения в	1	1
701	или во	1	1
702	и была	1	1
703	каждое новое	1	1
704	на свой	1	1
705	под углом	2	1
706	но все	4	1
707	от одного	1	1
708	к персонажу	1	1
709	ни одна	4	1
710	уже отмечалось	1	1
711	равно как	1	1
712	каким образом	1	1
713	из самых	1	1
714	она является	1	1
715	говорят о	1	1
716	исходить из	1	1
717	принадлежат к	1	1
718	их поступки	1	1
719	начинается с	5	1
720	в бою	3	1
721	выражаясь точнее	1	1
722	лица в	1	1
723	всех подобных	1	1
724	все другие	1	1
725	прочим и	1	1
726	к земле	1	1
727	обладает и	1	1
728	за ней	2	1
729	и диалог	1	1
730	для их	1	1
731	текст состоит	1	1
732	сюжет с	1	1
733	же вопрос	1	1
734	применение его	1	1
735	такими словами	1	1
736	так если	3	1
737	в брак	1	1
738	и обозначает	1	1
739	ситуации в	1	1
740	что герой	1	1
741	во все	1	1
742	уже давно	1	1
743	отказываться от	1	1
744	на части	1	1
745	по тем	1	1
746	перед его	1	1
747	мы увидим	10	1
748	с последующей	2	1
749	чему не	2	1
750	написано на	1	1
751	только как	1	1
752	должна быть	2	1
753	но то	1	1
754	сохраняется и	1	1
755	случае она	1	1
756	оно как	2	1
757	вопроса об	1	1
758	затем уже	2	1
759	в этот	1	1
760	точно и	1	1
761	смысле слова	4	1
762	особое место	2	1
763	об отношении	1	1
764	пока не	1	1
765	своих героев	1	1
766	не исключает	2	1
767	точно так	2	1
768	приходит к	1	1
769	е годы	1	1
770	говорит что	1	1
771	как персонаж	1	1
772	что ее	1	1
773	самим героем	1	1
774	то можно	5	1
775	всего этого	1	1
776	как функции	1	1
777	соглашаясь с	1	1
778	сведений о	1	1
779	или а	1	1
780	таких условиях	1	1
781	что обусловлено	1	1
782	в основу	2	1
783	следующим образом	4	1
784	такая же	1	1
785	путь от	1	1
786	он служит	1	1
787	окна и	1	1
788	убит в	1	1
789	анализ и	1	1
790	что говорит	1	1
791	героя то	1	1
792	в дар	2	1
793	мнение что	1	1
794	людей в	1	1
795	другим что	1	1
796	в подобных	1	1
797	не происходит	3	1
798	это остается	1	1
799	то оно	1	1
800	после того	1	1
801	указать на	1	1
802	нарушение запрета	2	1
803	что каждая	1	1
804	других для	1	1
805	она в	2	1
806	есть у	1	1
807	нашей работы	2	1
808	что я	1	1
809	следует определить	3	1
810	второй раз	2	1
811	имеется и	1	1
812	него самого	1	1
813	а ведь	1	1
814	второго и	1	1
815	с тех	1	1
816	совпадения и	1	1
817	в текстах	1	1
818	что такое	3	1
819	он идет	1	1
820	и сама	1	1
821	в тот	1	1
822	случаях может	1	1
823	в немецкой	1	1
824	стремится к	1	1
825	третий раз	1	1
826	известных в	1	1
827	эта история	1	1
828	утверждение что	1	1
829	от тех	1	1
830	ли мы	1	1
831	как по	1	1
832	что его	4	1
833	героя с	1	1
834	во внимание	1	1
835	может трактоваться	1	1
836	в третий	1	1
837	из характерных	1	1
838	литературе и	1	1
839	же оно	2	1
840	большинстве случаев	3	1
841	с некоторой	1	1
842	борется со	1	1
843	незадолго до	2	1
844	все подробности	1	1
845	лишь для	1	1
846	куда же	1	1
847	точек зрения	1	1
848	из одного	1	1
849	большого объема	1	1
850	героя из	2	1
851	персонажей при	1	1
852	но никто	2	1
853	и у	3	1
854	человека а	1	1
855	при каких	1	1
856	не получает	2	1
857	довольно много	1	1
858	наличности в	1	1
859	составных частей	1	1
860	идет по	2	1
861	всех пяти	2	1
862	то второй	1	1
863	и однако	1	1
864	очень часто	6	1
865	сына в	2	1
866	сама природа	1	1
867	все остальные	1	1
868	при отсутствии	1	1
869	совсем не	3	1
870	с какой	1	1
871	быть зафиксированы	1	1
872	говорится и	1	1
873	отношение между	1	1
874	в поступках	2	1
875	форма может	1	1
876	нам еще	2	1
877	и соответствующего	1	1
878	более краткого	1	1
879	все основные	1	1
880	как объект	1	1
881	на нем	3	1
882	если же	5	1
883	должны быть	2	1
884	встречаться в	1	1
885	начаться с	1	1
886	становится на	1	1
887	тем и	2	1
888	лишь один	1	1
889	его жизнь	1	1
890	доходит до	1	1
891	и затем	5	1
892	особого внимания	1	1
893	она хочет	1	1
894	они хотят	1	1
895	то во	1	1
896	в нее	2	1
897	несколько ниже	1	1
898	как один	1	1
899	читателю и	1	1
900	требует чтобы	3	1
901	невесту и	1	1
902	первоначальном виде	1	1
903	и несколько	1	1
904	из нее	1	1
905	если исходить	1	1
906	в гости	1	1
907	достигает своей	1	1
908	выводы об	1	1
909	мы их	1	1
910	на словах	1	1
911	и никогда	1	1
912	это правило	1	1
913	и каждый	1	1
914	приход героя	1	1
915	работы мы	1	1
916	отправляется на	1	1
917	материала в	1	1
918	сыновей и	1	1
919	тем временем	2	1
920	героев для	1	1
921	быть определено	1	1
922	он показывает	1	1
923	здесь также	1	1
924	спасении от	1	1
925	и вызывает	3	1
926	самые разнообразные	1	1
927	живой язык	1	1
928	изучения в	2	1
929	нет не	1	1
930	простейший пример	1	1
931	между собою	2	1
932	ср кто	1	1
933	дает ему	1	1
934	действующих лиц	22	1
935	которые могут	1	1
936	где мы	1	1
937	что до	2	1
938	может или	1	1
939	сюжет который	1	1
940	н веселовский	1	1
941	сказка в	4	1
942	собственном смысле	3	1
943	значительное количество	1	1
944	а потому	2	1
945	приведем один	1	1
946	лишь два	1	1
947	для передачи	1	1
948	в последнем	3	1
949	они и	5	1
950	существенным для	1	1
951	без такого	2	1
952	при возвращении	1	1
953	того кому	1	1
954	другой а	1	1
955	этого и	1	1
956	он только	1	1
957	его с	1	1
958	на ее	1	1
959	всей совокупности	1	1
960	три дня	1	1
961	это уже	3	1
962	по собственному	1	1
963	последовать за	1	1
964	ходе повествования	1	1
965	в живых	3	1
966	герой волшебной	1	1
967	их как	2	1
968	происходит с	2	1
969	к определению	1	1
970	и делает	1	1
971	первых же	1	1
972	то с	3	1
973	как такой	1	1
974	он лишь	1	1
975	за это	1	1
976	не на	2	1
977	как с	1	1
978	общих выводов	1	1
979	уже неоднократно	1	1
980	в некое	1	1
981	конечно и	1	1
982	мы понимаем	1	1
983	их и	1	1
984	на улицу	1	1
985	в особый	1	1
986	вступает с	2	1
987	более широкого	1	1
988	одновременно с	1	1
989	не противоречит	1	1
990	чего следует	2	1
991	обращается к	1	1
992	же самый	1	1
993	то время	3	1
994	лишь к	1	1
995	к типам	1	1
996	хранится в	1	1
997	относятся к	2	1
998	также не	1	1
999	в в	2	1
1000	как не	1	1
1001	зрения исторической	1	1
1002	является единицей	1	1
1003	вряд ли	2	1
1004	с предыдущей	2	1
1005	что такой	1	1
1006	состоит из	3	1
1007	является одновременно	2	1
1008	и герой	1	1
1009	в которых	2	1
1010	всякая фраза	1	1
1011	со сказкой	2	1
1012	тему в	1	1
1013	том как	2	1
1014	нет в	1	1
1015	это бывает	1	1
1016	мы однако	1	1
1017	не слишком	3	1
1018	не входит	2	1
1019	они по	1	1
1020	показать как	2	1
1021	к текстам	1	1
1022	этому же	1	1
1023	играть роль	1	1
1024	функцию в	1	1
1025	или иное	1	1
1026	в главе	1	1
1027	вытекает из	2	1
1028	а если	4	1
1029	составным частям	4	1
1030	диалог с	1	1
1031	в последней	1	1
1032	другим он	1	1
1033	видим что	12	1
1034	поставлены как	1	1
1035	материала а	2	1
1036	на той	2	1
1037	всматриваясь в	1	1
1038	по земле	1	1
1039	можно лишь	2	1
1040	если например	2	1
1041	его жертве	1	1
1042	это все	1	1
1043	явления и	1	1
1044	можно усмотреть	1	1
1045	к разрешению	1	1
1046	а другой	2	1
1047	может само	1	1
1048	в борьбу	1	1
1049	он во	1	1
1050	жениться на	1	1
1051	раз она	1	1
1052	для меня	1	1
1053	только один	1	1
1054	то все	1	1
1055	есть то	1	1
1056	не носит	1	1
1057	значение для	1	1
1058	в это	1	1
1059	да в	1	1
1060	чаще всего	11	1
1061	и об	1	1
1062	ощущается как	2	1
1063	в следующей	1	1
1064	а при	1	1
1065	целый ряд	3	1
1066	ни были	1	1
1067	в совершенно	2	1
1068	идет об	1	1
1069	ведут к	1	1
1070	в каком	2	1
1071	верхом на	1	1
1072	быть отнесен	4	1
1073	это разделение	1	1
1074	имеем в	8	1
1075	на что	1	1
1076	волшебной сказки	3	1
1077	что здесь	1	1
1078	позволил бы	1	1
1079	и там	1	1
1080	следит за	1	1
1081	не совсем	1	1
1082	в сказке	27	1
1083	в данной	2	1
1084	ее не	1	1
1085	в деревне	1	1
1086	если мы	6	1
1087	поставить на	1	1
1088	если один	1	1
1089	то для	1	1
1090	в образе	6	1
1091	на улице	1	1
1092	сына и	2	1
1093	не смог	1	1
1094	бы сказать	1	1
1095	где оно	2	1
1096	моментов а	1	1
1097	для достижения	1	1
1098	а вовсе	2	1
1099	л из	1	1
1100	сама она	1	1
1101	в работу	1	1
1102	друг друга	3	1
1103	на поиски	2	1
1104	или вовсе	1	1
1105	точку зрения	1	1
1106	иногда в	8	1
1107	д и	2	1
1108	указанием на	1	1
1109	или другой	2	1
1110	ниже в	2	1
1111	меня не	1	1
1112	из этой	1	1
1113	он должен	3	1
1114	не выдерживает	1	1
1115	они принадлежат	1	1
1116	героя при	1	1
1117	об их	1	1
1118	и такой	1	1
1119	но оно	2	1
1120	но на	1	1
1121	если с	1	1
1122	и многие	1	1
1123	ничем не	2	1
1124	многих других	2	1
1125	видим как	1	1
1126	на трех	1	1
1127	но прежде	1	1
1128	принадлежит и	1	1
1129	сам он	3	1
1130	того как	2	1
1131	и уж	1	1
1132	что одна	2	1
1133	у тебя	1	1
1134	к соединению	1	1
1135	материала и	1	1
1136	пор как	1	1
1137	бы на	1	1
1138	вне своего	1	1
1139	не значит	3	1
1140	в формах	1	1
1141	для данной	1	1
1142	можно на	1	1
1143	и новое	1	1
1144	ею или	1	1
1145	то мы	5	1
1146	говорил об	1	1
1147	первом месте	1	1
1148	силу и	1	1
1149	о герое	3	1
1150	слова а	1	1
1151	что каждый	1	1
1152	в сюжет	1	1
1153	отступление от	1	1
1154	мы вполне	1	1
1155	развитию и	2	1
1156	что действительно	2	1
1157	материал для	1	1
1158	выписаны в	1	1
1159	и берет	1	1
1160	входить в	2	1
1161	начала в	1	1
1162	за этим	1	1
1163	изучение по	1	1
1164	здесь имеется	2	1
1165	уже происходит	1	1
1166	для связывания	3	1
1167	этого нельзя	2	1
1168	и другое	1	1
1169	наконец даже	1	1
1170	нередко случается	1	1
1171	важен как	1	1
1172	встречается лишь	1	1
1173	является простым	1	1
1174	помнить что	1	1
1175	может только	1	1
1176	но по	1	1
1177	эти две	1	1
1178	а их	1	1
1179	имеется в	3	1
1180	он состоит	1	1
1181	следует сказать	1	1
1182	к концу	1	1
1183	сразу же	2	1
1184	что им	1	1
1185	вспомнить о	1	1
1186	эпизод в	1	1
1187	мы находим	1	1
1188	только и	1	1
1189	нисколько не	1	1
1190	предмета но	1	1
1191	делает и	1	1
1192	форма в	3	1
1193	вследствие чего	1	1
1194	от своих	1	1
1195	как все	1	1
1196	и вообще	1	1
1197	можно утверждать	1	1
1198	ссылка на	1	1
1199	это явление	5	1
1200	обычно это	1	1
1201	предстанет перед	2	1
1202	о трех	1	1
1203	предположить что	1	1
1204	в г	1	1
1205	реагирует на	3	1
1206	том случае	3	1
1207	что очень	1	1
1208	наука о	2	1
1209	тут и	1	1
1210	в предисловии	1	1
1211	и религия	1	1
1212	у кого	1	1
1213	она должна	1	1
1214	и героев	1	1
1215	случае если	2	1
1216	в наши	2	1
1217	могут служить	1	1
1218	в самых	2	1
1219	если наконец	1	1
1220	непосредственно после	1	1
1221	д как	4	1
1222	здесь только	2	1
1223	новую одежду	1	1
1224	обстоит дело	1	1
1225	он обращается	1	1
1226	первый случай	1	1
1227	говорить не	1	1
1228	есть нечто	3	1
1229	быть и	2	1
1230	есть всегда	1	1
1231	связана с	3	1
1232	в него	1	1
1233	а по	3	1
1234	но она	1	1
1235	от отца	2	1
1236	есть и	4	1
1237	но такое	2	1
1238	ним как	1	1
1239	оказывается что	1	1
1240	чудесным образом	1	1
1241	отличать от	1	1
1242	а этот	1	1
1243	к которой	1	1
1244	царской дочери	1	1
1245	у нее	2	1
1246	или как	1	1
1247	как то	2	1
1248	на смерть	1	1
1249	это его	1	1
1250	элементы и	1	1
1251	чем является	1	1
1252	этого не	2	1
1253	знаки и	1	1
1254	будто не	2	1
1255	как их	2	1
1256	вступают в	3	1
1257	к ней	3	1
1258	функционирует как	1	1
1259	первого в	1	1
1260	в плане	1	1
1261	иных случаях	2	1
1262	в другую	2	1
1263	этим же	2	1
1264	остается на	1	1
1265	этом и	1	1
1266	предмет его	1	1
1267	эту мысль	1	1
1268	целая система	1	1
1269	действительно не	1	1
1270	в голову	1	1
1271	его до	1	1
1272	что о	2	1
1273	герой а	2	1
1274	другой и	1	1
1275	ступеней научного	1	1
1276	в виде	3	1
1277	право на	2	1
1278	волшебная сказка	3	1
1279	к каждой	1	1
1280	определить как	1	1
1281	не отвечает	1	1
1282	является ли	1	1
1283	само собой	1	1
1284	если на	1	1
1285	что мотив	1	1
1286	сказки как	3	1
1287	и объект	1	1
1288	отца не	1	1
1289	дело обстоит	1	1
1290	здесь по-видимому	1	1
1291	в лице	1	1
1292	а н	1	1
1293	новый облик	2	1
1294	а сама	1	1
1295	в е	1	1
1296	из двух	3	1
1297	персонажей как	1	1
