N	2gram	Tiupa_Hudo	EvropaiC
376	свидетельствует о	1	1
377	рассказ о	2	1
378	зависит от	1	1
379	и пр	1	1
380	несколько иной	1	1
381	том числе	3	1
382	наших глазах	2	1
383	время в	1	1
384	случае мы	1	1
385	у каждого	1	1
386	без исключения	4	1
387	была бы	3	1
388	не своей	1	1
389	он усматривает	1	1
390	целого а	1	1
391	за пределами	3	1
392	в своей	7	1
393	он и	2	1
394	строго говоря	2	1
395	в ее	6	1
396	не требует	1	1
397	ибо без	1	1
398	как элемент	1	1
399	в принципе	8	1
400	что такое	2	1
401	ее в	2	1
402	в область	1	1
403	окружающей его	2	1
404	с не	1	1
405	может показаться	1	1
406	в качестве	31	1
407	я во	1	1
408	не принять	1	1
409	одному из	1	1
410	своею и	1	1
411	в прошлом	1	1
412	на которой	1	1
413	из своих	1	1
414	что каждый	2	1
415	и другими	1	1
416	особенно если	1	1
417	с другими	5	1
418	в широком	1	1
419	должно будет	1	1
420	его сознании	1	1
421	должен не	1	1
422	общий признак	1	1
423	быть может	1	1
424	усматривая в	2	1
425	противоречие с	1	1
426	себе никаких	1	1
427	к жизни	2	1
428	в отношении	4	1
429	когда же	1	1
430	и развития	1	1
431	как с	1	1
432	от своих	1	1
433	в центре	1	1
434	а на	5	1
435	мыслится как	5	1
436	или для	1	1
437	в зависимости	1	1
438	что составляет	1	1
439	и притом	3	1
440	этой точки	2	1
441	по пути	4	1
442	здесь мы	1	1
443	или иной	9	1
444	в первом	1	1
445	внутренне не	1	1
446	с такими	1	1
447	этом не	1	1
448	является одним	1	1
449	самые разнообразные	1	1
450	во многих	1	1
451	i v	5	1
452	каждой новой	1	1
453	дело в	1	1
454	мысль о	1	1
455	себя а	1	1
456	тем что	1	1
457	культуры чем	1	1
458	из всего	1	1
459	предполагает как	1	1
460	или иная	1	1
461	я и	7	1
462	принадлежат к	1	1
463	том или	1	1
464	например в	4	1
465	отношения к	4	1
466	в равной	2	1
467	и другим	1	1
468	случае не	2	1
469	борющихся сторон	1	1
470	ценностей и	1	1
471	с ума	1	1
472	как быть	1	1
473	тому назад	1	1
474	лишь на	1	1
475	и как	4	1
476	психики но	1	1
477	но он	3	1
478	к его	3	1
479	а именно	3	1
480	рядом с	1	1
481	свое самобытное	1	1
482	над тем	1	1
483	жизни ее	1	1
484	как в	2	1
485	жизни в	2	1
486	жизнью в	1	1
487	так в	4	1
488	к своему	2	1
489	от этого	1	1
490	приводит к	6	1
491	только для	1	1
492	или ином	1	1
493	и со	1	1
494	смертью в	1	1
495	и я	1	1
496	бы не	2	1
497	может рассматриваться	1	1
498	по признаку	1	1
499	да и	1	1
500	более сложные	1	1
501	у одного	2	1
502	мы находим	1	1
503	собою в	2	1
504	именно эта	1	1
505	это было	1	1
506	роль в	2	1
507	со стороны	5	1
508	на его	1	1
509	вследствие этой	2	1
510	себе и	1	1
511	на их	1	1
512	всей своей	2	1
513	мира в	2	1
514	но мы	1	1
515	частной жизни	2	1
516	художественное произведение	3	1
517	можно строить	1	1
518	уже не	6	1
519	вопрос что	2	1
520	по крайней	1	1
521	все их	1	1
522	перед нами	1	1
523	и другого	1	1
524	связаны с	1	1
525	от таких	1	1
526	ближайшие к	1	1
527	первый взгляд	1	1
528	иметь в	1	1
529	к одному	1	1
530	в каждом	1	1
531	речь в	1	1
532	тем в	1	1
533	следует признать	1	1
534	только лишь	2	1
535	это и	2	1
536	еще и	2	1
537	не является	5	1
538	культуры не	1	1
539	что от	1	1
540	только к	1	1
541	две стороны	1	1
542	же я	1	1
543	вытекает из	2	1
544	на задний	1	1
545	своей собственной	1	1
546	единое целое	2	1
547	смотря на	1	1
548	роли в	4	1
549	и даже	1	1
550	в лучшем	1	1
551	чистом виде	1	1
552	в уме	1	1
553	та или	1	1
554	что этому	1	1
555	но кто	1	1
556	всегда может	1	1
557	зрения в	1	1
558	в значительной	2	1
559	входит в	4	1
560	на котором	2	1
561	только такие	1	1
562	некий общий	1	1
563	имеются и	2	1
564	что входит	1	1
565	не будучи	1	1
566	по этой	1	1
567	нельзя не	1	1
568	не быть	1	1
569	части и	1	1
570	является именно	1	1
571	людьми поэтому	1	1
572	а после	1	1
573	двух других	1	1
574	из его	1	1
575	из перечисленных	2	1
576	и весьма	2	1
577	просто не	1	1
578	и помимо	1	1
579	точно и	1	1
580	я этого	1	1
581	кажется что	1	1
582	в развитии	1	1
583	от всех	2	1
584	с которой	1	1
585	к такой	2	1
586	только на	1	1
587	а во-вторых	1	1
588	жизни если	1	1
589	вступает в	2	1
590	одно и	3	1
591	точно так	1	1
592	такого что	1	1
593	в различных	1	1
594	не могла	1	1
595	это была	1	1
596	и наиболее	1	1
597	на основании	1	1
598	тем и	1	1
599	скачка в	1	1
600	говоря о	3	1
601	им уже	1	1
602	даже при	1	1
603	к нашим	1	1
604	для своей	1	1
605	и жизни	1	1
606	а только	4	1
607	из нас	1	1
608	это необходимо	1	1
609	еще один	2	1
610	сторону его	1	1
611	позиции и	1	1
612	не случайно	3	1
613	на новую	1	1
614	в чистом	1	1
615	же самое	1	1
616	всего что	1	1
617	этом у	1	1
618	себя свою	1	1
619	делает его	2	1
620	над собою	1	1
621	состоит в	20	1
622	не по	1	1
623	на которые	1	1
624	вытекающей из	1	1
625	его природы	1	1
626	задний план	1	1
627	числе и	2	1
628	из виду	2	1
629	быть не	1	1
630	весьма сложного	1	1
631	тот или	3	1
632	как человек	1	1
633	на наших	2	1
634	произведения в	1	1
635	еще нет	1	1
636	своей стороны	1	1
637	ее не	1	1
638	однако в	4	1
639	двух различных	1	1
640	по которым	1	1
641	его создателя	1	1
642	при котором	2	1
643	могут быть	5	1
644	которую в	1	1
645	на второй	1	1
646	данного произведения	1	1
647	и возникает	1	1
648	этом и	1	1
649	оно стало	1	1
650	до конца	1	1
651	к которому	4	1
652	с нею	1	1
653	в узком	3	1
654	к пониманию	1	1
655	исходит из	1	1
656	чаще всего	1	1
657	не ее	1	1
658	с его	6	1
659	сказать что	4	1
660	бы ни	1	1
661	в данный	2	1
662	не внешним	1	1
663	себе еще	1	1
664	а как	1	1
665	сомневаться не	1	1
666	русском языке	1	1
667	не имело	1	1
668	жизни постоянно	1	1
669	отрешиться от	1	1
670	к этим	1	1
671	самые различные	1	1
672	лучшем случае	1	1
673	а не	13	1
674	крайними пределами	1	1
675	в культуре	3	1
676	крайней мере	1	1
677	здесь не	2	1
678	и тем	4	1
679	есть не	1	1
680	есть как	2	1
681	иное как	1	1
682	друг другу	1	1
683	на них	1	1
684	его можно	1	1
685	человека но	1	1
686	и самих	1	1
687	к каким	1	1
688	можно только	1	1
689	другими людьми	1	1
