N	3gram	Trubetskoy	Psycholo
369	в одну кучу	1	1
370	как и вообще	1	1
371	которой мы говорили	2	1
372	то непосредственное впечатление	1	1
373	и более или	1	1
374	но и всех	1	1
375	том что как	1	1
376	в эту точку	1	1
377	во всех отношениях	1	1
378	еще не вполне	1	1
379	так что в	1	1
380	как все они	1	1
381	в том же	3	1
382	таким образом для	1	1
383	для этого нужно	1	1
384	в том числе	1	1
385	в течение своей	1	1
386	и уже одно	1	1
387	и не имеет	1	1
388	до некоторой степени	1	1
389	не знает что	1	1
390	совершенно в таком	1	1
391	что с каждым	1	1
392	в психологическом отношении	1	1
393	что он сам	1	1
394	на точку зрения	1	1
395	а и в	7	1
396	так что эта	1	1
397	если допустить что	1	1
398	все же все	1	1
399	же трудно как	1	1
400	объявляют что в	1	1
401	становится понятным что	1	1
402	что стоит на	1	1
403	но в сущности	1	1
404	состоит именно в	1	1
405	как бы он	1	1
406	этого слова что	1	1
407	как известно в	1	1
408	в нем не	1	1
409	играет никакой роли	1	1
410	и тем больше	1	1
411	а не в	1	1
412	так точно и	1	1
413	на все эти	1	1
414	с этой целью	1	1
415	точки зрения на	1	1
416	все эти понятия	1	1
417	образом и в	1	1
418	о том чтобы	2	1
419	если бы нам	1	1
420	весь центр тяжести	1	1
421	именно в тех	1	1
422	что они нашли	1	1
423	все что мы	1	1
424	не считаясь с	1	1
425	должна была бы	1	1
426	может показаться что	1	1
427	широком смысле слова	1	1
428	в этой истории	1	1
429	и в течение	2	1
430	из того же	2	1
431	телу и что	1	1
432	психологией таким образом	1	1
433	что он может	1	1
434	ничего такого что	1	1
435	в своих общих	1	1
436	много но все	1	1
437	каждый из этих	2	1
438	разница только в	1	1
439	и не очень	1	1
440	за существование и	1	1
441	что именно этот	1	1
442	сознательно или бессознательно	1	1
443	что же касается	2	1
444	разобраться в том	1	1
445	что все они	1	1
446	в своем развитии	4	1
447	то что эти	1	1
448	тогда и в	1	1
449	чтобы ответить на	1	1
450	все эти слова	1	1
451	что мы можем	1	1
452	между тем мы	1	1
453	это потому что	1	1
454	таком же виде	1	1
455	однако не так	1	1
456	их в совершенно	1	1
457	что если это	1	1
458	элементы из которых	1	1
459	указание на то	1	1
460	и с точки	1	1
461	всех других видов	1	1
462	от него в	1	1
463	станет для нас	1	1
464	которая вытекает из	1	1
465	мы не знаем	1	1
466	и сейчас в	1	1
467	и ко всем	1	1
468	в своих собственных	1	1
469	из области общей	1	1
470	одному и тому	1	1
471	так же трудно	1	1
472	тогда когда оно	1	1
473	уже и сейчас	1	1
474	и что таким	1	1
475	из поколения в	1	1
476	мы будем понимать	1	1
477	и говорить что	3	1
478	не более как	2	1
479	же касается до	2	1
480	то что для	1	1
481	тех последствиях которые	1	1
482	из него все	1	1
483	на первый взгляд	1	1
484	самом деле есть	1	1
485	себя как на	1	1
486	по этому вопросу	1	1
487	а для того	1	1
488	не принадлежат к	1	1
489	в таком же	2	1
490	то увидим что	1	1
491	идет речь в	1	1
492	и все они	1	1
493	самого начала в	1	1
494	в себе больше	1	1
495	что несмотря на	2	1
496	непосредственное впечатление которое	1	1
