N	3gram	Vinokur_St	Psycholo
92	в применении к	3	4
93	а между тем	2	4
94	в настоящее время	2	4
95	о котором говорит	1	4
96	что в таком	1	4
97	а в том	1	4
98	к тому же	2	4
99	то что у	2	4
100	те или иные	1	4
101	за то что	5	4
102	и тем же	2	4
103	но и это	1	4
104	таким образом в	1	4
105	и для нас	1	4
106	вопрос о том	4	4
107	то или иное	3	4
108	он не может	1	4
109	вовсе не в	2	4
110	не значит что	3	4
111	в приложении к	1	4
112	это не просто	1	4
113	в этой области	5	4
114	том что в	4	4
115	и никогда не	1	4
116	это вовсе не	1	4
117	и не может	1	4
118	внимание на то	1	4
119	одним и тем	2	4
120	только потому что	2	4
121	именно в том	1	4
122	принять во внимание	1	4
123	и что он	1	4
124	как это делает	1	4
125	в том как	3	3
126	и в другом	1	3
127	в прямом смысле	2	3
128	одни и те	1	3
129	то что оно	1	3
130	друг от друга	1	3
131	в отношении к	1	3
132	что это не	2	3
133	и как он	1	3
134	так как в	2	3
135	того чтобы показать	1	3
136	по отношению к	3	3
137	имел в виду	1	3
138	он не только	2	3
139	столько же сколько	1	3
140	ни в малой	1	3
141	во внимание что	1	3
142	целый ряд таких	1	3
143	дело в том	7	3
144	по его словам	1	3
145	та и другая	1	3
146	между тем в	1	3
147	а вовсе не	1	3
148	было бы совершенно	1	3
149	может быть и	2	3
150	он должен был	2	3
151	он никогда не	1	3
152	принципиальной разницы между	1	3
153	том смысле что	2	3
154	иметь в виду	2	3
155	в своем роде	1	3
156	в высшей степени	1	3
157	мысль о том	1	3
158	в наше время	1	3
159	бы то ни	2	3
160	то же время	5	3
161	ясно что и	1	3
162	является то что	1	3
163	но он не	1	3
164	и те же	1	3
165	в это время	3	3
166	к выводу что	1	3
167	ничего общего с	3	3
168	говорить о том	1	3
169	в то же	5	3
170	речь идет не	1	3
171	я не могу	2	3
172	ответ на этот	1	3
173	то все же	1	3
174	во всех этих	1	3
175	в этом случае	3	3
176	то обстоятельство что	3	3
177	о том в	1	3
178	обратить внимание на	3	3
179	того материала который	1	3
180	после того как	5	3
181	мере в какой	3	2
182	который говорил что	1	2
183	а может быть	1	2
184	то что называют	1	2
185	каждого из них	3	2
186	что и для	1	2
187	и в этих	1	2
188	и не было	1	2
189	сих пор в	1	2
190	д и т	1	2
191	дело не в	2	2
192	а то что	1	2
193	идет не о	1	2
194	так или иначе	3	2
195	так и в	5	2
196	в котором она	1	2
197	нет ни одной	1	2
198	в каком случае	1	2
199	и не до	1	2
200	во многих случаях	2	2
201	и в своих	1	2
202	для своей трагедии	1	2
203	же как в	1	2
204	потому что не	1	2
205	и на этом	1	2
206	что с точки	1	2
207	в одном из	4	2
208	каждой из этих	1	2
209	мы имеем дело	1	2
210	р и в	1	2
211	в ответ на	1	2
212	т д и	2	2
213	той или иной	1	2
214	ясно что при	1	2
215	а на самом	1	2
216	и только в	3	2
217	но и в	2	2
218	по крайней мере	2	2
219	в чем же	1	2
220	не до конца	2	2
221	но столь же	2	2
222	если бы она	1	2
223	виде как она	1	2
224	во всех трех	2	2
225	это еще не	1	2
226	по поводу того	1	2
227	в основе трагедии	1	2
228	что он просто	1	2
229	здесь нет и	1	2
230	жизни и смерти	1	2
231	и это не	1	2
232	тем или иным	3	2
233	ни одно из	1	2
234	должны были бы	1	2
235	принадлежат к числу	1	2
236	в той же	2	2
237	то что с	1	2
238	должно было бы	1	2
239	так например в	4	2
240	но это вовсе	1	2
241	той и другой	1	2
242	другой стороны и	1	2
243	в своей трагедии	5	2
244	каждое из них	1	2
245	который видит в	1	2
246	потому что оно	1	2
247	то ни было	1	2
248	не может не	1	2
249	показать что и	1	2
250	что оба эти	2	2
251	тем что в	2	2
252	так же и	1	2
253	о которых он	1	2
254	что в то	1	2
255	то что было	1	2
256	сих пор не	1	2
257	той точки зрения	1	2
258	шекспира но и	1	2
259	в узком смысле	1	2
260	в котором все	1	2
261	как и другие	1	2
262	исключительно для того	1	2
263	мысли об этом	1	2
264	не больше чем	1	2
265	а потому не	1	2
266	т п в	4	2
267	искусства и жизни	1	2
268	если бы оно	1	2
269	мы приходим к	1	2
270	если принять во	1	2
271	возникает целый ряд	1	2
272	представление о том	1	2
273	в таком виде	2	2
274	в предисловии к	2	2
275	всяком случае в	2	2
276	что в области	3	2
277	имеем дело с	2	2
278	и что от	1	2
279	но вовсе не	1	1
280	на которую указывает	1	1
281	он является в	1	1
282	этому поводу что	1	1
283	его отношений к	1	1
284	но то что	1	1
285	до того как	3	1
286	это похоже на	1	1
287	мы на самом	1	1
288	постоянно в этом	1	1
289	но тот же	1	1
290	оставляет камня на	1	1
291	каком случае не	1	1
292	он не должен	1	1
293	оно отличается от	1	1
294	в той мере	2	1
295	как раз ту	1	1
296	и так в	1	1
297	такое же значение	1	1
298	и характер его	1	1
299	в результате этого	1	1
300	в своем мнении	1	1
301	я имею в	1	1
302	и то обстоятельство	1	1
303	еще почти не	1	1
304	бы он не	1	1
305	совершенно так же	1	1
306	как увидим ниже	1	1
307	но с кем	1	1
308	об этом не	1	1
309	в какой степени	1	1
310	остается столь же	1	1
311	том и другом	1	1
312	свидетельствует о том	1	1
313	трагедии то что	2	1
314	из этой аналогии	1	1
315	том значении которое	1	1
316	они свидетельствуют о	1	1
317	не только все	1	1
318	к которым прибегает	1	1
319	пир во время	1	1
320	целый ряд новых	1	1
321	вот что писал	2	1
322	каждом отдельном случае	1	1
323	именно об этом	1	1
324	в которых он	1	1
325	другой стороны нельзя	1	1
326	и некоторые другие	1	1
327	трагедии дело в	1	1
328	никогда и не	1	1
329	в нем нельзя	1	1
330	тому что с	1	1
331	но и вообще	1	1
332	если бы это	1	1
333	вопроса в целом	1	1
334	бы и сейчас	1	1
335	для правильного понимания	1	1
336	в наши дни	1	1
337	в котором непременно	1	1
338	чтобы убедиться в	1	1
339	против того что	1	1
340	мне кажется что	3	1
341	том числе и	2	1
342	о том значении	1	1
343	в самом факте	1	1
344	ни на одну	1	1
345	не могла бы	1	1
346	целом ряде случаев	1	1
347	в каждом отдельном	1	1
348	будто к тому	1	1
349	той мере в	2	1
350	эту борьбу с	1	1
351	виде в каком	2	1
352	и я не	2	1
353	с этой стороны	1	1
354	же и в	2	1
355	нужно сказать что	5	1
356	кто и почему	3	1
357	на этот раз	2	1
358	что в его	1	1
359	т п поэтому	1	1
360	и говорить о	1	1
361	для нас сейчас	1	1
362	т п но	1	1
363	но все же	3	1
364	и другом случае	1	1
365	в каком он	2	1
366	он делает в	1	1
367	не потому чтобы	1	1
368	на этом основании	1	1
369	но это не	1	1
370	уже о том	2	1
371	а также и	2	1
372	этого вопроса в	1	1
373	он попал в	1	1
374	которые по словам	1	1
375	и в трагедии	1	1
376	чуть ли не	2	1
377	как будто к	1	1
378	и могут быть	1	1
379	в которой пушкину	1	1
380	заключается вовсе не	1	1
381	что почти все	1	1
382	я хотел бы	1	1
383	что он о	1	1
384	не отдает себе	1	1
385	себе отчета в	2	1
386	и у пушкина	1	1
387	совершенно непонятным почему	1	1
388	с того что	2	1
389	собой разумеется что	1	1
390	основное значение в	1	1
391	может быть даже	1	1
392	на основании анализа	1	1
393	является прямым следствием	1	1
394	на том что	1	1
395	показывает что он	1	1
396	это можно сделать	1	1
397	всему тому что	1	1
398	нечего и говорить	1	1
399	когда говорил о	1	1
400	в статье г	1	1
401	не всегда можно	1	1
402	была бы выполнена	1	1
403	в рифме в	1	1
404	не к тому	1	1
405	в комментариях к	1	1
406	данном случае в	2	1
407	в одной из	3	1
408	как это кажется	1	1
409	не допускают мысли	1	1
410	что в сознании	1	1
411	на них как	1	1
412	же мере в	1	1
413	присутствует в каждой	1	1
414	том что и	1	1
415	любопытно в этом	1	1
416	то что мне	1	1
417	них как на	1	1
418	на тему о	2	1
419	вне всякого сомнения	2	1
420	на котором основываются	1	1
421	в этом месте	2	1
422	у нас не	1	1
423	без всякого внимания	1	1
424	хотя бы в	1	1
425	в первую очередь	2	1
426	но именно в	1	1
427	совершенно независимо от	1	1
428	этот вопрос можно	1	1
429	отношения искусства и	1	1
430	вы увидите что	1	1
431	том смысле как	1	1
432	в трагедии совершенно	1	1
433	точки зрения их	2	1
434	нет ни одного	2	1
435	при помощи этой	1	1
436	каждый из нас	1	1
437	говорит что он	2	1
438	этом случае есть	1	1
439	также и в	1	1
440	в характере и	1	1
441	ни в чем	1	1
442	что разница между	1	1
443	что у нас	1	1
444	в вопросе о	1	1
445	ответ на вопрос	2	1
446	нельзя было бы	1	1
447	в письме к	5	1
448	ни на чем	2	1
449	и даже не	2	1
450	во время чумы	2	1
451	и на все	1	1
452	в одну кучу	1	1
453	с нашей точки	1	1
454	могут и не	1	1
455	но если это	2	1
456	как и вообще	2	1
457	что он имел	1	1
458	никто не станет	1	1
459	ли отсюда что	1	1
460	нашей точки зрения	1	1
461	том что как	1	1
462	так что в	1	1
463	в том же	3	1
464	в том числе	3	1
465	но я не	2	1
466	во что бы	1	1
467	на вопрос о	3	1
468	и другие произведения	1	1
469	так что они	1	1
470	и не имеет	1	1
471	о бахчисарайском фонтане	1	1
472	но вытекает ли	1	1
473	и не могла	1	1
474	который заключается в	1	1
475	что он сам	1	1
476	чтобы оно не	1	1
477	на точку зрения	2	1
478	нужно было бы	1	1
479	т д вот	1	1
480	все это имеет	1	1
481	сомневаться в том	2	1
482	который присутствует в	1	1
483	могло бы быть	1	1
484	это и в	1	1
485	в сцене с	1	1
486	как и всякая	1	1
487	не так уж	1	1
488	и в то	1	1
489	как бы он	1	1
490	прямую линию к	1	1
491	что в основу	2	1
492	камня на камне	1	1
493	никому не нужен	1	1
494	и в других	1	1
495	не могло быть	1	1
496	лежащий в основе	2	1
497	именно в области	1	1
498	не имеет ничего	2	1
499	его статьи в	2	1
500	я уже приводил	2	1
501	не успел еще	1	1
502	ни в одном	2	1
503	поводу того или	1	1
504	а не в	1	1
505	вовсе не является	1	1
506	в другом месте	1	1
507	имею в виду	1	1
508	на одну минуту	1	1
509	то что могло	1	1
510	мнение о том	1	1
511	говорит об этом	2	1
512	не сомневаюсь что	1	1
513	которого ничего не	1	1
514	все это очень	1	1
515	быть не может	1	1
516	исходным пунктом для	1	1
517	и эти два	1	1
518	само собой разумеется	1	1
519	должна была бы	4	1
520	что он делает	1	1
521	как своего рода	2	1
522	то ни стало	1	1
523	тому что в	2	1
524	персты в язвы	1	1
525	из того же	1	1
526	самое важное перед	1	1
527	на одной из	1	1
528	в капитанской дочке	1	1
529	домик в коломне	1	1
530	но и здесь	2	1
531	я не сомневаюсь	1	1
532	но дело в	1	1
533	совпадает с той	1	1
534	когда речь идет	2	1
535	и говорит я	1	1
536	а не по	1	1
537	и вовсе не	1	1
538	в которой он	1	1
539	в свое время	3	1
540	ту или иную	1	1
541	что же касается	3	1
542	которые тем не	1	1
543	самом деле не	1	1
544	и не в	1	1
545	на нее так	1	1
546	это можно было	1	1
547	и в тех	1	1
548	из евгения онегина	1	1
549	это объясняется тем	1	1
550	одном из писем	2	1
551	что не может	2	1
552	той же мере	1	1
553	как говорит о	1	1
554	следующее место из	1	1
555	же значение как	1	1
556	не так легко	1	1
557	в графе нулине	1	1
558	указание на то	1	1
559	что бы то	1	1
560	же можно было	1	1
561	всякий раз когда	1	1
562	отметить что в	1	1
563	в известном смысле	1	1
564	далеко не все	1	1
565	таким путем в	2	1
566	не оставляет камня	1	1
567	точно и в	1	1
568	ближе к истине	1	1
569	как я уже	1	1
570	объясняется тем что	1	1
571	отчета в том	2	1
572	орудием в руках	1	1
573	как на его	1	1
574	и вообще не	1	1
575	действующих лиц на	1	1
576	уже и сейчас	1	1
577	ведь и в	1	1
578	на эту тему	4	1
579	то что для	1	1
580	когда говорит о	1	1
581	я позволю себе	1	1
582	до конца как	1	1
583	по мнению автора	1	1
584	стороны нельзя не	1	1
585	а того что	1	1
586	все эти утверждения	1	1
587	свидетельствуют о том	2	1
588	в своем рассказе	1	1
589	что у пушкина	1	1
590	и в области	5	1
591	этих случаев в	1	1
592	ясно указано что	1	1
593	совершенно ясного и	1	1
