N	2gram	Losev_Dial	StatiiOP
102	со стороны	2	13
103	всяком случае	3	13
104	но это	12	13
105	дело в	1	13
106	что касается	3	13
107	жизни и	9	13
108	тому что	4	13
109	в своих	1	12
110	не менее	5	12
111	хотя бы	6	12
112	что у	3	12
113	ни в	20	12
114	как например	2	12
115	так как	24	12
116	что они	8	12
117	в них	4	11
118	в другом	6	11
119	никогда не	18	11
120	не было	7	11
121	ясно что	11	11
122	и с	10	11
123	и по	5	11
124	того как	3	11
125	вопрос о	3	11
126	все эти	4	11
127	это было	4	11
128	на то	5	11
129	творчества пушкина	1	10
130	думаю что	4	10
131	кроме того	2	10
132	в виду	9	10
133	речь идет	2	10
134	так же	6	10
135	в целом	1	10
136	что такое	13	10
137	что и	7	10
138	это слово	1	10
139	но он	3	10
140	во всех	3	10
141	а как	1	10
142	в каком	10	10
143	в истории	1	10
144	же время	9	10
145	ничего не	19	10
146	на самом	5	10
147	но не	9	10
148	в частности	4	10
149	и к	8	9
150	с этой	3	9
151	говорит о	6	9
152	мне кажется	2	9
153	можно сказать	10	9
154	он был	1	9
155	в одном	4	9
156	говорит что	3	9
157	внимание на	1	9
158	несмотря на	12	9
159	его жизни	1	9
160	и это	6	9
161	в чем	9	9
162	в каждом	4	9
163	и тем	2	9
164	что эта	5	9
165	во время	2	9
166	не является	3	9
167	времени и	10	9
168	что же	5	9
169	и для	2	9
170	для нас	1	9
171	что мы	3	9
172	там где	1	9
173	место в	1	9
174	но ведь	2	8
175	и об	4	8
176	в результате	2	8
177	и даже	23	8
178	связано с	2	8
179	по его	1	8
180	еще более	3	8
181	к которому	1	8
182	что она	18	8
183	к этому	2	8
184	связи с	3	8
185	и др	2	8
186	могут быть	6	8
187	в общем	2	8
188	к сожалению	2	8
189	нужно сказать	1	8
190	заключается в	4	8
191	в которых	2	8
192	не имеет	15	8
193	тем не	3	8
194	совершенно не	13	8
195	и более	7	8
196	мы имеем	4	8
197	при помощи	1	8
198	той же	1	8
199	в их	5	8
200	а также	1	8
201	в какой	3	8
202	дело не	3	8
203	отношение к	5	8
204	и о	4	8
205	такой же	2	8
206	это в	1	8
207	и очень	2	7
208	о чем	4	7
209	по себе	39	7
210	представление о	1	7
211	отличается от	3	7
212	в это	1	7
213	и сейчас	3	7
214	уже о	1	7
215	точка зрения	3	7
216	не просто	19	7
217	того же	1	7
218	гораздо более	3	7
219	на почве	2	7
220	в ее	3	7
221	при чем	2	7
222	что все	2	7
223	это очень	1	7
224	в эту	1	7
225	кажется что	1	7
226	как это	8	7
227	что для	3	7
228	из этого	2	7
229	то в	8	7
230	и то	15	7
231	xix в	1	7
232	нет никакого	1	7
233	то время	3	7
234	том как	1	7
235	еще не	4	7
236	очень мало	2	7
237	еще и	4	7
238	другое дело	1	7
239	что здесь	4	7
240	данном случае	1	7
241	уже в	5	7
242	мы находим	7	7
243	в виде	2	7
244	но с	4	7
245	что этот	3	7
246	говорит об	1	7
247	тем более	2	7
248	не все	1	7
249	с самого	2	7
250	конце концов	4	7
251	факт что	1	7
252	вплоть до	3	7
253	что за	1	6
254	случае в	1	6
255	же и	11	6
256	на его	1	6
257	д но	2	6
258	одно из	2	6
259	вот что	1	6
260	и сам	1	6
261	в жизни	3	6
262	говорить о	9	6
263	даже в	6	6
264	крайней мере	11	6
265	к нему	12	6
266	только не	2	6
267	время как	7	6
268	же как	3	6
269	должно было	1	6
270	о которых	2	6
271	этом смысле	4	6
272	его как	1	6
273	в себе	23	6
274	в особенности	6	6
275	и здесь	1	6
276	из которых	1	6
277	и все	11	6
278	времени не	1	6
279	том смысле	4	6
280	по крайней	11	6
281	идет о	1	6
282	тем же	3	6
283	и во	1	6
284	что я	5	6
285	говорил что	2	6
286	что с	2	6
287	мы не	1	6
288	ни на	8	6
289	пушкина у	1	6
290	независимо от	2	6
291	по существу	2	6
292	но я	4	6
293	и я	3	6
294	в новом	1	6
295	должен быть	2	6
296	в одной	4	6
297	и вообще	10	6
298	этих двух	1	6
299	его не	7	6
300	что на	2	6
301	нас не	2	5
302	при этом	2	5
303	не как	4	5
304	далее в	2	5
305	в духе	1	5
306	уже не	3	5
307	то это	6	5
308	и такие	1	5
309	одной стороны	3	5
310	во многих	1	5
311	но они	2	5
312	конечно не	9	5
313	можно ли	3	5
314	самого начала	2	5
315	и далее	1	5
316	без всякого	3	5
317	том чтобы	1	5
318	в основу	1	5
319	что именно	3	5
320	евгений онегин	1	5
321	что эти	3	5
322	с одной	4	5
323	хотя и	4	5
324	его в	3	5
325	не была	1	5
326	не о	5	5
327	на себя	1	5
328	что не	13	5
329	даже не	4	5
330	же касается	1	5
331	в сторону	1	5
332	не был	3	5
333	если не	1	5
334	не приходится	1	5
335	в тех	2	5
336	в москве	2	5
337	и почему	1	5
338	столь же	1	5
339	всех этих	4	5
340	не так	1	5
341	утверждать что	3	5
342	один из	3	5
343	по форме	1	5
344	должна быть	5	5
345	не на	1	5
346	оно не	2	5
347	что ему	1	5
348	никто не	2	5
349	не знали	1	5
350	ни с	8	5
351	думать что	3	5
352	в очень	3	5
353	и если	5	5
354	отношении к	3	5
355	не потому	5	5
356	нет и	2	5
357	ее в	2	5
358	но если	6	5
359	точку зрения	3	5
360	это и	6	5
361	такое же	1	5
362	раз в	2	5
363	в сущности	2	5
364	на нее	2	5
365	пушкина а	1	5
366	а то	1	5
367	вообще не	2	5
368	представляет собою	1	5
369	нас к	1	5
370	является не	3	5
371	во многом	1	5
372	и потому	6	5
373	того или	1	5
374	и только	5	5
375	не по	2	5
376	как он	5	5
377	можно найти	2	5
378	на это	1	5
379	к ней	4	5
380	одного из	1	5
381	как будто	7	5
382	находим в	2	4
383	и другие	1	4
384	все что	2	4
385	только что	5	4
386	никаких сомнений	1	4
387	которые не	2	4
388	и без	1	4
389	и творчества	1	4
390	что по	3	4
391	а именно	3	4
392	что ни	3	4
393	свою собственную	2	4
394	не существует	8	4
395	не могли	1	4
396	не всегда	2	4
397	на сцене	3	4
398	на него	2	4
399	эти вопросы	3	4
400	или иным	1	4
401	всего в	1	4
402	мы видим	6	4
403	и он	6	4
404	на язык	1	4
405	и эти	2	4
406	как можно	2	4
407	тому же	3	4
408	будто бы	3	4
409	во внимание	2	4
410	xviii века	1	4
411	очевидно что	1	4
412	в таком	4	4
413	в связи	3	4
414	и именно	1	4
415	одна из	1	4
416	на этом	4	4
417	не могут	4	4
418	в смысле	5	4
419	и у	2	4
420	что как	2	4
421	но как	7	4
422	только с	3	4
423	в развитии	1	4
424	должны быть	2	4
425	иметь в	4	4
426	литературы и	1	4
427	у которого	1	4
428	общего с	6	4
429	с которым	2	4
430	которые были	2	4
431	показывает что	2	4
432	для которых	1	4
433	за пределы	4	4
434	а потому	3	4
435	я уже	2	4
436	в последнем	1	4
437	то есть	1	4
438	если в	5	4
439	известно что	1	4
440	не зная	2	4
441	это есть	13	4
442	разумеется не	1	4
443	я имею	2	4
444	так или	3	4
445	сами по	4	4
446	они не	3	4
447	в наших	1	4
448	как о	2	4
449	это время	3	4
450	и так	2	4
451	от его	1	4
452	связанные с	3	4
453	да и	11	4
454	поэзии и	4	4
455	по своей	5	4
456	нет в	1	4
457	ничего общего	4	4
458	здесь нет	1	4
459	все они	2	4
460	бы и	4	4
461	в основе	4	4
462	связана с	1	4
463	как известно	3	4
464	относится к	2	4
465	и тогда	4	4
466	тех пор	2	4
467	говорят что	4	4
468	в обоих	1	4
469	не знает	2	4
470	не для	1	4
471	начиная с	1	4
472	в образе	1	4
473	с нею	3	4
474	это просто	1	4
475	этого термина	1	4
476	которые в	1	4
477	что оно	9	4
478	нет ни	4	4
479	в поэзии	8	4
480	биографии и	1	4
481	бы на	1	4
482	как у	3	4
483	и всегда	1	4
484	чем он	2	4
485	а на	1	4
486	или в	2	4
487	или иначе	3	4
488	случае не	4	4
489	есть в	2	4
490	меньше всего	4	4
491	этого вопроса	1	4
492	в такой	1	4
493	нисколько не	7	4
494	бы совершенно	1	4
495	мере в	3	4
496	в стиле	1	4
497	разница между	2	4
498	каждая из	1	4
499	значит что	25	4
500	е в	3	4
501	уже после	1	4
502	а по	1	4
503	и их	5	4
504	еще в	2	4
505	тем или	2	4
506	как мы	5	4
507	же можно	2	4
508	же это	6	4
509	в эпоху	2	4
510	для этого	2	4
511	пушкина можно	1	4
512	но для	2	4
513	от него	4	3
514	говоря уже	1	3
515	е не	1	3
516	по тому	1	3
517	находясь в	1	3
518	а у	1	3
519	которые по	1	3
520	то не	4	3
521	но что	10	3
522	и которые	1	3
523	я вовсе	1	3
524	или иной	4	3
525	более или	5	3
526	из нее	2	3
527	бы все	2	3
528	их в	2	3
529	в одно	5	3
530	почти все	2	3
531	себе в	1	3
532	при всей	1	3
533	и дело	1	3
534	к этой	1	3
535	и прочие	1	3
536	больше чем	1	3
537	именно такое	1	3
538	даже и	3	3
539	не должен	2	3
540	которых я	1	3
541	но эти	1	3
542	к своей	1	3
543	в руках	1	3
544	смысле слова	1	3
545	о них	1	3
546	очень большой	1	3
547	всегда будет	1	3
548	видно что	2	3
549	отчет в	1	3
550	я с	1	3
551	но разве	1	3
552	быть в	5	3
553	как я	3	3
554	во всей	1	3
555	все время	4	3
556	не то	9	3
557	ему не	1	3
558	несколько слов	1	3
559	нельзя сказать	4	3
560	не говоря	1	3
561	на том	1	3
562	каком смысле	1	3
563	для своего	3	3
564	бы что	1	3
565	ли и	1	3
566	столько же	1	3
567	говорит в	1	3
568	не очень	2	3
569	в чужую	1	3
570	можно судить	1	3
571	как его	1	3
572	я и	3	3
573	и перед	1	3
574	и до	2	3
575	от этого	5	3
576	больше всего	2	3
577	в других	1	3
578	вопроса о	1	3
579	бы в	3	3
580	формы в	1	3
581	имеет ничего	3	3
582	исторической эпохи	2	3
583	на которую	1	3
584	принять во	2	3
585	не дает	1	3
586	времени но	2	3
587	совсем не	1	3
588	или же	1	3
589	не будет	2	3
590	в первую	2	3
591	в системе	2	3
592	я бы	1	3
593	не могла	1	3
594	им самим	2	3
595	тем и	1	3
596	или иное	5	3
597	это действительно	1	3
598	не раз	2	3
599	это же	1	3
600	на который	1	3
601	сам в	1	3
602	образом в	1	3
603	в один	3	3
604	и самый	1	3
605	от нее	1	3
606	первую очередь	1	3
607	взгляд на	3	3
608	почти не	3	3
609	тогда когда	6	3
610	не были	1	3
611	это уже	2	3
612	из того	2	3
613	борьбы с	1	3
614	бы ни	3	3
615	со всеми	2	3
616	что нет	1	3
617	если это	3	3
618	если я	1	3
619	отношения к	3	3
620	к его	2	3
621	если принять	1	3
622	себя и	1	3
623	бы не	1	3
624	который не	2	3
625	о котором	2	3
626	которая не	2	3
627	перед нами	3	3
628	вытекает из	1	3
629	это дело	1	3
630	годунов и	1	3
631	то и	3	3
632	это за	5	3
633	наконец в	1	3
634	так чтобы	2	3
635	у меня	4	3
636	и вся	1	3
637	и ему	2	3
638	внимания на	1	3
639	заметить что	2	3
640	но именно	1	3
641	в сознании	3	3
642	здесь не	1	3
643	только потому	4	3
644	то или	5	3
645	попадает в	1	3
646	но на	1	3
647	смысле что	3	3
648	может не	1	3
649	то я	4	3
650	и нужно	1	3
651	что значит	1	3
652	так в	1	3
653	он и	2	3
654	не значит	6	3
655	тут не	5	3
656	в полном	1	3
657	основана на	1	3
658	них и	2	3
659	а к	1	3
660	но эта	4	3
661	это еще	2	3
662	с той	2	3
663	и как	14	3
664	если и	2	3
665	при таком	1	3
666	к своему	1	3
667	это несомненно	1	3
668	или менее	5	3
669	на них	1	3
670	конечно это	1	3
671	что вы	1	3
672	она не	10	3
673	задний план	1	3
674	сомневаться в	2	3
675	когда он	2	3
676	от того	2	3
677	не хотел	1	3
678	далеко от	1	3
679	и ее	1	3
680	считает что	1	3
681	этом и	1	3
682	это можно	2	3
683	в голову	2	3
684	и других	1	3
685	все более	1	3
686	я говорил	1	3
687	ли в	1	3
688	ведь и	1	3
689	в каком-то	5	3
690	ни разу	1	3
691	эпохи и	1	3
692	и наконец	1	3
693	не к	2	3
694	и уже	4	3
695	что один	1	2
696	д на	1	2
697	мы и	3	2
698	на тот	2	2
699	между собою	3	2
700	тех кто	2	2
701	же нужно	1	2
702	также не	2	2
703	это значит	18	2
704	в разных	6	2
705	или нет	6	2
706	что то	1	2
707	и говорить	4	2
708	точно так	3	2
709	одно дело	1	2
710	остановиться на	1	2
711	говорить что	2	2
712	по мере	3	2
713	в живом	1	2
714	к другу	2	2
715	на свой	1	2
716	о мире	2	2
717	даны в	4	2
718	жизнь в	2	2
719	по их	1	2
720	мысль о	2	2
721	из самых	1	2
722	зрения на	1	2
723	но важно	1	2
724	не пошел	1	2
725	показаться что	1	2
726	стороны в	2	2
727	чтобы можно	1	2
728	вещей в	1	2
729	обоих случаях	2	2
730	как более	2	2
731	есть только	9	2
732	которые являются	1	2
733	он является	1	2
734	на точку	2	2
735	сам же	1	2
736	большей части	1	2
737	говорится о	1	2
738	тем в	1	2
739	на мой	1	2
740	ответить на	1	2
741	поэта к	1	2
742	это его	1	2
743	из жизни	2	2
744	вот почему	1	2
745	на какие	1	2
746	чего не	1	2
747	и когда	5	2
748	баратынского и	1	2
749	а между	1	2
750	так а	1	2
751	превращается в	2	2
752	для своей	1	2
753	то как	3	2
754	а только	5	2
755	с абсолютной	1	2
756	является как	2	2
757	убедиться в	2	2
758	мере не	1	2
759	всего что	1	2
760	но этот	1	2
761	и еще	4	2
762	что их	2	2
763	именно так	1	2
764	за него	1	2
765	но к	2	2
766	имеем дело	1	2
767	в зависимости	2	2
768	именно на	1	2
769	для понимания	1	2
770	иначе и	3	2
771	от себя	1	2
772	тут же	2	2
773	на последнем	1	2
774	бы это	1	2
775	последнего слова	1	2
776	важно что	3	2
777	но там	1	2
778	или лучше	1	2
779	свое собственное	1	2
780	сам по	8	2
781	все в	2	2
782	сравнении с	1	2
783	что можно	1	2
784	время в	1	2
785	мы знаем	1	2
786	не буду	4	2
787	проявляется в	2	2
788	обвинение в	1	2
789	него самого	1	2
790	с тех	2	2
791	других источников	1	2
792	именно то	1	2
793	нигде не	1	2
794	в определенную	1	2
795	бы только	2	2
796	исторического процесса	2	2
797	а за	1	2
798	и можно	3	2
799	но совершенно	2	2
800	ни те	1	2
801	с жизнью	1	2
802	в изображении	2	2
803	и она	1	2
804	долго и	1	2
805	и вместе	2	2
806	так сказать	1	2
807	уже давно	2	2
808	на себе	3	2
809	действительности и	4	2
810	той или	11	2
811	чтобы понять	3	2
812	основываться на	1	2
813	выражение в	1	2
814	опираясь на	1	2
815	как иначе	1	2
816	с какой	5	2
817	как человек	1	2
818	взглянуть на	1	2
819	ни была	2	2
820	на нем	2	2
821	но только	6	2
822	когда мы	3	2
823	данном месте	1	2
824	ни одной	1	2
825	истории и	1	2
826	это вовсе	2	2
827	что есть	2	2
828	что нужно	1	2
829	вторую половину	1	2
830	существует в	1	2
831	и от	5	2
832	об этих	1	2
833	всю жизнь	2	2
834	чаще всего	2	2
835	его к	1	2
836	понять смысл	1	2
837	в одну	8	2
838	не умеет	1	2
839	еще одно	1	2
840	быть и	7	2
841	были бы	3	2
842	своей фактической	1	2
843	с полной	1	2
844	бы они	1	2
845	и этот	1	2
846	которое с	1	2
847	к одной	1	2
848	надо сказать	1	2
849	его с	6	2
850	с такой	1	2
851	и при	3	2
852	говорит и	1	2
853	тогда он	1	2
854	скажу что	1	2
855	связанное с	1	2
856	и из	6	2
857	никак не	6	2
858	хотя в	3	2
859	мы в	2	2
860	я могу	2	2
861	для них	1	2
862	за это	1	2
863	все его	3	2
864	поэтому и	3	2
865	нам в	1	2
866	от своего	1	2
867	ни о	5	2
868	с ней	2	2
869	их и	1	2
870	это положение	1	2
871	по преимуществу	1	2
872	показать что	1	2
873	с г	1	2
874	только несколько	1	2
875	но вот	5	2
876	допустим что	1	2
877	совершенно правильно	1	2
878	в одних	1	2
879	в выражении	1	2
880	и они	3	2
881	как не	4	2
882	состоит из	3	2
883	жизни в	1	2
884	поражают своей	1	2
885	мы имели	1	2
886	они говорят	1	2
887	из которого	1	2
888	только ее	1	2
889	своей жизни	1	2
890	как произведение	1	2
891	было у	1	2
892	только одно	1	2
893	то он	2	2
894	чем же	1	2
895	всему этому	1	2
896	а если	1	2
897	я должен	1	2
898	язык и	1	2
899	не дают	2	2
900	тех же	1	2
901	в пример	1	2
902	два года	1	2
903	еще на	3	2
904	да еще	1	2
905	не знаю	3	2
906	значение этого	1	2
907	это то	1	2
908	таком виде	1	2
909	во мне	5	2
910	это особенно	1	2
911	зависимости от	2	2
912	не умею	1	2
913	хотя это	3	2
914	только тогда	9	2
915	и теперь	1	2
916	что если	4	2
917	каждой из	1	2
918	те или	1	2
919	в которую	1	2
920	от других	1	2
921	только тем	1	2
922	более и	2	2
923	чем не	2	2
924	было и	1	2
925	никаких оснований	1	2
926	самого же	1	2
927	и той	1	2
928	же только	2	2
929	много общего	1	2
930	имею в	1	2
931	эти попытки	1	2
932	мог бы	3	2
933	ни было	2	2
934	далеко не	2	2
935	слова он	1	2
936	общества в	1	2
937	он может	3	2
938	у них	3	2
939	научного значения	2	2
940	только о	3	2
941	исключительно в	1	2
942	тот же	1	2
943	д и	3	2
944	но есть	2	2
945	с каким	1	2
946	меня не	1	2
947	из этой	1	2
948	жизни но	1	2
949	о слиянии	1	2
950	одних и	1	2
951	значение в	1	2
952	только по	1	2
953	пришли к	1	2
954	находим например	1	2
955	и вот	10	2
956	и этим	1	2
957	на что	3	2
958	несомненно не	1	2
959	а это	2	2
960	в литературе	1	2
961	где он	1	2
962	указание на	1	2
963	с отсутствием	1	2
964	как нечто	5	2
965	а другое	1	2
966	с их	2	2
967	ведь это	3	2
968	без всяких	2	2
969	этом не	1	2
970	который как	1	2
971	не больше	5	2
972	и тому	1	2
973	и эта	3	2
974	с теми	2	2
975	этих произведений	1	2
976	опять-таки не	2	2
977	где нет	1	2
978	как она	7	2
979	но нельзя	2	2
980	говорят о	2	2
981	иной раз	7	2
982	по своему	4	2
983	на все	2	2
984	сразу же	2	2
985	света и	3	2
986	бы мы	2	2
987	и оно	2	2
988	но уже	3	2
989	что тот	1	2
990	другом случае	1	2
991	жизнь и	5	2
992	на свете	5	2
993	и тех	1	2
994	всего необходимо	2	2
995	только к	2	2
996	в полной	2	2
997	глаза на	1	2
998	отличие от	1	2
999	считаю что	1	2
1000	в поле	1	2
1001	по большей	1	2
1002	не могу	9	2
1003	и ни	7	2
1004	здесь только	1	2
1005	на другое	1	2
1006	что там	1	2
1007	и может	7	2
1008	отвращение к	1	2
1009	на меня	2	2
1010	в характере	1	2
1011	выйти за	1	2
1012	каждый раз	1	2
1013	что действующие	1	2
1014	тем самым	1	2
1015	этого образа	1	2
1016	не требует	1	2
1017	ведь если	1	2
1018	узкого круга	1	2
1019	вы видите	1	2
1020	смерть пушкина	1	2
1021	в какой-то	1	2
1022	показывает как	1	2
1023	же самое	3	2
1024	явление в	1	2
1025	них нет	2	2
1026	не верит	1	2
1027	о реальном	1	2
1028	чтобы создать	1	2
1029	времени в	2	2
1030	до ее	1	2
1031	нуждается в	6	2
1032	эти два	4	2
1033	и совершенно	4	2
1034	он с	2	2
1035	во всем	3	1
1036	приведу один	1	1
1037	мы можем	5	1
1038	они являются	1	1
1039	сколько и	1	1
1040	главе с	1	1
1041	дают в	1	1
1042	которой все	1	1
1043	неожиданное но	1	1
1044	не считает	1	1
1045	еще раз	2	1
1046	можно говорить	2	1
1047	это тот	1	1
1048	бы несколько	1	1
1049	никогда и	1	1
1050	чтобы дать	1	1
1051	что почти	1	1
1052	время на	1	1
1053	вещи в	4	1
1054	выводу что	2	1
1055	и сколько	1	1
1056	пришла к	1	1
1057	отношении ее	1	1
1058	нужно ли	1	1
1059	не связан	1	1
1060	бы даже	1	1
1061	и неужели	1	1
1062	не входя	1	1
1063	особый смысл	1	1
1064	смысле и	1	1
1065	a не	1	1
1066	какими бы	1	1
1067	них есть	2	1
1068	время его	1	1
1069	вступает в	1	1
1070	которым они	1	1
1071	может совершенно	1	1
1072	мысли и	3	1
1073	к прошлому	1	1
1074	правда это	1	1
1075	существует что	1	1
1076	в принципе	1	1
1077	что человек	2	1
1078	общения с	1	1
1079	время не	3	1
1080	одному из	1	1
1081	только тот	1	1
1082	а есть	4	1
1083	свет в	1	1
1084	за время	1	1
1085	идее а	1	1
1086	мною как	1	1
1087	впрочем это	1	1
1088	личность но	1	1
1089	этом основании	1	1
1090	вопрос об	5	1
1091	основывается на	1	1
1092	их не	1	1
1093	и самые	1	1
1094	она отличается	1	1
1095	люди и	1	1
1096	минуту не	1	1
1097	он имеет	1	1
1098	а она	3	1
1099	на свою	1	1
1100	не хотят	3	1
1101	в новую	2	1
1102	форму и	2	1
1103	и наука	1	1
1104	где они	1	1
1105	именно о	1	1
1106	приближается к	1	1
1107	уже на	1	1
1108	интересует сейчас	1	1
1109	голосом и	1	1
1110	я же	3	1
1111	пор мы	1	1
1112	если он	1	1
1113	наука а	1	1
1114	и другим	1	1
1115	новая форма	1	1
1116	в корне	2	1
1117	правда в	1	1
1118	делу не	1	1
1119	похож на	1	1
1120	духа в	1	1
1121	работает в	1	1
1122	есть самое	4	1
1123	нет решительно	1	1
1124	внимание что	1	1
1125	узнать что	1	1
1126	лежать в	1	1
1127	мере три	1	1
1128	форму но	1	1
1129	этой стороны	2	1
1130	основное отличие	1	1
1131	в абсолютном	1	1
1132	что сначала	2	1
1133	победу над	1	1
1134	у обоих	1	1
1135	целый год	1	1
1136	и нет	2	1
1137	я укажу	1	1
1138	и смерти	1	1
1139	отражается в	1	1
1140	ведь ни	1	1
1141	в дальнейшем	6	1
1142	и образ	6	1
1143	одно время	3	1
1144	действительности в	1	1
1145	был на	1	1
1146	и неизменно	1	1
1147	или только	1	1
1148	элементы в	1	1
1149	и отчасти	1	1
1150	наше обычное	1	1
1151	при условии	3	1
1152	я ни	2	1
1153	из других	1	1
1154	отношение поэта	1	1
1155	он находит	2	1
1156	или вернее	1	1
1157	в общий	1	1
1158	где-то в	1	1
1159	о чем-то	3	1
1160	нас и	1	1
1161	сам не	1	1
1162	начиная от	1	1
1163	этом мы	1	1
1164	но даже	1	1
1165	почти исключительно	1	1
1166	ничто не	3	1
1167	д в	1	1
1168	в каких	2	1
1169	существенным и	1	1
1170	роскоши и	1	1
1171	что первая	1	1
1172	и свое	1	1
1173	имея в	1	1
1174	и поэтического	1	1
1175	она вся	1	1
1176	большие вещи	1	1
1177	относится не	1	1
1178	с самой	1	1
1179	одной и	1	1
1180	нам что	1	1
1181	когда она	1	1
1182	об отношении	6	1
1183	трактуется как	1	1
1184	только на	3	1
1185	именно не	1	1
1186	пушкин сознательно	1	1
1187	вещами и	1	1
1188	себе и	5	1
1189	и значение	1	1
1190	есть очень	1	1
1191	этим не	1	1
1192	чувствую что	1	1
1193	нужно быть	3	1
1194	чем его	1	1
1195	на границе	1	1
1196	уже и	5	1
1197	что ее	1	1
1198	как оно	1	1
1199	любви к	2	1
1200	который должен	1	1
1201	в глаза	1	1
1202	всегда и	4	1
1203	оно также	1	1
1204	с другим	1	1
1205	и научное	1	1
1206	в прошлом	1	1
1207	наедине с	1	1
1208	так то	2	1
1209	к ним	3	1
1210	обратим внимание	2	1
1211	не становится	1	1
1212	казалось что	1	1
1213	ней и	1	1
1214	в голове	1	1
1215	вы в	1	1
1216	почему и	1	1
1217	наряду с	1	1
1218	верить в	1	1
1219	смысле не	1	1
1220	только самый	1	1
1221	с этими	1	1
1222	мне с	1	1
1223	на вещи	2	1
1224	поэзией в	1	1
1225	и отдельные	1	1
1226	это что	2	1
1227	как результат	2	1
1228	с реальными	2	1
1229	из трех	1	1
1230	для узкого	1	1
1231	больше ничего	3	1
1232	речь о	1	1
1233	отличается тем	1	1
1234	когда в	1	1
1235	самые основные	1	1
1236	он сам	6	1
1237	также является	1	1
1238	в меру	5	1
1239	его отдельных	1	1
1240	в идеале	1	1
1241	можно сомневаться	1	1
1242	чтобы думать	1	1
1243	смысле но	1	1
1244	вопрос и	1	1
1245	эти самые	1	1
1246	тут мы	2	1
1247	эпохи то	1	1
1248	слова без	1	1
1249	где все	1	1
1250	себе как	3	1
1251	себя в	2	1
1252	есть также	1	1
1253	и неизвестно	2	1
1254	смысле как	1	1
1255	не изменяет	1	1
1256	она ни	3	1
1257	он все	1	1
1258	своего развития	2	1
1259	каждого данного	1	1
1260	же отношение	1	1
1261	заметить как	1	1
1262	представить себе	2	1
1263	совершенно иными	1	1
1264	утверждать только	1	1
1265	д все	2	1
1266	первого взгляда	2	1
1267	него как	1	1
1268	вся разница	1	1
1269	приведу еще	1	1
1270	она и	2	1
1271	менее в	1	1
1272	тот смысл	1	1
1273	несет на	2	1
1274	действуют в	1	1
1275	один пример	1	1
1276	жить в	1	1
1277	указать на	1	1
1278	время и	2	1
1279	не видел	2	1
1280	вообще я	1	1
1281	что каждая	1	1
1282	образа о	1	1
1283	вполне понятно	1	1
1284	одну минуту	1	1
1285	остаются в	1	1
1286	в состоянии	2	1
1287	именно как	2	1
1288	или они	1	1
1289	сравнить с	1	1
1290	есть его	2	1
1291	тогда и	2	1
1292	зубами и	2	1
1293	ездил на	1	1
1294	простой факт	1	1
1295	о себе	1	1
1296	десяти лет	1	1
1297	не соответствует	1	1
1298	идеи идея	1	1
1299	что некоторым	1	1
1300	что несмотря	1	1
1301	этот голос	3	1
1302	сферу ее	1	1
1303	и последующие	1	1
1304	одному и	1	1
1305	себе так	2	1
1306	или иную	1	1
1307	многих отношениях	1	1
1308	голову не	1	1
1309	с другими	2	1
1310	не человек	1	1
1311	сколько бы	1	1
1312	на первую	1	1
1313	этого человека	1	1
1314	об их	1	1
1315	так не	1	1
1316	не выходя	2	1
1317	являются в	1	1
1318	у баратынского	3	1
1319	и последнее	1	1
1320	в будущем	1	1
1321	и притом	7	1
