N	2gram	Potebnia_M	Problema
366	нет и	2	9
367	что даже	5	9
368	представить себе	5	9
369	здесь как	3	9
370	не нужно	1	9
371	как знак	2	9
372	не мешает	1	9
373	тогда когда	20	9
374	в которых	5	9
375	о котором	2	9
376	то он	2	9
377	только тогда	13	9
378	и искусства	1	9
379	того как	10	9
380	однако не	1	9
381	но эта	3	9
382	а его	1	9
383	она не	4	9
384	или как	1	9
385	этому поводу	1	9
386	которые в	1	9
387	языка и	5	9
388	в жизни	1	9
389	в художественном	1	9
390	только для	3	9
391	не вполне	1	9
392	вообще и	2	9
393	сравнении с	1	9
394	в буквальном	2	9
395	то с	1	9
396	между прочим	5	9
397	же касается	1	9
398	на себе	3	9
399	бы в	3	9
400	был бы	2	9
401	не всякий	1	9
402	здесь мы	1	9
403	в сравнении	4	9
404	чем же	1	9
405	а может	2	9
406	и до	2	9
407	известного рода	2	9
408	образности и	1	9
409	это было	3	9
410	жизнь и	1	9
411	как же	1	9
412	человеческой жизни	3	9
413	и наконец	3	9
414	во всем	2	8
415	заметим что	1	8
416	только что	12	8
417	с этой	2	8
418	говорится о	1	8
419	он был	1	8
420	нас и	1	8
421	конечно не	2	8
422	тем же	6	8
423	что при	3	8
424	но для	1	8
425	от этого	2	8
426	между собой	1	8
427	а потом	2	8
428	иметь в	2	8
429	и по	5	8
430	и при	5	8
431	к его	2	8
432	никто не	5	8
433	из этих	10	8
434	только потому	8	8
435	если и	2	8
436	бы мы	2	8
437	на его	4	8
438	не все	5	8
439	идея и	1	8
440	были бы	1	8
441	которые не	1	8
442	от всего	4	8
443	если в	2	8
444	входит в	3	8
445	и он	1	8
446	ни было	2	8
447	себе и	1	8
448	если же	1	8
449	мы здесь	1	8
450	которое мы	2	8
451	в силу	7	8
452	том как	3	8
453	а если	1	8
454	и понятие	2	8
455	это то	1	8
456	он есть	1	8
457	в сознании	36	8
458	для него	14	8
459	а то	2	8
460	с самого	1	8
461	как он	1	8
462	даже в	3	7
463	с самим	1	7
464	но что	4	7
465	а а	2	7
466	предметов и	1	7
467	из себя	3	7
468	себе в	2	7
469	но никак	2	7
470	она есть	2	7
471	все в	3	7
472	в понятии	2	7
473	а с	4	7
474	его как	3	7
475	для чего	1	7
476	своего собственного	1	7
477	оно не	7	7
478	эта последняя	4	7
479	к другому	3	7
480	это только	2	7
481	чем не	1	7
482	одной из	3	7
483	на этот	1	7
484	находятся в	3	7
485	мы могли	2	7
486	была бы	5	7
487	а еще	1	7
488	перейти к	1	7
489	в такой	2	7
490	же это	1	7
491	это в	2	7
492	не можем	8	7
493	что на	3	7
494	еще более	1	7
495	в это	2	7
496	не прямо	2	7
497	уже о	1	7
498	и значение	2	7
499	составляющих его	1	7
500	есть по	1	7
501	по преимуществу	1	7
502	тому же	1	7
503	на тот	1	7
504	такого же	1	7
505	даже не	2	7
506	образы и	1	7
507	и который	1	7
508	в науке	3	7
509	не на	1	7
510	времени и	2	7
511	и а	1	7
512	или вообще	1	7
513	друг друга	6	7
514	человека но	1	7
515	ее в	2	7
516	сознания и	2	7
517	говорят о	1	7
518	мира и	1	7
519	может иметь	1	7
520	в какой	3	7
521	что касается	1	7
522	с понятием	3	7
523	и значения	1	7
524	не как	3	6
525	что слово	13	6
526	уже на	2	6
527	или другие	1	6
528	в порядке	1	6
529	предмета и	2	6
530	действительность в	1	6
531	первый взгляд	1	6
532	в действительности	7	6
533	себе все	2	6
534	только как	9	6
535	не всегда	5	6
536	видно что	4	6
537	от всякого	1	6
538	на него	3	6
539	что именно	5	6
540	уже по	3	6
541	после этого	1	6
542	или не	3	6
543	и чисто	1	6
544	и речи	1	6
545	то уже	2	6
546	мы еще	1	6
547	заставляет нас	3	6
548	в общем	1	6
549	сказать о	2	6
550	чтобы не	1	6
551	понятия и	3	6
552	под этим	1	6
553	есть тоже	1	6
554	отношения к	2	6
555	том смысле	6	6
556	зависимости от	1	6
557	но оно	6	6
558	с которой	2	6
559	именно на	2	6
560	и об	1	6
561	природы и	2	6
562	и после	2	6
563	могут быть	6	6
564	образ и	6	6
565	идеи и	2	6
566	особенно в	1	6
567	буквальном смысле	2	6
568	независимо от	10	6
569	и может	4	6
570	но она	1	6
571	есть и	3	6
572	можно найти	1	6
573	к ней	7	6
574	и слишком	1	6
575	себе а	4	6
576	самого себя	3	6
577	ровно ничего	1	6
578	есть прежде	2	6
579	он обозначает	1	6
580	нам представляется	1	6
581	г в	1	6
582	перестает быть	5	6
583	и того	2	6
584	к другой	4	6
585	на первом	1	6
586	как оно	2	6
587	отчет в	1	6
588	как на	6	6
589	не мог	1	6
590	нельзя сказать	5	6
591	не знает	4	6
592	прежде чем	2	6
593	этих образов	1	6
594	бы быть	3	6
595	во время	4	6
596	можно только	3	6
597	это общее	1	6
598	в слове	41	6
599	в известном	1	6
600	для меня	5	6
601	и той	4	6
602	этого слова	14	6
603	с его	1	6
604	одним и	4	6
605	этом отношении	2	6
606	есть уже	13	6
607	но с	1	6
608	без всяких	1	6
609	входить в	1	6
610	поэтический образ	1	6
611	к своему	3	6
612	только к	1	6
613	которую мы	1	6
614	который мы	1	6
615	мы его	2	6
616	когда он	1	6
617	факт что	1	6
618	стороны и	1	6
619	само по	6	6
620	не к	4	6
621	в настоящем	1	5
622	языке и	4	5
623	людей но	1	5
624	есть результат	1	5
625	от одного	5	5
626	или на	2	5
627	к самому	2	5
628	есть тот	1	5
629	и когда	1	5
630	указания на	2	5
631	на одну	1	5
632	и еще	1	5
633	к этому	3	5
634	мы приведем	1	5
635	которого он	1	5
636	тоже имеет	1	5
637	я не	1	5
638	по одному	1	5
639	отдельно от	1	5
640	быть очень	1	5
641	будет сказать	1	5
642	в каждом	6	5
643	если оно	1	5
644	только путем	1	5
645	о предмете	2	5
646	или может	1	5
647	оно и	1	5
648	еще только	2	5
649	одно и	7	5
650	нужно сказать	1	5
651	чем больше	3	5
652	и тот	5	5
653	человеческого духа	1	5
654	и хотя	3	5
655	между тем	19	5
656	нам кажется	7	5
657	мы видели	5	5
658	обозначает и	1	5
659	его на	3	5
660	сводится к	1	5
661	подобно тому	3	5
662	нам в	1	5
663	то на	1	5
664	о самом	1	5
665	только одной	1	5
666	ничем не	1	5
667	тех пор	5	5
668	только один	3	5
669	видели выше	1	5
670	в ряд	1	5
671	если только	1	5
672	он должен	2	5
673	что может	1	5
674	о нем	1	5
675	что с	2	5
676	что ни	3	5
677	том виде	2	5
678	по его	1	5
679	предмета но	2	5
680	огня и	2	5
681	с первого	2	5
682	огонь и	1	5
683	себе что	2	5
684	человека в	2	5
685	человека и	8	5
686	человека из	1	5
687	и понятия	4	5
688	мы бы	1	5
689	художественное творчество	1	5
690	все что	4	5
691	вещи в	1	5
692	этой последней	2	5
693	в собственном	3	5
694	предмет и	2	5
695	когда в	2	5
696	себя не	1	5
697	до того	5	5
698	действительности в	1	5
699	больше чем	1	5
700	находит в	2	5
701	к понятию	1	5
702	которой он	1	5
703	во многих	3	5
704	с большим	1	5
705	с этими	1	5
706	себя в	1	5
707	том чтобы	4	5
708	менее в	1	5
709	от его	2	5
710	должно быть	9	5
711	но еще	1	5
712	по содержанию	2	5
713	за то	1	5
714	одним из	3	5
715	как его	1	5
716	себе не	6	5
717	чтобы понять	1	5
718	для его	1	5
719	что эта	3	5
720	хотя в	3	5
721	в нее	5	5
722	этот предмет	2	5
723	лучше сказать	3	5
724	там где	6	5
725	имеет свою	2	5
726	есть как	1	5
727	собственном смысле	2	5
728	образом и	3	5
729	в область	1	5
730	как говорят	1	5
731	в наших	2	5
732	не знал	1	5
733	существует и	1	5
734	знает что	1	5
735	которая не	2	5
736	этих случаях	1	5
737	не знаем	5	5
738	говорится что	1	5
739	в предмете	1	5
740	смысле что	2	5
741	нет ни	2	5
742	без этого	1	5
743	же именно	1	5
744	слова но	3	5
745	или что	4	5
746	сказать и	2	5
747	он говорит	3	5
748	его не	2	5
749	тому как	6	5
750	в пределах	1	5
751	от того	10	5
752	лишь в	2	5
753	отношение к	2	5
754	тот кто	1	5
755	только по	5	5
756	об этой	1	5
757	в известной	3	5
758	к другу	1	4
759	со всем	1	4
760	самого предмета	2	4
761	тем как	4	4
762	на нас	4	4
763	и само	1	4
764	на свою	2	4
765	к другим	4	4
766	мы получаем	1	4
767	я могу	1	4
768	на эту	1	4
769	но мы	3	4
770	так например	3	4
771	а вместе	2	4
772	действительность и	2	4
773	этим мы	1	4
774	знал что	1	4
775	говорим что	1	4
776	значения слова	1	4
777	но эти	1	4
778	вообще как	2	4
779	если нет	1	4
780	любви к	1	4
781	к ним	3	4
782	без которой	2	4
783	на котором	4	4
784	от человека	1	4
785	случае когда	1	4
786	бы вполне	1	4
787	время и	2	4
788	это обстоятельство	1	4
789	одно из	6	4
790	бы только	1	4
791	ничего и	1	4
792	человек и	2	4
793	больше и	1	4
794	в эту	4	4
795	под влиянием	1	4
796	человека а	2	4
797	и образа	1	4
798	нашего сознания	1	4
799	было только	1	4
800	тем и	5	4
801	а тем	3	4
802	что только	7	4
803	от нее	2	4
804	и самое	3	4
805	друг к	1	4
806	и должны	1	4
807	с такой	1	4
808	говорит и	1	4
809	будет иметь	1	4
810	можно назвать	2	4
811	это время	1	4
812	явлений и	3	4
813	этот образ	7	4
814	бросается в	1	4
815	в свою	6	4
816	самым мы	1	4
817	не быть	1	4
818	для нее	1	4
819	и наиболее	1	4
820	я в	1	4
821	что такая	1	4
822	у человека	1	4
823	без его	1	4
824	указывают на	3	4
825	той же	6	4
826	начиная с	1	4
827	именно то	2	4
828	бы никакого	1	4
829	и значит	1	4
830	у них	1	4
831	входящих в	2	4
832	указанием на	3	4
833	но на	2	4
834	о значении	2	4
835	он как	2	4
836	то тем	3	4
837	было говорить	1	4
838	с их	1	4
839	от своих	4	4
840	на нее	2	4
841	это возможно	1	4
842	и совсем	1	4
843	на одном	2	4
844	разница между	3	4
845	отличие от	2	4
846	нам о	1	4
847	есть такое	1	4
848	не делать	1	4
849	это можно	4	4
850	или другими	1	4
851	очень трудно	1	4
852	он с	1	4
853	от него	2	4
854	она уже	1	4
855	то не	3	4
856	равно как	2	4
857	за ним	4	4
858	например в	9	4
859	в корне	1	4
860	мы только	2	4
861	в глаза	2	4
862	но они	1	4
863	людей из	1	4
864	образа и	6	4
865	себе отчет	1	4
866	должен быть	1	4
867	духа и	1	4
868	ее не	4	4
869	она и	1	4
870	для которой	1	4
871	то для	2	4
872	xix века	1	4
873	есть такая	3	4
874	свободы и	1	4
875	которое в	2	4
876	все наше	1	4
877	теми или	1	4
878	художественном произведении	3	4
879	от одной	3	4
880	без которого	2	4
881	которой она	1	4
882	и вместе	6	4
883	следовательно и	2	4
884	представляется нам	2	4
885	предмета на	1	4
886	могло бы	2	4
887	предполагает что	4	4
888	именно потому	1	4
889	кажется что	3	4
890	что бы	1	4
891	на который	2	4
892	мы называем	2	4
893	и никогда	1	4
894	и каждый	1	4
895	и др	1	4
896	с чем	3	4
897	с которым	3	4
898	что без	2	4
899	бы оно	2	4
900	а как	2	4
901	не имеющий	1	4
902	к одной	4	4
903	и менее	1	4
904	действительность но	1	4
905	в сущности	3	4
906	от другого	3	4
907	или его	1	4
908	если это	1	4
909	себя и	4	4
910	связаны между	1	4
911	друг от	2	4
912	который и	1	4
913	сознании и	4	4
914	не потому	2	4
915	из него	4	4
916	мог бы	1	4
917	их с	1	4
918	эти категории	1	4
919	предмета к	1	4
920	с нею	5	4
921	дает нам	3	4
922	ему в	2	4
923	и за	1	4
924	который бы	1	4
925	исследования мы	1	4
926	со своим	2	4
927	если даже	1	4
928	чем он	1	4
929	от друга	2	4
930	что к	2	4
931	самые разнообразные	1	4
932	и которая	1	4
933	в ту	2	4
934	этом мы	1	4
935	что эти	3	4
936	до тех	5	4
937	в разных	4	4
938	значение но	1	4
939	столько же	2	4
940	другим и	1	4
941	таких случаях	2	4
942	скажем что	2	4
943	на это	4	4
944	значение слова	8	4
945	одного из	1	4
946	бы он	1	4
947	образов и	2	4
948	только после	1	4
949	эти два	1	4
950	гуманитарных наук	1	4
951	или точнее	1	4
952	это содержание	7	4
953	в душе	17	3
954	еще раз	2	3
955	таковы например	1	3
956	и люди	1	3
957	из наук	1	3
958	он видит	1	3
959	и говорить	2	3
960	время не	1	3
961	не столько	2	3
962	о необходимости	2	3
963	и именно	1	3
964	в некотором	2	3
965	есть та	1	3
966	этого предмета	1	3
967	и другим	2	3
968	когда это	1	3
969	и возможность	1	3
970	значение этого	1	3
971	значение только	2	3
972	языка в	6	3
973	что всякое	1	3
974	времени в	1	3
975	одной и	6	3
976	образом что	2	3
977	от той	2	3
978	может ли	1	3
979	во всякой	1	3
980	образом как	1	3
981	находится в	5	3
982	во времена	2	3
983	именно с	1	3
984	от них	4	3
985	в отдельных	2	3
986	но так	3	3
987	и которое	1	3
988	но тем	4	3
989	мы видим	3	3
990	обо всем	1	3
991	и мы	3	3
992	на которую	2	3
993	что уже	2	3
994	проявляется в	2	3
995	для определения	1	3
996	это слово	6	3
997	что а	2	3
998	есть еще	4	3
999	чем в	2	3
1000	я и	3	3
1001	если я	1	3
1002	того и	2	3
1003	жизни то	2	3
1004	а для	1	3
1005	что хотя	8	3
1006	только от	7	3
1007	но можно	1	3
1008	нами как	1	3
1009	свое место	2	3
1010	эти слова	2	3
1011	или другое	2	3
1012	на чем	3	3
1013	ничего нового	1	3
1014	относится и	1	3
1015	находит для	1	3
1016	ясно также	1	3
1017	них не	4	3
1018	образом в	4	3
1019	его к	2	3
1020	например что	2	3
1021	себе представить	4	3
1022	из таких	1	3
1023	и далее	1	3
1024	и та	5	3
1025	понимать что	1	3
1026	другой предмет	1	3
1027	в логике	1	3
1028	предмета с	1	3
1029	для человека	8	3
1030	что нет	1	3
1031	а вернее	1	3
1032	от своего	2	3
1033	а уже	1	3
1034	от чего	1	3
1035	с такими	1	3
1036	так называемая	1	3
1037	не входит	1	3
1038	это был	1	3
1039	в природе	3	3
1040	всем этом	1	3
1041	и состоит	2	3
1042	мысли и	8	3
1043	в очень	1	3
1044	не полное	1	3
1045	предмет в	1	3
1046	совсем другой	1	3
1047	не сам	1	3
1048	каждой из	3	3
1049	всего прочего	1	3
1050	то все	1	3
1051	на основании	1	3
1052	в совершенно	1	3
1053	знаем что	1	3
1054	каждый из	1	3
1055	предмета в	2	3
1056	его только	2	3
1057	котором мы	2	3
1058	и самих	1	3
1059	имеет и	1	3
1060	как предмет	2	3
1061	это одно	1	3
1062	таких например	1	3
1063	но есть	3	3
1064	мышления в	1	3
1065	может не	1	3
1066	не во	1	3
1067	что значит	1	3
1068	образ а	2	3
1069	а все	1	3
1070	основана на	1	3
1071	бы для	2	3
1072	что будет	3	3
1073	который как	1	3
1074	значение есть	1	3
1075	в силах	1	3
1076	которое было	2	3
1077	для науки	1	3
1078	нам на	2	3
1079	возможно и	1	3
1080	отношений но	1	3
1081	слова есть	3	3
1082	один и	2	3
1083	пока не	2	3
1084	о понятии	1	3
1085	в каждой	4	3
1086	в одной	1	3
1087	стоит и	1	3
1088	и человека	1	3
1089	и других	3	3
1090	эти последние	3	3
1091	в самых	1	3
1092	но при	1	3
1093	символическое значение	1	3
1094	предмет есть	1	3
1095	образа в	4	3
1096	что нам	1	3
1097	сосредоточиться на	1	3
1098	разве только	2	3
1099	всего то	1	3
1100	дело вовсе	1	3
1101	указывать на	2	3
1102	для такого	1	3
1103	одного и	2	3
1104	различие в	3	3
1105	место в	4	3
1106	в голову	3	3
1107	другой и	2	3
1108	происходит в	2	3
1109	можно будет	1	3
1110	может и	1	3
1111	или понятие	1	3
1112	и сами	2	3
1113	настоящего времени	3	3
1114	науки о	1	3
1115	которая в	1	3
1116	нечто такое	2	3
1117	например с	1	3
1118	не годится	1	3
1119	случае он	1	3
1120	есть отношение	1	3
1121	говорить что	1	3
1122	вещь и	1	3
1123	в первом	5	3
1124	а во-вторых	1	3
1125	имеет для	8	3
1126	из нее	2	3
1127	мысль о	12	3
1128	на существование	1	3
1129	и требует	1	3
1130	там же	8	3
1131	значение не	4	3
1132	нечто новое	1	3
1133	остается только	2	3
1134	и такие	1	3
1135	одно целое	3	3
1136	и другой	1	3
1137	имея в	1	3
1138	не сама	1	3
1139	оно было	1	3
1140	превращается в	3	3
1141	предмета который	2	3
1142	всего что	1	3
1143	но этот	2	3
1144	можно понимать	1	3
1145	так то	1	3
1146	она ни	1	3
1147	быть в	1	3
1148	языка как	1	3
1149	в голове	1	3
1150	от другой	2	3
1151	а следовательно	1	3
1152	слова ни	1	3
1153	или лучше	3	3
1154	смысле как	1	3
1155	от ее	2	3
1156	представим себе	1	3
1157	что вовсе	1	3
1158	после того	2	3
1159	время в	3	3
1160	образ в	2	3
1161	что между	2	3
1162	знаков в	1	3
1163	в мысли	3	3
1164	а к	4	3
1165	не говорит	2	3
1166	выше мы	4	3
1167	образ есть	2	3
1168	собою и	3	3
1169	должен был	2	3
1170	вообще в	1	3
1171	перехода от	3	3
1172	образ не	2	3
1173	на другой	2	3
1174	как человек	1	3
1175	отношение между	1	3
1176	произведения искусства	2	3
1177	в системе	2	3
1178	такое что	1	3
1179	например не	2	3
1180	понятия но	1	3
1181	бесконечное множество	1	3
1182	друг другу	2	3
1183	в первой	1	3
1184	столь же	8	3
1185	значило бы	1	3
1186	если они	1	3
1187	значение как	1	3
1188	и нельзя	1	3
1189	многие другие	3	3
1190	даже больше	1	3
1191	а потому	8	3
1192	мы назвали	2	3
1193	его с	3	3
1194	должна быть	2	3
1195	на ее	2	3
1196	о которой	1	3
1197	из того	2	3
1198	отношений между	2	3
1199	этого мифа	1	3
1200	мы понимаем	1	3
1201	конечно в	1	3
1202	простым и	1	3
1203	следовательно в	1	3
1204	заключается не	1	3
1205	оно есть	4	3
1206	в процессе	2	3
1207	относятся к	2	3
1208	предмета не	1	3
1209	с ними	6	3
1210	анализа в	1	3
1211	со стороны	4	3
1212	всей своей	1	3
1213	о любви	2	3
1214	бы с	1	3
1215	хотя это	1	3
1216	развития и	1	3
1217	что многие	1	3
1218	и наша	1	3
1219	мы хотим	1	3
1220	в человека	1	3
1221	потому и	1	3
1222	заметить что	7	3
1223	не за	1	3
1224	в образе	4	3
1225	из моментов	1	3
1226	том же	2	3
1227	он может	2	3
1228	слово и	4	3
1229	увидим ниже	1	3
1230	формы и	2	3
1231	в более	4	3
1232	многих других	2	3
1233	не думает	1	3
1234	зеленый цвет	1	3
1235	возможно только	6	3
1236	этих предметов	1	3
1237	и непосредственно	1	3
1238	жизни это	1	3
1239	как она	2	3
1240	помнить что	1	3
1241	образ или	3	3
1242	как ее	2	3
1243	весь круг	3	3
1244	остановимся на	1	3
1245	это так	2	3
1246	мысли в	2	3
1247	еще до	3	3
1248	как показывает	1	3
1249	себе еще	1	3
1250	может считаться	1	3
1251	однако если	1	3
1252	то эта	1	3
1253	думать что	6	3
1254	в понимании	1	3
1255	есть сам	1	3
1256	предмета а	3	3
1257	самое нужно	2	3
1258	она действительно	1	3
1259	как для	1	3
1260	говорит не	1	3
1261	что поэт	2	3
1262	может выражать	1	2
1263	однако с	1	2
1264	возможны только	3	2
1265	образов в	1	2
1266	предмета то	1	2
1267	и имеет	1	2
1268	между этими	1	2
1269	к действительности	1	2
1270	до самого	1	2
1271	эта идея	1	2
1272	формы в	3	2
1273	в большей	3	2
1274	какой бы	1	2
1275	в с	1	2
1276	в общей	1	2
1277	будет ли	3	2
1278	сводится на	1	2
1279	есть самая	1	2
1280	только из	2	2
1281	и такое	3	2
1282	это определение	2	2
1283	общее понятие	1	2
1284	из двух	4	2
1285	каждом отдельном	1	2
1286	форму и	1	2
1287	нужно будет	1	2
1288	и чувство	2	2
1289	мысли о	6	2
1290	по тому	7	2
1291	не имели	2	2
1292	понять как	1	2
1293	нас значение	1	2
1294	тот не	1	2
1295	некоторые из	1	2
1296	его жизни	2	2
1297	существование и	1	2
1298	редких случаях	1	2
1299	действительности как	1	2
1300	более для	2	2
1301	хотя с	1	2
1302	и каждое	2	2
1303	из жизни	1	2
1304	цвета и	1	2
1305	можем назвать	1	2
1306	к положительному	1	2
1307	свою очередь	6	2
1308	так называемых	3	2
1309	с другим	2	2
1310	в прошлом	1	2
1311	с такою	1	2
1312	я с	1	2
1313	самих по	2	2
1314	отношения в	1	2
1315	и науки	2	2
1316	ли что	1	2
1317	на понятие	1	2
1318	иначе и	3	2
1319	происходит только	1	2
1320	что само	1	2
1321	понятие о	3	2
1322	что действительность	1	2
1323	жизни с	1	2
1324	вносит в	2	2
