N	2gram	Tiupa_Hudo	OGranits
407	и там	1	1
408	же самое	4	1
409	сказал что	1	1
410	речь в	2	1
411	из нее	1	1
412	сознания не	1	1
413	для осуществления	1	1
414	в отличие	1	1
415	про себя	2	1
416	их в	2	1
417	произведения этих	1	1
418	нет и	2	1
419	течение всей	1	1
420	заключается в	1	1
421	не совсем	1	1
422	отношение к	3	1
423	между людьми	1	1
424	если говорить	3	1
425	впервые в	2	1
426	внимания к	1	1
427	природы и	1	1
428	процессов в	1	1
429	сказать что	3	1
430	на себя	3	1
431	и никогда	1	1
432	в конечном	5	1
433	та или	4	1
434	ему в	3	1
435	виду что	1	1
436	или менее	1	1
437	бытия то	1	1
438	она из	2	1
439	найти в	1	1
440	превращаются в	1	1
441	он все	2	1
442	а у	1	1
443	уже на	1	1
444	и говорил	1	1
445	конечном счете	4	1
446	такой же	3	1
447	анализ художественного	1	1
448	к другим	1	1
449	в конце	5	1
450	произведения и	2	1
451	произведения не	4	1
452	образом не	1	1
453	в эстетической	2	1
454	обратимся к	2	1
455	бегство от	1	1
456	даже для	1	1
457	одной из	5	1
458	например в	3	1
459	в контексте	2	1
460	в образе	1	1
461	своего рождения	1	1
462	слово не	2	1
463	к произведению	1	1
464	к этому	1	1
465	этом мы	1	1
466	не знаем	2	1
467	в одной	3	1
468	долгое время	2	1
469	и как	1	1
470	лишь с	1	1
471	как о	3	1
472	вплоть до	1	1
473	от матери	1	1
474	до конца	3	1
475	все время	2	1
476	что он	14	1
477	в узком	1	1
478	столь же	6	1
479	что она	10	1
480	или даже	2	1
481	не существует	1	1
482	далеко не	1	1
483	воззрений на	1	1
484	теоретические положения	1	1
485	и о	8	1
486	традиций и	1	1
487	в античной	1	1
488	бы быть	1	1
489	что без	1	1
490	является не	1	1
491	в мире	10	1
492	на который	1	1
493	вместе с	2	1
494	науке о	1	1
495	который в	2	1
496	одна из	4	1
497	но когда	2	1
498	в которых	1	1
499	внимание к	1	1
500	но не	7	1
501	в литературоведении	1	1
502	одна душа	1	1
503	так в	2	1
504	и характер	1	1
505	и своей	1	1
506	именно с	1	1
507	в ряду	3	1
508	здесь и	1	1
509	одно из	4	1
510	с его	9	1
511	от другой	2	1
512	ли не	1	1
513	при таком	1	1
514	на одном	2	1
515	себя и	4	1
516	ключ ко	1	1
517	поэзии в	1	1
518	по поводу	3	1
519	ее социальной	1	1
520	в природе	1	1
521	говорить и	1	1
522	в такой	2	1
523	на всем	1	1
524	ничего в	1	1
525	в то	12	1
526	произведений как	1	1
527	вполне достаточно	1	1
528	рождается и	1	1
529	мыслей и	1	1
530	порядка не	1	1
531	тут же	1	1
532	один и	2	1
533	к двум	2	1
534	отнюдь не	4	1
535	о которых	2	1
536	не будут	1	1
537	работ в	1	1
538	может и	3	1
539	в условиях	1	1
540	не вспомнить	2	1
541	ведь и	1	1
542	когда в	4	1
543	в себя	3	1
544	не знала	2	1
545	объект ее	1	1
546	благодаря которым	2	1
547	именно этого	1	1
548	в системе	2	1
549	она есть	1	1
550	с ее	7	1
551	не из	1	1
552	и это	7	1
553	переходе от	1	1
554	и чем	1	1
555	подхода к	1	1
556	в самой	2	1
557	в виде	2	1
558	только о	2	1
559	от него	3	1
560	нам кажется	1	1
561	в сложных	1	1
562	художественного события	1	1
563	здесь нет	1	1
564	как для	1	1
565	не должна	1	1
566	и становится	1	1
567	словами и	1	1
568	и другое	2	1
569	к нему	2	1
570	едва ли	6	1
571	самостоятельной позиции	2	1
572	не смог	1	1
573	как все	2	1
574	это обычно	1	1
575	мысли в	2	1
576	творчества именно	1	1
577	тем более	1	1
578	то можно	1	1
579	искусства в	1	1
580	формы и	1	1
581	особенно в	3	1
582	которая и	1	1
583	из ранних	1	1
584	обратиться к	1	1
585	на материале	1	1
586	себе а	1	1
587	которой только	1	1
588	нам представляется	3	1
589	еще не	10	1
590	столь резко	1	1
