N	2gram	Bakhtin_KF	Psycholo
365	слова в	2	7
366	все дело	1	6
367	только как	4	6
368	людей и	3	6
369	к этим	1	6
370	бы что	1	6
371	рядом с	3	6
372	из него	4	6
373	что есть	2	6
374	образом в	1	6
375	события в	3	6
376	всех этих	3	6
377	одного и	2	6
378	смысле слова	1	6
379	таким путем	1	6
380	в отношении	1	6
381	оно не	2	6
382	содержание и	2	6
383	к его	1	6
384	и затем	1	6
385	никто не	1	6
386	приводит к	1	6
387	у меня	1	6
388	для нее	9	6
389	как если	1	6
390	только с	3	6
391	в эстетике	1	6
392	находятся в	1	6
393	нуждается в	1	6
394	за этим	1	6
395	один и	3	6
396	и другого	3	6
397	и ни	3	6
398	к ней	1	6
399	слова и	1	6
400	еще более	2	6
401	действие и	1	6
402	нами в	2	6
403	из нее	2	6
404	говорить о	2	6
405	тем не	2	6
406	что за	2	6
407	в себя	8	6
408	а только	1	6
409	мысль и	2	6
410	не дает	3	6
411	уже не	7	6
412	о его	1	6
413	значит что	1	6
414	или иного	3	6
415	независимо от	3	6
416	его с	2	6
417	нас от	1	6
418	как не	1	6
419	и просто	2	6
420	только одно	1	6
421	не потому	2	6
422	что я	5	6
423	жизни но	3	6
424	ничем не	1	6
425	совершенно иначе	1	6
426	эту мысль	1	6
427	нисколько не	4	6
428	она должна	1	6
429	отношение к	6	6
430	в душе	1	5
431	к действительности	1	5
432	тем как	3	5
433	а затем	1	5
434	между ними	1	5
435	ни одна	2	5
436	здесь дело	1	5
437	действительность и	1	5
438	в смысле	6	5
439	можно ли	2	5
440	во всей	4	5
441	бы то	2	5
442	и кажется	1	5
443	чем в	1	5
444	ее от	2	5
445	дано в	1	5
446	между собой	1	5
447	в эту	1	5
448	в лучшем	1	5
449	эти слова	1	5
450	и чтобы	1	5
451	над ним	1	5
452	подход к	1	5
453	все остальное	2	5
454	оно может	1	5
455	его к	2	5
456	мы пытаемся	1	5
457	значит ли	1	5
458	нет никакого	1	5
459	вместо того	1	5
460	смысла и	2	5
461	отношения к	1	5
462	одновременно и	1	5
463	к таким	1	5
464	том смысле	1	5
465	и ясно	2	5
466	так чтобы	1	5
467	быть не	2	5
468	и теперь	1	5
469	нет и	3	5
470	она может	1	5
471	то или	2	5
472	что ему	1	5
473	зависит от	1	5
474	он как	1	5
475	одна и	2	5
476	которых он	1	5
477	все равно	1	5
478	и смысл	2	5
479	мысли в	1	5
480	не следует	2	5
481	человека и	3	5
482	бы по	1	5
483	это утверждение	1	5
484	связь с	1	5
485	только для	1	5
486	не мог	1	5
487	и было	1	5
488	это будет	1	5
489	хотя и	1	5
490	и за	2	5
491	не знает	5	5
492	и она	2	5
493	именно как	1	5
494	не значит	6	5
495	в один	1	5
496	себя в	8	5
497	к такому	1	5
498	факта что	1	5
499	однако он	1	5
500	она и	1	5
501	в известном	1	5
502	не имеют	1	5
503	том же	1	5
504	все они	2	5
505	гибели и	1	5
506	а то	1	5
507	это очень	1	5
508	все другие	1	5
509	его не	1	5
510	или не	1	5
511	дело не	2	5
512	конечно в	2	5
513	как из	1	5
514	лучшем случае	1	5
515	а я	1	5
516	оно становится	1	4
517	характер и	1	4
518	и говорить	1	4
519	его от	1	4
520	с собой	1	4
521	смысл в	3	4
522	себя как	2	4
523	форму и	1	4
524	к другим	1	4
525	где она	2	4
526	и смерти	2	4
527	из себя	11	4
528	находится в	1	4
529	чувства в	1	4
530	не найдем	1	4
531	коренным образом	1	4
532	но для	3	4
533	не остается	2	4
534	человек и	2	4
535	понятий и	1	4
536	если оно	1	4
537	все остальные	2	4
538	этого факта	1	4
539	или иное	2	4
540	любви и	1	4
541	можно сделать	1	4
542	в корне	3	4
543	к выводу	1	4
544	совершенно разные	1	4
545	от своего	1	4
546	ясно и	3	4
547	с которой	1	4
548	то все	1	4
549	отношении к	2	4
550	конца и	1	4
551	одной из	1	4
552	здесь не	3	4
553	есть основа	1	4
554	уже с	1	4
555	и всякий	1	4
556	основе своей	2	4
557	может не	2	4
558	где он	3	4
559	в первой	1	4
560	основана на	1	4
561	бы для	1	4
562	но эта	6	4
563	в стороне	1	4
564	также и	1	4
565	не по	4	4
566	не с	1	4
567	самое что	1	4
568	при такой	1	4
569	или как	2	4
570	исчерпывающей ясностью	1	4
571	к совершенно	1	4
572	себе а	2	4
573	и содержания	2	4
574	в первом	1	4
575	по отношению	26	4
576	что ее	1	4
577	мы только	1	4
578	в это	2	4
579	и того	2	4
580	остановимся на	1	4
581	в каких	1	4
582	не имеем	3	4
583	всю жизнь	1	4
584	настоящее время	1	4
585	ее и	6	4
586	искусства который	1	4
587	нигде не	3	4
588	что между	1	4
589	это что	1	4
590	с исчерпывающей	1	4
591	в мире	8	4
592	на один	1	4
593	его жизни	3	4
594	но к	1	4
595	действия в	1	4
596	всех других	2	4
597	это может	1	4
598	и никогда	1	4
599	и каждый	1	4
600	что может	1	4
601	вступить в	2	4
602	если не	2	4
603	может стать	1	4
604	с ней	1	4
605	мы говорим	2	4
606	эстетики и	1	4
607	в настоящее	1	4
608	с ними	4	4
609	ничего общего	2	4
610	вытекает из	2	4
611	котором говорит	1	4
612	в истории	1	4
613	же время	2	4
614	нуждаются в	1	4
615	имеем в	2	4
616	и под	2	4
617	мог бы	1	4
618	подойти к	1	4
619	не для	1	4
620	только он	1	4
621	когда оно	1	4
622	и где	1	4
623	в ту	2	4
624	не могу	3	4
625	говоря о	1	4
626	здесь же	1	3
627	же и	1	3
628	со всем	5	3
629	следует что	1	3
630	чувство как	1	3
631	него в	1	3
632	а есть	1	3
633	жизнь в	1	3
634	меня в	3	3
635	свой смысл	1	3
636	всем его	3	3
637	все и	1	3
638	мысли что	1	3
639	из их	1	3
640	в этот	1	3
641	из самого	2	3
642	чего не	2	3
643	уже и	1	3
644	она требует	1	3
645	теории и	3	3
646	понятие о	1	3
647	конечно только	1	3
648	все в	1	3
649	ближе к	3	3
650	мышления и	2	3
651	здесь как	1	3
652	не сумел	1	3
653	лучше всего	1	3
654	есть еще	1	3
655	если я	2	3
656	чувство есть	1	3
657	действие которое	1	3
658	котором я	2	3
659	здесь на	1	3
660	его как	5	3
661	действительной жизни	3	3
662	он действительно	1	3
663	оно было	1	3
664	в форме	1	3
665	и самая	1	3
666	к той	1	3
667	нет ничего	1	3
668	на основе	7	3
669	не быть	3	3
670	и содержание	5	3
671	для меня	22	3
672	в которую	1	3
673	вступает в	3	3
674	элемента в	1	3
675	в психологию	1	3
676	котором мы	3	3
677	мы дадим	1	3
678	не из	2	3
679	в последней	1	3
680	он и	2	3
681	и тут	1	3
682	в движение	1	3
683	этот акт	6	3
684	им с	1	3
685	возможно и	1	3
686	можно выразить	1	3
687	и я	6	3
688	для психолога	1	3
689	но уже	1	3
690	бы ни	1	3
691	ни один	1	3
692	каждый раз	1	3
693	разве не	2	3
694	в каком-то	1	3
695	к объективизму	1	3
696	как действительный	1	3
697	нее в	2	3
698	же мысль	1	3
699	равно как	1	3
700	и законов	1	3
701	она является	1	3
702	дело здесь	2	3
703	его на	2	3
704	всегда в	1	3
705	поскольку он	3	3
706	нем нет	1	3
707	жизни а	1	3
708	и такие	1	3
709	которой он	2	3
710	быть дано	1	3
711	ним и	3	3
712	связь между	1	3
713	превращается в	1	3
714	стал бы	2	3
715	всего этого	1	3
716	пока еще	1	3
717	вообще и	1	3
718	быть в	4	3
719	как я	1	3
720	он начинает	1	3
721	построения и	1	3
722	на почве	1	3
723	здесь нет	3	3
724	на язык	3	3
725	ним в	1	3
726	то для	1	3
727	ни было	4	3
728	противоречие между	1	3
729	не была	1	3
730	же с	2	3
731	не о	2	3
732	и можно	1	3
733	быть только	8	3
734	но ведь	5	3
735	точек зрения	1	3
736	но никто	1	3
737	когда я	3	3
738	то ни	2	3
739	не более	1	3
740	на нем	2	3
741	ни одно	5	3
742	их и	1	3
743	и др	1	3
744	с чем	1	3
745	бы быть	5	3
746	наше время	1	3
747	положения и	3	3
748	как таковой	1	3
749	и музыка	1	3
750	на ее	1	3
751	нас как	1	3
752	для себя	7	3
753	и должно	1	3
754	есть для	1	3
755	в переживании	1	3
756	ни о	1	3
757	которые могут	1	3
758	ни к	2	3
759	это понятие	1	3
760	где есть	1	3
761	мы его	1	3
762	творчества и	1	3
763	к себе	2	3
764	сознании и	1	3
765	не могло	1	3
766	значение для	1	3
767	к следующему	1	3
768	отношению к	22	3
769	же не	1	3
770	но с	1	3
771	не любит	1	3
772	как таковая	1	3
773	места в	4	3
774	и оно	1	3
775	поскольку она	2	3
776	а к	1	3
777	быть и	3	3
778	имеем здесь	1	3
779	даже для	1	3
780	ритма и	1	2
781	они имеют	1	2
782	что теория	1	2
783	никогда и	1	2
784	не зависит	1	2
785	всю историю	1	2
786	отчетливо и	1	2
787	есть именно	2	2
788	исходить из	1	2
789	и чувство	2	2
790	делает не	1	2
791	другое дело	2	2
792	не понимая	1	2
793	осуществляется в	1	2
794	что мне	1	2
795	число таких	1	2
796	она могла	2	2
797	но во	1	2
798	из жизни	1	2
799	и должна	3	2
800	но может	1	2
801	точке зрения	1	2
802	с другим	4	2
803	в не	1	2
804	которые пытаются	1	2
805	ритм как	1	2
806	и всякого	1	2
807	от них	1	2
808	или иным	2	2
809	целом не	2	2
810	всего в	1	2
811	герой и	2	2
812	события а	1	2
813	но из	1	2
814	быть признаны	1	2
815	даже к	1	2
816	что уже	1	2
817	есть просто	1	2
818	ее можно	1	2
819	это слово	1	2
820	они будут	1	2
821	другого как	1	2
822	произведения не	1	2
823	является и	1	2
824	поэтому он	1	2
825	возможности в	2	2
826	этом последнем	1	2
827	данный момент	3	2
828	моментов и	1	2
829	был не	1	2
830	может сделаться	1	2
831	а для	2	2
832	той или	3	2
833	только от	1	2
834	в только	1	2
835	человека как	1	2
836	на чем	1	2
837	других людей	3	2
838	по своей	1	2
839	не совпадает	1	2
840	себя за	2	2
841	не раз	1	2
842	они находятся	2	2
843	это приводит	1	2
844	себе как	2	2
845	чтобы не	2	2
846	действием и	1	2
847	для самого	1	2
848	остается совершенно	1	2
849	лежащий в	1	2
850	места и	4	2
851	и делает	3	2
852	с этого	2	2
853	это положение	1	2
854	хотя эта	1	2
855	с целью	1	2
856	всякий другой	1	2
857	для каждого	1	2
858	жизни в	5	2
859	вследствие этого	2	2
860	нет в	4	2
861	в какое-нибудь	1	2
862	же я	1	2
863	тем или	1	2
864	более чем	1	2
865	в значительной	1	2
866	здесь вовсе	1	2
867	а через	1	2
868	остается только	1	2
869	смысл который	1	2
870	но сам	1	2
871	чем не	4	2
872	это различие	1	2
873	было и	2	2
874	и т.д	4	2
875	исключительно на	1	2
876	нас важно	2	2
877	бы утверждать	1	2
878	мысли но	1	2
879	как предмет	2	2
880	она будет	1	2
881	является только	1	2
882	жизни не	1	2
883	к содержанию	2	2
884	именно к	1	2
885	она остается	1	2
886	противоречия и	1	2
887	или с	1	2
888	в литературе	1	2
889	различия между	1	2
890	ведь это	2	2
891	и всякое	1	2
892	которые как	1	2
893	содержанию как	1	2
894	основе его	1	2
895	но его	1	2
896	в значимости	1	2
897	на задний	1	2
898	другой в	1	2
899	истины в	1	2
900	и времени	1	2
901	и жизни	4	2
902	бы я	1	2
903	поскольку оно	1	2
904	время и	5	2
905	содержанием и	1	2
906	или иной	2	2
907	человек не	2	2
908	ведь и	1	2
909	в мышлении	1	2
910	мысли чувства	1	2
911	уже во	1	2
912	новое и	1	2
913	которой все	2	2
914	не нужна	1	2
915	все люди	1	2
916	случае мы	2	2
917	под ним	2	2
918	или нет	1	2
919	за собой	1	2
920	не являются	1	2
921	их не	1	2
922	имеет для	1	2
923	выражения и	1	2
924	выйти из	1	2
925	как с	1	2
926	может дать	3	2
927	действительную жизнь	1	2
928	и свою	1	2
929	влечет за	1	2
930	и переживает	1	2
931	и мысли	1	2
932	выходит из	1	2
933	все свои	1	2
934	человека совершенно	1	2
935	не об	1	2
936	как оно	2	2
937	до того	1	2
938	как таковую	1	2
939	который я	1	2
940	всего что	1	2
941	это целое	2	2
942	жизни как	5	2
943	между содержанием	1	2
944	как всякое	1	2
945	а следовательно	3	2
946	другом случае	1	2
947	быть представлен	1	2
948	и всей	1	2
949	первом случае	1	2
950	такая же	1	2
951	элементов из	1	2
952	теряет свою	1	2
953	не от	1	2
954	утверждение что	1	2
955	в разные	1	2
956	и теряет	1	2
957	смысле и	2	2
958	следовательно и	1	2
959	жизни вообще	1	2
960	не был	1	2
961	необходимое условие	1	2
962	нашей деятельности	2	2
963	всю свою	1	2
964	это различение	1	2
965	такому же	1	2
966	имеют дело	1	2
967	оказалось бы	1	2
968	приводит и	1	2
969	так называемые	1	2
970	все дано	1	2
971	и смысла	1	2
972	для этой	3	2
973	ту или	1	2
974	значит быть	1	2
975	всякого другого	1	2
976	действительно в	1	2
977	ней в	1	2
978	бы оно	2	2
979	в данный	3	2
980	я только	1	2
981	можно только	1	2
982	во втором	1	2
983	я уже	2	2
984	переходит в	1	2
985	живет в	1	2
986	относятся к	1	2
987	закон и	1	2
988	да это	1	2
989	поэтому и	1	2
990	отличаются от	1	2
991	до этого	1	2
992	они даны	1	2
993	есть лишь	5	2
994	однако что	2	2
995	в моем	6	2
996	дано только	1	2
997	это содержание	1	2
998	он будет	1	2
999	как о	1	2
1000	как момент	13	2
1001	которого является	1	2
1002	от его	5	2
1003	своей жизни	1	2
1004	ни у	2	2
1005	смерти и	1	2
1006	задний план	1	2
1007	не знаю	1	2
1008	при всех	1	2
1009	которая сама	1	2
1010	он есть	1	2
1011	цели и	1	2
1012	акт и	4	2
1013	не за	1	2
1014	него все	1	2
1015	еще нечто	1	2
1016	действие но	1	2
1017	событие в	5	2
1018	друг друга	1	2
1019	мы возьмем	1	2
1020	сказать в	1	2
1021	этот процесс	1	2
1022	в соответствующих	1	2
1023	с нашей	1	2
1024	и новое	1	2
1025	есть состояние	1	2
1026	для которого	3	2
1027	бы действительно	1	2
1028	сказать и	1	2
1029	ко всему	5	2
1030	только к	1	2
1031	другими словами	1	2
1032	он принимает	1	2
1033	вся жизнь	1	2
1034	просто не	1	2
1035	будет совершенно	1	2
1036	есть всегда	1	2
1037	другим и	1	2
1038	пор не	1	2
1039	лежат в	3	2
1040	и всех	2	2
1041	черты и	1	2
1042	нами и	1	2
1043	к событию	1	2
1044	все содержание	1	2
1045	бы он	2	2
1046	более не	1	1
1047	на характер	1	1
1048	совершенно безразличен	1	1
1049	было показано	1	1
1050	и теоретическая	1	1
1051	и этими	1	1
1052	и имеет	1	1
1053	людей но	1	1
1054	эта же	1	1
1055	и застывшее	1	1
1056	стать в	1	1
1057	объектов и	1	1
1058	важным для	1	1
1059	и само	2	1
1060	с действительностью	1	1
1061	в духе	1	1
1062	отсюда его	1	1
1063	с соответствующим	1	1
1064	будет тем	1	1
1065	общее положение	1	1
1066	выражено в	1	1
1067	общий и	1	1
1068	и вокруг	2	1
1069	в соответствии	2	1
1070	только через	1	1
1071	герой произведения	1	1
1072	здесь именно	1	1
1073	его все	1	1
1074	живет не	1	1
1075	предмета и	1	1
1076	его что	1	1
1077	события для	1	1
1078	мысль как	2	1
1079	мир и	1	1
1080	играть в	1	1
1081	разные стороны	1	1
1082	и ритма	1	1
1083	другим как	1	1
1084	глубока и	1	1
1085	к смыслу	1	1
1086	действительного и	1	1
1087	всем другим	3	1
1088	простой передачи	1	1
1089	при условии	2	1
1090	выводит из	1	1
1091	не непосредственно	1	1
1092	простой пример	1	1
1093	то этот	1	1
1094	моего в	1	1
1095	за исключением	1	1
1096	линий и	1	1
1097	какого-нибудь определенного	1	1
1098	но эти	1	1
1099	сознания в	2	1
1100	положений и	1	1
1101	акт нашей	2	1
1102	и действительность	1	1
1103	быть таким	1	1
1104	выразить это	1	1
1105	от своей	5	1
1106	современный человек	1	1
1107	себе в	1	1
1108	содержания в	1	1
1109	мы ни	1	1
1110	но ни	2	1
1111	это единство	3	1
1112	эти моменты	3	1
1113	является попытка	1	1
1114	есть действительно	2	1
1115	в контексте	5	1
1116	это позволяет	1	1
1117	точки для	1	1
1118	не сообщающиеся	1	1
1119	будем говорить	1	1
1120	ли она	1	1
1121	в непосредственной	1	1
1122	нем не	2	1
1123	в противном	1	1
1124	поступком в	1	1
1125	и хх	2	1
1126	этих индивидуальных	1	1
1127	случае когда	1	1
1128	оказались бы	1	1
1129	и формальные	1	1
1130	этих моментов	2	1
1131	они лежат	1	1
1132	и мир	2	1
1133	акта но	1	1
1134	этого протекания	1	1
1135	мы ничего	1	1
1136	и рядом	1	1
1137	нет места	1	1
1138	конца в	1	1
1139	и цели	1	1
1140	которых как	1	1
1141	целом в	1	1
1142	имеет только	1	1
1143	бытия и	10	1
1144	теории а	1	1
1145	но где	1	1
1146	или иную	1	1
1147	в определении	1	1
1148	станет для	1	1
1149	бы только	1	1
1150	а за	1	1
1151	и приводит	1	1
1152	и единственной	5	1
1153	всем что	1	1
1154	в понятии	1	1
1155	теория оставляет	1	1
1156	произведения должен	1	1
1157	точке в	1	1
1158	места где	1	1
1159	не вытекает	1	1
1160	тона и	1	1
1161	во главе	2	1
1162	для решения	1	1
1163	вообще есть	1	1
1164	иногда не	1	1
1165	остальных областях	1	1
1166	не нужно	2	1
1167	действительности и	1	1
1168	жизнь не	1	1
1169	деятельности и	2	1
1170	имеем два	1	1
1171	обычно и	1	1
1172	тоне дан	1	1
1173	науки но	1	1
1174	я в	1	1
1175	другим людям	1	1
1176	же оказывается	1	1
1177	приводит его	1	1
1178	и понимает	1	1
1179	средние века	1	1
1180	положения в	3	1
1181	этой своей	1	1
1182	принципов и	1	1
1183	как единство	1	1
1184	отличен от	1	1
1185	не тот	1	1
1186	и краткость	1	1
1187	к такой	1	1
1188	ближе может	1	1
1189	всюду мы	1	1
1190	где же	1	1
1191	нет но	1	1
1192	миру и	1	1
1193	для жизни	1	1
1194	которой ничего	1	1
1195	нечто вроде	2	1
1196	не само	1	1
1197	я это	1	1
1198	культуры и	5	1
1199	но есть	2	1
1200	спасает его	1	1
1201	но прежде	1	1
1202	и подчиняется	1	1
1203	и признания	1	1
1204	приходится признать	1	1
1205	всех факторов	1	1
1206	позволю себе	1	1
1207	в ткань	1	1
1208	как некоторый	1	1
1209	мире и	1	1
1210	тяжелую и	1	1
1211	отношению ко	4	1
1212	в последнем	1	1
1213	котором не	1	1
1214	и момент	4	1
1215	как содержание	1	1
1216	его сама	1	1
1217	следует из	1	1
1218	события и	2	1
1219	есть общая	1	1
1220	лежит за	1	1
1221	принцип как	1	1
1222	кровью и	1	1
1223	данное и	1	1
1224	поэтому в	1	1
1225	и точности	1	1
1226	нашего переживания	1	1
1227	и общее	2	1
1228	время имеет	1	1
1229	самого по	1	1
1230	акта в	2	1
1231	за границей	1	1
1232	дать в	1	1
1233	этом единстве	1	1
1234	конечно и	1	1
1235	сознание не	1	1
1236	к психологизму	1	1
1237	прошлое и	3	1
1238	есть тот	1	1
1239	не живет	2	1
1240	значения как	1	1
1241	и начало	1	1
1242	в составе	2	1
1243	на месте	1	1
1244	их взаимное	1	1
1245	и будет	1	1
1246	и факт	3	1
1247	отчизны дальной	1	1
1248	но зачем	1	1
1249	есть что	1	1
1250	есть абсолютное	1	1
1251	следующее все	1	1
1252	есть на	2	1
1253	каждая мысль	1	1
1254	этому слову	1	1
1255	эта последняя	1	1
1256	ценным и	1	1
1257	прав с	1	1
1258	что конечно	1	1
1259	но оно	1	1
1260	ведь оно	1	1
1261	момент а	1	1
1262	случаен и	1	1
1263	близости к	1	1
1264	и переживания	1	1
1265	и пр	3	1
1266	это дело	1	1
1267	жизни при	1	1
1268	него герой	1	1
1269	как некоторую	2	1
1270	заключать в	1	1
1271	принципиально не	5	1
1272	области методологии	1	1
1273	во мне	3	1
1274	противопоставлять себя	1	1
1275	а существенно	1	1
1276	может войти	1	1
1277	связь но	1	1
1278	что тем	1	1
1279	него с	1	1
1280	в мир	2	1
1281	мир а	1	1
1282	мысли все	1	1
1283	всю полноту	1	1
1284	связанных с	1	1
1285	процесс и	2	1
1286	красивый и	1	1
1287	к двум	1	1
1288	мышления но	1	1
1289	с собою	1	1
1290	в данной	1	1
1291	его действительной	1	1
1292	это признание	2	1
1293	при нашем	1	1
1294	как-то не	1	1
1295	экономических и	1	1
1296	и смысловое	2	1
1297	сама она	1	1
1298	имеет не	1	1
1299	это живой	1	1
1300	содержание не	2	1
1301	уклонился от	1	1
1302	смерть и	1	1
1303	и развивается	2	1
1304	к одному-единственному	1	1
1305	знать что	2	1
1306	может ничего	1	1
