N	2gram	Propp_Russ	Russkaja
109	должно быть	2	3
110	несмотря на	4	3
111	что это	4	3
112	в качестве	5	3
113	для них	5	3
114	что и	8	3
115	в виде	10	3
116	не было	3	3
117	связи с	6	3
118	или в	7	3
119	ни одна	2	3
120	во что	1	3
121	тем что	7	3
122	именно в	3	3
123	в конце	1	3
124	и как	2	3
125	вряд ли	2	3
126	и т	13	3
127	о котором	1	3
128	но если	2	3
129	но мы	1	3
130	еще не	7	3
131	и потому	3	3
132	то это	1	3
133	одна из	12	3
134	на том	1	3
135	так чтобы	2	3
136	в другом	1	3
137	говорить о	2	3
138	борьбе с	1	3
139	приходит к	1	3
140	что бы	1	3
141	себя от	1	3
142	в большинстве	2	3
143	быть признан	1	3
144	она может	1	3
145	что для	4	3
146	главным образом	5	3
147	и во	2	3
148	при котором	1	3
149	том чтобы	3	3
150	с нею	1	3
151	что все	2	3
152	из этого	1	3
153	и по	10	3
154	а следовательно	1	3
155	друг друга	3	3
156	из этих	6	3
157	для этого	6	3
158	всех этих	2	3
159	таким же	4	3
160	из них	12	3
161	того что	6	3
162	представить себе	1	2
163	на почве	1	2
164	не так	1	2
165	от него	1	2
166	что с	2	2
167	зависит от	1	2
168	должна быть	1	2
169	совершенно очевидно	2	2
170	к себе	1	2
171	для себя	1	2
172	из всех	1	2
173	для народа	1	2
174	с ним	2	2
175	она будет	1	2
176	в некоторых	11	2
177	для нас	12	2
178	видеть в	1	2
179	к церкви	1	2
180	на которой	2	2
181	ни в	1	2
182	там и	2	2
183	принадлежащий к	1	2
184	в этих	3	2
185	у него	2	2
186	их не	2	2
187	и даже	1	2
188	если не	1	2
189	как акт	1	2
190	ее в	7	2
191	не о	1	2
192	себя на	1	2
193	но совершенно	1	2
194	на такой	1	2
195	все эти	5	2
196	на себя	4	2
197	но для	1	2
198	том же	6	2
199	в таком	5	2
200	принадлежат к	1	2
201	тому что	4	2
202	их в	7	2
203	большинстве случаев	2	2
204	мы указали	1	2
205	на эту	1	2
206	следовательно и	2	2
207	только для	3	2
208	так же	7	2
209	если человек	1	2
210	тогда как	4	2
211	в других	24	2
212	если же	1	2
213	уже не	9	2
214	полное и	1	2
215	в меру	1	2
216	с этим	4	2
217	остается в	1	2
218	его и	2	2
219	того или	1	2
220	мы можем	2	2
221	на этой	3	2
222	а с	6	2
223	и более	3	2
224	в таких	3	2
225	в котором	2	2
226	и состоит	1	2
227	лежит не	1	2
228	мы уже	2	2
229	она не	4	2
230	в течение	7	2
231	но даже	2	2
232	всем этим	1	2
233	это только	1	2
234	в ней	3	2
235	во многих	14	2
236	и тем	1	2
237	быть и	3	2
238	в частности	2	2
239	а не	3	2
240	но она	3	2
241	только на	4	2
242	есть и	2	2
243	в силу	2	2
244	точно так	1	2
245	и что	8	2
246	чтобы она	2	2
247	на основании	1	2
248	людей и	1	2
249	у других	1	2
250	в начале	1	2
251	говоря о	1	2
252	по отношению	1	2
253	целый ряд	1	2
254	даже не	1	2
255	и те	3	2
256	этот вопрос	4	2
257	в культурном	1	2
258	состоит в	18	2
259	народа а	1	2
260	настоящее время	3	2
261	только с	2	2
262	их к	2	2
263	приводят к	1	2
264	этом и	1	2
265	смотрят на	1	2
266	даже если	1	2
267	и от	2	2
268	но в	5	2
269	и есть	1	2
270	по этому	4	2
271	место в	2	2
272	так что	4	2
273	и о	4	2
274	если они	1	2
275	согласиться с	1	2
276	как будто	6	2
277	бы ни	1	2
278	всех народов	1	2
279	в области	3	2
280	этой роли	1	2
281	это в	1	2
282	другим народам	1	2
283	но это	5	2
284	во время	23	2
285	не просто	3	2
286	в настоящее	3	2
287	сделать это	1	2
288	не можем	5	2
289	и наконец	2	2
290	вся эта	2	2
291	не к	3	2
292	к нему	3	2
293	народ был	1	1
294	такой взгляд	1	1
295	в советской	2	1
296	когда он	3	1
297	тем не	3	1
298	то этим	1	1
299	ближе к	1	1
300	которую можно	1	1
301	люди которые	1	1
302	в церкви	2	1
303	есть много	1	1
304	однако и	1	1
305	сил которые	1	1
306	не вызывает	1	1
307	без особых	1	1
308	обе стороны	2	1
309	как это	11	1
310	что его	1	1
311	то они	1	1
312	ее и	2	1
313	время но	1	1
314	и многие	2	1
315	один из	10	1
316	что у	3	1
317	и мы	1	1
318	в жертву	1	1
319	за ним	3	1
320	друг к	2	1
321	хотелось бы	1	1
322	будут действовать	1	1
323	а наоборот	1	1
324	же и	1	1
325	они не	1	1
326	вообще не	1	1
327	не во	1	1
328	новой и	1	1
329	то есть	3	1
330	на тех	2	1
331	своих целях	1	1
332	а по	1	1
333	которые не	3	1
334	оно приводит	1	1
335	нас не	3	1
336	не подашь	1	1
337	отношению к	1	1
338	где это	1	1
339	даже к	1	1
340	которых мы	1	1
341	мы не	11	1
342	же стремление	1	1
343	ставит ее	1	1
344	что значит	1	1
345	в состоянии	1	1
346	с этой	2	1
347	это не	14	1
348	мы знаем	1	1
349	у разных	1	1
350	в применении	1	1
351	для которой	1	1
352	можно назвать	1	1
353	до самого	1	1
354	силы на	1	1
355	наиболее совершенным	1	1
356	церковь считает	1	1
357	уже знаем	2	1
358	чрезвычайно разнообразны	1	1
359	человек с	1	1
360	в разных	3	1
361	этом отношении	1	1
362	этого мало	2	1
363	что при	2	1
364	это обстоятельство	1	1
365	что так	1	1
366	так и	8	1
367	он на	1	1
368	мало того	1	1
369	те же	1	1
370	в область	1	1
371	и за	2	1
372	и всегда	1	1
373	не являются	1	1
374	по образцу	1	1
375	борьбы между	1	1
376	не столько	3	1
377	с другими	3	1
378	силу и	2	1
379	но этого	1	1
380	борьбы с	2	1
381	влияние на	3	1
382	быть может	1	1
383	в состав	1	1
384	россии еще	1	1
385	в русском	4	1
386	но на	1	1
387	не на	2	1
388	которые будут	1	1
389	когда же	1	1
390	тому же	1	1
391	церковь и	2	1
392	от своих	1	1
393	основании что	1	1
394	не была	1	1
395	а на	8	1
396	на будущее	1	1
397	особенно если	1	1
398	связь с	1	1
399	по пути	1	1
400	в духе	1	1
401	или не	2	1
402	в разные	4	1
403	здесь мы	3	1
404	на которых	2	1
405	чем ближе	1	1
406	в которой	3	1
407	а за	4	1
408	и некоторые	3	1
409	надо чтобы	1	1
410	в собственном	1	1
411	как видно	1	1
412	не случайны	1	1
413	что к	1	1
414	можно согласиться	1	1
415	истории россии	1	1
416	наиболее полное	1	1
417	с ней	7	1
418	с таким	2	1
419	что по	7	1
420	показать что	1	1
421	только сам	1	1
422	на свою	1	1
423	дело в	1	1
424	необходимо чтобы	1	1
425	которое в	2	1
426	народа на	1	1
427	которые как	2	1
428	что не	1	1
429	к стремлению	1	1
430	они их	2	1
431	свою судьбу	1	1
432	сестер в	1	1
433	его жизнь	2	1
434	и начало	2	1
435	отрицать что	1	1
436	из всего	1	1
437	и действительно	2	1
438	превращается в	1	1
439	представление о	5	1
440	мало надо	1	1
441	очевидно что	2	1
442	китае и	1	1
443	если он	1	1
444	вся его	1	1
445	или другие	3	1
446	в жизни	2	1
447	понимать как	1	1
448	более что	1	1
449	с одним	1	1
450	случае не	1	1
451	разных народов	1	1
452	как другие	1	1
453	тем же	1	1
454	же но	2	1
455	может признать	1	1
456	и без	1	1
457	в связи	4	1
458	некоторых других	2	1
459	церковью и	1	1
460	с ними	6	1
461	этой цели	2	1
462	человеку не	1	1
463	для каждого	1	1
464	есть та	1	1
465	же как	5	1
466	или даже	3	1
467	между прочим	2	1
468	к другу	2	1
469	в одно	2	1
470	и просто	1	1
471	другом месте	1	1
472	при таком	1	1
473	в которых	8	1
474	противном случае	1	1
475	себя к	1	1
476	собой не	1	1
477	не менее	3	1
478	этого слова	3	1
479	особое значение	1	1
480	всех их	1	1
481	быть назван	1	1
482	от этого	2	1
483	по своему	2	1
484	на все	3	1
485	весь ход	1	1
486	этого вопроса	1	1
487	в истории	1	1
488	в такой	1	1
489	обе эти	1	1
490	необходимо иметь	1	1
491	работа в	2	1
492	дело так	2	1
493	должно было	5	1
494	как не	2	1
495	через них	8	1
496	в свете	5	1
497	всего русского	1	1
498	к своим	1	1
499	и это	2	1
500	а только	1	1
501	из одного	1	1
502	об этом	11	1
503	должен быть	2	1
504	на третью	1	1
505	с себя	1	1
506	и таким	1	1
507	так например	7	1
508	и у	5	1
509	как только	2	1
510	могло бы	1	1
511	на другие	2	1
512	и обратно	1	1
513	на первый	3	1
514	в одной	1	1
515	тем более	1	1
516	земле что	1	1
517	перед нами	2	1
518	связано с	3	1
519	привело к	2	1
520	не был	3	1
521	на них	4	1
522	первый взгляд	1	1
523	чтобы сделать	2	1
524	такое положение	1	1
525	что эти	2	1
526	у которых	2	1
527	и того	1	1
528	ко всему	2	1
529	это и	1	1
530	еще и	1	1
531	и дело	2	1
532	было не	1	1
533	совершенно ином	1	1
534	но можно	2	1
535	можно сказать	1	1
536	никакой роли	1	1
537	но все	3	1
538	тем у	1	1
539	учения на	1	1
540	не является	2	1
541	и эти	1	1
542	власть чем	1	1
543	ее к	2	1
544	ряду с	1	1
545	и других	9	1
546	в полной	1	1
547	бы к	1	1
548	в основе	1	1
549	указали на	1	1
550	а где	1	1
551	в очень	1	1
552	в какой-нибудь	1	1
553	тех же	1	1
554	применении к	1	1
555	в европе	1	1
556	он был	2	1
557	это как	1	1
558	где есть	2	1
559	приносится в	1	1
560	то и	4	1
561	доказать что	1	1
562	на шее	1	1
563	представления о	2	1
564	зрения в	1	1
565	в свою	3	1
566	входит в	4	1
567	который мы	1	1
568	также и	1	1
569	ту же	2	1
570	из среды	1	1
571	многих случаях	4	1
572	какие же	2	1
573	не по	1	1
574	которые и	1	1
575	быть не	1	1
576	не удастся	1	1
577	в китае	1	1
578	главное и	1	1
579	все недостатки	1	1
580	это для	1	1
581	не допускать	1	1
582	а после	1	1
583	не всегда	4	1
584	значение и	2	1
585	решить вопрос	2	1
586	в руках	3	1
587	борьбе против	1	1
588	только тогда	3	1
589	и теперь	1	1
590	у народа	1	1
591	что касается	1	1
592	те или	1	1
593	всем народам	1	1
594	к такой	1	1
595	на нем	1	1
596	не могло	1	1
597	и их	4	1
598	на некотором	2	1
599	две части	1	1
600	вместе и	1	1
601	что эта	1	1
602	всех других	1	1
603	себе на	1	1
604	в различных	3	1
605	не могла	1	1
606	нельзя отрицать	1	1
607	иметь в	2	1
608	ее с	2	1
609	из церкви	1	1
610	не следует	1	1
611	стороны и	1	1
612	что ее	3	1
613	народов а	1	1
614	часть русских	1	1
615	он есть	2	1
616	человека с	1	1
617	этих случаях	1	1
618	в семье	1	1
619	с понятием	1	1
620	свою очередь	2	1
621	следует признать	2	1
622	должны были	3	1
623	недавнего времени	1	1
624	их и	3	1
625	еще на	1	1
626	всего этого	1	1
627	могла бы	1	1
628	на ней	1	1
629	с другой	1	1
630	как мы	11	1
631	в прошлом	2	1
632	из нее	2	1
633	земле не	1	1
634	что дает	1	1
635	к ним	4	1
636	к ней	4	1
637	явление в	1	1
638	без всякого	1	1
639	нет и	1	1
640	него на	1	1
641	со своими	1	1
642	природы и	3	1
643	ее не	1	1
644	что во	1	1
645	чтобы они	4	1
646	тот кто	2	1
647	каждый человек	1	1
648	могут быть	3	1
649	одного и	1	1
650	и все	4	1
651	просто в	1	1
652	совершенно иных	1	1
653	до конца	5	1
654	на него	1	1
655	к которому	1	1
656	должны быть	1	1
657	нас важно	1	1
658	у некоторых	1	1
659	с элементами	2	1
660	то чем	1	1
661	только при	1	1
662	люди по	1	1
663	могущества и	1	1
664	с которым	1	1
665	теми же	1	1
666	том основании	1	1
667	образом в	2	1
668	и народ	1	1
669	в общем	1	1
670	это делалось	10	1
671	на этот	3	1
672	они сами	1	1
673	такой же	3	1
674	чаще всего	3	1
675	идет не	1	1
676	те кто	1	1
677	именно с	3	1
678	почему-либо не	1	1
679	видно из	1	1
680	если эта	1	1
681	от них	4	1
682	на место	2	1
683	под именем	3	1
684	к этому	7	1
685	к новой	1	1
686	в противном	2	1
687	в отдельных	1	1
688	надо было	1	1
689	происходит при	1	1
690	связаны с	6	1
691	для чего	1	1
692	у себя	1	1
693	разницей что	2	1
694	к ее	1	1
695	чем и	1	1
696	же он	1	1
697	точка зрения	1	1
698	того же	1	1
699	и сама	1	1
700	они могут	1	1
701	имеет свою	1	1
702	в один	2	1
703	в одну	1	1
704	был в	1	1
705	найти в	1	1
706	что на	5	1
707	румын в	1	1
708	они были	2	1
709	иное как	3	1
710	никак не	1	1
711	сделано в	1	1
712	всегда бывают	1	1
713	сомнений в	3	1
714	прямо в	1	1
715	человек или	1	1
716	любви и	1	1
