N	2gram	Tiupa_Anal	FransuaR
182	в результате	6	17
183	можно было	2	17
184	связанных с	1	17
185	на его	3	17
186	в плане	1	17
187	такой же	2	17
188	еще более	1	17
189	связана с	1	17
190	и вот	2	17
191	того что	4	17
192	а не	16	17
193	в другом	3	16
194	с одной	3	16
195	между ними	3	16
196	с образами	1	16
197	между тем	8	16
198	и одновременно	6	16
199	тот же	3	16
200	в начале	10	16
201	начала и	1	16
202	ничего не	3	16
203	они не	2	16
204	дело в	3	16
205	мысли и	1	15
206	а затем	2	15
207	характерно что	2	15
208	в которой	1	15
209	из этих	4	15
210	с их	3	15
211	от всех	2	15
212	особенно в	1	15
213	и вообще	1	15
214	одно из	3	15
215	как на	1	15
216	в нашем	4	15
217	не мог	4	15
218	в первой	10	15
219	в истории	1	15
220	в самой	1	15
221	и прежде	2	15
222	характер и	1	14
223	в чем	2	14
224	образом в	1	14
225	и по	3	14
226	мы не	4	14
227	на них	1	14
228	здесь только	1	14
229	все что	2	14
230	в данном	12	14
231	и он	4	14
232	несмотря на	2	14
233	в более	1	14
234	по существу	1	14
235	и сам	8	13
236	с этим	4	13
237	и еще	1	13
238	что все	1	13
239	его к	1	13
240	в основном	1	13
241	на языке	3	13
242	в третьей	1	13
243	в одной	2	13
244	мира в	1	13
245	о чем	5	13
246	в жизни	2	13
247	одновременно и	1	13
248	одной стороны	3	13
249	подчеркнуть что	1	13
250	не знает	2	13
251	отличие от	5	13
252	в мире	17	13
253	бы в	1	13
254	и есть	1	13
255	они и	1	13
256	только на	1	13
257	не на	1	13
258	мир и	1	13
259	или в	4	13
260	так в	4	13
261	это было	2	13
262	жизнь и	3	13
263	в книге	1	13
264	другой стороны	7	12
265	не был	1	12
266	во всей	1	12
267	те же	3	12
268	мировой литературы	1	12
269	и ее	3	12
270	та же	1	12
271	жизни в	4	12
272	начиная с	1	12
273	старого и	1	12
274	у нас	1	12
275	раз в	1	12
276	место в	4	12
277	с полной	1	12
278	можно сказать	5	12
279	по своей	5	12
280	не могут	2	12
281	образы и	1	12
282	смерти и	1	12
283	лишь в	9	12
284	право на	1	12
285	об этом	3	12
286	в пределах	5	12
287	из самых	1	11
288	на эту	2	11
289	уже не	9	11
290	в пределе	1	11
291	отметить что	1	11
292	что они	3	11
293	той или	6	11
294	и что	2	11
295	в общем	4	11
296	того как	1	11
297	в течение	1	11
298	наконец в	3	11
299	в отличие	5	11
300	из этого	1	11
301	в свое	4	11
302	на фоне	4	11
303	и т.д	3	11
304	время в	2	11
305	очень часто	1	11
306	в системе	1	11
307	и особенно	1	11
308	это уже	1	11
309	и так	1	11
310	с ними	2	11
311	и более	1	11
312	слова и	1	11
313	формы и	1	11
314	целый ряд	1	10
315	существенное значение	1	10
316	по отношению	9	10
317	все его	2	10
318	на земле	1	10
319	его как	3	10
320	поэтому в	2	10
321	да и	3	10
322	но оно	1	10
323	в таких	2	10
324	данном случае	11	10
325	человека и	2	10
326	или иной	9	10
327	конце концов	1	10
328	для всех	5	10
329	нас в	1	10
330	к тому	10	10
331	на этот	1	10
332	значительной степени	3	10
333	второй половины	1	10
334	по преимуществу	3	10
335	к которому	2	10
336	здесь как	2	10
337	в доме	2	10
338	со смертью	1	10
339	хотя он	1	10
340	во второй	8	10
341	в целом	8	10
342	был и	1	9
343	еще раз	1	9
344	в свет	1	9
345	в разных	1	9
346	характер в	2	9
347	т.п в	1	9
348	обновления и	1	9
349	как это	7	9
350	в тех	2	9
351	был в	1	9
352	о котором	2	9
353	до известной	3	9
354	в мировой	2	9
355	как к	2	9
356	ведь это	1	9
357	же в	5	9
358	романа в	1	9
359	что на	3	9
360	вплоть до	5	9
361	говорит о	3	9
362	под названием	1	9
363	отношения к	6	9
364	к жизни	5	9
365	но как	4	9
366	мы можем	2	9
367	как известно	3	9
368	но дело	2	9
369	правда не	1	9
370	не имеет	1	9
371	в следующей	1	9
372	свое время	4	9
373	видим что	1	9
374	известной степени	3	9
375	их с	1	9
376	и то	2	9
377	для нас	1	9
378	отношению к	9	9
379	что не	3	9
380	и мира	1	8
381	с этой	1	8
382	не менее	9	8
383	в этот	1	8
384	и те	1	8
385	одном из	1	8
386	от этого	1	8
387	т.п все	1	8
388	речи и	1	8
389	и при	1	8
390	с тем	2	8
391	то время	1	8
392	языка и	1	8
393	значение в	2	8
394	у гоголя	1	8
395	сам он	1	8
396	был еще	1	8
397	он как	1	8
398	но эта	2	8
399	и вовсе	1	8
400	человека с	2	8
401	включает в	2	8
402	для этого	1	8
403	от него	1	8
404	всякого рода	1	8
405	всего этого	1	8
406	по поводу	5	8
407	после того	1	8
408	ко всему	2	8
409	свободу и	1	8
410	они в	1	8
411	мертвых душ	1	8
412	тому же	7	8
413	так что	2	8
414	здесь мы	1	8
415	в это	1	8
416	как о	3	8
417	если бы	2	8
418	дель арте	2	8
419	но с	3	8
420	и без	3	8
421	смерти в	1	8
422	этой традиции	1	8
423	на всех	3	8
424	дело не	3	8
425	ведь и	2	8
426	нуждается в	2	8
427	не как	3	7
428	во всяком	6	7
429	искусства и	1	7
430	времени в	3	7
431	к ним	1	7
432	на него	1	7
433	от них	1	7
434	что у	3	7
435	здесь на	1	7
436	между всеми	1	7
437	мы будем	1	7
438	в одну	3	7
439	подобно тому	4	7
440	литературы в	1	7
441	в последней	1	7
442	где он	2	7
443	них и	1	7
444	но она	1	7
445	шекспира и	4	7
446	жить и	1	7
447	к рабле	1	7
448	что по	4	7
449	только во	2	7
450	себя в	6	7
451	своего развития	1	7
452	в состоянии	2	7
453	как его	1	7
454	в таком	2	7
455	характер этого	1	7
456	никак не	1	7
457	из которых	2	7
458	и если	2	7
459	к себе	1	7
460	как нечто	1	7
461	а на	2	7
462	жизни это	2	7
463	не будем	2	7
464	первой части	2	7
465	его не	3	7
466	тому как	3	7
467	в свою	9	7
468	на всю	1	7
469	одного из	4	7
470	по этому	1	7
471	и всего	1	6
472	и эпизод	1	6
473	во времени	1	6
474	и был	2	6
475	не столько	4	6
476	жизнь в	2	6
477	в один	1	6
478	казалось бы	4	6
479	не могли	1	6
480	хотя бы	1	6
481	в противоположность	3	6
482	уже и	1	6
483	себе в	1	6
484	свою очередь	7	6
485	далеки от	1	6
486	что она	3	6
487	для своего	3	6
488	в карнавале	1	6
489	они как	1	6
490	и тот	1	6
491	своего героя	2	6
492	что смех	2	6
493	к его	2	6
494	основе своей	2	6
495	в нее	1	6
496	на их	1	6
497	его и	1	6
498	кто на	1	6
499	тем же	1	6
500	смерть и	1	6
501	как у	3	6
502	он становится	1	6
503	для всего	1	6
504	истины и	1	6
505	и вы	1	6
506	или даже	1	6
507	чем мы	1	6
508	но особенно	1	6
509	при виде	1	6
510	начала в	1	6
511	как будто	1	6
512	от всего	2	6
513	а именно	1	6
514	говорить о	6	6
515	до того	1	6
516	жизни как	4	6
517	как я	1	6
518	такого рода	11	6
519	во времена	1	6
520	литературе и	1	6
521	между прочим	1	6
522	лица и	1	6
523	ни для	2	6
524	картины мира	5	6
525	с таким	5	6
526	могут быть	4	6
527	можно только	1	6
528	за это	1	6
529	вряд ли	1	6
530	совершенно не	3	6
531	тех же	2	6
532	мы знаем	1	6
533	что здесь	1	6
534	этого слова	3	6
535	принадлежит к	4	6
536	от мира	1	6
537	ее в	2	6
538	в новом	5	6
539	в искусстве	3	6
540	входит в	4	6
541	таким же	4	6
542	в применении	1	5
543	к самому	2	5
544	сливается с	1	5
545	и отчасти	1	5
546	применении к	1	5
547	раз и	1	5
548	отсюда и	2	5
549	комедии дель	1	5
550	он так	1	5
551	были глубоко	1	5
552	проявляется в	1	5
553	с другими	1	5
554	а за	1	5
555	с одним	1	5
556	в ряду	1	5
557	не могла	2	5
558	перед лицом	4	5
559	этой системе	2	5
560	одного и	4	5
561	и момент	1	5
562	на первом	2	5
563	значения и	1	5
564	бы не	1	5
565	ему и	2	5
566	на основе	1	5
567	из его	1	5
568	со всей	1	5
569	каждый из	2	5
570	в описании	1	5
571	не во	1	5
572	мы имеем	5	5
573	у всех	2	5
574	тем более	3	5
575	ему не	1	5
576	в г	1	5
577	в акте	2	5
578	есть не	2	5
579	оказывается что	1	5
580	тем самым	8	5
581	и самого	7	5
582	на то	1	5
583	дело здесь	4	5
584	что было	1	5
585	на границах	1	5
586	книге в	1	5
587	его за	2	5
588	в средневековой	1	5
589	в первом	2	5
590	в собственном	1	5
591	было не	1	5
592	имеет в	1	5
593	но даже	1	5
594	во многих	2	5
595	но уже	1	5
596	говорит что	1	5
597	с этими	1	5
598	тут же	1	5
599	смерти старого	1	5
600	то в	4	5
601	и весь	1	5
602	свобода и	1	5
603	от его	2	5
604	первом случае	1	5
605	должно быть	1	5
606	в произведении	3	5
607	и сама	1	5
608	всех и	1	5
609	между этими	1	5
610	же как	1	5
611	он сам	2	5
612	путем перевода	1	5
613	совсем не	1	5
614	между жизнью	1	5
615	но только	1	5
616	начало и	1	5
617	независимо от	1	5
618	но одновременно	1	5
619	во втором	4	5
620	и из	1	5
621	первых двух	2	5
622	их как	1	5
623	времени не	1	5
624	у шекспира	1	5
625	в слове	5	5
626	говорили о	1	5
627	своего отца	1	5
628	своей жизни	2	5
629	себя и	2	5
630	не является	5	5
631	автора и	5	5
632	если мы	1	5
633	с нею	2	5
634	к миру	2	5
635	года и	1	5
636	включая и	3	5
637	всяком случае	6	5
638	проникает в	1	5
639	ему в	1	5
640	ничем не	1	5
641	аллюзия на	1	5
642	видеть в	2	5
643	и новое	1	5
644	бы и	2	5
645	по словам	1	5
646	должен был	2	5
647	места в	1	5
648	что мы	2	5
649	жизнью в	1	5
650	к своему	1	5
651	по его	4	5
652	человека в	3	5
653	церкви и	2	5
654	когда он	2	5
655	в трех	1	5
656	стороны и	1	5
657	только то	1	5
658	вы не	1	5
659	вступают в	1	5
660	слова в	2	5
661	и только	1	5
662	новый год	1	4
663	в игре	1	4
664	смерть здесь	1	4
665	его от	1	4
666	я не	3	4
667	и само	1	4
668	при анализе	2	4
669	к этой	2	4
670	в действительности	2	4
671	ничто не	1	4
672	этой связи	1	4
673	и той	2	4
674	одной и	2	4
675	о них	1	4
676	втором случае	2	4
677	свое отражение	1	4
678	ни одного	1	4
679	с такою	1	4
680	ее как	1	4
681	в контексте	3	4
682	места для	1	4
683	о его	3	4
684	время и	1	4
685	внимание на	4	4
686	картине мира	2	4
687	распространяется на	1	4
688	не нуждается	1	4
689	можно судить	1	4
690	путь в	1	4
691	о которых	2	4
692	в каждом	4	4
693	о себе	4	4
694	что во	2	4
695	в тарасе	3	4
696	рождения нового	1	4
697	этот вопрос	1	4
698	ту сторону	1	4
699	обратимся к	2	4
700	них не	1	4
701	бы ни	1	4
702	не случайно	13	4
703	них в	1	4
704	в самый	1	4
705	если в	3	4
706	также что	1	4
707	и сейчас	1	4
708	он только	1	4
709	и далее	2	4
710	оно не	2	4
711	самим собой	3	4
712	в словах	1	4
713	есть на	1	4
714	веселым и	1	4
715	да еще	1	4
716	у меня	1	4
717	и больше	1	4
718	частности и	1	4
719	тарасе бульбе	3	4
720	смех это	1	4
721	не совсем	1	4
722	только его	1	4
723	но если	1	4
724	не видит	1	4
725	полнее всего	1	4
726	иногда в	1	4
727	он должен	1	4
728	картина мира	5	4
729	оно и	1	4
730	в организации	3	4
731	один и	2	4
732	в предисловии	1	4
733	одну из	3	4
734	мы узнаем	1	4
735	к ней	1	4
736	совершенно иначе	1	4
737	здесь они	1	4
738	мы и	1	4
739	не так	2	4
740	дело с	3	4
741	однако и	3	4
742	это игра	1	4
743	смехом и	1	4
744	по себе	6	4
745	в борьбе	2	4
746	принадлежат к	1	4
747	стороны в	1	4
748	могла не	1	4
749	что этот	1	4
750	которой он	1	4
751	слов о	1	4
752	связь между	1	4
753	от лица	1	4
754	самом начале	1	4
755	который в	4	4
756	к языку	1	4
757	и становится	1	4
758	только не	3	4
759	отражение в	1	4
760	что между	2	4
761	утверждение что	1	4
762	но ведь	1	4
763	учение о	1	4
764	представляется нам	2	4
765	границ между	1	4
766	в наши	1	4
767	грани между	1	4
768	в уста	1	4
769	оно ни	1	4
770	на страницах	1	4
771	и тем	3	4
772	все основные	1	4
773	если же	1	4
774	за ними	1	4
775	не по	1	4
776	серьезность и	1	4
777	этой истории	1	4
778	нашего анализа	1	4
779	заключается в	1	4
780	всех сторон	1	4
781	же мы	1	4
782	в культуре	2	4
783	свою жизнь	4	4
784	о которой	2	4
785	в область	1	4
786	сама жизнь	1	4
787	и вполне	1	4
788	с мотивом	1	4
789	о своей	2	4
790	явления как	1	4
791	состоит из	1	4
792	в известном	2	4
793	со всех	1	4
794	не должно	3	4
795	что уже	1	4
796	не могло	1	4
797	значение для	1	4
798	ее не	1	4
799	необходимый момент	1	4
800	со своим	2	4
801	из своих	2	4
802	на которой	2	4
803	по ту	1	4
804	там и	1	4
805	говорят о	1	4
806	как ее	1	4
807	для которого	1	4
808	единство и	1	4
809	целого и	1	4
810	это явление	1	4
811	изображается в	1	4
812	что касается	5	4
813	карнавального смеха	1	4
814	говоря о	1	4
815	у нее	1	4
816	в отдельности	2	4
817	свою речь	1	4
818	какой бы	1	3
819	в общей	1	3
820	это тот	1	3
821	как об	1	3
822	в новую	2	3
823	мира это	1	3
824	похож на	2	3
825	смерть в	1	3
826	он есть	1	3
827	есть то	1	3
828	индивидуальной жизни	1	3
829	его здесь	1	3
830	битвы с	1	3
831	особенности же	1	3
832	это его	1	3
833	не всегда	4	3
834	и книги	1	3
835	новое рождение	1	3
836	углом зрения	2	3
837	рассказывает о	1	3
838	в прошлом	2	3
839	и формы	1	3
840	ключ к	4	3
841	том чтобы	2	3
842	тем как	1	3
843	которой в	1	3
844	года то	1	3
845	ближе к	2	3
846	и двух	1	3
847	которого он	2	3
848	в следующем	2	3
849	а с	2	3
850	остается в	1	3
851	будто бы	1	3
852	напомним что	6	3
853	о смерти	4	3
854	времени как	1	3
855	литература в	1	3
856	в устах	1	3
857	не есть	6	3
858	и частей	1	3
859	между собой	1	3
860	был не	1	3
861	а для	3	3
862	контакт между	1	3
863	и мир	1	3
864	приобщение к	1	3
865	к роману	1	3
866	и веселья	1	3
867	не будет	3	3
868	доходит до	1	3
869	должны были	1	3
870	могла бы	3	3
871	как человек	1	3
872	те кто	1	3
873	свободой и	1	3
874	сущности не	1	3
875	и конечно	2	3
876	в последнем	1	3
877	его из	2	3
878	говорит и	3	3
879	имеет место	3	3
880	и строго	1	3
881	с этого	2	3
882	от своего	3	3
883	и хотя	1	3
884	приводит к	5	3
885	вследствие этого	1	3
886	и второй	1	3
887	занимает в	1	3
888	и об	1	3
889	в мир	1	3
890	было и	1	3
891	отца и	1	3
892	к первому	2	3
893	на две	3	3
894	из первых	1	3
895	утрачивает свою	1	3
896	персонажей в	1	3
897	и всякий	1	3
898	то ни	1	3
899	при всей	2	3
900	жизни здесь	2	3
901	или с	1	3
902	себя самого	1	3
903	i в	1	3
904	что с	1	3
905	и тут	1	3
906	смысле этого	1	3
907	когда же	1	3
908	пределах одной	1	3
909	на нее	1	3
910	в сферу	1	3
911	со своей	8	3
912	вероятно не	1	3
913	в каждой	1	3
914	этих двух	2	3
915	к одному	2	3
916	строя жизни	1	3
917	ко второму	4	3
918	она не	3	3
919	но при	1	3
920	в речевом	1	3
921	и может	2	3
922	у кого	1	3
923	о своих	3	3
924	момент как	1	3
925	и весело	1	3
926	которая в	2	3
927	т.е в	2	3
928	не бывает	1	3
929	в предыдущей	1	3
930	из нее	1	3
931	начинается с	1	3
932	в одно	2	3
933	не что	1	3
934	в художественном	1	3
935	рассуждение о	1	3
936	жизни на	1	3
937	то его	1	3
938	между двумя	1	3
939	между отдельными	1	3
940	в глаза	2	3
941	всегда и	2	3
942	особенно для	1	3
943	быть в	1	3
944	речевого общения	1	3
945	войны и	1	3
946	что иное	1	3
947	но еще	1	3
948	в стиле	1	3
949	ведущая роль	1	3
950	далеко за	1	3
951	свободы и	1	3
952	в полной	3	3
953	не о	2	3
954	лицо его	2	3
955	том какое	1	3
956	и того	4	3
957	уже давно	1	3
958	должно было	1	3
959	именно с	1	3
960	именно потому	1	3
961	дистанции между	1	3
962	самый момент	2	3
963	этом смысле	1	3
964	они могут	1	3
965	в силу	2	3
966	всей мировой	1	3
967	в точке	2	3
968	это первый	1	3
969	а потому	1	3
970	из того	1	3
971	разного рода	1	3
972	целом ряде	1	3
973	место и	1	3
974	радости и	1	3
975	собой и	1	3
976	с ней	1	3
977	к их	1	3
978	со стороны	12	3
979	друг от	1	3
980	всей своей	1	3
981	ни к	3	3
982	все три	3	3
983	весьма часто	1	3
984	и тогда	1	3
985	и четвертой	1	3
986	или иных	1	3
987	всего к	1	3
988	жизни но	4	3
989	этой части	1	3
990	не для	2	3
991	что каждый	1	3
992	чем он	1	3
993	на равных	1	3
994	себя момент	2	3
995	от друга	1	3
996	для нее	1	3
997	становления и	1	3
998	указывает на	3	3
999	в литературу	2	3
1000	является не	1	3
1001	идет не	1	3
1002	тех или	1	3
1003	вырождается в	1	3
1004	признать что	1	3
1005	обычной жизненной	1	3
1006	по всей	1	3
1007	на уровне	2	3
1008	бы он	1	3
1009	их можно	1	3
1010	все более	1	3
1011	хотя здесь	1	3
1012	не слышит	1	3
1013	иное как	1	3
1014	с которыми	1	2
1015	характера как	1	2
1016	с иными	2	2
1017	переодеваниями и	1	2
1018	можно встретить	1	2
1019	без исключения	3	2
1020	относительность всего	1	2
1021	с самим	3	2
1022	к обновлению	1	2
1023	восходящая к	4	2
1024	свое произведение	1	2
1025	этого момента	2	2
1026	на смену	5	2
1027	нет никакой	1	2
1028	на свою	3	2
1029	участниками карнавала	1	2
1030	дурака и	2	2
1031	конечном счете	5	2
1032	литературе как	1	2
1033	без учета	2	2
1034	целое и	1	2
1035	или ином	1	2
1036	последних двух	1	2
1037	где оно	1	2
1038	хуторе близ	1	2
1039	и оказывается	2	2
1040	за исключением	2	2
1041	нас и	1	2
1042	своей природе	1	2
1043	только как	1	2
1044	за маской	1	2
1045	почти исключительно	1	2
1046	и иных	1	2
1047	строго говоря	1	2
1048	с избытком	1	2
1049	ибо он	1	2
1050	произведения но	2	2
1051	от своей	2	2
1052	культуры это	1	2
1053	образ он	1	2
1054	на новую	1	2
1055	было сказано	2	2
1056	и себя	1	2
1057	из наиболее	3	2
1058	речь не	1	2
1059	и всякого	1	2
1060	в отдельных	1	2
1061	и богатство	1	2
1062	его естественной	1	2
1063	грань между	2	2
1064	всех своих	1	2
1065	и автор	1	2
1066	мышления и	1	2
1067	о двух	1	2
1068	миропорядка и	3	2
1069	но от	1	2
1070	а ведь	1	2
1071	что при	2	2
1072	всех в	1	2
1073	в старом	1	2
1074	в конечном	5	2
1075	с двумя	1	2
1076	родного дома	1	2
1077	здесь явственно	2	2
1078	он оказывается	1	2
1079	речевые жанры	1	2
1080	широкого и	1	2
1081	в сторону	2	2
1082	человек как	1	2
1083	таковы и	1	2
1084	приводит его	1	2
1085	сына в	1	2
1086	в работе	1	2
1087	комедии и	1	2
1088	в разбираемом	1	2
1089	на чем	1	2
1090	должны быть	1	2
1091	и является	3	2
1092	главного героя	2	2
1093	не исчерпывает	1	2
1094	собственное имя	1	2
1095	отрешиться от	1	2
1096	приобщается к	2	2
1097	нам кажется	3	2
1098	характерная для	1	2
1099	с тремя	1	2
1100	и должны	1	2
1101	жизни а	1	2
1102	которой не	1	2
1103	существенным образом	1	2
1104	героя в	1	2
1105	здесь слово	1	2
1106	теперь в	1	2
1107	от нас	1	2
1108	честное слово	1	2
1109	сам по	2	2
1110	хотя в	2	2
1111	из существеннейших	2	2
1112	и делает	1	2
1113	или к	2	2
1114	и первый	1	2
1115	такого же	1	2
1116	тем и	1	2
1117	и внутренне	2	2
1118	с читателями	1	2
1119	этот день	1	2
1120	лишь к	1	2
1121	фамильярный контакт	1	2
1122	героев и	1	2
1123	изо всех	1	2
1124	солнца и	1	2
1125	сцены и	1	2
1126	тему в	1	2
1127	внутренней свободы	2	2
1128	его части	2	2
1129	нет в	1	2
1130	к той	1	2
1131	первых десятилетий	1	2
1132	это все	1	2
1133	есть он	1	2
1134	что если	1	2
1135	художественной литературы	2	2
1136	в любовных	1	2
1137	сегодня в	2	2
1138	в самую	1	2
1139	за пределами	2	2
1140	времен года	1	2
1141	своего становления	1	2
1142	самом центре	1	2
1143	этом случае	1	2
1144	и многие	1	2
1145	в границах	1	2
1146	этого целого	1	2
1147	что одна	1	2
1148	существенно связаны	1	2
1149	же явления	1	2
1150	этом он	2	2
1151	связь в	1	2
1152	способность к	2	2
1153	то мы	1	2
1154	смысл этой	2	2
1155	в заключительной	4	2
1156	поэтому оно	1	2
1157	однако не	2	2
1158	теми же	1	2
1159	реальной действительности	1	2
1160	этот веселый	1	2
1161	который как	2	2
1162	с теми	1	2
1163	однако они	1	2
1164	в стороне	1	2
1165	бы быть	2	2
1166	является по	2	2
1167	долгое время	1	2
1168	и высшей	1	2
1169	и я	3	2
1170	в такой	1	2
1171	бы мы	1	2
1172	и таким	1	2
1173	как все	1	2
1174	не все	1	2
1175	завершение в	1	2
1176	выхода в	1	2
1177	с новыми	3	2
1178	веселого карнавального	1	2
1179	о трагическом	1	2
1180	на хуторе	1	2
1181	мы должны	1	2
1182	могли не	1	2
1183	не с	3	2
1184	же амбивалентна	1	2
1185	встреча с	1	2
1186	сосредоточиться на	1	2
1187	или как	1	2
1188	живота и	1	2
1189	статье о	1	2
1190	человеческих отношений	1	2
1191	может показаться	1	2
1192	и иронии	1	2
1193	лицевая сторона	2	2
1194	может и	1	2
1195	что каждая	1	2
1196	в руке	1	2
1197	не можем	1	2
1198	в готовом	2	2
1199	и свободы	1	2
1200	и тематика	1	2
1201	его лице	1	2
1202	выводит за	1	2
1203	случае в	1	2
1204	человеческой жизни	2	2
1205	существенных моментах	1	2
1206	собою все	1	2
1207	обращенное к	1	2
1208	к числу	4	2
1209	происходит как	1	2
1210	одному из	1	2
1211	быть может	1	2
1212	то ли	2	2
1213	а и	4	2
1214	под углом	1	2
1215	большую часть	1	2
1216	по мысли	1	2
1217	все названные	1	2
1218	если он	1	2
1219	том или	1	2
1220	с еще	1	2
1221	дома и	2	2
1222	отличается от	1	2
1223	роль этих	1	2
1224	речь идет	3	2
1225	и носит	1	2
1226	вслед за	1	2
1227	это чисто	1	2
1228	тем в	2	2
1229	полноте и	2	2
1230	первым и	1	2
1231	на таких	1	2
1232	время от	1	2
1233	итальянской комедии	1	2
1234	не должен	2	2
1235	имея в	1	2
1236	и внешнее	1	2
1237	языков в	1	2
1238	его была	1	2
1239	на украине	1	2
1240	подлинное лицо	1	2
1241	в груди	1	2
1242	здравого смысла	1	2
1243	эта система	1	2
1244	этой роли	2	2
1245	и внешней	3	2
1246	не представляется	1	2
1247	этом же	1	2
1248	картину мира	1	2
1249	гораздо более	3	2
1250	в чужой	1	2
1251	на почве	3	2
1252	ее и	1	2
1253	после чего	2	2
1254	чем у	1	2
1255	что такое	1	2
1256	полной мере	3	2
1257	не от	2	2
1258	связывается с	3	2
1259	напомнить что	1	2
1260	из уст	2	2
1261	встречается в	1	2
1262	эта традиция	1	2
1263	этих историй	1	2
1264	существенным моментом	1	2
1265	а только	1	2
1266	наивной и	1	2
1267	которая является	1	2
1268	от окружающих	1	2
1269	и фигура	1	2
1270	стороны с	1	2
1271	это по	3	2
1272	но зато	2	2
1273	в комедии	1	2
1274	чтоб я	1	2
1275	в разрушении	1	2
1276	но без	2	2
1277	жениться и	1	2
1278	это делает	1	2
1279	более широкого	1	2
1280	тем временем	1	2
1281	одновременно в	1	2
1282	смены времен	1	2
1283	и смеховой	1	2
1284	чем свидетельствует	1	2
1285	отношении он	1	2
1286	есть система	1	2
1287	уходит в	1	2
1288	в пространстве	1	2
1289	обращается к	1	2
1290	себе самом	2	2
1291	теперь я	1	2
1292	в состав	2	2
1293	мог он	1	2
1294	я уже	2	2
1295	в столь	1	2
1296	и свою	2	2
1297	вытесненные из	1	2
1298	этих моментов	2	2
1299	же образом	1	2
1300	раз но	1	2
1301	в карнавальную	1	2
1302	кухни и	1	2
1303	однако он	1	2
1304	внутреннюю свободу	2	2
1305	силе и	1	2
1306	уже неоднократно	1	2
1307	к смерти	1	2
1308	культуры к	1	2
