N	2gram	Potebnia_M	PoTuStor
359	есть еще	4	1
360	того насколько	2	1
361	или опасное	1	1
362	в самые	1	1
363	самый предмет	2	1
364	связь с	4	1
365	в своих	2	1
366	мы на	1	1
367	связи с	6	1
368	нам в	1	1
369	на этот	1	1
370	не более	1	1
371	если бы	20	1
372	столь же	8	1
373	оно ни	2	1
374	а во-вторых	1	1
375	сделать некоторые	1	1
376	других отношений	1	1
377	именно оно	1	1
378	не говорит	2	1
379	и сам	1	1
380	от своего	2	1
381	имеет значение	6	1
382	что его	3	1
383	получает возможность	2	1
384	на такой	1	1
385	в сознании	36	1
386	из сознания	3	1
387	это содержание	7	1
388	но эта	3	1
389	вывести из	1	1
390	дело в	1	1
391	собою два	1	1
392	оно есть	4	1
393	и начинается	1	1
394	он может	2	1
395	и столь	1	1
396	есть та	1	1
397	но не	8	1
398	и эта	2	1
399	форму и	1	1
400	быть только	5	1
401	как его	1	1
402	его мысли	1	1
403	развития в	2	1
404	уже совершенно	1	1
405	из того	2	1
406	а то	2	1
407	на другие	7	1
408	из всего	1	1
409	времени и	2	1
410	величиною в	1	1
411	в корне	1	1
412	на другую	1	1
413	бы оно	2	1
414	пор еще	1	1
415	в связи	1	1
416	зависит от	7	1
417	чего оно	1	1
418	потому мы	1	1
419	не подлежит	2	1
420	было до	1	1
421	может стать	3	1
422	что по	4	1
423	одно только	3	1
424	которое достаточно	1	1
425	в порядке	1	1
426	в мире	3	1
427	все же	3	1
428	даже тогда	3	1
429	основано на	1	1
430	и старается	1	1
431	жизни в	1	1
432	том смысле	6	1
433	не что	1	1
434	перейти к	1	1
435	в следующем	1	1
436	как ее	2	1
437	от этого	2	1
438	мы только	2	1
439	на все	3	1
440	не имеет	10	1
441	и со	1	1
442	и могут	1	1
443	как наука	1	1
444	остановимся на	1	1
445	или что	4	1
446	его жизни	2	1
447	выше мы	4	1
448	по его	1	1
449	легче всего	1	1
450	собою в	1	1
451	зависимости от	1	1
452	в себя	1	1
453	это было	3	1
454	влияния на	2	1
455	в немногих	1	1
456	значение как	1	1
457	в душу	1	1
458	со стороны	4	1
459	пока не	2	1
460	идеи и	2	1
461	если ему	2	1
462	на его	4	1
463	словами мы	1	1
464	с другом	1	1
465	в смысле	4	1
466	выводы в	1	1
467	но если	2	1
468	философии но	1	1
469	быть очень	1	1
470	частей тела	1	1
471	полагает что	1	1
472	словами и	1	1
473	деле есть	1	1
474	вовсе не	13	1
475	уже не	11	1
476	к тому	9	1
477	чем бы	1	1
478	не входит	1	1
479	связано с	2	1
480	на одном	2	1
481	а для	1	1
482	что конечно	3	1
483	а вместе	2	1
484	однако не	1	1
485	свое время	1	1
486	а потом	2	1
487	первый взгляд	1	1
488	что эти	3	1
489	рождается не	1	1
490	жизнь человека	1	1
491	наоборот что	2	1
492	нет ничего	2	1
493	ли они	1	1
494	предположить что	4	1
495	достаточно для	1	1
496	его и	1	1
497	искать в	1	1
498	человека в	2	1
499	он был	1	1
500	для его	1	1
501	а с	4	1
502	в данном	3	1
503	и быть	3	1
504	быть объяснены	1	1
505	же с	7	1
506	с бессознательным	1	1
507	вытекает из	2	1
508	существует для	4	1
509	отличается от	1	1
510	только путем	1	1
511	это второе	1	1
512	и такие	1	1
513	вопрос о	2	1
514	далее и	2	1
515	своего рождения	2	1
516	себе все	2	1
517	с первым	1	1
518	они становятся	1	1
519	выделяется и	1	1
520	и т.д	1	1
521	со всех	3	1
522	в самых	1	1
523	сознание это	1	1
524	то и	10	1
525	она не	4	1
526	нескольких образов	1	1
527	близко к	1	1
528	в течение	2	1
529	образ не	2	1
530	в свою	6	1
531	входит в	3	1
532	его не	2	1
533	но даже	3	1
534	того чтобы	5	1
535	одной стороны	4	1
536	не дает	2	1
537	здесь только	4	1
538	то ни	1	1
539	для того	8	1
540	тому как	6	1
541	многих случаях	1	1
542	это только	2	1
543	от содержания	1	1
544	предметов и	1	1
545	явления и	2	1
546	быть не	4	1
547	мыслью о	1	1
548	в ней	11	1
549	у меня	2	1
550	тому с	1	1
551	нашего сознания	1	1
552	определить ее	1	1
553	довести до	1	1
554	не всегда	5	1
555	значение и	1	1
556	кусок дерева	1	1
557	как совокупность	2	1
558	своего происхождения	2	1
559	сам язык	2	1
560	нам для	1	1
561	и действия	2	1
562	от всех	1	1
563	когда он	1	1
564	нам что	1	1
565	на чем	3	1
566	что если	5	1
567	одним словом	3	1
568	к такой	1	1
569	всего на	1	1
570	а не	22	1
571	есть то	3	1
572	к тем	4	1
573	увидим что	2	1
574	стороны формы	2	1
575	из мира	1	1
576	должны быть	3	1
577	в которую	1	1
578	мыслей чувств	1	1
579	и та	5	1
580	хотя в	3	1
581	и что	13	1
582	как он	1	1
583	и об	1	1
584	же что	8	1
585	чем держится	1	1
586	для человека	8	1
587	отношений между	2	1
588	конечно в	1	1
589	ни одно	2	1
590	говоря о	5	1
591	в нашей	1	1
592	на другой	2	1
593	рано или	2	1
594	не следует	6	1
595	к чему	2	1
596	она по	1	1
597	слагаются в	2	1
598	взгляда на	1	1
599	уже и	1	1
600	от того	10	1
601	но вместе	5	1
602	из одного	3	1
603	это может	1	1
604	человека и	8	1
605	сознание или	1	1
606	как один	1	1
607	на первых	2	1
608	мы здесь	1	1
609	входить в	1	1
610	его отношение	1	1
611	нашего взгляда	1	1
612	или наконец	1	1
613	деле мы	1	1
614	на это	4	1
615	с другой	8	1
616	последнее слово	1	1
617	лишь в	2	1
618	на которые	1	1
619	известной степени	1	1
620	некоторое время	3	1
621	ничего общего	2	1
622	я в	1	1
623	что же	3	1
624	как на	6	1
625	на свет	1	1
626	и еще	1	1
627	же самое	3	1
628	каждого из	2	1
629	что здесь	1	1
630	в эту	4	1
631	на наших	1	1
632	без всякого	2	1
633	заметить что	7	1
634	ребенок еще	1	1
635	жизнь как	1	1
636	под ним	2	1
637	к изучению	1	1
638	ее не	4	1
639	однако в	1	1
640	общего с	1	1
641	что для	5	1
642	главным образом	1	1
643	по которой	1	1
644	когда человек	3	1
645	друг другу	2	1
646	той же	6	1
647	бы очень	1	1
648	что есть	3	1
649	которые в	1	1
650	в самую	1	1
651	но нет	2	1
652	бы он	1	1
653	всех сторон	3	1
654	что я	5	1
655	форма и	1	1
656	конечно если	2	1
657	что может	1	1
658	в нашем	1	1
659	ничего но	1	1
660	с этими	1	1
661	во многих	3	1
662	с чем	3	1
663	это отличие	1	1
664	только при	2	1
665	как я	1	1
666	душевных явлений	2	1
667	именно то	2	1
668	в известной	3	1
669	все остальное	1	1
670	с которым	3	1
671	мы обыкновенно	1	1
672	между организмом	1	1
673	же в	3	1
674	необходим для	1	1
675	что она	4	1
676	себя с	1	1
677	каждое из	2	1
678	если они	1	1
679	любви к	1	1
680	деле в	2	1
681	искусства в	1	1
682	в свой	2	1
683	формы и	2	1
684	право на	1	1
685	новые отношения	1	1
686	знаем его	1	1
687	на чувства	2	1
688	происходит только	1	1
689	имеет и	1	1
690	о роли	1	1
691	бы ни	6	1
692	душевная жизнь	1	1
693	по поводу	8	1
694	на место	1	1
695	следует заметить	1	1
696	его к	2	1
697	это значение	1	1
698	сказать о	2	1
699	и внешней	1	1
700	друг с	1	1
701	человек не	4	1
702	это в	2	1
703	или поздно	2	1
704	эти два	1	1
705	к этим	1	1
706	по-видимому совершенно	1	1
707	что иное	1	1
708	мы должны	6	1
709	из него	4	1
710	к ее	1	1
711	что такие	1	1
712	но так	3	1
713	мы еще	1	1
714	тела и	2	1
715	себя в	1	1
716	кажется уже	1	1
717	одного и	2	1
718	тот же	2	1
719	деятельности и	2	1
720	ничего не	1	1
721	иное как	1	1
722	что до	3	1
723	имеет места	1	1
724	человека но	1	1
725	своего развития	1	1
726	единство в	1	1
727	намек на	1	1
728	к нему	7	1
