N	3gram	Propp_Russ	Dialekti
129	совершенно очевидно что	2	1
130	смысл и назначение	1	1
131	на этом основании	1	1
132	во многих отношениях	2	1
133	что сам он	1	1
134	на сцену а	1	1
135	из них в	1	1
136	как например в	1	1
137	одно из них	1	1
138	именно тогда когда	1	1
139	в такой же	1	1
140	и с ней	2	1
141	о том кто	1	1
142	в особенности же	1	1
143	те и другие	1	1
144	но может быть	1	1
145	это не вызывает	1	1
146	бросается в глаза	3	1
147	нас в данном	1	1
148	независимо от того	1	1
149	и таким образом	1	1
150	только одно из	1	1
151	не может считаться	1	1
152	также что в	1	1
153	в отличие от	4	1
154	христа и всей	1	1
155	что бы ни	1	1
156	так и из	1	1
157	не имеет смысла	1	1
158	христа на небо	1	1
159	не только на	3	1
160	связанные с этим	1	1
161	не объясняет ни	1	1
162	но в особенности	1	1
163	как мы уже	2	1
164	а именно с	1	1
165	в природе и	1	1
166	его уже не	1	1
167	несмотря на все	1	1
168	так как только	1	1
169	чем в других	1	1
170	имея в виду	1	1
171	можно найти в	1	1
172	в своем значении	1	1
173	это показывает что	4	1
174	как они не	1	1
175	в этих случаях	1	1
176	в одном из	1	1
177	только одна из	1	1
178	вместе с тем	10	1
179	к нему а	1	1
180	мы еще увидим	1	1
181	как это часто	1	1
182	ни о каких	1	1
183	все что я	1	1
184	но и в	1	1
185	в том чтобы	2	1
186	одна из основных	1	1
187	но она не	1	1
188	т е на	2	1
189	целый год и	1	1
190	а иногда и	4	1
191	в них же	1	1
192	что с ними	1	1
193	кто во что	1	1
194	перед нами как	1	1
195	а следовательно и	1	1
196	виду что все	1	1
197	это время не	1	1
198	в этом и	1	1
199	об этом мы	1	1
200	так чтобы они	1	1
201	а между тем	1	1
202	однако все эти	1	1
203	и в таком	1	1
204	все же не	2	1
205	необходимо иметь в	1	1
206	кроме того в	3	1
207	общего не имеет	1	1
208	ни одна из	2	1
209	что мы имеем	1	1
210	ничего не говорится	1	1
211	с наступлением весны	1	1
212	же с точки	1	1
213	что их не	1	1
214	и что с	1	1
215	так как они	2	1
216	в чем именно	1	1
217	не имеет с	1	1
218	не только потому	1	1
219	во всех этих	1	1
220	в этом случае	9	1
221	что каждый из	2	1
222	которую можно назвать	1	1
223	но тем не	2	1
224	а вместе с	1	1
225	необходимо решить вопрос	1	1
226	с ней и	1	1
227	в первую очередь	1	1
228	том что они	1	1
229	с тем что	1	1
230	как мы увидим	5	1
231	обряд и что	1	1
232	и этого мало	1	1
233	нас к необходимости	1	1
234	привело к тому	2	1
235	она не имеет	1	1
236	сюда же относятся	1	1
237	т д с	1	1
238	на землю на	1	1
239	брать на себя	1	1
240	приводит к тому	1	1
241	что в этом	2	1
242	после того как	3	1
243	в этот день	17	1
244	не могут нас	1	1
