N	3gram	Vinokur_Ku	Problemy
102	по себе и	1	2
103	на этот раз	1	2
104	к тому что	2	2
105	не укладывается в	1	2
106	только то что	1	2
107	а прежде всего	1	2
108	не в силах	1	2
109	т п все	2	2
110	но это не	1	2
111	что в большинстве	1	2
112	в этих случаях	1	2
113	сводится к тому	2	2
114	том и в	1	2
115	он должен быть	2	2
116	этой точки зрения	4	2
117	что же касается	4	2
118	какой бы то	1	2
119	а следовательно и	2	2
120	но все это	1	2
121	себе и не	1	2
122	в лучшем случае	1	2
123	сплошь да рядом	3	2
124	не только в	4	2
125	этого слова и	2	2
126	они ни были	1	2
127	и в том	2	2
128	и в слове	1	2
129	а так как	1	2
130	потому что у	1	2
131	из уст в	1	2
132	в этом последнем	1	2
133	в себе и	1	2
134	что и в	1	2
135	прежде всего в	1	2
136	если бы он	1	2
137	но с другой	1	2
138	так же как	3	1
139	должны были бы	1	1
140	строить свою речь	2	1
141	что в рамках	1	1
142	хотя и с	1	1
143	потому что я	1	1
144	может быть это	1	1
145	сравнению со словом	1	1
146	на этой почве	2	1
147	подходит именно к	1	1
148	с первого же	2	1
149	мысли и идеи	1	1
150	до и после	1	1
151	обстоит дело в	1	1
152	от того кто	1	1
153	несмотря на их	1	1
154	не сделал в	1	1
155	и это определение	1	1
156	ни на минуту	1	1
157	еще один пример	2	1
158	также что все	1	1
159	отношение к слову	1	1
160	что я называю	1	1
161	огромном большинстве случаев	1	1
162	о том как	3	1
163	в этом роде	3	1
164	в каждом из	2	1
165	котором идет речь	2	1
166	по сравнению с	1	1
167	и лишает их	1	1
168	себя самого и	1	1
169	на том же	1	1
170	но не до	1	1
171	самом деле в	1	1
172	что это действительно	1	1
173	в собственном смысле	1	1
174	но уже и	1	1
175	отсюда следует что	2	1
176	мы должны признать	1	1
177	узнает себя в	1	1
178	то что обычно	1	1
179	характер и становится	1	1
180	для себя и	1	1
181	все должно быть	1	1
182	не может уже	1	1
183	не может но	1	1
184	я не люблю	1	1
185	в сущности уже	1	1
186	мы могли бы	1	1
187	идея как принцип	1	1
188	что же? все	1	1
189	не в том	5	1
190	каждом из этих	1	1
191	я не сказал	1	1
192	одно из самых	1	1
193	в строгом смысле	1	1
194	но и с	1	1
195	но даже и	2	1
196	одного и того	2	1
197	так или иначе	3	1
198	значение рядом с	1	1
199	может быть только	2	1
200	и он тоже	2	1
201	первого сына спровадил	1	1
202	но не только	1	1
203	было бы привести	2	1
204	то же слово	1	1
205	здесь действительно не	1	1
206	в него не	1	1
207	и как можно	1	1
208	с полным правом	1	1
209	не потому что	4	1
210	свой предмет как	1	1
211	все более и	1	1
212	наконец еще один	1	1
213	свою речь в	1	1
214	должны признать что	1	1
215	даже и на	1	1
216	когда он является	1	1
217	в первом случае	1	1
218	иметь в виду	1	1
219	потому что он	1	1
220	что она уже	1	1
221	что все эти	2	1
222	него должно быть	1	1
223	но так же	1	1
224	вместо того чтобы	1	1
225	о котором идет	3	1
226	коллектива к которому	1	1
227	что в самом	1	1
228	и вместе с	1	1
229	точно так же	4	1
230	тот случай если	1	1
231	тех или иных	1	1
232	глубокое принципиальное значение	1	1
233	для своего времени	1	1
234	в его собственном	1	1
235	по себе не	1	1
236	здесь как бы	1	1
237	а в том	2	1
238	и у других	1	1
239	в прокрустово ложе	1	1
240	и того же	2	1
241	потому что не	2	1
242	и говорит и	1	1
243	по сравнению со	2	1
244	но уже совсем	1	1
245	в пределах своего	1	1
246	в связи с	4	1
247	до того что	1	1
248	к которому он	1	1
249	что с точки	1	1
250	т п но	1	1
251	п с точки	1	1
252	себе в этом	1	1
253	лицом к лицу	1	1
254	в своей книге	1	1
255	пор еще не	1	1
256	и еще не	1	1
257	на тот случай	1	1
258	всего то что	1	1
259	сих пор еще	1	1
260	это как не	1	1
261	берет на себя	1	1
262	но что же	1	1
263	только может быть	1	1
264	бы до некоторой	1	1
265	себя и для	1	1
266	имеет смысл лишь	1	1
267	может и не	1	1
268	в это слово	1	1
269	совершается в пределах	1	1
270	лишь тогда когда	1	1
271	т е о	2	1
272	собственном смысле слова	1	1
273	т д и	3	1
274	того или иного	5	1
275	но он не	1	1
276	но прежде всего	1	1
277	не только для	1	1
278	сводит его к	1	1
279	в первом и	1	1
280	как свой предмет	1	1
281	прежде всего на	1	1
282	и с этой	2	1
283	в них не	1	1
284	этот основной вопрос	1	1
285	а вместе с	1	1
286	хотя бы до	1	1
287	мере того как	3	1
288	заключается в том	2	1
289	и еще один	2	1
290	и в особенности	1	1
291	т п а	2	1
292	зачем живет такой	1	1
293	так и не	1	1
294	и не потому	1	1
295	том или ином	1	1
296	по мере того	3	1
297	было бы сказать	2	1
298	все это не	3	1
299	между ними и	1	1
300	т п так	2	1
301	и если мы	1	1
302	найдем ни одного	1	1
303	что же делать	1	1
304	т п в	2	1
305	несколько иное чем	1	1
306	несмотря на то	1	1
307	более и более	1	1
308	таким образом в	2	1
309	и здесь возможны	1	1
310	до некоторой степени	1	1
311	и не должен	1	1
312	слово без всякого	1	1
313	может быть не	1	1
314	самом деле это	1	1
315	уже не может	3	1
316	на ту же	1	1
317	то что они	1	1
318	все те же	1	1
319	могли бы сказать	1	1
320	что и это	1	1
321	в противном случае	2	1
322	вовсе еще не	1	1
323	в пределах данного	1	1
324	в которых слово	1	1
325	это еще не	1	1
326	и в частности	1	1
327	т п с	1	1
328	в какой они	1	1
329	член говорящего коллектива	1	1
330	т е как	5	1
331	вопрос о возможности	1	1
332	зависимости от того	1	1
333	устную речь а	1	1
334	мы не знаем	1	1
335	нет и в	1	1
336	и ничего не	1	1
337	да и то	1	1
338	имеем в виду	1	1
339	мы имеем в	1	1
340	до конца и	1	1
341	главным образом в	1	1
342	его романической композиции	1	1
343	так что в	1	1
344	именно в том	2	1
345	не может и	1	1
346	не найдем ни	1	1
347	все эти языковые	1	1
348	и больше всего	1	1
349	но может быть	1	1
350	с ними и	1	1
351	и то что	1	1
352	и все его	1	1
353	тем или иным	1	1
354	уже не в	1	1
355	не могут быть	1	1
356	но кроме того	1	1
357	в огромном большинстве	1	1
358	в нем есть	1	1
359	этого не видел	1	1
360	в виде отдельных	1	1
361	та или иная	1	1
362	по его мнению	1	1
363	все же остается	1	1
364	было бы гораздо	1	1
365	притом не только	1	1
366	с одной стороны	2	1
367	в другом случае	1	1
368	что же такое	1	1
369	все это в	1	1
370	это потому что	1	1
371	но для этого	1	1
372	мысль и речь	1	1
373	также и в	1	1
374	сюда же относится	1	1
375	т е уже	1	1
376	уже само по	1	1
377	но и для	1	1
378	после того как	2	1
379	новые и новые	1	1
380	потому что они	1	1
381	между собою в	1	1
382	себя самого это	1	1
