N	3gram	Potebnia_M	Psycholo
318	что художественное произведение	1	2
319	ли мы вместе	1	2
320	но никак не	2	2
321	действует на нас	2	2
322	того что она	1	2
323	на одном из	1	2
324	и что только	2	2
325	как мы видели	1	2
326	к чувственному образу	2	2
327	упуская из виду	1	2
328	таким образом как	1	2
329	пор пока мы	1	2
330	этого слова и	2	2
331	и в свою	1	2
332	тому что она	1	2
333	в таком виде	1	2
334	то что я	2	2
335	зависят от того	1	2
336	точки зрения и	1	2
337	потому что ни	1	2
338	что не только	1	2
339	к содержанию как	1	2
340	не то ли	1	1
341	вовсе не то	1	1
342	хотел было набрать	1	1
343	не следует чтобы	1	1
344	даже тогда когда	2	1
345	самостоятельное существование и	1	1
346	самих по себе	2	1
347	научной идеи и	1	1
348	а можно только	1	1
349	с тем мы	1	1
350	все одно окно	1	1
351	унесла из сосуда	1	1
352	те же стихии	1	1
353	гораздо сложнее и	1	1
354	нам кажется вполне	1	1
355	кончает тем что	1	1
356	слова а только	1	1
357	одно с другим	1	1
358	можно себе представить	1	1
359	в этом можно	1	1
360	видно уже из	1	1
361	в сущности есть	1	1
362	меня то что	2	1
363	представляющая правосудие содержание	1	1
364	в чем не	1	1
365	почудиться неумолимое стихийно-разрушительное	1	1
366	можем употребить более	1	1
367	такое же значение	1	1
368	одной из этих	1	1
369	невозвратными и с	1	1
370	и тогда когда	1	1
371	тесной связи с	1	1
372	бы самое это	1	1
373	один из них	1	1
374	выдадим его за	1	1
375	буквального смысла а	1	1
376	у нас в	1	1
377	боже друге каже	1	1
378	форма и содержание	1	1
379	так относится к	2	1
380	в ней образ	1	1
381	вопль который вырывается	1	1
382	она есть не	1	1
383	за объективное значение	1	1
384	к миру и	1	1
385	людей и веков	1	1
386	эти два понятия	1	1
387	мы его не	1	1
388	не в большей	1	1
389	заслуга художника не	1	1
390	более обыкновенное выражение	1	1
391	иначе направляет мысль	1	1
392	ее отличие от	1	1
393	но в таком	1	1
394	этом рассказе может	1	1
395	в себе всю	1	1
396	одно за другим	2	1
397	рядом с ними	2	1
398	как увидим ниже	1	1
399	т п хотя	1	1
400	случае когда мы	1	1
401	внешняя форма женщины	1	1
402	не говоря о	2	1
403	по отношению ко	1	1
404	в ту минуту	1	1
405	таким образом это	1	1
406	и далее и	1	1
407	то есть чем	1	1
408	это зависит от	1	1
409	есть для меня	2	1
410	что само по	1	1
411	и во многих	1	1
412	как мы уже	1	1
413	дело вовсе не	1	1
414	есть такая же	2	1
415	каже свитай боже	1	1
416	к другу и	1	1
417	точек зрения и	1	1
418	только в силу	1	1
419	при помощи этого	1	1
420	форму то есть	2	1
421	формы возбуждать самое	1	1
422	то следовало бы	1	1
423	в разговоре с	1	1
424	иначе не было	1	1
425	выражение именно идея	1	1
426	внутреннюю форму и	1	1
427	из которых один	1	1
428	ложно только в	1	1
429	и состоит чтобы	1	1
430	мене зацрни то	1	1
431	содержание скромная загадка	1	1
432	разнообразное содержание скромная	1	1
433	что нельзя же	1	1
434	стихийно-разрушительное действие потока	1	1
435	что каждый человек	1	1
436	не могла бы	2	1
437	а потому и	1	1
438	живут по целым	1	1
439	и в общем	1	1
440	догадаться что он	1	1
441	на это не	1	1
442	в каждом отдельном	1	1
443	и не нужно	1	1
444	употребить более обыкновенное	1	1
445	из них не	2	1
446	виде в каком	1	1
447	если будем рассуждать	1	1
448	у них идет	1	1
449	из предыдущего мы	1	1
450	потому что образ	1	1
451	с этой стороны	2	1
452	но не в	1	1
453	же и в	1	1
454	только один из	2	1
455	получает власть над	1	1
456	бы и в	2	1
457	в переводе на	1	1
458	а не из	1	1
459	образом это мраморная	1	1
460	что даже в	1	1
461	и говорить о	1	1
462	что в действительности	1	1
463	который вырывается из	1	1
464	на разных людей	1	1
465	он сказал саво	1	1
466	т п но	1	1
467	вместе с собою	1	1
468	внешние причины не	1	1
469	столетиям не ради	1	1
470	вызвать мысль об	1	1
471	тем самым мы	1	1
472	неумолимое стихийно-разрушительное действие	1	1
473	в буквальном смысле	2	1
474	с ними в	2	1
475	ради того который	1	1
476	в последних словах	1	1
477	это возможно и	1	1
478	со стороны формы	2	1
479	не прямо а	1	1
480	столь же мало	1	1
481	мы не воспринимаем	1	1
482	скромная загадка одно	1	1
483	объясняется почему создания	1	1
484	заключают в себе	1	1
485	народу то или	1	1
486	по себе то	1	1
487	разуметь под ним	1	1
488	и потому не	1	1
489	из сосуда его	1	1
490	так же ошибочно	1	1
491	без которого в	1	1
492	того что у	1	1
493	того что он	1	1
494	от присоединения к	1	1
495	к тем же	1	1
496	что так как	1	1
497	создания темных людей	1	1
498	при создании а	1	1
499	потому что для	2	1
500	того как мы	1	1
501	и в понимании	1	1
502	его молоко и	1	1
503	самое понятие о	1	1
504	т п и	1	1
505	еще до сих	1	1
506	очевидно что подобные	1	1
507	что и искусство	1	1
508	и если так	1	1
509	так что если	1	1
510	будет ложно только	1	1
511	ради своего буквального	1	1
512	воды из савы	1	1
513	в каждой из	1	1
514	самое разнообразное содержание	1	1
515	в этом заключается	1	1
516	мы знаем только	1	1
517	произведения можем употребить	1	1
518	на мнимую вечность	1	1
519	если мы в	1	1
520	то что по	1	1
521	к поэзии и	1	1
522	затруднений при понимании	1	1
523	мраморная статуя внешняя	1	1
524	а в известной	1	1
525	содержание художественного произведения	1	1
526	загадка одно каже	1	1
527	и весами внутренняя	1	1
528	понимание но очевидно	1	1
529	значение во времена	1	1
530	кажется уже не	1	1
531	сказал саво саво	1	1
532	форма женщины с	1	1
533	в большей части	2	1
534	что тем самым	1	1
535	картины или статуи	1	1
536	в очень редких	1	1
537	потому что его	1	1
538	рассказе может кому-нибудь	1	1
539	еще не было	1	1
540	или понятию вместо	1	1
541	тем и другим	2	1
542	и к тому	1	1
543	в самое произведение	1	1
544	в нас самих	1	1
545	содержание окажется что	1	1
546	скользит по поверхности	1	1
547	него в чашке	1	1
548	молока который был	1	1
549	что по мере	1	1
550	значение загадки а	1	1
551	зависит от того	2	1
552	такое толкование будет	1	1
553	мы не в	2	1
554	в нашем сознании	1	1
555	будем говорить о	1	1
556	по целым столетиям	1	1
557	или что то	1	1
558	думалось ему при	1	1
559	со всех сторон	3	1
560	говорит нам о	1	1
561	того самого что	1	1
562	образ и представление	1	1
563	а с и	2	1
564	молоко и как	1	1
565	будем рассуждать таким	1	1
566	разных слоев народа	1	1
567	а потом уже	1	1
568	мы выдадим его	1	1
569	каже не дай	1	1
570	у нас есть	1	1
571	и веков могут	1	1
572	тесном смысле этого	1	1
573	что в сознании	1	1
574	если признать что	1	1
575	как и теперь	1	1
576	что если бы	3	1
577	потому что нельзя	1	1
578	но опыт показывает	1	1
579	в зависимость от	1	1
580	представление к чувственному	1	1
581	формы в какой	1	1
582	с но и	1	1
583	в тесном смысле	2	1
584	том что и	1	1
585	может быть искусственно	1	1
586	свое художественное значение	1	1
587	то это делается	1	1
588	создании а в	1	1
589	художественного произведения можем	1	1
590	мало того что	1	1
591	что для нас	1	1
592	содержания какое думалось	1	1
593	с мечом и	1	1
594	которые могут быть	1	1
595	личное состояние возбужденное	1	1
596	будто мы не	1	1
597	следа унесла из	1	1
598	как волна без	1	1
599	это мраморная статуя	1	1
600	в чашке как	1	1
601	и мы получим	1	1
602	b а с	1	1
603	в прямой зависимости	1	1
604	без всякого внимания	1	1
605	как он сказал	1	1
606	могут сохранять свое	1	1
607	а слово с	1	1
608	мы можем предположить	2	1
609	политической нравственной научной	1	1
610	что ни одно	2	1
611	и в каждом	1	1
612	так же мало	1	1
613	саво себе не	1	1
614	чувственный образ и	4	1
615	было бы невозможно	3	1
616	оба эти направления	1	1
617	чувства и в	1	1
618	и без него	1	1
619	по себе может	1	1
620	том смысле как	1	1
621	как все это	1	1
622	их если будем	1	1
623	и вслед за	1	1
624	и главным образом	1	1
625	все это в	1	1
626	от нас и	1	1
627	его за объективное	1	1
628	об отношении разных	1	1
629	то это потому	1	1
630	может быть выведено	1	1
631	потому что с	1	1
632	в своем воображении	1	1
633	что мы непосредственно	1	1
634	связанная с ним	1	1
635	мы непосредственно не	1	1
636	не существует для	2	1
637	было бы очень	1	1
638	том что ее	1	1
639	и между тем	2	1
640	волна без следа	1	1
641	нравственной научной идеи	1	1
642	и может стать	1	1
643	если бы не	1	1
644	что разница между	1	1
645	из виду что	2	1
646	новый и глубокий	1	1
647	что у нас	1	1
648	том случае когда	1	1
649	творчества так и	1	1
650	переходя от одного	1	1
651	но очевидно что	1	1
652	свитай боже друге	1	1
653	его душевной жизни	2	1
654	том смысле в	2	1
655	бедняк хотел было	1	1
656	потому что эта	1	1
657	человек не только	1	1
658	одно окно двери	1	1
659	заключать в себе	1	1
660	с нашей точки	1	1
661	было набрать воды	1	1
662	том что его	1	1
663	между тем и	2	1
664	слоев народа к	1	1
665	так сказать от	1	1
666	в то самое	1	1
667	но этого мало	1	1
668	которого в сущности	1	1
669	возбуждать самое разнообразное	1	1
670	его места в	1	1
671	же что и	1	1
672	заботясь о том	2	1
673	и в таком	1	1
674	в этом слове	2	1
675	здесь не только	1	1
676	что оно не	2	1
677	поэзия как и	1	1
678	потому что сами	1	1
679	образа в силе	1	1
680	чувственному образу или	2	1
681	то есть по	1	1
682	того что при	1	1
683	том что как	2	1
684	искусства может быть	1	1
685	в высокой степени	1	1
686	так что в	2	1
687	смысла а ради	1	1
688	в том же	2	1
689	что прежде было	2	1
690	а мене зацрни	1	1
691	сказать и о	1	1
692	в чем состоит	1	1
693	не за наше	1	1
694	зависит от той	1	1
695	в самом художнике	1	1
696	сволок может вызвать	1	1
697	что без нее	1	1
698	опыт показывает что	1	1
699	нельзя представить себе	1	1
700	в сознании мы	2	1
701	столько сколько нужно	1	1
702	что по самой	1	1
703	мы тем самым	3	1
704	сказано только что	1	1
705	потому что чувство	1	1
706	разных людей и	1	1
707	художественное значение во	1	1
708	по тому что	2	1
709	внутренней формы возбуждать	1	1
710	с такими же	1	1
711	развести глоток молока	1	1
712	почему создания темных	1	1
713	что только в	2	1
714	то же слово	2	1
715	бы она не	1	1
716	темных людей и	1	1
717	искусства образ относится	1	1
718	том что художественное	1	1
719	этом можно убедиться	1	1
720	забвением внутренней формы	1	1
721	но и эта	1	1
722	потому что только	1	1
723	он относится к	1	1
724	мечом и весами	1	1
725	художника не в	1	1
726	увеличением затруднений при	1	1
727	в одном слове	1	1
728	применить это к	1	1
729	из груди невозвратными	1	1
730	этих слов иначе	1	1
731	входящее в сознание	1	1
732	могло бы быть	1	1
733	могут быть названы	1	1
734	к одной и	2	1
735	того чтобы при	1	1
736	не само по	1	1
737	в нем так	1	1
738	нашем сознании и	1	1
739	в известной гибкости	1	1
740	как бы он	1	1
741	не могут понять	1	1
742	глоток молока который	1	1
743	этим объясняется почему	1	1
744	этого слова что	1	1
745	в отдельных словах	2	1
746	то или другое	2	1
747	и в других	1	1
748	не может прийти	1	1
749	объективное и субъективное	1	1
750	таким образом те	1	1
751	действие потока мировых	1	1
752	рассуждать таким образом	1	1
753	могут быть выражены	1	1
754	весами внутренняя форма	1	1
755	тем что мы	1	1
756	за наше личное	1	1
757	и проч и	2	1
758	так как при	1	1
759	идеи и такое	1	1
760	произведении искусства образ	1	1
761	а не в	1	1
762	известной гибкости образа	1	1
763	только до тех	2	1
764	правосудие содержание окажется	1	1
765	загадки а не	1	1
766	и в первом	1	1
767	так и во	1	1
768	наше личное состояние	1	1
769	веков могут сохранять	1	1
770	автор а в	1	1
771	саво саво себе	1	1
772	образ есть акт	1	1
773	нем так же	1	1
774	пора когда с	1	1
775	себе а только	1	1
776	незаслуженными потерями легко	1	1
777	в слове представление	1	1
778	заключал в себе	1	1
779	быть не может	2	1
780	во времена высокого	1	1
781	и не иметь	1	1
782	искусства настает пора	1	1
783	и это есть	1	1
784	человек то есть	1	1
785	в нем же	1	1
786	что это и	1	1
787	содержанию как в	1	1
788	без следа унесла	1	1
789	сохранять свое художественное	1	1
790	лиц вопль который	1	1
791	между собою и	2	1
792	и в другой	1	1
793	потерями легко ошибиться	1	1
794	верно потому что	1	1
795	другой стороны чем	1	1
796	очень редких случаях	1	1
797	в глаза что	1	1
798	мысль об отношении	1	1
799	от него но	1	1
800	идеи с одной	1	1
801	как бедняк хотел	1	1
802	но не только	1	1
803	этой жизни в	1	1
804	а ради того	1	1
805	а вместе с	1	1
806	для нас не	1	1
807	как в слове	2	1
808	вместо содержание художественного	1	1
809	каждый из этих	1	1
810	разница только в	1	1
811	нам на то	1	1
812	языка то есть	1	1
813	отношении разных слоев	1	1
814	образу или понятию	1	1
815	что и там	1	1
816	чувственных восприятий и	2	1
817	что подобные рассказы	1	1
818	человек и все	1	1
819	для чего не	1	1
820	смысле то есть	1	1
821	много такого что	1	1
822	женщины с мечом	1	1
823	указывает на другую	1	1
824	жизни и потому	2	1
825	не таким образом	1	1
826	какое думалось ему	1	1
827	не дай боже	1	1
828	рассказе как бедняк	1	1
829	в свое время	1	1
830	что же касается	1	1
831	будет найти их	1	1
832	в область истории	1	1
833	то с чем	1	1
834	и не в	1	1
835	сосуда его молоко	1	1
836	потока мировых событий	1	1
837	значение слова при	1	1
838	по тому как	2	1
839	конечно не в	1	1
840	ближайшее этимологическое значение	1	1
841	и такое толкование	1	1
842	того что мы	2	1
843	же ошибочно как	1	1
844	то есть вне	1	1
845	и в такой	1	1
846	незамысловатом рассказе как	1	1
847	целым столетиям не	1	1
848	тем что у	1	1
849	рассказы живут по	1	1
850	тогда и в	1	1
851	вложен этим объясняется	1	1
852	или как говорит	1	1
853	с увеличением затруднений	1	1
854	силе внутренней формы	1	1
855	читателя или зрителя	1	1
856	прямой зависимости от	1	1
857	вырывается из груди	1	1
858	бы ни было	1	1
859	ему при создании	1	1
860	же значение как	1	1
861	не имели бы	1	1
862	это потому что	2	1
863	своего буквального смысла	1	1
864	в незамысловатом рассказе	1	1
865	восстановить в памяти	1	1
866	то есть от	2	1
867	скажем ли мы	1	1
868	нельзя не согласиться	1	1
869	старались показать что	1	1
870	заключенный в ней	1	1
871	набрать воды из	1	1
872	мнимую вечность искусства	1	1
873	очевидно что если	2	1
874	что в произведении	1	1
875	может кому-нибудь почудиться	1	1
876	в противном случае	1	1
877	может вызвать мысль	1	1
878	слове представление к	1	1
879	для нас это	1	1
880	к сознанию необходимости	1	1
881	образ относится к	1	1
882	почему несмотря на	1	1
883	груди невозвратными и	1	1
884	можно сравнить с	2	1
885	один из его	1	1
886	сразу догадаться что	1	1
887	когда с увеличением	2	1
888	далеко не все	3	1
889	и каждое из	1	1
890	влечет за собою	1	1
891	при этом мы	1	1
892	художественного произведения но	1	1
893	чашке как волна	1	1
894	или наоборот в	1	1
895	объективное значение загадки	1	1
896	мы не знаем	3	1
897	что чем сильнее	1	1
898	когда мы выдадим	1	1
899	а в нас	1	1
900	для меня то	2	1
901	связанное с ним	1	1
902	кому-нибудь почудиться неумолимое	1	1
903	другие столь же	1	1
904	быть выведено из	1	1
905	и сами по	1	1
906	лишним потому что	1	1
907	но что в	1	1
908	тогда когда оно	2	1
909	есть прежде всего	2	1
910	одно каже свитай	1	1
911	но несомненно что	1	1
912	окажется что в	1	1
913	даже для таких	1	1
914	же касается до	1	1
915	который был у	1	1
916	эти понятия не	1	1
917	и с личной	1	1
918	несмотря на мнимую	1	1
919	художественное произведение есть	2	1
920	зацрни то есть	1	1
921	самой по себе	1	1
922	с личной точки	1	1
923	тот способ каким	1	1
924	в такой степени	1	1
925	на первый взгляд	1	1
926	самом деле есть	1	1
927	представить себе что	1	1
928	друге каже не	1	1
929	и в ее	1	1
930	не ради своего	1	1
931	она действительно должна	1	1
932	но только не	1	1
933	всякое понимание есть	1	1
934	одного образа в	1	1
935	понятию вместо содержание	1	1
936	а не за	1	1
937	что даже тогда	2	1
938	найти их если	1	1
939	вечность искусства настает	1	1
940	в силе внутренней	1	1
941	и в произведении	2	1
942	статуя внешняя форма	1	1
943	должны отказаться от	1	1
944	а для того	1	1
945	что должно было	1	1
946	видели в ней	1	1
947	отдельных лиц вопль	1	1
948	гибкости образа в	1	1
949	не принадлежат к	1	1
950	подобные рассказы живут	1	1
951	толкование будет ложно	1	1
952	такой взгляд на	1	1
953	он был бы	1	1
954	человек получает от	1	1
955	из них порознь	1	1
956	и здесь как	1	1
957	тому как мы	1	1
958	этимологическое значение слова	1	1
959	то увидим что	1	1
960	и сволок может	1	1
961	к которым они	1	1
962	что этот образ	2	1
963	настает пора когда	1	1
964	в себе больше	1	1
965	не в силу	1	1
966	слов иначе направляет	1	1
967	может быть названо	1	1
968	каждом шагу в	1	1
969	обыкновенное выражение именно	1	1
