N	2gram	Vygotskiy_	VrazhdaK
162	к автору	1	2
163	никогда не	13	2
164	в особенности	3	1
165	все в	2	1
166	к сожалению	1	1
167	своего рода	1	1
168	в самом	18	1
169	и писатель	1	1
170	во всем	5	1
171	то в	2	1
172	как к	2	1
173	этого и	1	1
174	именно к	2	1
175	так и	6	1
176	близок к	1	1
177	преступления и	1	1
178	что они	7	1
179	в свое	1	1
180	из произведений	1	1
181	в литературе	1	1
182	все что	4	1
183	другой не	1	1
184	для всех	5	1
185	и считает	1	1
186	до сих	8	1
187	сказал что	1	1
188	один из	6	1
189	еще раз	1	1
190	в цель	1	1
191	и этот	3	1
192	которым он	1	1
193	ему в	1	1
194	из которых	5	1
195	приближается к	1	1
196	они не	1	1
197	этот закон	1	1
198	автору и	1	1
199	только что	3	1
200	этот процесс	1	1
201	если в	2	1
202	того как	5	1
203	к этой	2	1
204	собой в	1	1
205	художественные произведения	3	1
206	еще до	1	1
207	с любовью	1	1
208	чем все	1	1
209	мы начали	1	1
210	что уже	1	1
211	произведения это	2	1
212	он как	1	1
213	художником и	1	1
214	не хотел	1	1
215	еще более	2	1
216	творческой фантазии	1	1
217	историю его	1	1
218	предположить что	1	1
219	из всех	4	1
220	же психологической	1	1
221	что это	12	1
222	хотя и	3	1
223	же самому	2	1
224	от нас	1	1
225	а это	1	1
226	и был	1	1
227	он и	1	1
228	и из	7	1
229	в ее	7	1
230	только не	4	1
231	того что	15	1
232	этом он	2	1
233	в другой	3	1
234	говорит о	4	1
235	от этой	2	1
236	в качестве	3	1
237	нас в	2	1
238	него в	2	1
239	не являются	1	1
240	прежде всего	5	1
241	сходятся в	1	1
242	и другими	4	1
243	ее и	2	1
244	разобраться в	1	1
245	роман в	1	1
246	своих собственных	1	1
247	это слово	1	1
248	того который	2	1
249	другой стороны	7	1
250	быть может	2	1
251	можно доказать	1	1
252	нет ничего	1	1
253	себе не	4	1
254	в этих	6	1
255	так не	1	1
256	в их	4	1
257	о своем	1	1
258	все равно	1	1
259	было выдвинуто	1	1
260	а отношение	1	1
261	мы находим	2	1
262	тому же	4	1
263	есть еще	1	1
264	но с	1	1
265	смерти даже	1	1
266	и самые	1	1
267	ко всем	1	1
268	что поэзия	2	1
269	а между	1	1
270	он уже	1	1
271	что ни	2	1
272	в духе	1	1
273	в разные	2	1
274	конечно в	1	1
275	же с	1	1
276	далее он	1	1
277	а о	1	1
278	из двух	1	1
279	и сам	3	1
280	с такими	1	1
281	как по	1	1
282	в одном	4	1
283	их и	1	1
284	людей а	2	1
285	тот кто	2	1
286	во внимание	4	1
287	на нее	1	1
288	следует рассматривать	1	1
289	одном что	1	1
290	еще в	1	1
291	как при	1	1
292	но не	5	1
293	у людей	1	1
294	но вот	1	1
295	в фельетоне	1	1
296	в ту	1	1
297	но для	1	1
298	это сравнение	1	1
299	если это	2	1
300	следует искать	1	1
301	именно в	1	1
302	о смерти	1	1
303	жизни и	5	1
304	такое же	3	1
305	то время	6	1
306	представление о	6	1
307	в таком	5	1
308	героев и	1	1
309	в процессе	7	1
310	нам не	1	1
311	сходство с	3	1
312	в жизни	5	1
313	мы получаем	4	1
314	как говорит	5	1
315	широкое общественное	1	1
316	но ведь	1	1
317	ясно что	22	1
318	как о	1	1
319	также в	1	1
320	имеет никаких	1	1
321	в соответствии	1	1
322	говорить об	1	1
323	этот раз	1	1
324	своей души	1	1
325	такие же	2	1
326	не есть	4	1
327	это время	1	1
328	не дают	1	1
329	одном из	2	1
330	как в	17	1
331	рассказ не	1	1
332	следовательно и	1	1
333	роль в	4	1
334	ли не	2	1
335	по своему	2	1
336	по преимуществу	2	1
337	никто не	1	1
338	что им	1	1
339	но у	1	1
340	между обоими	2	1
341	отличается от	4	1
342	этом романе	1	1
343	его жизни	3	1
344	который не	2	1
345	служит для	1	1
346	в свете	3	1
347	том как	2	1
348	в условиях	1	1
349	это было	1	1
350	из которого	6	1
351	в сторону	1	1
352	мы считаем	2	1
353	в страшной	1	1
354	странности и	1	1
355	что образ	2	1
356	во сне	2	1
357	не имеет	3	1
358	но мы	3	1
359	полагает что	2	1
360	тем не	6	1
361	что тот	3	1
362	под влиянием	4	1
363	что как	1	1
364	сих пор	8	1
365	и вообще	3	1
366	гораздо больше	1	1
367	совершенно прав	2	1
368	иметь никакого	1	1
369	с первого	1	1
370	жизнь и	3	1
371	с этим	7	1
372	во всех	4	1
373	это опять	1	1
374	сам же	1	1
375	во всяком	9	1
376	момент создания	1	1
377	только от	1	1
378	это и	3	1
379	искать в	1	1
380	и довольно	1	1
381	я вижу	1	1
382	то он	1	1
383	и читателю	2	1
384	выражение в	1	1
385	во все	2	1
386	все основания	1	1
387	в полной	1	1
388	его судьбу	1	1
389	она же	1	1
390	было в	1	1
391	знаем о	1	1
392	с конца	2	1
393	не могли	4	1
394	писателя не	1	1
395	мыслей и	3	1
396	к в	1	1
397	что мало	1	1
398	что этот	3	1
399	к источнику	1	1
400	и русской	2	1
401	важно и	1	1
402	которой он	2	1
403	ли это	3	1
404	как пример	1	1
405	и разнообразны	1	1
406	совпадает с	4	1
407	но при	1	1
408	наподобие того	1	1
409	потому что	27	1
410	не знаю	1	1
411	все свои	1	1
412	живет в	2	1
413	это то	1	1
414	также и	2	1
415	одну из	1	1
416	помощью которых	1	1
417	совсем не	3	1
418	только как	3	1
419	человека как	1	1
420	не всегда	2	1
421	из их	2	1
422	в рассказе	1	1
423	тех пор	2	1
424	с помощью	1	1
425	в частности	6	1
426	не будет	4	1
427	одним словом	1	1
428	из своего	1	1
429	нужно было	1	1
430	целым рядом	2	1
431	совпадают с	3	1
432	и их	4	1
433	что эта	4	1
434	одно и	1	1
435	отношении к	3	1
436	не об	1	1
437	хотя в	1	1
438	точно так	6	1
439	как он	4	1
440	и выражение	1	1
441	взглядами и	1	1
442	один раз	1	1
443	не могла	1	1
444	свой роман	1	1
445	из героев	1	1
446	людей и	2	1
447	вслед за	10	1
448	этот факт	1	1
449	периоды его	1	1
450	этом смысле	3	1
451	тем самым	2	1
452	можно найти	1	1
453	от того	6	1
454	к людям	1	1
455	цель которой	1	1
456	эстетический характер	1	1
457	и какая	1	1
458	что из	1	1
459	человека и	3	1
460	в каком	3	1
461	свою очередь	3	1
462	художником в	1	1
463	содержания в	1	1
464	и т.д	1	1
465	идет о	2	1
466	с другой	7	1
467	было бы	14	1
468	же на	1	1
469	что же	4	1
470	я думаю	2	1
471	как на	6	1
472	эпиграфом к	1	1
473	соответствии с	1	1
474	известном смысле	1	1
475	вот ее	1	1
476	ее не	1	1
477	однако в	2	1
478	и никогда	1	1
479	в плане	1	1
480	что для	5	1
481	оба они	1	1
482	бы его	1	1
483	ключ к	1	1
484	той же	9	1
485	заключается в	15	1
486	могут быть	15	1
487	без ответа	1	1
488	он сказал	1	1
489	и отличие	1	1
490	это можно	3	1
491	такая же	1	1
492	до конца	9	1
493	в высшей	1	1
494	к которому	1	1
495	это отношение	2	1
496	во многих	1	1
497	что только	3	1
498	оказывается довольно	1	1
499	только при	4	1
500	в первой	1	1
501	есть по	3	1
502	и от	4	1
503	и есть	5	1
504	роль играет	1	1
505	тем чтобы	2	1
506	что иван	1	1
507	с толстым	1	1
508	во всей	1	1
509	в силу	4	1
510	на этот	2	1
511	это мнение	1	1
512	по крайней	1	1
513	всю жизнь	2	1
514	такой же	9	1
515	систем но	1	1
516	в уме	2	1
517	на губах	1	1
518	но я	1	1
519	идет не	3	1
520	есть все	1	1
521	принимая эту	1	1
522	из этого	5	1
523	этом отношении	7	1
524	хотя он	1	1
525	своим собственным	1	1
526	а следовательно	1	1
527	же это	1	1
528	всяком случае	7	1
529	годам его	1	1
530	конце концов	6	1
531	независимо от	3	1
532	материал и	2	1
533	с ее	3	1
534	революции а	1	1
535	бы в	3	1
536	того же	3	1
537	ни разу	1	1
538	только о	3	1
539	в целом	8	1
540	крайней мере	1	1
541	не должна	1	1
542	свои собственные	1	1
543	едва ли	5	1
544	одного и	2	1
545	и наконец	2	1
546	некоторые черты	1	1
547	в известной	1	1
548	ничего не	4	1
549	вплоть до	3	1
550	что писатель	2	1
551	указанием на	2	1
552	и чувств	1	1
553	и самый	1	1
554	может как	1	1
555	к нему	3	1
556	он оказался	1	1
557	высшей степени	1	1
