N	2gram	Tiupa_Hudo	SlovoVZh
195	общего с	1	2
196	его как	1	2
197	не есть	1	2
198	могут быть	5	2
199	и оценки	1	2
200	значения и	2	2
201	героев и	1	2
202	с другими	5	2
203	до конца	1	2
204	не остается	1	2
205	стороны и	1	2
206	в своем	4	2
207	за его	1	2
208	в какой	2	2
209	имеет место	3	2
210	вместе с	1	2
211	между ними	5	2
212	место в	5	2
213	в зависимости	1	2
214	к его	3	2
215	настоящее время	1	2
216	слушателем в	1	2
217	оценки и	1	2
218	до известной	2	2
219	с его	6	2
220	они ни	1	2
221	себя и	3	2
222	известной степени	3	2
223	бы не	2	2
224	подчеркнуть что	1	2
225	между собой	2	2
226	он не	4	2
227	в условиях	1	2
228	жизни если	1	2
229	в чем	2	2
230	в настоящее	1	2
231	делает его	2	2
232	и совершенно	1	2
233	но мы	1	2
234	частной жизни	2	2
235	едва ли	1	2
236	жизнью и	1	2
237	возможна только	1	2
238	более того	1	2
239	или иным	4	1
240	природу художественной	1	1
241	и мир	1	1
242	ситуации и	1	1
243	в русской	3	1
244	на которую	1	1
245	художественного восприятия	4	1
246	к одному	1	1
247	это на	1	1
248	себе в	1	1
249	в романтизме	1	1
250	именно эту	1	1
251	то в	2	1
252	высказываний которая	1	1
253	одним и	1	1
254	нам не	1	1
255	от него	1	1
256	это и	2	1
257	поэтикой и	1	1
258	что они	1	1
259	этом особенно	1	1
260	автор герой	2	1
261	в искусстве	9	1
262	во всех	3	1
263	фразы в	1	1
264	не является	5	1
265	и политического	2	1
266	а с	2	1
267	лингвистической точки	1	1
268	поэтому не	1	1
269	только к	1	1
270	коем случае	2	1
271	слушателю отводится	1	1
272	это делает	1	1
273	по преимуществу	3	1
274	виду не	3	1
275	общения в	1	1
276	особую притом	1	1
277	и автора	2	1
278	произведения с	1	1
279	автора по	1	1
280	основе своей	2	1
281	на этом	2	1
282	двустороннюю позицию	1	1
283	внехудожественной действительности	1	1
284	в коем	2	1
285	является таким	1	1
286	то есть	26	1
287	но из	1	1
288	притом двустороннюю	1	1
289	до минимума	1	1
290	языка в	4	1
291	стиля в	1	1
292	материала в	2	1
293	художественного высказывания	2	1
294	в лучшем	1	1
295	должно быть	1	1
296	этих моментов	1	1
297	художественно значимым	1	1
298	занимать особую	1	1
299	же этот	1	1
300	это событие	1	1
301	и который	2	1
302	и того	3	1
303	действительно является	1	1
304	что этому	1	1
305	к интонации	1	1
306	свое незаместимое	1	1
307	каким бы	1	1
308	не знают	1	1
309	отношение как	1	1
310	в произведении	3	1
311	она могла	1	1
312	таком понимании	1	1
313	героя в	1	1
314	особого рода	8	1
315	в свою	3	1
316	в значительной	2	1
317	входит в	4	1
318	только и	2	1
319	случае мы	1	1
320	утратит свою	1	1
321	того чтобы	5	1
322	определенным образом	2	1
323	в основе	7	1
324	не должно	1	1
325	и иных	1	1
326	ту же	1	1
327	на основе	2	1
328	в другом	4	1
329	которой сводится	1	1
330	тому как	3	1
331	несмотря на	2	1
332	вопросу о	1	1
333	активную позицию	1	1
334	поле зрения	1	1
335	части и	1	1
336	к общему	1	1
337	во многих	1	1
338	жизненную ситуацию	1	1
339	в индивидуальную	1	1
340	второй план	1	1
341	что это	1	1
342	в противном	2	1
343	хотя и	4	1
344	событии художественного	1	1
345	оно является	1	1
346	так называемые	1	1
347	о чем	3	1
348	точно и	1	1
349	в ее	6	1
350	существенный момент	1	1
351	и тем	4	1
352	и т.п	7	1
353	кажется что	1	1
354	относится не	1	1
355	не требует	1	1
356	проникает в	1	1
357	какой бы	1	1
358	в частности	18	1
359	говорит о	1	1
360	и больше	2	1
361	не как	2	1
362	только отдельные	1	1
363	окружающей его	2	1
364	эта сторона	1	1
365	в качестве	31	1
366	произведение взятое	1	1
367	и некоторые	2	1
368	или иных	2	1
369	значение дело	1	1
370	вступает в	2	1
371	его смысла	1	1
372	этим словом	1	1
373	в одном	3	1
374	в области	8	1
375	одно из	2	1
376	у нас	1	1
377	на которой	1	1
378	что каждый	2	1
379	частности в	1	1
380	вещами и	2	1
381	и делает	1	1
382	бы они	1	1
383	высказывания в	5	1
384	в результате	1	1
385	и это	2	1
386	позицию в	1	1
387	искусства этот	1	1
388	высказывания мы	1	1
389	ни были	1	1
390	в художественно	1	1
391	сводится к	11	1
392	но чтобы	2	1
393	своем значении	1	1
394	не бывает	1	1
395	значительной степени	2	1
396	этом смысле	3	1
397	подобно тому	3	1
398	во времени	4	1
399	том и	2	1
400	далеко не	4	1
401	только то	1	1
402	слова не	2	1
403	не вполне	2	1
404	у него	2	1
405	а этот	1	1
406	не на	5	1
407	в истории	1	1
408	не могут	1	1
409	к кому	1	1
410	же время	7	1
411	не существует	1	1
412	о литературе	3	1
413	особого эстетического	1	1
414	входят в	1	1
415	и общества	1	1
416	у нее	1	1
417	отношения между	1	1
418	еще один	2	1
419	непосредственно к	1	1
420	и последовательное	1	1
421	свою очередь	2	1
422	всей его	2	1
423	в конечном	5	1
424	для иллюстрации	1	1
425	не было	1	1
426	когда мы	1	1
427	связи с	3	1
428	не совпадает	1	1
429	автора с	2	1
430	каждая вещь	1	1
431	читателя и	1	1
432	более или	6	1
433	он еще	1	1
434	между людьми	1	1
435	все то	1	1
436	здесь мы	1	1
437	с ее	6	1
438	общения между	1	1
439	мы понимаем	1	1
440	было бы	1	1
441	не знает	4	1
442	в поэтической	1	1
443	к тому	4	1
444	смысл слова	1	1
445	что можно	3	1
446	в организации	2	1
447	из нее	1	1
448	ведь это	1	1
449	двух других	1	1
450	так называемый	1	1
451	произведения в	1	1
452	его носителя	1	1
453	говорящих и	1	1
454	все моменты	1	1
455	как мы	1	1
456	что она	2	1
457	бытия и	1	1
458	и о	4	1
459	и интонациями	1	1
460	эта позиция	1	1
461	позицию по	1	1
462	что для	1	1
463	если мы	2	1
464	тем же	1	1
465	него не	1	1
466	от всего	1	1
467	именно в	2	1
468	то время	1	1
469	этого события	1	1
470	конечном счете	5	1
471	душевное состояние	1	1
472	искусства как	3	1
473	в таком	3	1
474	оно стало	1	1
475	обратимся к	1	1
476	например в	4	1
477	сама по	2	1
478	тот же	1	1
479	и непосредственное	1	1
480	за пределами	3	1
481	к которому	4	1
482	имеем дело	2	1
483	с которой	1	1
484	это ни	1	1
485	ценностей и	1	1
486	во внутренней	2	1
487	и без	1	1
488	же оно	1	1
489	нигде не	1	1
490	что все	1	1
491	то она	1	1
492	ее внутренней	1	1
493	столь же	2	1
494	том же	1	1
495	есть в	3	1
496	смысла слова	1	1
497	же как	1	1
498	или даже	3	1
499	комнате и	1	1
500	если ее	1	1
501	к пониманию	1	1
502	него но	1	1
503	исходит из	1	1
504	места в	1	1
505	и поступки	1	1
506	в порядке	2	1
507	рядом с	1	1
508	из его	1	1
509	жизни за	1	1
510	момент в	1	1
511	вне произведения	1	1
512	в обычной	1	1
513	при чтении	2	1
514	и прежде	3	1
515	в слове	4	1
516	незаместимое место	1	1
517	как будто	1	1
518	определяет его	1	1
519	в различные	1	1
520	на второй	1	1
521	жизни в	2	1
522	противном случае	2	1
523	тем это	1	1
524	но если	1	1
525	слушателя к	1	1
526	они не	1	1
527	при таком	1	1
528	зрения не	1	1
529	от его	1	1
530	слова как	5	1
531	простым воспроизведением	1	1
532	тех или	2	1
533	нему как	1	1
534	зрения и	1	1
535	теории искусства	1	1
536	значением а	1	1
537	и внешней	3	1
538	творчества он	1	1
539	речи с	1	1
540	по своей	7	1
541	именно эта	1	1
542	должен занимать	1	1
543	и художественного	1	1
544	или иного	4	1
545	может и	1	1
546	отрешиться от	1	1
547	нем по	1	1
548	внешней речи	2	1
549	друг друга	1	1
550	лучшем случае	1	1
551	природой и	1	1
552	к вопросу	1	1
553	для этого	1	1
554	как явление	1	1
555	себе и	1	1
556	искусства в	6	1
557	интонации и	1	1
558	внутренней и	2	1
559	не всегда	2	1
560	на их	1	1
561	чтобы не	2	1
562	в одной	1	1
563	в целом	3	1
564	культуры в	3	1
565	себя в	8	1
566	крайней мере	1	1
567	и становится	1	1
568	или менее	6	1
569	имеет дело	2	1
570	вовсе не	2	1
571	русской литературе	2	1
572	в пространстве	2	1
573	я и	7	1
574	тем более	2	1
575	по крайней	1	1
576	его эстетической	3	1
577	перед нами	1	1
578	включает в	2	1
579	автора на	1	1
580	и другого	1	1
581	речи а	2	1
582	искусства может	2	1
583	не входят	1	1
584	которые в	1	1
585	только для	1	1
586	на них	1	1
587	можно только	1	1
588	с этих	1	1
