N	2gram	Bakhtin_fo	FransuaR
273	не были	4	15
274	говорили что	1	15
275	никто не	2	15
276	из этих	5	15
277	мы еще	5	15
278	с их	2	15
279	от всех	2	15
280	особенно в	3	15
281	и вообще	3	15
282	одно из	3	15
283	почти все	4	15
284	как на	2	15
285	в нашем	3	15
286	рабле мы	2	15
287	еще в	1	15
288	пор еще	1	15
289	в истории	6	15
290	в самой	3	15
291	и питья	15	15
292	в преисподней	1	15
293	страха и	1	15
294	и прежде	4	15
295	и образ	3	14
296	в котором	8	14
297	характер и	8	14
298	в чем	3	14
299	образом в	1	14
300	и по	5	14
301	мы не	4	14
302	в xviii	1	14
303	на них	2	14
304	здесь только	2	14
305	все что	2	14
306	в данном	4	14
307	и он	3	14
308	несмотря на	1	14
309	гротескного образа	1	14
310	в более	2	14
311	по существу	17	14
312	рабле с	1	13
313	и сам	2	13
314	с этим	11	13
315	во все	4	13
316	и еще	3	13
317	что все	4	13
318	рабле дает	2	13
319	его к	2	13
320	в основном	12	13
321	в одной	2	13
322	мира в	6	13
323	о чем	4	13
324	в жизни	6	13
325	на рабле	1	13
326	на этой	4	13
327	одной стороны	3	13
328	здесь нет	3	13
329	подчеркнуть что	1	13
330	не знает	4	13
331	отличие от	3	13
332	в мире	4	13
333	в других	9	13
334	бы в	1	13
335	и есть	3	13
336	в последующих	1	13
337	они и	1	13
338	только на	3	13
339	не на	4	13
340	мир и	2	13
341	образов но	1	13
342	этот процесс	5	13
343	или в	3	13
344	и эта	2	13
345	так в	2	13
346	это было	2	13
347	жизнь и	4	13
348	как он	4	13
349	более того	4	13
350	другой стороны	1	12
351	не был	2	12
352	xviii веке	1	12
353	во всей	3	12
354	те же	5	12
355	вещей и	7	12
356	главным образом	1	12
357	и ее	4	12
358	та же	4	12
359	мы встречаем	3	12
360	жизни в	11	12
361	в новой	1	12
362	начиная с	1	12
363	у нас	2	12
364	раз в	4	12
365	менее всего	2	12
366	другом месте	2	12
367	уже сказали	4	12
368	место в	4	12
369	из всех	1	12
370	этот момент	2	12
371	только для	2	12
372	можно сказать	2	12
373	но этот	1	12
374	здесь с	1	12
375	по своей	1	12
376	и рабле	1	12
377	не могут	4	12
378	образы и	1	12
379	все то	2	12
380	в народной	1	12
381	смерти и	2	12
382	но здесь	1	12
383	лишь в	8	12
384	характер носит	3	12
385	благодаря этому	1	12
386	этих форм	5	12
387	об этом	3	12
388	характерно для	2	12
389	в пределах	8	12
390	зрения на	1	11
391	из самых	3	11
392	уже не	5	11
393	рабле на	2	11
394	что они	3	11
395	в последующие	5	11
396	гротескных образов	1	11
397	той или	3	11
398	и что	1	11
399	она была	1	11
400	в общем	1	11
401	и самый	3	11
402	i гл	12	11
403	в течение	2	11
404	наконец в	2	11
405	в отличие	3	11
406	эпохи возрождения	2	11
407	на фоне	3	11
408	и т.д	2	11
409	телесной жизни	2	11
410	культуры в	1	11
411	момент в	2	11
412	четвертой книги	5	11
413	были в	2	11
414	время в	7	11
415	кн i	13	11
416	очень часто	1	11
417	в системе	1	11
418	и миром	1	11
419	это уже	1	11
420	и так	2	11
421	с ними	1	11
422	и более	3	11
423	слова и	4	11
424	и нового	1	11
425	мировой литературе	2	11
426	ни с	3	11
427	формы и	4	11
428	между собою	1	11
429	в заключение	1	11
430	целый ряд	2	10
431	существенное значение	1	10
432	по отношению	3	10
433	на котором	2	10
434	все его	7	10
435	на земле	2	10
436	его как	1	10
437	до наших	2	10
438	и они	4	10
439	да и	4	10
440	но оно	2	10
441	в главе	3	10
442	в таких	2	10
443	данном случае	2	10
444	наших дней	1	10
445	человека и	15	10
446	или иной	4	10
447	конце концов	1	10
448	новое и	5	10
449	для всех	3	10
450	существенное отношение	1	10
451	нас в	3	10
452	где они	1	10
453	там же	1	10
454	к тому	6	10
455	на этот	1	10
456	значительной степени	1	10
457	по преимуществу	4	10
458	в изображении	1	10
459	здесь как	3	10
460	выражение в	3	10
461	ту же	4	10
462	были связаны	1	10
463	мы здесь	1	10
464	в доме	1	10
465	мы остановимся	1	10
466	образом и	2	10
467	громадную роль	2	10
468	в процессе	4	10
469	он хочет	1	10
470	им в	1	10
471	еще вернемся	3	10
472	выходит за	1	10
473	сочетается с	3	10
474	эпохи и	1	10
475	в целом	2	10
476	был и	1	9
477	здесь же	2	9
478	в разных	6	9
479	характер в	2	9
480	т.п в	1	9
481	в основу	3	9
482	для этой	1	9
483	рабле все	1	9
484	этой же	1	9
485	пародии на	1	9
486	как это	2	9
487	в тех	1	9
488	значение и	7	9
489	роль играет	1	9
490	весь этот	1	9
491	рабле так	1	9
492	но на	4	9
493	в которых	4	9
494	именно на	1	9
495	до известной	1	9
496	в мировой	2	9
497	ведь это	2	9
498	и со	1	9
499	это как	1	9
500	из древнейших	1	9
501	же в	6	9
502	романа в	7	9
503	что на	3	9
504	вплоть до	3	9
505	говорит о	1	9
506	время это	1	9
507	к времени	1	9
508	эпоху возрождения	3	9
509	вполне понятно	4	9
510	отношения к	7	9
511	к жизни	2	9
512	но как	1	9
513	мы можем	2	9
514	и возрождения	1	9
515	еды питья	1	9
516	же характер	1	9
517	но дело	2	9
518	правда не	2	9
519	не имеет	5	9
520	и были	2	9
521	на землю	2	9
522	известной степени	1	9
523	том же	4	9
524	во рту	6	9
525	на время	1	9
526	и то	5	9
527	в формах	1	9
528	для нас	2	9
529	но конечно	3	9
530	первый план	2	9
531	эти формы	2	9
532	конечно в	1	9
533	отношению к	5	9
534	что не	3	9
535	со всем	1	8
536	с этой	3	8
537	образы эти	1	8
538	следовательно и	3	8
539	на первый	2	8
540	и выражений	1	8
541	понятно что	4	8
542	но эти	4	8
543	в этот	5	8
544	людей и	2	8
545	и те	4	8
546	в другое	1	8
547	всего в	4	8
548	переходим к	1	8
549	xviii века	3	8
550	одном из	1	8
551	от этого	4	8
552	под влиянием	1	8
553	др в	2	8
554	в него	2	8
555	гаргантюа в	1	8
556	оно было	3	8
557	и при	1	8
558	последующих веков	1	8
559	с тем	5	8
560	то время	4	8
561	в совершенно	3	8
562	значение в	5	8
563	для нового	2	8
564	это был	1	8
565	сам он	1	8
566	он как	1	8
567	но эта	5	8
568	на одном	1	8
569	борьба с	3	8
570	человека с	1	8
571	особый характер	1	8
572	рабле здесь	1	8
573	включает в	1	8
574	мы сказали	1	8
575	от него	1	8
576	как они	1	8
577	всякого рода	3	8
578	перестает быть	1	8
579	мы увидим	2	8
580	всего этого	3	8
581	по поводу	1	8
582	где все	1	8
583	свободу и	1	8
584	тому же	2	8
585	распространены в	2	8
586	так что	4	8
587	здесь мы	4	8
588	и ни	1	8
589	третьей книги	4	8
590	в это	5	8
591	протяжении всего	2	8
592	как о	1	8
593	если бы	6	8
594	здесь дается	3	8
595	это очень	1	8
596	смерти в	3	8
597	самой жизни	1	8
598	и символов	1	8
599	этой традиции	1	8
600	с самого	3	8
601	еда питье	1	8
602	и почти	2	8
603	почти полностью	1	8
604	дело не	1	8
605	ведь и	1	8
606	его целом	2	8
607	нуждается в	1	8
608	в эти	1	8
609	кн iv	8	7
610	же и	2	7
611	площади и	1	7
612	не как	2	7
613	новое время	1	7
614	во всяком	5	7
615	времени в	14	7
616	себе и	4	7
617	к ним	3	7
618	на него	1	7
619	от них	1	7
620	точка зрения	4	7
621	на том	1	7
622	xvii и	1	7
623	связанный с	1	7
624	мы говорили	3	7
625	есть здесь	1	7
626	здесь на	5	7
627	и та	2	7
628	и несколько	2	7
629	мы будем	5	7
630	связи и	1	7
631	большую роль	4	7
632	таковы основные	1	7
633	интерес к	1	7
634	последующие века	1	7
635	весь роман	2	7
636	нет ничего	4	7
637	литературы в	3	7
638	нет и	4	7
639	только с	1	7
640	мир в	6	7
641	нас не	1	7
642	где он	2	7
643	особое значение	2	7
644	них и	2	7
645	в виде	1	7
646	всего романа	2	7
647	между вещами	3	7
648	но она	2	7
649	и очень	1	7
650	по всему	3	7
651	в некоторых	4	7
652	жить и	1	7
653	что значит	1	7
654	в различных	2	7
655	представление о	1	7
656	правда в	2	7
657	что по	1	7
658	притом в	1	7
659	здесь он	1	7
660	тела как	1	7
661	значительной мере	2	7
662	вино и	1	7
663	и оценки	1	7
664	играют в	1	7
665	только во	1	7
666	у лукиана	1	7
667	себя в	2	7
668	но его	1	7
669	и всей	2	7
670	в состоянии	1	7
671	узком смысле	1	7
672	и этим	2	7
673	в средневековом	1	7
674	всех его	2	7
675	как его	3	7
676	так много	1	7
677	всеми его	3	7
678	и вещей	3	7
679	эти моменты	3	7
680	в париже	1	7
681	смех не	1	7
682	в целях	1	7
683	в таком	4	7
684	в новое	4	7
685	которые были	1	7
686	а как	3	7
687	и за	1	7
688	был бы	3	7
689	характер этого	1	7
690	из которых	1	7
691	том как	2	7
692	отчасти и	4	7
693	наконец и	4	7
694	к себе	8	7
695	характер это	3	7
696	в настоящее	1	7
697	точку зрения	3	7
698	носит и	1	7
699	а на	1	7
700	жизни это	2	7
701	здесь все	2	7
702	есть только	2	7
703	к концу	3	7
704	должен быть	2	7
705	iv гл	7	7
706	к третьей	2	7
707	в свою	2	7
708	на всю	1	7
709	по этому	2	7
710	и всего	2	6
711	мы наблюдаем	2	6
712	в центре	2	6
713	во времени	6	6
714	и был	1	6
715	не столько	2	6
716	позднего средневековья	1	6
717	жизнь в	2	6
718	в один	2	6
719	и перед	1	6
720	было в	2	6
721	не могли	3	6
722	хотя бы	2	6
723	имеем в	3	6
724	вещами и	3	6
725	уже и	1	6
726	себе в	1	6
727	свою очередь	1	6
728	далеки от	1	6
729	поэтому все	3	6
730	руки и	1	6
731	находится в	3	6
732	и телесной	1	6
733	для своего	2	6
734	является и	1	6
735	веке в	1	6
736	они как	2	6
737	и питье	1	6
738	и следовательно	5	6
739	и влияние	1	6
740	в народном	1	6
741	ведь в	1	6
742	и тот	2	6
743	например у	4	6
744	и глубоко	1	6
745	в какой-то	4	6
746	на небе	1	6
747	смысле слова	4	6
748	в корне	2	6
749	для них	3	6
750	и самая	2	6
751	пантагрюэля в	1	6
752	и явлениями	1	6
753	его и	2	6
754	то он	1	6
755	еще один	1	6
756	тем же	3	6
757	у них	4	6
758	смерть и	1	6
759	как у	2	6
760	и пр	2	6
761	очень характерно	2	6
762	он становится	2	6
763	или даже	1	6
764	xx века	1	6
765	здесь еще	5	6
766	начала в	1	6
767	во многом	2	6
768	которые в	2	6
769	в будущее	1	6
770	происходит в	2	6
771	за счет	2	6
772	иной форме	1	6
773	тех кто	1	6
774	исторического развития	1	6
775	и которые	1	6
776	но по	2	6
777	от всего	1	6
778	его на	3	6
779	божественной бутылки	1	6
780	и слово	1	6
781	его эпохи	1	6
782	на вертеле	2	6
783	и такие	1	6
784	представления о	1	6
785	говорить о	1	6
786	самого начала	3	6
787	до того	1	6
788	жизни как	2	6
789	как я	1	6
790	преимущественно в	1	6
791	литературе и	1	6
792	между прочим	1	6
793	его образов	1	6
794	его развития	1	6
795	картины мира	2	6
796	в землю	1	6
797	могут быть	7	6
798	можно только	2	6
799	переходит в	1	6
800	святых и	1	6
801	это время	8	6
802	и шире	2	6
803	важное значение	3	6
804	совершенно не	3	6
805	тех же	2	6
806	роста и	1	6
807	всего существующего	2	6
808	времени с	3	6
809	что здесь	2	6
810	пародия на	1	6
811	он может	1	6
812	этого слова	2	6
813	друг друга	3	6
814	события и	1	6
815	принадлежит к	4	6
816	от мира	1	6
817	веселый и	1	6
818	всего мира	1	6
819	ее в	2	6
820	в обычном	1	6
821	очень много	1	6
822	как она	3	6
823	идеологии и	1	6
824	в новом	1	6
825	миром и	1	6
826	в искусстве	1	6
827	входит в	3	6
828	и обратно	1	6
829	в xix	1	6
830	свое значение	1	6
831	со своими	1	6
832	него и	1	6
833	таким же	1	6
834	эта правда	1	5
835	реальное будущее	1	5
836	с собой	2	5
837	елисейских полях	2	5
838	в числе	1	5
839	к самому	1	5
840	сливается с	1	5
841	и отчасти	1	5
842	едва не	1	5
843	раз и	3	5
844	отсюда и	3	5
845	всем этим	4	5
846	в риме	1	5
847	в строгом	2	5
848	он так	2	5
849	для всей	1	5
850	жизни с	2	5
851	были глубоко	1	5
852	все в	3	5
853	выступает с	1	5
854	характер он	1	5
855	и официальной	1	5
856	с гротескным	1	5
857	быть только	4	5
858	проявляется в	1	5
859	с другими	3	5
860	у этого	1	5
861	чем в	3	5
862	а за	1	5
863	еда и	1	5
864	дано в	1	5
865	необходимости и	1	5
866	на волю	1	5
867	в ряду	2	5
868	нашей эры	2	5
869	из одного	1	5
870	смысл и	1	5
871	и речи	6	5
872	рту пантагрюэля	4	5
873	за свои	1	5
874	из него	1	5
875	не могла	2	5
876	почти всегда	2	5
877	в историческом	2	5
878	на место	1	5
879	который был	1	5
880	одного и	6	5
881	и самое	5	5
882	и момент	3	5
883	тогда когда	2	5
884	и дает	3	5
885	бы не	1	5
886	сравнению с	3	5
887	на основе	5	5
888	по сравнению	3	5
889	и целый	1	5
890	каждый из	2	5
891	но мы	1	5
892	в описании	1	5
893	значение имеет	2	5
894	носит чисто	1	5
895	и искусства	1	5
896	но прежде	1	5
897	раблезианского мира	1	5
898	мы имеем	2	5
899	к первой	1	5
900	преисподнюю и	1	5
901	у всех	1	5
902	неразрывно связаны	1	5
903	слово в	1	5
904	и человеческой	1	5
905	тем более	4	5
906	имен и	1	5
907	есть не	4	5
908	оказывается что	2	5
909	же самое	2	5
910	на то	1	5
911	которой мы	1	5
912	дело здесь	2	5
913	что было	6	5
914	находим в	1	5
915	видели в	1	5
916	на эти	1	5
917	что дело	1	5
918	в средневековой	2	5
919	и исторического	3	5
920	и стал	2	5
921	в кн	1	5
922	в аду	1	5
923	нами выше	1	5
924	имеет в	2	5
925	но уже	1	5
926	не вполне	1	5
927	сила и	2	5
928	были чрезвычайно	1	5
929	с этими	2	5
930	входят в	2	5
931	тут же	1	5
932	а следовательно	4	5
933	друг с	5	5
934	смысле но	2	5
935	больше чем	1	5
936	то в	2	5
937	и весь	2	5
938	от его	1	5
939	должно быть	6	5
940	в произведении	1	5
941	притом не	1	5
942	этот мир	2	5
943	и сама	1	5
944	всего необходимо	4	5
945	в несколько	1	5
946	между этими	4	5
947	связан и	1	5
948	же как	2	5
949	и вещи	2	5
950	в глубины	1	5
951	он сам	2	5
952	мире и	3	5
953	для его	1	5
954	вообще в	1	5
955	совсем не	4	5
956	всех других	1	5
957	уже указывали	4	5
958	панурга о	2	5
959	все вещи	1	5
960	на отдельные	1	5
961	форм в	2	5
962	независимо от	1	5
963	но одновременно	1	5
964	во втором	2	5
965	человеческое тело	6	5
966	говорить в	1	5
967	должна быть	1	5
968	мы в	1	5
969	возрождения и	1	5
970	от их	1	5
971	так называемый	2	5
972	реализма и	1	5
973	говорили о	1	5
974	своей жизни	6	5
975	себя и	6	5
976	не является	4	5
977	образы у	1	5
978	автора и	4	5
979	эти произведения	1	5
980	нем не	3	5
981	если мы	2	5
982	с нею	2	5
983	всяком случае	1	5
984	с исключительной	3	5
985	ему в	3	5
986	своему существу	2	5
987	ничем не	1	5
988	мире в	1	5
989	видеть в	1	5
990	бы и	1	5
991	образов у	1	5
992	в елисейских	2	5
993	места в	2	5
994	вообще не	4	5
995	словом и	2	5
996	что мы	2	5
997	к своему	2	5
998	нисколько не	1	5
999	с другом	5	5
1000	по его	1	5
1001	без всякой	1	5
1002	человека в	22	5
1003	исторического времени	7	5
1004	когда он	1	5
1005	в человеческом	2	5
1006	стороны и	2	5
1007	вступают в	3	5
1008	и только	3	5
1009	не к	2	5
1010	разобранных нами	1	4
1011	народной площади	1	4
1012	до него	1	4
1013	они также	1	4
1014	вещи и	3	4
1015	его от	3	4
1016	я не	1	4
1017	и само	1	4
1018	и судьбы	1	4
1019	все моменты	2	4
1020	при анализе	1	4
1021	к этой	1	4
1022	в телесный	3	4
1023	гл i	1	4
1024	ни одного	1	4
1025	они дают	1	4
1026	с такою	3	4
1027	которого они	1	4
1028	места для	2	4
1029	нигде не	1	4
1030	века но	1	4
1031	что даже	2	4
1032	специфический характер	2	4
1033	и обряды	1	4
1034	с более	1	4
1035	время и	4	4
1036	и особые	2	4
1037	внимание на	2	4
1038	нет места	1	4
1039	увидим дальше	1	4
1040	что самая	1	4
1041	прямое и	1	4
1042	картине мира	1	4
1043	природу и	1	4
1044	и некоторые	1	4
1045	в день	1	4
1046	но для	2	4
1047	о загробном	1	4
1048	романе и	7	4
1049	эти три	1	4
1050	вернемся в	3	4
1051	путь в	2	4
1052	особенности в	2	4
1053	о которых	1	4
1054	действительности и	1	4
1055	в каждом	2	4
1056	что во	1	4
1057	аспекте в	1	4
1058	уже к	1	4
1059	одно и	4	4
1060	этот вопрос	1	4
1061	питья и	3	4
1062	когда они	1	4
1063	хлеб и	1	4
1064	них не	2	4
1065	определяющее влияние	1	4
1066	время он	1	4
1067	бы ни	1	4
1068	чтобы не	1	4
1069	в самый	1	4
1070	если в	1	4
1071	он только	2	4
1072	рабле вовсе	1	4
1073	и символы	1	4
1074	все формы	1	4
1075	преисподнюю в	1	4
1076	мира он	1	4
1077	оно не	3	4
1078	то на	1	4
1079	самим собой	2	4
1080	строгом смысле	2	4
1081	их и	3	4
1082	переплетается с	1	4
1083	есть нечто	1	4
1084	влияния на	2	4
1085	и вино	1	4
1086	в словах	1	4
1087	есть на	1	4
1088	при всех	1	4
1089	в те	1	4
1090	это самое	1	4
1091	не входит	2	4
1092	веселым и	1	4
1093	в очень	1	4
1094	был также	1	4
1095	человеческого рода	1	4
1096	женщины и	1	4
1097	описание карнавала	1	4
1098	и больше	1	4
1099	и различные	1	4
1100	о таких	1	4
1101	образ и	1	4
1102	не совсем	1	4
1103	и роста	1	4
1104	этого времени	2	4
1105	это вовсе	1	4
1106	это произведение	1	4
1107	при изображении	4	4
1108	он должен	2	4
1109	особенности на	1	4
1110	всего того	3	4
1111	ее на	1	4
1112	романа но	5	4
1113	картина мира	2	4
1114	и смысл	2	4
1115	в организации	1	4
1116	имеется в	1	4
1117	только и	5	4
1118	короля и	1	4
1119	и внутреннее	3	4
1120	возвращается к	1	4
1121	одну из	2	4
1122	дошедших до	1	4
1123	и времени	9	4
1124	при всем	1	4
1125	существенное место	1	4
1126	к ней	2	4
1127	в античной	1	4
1128	общества и	1	4
1129	здесь они	3	4
1130	животных и	2	4
1131	не осталось	2	4
1132	меньше чем	1	4
1133	которая была	1	4
1134	мы и	4	4
1135	наконец они	1	4
1136	дело с	1	4
1137	чрезвычайно распространены	1	4
1138	поэтому они	1	4
1139	что человек	1	4
1140	нами в	1	4
1141	по себе	3	4
1142	и xviii	1	4
1143	в борьбе	2	4
1144	и связанные	1	4
1145	разобранные нами	1	4
1146	и бытовые	1	4
1147	стороны в	1	4
1148	гл xvii	1	4
1149	если кто	2	4
1150	становления в	2	4
1151	существенное влияние	1	4
1152	различные формы	1	4
1153	что этот	1	4
1154	которой он	3	4
1155	чувствует себя	5	4
1156	в античном	6	4
1157	которых мы	1	4
1158	с рабле	1	4
1159	поэтому образы	1	4
1160	связь между	2	4
1161	этого мира	5	4
1162	самом начале	1	4
1163	особо отметить	1	4
1164	сохраняется в	2	4
1165	в фабльо	1	4
1166	на свет	4	4
1167	и становится	2	4
1168	преисподней в	1	4
1169	она и	1	4
1170	в стадии	1	4
1171	еще довольно	1	4
1172	большой литературы	1	4
1173	и притом	1	4
1174	все разобранные	1	4
1175	учение о	1	4
1176	также в	1	4
1177	есть именно	2	4
1178	удельный вес	2	4
1179	его жизни	11	4
1180	точек зрения	1	4
1181	в смысле	5	4
1182	но к	2	4
1183	в уста	2	4
1184	оно ни	1	4
1185	к образу	1	4
1186	так называемые	1	4
1187	и тем	1	4
1188	все основные	3	4
1189	за ними	3	4
1190	времен и	1	4
1191	не по	1	4
1192	в фольклоре	2	4
1193	нашего анализа	2	4
1194	друг другу	4	4
1195	всех сторон	2	4
1196	здесь также	2	4
1197	же мы	1	4
1198	свободной и	1	4
1199	домашнего обихода	1	4
1200	народа в	1	4
1201	можно видеть	1	4
1202	свою жизнь	1	4
1203	о которой	1	4
1204	утверждает что	2	4
1205	самый характер	1	4
1206	борьбы с	1	4
1207	это есть	1	4
1208	в прошлое	1	4
1209	с мотивом	3	4
1210	неразрывном единстве	1	4
1211	о своей	2	4
1212	все события	1	4
1213	явления как	1	4
1214	и человека	1	4
1215	состоит из	1	4
1216	дело идет	2	4
1217	основные моменты	1	4
1218	при описании	2	4
1219	со всех	2	4
1220	связь этих	1	4
1221	не должно	1	4
1222	явления и	2	4
1223	пространстве и	5	4
1224	с телом	2	4
1225	всего на	1	4
1226	что уже	1	4
1227	не могло	5	4
1228	значение для	3	4
1229	этой игры	1	4
1230	продолжают жить	1	4
1231	и пантагрюэль	1	4
1232	здесь от	1	4
1233	фабльо и	1	4
1234	и своего	1	4
1235	и быта	1	4
1236	эти последние	1	4
1237	громадное значение	5	4
1238	и пьянства	5	4
1239	характерное для	2	4
1240	путешествие пантагрюэля	1	4
1241	он утрачивает	1	4
1242	из этой	1	4
1243	где нет	1	4
1244	ряд других	1	4
1245	и средневековой	1	4
1246	игра с	4	4
1247	такое же	1	4
1248	образом все	1	4
1249	по ту	2	4
1250	литературу и	2	4
1251	единство и	1	4
1252	целого и	2	4
1253	время уже	1	4
1254	же к	1	4
1255	далее рабле	1	4
1256	быть и	4	4
1257	что касается	1	4
1258	говоря о	1	4
1259	что из	1	4
1260	в отдельности	1	4
1261	тела с	1	4
1262	явлениями и	1	4
1263	этому вопросу	2	4
1264	особенно у	1	4
1265	с которой	2	3
1266	у скаррона	1	3
1267	широко и	1	3
1268	типа как	1	3
1269	никаких сомнений	1	3
1270	и люди	1	3
1271	xix и	2	3
1272	говорили в	1	3
1273	он видит	1	3
1274	и получает	1	3
1275	роман в	6	3
1276	это тот	1	3
1277	характера но	2	3
1278	как об	1	3
1279	почти ничего	1	3
1280	прямо сказать	2	3
1281	или на	1	3
1282	приобретает характер	1	3
1283	похож на	3	3
1284	можно прямо	2	3
1285	но когда	2	3
1286	где она	2	3
1287	в изобилии	1	3
1288	функций в	1	3
1289	его здесь	1	3
1290	и назвали	1	3
1291	только благодаря	1	3
1292	себе все	1	3
1293	от целого	1	3
1294	два момента	1	3
1295	неотделимы от	1	3
1296	особенности же	1	3
1297	монастырский виноградник	1	3
