N	2gram	Propp_Isto	EvropaiE
319	но тем	2	1
320	дает нам	3	1
321	и другие	10	1
322	нет ли	1	1
323	видели в	1	1
324	в мировом	1	1
325	которую они	1	1
326	что наряду	1	1
327	в свое	3	1
328	они должны	3	1
329	находятся в	1	1
330	действительно ли	2	1
331	все что	4	1
332	видели что	4	1
333	ее и	2	1
334	или наоборот	2	1
335	а другие	1	1
336	в состав	1	1
337	более высокой	1	1
338	в более	3	1
339	что оно	1	1
340	к другу	1	1
341	один из	7	1
342	та же	5	1
343	земель и	1	1
344	религии и	1	1
345	она и	3	1
346	мир в	1	1
347	как таковой	1	1
348	нельзя сказать	1	1
349	указание что	2	1
350	и было	1	1
351	на тех	1	1
352	имело место	1	1
353	на вопрос	5	1
354	и всей	1	1
355	но из	1	1
356	они являются	1	1
357	также что	1	1
358	из более	1	1
359	на западе	2	1
360	указать на	1	1
361	должно быть	1	1
362	к этой	2	1
363	имеют в	1	1
364	за исключением	1	1
365	от нее	2	1
366	уже в	4	1
367	например в	6	1
368	был бы	1	1
369	в жизни	2	1
370	в угоду	1	1
371	с такой	1	1
372	в состоянии	4	1
373	для себя	1	1
374	или это	2	1
375	железа и	1	1
376	сказать чтобы	1	1
377	мы знаем	4	1
378	время не	1	1
379	дело с	2	1
380	большую роль	1	1
381	и далее	1	1
382	при этом	7	1
383	народы не	1	1
384	сказать даже	1	1
385	установить что	2	1
386	бы на	1	1
387	для возникновения	1	1
388	в разных	1	1
389	с ним	9	1
390	тем как	1	1
391	кроме того	6	1
392	связанное с	1	1
393	что при	3	1
394	через некоторое	1	1
395	с некоторым	1	1
396	своем пути	2	1
397	это обстоятельство	2	1
398	имеет значения	1	1
399	он на	3	1
400	не как	1	1
401	а затем	1	1
402	способность к	2	1
403	такое толкование	1	1
404	или почти	1	1
405	с природой	1	1
406	к выводу	1	1
407	со своим	4	1
408	у нас	4	1
409	может развиться	1	1
410	когда его	1	1
411	борьбы с	1	1
412	нами в	2	1
413	это есть	1	1
414	смысле этого	1	1
415	как нечто	1	1
416	приходит к	4	1
417	в третьем	1	1
418	что между	4	1
419	качестве примера	1	1
420	мы находим	1	1
421	в ином	18	1
422	тому же	1	1
423	она никогда	1	1
424	другие более	1	1
425	небесный свод	1	1
426	однако не	1	1
427	также на	1	1
428	а на	2	1
429	связь с	7	1
430	оно не	2	1
431	страх перед	1	1
432	как они	1	1
433	не было	3	1
434	связи с	3	1
435	если не	4	1
436	более или	3	1
437	воспринимается как	1	1
438	не представляется	1	1
439	живет и	1	1
440	не о	1	1
441	но все	5	1
442	именно и	1	1
443	крови и	1	1
444	и сам	3	1
445	или иначе	2	1
446	как по	1	1
447	с ней	4	1
448	это один	1	1
449	что его	2	1
450	но совершенно	1	1
451	и где	1	1
452	что за	3	1
453	это мы	1	1
454	мысль о	1	1
455	по отношению	3	1
456	некоторых случаях	2	1
457	в силах	1	1
458	что не	3	1
459	как его	2	1
460	в ту	1	1
461	вхождения в	1	1
462	и другое	4	1
463	или на	1	1
464	же следует	1	1
465	из всего	3	1
466	и продолжает	1	1
467	то время	4	1
468	сводится к	3	1
469	историческое явление	2	1
470	только путем	1	1
471	другую сторону	1	1
472	принадлежат к	1	1
473	этого можно	1	1
474	рядом с	1	1
475	можно назвать	1	1
476	тому что	2	1
477	в ряде	1	1
478	развития но	1	1
479	еще далеко	1	1
480	на другую	2	1
481	конечно не	2	1
482	с той	1	1
483	в связи	3	1
484	правда в	1	1
485	те же	2	1
486	чтобы ответить	1	1
487	с ними	2	1
488	время как	4	1
489	вступлении в	1	1
490	многих других	1	1
491	что по	2	1
492	если и	1	1
493	все эти	8	1
494	эти две	1	1
495	на земле	6	1
496	можно еще	1	1
497	все же	14	1
498	имеется в	4	1
499	совершенно одинаково	1	1
500	есть только	1	1
501	этого слова	1	1
502	и т	29	1
503	перед собой	1	1
504	к концу	3	1
505	в исторической	1	1
506	один и	1	1
507	выше мы	4	1
508	может дать	1	1
509	ли он	5	1
510	о которых	1	1
511	о котором	1	1
512	части света	1	1
513	в русских	3	1
514	на берегах	1	1
515	и это	9	1
516	играет роль	1	1
517	в обстановке	1	1
518	то можно	1	1
519	об этом	7	1
520	связанная с	1	1
521	кратчайший срок	1	1
522	или менее	3	1
523	сделать из	1	1
524	тогда как	4	1
525	что как	1	1
526	уже не	8	1
527	в одной	3	1
528	он мог	1	1
529	в любой	1	1
530	казалось бы	1	1
531	было у	1	1
532	если при	1	1
533	воды и	1	1
534	коротко ли	5	1
535	америке есть	1	1
536	продолжить и	1	1
537	случай в	1	1
538	не менее	5	1
539	которые не	2	1
540	становится ясным	2	1
541	ответить на	2	1
542	от себя	1	1
543	перед тем	1	1
544	того в	1	1
545	больше чем	2	1
546	действительности но	1	1
547	в основе	2	1
548	связанная со	1	1
549	и происходит	1	1
550	зависит от	1	1
551	а если	3	1
552	выше и	3	1
553	то это	7	1
554	бы с	2	1
555	не случайна	1	1
556	отличие от	1	1
557	мы увидим	6	1
558	язык и	1	1
559	что мы	3	1
560	чтобы в	1	1
561	значит что	3	1
562	когда мы	2	1
563	на острове	3	1
564	в австралии	1	1
565	собой это	1	1
566	случаи когда	4	1
567	силы и	1	1
568	то и	6	1
569	доказать что	1	1
570	каждого народа	1	1
571	и разнообразие	1	1
572	земель в	6	1
573	связь и	2	1
574	каждого из	1	1
575	связана с	4	1
576	в мировой	1	1
577	относится к	2	1
578	ту же	3	1
579	позднее когда	1	1
580	при рассмотрении	1	1
581	этом мире	1	1
582	здесь можно	6	1
583	поэтому если	1	1
584	из их	1	1
585	а через	1	1
586	мы хотели	2	1
587	в этот	1	1
588	когда в	3	1
589	других народов	1	1
590	для тех	1	1
591	склонен думать	1	1
592	из себя	1	1
593	быть и	1	1
594	совершенно достаточно	1	1
595	не исключено	1	1
596	только тогда	1	1
597	для нее	2	1
598	быть установлена	1	1
599	его частей	1	1
600	увидим что	2	1
601	мы все	1	1
602	должны быть	4	1
603	но они	4	1
604	и их	1	1
605	которые можно	1	1
606	что эта	1	1
607	на его	6	1
608	свое существование	1	1
609	тех же	2	1
610	в тех	8	1
611	к области	1	1
612	и когда	2	1
613	связь между	1	1
614	вспомним что	2	1
615	аналогий в	1	1
616	этого факта	1	1
617	у других	1	1
618	на примере	1	1
619	в начале	2	1
620	еще в	3	1
621	входит в	1	1
622	где в	1	1
623	и до	2	1
624	и земли	1	1
625	и те	2	1
626	в совершенно	1	1
627	от своей	1	1
628	несколько ниже	1	1
629	этих случаях	18	1
630	к которой	2	1
631	это может	1	1
632	в обоих	1	1
633	что из	4	1
634	и наоборот	2	1
635	или иное	1	1
636	мы здесь	3	1
637	так называемых	1	1
638	почти никогда	1	1
639	например по	1	1
640	имеет никаких	1	1
641	достаточно чтобы	1	1
642	и египта	1	1
643	как известно	1	1
644	это вопрос	1	1
645	но этот	1	1
646	в каких	2	1
647	состоит в	1	1
648	не знающие	1	1
649	чем это	1	1
650	на которые	1	1
651	этого мира	2	1
652	некоторых из	1	1
653	к лесному	1	1
654	нем и	1	1
655	некоторое время	2	1
656	то чтобы	2	1
657	он в	4	1
658	можно усмотреть	1	1
659	соответствии с	1	1
660	в китае	3	1
661	и должна	1	1
662	пищу для	1	1
663	что тот	2	1
664	него не	1	1
665	для такого	1	1
666	и тот	3	1
667	друг другу	1	1
668	тех случаях	7	1
669	только одна	2	1
670	которые в	3	1
671	их к	1	1
672	значение имеет	1	1
673	и ее	6	1
674	которое мы	1	1
675	такая же	1	1
676	тот же	2	1
677	с собой	7	1
678	не значит	1	1
679	та часть	1	1
680	эту мысль	1	1
681	по этому	3	1
682	их можно	1	1
683	вплоть до	2	1
684	в европу	1	1
685	в сознании	1	1
686	в полном	1	1
687	представления мы	1	1
688	приобщения к	1	1
689	и о	2	1
690	в форму	2	1
691	который в	1	1
692	одна из	7	1
693	все еще	2	1
694	те кто	1	1
695	с его	4	1
696	и его	11	1
697	находятся не	1	1
698	оно может	3	1
699	его к	2	1
700	их на	2	1
701	т д	25	1
702	с холодной	1	1
703	что во	2	1
704	это в	3	1
705	исключено что	1	1
706	также о	1	1
707	эти два	1	1
708	в нем	12	1
709	не будут	2	1
710	от основного	1	1
711	но это	5	1
712	от того	4	1
713	если мы	1	1
714	других случаях	1	1
715	для этого	1	1
716	с ее	1	1
717	всех этих	6	1
718	для всего	1	1
719	что такие	1	1
720	но так	4	1
721	означает что	1	1
722	государство и	1	1
723	в самой	1	1
724	традиции как	1	1
725	хотели бы	2	1
726	только наиболее	1	1
727	от эпохи	1	1
728	мире как	1	1
729	китай и	1	1
730	или ее	1	1
731	в чисто	1	1
732	жизнью и	1	1
733	что имеет	1	1
734	на ту	2	1
735	мировой истории	1	1
736	свою способность	1	1
737	фигурирует в	1	1
738	у народа	2	1
739	имеются в	1	1
740	не исключает	1	1
