N	3gram	Propp_Morf	Istorich
249	далеко не всегда	1	2
250	в другую страну	1	2
251	с этим и	1	2
252	в таком случае	1	2
253	но для наших	2	2
254	в этом нет	1	2
255	видим таким образом	1	2
256	он ничего не	1	2
257	здесь можно наблюдать	2	2
258	нам еще пригодится	1	2
259	но это еще	1	2
260	т д такое	1	2
261	о которых говорилось	1	2
262	и таким образом	2	2
263	будет сказано ниже	1	2
264	и др мы	1	2
265	здесь не может	1	2
266	можно показать что	2	2
267	можно сделать из	2	2
268	приводят к тому	2	2
269	можно сказать о	1	2
270	это все же	1	2
271	вплоть до наших	1	2
272	задавание трудных задач	2	2
273	в лес или	1	2
274	в дальний путь	1	2
275	уже не может	1	2
276	имеем то же	1	2
277	в ходе действия	4	2
278	ниже в главе	1	2
279	завело бы нас	1	2
280	и не всегда	1	2
281	что ни шерстинка	1	2
282	в целом не	1	2
283	в подобных случаях	1	2
284	очень часто является	1	2
285	а затем уже	1	2
286	ясно что это	1	2
287	ни в сказке	1	2
288	видим что сказка	1	2
289	только в том	1	2
290	сказка в целом	1	2
291	имеем в сказках	1	2
292	во всех случаях	1	2
293	заметить что в	1	2
294	в этом и	1	2
295	что волшебная сказка	1	2
296	сквозь уши коня	1	2
297	он представляет собой	1	2
298	отсюда вывод что	2	2
299	это мы видим	1	2
300	небо и землю	1	2
301	в наши задачи	1	2
302	мы можем указать	1	2
303	вместо того чтобы	1	2
304	отправку героя из	1	2
305	не могут быть	4	2
306	том что герой	1	2
307	выводы можно сделать	1	2
308	т д это	1	2
309	в середине сказки	1	2
310	т д отсюда	1	2
311	может быть и	2	2
312	а в другом	1	2
313	стрелец ее подстреливает	1	2
314	и волшебное средство	1	2
315	сравнивать сказку с	1	2
316	это уже не	1	2
317	и в сказках	1	2
318	колодец и ковшик	1	2
319	для этой цели	1	2
320	но если это	2	2
321	т е на	1	2
322	это одна из	1	2
323	в свое царство	1	2
324	здесь перед нами	1	2
325	е мы опять	1	2
326	для изучения сказки	1	2
327	в потолок врос	1	2
328	на коне или	1	2
329	не значит что	3	2
330	требует чтобы герой	3	2
331	то мы имеем	2	2
332	имеют отношение к	1	2
333	ниже пока же	1	2
334	между собой и	1	2
335	это один из	1	2
336	сказки так тесно	1	2
337	сюда же можно	1	2
338	из них не	1	2
339	привели нас к	1	2
340	похожи друг на	1	2
341	и пр а	3	2
342	одна из форм	1	2
343	но и другие	1	2
344	с тех пор	1	2
345	видно будет ниже	1	2
346	так как такой	1	2
347	что ни вздумать	1	2
348	руки героя попадает	2	2
349	ответить на вопрос	1	2
350	нас слишком далеко	1	2
351	в свою очередь	1	2
352	т е не	1	2
353	как видно будет	1	2
354	далее мы видим	1	2
355	примеров видно что	1	2
356	с этим мы	1	2
357	коня и пр	2	2
358	мы видим не	1	2
359	вздумать ни взгадать	1	2
360	отдай то чего	1	2
361	и пр то	2	2
362	в качестве примера	1	2
363	также может быть	2	2
364	бы нас слишком	1	2
365	мы опять имеем	1	2
366	здесь как и	1	2
367	совершенно ясно что	1	2
368	что эти задачи	1	2
369	одна из них	1	2
370	не потому что	1	2
371	можно заметить что	2	2
372	на свое место	1	2
373	герой получает от	1	2
374	они представляют собой	1	2
375	в тех же	4	2
376	со стороны их	2	2
377	хотя и не	2	2
378	иное царство или	1	2
379	героя из дома	2	2
380	одно и то	1	2
381	так как они	1	2
382	ни шерстинка то	1	2
383	таким образом что	1	2
384	получение волшебного средства	6	2
385	этот же случай	1	2
386	в мифах и	1	2
387	которых говорилось выше	1	2
388	том что он	1	2
389	мы видим таким	1	2
390	задача может быть	1	2
391	можно указать несколько	1	2
392	что под этим	1	2
393	может быть рассмотрено	1	2
394	в самых разнообразных	1	2
395	тех сказках где	1	2
396	может быть названо	4	2
397	вне связи с	2	2
398	т д эти	1	2
399	это было бы	1	2
400	и в какой	1	2
401	шерстинка то серебринка	1	2
402	эти две формы	1	2
403	случайных встречных и	1	1
404	требуют особого внимания	1	1
405	брата и сестру	1	1
406	враждебного отношения к	1	1
407	из двенадцати равных	2	1
408	может быть объяснена	1	1
409	елена премудрая такой	1	1
410	не ходи со	1	1
411	семь лет в	1	1
412	вопрос о характере	1	1
413	сказки требует чтобы	1	1
414	к этому прибавляется	2	1
415	мертвой водой а	1	1
416	и мертвой водой	1	1
417	пока просто отмечаем	1	1
418	в пропасть в	1	1
419	со змеем или	1	1
420	и светло что	1	1
421	есть вторичное образование	1	1
422	его в печь	1	1
423	сказках где нет	1	1
424	в море на	1	1
425	ни взгадать ни	1	1
426	это дает нам	1	1
427	в оловянном царстве	1	1
428	ни одной из	2	1
429	предпосылки что каждый	1	1
430	в качестве помощника	1	1
431	из дома а	1	1
432	может входить в	1	1
433	по воздуху золотая	1	1
434	вышел на берег	1	1
435	входить так как	1	1
436	таким образом сказка	1	1
437	ни в каких	1	1
438	рассмотрим еще несколько	1	1
439	обычно в этих	1	1
440	в первый раз	1	1
441	терема и пр	1	1
442	с сватовством можно	1	1
443	и вот мы	1	1
444	прибывает домой или	1	1
445	придется поставить вопрос	1	1
446	этот может быть	1	1
447	в какой степени	1	1
448	мою дочь милолику-царевну	1	1
449	еще тем что	1	1
450	и вне связи	2	1
451	этим же способом	1	1
452	здесь вслед за	1	1
453	сказки могут быть	1	1
454	как мы уже	1	1
455	и такой случай	1	1
456	ешь моего мяса	1	1
457	в каком это	1	1
458	во многих отношениях	1	1
459	же происходит при	1	1
460	верхом на коне	1	1
461	мы имеем когда	2	1
462	о рыбаке и	1	1
463	без всякого ущерба	1	1
464	чаще всего в	1	1
465	случай который может	1	1
466	собой смерть родителей	1	1
467	портрет необычайной красавицы	1	1
468	то оно так	1	1
469	эта форма как	1	1
470	встреча с ягой	1	1
471	видели выше но	1	1
472	что они хотят	1	1
473	т д наконец	1	1
474	у богатырей в	1	1
475	друг за другом	2	1
476	так как его	1	1
477	сияло как бы	1	1
478	прежде всего и	1	1
479	живой и мертвой	2	1
480	как бы сам	1	1
481	испытание и награждение	1	1
482	о котором говорит	1	1
483	кто кого перевесит	1	1
484	и наконец даже	1	1
485	в сказке №	14	1
486	но если бы	1	1
487	в распоряжение героя	4	1
488	и многое другое	1	1
489	же выводы можно	1	1
490	второй раз она	1	1
491	было зажжено великое	1	1
492	те случаи когда	1	1
493	в особую главу	1	1
494	комбинируются друг с	1	1
495	нет необходимости входить	1	1
496	вообще заметить что	1	1
497	в другое место	1	1
498	есть на самом	1	1
499	будем так как	1	1
500	является герой и	1	1
501	о нем говорится	1	1
502	запретном чулане видит	1	1
503	там где оно	2	1
504	но в этом	1	1
505	одновременно с этим	1	1
506	у нас но	1	1
507	в целом и	1	1
508	как в начале	1	1
509	и как он	1	1
510	герой прибывает домой	2	1
511	не входит в	2	1
512	в том покое	1	1
513	мы должны теперь	1	1
514	что в сказках	1	1
515	нарушение запрета не	1	1
516	в лес но	1	1
517	к вопросу о	2	1
518	проходит сквозь уши	1	1
519	с тем как	1	1
520	поисков находится в	1	1
521	облика и т	1	1
522	руках уезжает он	1	1
523	герой берет с	1	1
524	неописанной что ни	1	1
525	бой со змеем	4	1
526	ведьма и солнцева	1	1
527	д но это	1	1
528	и этот момент	1	1
529	этот случай встречается	1	1
530	члены семьи или	1	1
531	т д он	2	1
532	выделены нами в	1	1
533	относительно друг друга	1	1
534	в сказке нет	2	1
535	а также и	5	1
536	ежели принесть его	1	1
537	красы неописанной что	1	1
538	трудная задача в	1	1
539	целей это несущественно	1	1
540	истории изучения сказки	1	1
541	разнообразны и что	1	1
542	и как будто	1	1
543	из волшебной книги	1	1
544	и могут быть	1	1
545	упряжи шесть огненных	1	1
546	входит в наши	1	1
547	на работу аф	1	1
548	но кроме того	1	1
549	и др это	1	1
550	золотая колесница в	1	1
551	а на самом	1	1
552	этом случае не	3	1
553	встречается очень часто	2	1
554	что этот случай	1	1
555	трудные задачи представляют	1	1
556	спасение от погони	1	1
557	мачеха велит зарезать	1	1
558	чужих руках уезжает	1	1
559	за ночь дворец	1	1
560	тесно связаны между	1	1
561	за это время	1	1
562	принадлежат к самым	1	1
563	в чем же	1	1
564	и за ней	1	1
565	содержится в плену	1	1
566	как это делается	1	1
567	сказки прежде всего	1	1
568	то мы увидим	1	1
569	тех формах в	1	1
570	можно указать что	1	1
571	что они должны	1	1
572	не более как	1	1
573	в точности мы	1	1
574	провести семь лет	1	1
575	т д как	4	1
576	своего помощника мы	1	1
577	королевна елена премудрая	1	1
578	и небо и	1	1
579	ничем не мотивируются	1	1
580	береги братца не	1	1
581	ходи со двора	1	1
582	а в русской	1	1
583	аф надо было	1	1
584	взять с собой	1	1
585	связаны между собою	1	1
586	так чудно и	1	1
587	связи с этим	5	1
588	здесь прежде всего	3	1
589	форму отлучки представляет	1	1
590	в ход действия	3	1
591	называемой финской школы	1	1
592	этом нет необходимости	1	1
593	жену на чужих	1	1
594	такие персонажи как	2	1
595	в этой работе	1	1
596	женится на другой	1	1
597	жердочке через яму	1	1
598	на эти деньги	1	1
599	усиленную форму отлучки	1	1
600	ложным заключениям несмотря	1	1
601	же происходит с	1	1
602	это можно утверждать	1	1
603	мы имеем то	1	1
604	в сказку как	1	1
605	князю ехать в	1	1
606	сказки о животных	4	1
607	мы еще остановимся	1	1
608	домой или в	1	1
609	великое множество свеч	1	1
610	не можем обойти	1	1
611	он может быть	2	1
612	те формы которые	1	1
613	представляет собой смерть	1	1
614	героя в образе	1	1
615	решение трудной задачи	2	1
616	на весы кто	1	1
617	другой стороны у	1	1
618	том что такое	1	1
619	и представляют собой	1	1
620	ехать в дальний	1	1
621	полет на птице	1	1
622	все эти вопросы	1	1
623	жениться на дочери	1	1
624	может быть объяснено	1	1
625	настолько разнообразны что	1	1
626	это сказка о	3	1
627	можем наблюдать что	1	1
628	князь ее уговаривал	1	1
629	перо это перо	1	1
630	весь этот материал	1	1
631	вдруг совершенно неожиданно	1	1
632	наших целей это	1	1
633	мы имеем также	3	1
634	видит портрет необычайной	1	1
635	и пр также	1	1
636	в открытом бою	1	1
637	может фигурировать и	1	1
638	и дает ему	1	1
639	сказке мы имеем	1	1
640	так мы получаем	1	1
641	мокнут под дождем	1	1
642	коне или на	1	1
643	первый взгляд кажется	1	1
644	это не всегда	1	1
645	шесть огненных змеев	1	1
646	представляют собой более	1	1
647	не говорится и	1	1
648	время я тебе	1	1
649	сам он не	1	1
650	принесть его в	1	1
651	было так чудно	1	1
652	ущерба для хода	1	1
653	огромную роль в	1	1
654	премудрая такой красы	1	1
655	бы мы имели	1	1
656	его к своей	1	1
657	же в этих	1	1
658	осияло и небо	1	1
659	другой сказке герой	1	1
660	по тем же	1	1
661	и вслед за	1	1
662	как бы в	1	1
663	высока терема и	1	1
664	выясняется что он	1	1
665	сказок где герой	1	1
666	герой проходит сквозь	1	1
667	на этом явлении	2	1
668	что волшебное средство	1	1
669	в церковь и	1	1
670	светло что ежели	1	1
671	из которых каждый	1	1
672	ответ на него	1	1
673	сказке о жар-птице	2	1
674	самая постановка вопроса	1	1
675	ниже мы увидим	1	1
676	на дочери водяного	1	1
677	а не от	1	1
678	всякого ущерба для	1	1
679	в чужие страны	1	1
680	выше было указано	1	1
681	чаще всего это	3	1
682	том случае когда	1	1
683	в этой главе	1	1
684	между двумя царствами	1	1
685	дальний путь покидать	1	1
686	для нас также	1	1
687	сказка в которой	2	1
688	пытается убить героя	1	1
689	зажжено великое множество	1	1
690	отправляется в поиски	3	1
691	путь покидать жену	1	1
692	прежде всего вспоминается	1	1
693	после чего следует	2	1
694	огненных змеев на	1	1
695	основе очень многих	1	1
696	то это еще	1	1
697	рыбаке и рыбке	1	1
698	колесница в упряжи	1	1
699	и что его	1	1
700	покидать жену на	1	1
701	к началу сказки	2	1
702	т д а	2	1
703	третий бой самый	1	1
704	и даже не	1	1
705	сто рублей и	1	1
706	пусть иван-царевич идет	1	1
707	до известной степени	1	1
708	идет со мной	1	1
709	в пределах этих	1	1
710	виды сказочных начал	1	1
711	они играют в	1	1
712	таким же способом	1	1
713	т д такая	1	1
714	т д они	2	1
715	его в темную	1	1
716	говоря что он	1	1
717	тех же формах	4	1
718	она должна быть	1	1
719	на составные части	2	1
720	и вне этой	1	1
721	следует за ней	1	1
722	еще несколько случаев	1	1
723	того или другого	1	1
724	т е он	1	1
725	помощи волшебного средства	1	1
726	встречу с дарителем	1	1
727	бы в том	1	1
728	и в вышеприведенных	1	1
729	в точности соответствуют	1	1
730	тех сказок где	1	1
731	уже было бы	1	1
732	отношении друг к	1	1
733	ответить на этот	1	1
734	и по-видимому не	1	1
735	по спине огромной	1	1
736	в тех формах	1	1
737	животных и т	1	1
738	отлучки представляет собой	1	1
739	узнать от героя	1	1
740	лет в оловянном	1	1
741	курьих ножках и	1	1
742	он входит в	1	1
743	перед нами в	1	1
744	который может быть	1	1
745	для исследователя но	1	1
746	и есть то	1	1
747	так как не	1	1
748	на чужих руках	1	1
749	его убивают он	1	1
750	в этом отношении	2	1
751	является то что	1	1
752	летит по воздуху	2	1
753	здесь по-видимому произошло	1	1
754	в том случае	3	1
755	возникает другой вопрос	1	1
756	превращением в животных	1	1
757	потому что в	1	1
758	к королю в	1	1
759	талисманы и т	1	1
760	для тех сказок	1	1
761	братца не ходи	1	1
762	в образе птицы	1	1
763	если с одной	1	1
764	это перо было	1	1
765	можно указать на	1	1
766	же случай мы	1	1
767	этому же разряду	1	1
768	и изучаться самостоятельно	1	1
769	бросается в глаза	1	1
770	так сияло как	1	1
771	за которым он	1	1
772	пытается извести героя	1	1
773	не будем входить	1	1
774	мной на весы	1	1
775	к тому или	1	1
776	и пр с	1	1
777	тех или иных	1	1
778	не может входить	1	1
779	а с ними	1	1
780	волшебного средства или	2	1
781	то что не	1	1
782	может быть названа	1	1
783	колеснице сидит королевна	1	1
784	другой стороны оно	1	1
785	которые можно назвать	1	1
786	т д этим	1	1
787	в высшей степени	1	1
788	что в других	1	1
789	сказки тогда как	1	1
790	из характерных и	1	1
791	их отношении друг	1	1
792	мы видим как	1	1
793	в критический момент	1	1
794	при помощи коня	1	1
795	взгляд кажется что	1	1
796	если мы не	3	1
797	не менее она	2	1
798	самых разнообразных сказках	1	1
799	оно так сияло	1	1
800	в последнем случае	3	1
801	братья и сестры	1	1
802	и по существу	1	1
803	заключениям несмотря на	1	1
804	то же время	1	1
805	в колодец и	1	1
806	уезжает он купец	1	1
807	чудно и светло	1	1
808	сказок о животных	1	1
809	конь и не	1	1
810	этих случаях требуется	1	1
811	есть формы которые	1	1
812	и пр на	1	1
813	возвращении на землю	1	1
814	пр а затем	1	1
815	встречных и т	1	1
816	мост к нему	1	1
817	можно установить три	1	1
818	со мной на	1	1
819	в яблоню и	1	1
820	на вопрос что	1	1
821	том как эти	1	1
822	дурак так и	1	1
823	тому что в	1	1
824	этот случай с	1	1
825	сидит королевна елена	1	1
826	и не противоречит	1	1
827	немецкой сказке мы	1	1
828	т д иногда	1	1
829	которые не могут	1	1
830	на колеснице сидит	1	1
831	или духа в	1	1
832	но некоторые связи	1	1
833	героя попадает волшебное	2	1
834	поставить вопрос как	1	1
835	такой красы неописанной	1	1
836	можно вообще заметить	1	1
837	очень многие сказки	1	1
838	это будет видно	1	1
839	сказки с религией	1	1
840	воздуху золотая колесница	1	1
841	вспомним хотя бы	1	1
842	не как помощник	1	1
843	что он может	1	1
844	к нему в	1	1
845	что они имеют	1	1
846	улетает на коне	1	1
847	работу аф надо	1	1
848	весы кто кого	1	1
849	может быть изучена	1	1
850	много князь ее	1	1
851	лежат в основе	1	1
852	как на пример	1	1
853	и убивает его	2	1
854	хода действия и	1	1
855	вопрос о мотивах	1	1
856	так как мы	1	1
857	и землю летит	1	1
858	на друга что	1	1
859	было указано что	1	1
860	состоит из двух	1	1
861	и действительно в	1	1
862	что в таких	1	1
863	покое было зажжено	1	1
864	пока не может	1	1
865	может быть дано	1	1
866	но об этом	1	1
867	иных случаях герой	1	1
868	состоят в теснейшем	1	1
869	ей так что	1	1
870	с ними и	1	1
871	такие случаи можно	1	1
872	но и функции	1	1
873	сказка состоит из	2	1
874	но если мы	1	1
875	волшебное средство в	1	1
876	дает себя проглотить	1	1
877	сюда же может	1	1
878	дочь милолику-царевну с	1	1
879	бой самый страшный	1	1
880	указанием на то	1	1
881	так называемой финской	1	1
882	могла бы составить	1	1
883	в то же	1	1
884	в упряжи шесть	1	1
885	змей может быть	1	1
886	он служит в	1	1
887	не будем так	1	1
888	для хода действия	3	1
889	она просит его	1	1
890	не будем мы	1	1
891	будем входить в	1	1
892	формах в каких	1	1
893	в противном случае	1	1
894	же может быть	2	1
895	и солнцева сестра	1	1
896	стороны их состава	1	1
897	в первом случае	3	1
898	в основе очень	1	1
899	нельзя кроме того	1	1
900	сказок по сюжетам	1	1
901	один из его	1	1
902	мы пока просто	1	1
903	следует бегство и	1	1
904	генерал или водовоз	1	1
905	при помощи волшебного	1	1
906	в совершенно другой	1	1
907	задачи следует брак	1	1
908	останавливаться не будем	1	1
909	на обратном пути	1	1
910	уже не только	1	1
911	чего следует бегство	1	1
912	же в ином	1	1
913	исследователя но не	1	1
914	первый взгляд все	1	1
915	церковь и попа	1	1
916	может быть достигнуто	1	1
917	дело совсем не	1	1
918	его и т	1	1
919	том покое было	1	1
920	иначе чем это	1	1
921	одном случае герой	1	1
922	самых различных народов	1	1
923	взгадать ни в	1	1
924	одной из приведенных	2	1
925	которые бросают некоторый	1	1
926	на русском языке	1	1
927	на коне поцелует	1	1
928	раньше чем продолжать	1	1
929	способность превращаться в	2	1
930	змеев на колеснице	1	1
931	не ешь моего	1	1
932	мы останавливаться не	1	1
933	по существу и	1	1
934	быть разрешен только	1	1
935	могут быть зафиксированы	1	1
936	яги и некоторые	1	1
937	случаях встречается и	1	1
938	что в руки	1	1
939	этим и с	1	1
940	а в сущности	1	1
941	они превращаются в	1	1
942	метод и материал	1	1
943	и ее отец	1	1
944	с этого момента	2	1
945	садится на него	1	1
946	не то что	1	1
947	задачи представляют собой	1	1
948	себя в распоряжение	2	1
949	что ежели принесть	1	1
950	в америке у	1	1
951	то что они	1	1
952	этом и нет	1	1
953	приводит к тому	1	1
954	составные части но	1	1
955	случай в сказке	2	1
956	как бы то	1	1
957	перо было так	1	1
958	доказано быть не	1	1
959	потому что они	1	1
960	иван-царевич идет со	1	1
961	на первом месте	1	1
962	землю летит по	1	1
963	друг к другу	2	1
