N	2gram	Berdyaev_M	Russkaja
132	культуры в	1	3
133	еще не	1	3
134	все они	1	3
135	и потому	17	3
136	то это	1	3
137	случае если	1	3
138	ко всем	3	3
139	в значительной	2	3
140	на том	3	3
141	в другом	1	3
142	говорить о	1	3
143	борьбе с	1	3
144	приходит к	2	3
145	можно ли	2	3
146	себя от	1	3
147	россии и	1	3
148	лишь в	8	3
149	она может	2	3
150	и во	5	3
151	при котором	1	3
152	одной из	1	3
153	с нею	1	3
154	что все	5	3
155	из этого	1	3
156	он сам	11	3
157	и по	4	3
158	а следовательно	1	3
159	конце концов	3	3
160	друг друга	12	3
161	для этого	3	3
162	всех этих	1	3
163	того что	13	3
164	были бы	1	2
165	для россии	1	2
166	на почве	3	2
167	к такому	1	2
168	не так	6	2
169	от него	4	2
170	вполне и	1	2
171	это потому	1	2
172	что такое	2	2
173	духовная природа	1	2
174	переносится на	1	2
175	есть единственная	2	2
176	и вот	7	2
177	должна быть	7	2
178	к себе	3	2
179	сама по	1	2
180	для себя	1	2
181	и должно	3	2
182	весь смысл	1	2
183	с самим	5	2
184	из всех	1	2
185	от нас	1	2
186	с ним	5	2
187	будет ли	1	2
188	от этой	2	2
189	для нас	3	2
190	на которой	1	2
191	европейской культуры	1	2
192	ни в	3	2
193	они будут	1	2
194	у многих	1	2
195	это есть	4	2
196	там и	6	2
197	в этих	6	2
198	у него	38	2
199	по себе	2	2
200	и человек	5	2
201	и даже	1	2
202	если не	1	2
203	бы для	1	2
204	ее в	1	2
205	не о	2	2
206	к чему	5	2
207	и полнотой	1	2
208	себя на	1	2
209	или от	2	2
210	что ничего	2	2
211	на такой	1	2
212	этом направлении	1	2
213	все эти	3	2
214	на себя	1	2
215	но для	2	2
216	к отрицанию	13	2
217	они вели	1	2
218	принадлежат к	3	2
219	отношения к	6	2
220	тому что	2	2
221	участие в	1	2
222	которой она	1	2
223	их в	1	2
224	себя как	1	2
225	стремления к	1	2
226	и вместе	4	2
227	на эту	1	2
228	следовательно и	1	2
229	только для	1	2
230	отличается от	2	2
231	нисколько не	1	2
232	к культуре	1	2
233	так же	5	2
234	если человек	3	2
235	любовь к	10	2
236	уже не	8	2
237	полное и	1	2
238	с этим	4	2
239	остается в	1	2
240	его и	2	2
241	а с	1	2
242	стремиться к	1	2
243	– не	6	2
244	и более	2	2
245	всю свою	1	2
246	в котором	9	2
247	и состоит	1	2
248	ее он	2	2
249	мы уже	1	2
250	в борьбе	1	2
251	считает себя	3	2
252	даже и	2	2
253	она не	9	2
254	в течение	1	2
255	другом и	1	2
256	этой борьбы	1	2
257	вся она	1	2
258	в ней	23	2
259	во многих	2	2
260	и тогда	2	2
261	и тем	1	2
262	быть и	2	2
263	в частности	1	2
264	а не	36	2
265	но она	3	2
266	с интересами	1	2
267	отношении к	4	2
268	есть и	6	2
269	в силу	1	2
270	и что	4	2
271	не должен	1	2
272	и тот	2	2
273	людей и	5	2
274	у других	2	2
275	в начале	2	2
276	по отношению	4	2
277	разных сторон	1	2
278	целый ряд	2	2
279	и те	4	2
280	этот вопрос	1	2
281	от своей	2	2
282	любви к	14	2
283	в россию	1	2
284	на это	1	2
285	только с	3	2
286	культуры и	2	2
287	бы его	2	2
288	пути к	1	2
289	смотрят на	1	2
290	что только	1	2
291	и от	3	2
292	но в	12	2
293	и есть	21	2
294	место в	4	2
295	так что	3	2
296	самом себе	1	2
297	и о	1	2
298	как будто	4	2
299	бы ни	2	2
300	в области	1	2
301	культурной жизни	1	2
302	это в	1	2
303	но это	8	2
304	во время	1	2
305	будет в	1	2
306	и наконец	1	2
307	свое собственное	1	2
308	не к	6	2
309	к нему	8	2
310	от всякого	2	1
311	и ту	1	1
312	подход к	1	1
313	когда он	3	1
314	сплошь и	1	1
315	всего в	2	1
316	понял что	2	1
317	ближе к	1	1
318	люди которые	1	1
319	себе самом	1	1
320	и весь	1	1
321	связан с	1	1
322	общественное мнение	1	1
323	в любви	12	1
324	с социализмом	1	1
325	реальную действительность	1	1
326	ее и	2	1
327	ближнему и	1	1
328	такой человек	2	1
329	они останутся	1	1
330	первый и	1	1
331	человека можно	1	1
332	в смысл	2	1
333	один из	9	1
334	ни того	2	1
335	человеческой жизни	4	1
336	человека к	10	1
337	что у	3	1
338	и мы	2	1
339	в жертву	1	1
340	друг к	6	1
341	хотелось бы	1	1
342	нет ни	3	1
343	же и	2	1
344	хочет быть	2	1
345	есть единственное	2	1
346	они не	4	1
347	вообще не	2	1
348	не во	1	1
349	то есть	3	1
350	но из	1	1
351	сравнению со	1	1
352	которые не	2	1
353	– на	1	1
354	нас не	2	1
355	переходит в	23	1
356	отношению к	4	1
357	собой в	1	1
358	от власти	1	1
359	бы друг	4	1
360	и счастливым	1	1
361	мы не	2	1
362	народ с	1	1
363	это особенно	2	1
364	людей без	1	1
365	от которых	1	1
366	бы признать	1	1
367	в состоянии	1	1
368	он считает	2	1
369	национальной души	1	1
370	с этой	4	1
371	это не	10	1
372	человек может	3	1
373	у разных	1	1
374	более глубоко	1	1
375	только от	1	1
376	можно назвать	1	1
377	борьбы и	1	1
378	была бы	1	1
379	прийти к	3	1
380	не для	2	1
381	переносится в	1	1
382	ничего кроме	2	1
383	бы на	1	1
384	культурных ценностей	1	1
385	человек с	1	1
386	в разных	3	1
387	на деле	4	1
388	решения вопроса	1	1
389	других –	1	1
390	богу и	2	1
391	этом отношении	1	1
392	многие из	1	1
393	которые открываются	1	1
394	о себе	3	1
395	в сущности	2	1
396	в ее	3	1
397	души и	1	1
398	всегда были	1	1
399	себя принадлежащим	1	1
400	так и	5	1
401	привести к	9	1
402	те же	5	1
403	революция и	2	1
404	и за	2	1
405	и рядом	1	1
406	– к	3	1
407	и всегда	3	1
408	верит в	2	1
409	все свое	1	1
410	о россии	2	1
411	в тот	1	1
412	не хочет	3	1
413	не таков	1	1
414	они в	1	1
415	с богом	1	1
416	не столько	1	1
417	коренным образом	1	1
418	каждого человека	3	1
419	социализм и	1	1
420	смысле этого	1	1
421	влияние на	1	1
422	быть может	9	1
423	духовной культуры	1	1
424	для творчества	1	1
425	котором она	1	1
426	не допускает	1	1
427	в русском	1	1
428	но на	2	1
429	не на	1	1
430	все равно	3	1
431	за границей	1	1
432	своей борьбе	1	1
433	идет в	1	1
434	церковь и	2	1
435	есть дело	1	1
436	целиком в	1	1
437	основании что	2	1
438	не была	4	1
439	а на	1	1
440	связь с	1	1
441	человечества от	1	1
442	гармонии и	2	1
443	одну и	1	1
444	что ни	1	1
445	в духе	6	1
446	какой-то новой	1	1
447	есть проблема	1	1
448	в которой	8	1
449	от тех	1	1
450	заключает в	3	1
451	а за	2	1
452	а о	1	1
453	человек принадлежит	1	1
454	в свои	2	1
455	нем самом	1	1
456	с ней	3	1
457	с таким	2	1
458	заключается в	1	1
459	мысль о	2	1
460	оно есть	1	1
461	земного шара	1	1
462	народа на	1	1
463	без этой	1	1
464	о своей	2	1
465	что не	3	1
466	в эпоху	2	1
467	отношение человека	1	1
468	свою судьбу	1	1
469	его жизнь	1	1
470	из всего	1	1
471	вот это	1	1
472	и действительно	1	1
473	превращается в	1	1
474	может в	1	1
475	если он	7	1
476	в жизни	7	1
477	путь ко	1	1
478	с одним	1	1
479	человек и	7	1
480	она и	1	1
481	и без	2	1
482	отдельного человека	1	1
483	есть истинная	1	1
484	в деле	1	1
485	и соединение	1	1
486	находит себе	1	1
487	лишь с	1	1
488	к самому	2	1
489	к его	1	1
490	внутренние противоречия	1	1
491	человеку не	1	1
492	нее он	1	1
493	в праве	1	1
494	для каждого	1	1
495	если и	1	1
496	есть та	2	1
497	же как	1	1
498	но по	1	1
499	абсолютное значение	1	1
500	русского человека	3	1
501	к другу	6	1
502	есть самое	1	1
503	того ни	1	1
504	но когда	3	1
505	человека на	7	1
506	соединяется с	2	1
507	в которых	5	1
508	есть только	2	1
509	что россия	1	1
510	роль в	2	1
511	не менее	1	1
512	этого слова	1	1
513	перед собой	2	1
514	бы всем	1	1
515	быть назван	3	1
516	от этого	4	1
517	по своему	3	1
518	на все	3	1
519	этого вопроса	3	1
520	бы не	4	1
521	в истории	2	1
522	в такой	4	1
523	к какому	2	1
524	со своей	2	1
525	к принудительному	1	1
526	по своим	1	1
527	ли вообще	1	1
528	как не	1	1
529	в свете	3	1
530	вот на	1	1
531	власти и	1	1
532	человека является	1	1
533	войти в	1	1
534	есть то	2	1
535	и это	16	1
536	в сторону	1	1
537	из одного	1	1
538	нем все	2	1
539	есть по	1	1
540	в какие	1	1
541	об этом	2	1
542	должен быть	4	1
543	бывает не	1	1
544	с себя	1	1
545	ему как	3	1
546	своей жизни	1	1
547	и у	3	1
548	вовсе не	1	1
549	искусство и	1	1
550	в одной	1	1
551	мира сего	3	1
552	тем более	1	1
553	человека а	3	1
554	связано с	5	1
555	казалось бы	1	1
556	привело к	1	1
557	человек только	2	1
558	совершенно как	1	1
559	вопроса о	1	1
560	бы в	3	1
561	не был	8	1
562	господа не	1	1
563	на них	1	1
564	а две	2	1
565	чтобы сделать	1	1
566	к ближнему	3	1
567	является для	1	1
568	жизни конечно	1	1
569	к одному	2	1
570	права и	1	1
571	у которых	2	1
572	собой он	1	1
573	природы в	5	1
574	с необычайной	2	1
575	ко всему	2	1
576	как проявление	1	1
577	это и	7	1
578	русской жизни	1	1
579	ни на	1	1
580	и хочет	1	1
581	россия есть	1	1
582	было не	1	1
583	но все	1	1
584	человека в	26	1
585	имя человеколюбия	1	1
586	же принципиально	1	1
587	и эти	1	1
588	собственной природы	2	1
589	всему этому	1	1
590	и других	2	1
591	это свое	1	1
592	в основе	4	1
593	а где	1	1
594	может создать	1	1
595	все три	1	1
596	ни у	2	1
597	своей собственной	1	1
598	тех же	1	1
599	но ведь	1	1
600	должен привести	3	1
601	в европе	2	1
602	нельзя было	3	1
603	он был	18	1
604	и заключается	1	1
605	к переходу	1	1
606	принадлежит в	1	1
607	то и	1	1
608	с новыми	2	1
609	жизни нет	1	1
610	в свою	5	1
611	входит в	3	1
612	он принимает	1	1
613	его было	1	1
614	на вершинах	1	1
615	можно лишь	1	1
616	вне человека	2	1
617	не видят	1	1
618	также и	6	1
619	ту же	1	1
620	по сравнению	3	1
621	это его	1	1
622	что называли	1	1
623	это –	32	1
624	личности и	3	1
625	силе и	1	1
626	не по	1	1
627	есть подлинная	1	1
628	быть не	2	1
629	не быть	2	1
630	к католичеству	2	1
631	главное и	1	1
632	а после	1	1
633	не всегда	1	1
634	и исторических	1	1
635	значение и	1	1
636	не сам	2	1
637	себе что	1	1
638	тогда все	2	1
639	решить вопрос	2	1
640	сознании и	1	1
641	только тогда	1	1
642	и теперь	1	1
643	личности на	1	1
644	только один	3	1
645	то все	2	1
646	на нем	1	1
647	она там	1	1
648	и вся	1	1
649	не могло	1	1
650	другим и	2	1
651	и их	3	1
652	на его	1	1
653	своей природы	1	1
654	хотя в	1	1
655	свободные от	1	1
656	и всякому	1	1
657	силы в	1	1
658	отказ от	1	1
659	для человека	5	1
660	и когда	2	1
661	самоутверждения человеческого	1	1
662	если все	1	1
663	основанную на	1	1
664	кто не	2	1
665	у кого	2	1
666	ввергнуть его	1	1
667	значительной степени	2	1
668	создать и	1	1
669	от своего	2	1
670	из нас	1	1
671	движения в	2	1
672	по своей	4	1
673	он есть	1	1
674	поэтому для	1	1
675	человека с	2	1
676	стало быть	1	1
677	перед этими	1	1
678	должны были	1	1
679	это единственная	1	1
680	а во	1	1
681	в обществе	1	1
682	их и	1	1
683	он еще	1	1
684	он весь	8	1
685	всегда и	1	1
686	преимущественно из	1	1
687	с другой	1	1
688	в прошлом	1	1
689	из нее	1	1
690	душой не	1	1
691	к ним	1	1
692	может ли	2	1
693	к ней	6	1
694	нет и	6	1
695	него на	1	1
696	почему не	2	1
697	одного из	1	1
698	природы и	1	1
699	которых он	5	1
700	ее не	1	1
701	– от	1	1
702	в сфере	2	1
703	что во	1	1
704	у всех	4	1
705	та или	1	1
706	тот кто	5	1
707	идет дальше	1	1
708	мог бы	5	1
709	каждый человек	2	1
710	от которой	1	1
711	сторон в	2	1
712	его личности	4	1
713	могут быть	2	1
714	все-таки не	1	1
715	слишком далеко	1	1
716	формы в	1	1
717	духом и	1	1
718	и все	13	1
719	до конца	16	1
720	сущности и	1	1
721	к которому	1	1
722	должны быть	3	1
723	это отношение	1	1
724	он принадлежит	2	1
725	эту мысль	1	1
726	личности к	2	1
727	русские люди	3	1
728	с которым	2	1
729	в зависимости	1	1
730	том основании	2	1
731	и народ	1	1
732	не умеет	1	1
733	на этот	2	1
734	он может	1	1
735	бытия и	1	1
736	чтобы все	1	1
737	но иван	1	1
738	происходит в	1	1
739	и прежде	1	1
740	совести и	2	1
741	всемирной революции	1	1
742	до известной	1	1
743	идет не	1	1
744	об этой	1	1
745	человеку или	1	1
746	от них	1	1
747	в царстве	2	1
748	к этому	3	1
749	что кроме	1	1
750	оказывается что	2	1
751	для достижения	1	1
752	обречена на	1	1
753	душевной жизни	2	1
754	ли может	2	1
755	стать на	2	1
756	природы человек	2	1
757	не вне	1	1
758	ничего подобного	3	1
759	бы это	2	1
760	что вся	1	1
761	связаны с	1	1
762	греха и	1	1
763	к ее	1	1
764	же он	1	1
765	навязать свое	1	1
766	и сама	2	1
767	в самой	8	1
768	имеет свою	1	1
769	его творчество	2	1
770	бог есть	4	1
771	он с	1	1
772	этой любви	1	1
773	был в	4	1
774	в какую-то	1	1
775	что на	1	1
776	истории на	1	1
777	идея на	1	1
778	есть не	9	1
779	они были	2	1
780	иное как	4	1
781	и побольше	1	1
782	людей в	3	1
783	от ее	1	1
784	и ничего	1	1
785	границей и	1	1
786	человек или	1	1
787	любви и	3	1
788	христианская любовь	1	1
789	и подобию	1	1
