N	2gram	Potebnia_M	Vladivir
800	от этого	2	2
801	находится во	2	2
802	на себе	3	2
803	могло бы	4	2
804	не иначе	4	2
805	сих пор	5	2
806	премудрости божией	1	2
807	имеет ничего	1	2
808	но можно	1	2
809	это вполне	1	2
810	говоря только	1	2
811	еще только	2	2
812	и необходимость	2	2
813	так называемую	1	2
814	не из	3	2
815	с какой	1	2
816	и бог	1	2
817	или же	7	2
818	в ответ	1	2
819	было только	2	2
820	должны быть	11	2
821	хотя в	3	2
822	и тот	1	2
823	а следовательно	1	2
824	тем и	1	2
825	а тем	1	2
826	ко времени	1	2
827	истории и	1	2
828	к первому	3	2
829	однако в	4	2
830	что во	4	2
831	оно имеет	2	2
832	его как	1	2
833	жизни все	2	2
834	человеческую личность	1	2
835	что только	1	2
836	в первой	1	2
837	теми же	1	2
838	образом в	5	2
839	если они	1	2
840	которые были	1	2
841	своего развития	1	2
842	имеет свою	1	2
843	впечатление и	1	2
844	на это	2	2
845	него это	1	2
846	против этого	1	2
847	и может	5	2
848	жизни но	2	2
849	до сих	5	2
850	ни малейшего	3	2
851	та же	1	2
852	за ним	2	2
853	и свою	1	2
854	себе представить	8	2
855	если в	3	2
856	известно что	3	2
857	которые он	1	2
858	должна быть	4	2
859	тогда когда	15	2
860	которая по	1	2
861	и должно	2	2
862	есть для	2	2
863	в другой	4	2
864	поэтому в	1	2
865	его но	1	2
866	от другого	3	2
867	то с	1	2
868	признаков но	1	2
869	со всеми	1	2
870	такого же	2	2
871	поэтому и	1	2
872	характер но	1	2
873	однако что	1	2
874	же раз	1	2
875	из следующих	1	2
876	любовь и	1	2
877	прибавить еще	1	2
878	он будет	1	2
879	но дело	2	2
880	можно назвать	1	2
881	который сам	1	2
882	как не	4	2
883	в одно	5	2
884	и затем	1	2
885	этим в	1	2
886	я хочу	1	2
887	эта сила	1	2
888	о котором	4	2
889	том как	6	2
890	на их	2	2
891	дальше и	1	2
892	на другие	1	2
893	это самое	2	2
894	но оно	3	2
895	все они	3	2
896	в известных	1	2
897	его и	1	2
898	необходимым и	1	2
899	у своих	1	2
900	к отдельным	1	2
901	относится к	5	2
902	это все	1	2
903	и поэтому	2	2
904	то чему	1	2
905	может только	1	2
906	и уже	6	2
907	развития и	3	2
908	только тогда	7	2
909	народа и	2	2
910	и об	1	2
911	нет никакой	1	2
912	не потому	2	2
913	к делу	1	2
914	что такая	2	2
915	сказать об	1	2
916	в какие	2	2
917	известной степени	1	2
918	известного рода	1	2
919	это вообще	1	2
920	что вы	1	2
921	не за	1	2
922	ни было	4	2
923	в глазах	4	2
924	легко может	1	2
925	на ряд	1	2
926	этого слова	5	2
927	этот последний	1	2
928	как предмет	3	2
929	от всякой	1	2
930	мысли если	2	2
931	в самой	5	2
932	сомнения в	1	2
933	они были	1	2
934	судя по	5	2
935	уже с	2	2
936	им как	2	2
937	природы и	1	2
938	ответ на	2	2
939	которым он	1	2
940	многих других	2	2
941	они не	5	2
942	ли бы	1	2
943	них не	3	2
944	всякого человека	1	2
945	не для	2	2
946	ничего кроме	2	2
947	на одно	1	2
948	для всего	1	2
949	что каждый	1	2
950	же не	2	2
951	слова а	3	2
952	слова не	2	2
953	все равно	1	2
954	есть уже	4	2
955	и постоянно	1	2
956	с другими	3	2
957	в г	2	2
958	что ни	2	2
959	с чисто	1	2
960	когда оно	1	2
961	которые мы	7	2
962	было в	1	2
963	было больше	1	2
964	и воли	7	2
965	и совсем	1	2
966	о воплощении	1	2
967	нет возможности	2	2
968	таком случае	4	2
969	не подлежит	1	2
970	что а	3	2
971	виде в	1	2
972	язык и	6	2
973	чем мы	1	2
974	разницы между	1	2
975	о различии	1	2
976	а так	4	2
977	с первого	1	2
978	людей в	1	2
979	этих двух	1	2
980	что эти	1	2
981	к одному	3	2
982	можем представить	2	2
983	человека в	3	2
984	при таких	3	2
985	и найти	1	2
986	до тех	1	2
987	на свои	2	2
988	случае если	1	2
989	в самых	2	2
990	то чего	2	2
991	языке в	2	2
992	от всяких	1	2
993	а из	1	2
994	не по	4	2
995	нельзя назвать	1	2
996	просто не	1	2
997	невозможно но	1	2
998	не находит	2	2
999	нужно было	3	2
1000	и их	6	2
1001	в нашей	2	2
1002	стороны и	3	2
1003	но вместе	4	2
1004	которая тоже	1	2
1005	что из	2	2
1006	разумеется в	1	2
1007	которая как	1	2
1008	этой теории	4	2
1009	могло быть	1	2
1010	нами и	1	2
1011	вообще все	1	2
1012	одного из	3	2
1013	были и	2	2
1014	и понятия	2	2
1015	этом и	1	2
1016	даже для	1	2
1017	может показаться	1	2
1018	на рубеже	1	2
1019	никому не	1	2
1020	духовных сил	1	2
1021	только после	2	2
1022	может и	1	2
1023	если она	1	2
1024	не можем	5	2
1025	некоторые черты	1	2
1026	любви и	1	2
1027	жизнью и	1	2
1028	и деятельности	2	2
1029	отрицать что	1	2
1030	еще несколько	1	1
1031	есть цель	1	1
1032	такой взгляд	2	1
1033	для самого	5	1
1034	человек может	2	1
1035	к сожалению	1	1
1036	только из	3	1
1037	природе то	1	1
1038	бы несколько	2	1
1039	для ребенка	1	1
1040	также слишком	1	1
1041	таковы например	1	1
1042	развития всякий	1	1
1043	чтобы дать	1	1
1044	что природа	2	1
1045	рассказ о	1	1
1046	познания и	2	1
1047	нем в	1	1
1048	и имеет	1	1
1049	на степени	1	1
1050	сказать чтобы	1	1
1051	и совершенства	1	1
1052	бы исследовать	1	1
1053	часов и	1	1
1054	недостаточно одного	1	1
1055	с прежними	4	1
1056	не зависит	1	1
1057	какой бы	1	1
1058	относилась к	1	1
1059	жить и	1	1
1060	к исторической	1	1
1061	iii в	1	1
1062	на нас	1	1
1063	а потому	14	1
1064	это легко	1	1
1065	гораздо богаче	1	1
1066	не годится	1	1
1067	он вечно	1	1
1068	касается до	3	1
1069	людьми но	1	1
1070	образом и	2	1
1071	только вследствие	1	1
1072	есть отношение	1	1
1073	всех человеческих	1	1
1074	человеческой воли	1	1
1075	быть может	6	1
1076	смотрел на	1	1
1077	что тогда	1	1
1078	отдельно от	1	1
1079	и такое	2	1
1080	по времени	5	1
1081	развития к	1	1
1082	живые существа	1	1
1083	этой последней	2	1
1084	и необходимости	4	1
1085	выше его	1	1
1086	связь с	2	1
1087	их не	2	1
1088	и самые	1	1
1089	быть названа	1	1
1090	нетрудно вывести	1	1
1091	имеет для	2	1
1092	из нее	2	1
1093	равно как	1	1
1094	существуют и	1	1
1095	идеи то	2	1
1096	самостоятельно и	1	1
1097	мысль о	8	1
1098	в некотором	2	1
1099	есть переход	1	1
1100	слова с	2	1
1101	вместе в	1	1
1102	своей дальнейшей	1	1
1103	иначе как	2	1
1104	слабого и	1	1
1105	началу то	1	1
1106	из всего	2	1
1107	к другим	3	1
1108	нас любовь	1	1
1109	когда это	1	1
1110	природы то	1	1
1111	человека сначала	1	1
1112	я от	1	1
1113	сознанием и	1	1
1114	власти над	1	1
1115	влиянием такого	1	1
1116	к самому	1	1
1117	мысли могут	2	1
1118	только ее	1	1
1119	один ряд	1	1
1120	до своего	2	1
1121	случае по	1	1
1122	он есть	3	1
1123	самого предмета	4	1
1124	этой стороны	1	1
1125	отсюда вытекает	2	1
1126	тогда как	10	1
1127	содержания но	1	1
1128	только мысли	1	1
1129	развития а	1	1
1130	следующее в	2	1
1131	и нет	1	1
1132	а вместе	7	1
1133	которое хотя	1	1
1134	перестает быть	3	1
1135	природы в	2	1
1136	древний и	1	1
1137	нам не	2	1
1138	нечто общее	3	1
1139	человеческого развития	2	1
1140	во все	2	1
1141	и стремления	4	1
1142	значение только	1	1
1143	из других	1	1
1144	только одному	1	1
1145	возможность есть	1	1
1146	он находит	1	1
1147	или вернее	1	1
1148	явлений но	1	1
1149	и свобода	1	1
1150	чувствует себя	1	1
1151	одно целое	3	1
1152	духовной жизни	2	1
1153	силы и	1	1
1154	с моей	1	1
1155	глазах самого	2	1
1156	по возможности	1	1
1157	в нескольких	1	1
1158	д в	1	1
1159	бы из	1	1
1160	это его	1	1
1161	поэтому если	1	1
1162	с какою	3	1
1163	его собственной	1	1
1164	оно как	1	1
1165	больше в	1	1
1166	которых не	1	1
1167	сознания в	2	1
1168	из себя	6	1
1169	и той	4	1
1170	одной и	4	1
1171	из самого	3	1
1172	между двумя	1	1
1173	чего не	3	1
1174	на которые	1	1
1175	убеждены что	2	1
1176	языками но	1	1
1177	иначе а	1	1
1178	и внешнее	1	1
1179	впоследствии они	1	1
1180	в различных	1	1
1181	связь между	2	1
1182	та что	2	1
1183	а между	5	1
1184	этим не	1	1
1185	вообще но	1	1
1186	по отношению	15	1
1187	уже как	1	1
1188	природа и	2	1
1189	но такая	2	1
1190	людьми или	1	1
1191	народов а	1	1
1192	не позже	1	1
1193	природы но	3	1
1194	как существо	1	1
1195	жил и	1	1
1196	к т	2	1
1197	убедиться в	1	1
1198	есть прямо	1	1
1199	что делает	1	1
1200	мы ни	1	1
1201	который нам	1	1
1202	в прошлом	1	1
1203	значит признавать	1	1
1204	но ни	1	1
1205	к ним	3	1
1206	и духа	1	1
1207	могут и	1	1
1208	которой стоит	1	1
1209	самом начале	1	1
1210	с такою	2	1
1211	или если	3	1
1212	тождественно с	3	1
1213	чувств в	1	1
1214	из всех	1	1
1215	работ на	1	1
1216	к великому	1	1
1217	нас на	2	1
1218	по которой	1	1
1219	жизни как	1	1
1220	затем в	1	1
1221	например когда	1	1
1222	объяснение в	1	1
1223	к которому	5	1
1224	только во	1	1
1225	он служит	1	1
1226	с необходимостью	1	1
1227	следует что	1	1
1228	организмом или	1	1
1229	только ради	1	1
1230	теории и	2	1
1231	на понятие	1	1
1232	по одной	3	1
1233	что именно	2	1
1234	от них	2	1
1235	не внешним	1	1
1236	до какой	1	1
1237	настоящую минуту	1	1
1238	бы так	1	1
1239	не имело	1	1
1240	и чувства	3	1
1241	что дух	2	1
1242	уже по	2	1
1243	стороны а	1	1
1244	на каждое	2	1
1245	человека то	1	1
1246	под формою	1	1
1247	смысле как	1	1
1248	что имеет	2	1
1249	с этих	1	1
1250	свое собственное	1	1
1251	представить себе	3	1
1252	даже по	1	1
1253	выводится из	1	1
1254	такой степени	2	1
1255	то вопрос	1	1
1256	привело к	1	1
1257	свое состояние	2	1
1258	остаться на	2	1
1259	видели что	2	1
1260	воду из	1	1
1261	не зная	3	1
1262	о влиянии	1	1
1263	мы видим	5	1
1264	отдать себе	1	1
1265	то очевидно	1	1
1266	все его	2	1
1267	к индивидуальной	1	1
1268	то оно	3	1
1269	мышления и	1	1
1270	приблизиться к	1	1
1271	к человеку	1	1
1272	во взаимном	1	1
1273	из наблюдений	1	1
1274	его самого	2	1
1275	слова является	1	1
1276	мы в	2	1
1277	с известным	2	1
1278	но собственно	1	1
1279	мы спросим	1	1
1280	смысле в	5	1
1281	еще больше	1	1
1282	всех точек	1	1
1283	нельзя в	3	1
1284	с тех	1	1
1285	что при	6	1
1286	каждом шагу	1	1
1287	души и	9	1
1288	самая общая	1	1
1289	а тогда	2	1
1290	мыслимо только	1	1
1291	пройти через	1	1
1292	имеет только	1	1
1293	и здоровое	1	1
1294	то прежде	1	1
1295	все периоды	1	1
1296	истории то	1	1
1297	одно из	5	1
1298	это слово	1	1
1299	остаются для	1	1
1300	этими двумя	1	1
1301	бы что	2	1
1302	внешнего мира	3	1
1303	только три	1	1
1304	не выходя	1	1
1305	видит в	2	1
1306	есть еще	1	1
1307	совершенно ясно	1	1
1308	в разные	2	1
1309	понятно почему	1	1
1310	которые так	1	1
1311	с двумя	1	1
1312	зрения но	1	1
1313	прежде чем	4	1
1314	такой точки	1	1
1315	будет значить	1	1
1316	не нуждается	2	1
1317	которой как	1	1
1318	что за	3	1
1319	моей стороны	1	1
1320	и глубине	1	1
