N	2gram	Vygotskiy_	TeoriaLi
107	для читателя	2	4
108	совпадает с	2	4
109	в другом	6	4
110	говорить о	3	4
111	отношении к	1	4
112	сказать что	14	4
113	к тому	18	4
114	этого слова	5	4
115	никогда не	9	4
116	и того	1	4
117	это не	7	4
118	хотя и	1	4
119	слова в	1	4
120	в их	3	4
121	его в	5	4
122	читателя в	1	4
123	но он	5	4
124	так в	1	4
125	по своему	6	4
126	со своей	3	4
127	а только	1	4
128	произведения искусства	1	4
129	в свою	6	4
130	и что	29	4
131	в форме	1	4
132	далеко не	3	4
133	того же	4	4
134	одного и	2	4
135	в силу	2	4
136	с ее	5	4
137	в целом	8	4
138	и ее	4	4
139	и к	5	3
140	к действительности	3	3
141	и составляет	1	3
142	в таком	6	3
143	в момент	1	3
144	с этой	5	3
145	даже в	2	3
146	была бы	5	3
147	своем составе	1	3
148	о чем	1	3
149	только не	3	3
150	подобно тому	1	3
151	если бы	22	3
152	все эти	7	3
153	а именно	1	3
154	в романе	2	3
155	именно в	3	3
156	например в	5	3
157	в жизни	6	3
158	в порядке	4	3
159	имеет место	2	3
160	к его	2	3
161	их в	4	3
162	никто не	1	3
163	роль в	2	3
164	в итоге	1	3
165	из которого	1	3
166	перед нами	12	3
167	свою очередь	3	3
168	виду не	1	3
169	между собой	2	3
170	своей природе	1	3
171	потому что	26	3
172	одной стороны	6	3
173	между двумя	3	3
174	в одном	9	3
175	вслед за	4	3
176	имеем в	3	3
177	на две	3	3
178	художественное произведение	2	3
179	мог бы	1	3
180	во всей	3	3
181	не все	1	3
182	от себя	1	3
183	из этих	6	3
184	и для	4	3
185	таким образом	21	3
186	и то	10	3
187	на языке	1	3
188	с одной	7	3
189	и вот	6	3
190	и потому	1	3
191	с точки	11	3
192	ни к	1	3
193	к которому	3	3
194	как раз	14	3
195	есть в	3	3
196	прежде всего	2	3
197	несет в	3	3
198	смешивать с	1	3
199	все прочие	2	3
200	а на	2	3
201	и притом	1	3
202	связи с	2	3
203	или в	6	3
204	одним из	2	3
205	как говорит	2	3
206	в связи	1	3
207	и как	10	3
208	в сторону	2	3
209	вовсе не	11	3
210	текст и	1	3
211	во всех	4	3
212	я на	1	3
213	а с	4	3
214	тому как	1	3
215	принадлежит к	3	3
216	в которой	8	3
217	не будет	2	3
218	он должен	2	3
219	не с	2	3
220	к области	1	3
221	говоря о	1	3
222	жизни однако	1	3
223	в этой	20	3
224	что можно	1	3
225	столь же	5	3
226	и по	2	3
227	слова как	3	3
228	отнюдь не	2	3
229	в той	8	2
230	о жизни	1	2
231	мире и	1	2
232	и другие	3	2
233	на деле	4	2
234	образом и	3	2
235	для всех	2	2
236	один из	7	2
237	и здесь	9	2
238	таковы например	1	2
239	и на	7	2
240	если в	2	2
241	рассказ о	2	2
242	от имени	3	2
243	жизни а	1	2
244	которая в	1	2
245	и который	2	2
246	быть названо	1	2
247	на второй	1	2
248	строго говоря	1	2
249	на этом	6	2
250	из которых	6	2
251	а затем	1	2
252	мы в	4	2
253	по себе	5	2
254	не могут	2	2
255	есть высшая	1	2
256	в них	4	2
257	оно не	1	2
258	и даже	4	2
259	этой точки	2	2
260	здесь мы	6	2
261	самом деле	33	2
262	может оказаться	1	2
263	русской поэзии	2	2
264	заключается в	13	2
265	на свою	2	2
266	имеет дело	2	2
267	значения и	1	2
268	ясно говорит	2	2
269	литературных жанров	1	2
270	из тех	1	2
271	либо в	6	2
272	вместе с	10	2
273	жизни в	1	2
274	не вполне	1	2
275	себя и	1	2
276	отличается от	2	2
277	собою в	1	2
278	ни для	1	2
279	в известном	1	2
280	всей своей	1	2
281	в каком	8	2
282	к другому	1	2
283	своей жизни	2	2
284	к своему	2	2
285	о том	17	2
286	казалось бы	7	2
287	в стихе	1	2
288	это и	4	2
289	еще и	2	2
290	для автора	2	2
291	в прозе	1	2
292	вытекает из	2	2
293	творческий акт	2	2
294	совершенно иной	1	2
295	введено в	1	2
296	к нему	2	2
297	имеет в	2	2
298	на основе	1	2
299	времени в	1	2
300	и больше	2	2
301	для меня	1	2
302	не могло	1	2
303	только на	3	2
304	вступает в	1	2
305	может служить	8	2
306	речь идет	7	2
307	говорит что	17	2
308	и это	13	2
309	превращается в	1	2
310	ногами и	1	2
311	и наоборот	1	2
312	перед ним	1	2
313	в глаза	3	2
314	по два	1	2
315	видим в	2	2
316	если мы	19	2
317	тем же	1	2
318	всякий раз	6	2
319	что она	34	2
320	для понимания	1	2
321	здесь не	3	2
322	в противном	1	2
323	в мировой	1	2
324	он и	1	2
325	не просто	7	2
326	в самой	9	2
327	чем это	1	2
328	на время	2	2
329	бы то	1	2
330	то в	1	2
331	что они	9	2
332	к герою	1	2
333	вокруг него	1	2
334	рода и	1	2
335	основе своей	1	2
336	на вопрос	1	2
337	материала в	3	2
338	в поэзии	1	2
339	не принадлежит	1	2
340	что сама	1	2
341	несмотря на	7	2
342	игра с	1	2
343	что такое	2	2
344	ее в	7	2
345	все это	12	2
346	что и	7	2
347	у нас	4	2
348	тем в	3	2
349	не ограничивается	1	2
350	что каждый	1	2
351	в европейской	2	2
352	таком случае	1	2
353	у него	6	2
354	в повести	2	2
355	от всех	1	2
356	и некоторые	1	2
357	к чему	6	2
358	дело в	1	2
359	этих двух	1	2
360	на себя	1	2
361	не могли	5	2
362	искусства как	1	2
363	в конце	5	2
364	тому что	10	2
365	случае не	1	2
366	в какой	8	2
367	я не	9	2
368	противном случае	1	2
369	не от	2	2
370	первой части	1	2
371	это было	4	2
372	в чем	3	2
373	об этом	4	2
374	должен быть	4	2
375	тем более	2	2
376	могли бы	6	2
377	о себе	1	2
378	но как	3	2
379	могут служить	1	2
380	определенным образом	1	2
381	дело не	3	2
382	в рассказе	9	2
383	есть как	2	2
384	быть и	1	2
385	в первом	3	2
386	одно и	4	2
387	и является	1	2
388	автора и	2	2
389	за пределы	1	2
390	от своего	2	2
391	но напротив	1	2
392	человека и	1	2
393	собственно говоря	1	2
394	полагал что	3	2
395	идет о	8	2
396	могла бы	6	2
397	так же	12	2
398	человеческих отношений	1	2
399	что может	1	2
400	и особенно	1	2
401	тот кто	1	2
402	это делает	2	2
403	о его	2	2
404	и прежде	2	2
405	как будто	13	2
406	в данный	1	2
407	события в	3	2
408	не сумеет	1	2
409	может и	1	2
410	однако все	1	2
411	случае это	1	2
412	чтобы не	2	2
413	могло быть	1	2
414	с которыми	2	1
415	это на	1	1
416	строя и	1	1
417	не ту	1	1
418	с содержанием	1	1
419	от него	2	1
420	однако и	3	1
421	нет на	1	1
422	является в	1	1
423	один голос	1	1
424	все что	2	1
425	первой и	1	1
426	в художественно	1	1
427	вовсе может	1	1
428	каждой из	1	1
429	вступить в	2	1
430	это тот	1	1
431	за ним	1	1
432	и конечно	3	1
433	как прямая	1	1
434	вещи в	1	1
435	же и	1	1
436	этот закон	2	1
437	героев и	1	1
438	его с	1	1
439	на ее	2	1
440	произведения она	1	1
441	случае мы	1	1
442	и конца	1	1
443	дело с	5	1
444	в которую	3	1
445	образа и	1	1
446	можно назвать	2	1
447	и дает	3	1
448	во внешних	1	1
449	а у	2	1
450	представляют собой	3	1
451	никакого определенного	1	1
452	что это	19	1
453	которые лежат	1	1
454	события на	1	1
455	с ним	6	1
456	тем как	1	1
457	которой в	1	1
458	в сущности	16	1
459	оно становится	1	1
460	мяса но	1	1
461	никак не	12	1
462	относится не	1	1
463	скрытое под	1	1
464	в другой	1	1
465	говорит о	6	1
466	те же	2	1
467	не как	1	1
468	в область	1	1
469	смысл не	1	1
470	нам с	2	1
471	из того	1	1
472	разного рода	1	1
473	представлений о	1	1
474	от художественного	1	1
475	и другими	2	1
476	трагизма в	1	1
477	в результате	3	1
478	то с	1	1
479	противоречие с	4	1
480	целом ряде	1	1
481	том и	3	1
482	бы место	1	1
483	смысла в	1	1
484	которые будут	1	1
485	этом как	1	1
486	и первый	1	1
487	со всеми	2	1
488	должен был	4	1
489	же я	1	1
490	начинается с	1	1
491	стоит в	2	1
492	все то	15	1
493	на свой	1	1
494	до этого	1	1
495	которых и	1	1
496	подробностей и	1	1
497	от одного	1	1
498	в собственном	1	1
499	о мире	2	1
500	имеет значение	1	1
501	с ней	1	1
502	жизнь в	1	1
503	смысла и	3	1
504	которая действительно	1	1
505	мы говорим	1	1
506	введенное в	1	1
507	мысль о	1	1
508	одновременно с	1	1
509	в новую	1	1
510	значение в	1	1
511	вещами как	1	1
512	его смысл	1	1
513	к каким	2	1
514	тем что	7	1
515	этого в	1	1
516	одним словом	2	1
517	это первый	1	1
518	говорят о	1	1
519	из всего	3	1
520	напротив мы	1	1
521	и будет	1	1
522	и действительно	2	1
523	то время	4	1
524	если он	5	1
525	принадлежат к	1	1
526	том или	1	1
527	и другим	1	1
528	меня в	1	1
529	с тем	14	1
530	эмоционального строя	1	1
531	всеми теми	1	1
532	я от	1	1
533	к самому	4	1
534	и вокруг	1	1
535	с такими	2	1
536	что по	3	1
537	у читателя	4	1
538	шиллер в	1	1
539	о судьбе	1	1
540	с собою	1	1
541	все же	10	1
542	жизни ее	2	1
543	означает для	2	1
544	менее определенным	1	1
545	поводу этой	1	1
546	они ни	1	1
547	в словах	2	1
548	существует не	1	1
549	или ином	1	1
550	не имеет	8	1
551	бы не	5	1
552	в сравнении	1	1
553	но у	1	1
554	насколько это	1	1
555	да и	1	1
556	непременно должен	1	1
557	действительную жизнь	2	1
558	две половины	1	1
559	в историческом	1	1
560	о котором	5	1
561	и формой	1	1
562	зависимости от	1	1
563	поскольку он	1	1
564	быть определена	1	1
565	жизни если	1	1
566	в это	1	1
567	в стихах	3	1
568	нимало не	1	1
569	не оказывается	1	1
570	на их	3	1
571	на каждом	1	1
572	действительность в	1	1
573	восприятия все	1	1
574	всех литературных	1	1
575	на первый	1	1
576	он мог	1	1
577	всем его	1	1
578	своему герою	1	1
579	первый взгляд	1	1
580	с этим	11	1
581	все они	3	1
582	если с	1	1
583	только одно	3	1
584	что искусство	1	1
585	своем значении	1	1
586	действующих лиц	6	1
587	на примере	3	1
588	ту форму	1	1
589	и я	3	1
590	нам не	2	1
591	совершенно не	8	1
592	глубокий и	1	1
593	разница в	1	1
594	он же	1	1
595	ее к	1	1
596	мы рассмотрим	2	1
597	и заключительные	1	1
598	истории не	1	1
599	в котором	7	1
600	есть от	1	1
601	поэт в	1	1
602	картину и	1	1
603	зависит от	2	1
604	в действительности	3	1
605	и такие	2	1
606	уже до	1	1
607	лицом и	1	1
608	по своим	2	1
609	о чем-то	1	1
610	взятое в	1	1
611	не упоминается	1	1
612	более чем	2	1
613	и заключается	1	1
614	заключать в	1	1
615	это событие	1	1
616	поэзии есть	1	1
617	некоторого рода	1	1
618	то и	3	1
619	она могла	2	1
620	связана с	1	1
621	и поэтому	3	1
622	из жизни	1	1
623	в отдельности	2	1
624	понимаем что	1	1
625	себя еще	1	1
626	одной общей	1	1
627	не таково	1	1
628	является именно	1	1
629	ним и	1	1
630	которыми он	1	1
631	с нашим	1	1
632	оно является	2	1
633	а через	1	1
634	другими звуками	1	1
635	выше можно	1	1
636	существенное значение	1	1
637	время в	5	1
638	обычно в	1	1
639	перейдем к	1	1
640	слова и	3	1
641	положений и	1	1
642	с которой	1	1
643	что из	1	1
644	жизни и	6	1
645	и вся	2	1
646	две части	3	1
647	вы говорите	1	1
648	в противоречие	3	1
649	я для	1	1
650	не об	1	1
651	точно так	3	1
652	с напряжением	1	1
653	переходит к	2	1
654	на основании	2	1
655	а между	1	1
656	с автором	1	1
657	образом что	2	1
658	одно из	4	1
659	целый ряд	6	1
660	и до	4	1
661	для своей	2	1
662	что речь	1	1
663	для которого	1	1
664	и те	2	1
665	не что	1	1
666	в совершенно	3	1
667	в истории	3	1
668	это необходимо	1	1
669	не так	4	1
670	от своей	1	1
671	значения этого	1	1
672	это имеет	2	1
673	при анализе	2	1
674	разговор с	2	1
675	каждый из	3	1
676	над собой	1	1
677	действия и	3	1
678	те два	4	1
679	ни от	1	1
680	когда же	1	1
681	автора в	2	1
682	и формы	2	1
683	эта возможность	1	1
684	на одну	2	1
685	я думаю	2	1
686	к третьему	1	1
687	к ним	3	1
688	случаи когда	1	1
689	ее не	3	1
690	на могиле	1	1
691	она может	4	1
692	нас на	2	1
693	него не	1	1
694	по которым	2	1
695	той же	6	1
696	русском языке	1	1
697	ее как	1	1
698	но именно	1	1
699	до конца	5	1
700	звуков в	1	1
701	у себя	1	1
702	с этими	2	1
703	только при	1	1
704	как я	2	1
705	в одной	2	1
706	что все	10	1
707	то она	1	1
708	неизмеримо более	1	1
709	действующие лица	1	1
710	легко может	1	1
711	как этого	1	1
712	бы никакого	1	1
713	момент в	1	1
714	одна из	6	1
715	его композиции	1	1
716	но если	6	1
717	своей цели	2	1
718	по поводу	1	1
719	под именем	1	1
720	что даже	2	1
721	в отдельных	1	1
722	как говорил	1	1
723	к этим	2	1
724	самые различные	1	1
725	по выражению	2	1
726	друг друга	1	1
727	все с	1	1
728	то я	1	1
729	идея или	1	1
730	трагедии шекспира	1	1
731	которое должно	1	1
732	и становится	1	1
733	из них	10	1
734	едва ли	4	1
735	тот же	5	1
736	конечно с	1	1
737	внимание и	1	1
738	друг другу	2	1
739	чтобы этот	1	1
740	действий или	1	1
741	бывает в	1	1
742	ближе к	1	1
743	представить себе	2	1
744	все мы	1	1
745	что автор	6	1
746	такое же	3	1
747	этом случае	1	1
748	и такой	1	1
749	в свое	1	1
750	одном и	1	1
751	или к	1	1
752	мы видим	15	1
753	в более	1	1
754	эта перемена	1	1
755	известные нам	1	1
756	этом становится	1	1
757	так как	13	1
758	она и	2	1
759	от его	1	1
760	последние десятилетия	1	1
761	что иное	1	1
762	под маской	3	1
763	они не	2	1
764	может не	1	1
765	героев в	2	1
766	не решает	1	1
767	свидетельствует о	1	1
768	ее на	2	1
769	в драме	2	1
770	первом случае	1	1
771	должно быть	1	1
772	всех сторон	1	1
773	который может	1	1
774	который бы	1	1
775	в состоянии	1	1
776	именно те	1	1
777	что одна	2	1
778	обе эти	1	1
779	а тот	1	1
780	аллегории и	1	1
781	так он	1	1
782	начала и	2	1
783	материала и	2	1
784	и чрезвычайно	1	1
785	второй план	6	1
786	мире в	2	1
787	переход к	2	1
788	была названа	1	1
789	художественной формы	1	1
790	мы конечно	1	1
791	души и	1	1
792	которого он	1	1
793	чтобы сделаться	1	1
794	как у	2	1
795	для нас	14	1
796	действительности они	1	1
797	убийства и	1	1
798	одновременно и	3	1
799	существенное изменение	1	1
800	она пользуется	1	1
801	из своих	1	1
802	требует от	1	1
803	смысл этой	3	1
804	в новелле	1	1
805	вытекающее из	2	1
806	означало бы	2	1
807	на мягкую	1	1
808	о ком	1	1
809	все их	2	1
810	им с	1	1
811	слово в	2	1
812	противоречие между	2	1
813	наше внимание	3	1
814	в русском	1	1
815	без этого	1	1
816	том в	1	1
817	вокруг себя	1	1
818	тому же	2	1
819	раз в	7	1
820	не была	1	1
821	ведь это	1	1
822	но с	2	1
823	в таких	1	1
824	что составляет	1	1
825	не было	4	1
826	бы для	2	1
827	отказаться от	2	1
828	героев или	2	1
829	а о	1	1
830	и более	4	1
831	не говорит	1	1
832	перед необходимостью	1	1
833	что его	3	1
834	евгении онегине	2	1
835	и где	2	1
836	этим и	1	1
837	для эстетической	1	1
838	но эта	3	1
839	на нее	1	1
840	от кого	1	1
841	которое в	1	1
842	это еще	1	1
843	места в	2	1
844	по существу	4	1
845	что не	5	1
846	это возможно	1	1
847	этого события	2	1
848	мы нигде	1	1
849	автор должен	3	1
850	между этими	1	1
851	не остается	1	1
852	бы быть	2	1
853	в евгении	2	1
854	с той	8	1
855	и без	2	1
856	с жизнью	1	1
857	долгое время	1	1
858	повести в	1	1
859	художественном произведении	1	1
860	но по	2	1
861	не есть	1	1
862	от одной	2	1
863	между прочим	1	1
864	бы рассказ	1	1
865	акта в	1	1
866	что ж	1	1
867	же точно	6	1
868	при таком	4	1
869	это происходит	1	1
870	перед собой	2	1
871	за это	1	1
872	как ее	1	1
873	от этого	4	1
874	того и	1	1
875	в такой	5	1
876	больше и	3	1
877	по его	3	1
878	от милой	1	1
879	именно эта	1	1
880	в двух	11	1
881	в условиях	1	1
882	на его	2	1
883	себе и	1	1
884	себе никакого	1	1
885	в каждой	1	1
886	из этого	10	1
887	басни или	2	1
888	менее важным	1	1
889	действительности и	1	1
890	что две	1	1
891	и другого	1	1
892	бы в	3	1
893	мере в	1	1
894	же как	3	1
895	что хотя	1	1
896	впечатление от	3	1
897	на которую	2	1
898	истинный смысл	5	1
899	которое существует	1	1
900	здесь как	1	1
901	прежде но	1	1
902	искусства она	1	1
903	том случае	4	1
904	вошел в	2	1
905	со всех	1	1
906	в малой	2	1
907	что от	1	1
908	только к	1	1
909	как ни	1	1
910	он это	1	1
911	жизнь и	2	1
912	в пьесе	1	1
913	в своих	6	1
914	целом всегда	1	1
915	от читателя	1	1
916	оно состоит	1	1
917	говоря в	1	1
918	говорил о	3	1
919	как полагал	1	1
920	случае если	4	1
921	этой своей	1	1
922	не уничтожается	1	1
923	стиля в	1	1
924	очень часто	2	1
925	в лучшем	2	1
926	подробностями и	1	1
927	материалом и	1	1
928	что несмотря	1	1
929	если не	1	1
930	что желая	1	1
931	она не	10	1
932	эти два	4	1
933	когда я	3	1
934	другом и	2	1
935	перед читателем	1	1
936	совсем не	3	1
937	нельзя не	2	1
938	не один	2	1
939	части и	2	1
940	чувства и	3	1
941	с совершенно	3	1
942	так что	10	1
943	не более	3	1
944	или же	2	1
945	так называемые	1	1
946	мы понимаем	1	1
947	просто не	1	1
948	ее никто	1	1
949	и бунин	1	1
950	и может	5	1
951	что касается	2	1
952	мы обнаруживаем	2	1
953	образа в	1	1
954	и их	2	1
955	его смысла	1	1
956	такого что	1	1
957	это явление	1	1
958	так просто	1	1
959	не могла	2	1
960	это была	1	1
961	можно было	7	1
962	если она	2	1
963	но только	10	1
964	заключает в	1	1
965	тем и	2	1
966	ни одно	2	1
967	или его	3	1
968	ничто не	1	1
969	только то	3	1
970	общая идея	1	1
971	также и	1	1
972	то или	1	1
973	у нее	2	1
974	как один	1	1
975	или иное	1	1
976	означает что	1	1
977	когда мы	5	1
978	не совпадает	2	1
979	на это	6	1
980	было бы	22	1
981	в поэтической	5	1
982	не по	3	1
983	из нее	3	1
984	превратилась в	3	1
985	же самое	14	1
986	он в	3	1
987	определена как	1	1
988	как мы	12	1
989	одного из	2	1
990	и весело	1	1
991	указывает на	8	1
992	общего с	2	1
993	в понимании	1	1
994	что для	6	1
995	это правило	1	1
996	и ясный	1	1
997	собственные законы	1	1
998	в зависимости	1	1
999	которые в	1	1
1000	но наоборот	1	1
1001	сказать в	1	1
1002	каждой новой	2	1
1003	этом и	1	1
1004	литературных героев	1	1
1005	обратимся к	3	1
1006	может показаться	1	1
1007	или слова	1	1
1008	и доказать	1	1
1009	и от	1	1
1010	и есть	3	1
1011	по этому	1	1
1012	с которым	2	1
1013	теми же	1	1
1014	более высокое	1	1
1015	же в	2	1
1016	всю жизнь	1	1
1017	из его	1	1
1018	и читателя	1	1
1019	в уме	1	1
1020	чаще всего	1	1
1021	для построения	1	1
1022	идет не	1	1
1023	на то	25	1
1024	акте выбора	1	1
1025	бы ни	1	1
1026	вот он	1	1
1027	и только	8	1
1028	независимо от	2	1
1029	лучшем случае	2	1
1030	для этого	9	1
1031	таким же	1	1
1032	именно это	3	1
1033	дело обстоит	1	1
1034	и совершенно	9	1
1035	каждого из	4	1
1036	есть не	2	1
1037	говорит не	2	1
1038	кажется что	2	1
1039	иное как	1	1
1040	момент его	1	1
