N	2gram	Bakhtin_Fr	VLabPisa
441	на протяжении	2	1
442	мышления и	1	1
443	то за	1	1
444	нем свое	1	1
445	от жизни	1	1
446	гораздо сложнее	2	1
447	а наоборот	1	1
448	со всем	2	1
449	свидетельств и	1	1
450	данном случае	4	1
451	и творческий	1	1
452	по тому	2	1
453	места из	2	1
454	то есть	49	1
455	и свою	1	1
456	время она	1	1
457	творчества они	1	1
458	свидетельствует о	1	1
459	роль и	2	1
460	в поэзии	3	1
461	в конкретную	1	1
462	переходит в	3	1
463	время и	2	1
464	почти не	2	1
465	поэтому в	4	1
466	таковы некоторые	1	1
467	он только	1	1
468	мы не	6	1
469	как один	1	1
470	с этой	1	1
471	нет например	1	1
472	нет места	1	1
473	еще более	1	1
474	момента в	2	1
475	несмотря на	3	1
476	из того	1	1
477	и дает	1	1
478	и противоречивы	1	1
479	для характеристики	1	1
480	разум и	1	1
481	проявляется в	1	1
482	или с	1	1
483	формы в	1	1
484	или иными	1	1
485	с ним	6	1
486	романа в	2	1
487	кроме того	11	1
488	он это	2	1
489	общественного человека	1	1
490	др но	1	1
491	о нем	2	1
492	свойственны и	1	1
493	действительности он	1	1
494	не как	3	1
495	другими образами	2	1
496	воплощенной в	1	1
497	сумасшедшего и	1	1
498	в меньшей	1	1
499	в формы	1	1
500	и всегда	1	1
501	и точно	1	1
502	представлений о	3	1
503	они в	1	1
504	богатство и	1	1
505	и элементы	1	1
506	образов их	1	1
507	из форм	1	1
508	силой и	1	1
509	чем он	1	1
510	книг таким	1	1
511	как нечто	1	1
512	на высоту	1	1
513	и создает	1	1
514	исторического развития	1	1
515	гете как	1	1
516	в живом	1	1
517	бы при	1	1
518	мере и	1	1
519	метафорами и	1	1
520	у этого	2	1
521	без того	1	1
522	за это	1	1
523	описывает его	1	1
524	этих фактов	1	1
525	всей ее	1	1
526	в виде	1	1
527	связанная с	3	1
528	как было	1	1
529	говорит он	1	1
530	ведь это	3	1
531	затем у	1	1
532	и самые	1	1
533	правильного понимания	1	1
534	о природе	2	1
535	если не	1	1
536	в духе	4	1
537	все то	6	1
538	но он	5	1
539	самом деле	6	1
540	так было	1	1
541	в несколько	2	1
542	но все	2	1
543	еще раз	1	1
544	говорят в	1	1
545	в живописи	1	1
546	жизни это	1	1
547	не будем	3	1
548	и невозможно	1	1
549	этим формам	1	1
550	а также	4	1
551	жизнь в	1	1
552	по их	1	1
553	игре и	1	1
554	мы говорим	1	1
555	обойтись и	1	1
556	и судьбы	2	1
557	и все	18	1
558	и раскрыть	1	1
559	же по	1	1
560	эти образы	13	1
561	учения о	2	1
562	о своей	2	1
563	они могут	1	1
564	целый ряд	2	1
565	зрения на	5	1
566	сущности в	1	1
567	тем что	3	1
568	от всего	1	1
569	этого выражения	1	1
570	и сложнее	2	1
571	порядка и	1	1
572	то время	4	1
573	от реальной	1	1
574	в таком	2	1
575	без всякой	1	1
576	очень много	1	1
577	в сферу	2	1
578	между этими	3	1
579	можно назвать	1	1
580	в стороне	1	1
581	характер этого	1	1
582	теми или	1	1
583	друг другу	1	1
584	и без	3	1
585	образы живут	1	1
586	с жизнью	4	1
587	в памяти	1	1
588	же оно	1	1
589	в устах	1	1
590	нас к	1	1
591	в соответствии	1	1
592	же при	1	1
593	связаны не	1	1
594	что по	3	1
595	вряд ли	1	1
596	значения и	2	1
597	а именно	2	1
598	после обеда	3	1
599	это время	2	1
600	одновременно и	4	1
601	и так	1	1
602	состоит из	2	1
603	сложной и	1	1
604	эту проблему	1	1
605	на эту	3	1
606	как в	4	1
607	и характер	1	1
608	а иногда	1	1
609	перейти к	1	1
610	по своему	5	1
611	себя и	2	1
612	не имеет	4	1
613	смертью в	2	1
614	образы в	8	1
615	этом нет	1	1
616	у платона	1	1
617	служит для	1	1
618	почти все	6	1
619	в свете	3	1
620	о котором	1	1
621	собою в	1	1
622	у романтиков	1	1
623	которое не	1	1
624	это было	4	1
625	связанный с	2	1
626	в итоге	1	1
627	в следующей	1	1
628	и это	5	1
629	на своем	2	1
630	не его	1	1
631	ничего общего	1	1
632	поэтому у	1	1
633	и из	1	1
634	процесса не	1	1
635	похожи на	1	1
636	и порождает	1	1
637	даже самые	1	1
638	в которые	1	1
639	имеют громадное	1	1
640	это самое	1	1
641	и популярных	1	1
642	обращение к	1	1
643	не все	2	1
644	казалось бы	2	1
645	это явление	2	1
646	для правильного	1	1
647	сообщает что	1	1
648	той или	1	1
649	образы из	1	1
650	чтобы понять	1	1
651	и сравнений	1	1
652	в дальнейшем	2	1
653	жизнь и	5	1
654	само же	1	1
655	сказал и	1	1
656	нет ничего	1	1
657	определяет как	1	1
658	и тех	1	1
659	философии а	2	1
660	указывалось что	1	1
661	его и	2	1
662	наконец и	1	1
663	и осмысленной	1	1
664	событий поэтому	1	1
665	не самый	1	1
666	признать что	2	1
667	тенденций в	1	1
668	функцию в	1	1
669	исходя из	1	1
670	на природу	1	1
671	более чем	1	1
672	в прозе	1	1
673	она играет	1	1
674	на этой	3	1
675	а с	1	1
676	в данном	4	1
677	его счет	2	1
678	первой части	4	1
679	в основе	6	1
680	вообще в	1	1
681	тут и	1	1
682	и мира	2	1
683	и неверно	1	1
684	тем более	3	1
685	следует говорить	1	1
686	что этот	1	1
687	и образа	1	1
688	и зрителей	1	1
689	как составная	1	1
690	видим что	2	1
691	тех же	1	1
692	которой он	1	1
693	творца и	1	1
694	поэзии и	1	1
695	очень часто	4	1
696	они играют	1	1
697	в лучшем	1	1
698	он был	8	1
699	это как	1	1
700	характер так	1	1
701	собой в	1	1
702	есть в	5	1
703	конечно не	5	1
704	с новыми	1	1
705	так называемой	1	1
706	всего этого	3	1
707	нам в	2	1
708	наконец в	1	1
709	процесс в	1	1
710	уже в	1	1
711	не дает	2	1
712	почти исключительно	1	1
713	с образами	4	1
714	живым и	1	1
715	и связанный	1	1
716	образ живет	1	1
717	отрыве от	2	1
718	самое существенное	1	1
719	системе образов	4	1
720	это для	1	1
721	этому и	1	1
722	характерны для	1	1
723	друг друга	1	1
724	потому что	8	1
725	в свою	1	1
726	сознания в	1	1
727	о совершенно	1	1
728	слова и	2	1
729	кажется что	2	1
730	быть и	1	1
731	от всех	6	1
732	богатой и	1	1
733	идет в	2	1
734	только тогда	1	1
735	и поэтому	2	1
736	войной и	1	1
737	в него	1	1
738	понимает и	1	1
739	только один	1	1
740	то все	1	1
741	между всеми	1	1
742	очень наглядно	1	1
743	эта мысль	1	1
744	не могло	3	1
745	их роли	1	1
746	но она	5	1
747	только на	1	1
748	если же	2	1
749	и детей	1	1
750	дошедших до	1	1
751	что эта	3	1
752	для этого	2	1
753	одно и	1	1
754	на его	2	1
755	и если	3	1
756	есть и	8	1
757	и та	2	1
758	все те	2	1
759	пор не	1	1
760	и что	3	1
761	в каком-то	1	1
762	и миром	7	1
763	дело не	1	1
764	один раз	2	1
765	их речь	1	1
766	людей это	1	1
767	в любой	1	1
768	приходит к	1	1
769	за пределы	4	1
770	наконец некоторые	1	1
771	но только	1	1
772	словесном творчестве	1	1
773	подобного рода	2	1
774	было еще	1	1
775	в начале	2	1
776	еще в	3	1
777	слова с	1	1
778	это то	1	1
779	из всей	1	1
780	этой жизни	3	1
781	доходит до	2	1
782	часто в	4	1
783	и упрощает	1	1
784	мир а	2	1
785	и жизни	2	1
786	то как	1	1
787	в истории	2	1
788	как оно	1	1
789	значение ее	1	1
790	конечно нет	1	1
791	верно и	1	1
792	самого начала	3	1
793	и речи	2	1
794	образы не	1	1
795	себе в	1	1
796	помыслах и	1	1
797	свою очередь	1	1
798	даже во	1	1
799	начинает свой	1	1
800	связанных с	6	1
801	образа его	1	1
802	не случайно	3	1
803	мира однако	1	1
804	связанной с	1	1
805	значение и	3	1
806	и той	1	1
807	и называются	1	1
808	знает и	1	1
809	этого мира	1	1
810	и основной	1	1
811	единство и	3	1
812	ни одной	1	1
813	же на	1	1
814	или говоря	1	1
815	но ни	1	1
816	сейчас же	1	1
817	борьба за	1	1
818	и еще	1	1
819	отношение к	1	1
820	как мы	16	1
821	со своими	1	1
822	соответствии с	2	1
823	и противоречиво	1	1
824	его связей	1	1
825	и ряд	2	1
826	же не	2	1
827	к ней	2	1
828	это вовсе	1	1
829	что всякий	1	1
830	основное содержание	1	1
831	общего с	1	1
832	в понимании	1	1
833	но вместе	1	1
834	что во	1	1
835	свете этих	1	1
836	по которой	1	1
837	заметить что	2	1
838	образов но	5	1
839	в ходе	1	1
840	и во	4	1
841	он определяет	1	1
842	гете на	1	1
843	законов и	2	1
844	бы он	2	1
845	выражения в	1	1
846	приводят к	1	1
847	благодаря этому	3	1
848	обратимся к	2	1
849	и воззрения	1	1
850	связи между	1	1
851	больше того	1	1
852	основания для	1	1
853	нужно признать	1	1
854	в ход	1	1
855	над войной	1	1
856	находится в	2	1
857	уже не	1	1
858	за его	2	1
859	стоит только	1	1
860	закрепленное в	1	1
861	роль играет	4	1
862	и явлениями	2	1
863	материал в	1	1
864	гете по	1	1
865	причем в	1	1
866	игры на	1	1
867	на этот	4	1
868	жизнью и	1	1
869	и труд	1	1
870	происходит в	3	1
871	при оценке	1	1
872	и других	2	1
873	чаще всего	1	1
874	деле в	1	1
875	как будто	2	1
876	году и	1	1
877	здесь не	7	1
878	а об	1	1
879	этот последний	1	1
880	себя до	1	1
881	оно может	1	1
882	их на	1	1
883	часть в	1	1
884	системы образов	4	1
885	единой и	1	1
886	это в	3	1
887	он пытался	1	1
888	сводится в	1	1
889	месте в	1	1
890	наконец очень	1	1
891	в ту	3	1
892	этой системе	1	1
893	плане и	1	1
894	речи о	1	1
895	связаны с	8	1
896	но это	10	1
897	самого автора	2	1
898	потому и	1	1
899	эти формы	1	1
900	с ее	7	1
901	из него	1	1
902	это подтверждается	1	1
903	во времени	2	1
904	его мировоззрением	1	1
905	новеллы в	1	1
906	же выводу	1	1
907	именно таким	1	1
908	лет а	1	1
909	именно это	2	1
910	в едином	1	1
911	которой мы	1	1
912	в самой	8	1
913	не был	1	1
914	если только	1	1
915	в какой-то	2	1
916	становится в	1	1
917	стороны он	1	1
918	и ни	3	1
919	и особенно	1	1
920	он должен	2	1
921	характерно что	4	1
922	таких же	1	1
923	с реальным	1	1
924	тому же	5	1
925	что на	3	1
926	лишь его	1	1
927	очень богатой	1	1
928	в заключение	3	1
929	подлежит сомнению	1	1
930	с того	1	1
931	но было	1	1
932	мира в	1	1
933	чувств в	1	1
934	все мистические	1	1
935	виду что	1	1
936	и самый	3	1
937	понять и	1	1
938	у которого	1	1
939	эту задачу	1	1
