N	2gram	Vygotskiy_	KFilosof
420	мог бы	1	1
421	смысле слова	1	1
422	вплетена в	1	1
423	оно было	1	1
424	всей полноте	1	1
425	что уже	3	1
426	стороны нет	1	1
427	предположение что	1	1
428	отношения к	2	1
429	развивается как	1	1
430	логических отношений	1	1
431	это отнесение	1	1
432	момента в	3	1
433	и менее	1	1
434	синтеза и	1	1
435	несмотря на	3	1
436	была бы	1	1
437	ним в	1	1
438	есть просто	1	1
439	которых он	2	1
440	и наконец	3	1
441	этой мысли	1	1
442	всех остальных	1	1
443	он начинает	1	1
444	может возникнуть	2	1
445	это значит	5	1
446	относятся к	1	1
447	хотя и	1	1
448	его но	1	1
449	особенно часто	1	1
450	ни на	3	1
451	для одного	4	1
452	и протекает	1	1
453	или нет	1	1
454	и из	2	1
455	теории а	1	1
456	это утверждение	1	1
457	как раз	5	1
458	нам остается	2	1
459	его то	1	1
460	является сама	1	1
461	ее в	3	1
462	находятся в	3	1
463	и сама	1	1
464	быть просто	1	1
465	можно сказать	7	1
466	только при	1	1
467	не являются	2	1
468	к выводу	3	1
469	и новое	1	1
470	возможно там	1	1
471	приближения к	1	1
472	а есть	1	1
473	смысле можно	2	1
474	не способны	1	1
475	суждения в	2	1
476	в отношении	18	1
477	закон и	2	1
478	это слово	3	1
479	в результате	9	1
480	здесь в	1	1
481	мы возьмем	1	1
482	слова ведь	1	1
483	смысле этого	2	1
484	по способу	2	1
485	противоречие с	1	1
486	от до	2	1
487	знания в	1	1
488	в движение	1	1
489	бы что	2	1
490	точке в	1	1
491	иной чем	2	1
492	что между	5	1
493	требует чтобы	1	1
494	функции в	4	1
495	к предмету	2	1
496	другого как	1	1
497	все равно	2	1
498	как таковым	1	1
499	различия между	1	1
500	не путем	1	1
501	лежит в	5	1
502	между мотивом	1	1
503	дисциплины как	1	1
504	нашего исследования	4	1
505	связанная с	3	1
506	связь с	1	1
507	дать в	1	1
508	чем в	6	1
509	их не	1	1
510	в зависимости	2	1
511	и даже	3	1
512	к его	4	1
513	что ему	2	1
514	именно что	1	1
515	в духе	1	1
516	бы для	1	1
517	вместо того	5	1
518	но он	8	1
519	образом в	2	1
520	есть проблема	1	1
521	не более	1	1
522	отличаются от	2	1
523	до этого	1	1
524	в которой	8	1
525	или в	1	1
526	они даны	1	1
527	в первом	4	1
528	этого не	1	1
529	когда оно	2	1
530	и с	7	1
531	с ней	3	1
532	эта задача	1	1
533	проблемы в	1	1
534	осуществляется это	2	1
535	равно как	1	1
536	и приводит	1	1
537	все дело	2	1
538	это положение	2	1
539	показать что	4	1
540	мысль о	1	1
541	сделать в	1	1
542	с целью	1	1
543	к каждой	1	1
544	значения как	1	1
545	существует все	1	1
546	в ткань	1	1
547	в понятии	1	1
548	т.е из	1	1
549	а то	1	1
550	совершается и	1	1
551	не делает	2	1
552	и требует	2	1
553	и будет	1	1
554	совершенно правильно	1	1
555	если он	4	1
556	а должен	1	1
557	внимание в	1	1
558	но само	1	1
559	отношения могущие	1	1
560	и смысловых	1	1
561	т.е от	1	1
562	всеми своими	1	1
563	тем же	1	1
564	этом последнем	1	1
565	является вовсе	1	1
566	в живом	1	1
567	своей структуре	2	1
568	ценность в	1	1
569	сегодняшний день	3	1
570	к таким	2	1
571	в какой	8	1
572	имеет место	4	1
573	при различных	1	1
574	как о	1	1
575	один момент	1	1
576	предметом не	1	1
577	может стать	2	1
578	выражение во	1	1
579	имеет дело	1	1
580	их в	3	1
581	быть понято	2	1
582	ничто в	1	1
583	и теоретическое	1	1
584	второй половине	1	1
585	мы никогда	1	1
586	эта функция	1	1
587	и так	1	1
588	вместе с	9	1
589	и вопрос	1	1
590	могущие быть	1	1
591	на этом	8	1
592	при таком	1	1
593	в этих	7	1
594	никто не	2	1
595	есть только	1	1
596	может ничего	1	1
597	для решения	2	1
598	этим самым	1	1
599	единство сознания	1	1
600	связи между	1	1
601	они не	7	1
602	мы только	1	1
603	приводит к	10	1
604	на все	7	1
605	предмета и	2	1
606	моментом и	1	1
607	тем или	2	1
608	отличается от	2	1
609	между собой	17	1
610	больше и	1	1
611	представляется нам	4	1
612	не стоящие	1	1
613	по самому	1	1
614	между ними	5	1
615	зависимости от	3	1
616	том смысле	1	1
617	но уже	2	1
618	на его	4	1
619	в известном	9	1
620	а подчиненной	1	1
621	эта последняя	1	1
622	к признанию	1	1
623	точек зрения	4	1
624	а только	8	1
625	играть в	1	1
626	своей мысли	2	1
627	бы совершенно	1	1
628	об этом	1	1
629	она исходит	1	1
630	а он	1	1
631	данного предмета	1	1
632	и таким	1	1
633	целого и	1	1
634	но к	1	1
635	к тому	14	1
636	в одной	2	1
637	увидим далее	1	1
638	время является	1	1
639	сих пор	3	1
640	научных и	10	1
641	мысли в	5	1
642	действительности и	1	1
643	и полностью	2	1
644	этот процесс	5	1
645	к той	1	1
646	что мотивы	1	1
647	другом случае	2	1
648	только для	2	1
649	осуществляются в	1	1
650	эти положения	1	1
651	с этим	9	1
652	только одно	1	1
653	что эти	4	1
654	обычно происходит	1	1
655	к моему	1	1
656	остается в	1	1
657	нет ничего	1	1
658	должен был	3	1
659	во всяком	4	1
660	осознанно и	1	1
661	не сумел	1	1
662	истина и	1	1
663	суждения как	1	1
664	нуждается в	3	1
665	но может	1	1
666	мысли что	1	1
667	простой передачи	1	1
668	мы можем	15	1
669	это с	1	1
670	не является	7	1
671	не существует	1	1
672	но с	2	1
673	только к	4	1
674	если оно	1	1
675	из первого	1	1
676	сказать это	1	1
677	в суждениях	1	1
678	как понятие	3	1
679	в действительности	6	1
680	может строить	1	1
681	в специальном	1	1
682	как целое	1	1
683	длинный путь	1	1
684	что мы	11	1
685	действия в	2	1
686	значит что	6	1
687	это понятие	3	1
688	а просто	2	1
689	на один	1	1
690	которую мы	3	1
691	с основной	1	1
692	совершенно иной	3	1
693	не имеют	4	1
694	образом признается	1	1
695	он его	1	1
696	их развития	13	1
697	в лучшем	3	1
698	более чем	1	1
699	мы уже	4	1
700	которой и	1	1
701	всю свою	1	1
702	в основных	1	1
703	где есть	1	1
704	не решает	1	1
705	во все	1	1
706	на некоторых	1	1
707	чего нет	1	1
708	совпадает с	4	1
709	но при	2	1
710	всяком случае	2	1
711	эти слова	1	1
712	мы его	4	1
713	он принимает	1	1
714	его не	1	1
715	не знаю	1	1
716	который по	2	1
717	так чтобы	1	1
718	также и	2	1
719	ту же	5	1
720	но во	1	1
721	но эти	1	1
722	другом в	2	1
723	существенно не	1	1
724	и затем	1	1
725	к каждому	1	1
726	и теоретически	1	1
727	и другой	2	1
728	в этот	4	1
729	человека все	1	1
730	мы должны	13	1
731	имеет не	1	1
732	по поводу	3	1
733	слова и	3	1
734	поэтому мы	1	1
735	остается только	2	1
736	и уже	1	1
737	с которой	2	1
738	когда он	3	1
739	на чем	1	1
740	только тогда	5	1
741	эти различия	1	1
742	конечно это	1	1
743	не могло	1	1
744	только на	3	1
745	должны быть	2	1
746	между отдельными	2	1
747	в которую	1	1
748	он должен	9	1
749	не с	2	1
750	в противоречие	1	1
751	за собой	4	1
752	свою психологическую	1	1
753	с него	1	1
754	и миром	1	1
755	в различных	3	1
756	самое что	2	1
757	отношений между	4	1
758	в форме	1	1
759	здесь переходит	1	1
760	ним как	1	1
761	же самое	7	1
762	но только	4	1
763	этого факта	4	1
764	в соответствующей	1	1
765	говоря о	2	1
766	главным образом	1	1
767	понятием и	1	1
768	является мир	1	1
769	уже и	1	1
770	по уже	1	1
771	в истории	3	1
772	миру и	1	1
773	всю полноту	2	1
774	и находит	1	1
775	по своей	7	1
776	не касается	1	1
777	этих случаях	1	1
778	над ним	1	1
779	до того	4	1
780	свою очередь	4	1
781	а во	1	1
782	признать что	1	1
783	для жизни	1	1
784	только возможны	1	1
785	не совпадает	2	1
786	точке зрения	1	1
787	связанных с	1	1
788	их и	2	1
789	еще на	1	1
790	всего этого	1	1
791	бы по	1	1
792	когда мы	4	1
793	как из	2	1
794	а тем	2	1
795	в не	1	1
796	принципиально иной	1	1
797	его они	1	1
798	я это	3	1
799	но мы	7	1
800	это существенно	1	1
801	эта ошибка	1	1
802	совершенно иным	2	1
803	из сознания	1	1
804	которого является	2	1
805	не подлежит	2	1
806	к ней	1	1
807	известном смысле	7	1
808	настоящее время	2	1
809	оно должно	2	1
810	и никогда	1	1
811	если мы	9	1
812	и во	2	1
813	той же	7	1
814	и др	1	1
815	этот человек	1	1
816	это приводит	1	1
817	все содержание	1	1
818	каждом предмете	1	1
819	но прежде	2	1
820	даже для	2	1
821	одной из	5	1
822	такая же	1	1
823	совершенно иначе	2	1
824	в нашем	5	1
825	путь от	4	1
826	значительной степени	1	1
827	в реальном	1	1
828	находится в	2	1
829	целом в	1	1
830	как я	3	1
831	в первой	2	1
832	и от	2	1
833	ту область	1	1
834	его только	1	1
835	общего положения	1	1
836	относится к	3	1
837	что все	9	1
838	мы будем	4	1
839	с которым	2	1
840	столь же	5	1
841	том же	1	1
842	мы подробно	1	1
843	к миру	1	1
844	же в	2	1
845	подлежит сомнению	1	1
846	мысли как	4	1
847	что она	3	1
848	в данной	2	1
849	исходит из	2	1
850	само это	1	1
851	слово и	2	1
852	такой же	4	1
853	и о	1	1
854	мысли но	4	1
855	что именно	4	1
856	глядит в	1	1
857	на то	6	1
858	не стоит	1	1
859	здесь и	1	1
860	мышление в	2	1
861	быть правильно	1	1
862	оно может	2	1
863	и по	5	1
864	чем та	1	1
865	имеет места	2	1
866	мышление но	1	1
867	это в	2	1
868	или не	2	1
869	которых как	1	1
870	к другим	2	1
871	приходится признать	1	1
872	является только	1	1
873	понятие о	3	1
874	к этим	2	1
875	друг друга	1	1
876	в мышлении	5	1
877	не мог	1	1
878	лучшем случае	4	1
879	должен овладеть	1	1
880	к совершенно	2	1
881	в системе	4	1
882	того же	13	1
883	понятий или	1	1
884	в настоящее	2	1
885	в один	1	1
886	нее и	1	1
887	ко всякому	1	1
888	само по	2	1
889	взаимоотношений между	2	1
890	поэтому он	2	1
891	не можем	2	1
892	подойти к	1	1
893	и т.п	2	1
894	решения этой	1	1
895	действительно в	1	1
896	как мы	20	1
897	смысле к	1	1
898	мысли и	7	1
899	мыслится а	1	1
900	только относительно	1	1
901	тот в	1	1
902	нем но	1	1
903	своего развития	11	1
904	единство в	1	1
905	понятием как	1	1
906	во второй	4	1
907	можно только	2	1
