N	2gram	Kanaev_Sov	Problema
221	в условиях	5	9
222	и наконец	5	9
223	конечно не	1	8
224	во всей	1	8
225	тем же	2	8
226	что при	2	8
227	но для	1	8
228	между собой	3	8
229	а потом	1	8
230	тот или	2	8
231	и по	2	8
232	с ее	1	8
233	и при	1	8
234	из этих	2	8
235	значение в	2	8
236	мы будем	1	8
237	на его	2	8
238	еще в	1	8
239	и нет	1	8
240	если в	1	8
241	здесь нет	1	8
242	ни было	1	8
243	но ведь	1	8
244	если же	2	8
245	и особенно	1	8
246	это уже	1	8
247	том как	1	8
248	это то	1	8
249	говорим о	2	8
250	с самого	3	8
251	как он	3	8
252	ведь если	1	8
253	но что	1	7
254	себе в	1	7
255	или иные	1	7
256	для чего	1	7
257	к другому	1	7
258	это только	1	7
259	одной из	1	7
260	на этот	2	7
261	в такой	1	7
262	мере в	1	7
263	как угодно	2	7
264	же это	4	7
265	не можем	7	7
266	еще более	2	7
267	на этой	3	7
268	самого начала	3	7
269	и все-таки	1	7
270	по преимуществу	1	7
271	же как	1	7
272	определенным образом	1	7
273	в науке	2	7
274	все они	1	7
275	времени и	2	7
276	этой области	1	7
277	может иметь	2	7
278	в какой	1	7
279	с понятием	1	7
280	уже на	1	6
281	в действительности	1	6
282	и чисто	1	6
283	и речи	1	6
284	это совершенно	1	6
285	понятия и	1	6
286	функции в	1	6
287	этот вопрос	1	6
288	зависимости от	4	6
289	природы и	1	6
290	могут быть	2	6
291	и всегда	1	6
292	независимо от	1	6
293	и может	1	6
294	ровно ничего	1	6
295	в зависимости	4	6
296	вся эта	1	6
297	нельзя сказать	1	6
298	не знает	1	6
299	но отнюдь	1	6
300	в новое	1	6
301	же мы	2	6
302	и ничего	1	6
303	в известном	1	6
304	и той	1	6
305	с его	1	6
306	без всяких	1	6
307	по существу	1	6
308	только к	1	6
309	факт что	1	6
310	стороны и	1	6
311	другое дело	1	5
312	в этот	1	5
313	и еще	1	5
314	к этому	1	5
315	виде и	1	5
316	в каждом	8	5
317	нужно сказать	1	5
318	и тот	1	5
319	мы видели	4	5
320	поэтому в	1	5
321	и будет	2	5
322	да еще	1	5
323	только один	2	5
324	и вся	1	5
325	он должен	2	5
326	что с	1	5
327	ведь это	3	5
328	о каком	1	5
329	этот раз	1	5
330	по его	1	5
331	человека в	1	5
332	человека и	1	5
333	которая и	1	5
334	все что	1	5
335	из всех	1	5
336	нами в	1	5
337	когда в	1	5
338	которой он	2	5
339	от его	1	5
340	должно быть	1	5
341	но еще	1	5
342	по мнению	2	5
343	как его	1	5
344	одна из	3	5
345	для его	2	5
346	что эта	1	5
347	там где	1	5
348	в область	1	5
349	в наших	3	5
350	и начала	1	5
351	ли он	1	5
352	которая не	1	5
353	не знаем	2	5
354	здесь и	1	5
355	они не	1	5
356	говорить об	2	5
357	это за	2	5
358	чего же	1	5
359	и прежде	1	5
360	живое существо	1	4
361	и само	1	4
362	в духе	1	4
363	ни одна	2	4
364	мы получаем	3	4
365	на эту	1	4
366	но мы	3	4
367	этим мы	3	4
368	ничто не	1	4
369	если нет	1	4
370	и те	1	4
371	мы конечно	1	4
372	на котором	2	4
373	случае когда	1	4
374	она в	1	4
375	для своего	1	4
376	мы это	1	4
377	человек и	1	4
378	в эту	1	4
379	xix в	1	4
380	можно назвать	2	4
381	и они	2	4
382	для каждого	1	4
383	явлений и	1	4
384	нет в	1	4
385	и пр	2	4
386	на какой	1	4
387	в свою	2	4
388	не быть	1	4
389	и наиболее	1	4
390	той же	2	4
391	и значит	1	4
392	это просто	1	4
393	входящих в	1	4
394	именно к	1	4
395	о значении	2	4
396	себя самого	1	4
397	отличие от	2	4
398	он с	1	4
399	можно говорить	1	4
400	она уже	1	4
401	во втором	1	4
402	остановиться на	1	4
403	равно как	1	4
404	в корне	1	4
405	всегда и	1	4
406	но они	1	4
407	должен быть	1	4
408	для ее	1	4
409	она и	1	4
410	xix века	1	4
411	свободы и	1	4
412	бы к	1	4
413	очень часто	1	4
414	мы называем	3	4
415	одном случае	1	4
416	от другого	1	4
417	новое время	1	4
418	дает нам	2	4
419	в ту	1	4
420	при таком	3	4
421	для нашей	1	4
422	они все	1	4
423	значение но	1	4
424	от всяких	1	4
425	на это	1	4
426	одного из	1	4
427	еще раз	1	3
428	и именно	2	3
429	всю эту	1	3
430	функций в	1	3
431	свою собственную	2	3
432	что вся	1	3
433	одной и	1	3
434	может ли	1	3
435	в отдельных	1	3
436	не думаем	1	3
437	но тем	1	3
438	каждый элемент	1	3
439	мы видим	2	3
440	и мы	3	3
441	что уже	1	3
442	своя собственная	1	3
443	чем в	1	3
444	характерное для	1	3
445	но можно	1	3
446	ведь в	1	3
447	много и	1	3
448	до наших	1	3
449	и та	1	3
450	разобраться в	1	3
451	случае только	1	3
452	что такой	1	3
453	в природе	1	3
454	в очень	1	3
455	такую же	1	3
456	тот факт	1	3
457	в совершенно	1	3
458	знаем что	2	3
459	в отличие	2	3
460	может не	3	3
461	а все	3	3
462	который как	2	3
463	совсем иное	1	3
464	для науки	1	3
465	в любом	1	3
466	один и	1	3
467	пока не	1	3
468	этих двух	2	3
469	это конечно	1	3
470	всего только	2	3
471	отличать от	1	3
472	что дело	1	3
473	случае он	1	3
474	которых она	1	3
475	говорить что	1	3
476	в первом	3	3
477	для их	1	3
478	поэтому мы	3	3
479	с помощью	4	3
480	быть в	1	3
481	от другой	1	3
482	и эту	1	3
483	указать на	1	3
484	к действию	3	3
485	весь мир	1	3
486	должен был	1	3
487	на этом	2	3
488	ли это	1	3
489	на другой	1	3
490	нет никаких	1	3
491	в системе	3	3
492	определяет собою	1	3
493	известном смысле	1	3
494	за все	1	3
495	и действительно	1	3
496	а потому	1	3
497	его с	1	3
498	на ее	1	3
499	и должно	1	3
500	конечно в	2	3
501	в процессе	1	3
502	направление в	1	3
503	по самому	1	3
504	развития и	1	3
505	собой но	1	3
506	он может	3	3
507	в и	2	3
508	жизни но	1	3
509	мысли в	1	3
510	поскольку она	1	3
511	говорить только	1	3
512	только так	2	3
513	под руководством	1	2
514	какой бы	1	2
515	будет ли	1	2
516	только из	1	2
517	что наш	1	2
518	в живом	2	2
519	из двух	3	2
520	каждом отдельном	5	2
521	форму и	1	2
522	прошлого века	1	2
523	мы надеемся	1	2
524	можем назвать	3	2
525	в два	3	2
526	за собой	1	2
527	они относятся	1	2
528	свою очередь	2	2
529	то его	1	2
530	так называемых	3	2
531	друг на	1	2
532	нас на	1	2
533	то чем	1	2
534	бы ее	1	2
535	точка зрения	1	2
536	все его	1	2
537	если у	1	2
538	в будущем	1	2
539	случае и	1	2
540	этого можно	1	2
541	в третьем	2	2
542	действительно если	1	2
543	чтобы он	1	2
544	уже к	1	2
545	общего не	1	2
546	с общим	2	2
547	значение этих	1	2
548	же необходимо	1	2
549	не случайно	1	2
550	он уже	1	2
551	в самый	1	2
552	и критику	1	2
553	начале нашего	1	2
554	никакому сомнению	1	2
555	по отношению	1	2
556	допустим что	1	2
557	мы имели	1	2
558	жизни мы	2	2
559	свести все	1	2
560	только все	1	2
561	нечего делать	1	2
562	не представляет	1	2
563	на которые	1	2
564	в данной	1	2
565	она может	2	2
566	для этих	1	2
567	так называемое	1	2
568	не из	1	2
569	жизни не	1	2
570	в свое	1	2
571	есть такой	1	2
572	ее на	2	2
573	только своей	1	2
574	собою ясно	1	2
575	силу и	1	2
576	на которой	1	2
577	мы ее	1	2
578	и могут	1	2
579	именно эта	1	2
580	на них	1	2
581	такие же	2	2
582	то нет	1	2
583	элементов а	1	2
584	конечно нет	1	2
585	во многом	1	2
586	не важно	1	2
587	такой же	2	2
588	видели что	3	2
589	уже чисто	1	2
590	их на	1	2
591	и эта	1	2
592	вообще на	1	2
593	момент времени	3	2
594	в предыдущей	1	2
595	и им	1	2
596	бы все	1	2
597	само собою	3	2
598	не сказано	1	2
599	необходимо для	1	2
600	роль в	2	2
601	вполне достаточно	1	2
602	все свои	1	2
603	ни одного	1	2
604	жизни как	1	2
605	бы так	1	2
606	не давая	1	2
607	несколько слов	1	2
608	этого и	1	2
609	на язык	1	2
610	смысле то	1	2
611	подчеркнуть что	1	2
612	том случае	1	2
613	ли мы	3	2
614	них это	1	2
615	нет нужды	1	2
616	как например	1	2
617	жизни вообще	1	2
618	не дает	2	2
619	или же	2	2
620	не приходится	1	2
621	все те	2	2
622	и критика	1	2
623	очень мало	1	2
624	их и	1	2
625	образом на	1	2
626	в один	2	2
627	которых нет	1	2
628	сказать так	1	2
629	в окончательном	1	2
630	и свою	1	2
631	с и	1	2
632	системы а	1	2
633	самому своему	1	2
634	утверждает что	1	2
635	эта для	1	2
636	образом если	1	2
637	может стать	1	2
638	правда не	1	2
639	только одно	1	2
640	дальнейшем и	1	2
641	более и	1	2
642	в новых	2	2
643	в обоих	1	2
644	только одна	6	2
645	то она	1	2
646	с бесконечным	1	2
647	такое же	1	2
648	дело если	1	2
649	как у	1	2
650	что каждый	1	2
651	представлять себе	2	2
652	иметь место	1	2
653	а на	2	2
654	этого не	1	2
655	наших дней	1	2
656	эта схема	1	2
657	чем отличается	1	2
658	достаточно для	1	2
659	просто не	1	2
660	то конечно	1	2
661	всеми этими	1	2
662	на друга	1	2
663	отношению к	1	2
664	все более	1	2
665	почти у	1	1
666	мы получили	1	1
667	на второй	1	1
668	на другую	1	1
669	а затем	1	1
670	далее что	1	1
671	это пока	1	1
672	науке и	1	1
673	между ними	1	1
674	ценность и	1	1
675	не составляют	1	1
676	эту терминологию	1	1
677	развития но	2	1
678	работы в	1	1
679	все данное	1	1
680	всякой реальной	1	1
681	и сделал	1	1
682	по своим	1	1
683	же вопрос	1	1
684	предмета ни	1	1
685	современная наука	1	1
686	осуществляется в	1	1
687	но нам	1	1
688	если понимать	1	1
689	всеми ее	1	1
690	всякой науки	3	1
691	и другую	1	1
692	отметить что	1	1
693	природы но	1	1
694	всегда будет	1	1
695	на ней	1	1
696	именно таковы	1	1
697	в основу	1	1
698	природы не	1	1
699	это что	1	1
700	можем сказать	1	1
701	должны стремиться	1	1
702	в некоторых	2	1
703	которую можно	1	1
704	ни другое	1	1
705	имеют место	1	1
706	попробуем дать	1	1
707	и красота	1	1
708	где это	1	1
709	мы знаем	2	1
710	теперь необходимо	2	1
711	только возможно	1	1
712	не изолирован	1	1
713	одинаково возможны	1	1
714	для объяснения	1	1
715	можем ли	1	1
716	этого объяснения	1	1
717	наконец мы	1	1
718	им термины	1	1
719	природой и	1	1
720	наконец не	2	1
721	например у	1	1
722	по аналогии	1	1
723	xviii века	1	1
724	необходимости и	1	1
725	с жизнью	1	1
726	эти три	1	1
727	рядом с	1	1
728	так сказать	2	1
729	сказать несколько	1	1
730	из одного	2	1
731	нашу систему	1	1
732	на другом	2	1
733	ним или	1	1
734	с новой	1	1
735	угодно и	1	1
736	науки чрезвычайно	1	1
737	один смысл	1	1
738	и пространства	2	1
739	и философы	1	1
740	же процесс	1	1
741	мы опять	1	1
742	человека как	1	1
743	под ногами	1	1
744	красоты в	1	1
745	строго отличать	1	1
746	не ищите	1	1
747	ни то	1	1
748	системы этот	1	1
749	оно имеет	1	1
750	или скажем	1	1
751	значительно позже	1	1
752	тем легче	1	1
753	роль играет	1	1
754	идти некуда	1	1
755	нельзя говорить	1	1
756	нечто совсем	1	1
757	категорический ответ	1	1
758	строится эта	1	1
759	ее отдельных	1	1
760	то само	1	1
761	опирается на	1	1
762	но часто	1	1
763	всего человек	1	1
764	ним и	1	1
765	потом и	1	1
766	еще мало	2	1
767	обратном порядке	1	1
768	из нескольких	1	1
769	его таким	1	1
770	и наш	1	1
771	назвать в	1	1
772	делится на	1	1
773	мало для	1	1
774	развития в	2	1
775	но никогда	1	1
776	и соответственно	1	1
777	те же	1	1
778	все элементы	1	1
779	физических и	2	1
780	ведь именно	1	1
781	на их	2	1
782	пр но	1	1
783	его и	1	1
784	развиваться дальше	1	1
785	роли и	1	1
786	в течение	1	1
787	всех элементов	3	1
788	по многим	1	1
789	только фактически	1	1
790	в которую	2	1
791	данного элемента	1	1
792	возможность и	2	1
793	известных нам	2	1
794	в первых	1	1
795	носит название	2	1
796	к очень	1	1
797	случае такого	1	1
798	этот свой	1	1
799	приходится сказать	1	1
800	которых он	1	1
801	этот был	1	1
802	различия между	1	1
803	определить собою	1	1
804	при исследовании	1	1
805	каждого элемента	4	1
806	бы эти	1	1
807	в какой-нибудь	1	1
808	начала мы	1	1
809	но этим	1	1
810	как всякая	1	1
811	и живой	1	1
812	можно взять	1	1
813	то нужно	1	1
814	термин этот	1	1
815	и абсолютной	1	1
816	самое что	1	1
817	явления то	1	1
818	терминологии и	1	1
819	можно дробить	1	1
820	становится его	1	1
821	промежуток времени	1	1
822	и цельное	1	1
823	ничего реального	1	1
824	наконец все	1	1
825	сцене появляются	1	1
826	является ли	1	1
827	себе очень	1	1
828	то этим	1	1
829	но вопрос	1	1
830	делать так	1	1
831	все-таки в	1	1
832	построение которое	1	1
833	к вечеру	1	1
834	через несколько	1	1
835	чем ее	1	1
836	с необходимостью	3	1
837	в следующих	1	1
838	или нет	1	1
839	общим характером	1	1
840	только ничего	1	1
841	всего мы	1	1
842	часто бывают	1	1
843	объяснения всех	1	1
844	на такой	1	1
845	этом само	1	1
846	дома и	1	1
847	может оказаться	1	1
848	может дать	2	1
849	диалектического материализма	1	1
850	если уже	1	1
851	и принципиального	1	1
852	это последнее	1	1
853	еще следующее	1	1
854	лишено всякой	1	1
855	правда и	1	1
856	бы два	1	1
857	без труда	1	1
858	зрения хотя	1	1
859	следующим образом	3	1
860	которых данное	1	1
861	может вызывать	1	1
862	это направление	1	1
863	но конечно	1	1
864	и становится	1	1
865	ясного и	2	1
866	к одному	1	1
867	оперировать с	1	1
868	как нет	1	1
869	своими собственными	1	1
870	не соответствует	1	1
871	науки в	1	1
872	в стадии	5	1
873	и развития	1	1
874	сыграли в	1	1
875	принадлежит только	1	1
876	исчезает из	1	1
877	возникновения и	1	1
878	в мире	1	1
879	позиции в	1	1
880	из четырех	2	1
881	зрения и	1	1
882	древней греции	1	1
883	более в	1	1
884	его развития	3	1
885	действия в	1	1
886	в живой	1	1
887	науке а	1	1
888	не более	1	1
889	существующими в	1	1
890	но самый	1	1
891	кто же	1	1
892	как известно	2	1
893	новой силой	1	1
894	в гости	1	1
895	очень широкая	1	1
896	нам представляются	1	1
897	та самая	1	1
898	это делает	1	1
899	ей не	1	1
900	каждого из	2	1
901	его мнению	1	1
902	что сказать	1	1
903	почти не	1	1
904	в о	1	1
905	но такая	1	1
906	может выполнять	1	1
907	многим вопросам	1	1
908	подлежит никакому	1	1
909	и из	1	1
910	имеет с	1	1
911	за такое	1	1
912	в обратном	1	1
913	и навсегда	1	1
914	образом одна	1	1
915	твердая и	1	1
916	но обладает	1	1
917	же остается	1	1
918	первом же	1	1
919	свое время	1	1
920	это как	1	1
921	ее даже	1	1
922	элементы и	1	1
923	от старого	1	1
924	идет о	1	1
925	в древней	1	1
926	этого вполне	1	1
927	мы без	1	1
928	какую бы	1	1
929	же время	1	1
930	из одной	1	1
931	когда и	1	1
932	он изображен	1	1
933	при каких	1	1
934	точку зрения	4	1
935	сводится только	1	1
936	поэтому что	1	1
937	аналогии с	1	1
938	ряд в	1	1
939	же мере	1	1
940	эта функция	1	1
941	не принимает	1	1
942	роли а	1	1
943	состояния в	1	1
944	а о	1	1
945	xviii и	1	1
946	человек же	1	1
947	не подлежит	3	1
948	которая оказывается	1	1
949	его представители	3	1
950	то из	1	1
951	и философ	1	1
952	свой основной	1	1
953	очень важную	1	1
954	живых существ	1	1
955	целого и	1	1
956	результата и	1	1
957	было совершенно	1	1
958	каждая из	2	1
959	хотя конечно	1	1
960	необходимости возникновения	1	1
961	всегда останется	1	1
962	окончательном смысле	1	1
963	и займемся	2	1
964	совершенно невозможно	1	1
965	к области	1	1
966	и действительное	1	1
967	в большинстве	1	1
968	и благодаря	1	1
969	на какое-нибудь	1	1
970	благодаря этому	1	1
971	понимают все	1	1
972	означало бы	1	1
973	с последней	1	1
974	дальнейшем мы	1	1
975	при одном	1	1
976	только одну	2	1
977	таким же	1	1
978	структур но	1	1
