N	2gram	Propp_Isto	Problema
237	в другом	11	12
238	он сам	2	12
239	с одной	2	12
240	в которой	1	12
241	время как	2	12
242	и можно	1	12
243	для них	3	12
244	так или	1	12
245	то время	2	12
246	в начале	2	12
247	и очень	2	12
248	или по	5	12
249	что этот	4	12
250	что это	4	12
251	не будем	6	12
252	или иначе	1	12
253	нисколько не	1	12
254	в целом	4	12
255	здесь перед	1	11
256	и следовательно	1	11
257	нет никакого	1	11
258	тот же	2	11
259	в таких	3	11
260	и другое	1	11
261	одной стороны	2	11
262	оказывается что	2	11
263	по поводу	1	11
264	к нему	12	11
265	только не	2	11
266	что его	2	11
267	без всякой	1	11
268	и у	6	11
269	заключается в	1	11
270	и во	1	11
271	и самого	1	11
272	вообще не	2	11
273	и их	4	11
274	в нашей	1	11
275	по этому	2	11
276	что у	4	10
277	на том	3	10
278	но он	8	10
279	один из	7	10
280	художественного творчества	1	10
281	со всеми	1	10
282	бы не	1	10
283	однако это	4	10
284	все еще	7	10
285	очень много	3	10
286	в одном	9	10
287	и которые	1	10
288	представление о	3	10
289	отличается от	1	10
290	которые мы	1	10
291	все время	2	10
292	не то	2	10
293	мы читаем	2	10
294	и сама	1	10
295	он в	3	10
296	однако в	1	10
297	из которых	1	10
298	состоит из	1	10
299	не имеют	2	10
300	относится к	3	10
301	ни с	1	10
302	быть и	3	10
303	только то	1	10
304	и другие	6	9
305	с собой	4	9
306	в своих	1	9
307	их в	6	9
308	вопрос о	4	9
309	нет и	1	9
310	не очень	1	9
311	как иначе	1	9
312	в тех	3	9
313	в которых	7	9
314	то он	1	9
315	только тогда	2	9
316	это вовсе	1	9
317	того как	3	9
318	однако не	2	9
319	но эта	2	9
320	имеется в	3	9
321	а его	1	9
322	она не	4	9
323	этому поводу	1	9
324	которые в	1	9
325	в жизни	3	9
326	правда в	1	9
327	только для	1	9
328	не вполне	7	9
329	обратить внимание	1	9
330	в буквальном	1	9
331	между прочим	4	9
332	на себе	1	9
333	бы в	1	9
334	был бы	1	9
335	здесь мы	6	9
336	с ней	6	9
337	хотелось бы	2	9
338	чем же	1	9
339	и до	1	9
340	на небо	6	9
341	это было	1	9
342	жизнь и	1	9
343	как же	1	9
344	человеческой жизни	1	9
345	и наконец	1	9
346	во всем	3	8
347	является в	2	8
348	только что	3	8
349	с этой	3	8
350	под него	1	8
351	мы считаем	1	8
352	он был	1	8
353	и весь	1	8
354	конечно не	3	8
355	что при	3	8
356	но для	2	8
357	от этого	1	8
358	между собой	2	8
359	почти всегда	2	8
360	иметь в	1	8
361	и по	6	8
362	с ее	2	8
363	к сожалению	1	8
364	и при	2	8
365	к его	1	8
366	никто не	2	8
367	из этих	5	8
368	только с	2	8
369	и тут	1	8
370	мы будем	1	8
371	на его	5	8
372	не все	7	8
373	мы сейчас	2	8
374	вплоть до	2	8
375	для всех	1	8
376	были бы	1	8
377	которые не	1	8
378	самом же	1	8
379	как они	1	8
380	как только	2	8
381	входит в	1	8
382	и он	2	8
383	себе и	2	8
384	если же	2	8
385	мы здесь	7	8
386	в силу	2	8
387	и этот	2	8
388	это уже	3	8
389	а если	3	8
390	это то	1	8
391	а то	2	8
392	является не	1	8
393	же деле	1	8
394	с самого	1	8
395	как он	1	8
396	даже в	4	7
397	его от	3	7
398	во все	4	7
399	себе в	2	7
400	или иное	1	7
401	не раз	2	7
402	его как	1	7
403	для чего	1	7
404	уже с	3	7
405	к другому	1	7
406	и поэтому	1	7
407	это только	2	7
408	одной из	1	7
409	на этот	1	7
410	находятся в	1	7
411	мы могли	1	7
412	была бы	1	7
413	перейти к	2	7
414	в такой	1	7
415	же это	1	7
416	это в	2	7
417	не можем	2	7
418	что на	6	7
419	еще более	3	7
420	он является	3	7
421	в это	1	7
422	на этой	2	7
423	самого начала	1	7
424	тому же	4	7
425	на тот	2	7
426	же как	8	7
427	даже не	2	7
428	в науке	1	7
429	за это	2	7
430	не на	2	7
431	и так	3	7
432	все они	1	7
433	на землю	2	7
434	большей частью	1	7
435	или вообще	1	7
436	друг друга	6	7
437	ее в	3	7
438	же не	2	7
439	в эпоху	1	7
440	понимать как	1	7
441	говорят о	2	7
442	тут и	1	7
443	не как	1	6
444	в мифе	2	6
445	именно он	1	6
446	уже на	3	6
447	или другие	3	6
448	в порядке	1	6
449	только как	1	6
450	не всегда	7	6
451	имеем в	6	6
452	видно что	5	6
453	на него	4	6
454	что именно	1	6
455	есть просто	1	6
456	после этого	2	6
457	или не	3	6
458	но когда	1	6
459	в песне	1	6
460	по своей	1	6
461	мы еще	3	6
462	жизнь в	1	6
463	сказать о	1	6
464	это совершенно	1	6
465	в него	3	6
466	нечто иное	1	6
467	и делает	1	6
468	под этим	2	6
469	том смысле	1	6
470	этот вопрос	3	6
471	зависимости от	1	6
472	в отдельности	3	6
473	и уже	2	6
474	с которой	1	6
475	именно на	2	6
476	и об	1	6
477	могут быть	9	6
478	то мы	3	6
479	особенно в	2	6
480	буквальном смысле	1	6
481	независимо от	3	6
482	и может	1	6
483	но она	2	6
484	есть и	7	6
485	можно найти	8	6
486	к ней	4	6
487	дело здесь	1	6
488	она является	1	6
489	если он	2	6
490	одновременно и	1	6
491	перестает быть	1	6
492	как на	1	6
493	под названием	1	6
494	в зависимости	1	6
495	не мог	2	6
496	есть также	1	6
497	содержится в	2	6
498	нельзя сказать	1	6
499	не знает	2	6
500	что под	1	6
501	бы быть	1	6
502	же мы	2	6
503	во время	8	6
504	и ничего	1	6
505	можно только	3	6
506	как таковой	3	6
507	и той	2	6
508	этого слова	3	6
509	с его	1	6
510	но с	1	6
511	входить в	1	6
512	по существу	3	6
513	к своему	3	6
514	часто бывает	2	6
515	только к	1	6
516	дело не	3	6
517	когда он	2	6
518	стороны и	3	6
519	ли в	1	6
520	не к	1	6
521	если его	1	5
522	имеют ничего	1	5
523	или на	1	5
524	к самому	1	5
525	или другим	1	5
526	в этот	6	5
527	это же	1	5
528	на одну	2	5
529	к этому	10	5
530	на себя	5	5
531	я не	3	5
532	обстоятельство что	1	5
533	будет сказать	1	5
534	о себе	3	5
535	только путем	1	5
536	оно и	1	5
537	и тот	3	5
538	и хотя	1	5
539	доходит до	2	5
540	между тем	2	5
541	нам кажется	1	5
542	мы видели	18	5
543	утверждать что	2	5
544	его на	6	5
545	сводится к	1	5
546	подобно тому	3	5
547	ничем не	2	5
548	солнца и	3	5
549	ясно и	1	5
550	тех пор	1	5
551	к людям	1	5
552	видели выше	4	5
553	это ясно	1	5
554	он должен	3	5
555	для всего	1	5
556	о нем	2	5
557	что ни	3	5
558	которые как	1	5
559	мы теперь	1	5
560	и хочет	1	5
561	огонь и	5	5
562	себе что	1	5
563	человека в	2	5
564	человека и	1	5
565	все что	4	5
566	из всех	1	5
567	нами в	1	5
568	предмет и	1	5
569	себя не	1	5
570	до того	1	5
571	в первую	1	5
572	больше чем	1	5
573	находит в	1	5
574	которой он	3	5
575	в каких	1	5
576	из земли	4	5
577	во многих	2	5
578	с большим	5	5
579	а мы	3	5
580	себя в	2	5
581	том чтобы	1	5
582	от его	1	5
583	но еще	1	5
584	в поисках	2	5
585	по мнению	1	5
586	по содержанию	1	5
587	за то	1	5
588	одним из	4	5
589	богов и	1	5
590	одна из	2	5
591	в свете	6	5
592	для его	1	5
593	что эта	2	5
594	хотя в	1	5
595	в нее	2	5
596	бы его	1	5
597	о его	2	5
598	там где	8	5
599	имеет свою	3	5
600	образом и	2	5
601	в область	1	5
602	за что	1	5
603	в наших	2	5
604	не знал	2	5
605	ним же	1	5
606	знает что	1	5
607	которая не	1	5
608	этих случаях	14	5
609	здесь и	2	5
610	нет ни	1	5
611	они не	4	5
612	том числе	1	5
613	не для	1	5
614	же именно	1	5
615	но по	4	5
616	говорили выше	1	5
617	сказать и	1	5
618	он говорит	1	5
619	тотчас же	1	5
620	его не	3	5
621	это за	1	5
622	тому как	3	5
623	в пределах	5	5
624	от того	3	5
625	отношение к	4	5
626	только по	1	5
627	и прежде	1	5
628	об этой	2	5
629	со всем	1	4
630	тем как	1	4
631	не хочет	3	4
632	ни одна	1	4
633	в мир	1	4
634	меня в	1	4
635	я могу	1	4
636	на эту	1	4
637	является то	1	4
638	но мы	1	4
639	так например	3	4
640	свой смысл	1	4
641	в брак	14	4
642	здесь конечно	1	4
643	этим мы	1	4
644	не могли	1	4
645	знал что	1	4
646	отражает действительность	1	4
647	но эти	1	4
648	о них	1	4
649	и те	1	4
650	к ним	1	4
651	именно так	3	4
652	просто в	2	4
653	на котором	2	4
654	она в	1	4
655	одно из	2	4
656	бы что	2	4
657	является и	3	4
658	бы только	1	4
659	пока только	2	4
660	ничего и	1	4
661	мы это	2	4
662	человек и	1	4
663	в эту	1	4
664	под влиянием	2	4
665	в русской	5	4
666	спросим себя	1	4
667	где же	2	4
668	тем и	1	4
669	должны были	4	4
670	или о	1	4
671	что только	1	4
672	в одну	3	4
673	от нее	1	4
674	античности и	1	4
675	с такой	1	4
676	говорит и	2	4
677	что никакой	1	4
678	имеется еще	1	4
679	будет иметь	1	4
680	этот же	2	4
681	особого рода	3	4
682	с целью	2	4
683	совершенно правильно	1	4
684	и они	4	4
685	бросается в	1	4
686	и пр	19	4
687	в свою	5	4
688	это все	1	4
689	для нее	2	4
690	и наиболее	1	4
691	указывают на	2	4
692	той же	3	4
693	начиная с	1	4
694	это просто	1	4
695	у них	1	4
696	именно к	1	4
697	но на	1	4
698	о значении	1	4
699	он как	1	4
700	от своих	2	4
701	на нее	4	4
702	и совсем	1	4
703	здесь говорится	1	4
704	то обстоятельство	1	4
705	ну так	1	4
706	это можно	1	4
707	или другими	1	4
708	от него	3	4
709	к этой	2	4
710	он всегда	1	4
711	дело с	2	4
712	по всему	2	4
713	она уже	2	4
714	остановиться на	1	4
715	то не	2	4
716	равно как	3	4
717	за ним	4	4
718	например в	3	4
719	в корне	1	4
720	переходит в	4	4
721	нельзя было	2	4
722	мы увидим	6	4
723	в глаза	2	4
724	анализ этого	1	4
725	но они	2	4
726	образа и	1	4
727	должен быть	1	4
728	наряду с	4	4
729	духа и	1	4
730	имеем дело	1	4
731	собой и	1	4
732	она и	1	4
733	и всей	2	4
734	то для	1	4
735	xix века	1	4
736	там и	1	4
737	здесь уже	1	4
738	это мы	2	4
739	смысле и	1	4
740	и она	5	4
741	которой она	1	4
742	и вместе	1	4
743	и всякого	1	4
744	могло бы	2	4
745	очень часто	4	4
746	всей этой	1	4
747	что бы	1	4
748	на который	1	4
749	и каждый	1	4
750	и др	4	4
751	действительно есть	2	4
752	а как	2	4
753	одном случае	5	4
754	к одной	1	4
755	которых мы	1	4
756	в человеческом	2	4
757	действительность но	2	4
758	этой точки	1	4
759	или его	2	4
760	если это	4	4
761	себя и	1	4
762	связаны между	1	4
763	друг от	1	4
764	вместе со	1	4
765	из него	3	4
766	их с	2	4
767	с нею	1	4
768	дает нам	3	4
769	только одного	1	4
770	ему в	2	4
771	и за	3	4
772	находим и	1	4
773	со своим	1	4
774	от друга	1	4
775	этом мы	1	4
776	при таком	1	4
777	перед собой	1	4
778	войти в	1	4
779	другом случае	3	4
780	в разных	1	4
781	есть чисто	1	4
782	столько же	1	4
783	так чтобы	1	4
784	если она	1	4
785	таких случаях	2	4
786	на всю	1	4
787	еще на	2	4
788	на это	4	4
789	одного из	2	4
790	бы он	1	4
791	только после	2	4
792	эти два	3	4
793	этот мотив	8	4
794	выражена в	1	3
795	что всякая	1	3
796	которые здесь	2	3
797	он видит	3	3
798	представлений о	1	3
799	не столько	1	3
800	своего сына	1	3
801	в некотором	3	3
802	этого предмета	1	3
803	и другим	1	3
804	когда это	1	3
805	он стоит	2	3
806	оказалось что	2	3
807	функций в	1	3
808	свою собственную	1	3
809	а что	1	3
810	отношение и	1	3
811	представляет собой	6	3
812	времени в	1	3
813	что вся	1	3
814	одной и	2	3
815	они должны	1	3
816	находится в	4	3
817	из трех	3	3
818	именно с	1	3
819	от них	5	3
820	не будут	1	3
821	для этой	1	3
822	но тем	2	3
823	мы видим	15	3
824	обо всем	1	3
825	не говорят	2	3
826	еще больше	1	3
827	он все	5	3
828	совершенно ясно	2	3
829	особенно если	1	3
830	чем в	1	3
831	менее он	1	3
832	если я	3	3
833	больше всего	1	3
834	но можно	1	3
835	это вполне	1	3
836	эти слова	1	3
837	или другое	1	3
838	от которых	2	3
839	и знает	1	3
840	из нас	1	3
841	образом в	2	3
842	его к	5	3
843	существует но	1	3
844	например что	1	3
845	на небе	1	3
846	новых и	1	3
847	на нем	4	3
848	его из	3	3
849	о той	1	3
850	здесь символ	1	3
851	боги и	2	3
852	и та	1	3
853	для человека	1	3
854	однако мы	1	3
855	от своего	3	3
856	на месте	2	3
857	выражается в	2	3
858	духа который	1	3
859	к какому	1	3
860	сравнению с	2	3
861	не входит	1	3
862	это был	1	3
863	такое положение	1	3
864	но тут	1	3
865	в очень	2	3
866	такую же	1	3
867	по сравнению	2	3
868	он часто	1	3
869	не сам	1	3
870	от других	1	3
871	в совершенно	1	3
872	знаем что	9	3
873	каждый из	1	3
874	это одно	1	3
875	таких например	1	3
876	но есть	3	3
877	где он	2	3
878	чем перейти	2	3
879	многое другое	1	3
880	основана на	1	3
881	бы для	1	3
882	в свои	1	3
883	здесь имеется	1	3
884	пока не	3	3
885	а он	6	3
886	в одной	4	3
887	этих двух	2	3
888	это конечно	1	3
889	и других	1	3
890	в самых	3	3
891	ни один	2	3
892	здесь совершенно	1	3
893	но такое	1	3
894	кто не	1	3
895	разве только	1	3
896	всего то	1	3
897	в голову	1	3
898	происходит в	4	3
899	но я	1	3
900	можно будет	1	3
901	эту действительность	1	3
902	что было	3	3
903	которая в	2	3
904	говорят что	2	3
905	что дело	2	3
906	не годится	4	3
907	случае он	1	3
908	которых она	1	3
909	из нее	1	3
910	там же	2	3
911	нам уже	2	3
912	вот почему	3	3
913	и другой	1	3
914	с помощью	1	3
915	когда она	1	3
916	говорит что	4	3
917	превращается в	10	3
918	всего что	1	3
919	но этот	3	3
920	можно понимать	1	3
921	так то	1	3
922	только самый	2	3
923	вернуться к	1	3
924	тех случаях	2	3
925	быть в	1	3
926	это отношение	1	3
927	в европе	1	3
928	смысле как	1	3
929	о ней	2	3
930	после того	5	3
931	и эту	1	3
932	указать на	4	3
933	т е	36	3
934	что между	1	3
935	а к	1	3
936	не говорит	2	3
937	выше мы	5	3
938	должен был	5	3
939	на этом	5	3
940	ли это	2	3
941	на другой	3	3
942	нет никаких	2	3
943	в системе	1	3
944	например не	1	3
945	почему же	1	3
946	друг другу	2	3
947	рассматривается как	1	3
948	столь же	1	3
949	видим и	1	3
950	и действительно	5	3
951	мы назвали	1	3
952	его с	2	3
953	должна быть	2	3
954	на ее	1	3
955	какой-нибудь предмет	1	3
956	и должно	1	3
957	из того	2	3
958	основная функция	1	3
959	не ставит	1	3
960	мы понимаем	1	3
961	любовь и	1	3
962	с ними	5	3
963	направление в	1	3
964	со стороны	3	3
965	всей своей	1	3
966	земли и	2	3
967	в середине	1	3
968	достаточно ясно	1	3
969	в человека	2	3
970	потому и	1	3
971	заметить что	2	3
972	не за	1	3
973	в образе	2	3
974	из моментов	1	3
975	увидим ниже	4	3
976	в и	1	3
977	бы нас	1	3
978	формы и	1	3
979	говорилось выше	4	3
980	связан с	5	3
981	в более	1	3
982	многих других	2	3
983	с начала	1	3
984	никуда не	2	3
985	с разными	1	3
986	и где	1	3
987	как она	2	3
988	случаях когда	2	3
989	не стал	1	3
990	это так	1	3
991	огня как	1	3
992	она должна	1	3
993	то чего	2	3
994	уже видели	4	3
995	всем мире	3	3
996	предмета а	1	3
997	отличаются друг	1	3
998	говорит не	2	3
999	женщины в	1	2
1000	будем здесь	2	2
1001	для античности	1	2
1002	будет ли	1	2
1003	идти в	1	2
1004	для такой	1	2
1005	форму и	1	2
1006	видно из	1	2
1007	уже нет	2	2
1008	дом и	4	2
1009	это суждение	1	2
1010	в суть	1	2
1011	по тому	1	2
1012	смысл этого	1	2
1013	цели и	1	2
1014	не имели	1	2
1015	всем его	1	2
1016	редких случаях	1	2
1017	вот теперь	1	2
1018	и каждое	1	2
1019	нашли в	1	2
1020	для данного	1	2
1021	свою очередь	1	2
1022	с другим	1	2
1023	и начал	1	2
1024	ее как	1	2
1025	частностей и	1	2
1026	и вдруг	1	2
1027	имеется у	3	2
1028	тебя за	1	2
1029	о связи	5	2
1030	д все	1	2
1031	все его	1	2
1032	о двух	1	2
1033	землю и	2	2
1034	другое и	1	2
1035	если у	1	2
1036	однако этот	1	2
1037	в следующем	1	2
1038	и некоторые	3	2
1039	и говорит	10	2
1040	имеются в	2	2
1041	голову но	1	2
1042	этого можно	1	2
1043	с одним	2	2
1044	большинстве случаев	3	2
1045	был не	1	2
1046	вопрос что	1	2
1047	женщина в	1	2
1048	не означает	1	2
1049	бы она	2	2
1050	чтобы он	3	2
1051	на новый	1	2
1052	уже к	1	2
1053	здесь на	3	2
1054	так просто	1	2
1055	целом и	1	2
1056	также как	1	2
1057	достаточно указать	3	2
1058	орел и	1	2
1059	что есть	1	2
1060	небо и	1	2
1061	наличие здесь	1	2
1062	относящиеся сюда	1	2
1063	они были	1	2
1064	который был	2	2
1065	есть ли	4	2
1066	не случайно	2	2
1067	он его	1	2
1068	мы до	1	2
1069	следовательно не	1	2
1070	если вы	1	2
1071	он уже	2	2
1072	героя в	6	2
1073	должны быть	1	2
1074	большую роль	1	2
1075	и дает	1	2
1076	он на	2	2
1077	не признает	1	2
1078	ниже в	3	2
1079	которому принадлежит	1	2
1080	по отношению	2	2
1081	обращается к	1	2
1082	героев и	1	2
1083	к которым	3	2
1084	представляли себе	1	2
1085	и такая	1	2
1086	рода и	1	2
1087	есть на	1	2
1088	становится ясным	2	2
1089	ему и	1	2
1090	везде и	1	2
1091	то здесь	1	2
1092	но их	1	2
1093	сам он	2	2
1094	виду не	1	2
1095	к своим	1	2
1096	своей целью	1	2
1097	в роли	1	2
1098	и и	6	2
1099	на основе	1	2
1100	у меня	5	2
1101	на два	1	2
1102	тот и	1	2
1103	из которой	1	2
1104	вступает в	4	2
1105	например на	1	2
1106	и там	6	2
1107	она может	2	2
1108	и дать	1	2
1109	другие предметы	1	2
1110	а уж	1	2
1111	содержанию и	1	2
1112	не из	1	2
1113	в год	1	2
1114	другого и	1	2
1115	орла как	1	2
1116	своего рода	1	2
1117	стоит на	3	2
1118	со мной	1	2
1119	мог быть	1	2
1120	есть такой	1	2
1121	ее на	1	2
1122	зависит от	1	2
1123	в определенном	1	2
1124	на одной	4	2
1125	силу и	2	2
1126	на которой	3	2
1127	с небом	1	2
1128	это всегда	1	2
1129	от всех	1	2
1130	говорят в	1	2
1131	они слишком	1	2
1132	на разные	1	2
1133	по городу	1	2
1134	на фоне	1	2
1135	он состоит	1	2
1136	нет у	1	2
1137	и могут	1	2
1138	и я	1	2
1139	со своей	2	2
1140	именно эта	1	2
1141	сожалению однако	1	2
1142	эта связь	4	2
1143	говорит об	1	2
1144	а так	1	2
1145	бы это	1	2
1146	которые были	1	2
1147	на них	2	2
1148	станет ясным	1	2
1149	но его	1	2
1150	и эти	5	2
1151	значение так	1	2
1152	другие примеры	1	2
1153	на один	2	2
1154	что имеется	1	2
1155	здесь можно	10	2
1156	не с	2	2
1157	с наступлением	1	2
1158	мы пока	2	2
1159	у кого	1	2
1160	он здесь	1	2
1161	д в	1	2
1162	человека с	2	2
1163	являются не	1	2
1164	одной или	1	2
1165	в плане	1	2
1166	что изучение	1	2
1167	которая так	1	2
1168	что иван	1	2
1169	никому не	2	2
1170	такой же	3	2
1171	видели что	8	2
1172	право на	2	2
1173	и эта	1	2
1174	хотя он	1	2
1175	человек не	1	2
1176	со своими	2	2
1177	которой мы	1	2
1178	здесь еще	1	2
1179	за счет	2	2
1180	вообще на	1	2
1181	почему в	3	2
1182	чего не	1	2
1183	в момент	1	2
1184	примеров мы	1	2
1185	роль и	1	2
1186	положение дела	1	2
1187	случае мы	4	2
1188	его за	1	2
1189	этот момент	1	2
1190	жить и	1	2
1191	что человек	1	2
1192	огня с	1	2
1193	приходит к	1	2
1194	над ними	2	2
1195	в борьбе	1	2
1196	и была	1	2
1197	бы обратить	1	2
1198	и будут	1	2
1199	его по	1	2
1200	всегда в	1	2
1201	что по	2	2
1202	роль в	2	2
1203	относящихся сюда	1	2
1204	поставить вопрос	2	2
1205	и стал	1	2
1206	но за	1	2
1207	относиться к	1	2
1208	на все	2	2
1209	известно что	3	2
1210	этого вопроса	1	2
1211	будет для	1	2
1212	рассматриваться как	1	2
1213	силы и	1	2
1214	здесь у	1	2
1215	не должен	1	2
1216	часто в	3	2
1217	а после	2	2
1218	отношений это	1	2
1219	что люди	1	2
1220	самый факт	2	2
1221	ясно из	1	2
1222	что ее	3	2
1223	и остается	1	2
1224	здесь пока	1	2
1225	за него	3	2
1226	от матери	1	2
1227	являются уже	1	2
1228	они могут	2	2
1229	рисуют нам	1	2
1230	значит в	1	2
1231	коне и	1	2
1232	есть выражение	1	2
1233	и вместо	1	2
1234	никакого сомнения	2	2
1235	он отличается	1	2
1236	эти мифы	1	2
1237	в состоянии	2	2
1238	смысле то	1	2
1239	узком смысле	1	2
1240	ним в	1	2
1241	а и	1	2
1242	имеется и	1	2
1243	здесь кроется	1	2
1244	однако совершенно	1	2
1245	они в	2	2
1246	на стадии	1	2
1247	одна с	1	2
1248	сколько бы	1	2
1249	наше внимание	1	2
1250	и говорят	3	2
1251	что за	3	2
1252	он теперь	1	2
1253	также в	2	2
1254	например как	1	2
1255	в знак	2	2
1256	что отношения	1	2
1257	был уже	1	2
1258	не видят	1	2
1259	не дает	3	2
1260	ту же	2	2
1261	или же	2	2
1262	мужа и	1	2
1263	все те	2	2
1264	очень мало	1	2
1265	в которое	1	2
1266	их и	4	2
1267	здесь также	1	2
1268	образом на	2	2
1269	представление об	1	2
1270	и насилия	1	2
1271	в один	1	2
1272	дает ему	2	2
1273	близко подходит	1	2
1274	она сама	1	2
1275	можно проследить	3	2
1276	не нашел	1	2
1277	они и	3	2
1278	а по	1	2
1279	песни и	1	2
1280	здесь были	3	2
1281	подходит к	1	2
1282	уже это	1	2
1283	власти и	1	2
1284	только они	1	2
1285	о своей	1	2
1286	и ночи	1	2
1287	к нам	1	2
1288	может стать	1	2
1289	нам возможность	1	2
1290	за свое	1	2
1291	и отдельных	1	2
1292	правда не	1	2
1293	здесь может	2	2
1294	жизни так	2	2
1295	только одно	1	2
1296	наконец и	1	2
1297	не назван	1	2
1298	сливается с	1	2
1299	совпадает с	1	2
1300	с переходом	4	2
1301	и между	1	2
1302	не должно	1	2
1303	можно усмотреть	2	2
1304	здесь очень	1	2
1305	нельзя понимать	1	2
1306	этой жизни	1	2
1307	друга и	1	2
1308	в обоих	1	2
1309	действия и	1	2
1310	а во	1	2
1311	по линии	2	2
1312	на более	1	2
1313	животные в	1	2
1314	только одна	3	2
1315	что я	2	2
1316	нам и	1	2
1317	то она	2	2
1318	красный цвет	1	2
1319	обычно не	1	2
1320	огонь в	2	2
1321	же он	3	2
1322	не будучи	1	2
1323	стороны он	1	2
1324	в другое	1	2
