N	3gram	Vygotskiy_	Stilisti
105	точку зрения на	1	1
106	мы можем подвести	1	1
107	сравнению с его	1	1
108	которую мы называем	1	1
109	ничем не связанных	1	1
110	в наших глазах	1	1
111	из которых он	1	1
112	том что такое	1	1
113	ни в какой	2	1
114	не остается ничего	3	1
115	от внешнего мира	1	1
116	и в отношении	3	1
117	и т.д то	1	1
118	в другом месте	6	1
119	в собственном смысле	8	1
120	что человеческая речь	1	1
121	до наших дней	1	1
122	в процессе возникновения	1	1
123	ключ к пониманию	1	1
124	хотя бы и	1	1
125	в себе и	1	1
126	в жизни и	1	1
127	как и в	2	1
128	не только его	1	1
129	тот факт что	1	1
130	с которой мы	1	1
131	тем не менее	1	1
132	в одной и	1	1
133	в процессе развития	5	1
134	не связанных между	1	1
135	социальной среде в	1	1
136	и тем более	2	1
137	в одном и	1	1
138	который мы наблюдаем	1	1
139	говорит один из	1	1
140	по ту сторону	2	1
141	на вопрос о	4	1
142	что же является	1	1
143	об этом мы	1	1
144	по сравнению с	9	1
145	независимо от того	2	1
146	но и его	1	1
147	связанных между собой	1	1
148	в качестве примера	1	1
149	на этот вопрос	5	1
150	в себе две	1	1
151	и к тому	1	1
152	таким же точно	1	1
153	и тем что	1	1
154	первостепенное значение для	1	1
155	как это ни	2	1
156	вопросу который мы	1	1
157	до сих пор	4	1
158	языка и поэтому	1	1
159	обязано своим происхождением	1	1
160	именно потому что	1	1
161	с помощью которого	1	1
162	до какой степени	1	1
163	речи но все	1	1
164	только благодаря тому	1	1
165	пространство и время	1	1
166	иметь в виду	1	1
167	свое выражение в	1	1
168	о том какое	1	1
169	по всей своей	1	1
170	так и по	1	1
171	в самой основе	2	1
172	содержит в себе	1	1
173	о чем он	1	1
174	уже видели что	2	1
175	в социальной среде	1	1
176	речи но и	1	1
177	значений слов в	1	1
178	чтобы убедиться в	2	1
179	что было бы	1	1
180	ответа на вопрос	2	1
181	само по себе	3	1
182	является как бы	1	1
183	между этими двумя	2	1
184	и от всех	1	1
185	не иначе как	1	1
186	как мы это	1	1
187	мы имеем в	1	1
188	и никогда не	1	1
189	по себе не	1	1
190	мы должны будем	2	1
191	не только не	2	1
192	от действительности как	1	1
193	и при этом	1	1
194	хотя бы в	1	1
195	сам с собой	4	1
196	и не могут	1	1
197	не только ее	1	1
198	всех своих частях	1	1
199	не может не	1	1
200	убедиться в том	2	1
201	в высшей степени	7	1
202	как раз и	1	1
203	для всех его	1	1
204	мы говорили выше	3	1
205	между тем в	1	1
206	при этом она	1	1
207	что представляет собой	1	1
208	т.д и т.д	1	1
209	к которому он	1	1
210	что для них	1	1
211	на вопросе о	1	1
212	не с помощью	1	1
213	с другой стороны	10	1
214	вопрос о том	2	1
215	жизни и в	1	1
216	первой и второй	1	1
217	в виду прежде	1	1
218	должен был бы	1	1
219	только тогда когда	4	1
220	уж конечно не	1	1
221	виду прежде всего	1	1
222	в первой стадии	1	1
223	же точно образом	1	1
224	общения таким образом	1	1
225	можно было бы	6	1
226	всего того что	1	1
227	и т.п то	1	1
228	мы не можем	3	1
229	и не может	1	1
230	и в этом	1	1
231	лежит в основе	1	1
