N	2gram	Tiupa_Narr	Problemy
278	к своему	2	7
279	и другого	1	7
280	что было	1	6
281	во всем	1	6
282	в своих	2	6
283	самому и	1	6
284	и внутренне	1	6
285	не менее	6	6
286	на фоне	2	6
287	и нет	1	6
288	в речь	1	6
289	с этим	1	6
290	но эти	1	6
291	превращается в	2	6
292	как на	2	6
293	не становится	1	6
294	одна из	5	6
295	не мог	7	6
296	героя не	1	6
297	как же	1	6
298	у тургенева	2	6
299	человек и	2	6
300	но ведь	1	6
301	на этом	1	6
302	внутренней речи	3	6
303	для его	1	6
304	а с	2	6
305	человека как	2	6
306	но зато	4	6
307	можно было	2	6
308	этот вопрос	1	6
309	в этой	8	6
310	я в	7	6
311	себя в	4	6
312	рассказ в	1	6
313	во время	2	6
314	и здесь	3	6
315	отношения к	1	6
316	в которых	1	6
317	зависимости от	3	6
318	в основе	1	6
319	его слово	1	6
320	и вот	2	6
321	в отличие	6	6
322	он может	1	6
323	друг друга	2	6
324	я вас	1	6
325	которым он	1	6
326	о герое	3	6
327	не принимает	1	6
328	но с	1	6
329	стремится к	1	6
330	диалог в	1	6
331	слова как	1	6
332	отличие от	6	6
333	как он	3	6
334	в начале	4	6
335	идет о	3	6
336	обращаться к	1	6
337	жизни и	7	6
338	на то	4	6
339	и только	2	6
340	для этого	1	6
341	на устную	1	6
342	но для	5	6
343	героя но	3	6
344	мире а	1	5
345	с собой	2	5
346	именно в	5	5
347	в речи	5	5
348	с тем	1	5
349	по своим	2	5
350	мир и	2	5
351	на материале	1	5
352	в глаза	1	5
353	к которому	1	5
354	в зависимости	3	5
355	того же	2	5
356	крайней мере	1	5
357	слов в	2	5
358	тому же	9	5
359	на себя	5	5
360	в чем	3	5
361	в такой	1	5
362	той или	7	5
363	в уста	1	5
364	установки на	1	5
365	не могу	2	5
366	если б	1	5
367	говорили что	1	5
368	однако в	4	5
369	его как	2	5
370	бы его	1	5
371	что может	2	5
372	в общем	1	5
373	во внутренний	1	5
374	это он	2	5
375	один из	8	5
376	та же	2	5
377	в последнем	1	5
378	то есть	15	5
379	он только	1	5
380	была бы	1	5
381	сам по	1	5
382	подобно тому	4	5
383	него нет	1	5
384	в исповеди	1	5
385	обращено к	2	5
386	со всеми	3	5
387	здесь мы	1	5
388	с таким	1	5
389	о своей	3	5
390	рассказчика и	1	5
391	на протяжении	12	5
392	вместе с	3	5
393	по крайней	1	5
394	совершенно не	1	5
395	но у	1	5
396	мы не	5	5
397	но именно	3	5
398	в ее	4	5
399	и то	3	5
400	они не	3	5
401	голоса в	1	5
402	того и	1	5
403	он как	1	5
404	я теперь	1	5
405	где он	1	5
406	для других	3	5
407	как можно	2	5
408	по своему	3	5
409	в авторском	1	5
410	нисколько не	1	5
411	но при	5	5
412	в ней	5	5
413	быть и	3	5
414	когда он	1	5
415	и самого	3	5
416	благодаря этому	1	5
417	или иной	6	5
418	тому что	4	5
419	тому как	4	5
420	мира в	4	5
421	для другого	2	5
422	является в	1	4
423	все что	4	4
424	мы и	2	4
425	только что	4	4
426	с этой	3	4
427	без исключения	1	4
428	еще более	1	4
429	души человеческой	1	4
430	героя о	1	4
431	по мере	2	4
432	среди других	1	4
433	более или	2	4
434	в первом	4	4
435	в пределы	1	4
436	на друга	2	4
437	при всей	5	4
438	для автора	2	4
439	и мысли	1	4
440	он был	1	4
441	автора в	2	4
442	за собой	1	4
443	друг на	2	4
444	или менее	2	4
445	на предмет	1	4
446	на котором	1	4
447	они могут	2	4
448	не то	1	4
449	его голос	1	4
450	поэтому в	1	4
451	я как	1	4
452	тем не	7	4
453	и кажется	1	4
454	личности в	2	4
455	не была	1	4
456	связи с	3	4
457	в которой	2	4
458	сознания не	1	4
459	и своего	1	4
460	теперь на	1	4
461	характер и	3	4
462	то в	4	4
463	время как	1	4
464	в сторону	1	4
465	героя из	2	4
466	оно не	4	4
467	к слову	1	4
468	он ничего	1	4
469	в рассказе	10	4
470	речи и	1	4
471	его внутренней	3	4
472	одно и	2	4
473	в едином	2	4
474	или наконец	1	4
475	в направлении	2	4
476	вот я	2	4
477	протяжении всего	1	4
478	в первой	3	4
479	в точке	2	4
480	с ее	3	4
481	мы видели	1	4
482	он уже	3	4
483	из которых	1	4
484	речи как	1	4
485	если не	4	4
486	бы не	1	4
487	установкой на	2	4
488	вследствие этого	1	4
489	здесь нет	1	4
490	реплики и	1	4
491	то и	3	4
492	и лишь	2	4
493	как если	2	4
494	о своем	2	4
495	времени и	9	4
496	каждый из	3	4
497	а лишь	1	4
498	сами по	2	4
499	к миру	2	4
500	со словом	1	4
501	появляется в	1	4
502	только с	2	4
503	рассказ и	1	4
504	чужое я	1	4
505	в особом	1	4
506	слова героя	1	4
507	тоже не	1	4
508	хоть и	1	4
509	этом отношении	5	4
510	в формах	2	4
511	в литературе	8	4
512	что с	2	4
513	со своим	2	4
514	ли я	1	4
515	себе но	2	4
516	пределы одного	1	4
517	такое слово	1	4
518	а то	2	4
519	и без	1	4
520	это было	3	4
521	в каждой	1	4
522	об этом	8	4
523	а так	1	4
524	особенно в	3	4
525	бы ни	1	4
526	жизнь и	1	4
527	героя к	2	4
528	ни один	1	4
529	также и	4	4
530	конечно в	1	4
531	еще в	4	4
532	стороны и	1	4
533	его отношение	1	4
534	него и	1	4
535	в чужом	1	4
536	б м	1	4
537	само по	1	4
538	с которыми	1	3
539	с героем	1	3
540	может служить	5	3
541	о чем	6	3
542	в большей	1	3
543	какой бы	1	3
544	говорит о	3	3
545	и само	1	3
546	но что	1	3
547	чтобы в	1	3
548	как образ	2	3
549	есть в	1	3
550	к другим	1	3
551	приходит в	1	3
552	мысли о	1	3
553	большей или	2	3
554	он является	4	3
555	не я	1	3
556	можно сказать	11	3
557	в данном	17	3
558	жизни а	4	3
559	что этот	1	3
560	направлено на	1	3
561	сознаний и	1	3
562	между двумя	6	3
563	но они	4	3
564	о них	5	3
565	в различных	1	3
566	и еще	2	3
567	одной из	2	3
568	автор как	1	3
569	и вообще	1	3
570	говорит сам	1	3
571	что даже	1	3
572	в структуре	1	3
573	от ее	1	3
574	только не	2	3
575	по преимуществу	1	3
576	и среди	1	3
577	она в	3	3
578	эту минуту	1	3
579	нести в	2	3
580	чем у	1	3
581	между голосами	1	3
582	к чему	3	3
583	установки и	2	3
584	будто бы	2	3
585	слов с	1	3
586	в таком	4	3
587	звучит как	1	3
588	человек в	3	3
589	между собой	3	3
590	могли бы	1	3
591	мы можем	2	3
592	реакции на	1	3
593	и та	1	3
594	в приведенном	1	3
595	другом человеке	1	3
596	по своей	3	3
597	это действительно	1	3
598	или меньшей	1	3
599	и мы	1	3
600	это вовсе	1	3
601	и есть	1	3
602	теми же	1	3
603	значение в	1	3
604	и по	3	3
605	меньшей степени	2	3
606	чтобы не	1	3
607	в один	1	3
608	и особенно	1	3
609	и сами	2	3
610	своего рода	17	3
611	один голос	2	3
612	том или	1	3
613	которых мы	1	3
614	своих героев	2	3
615	с внутренним	1	3
616	ни единого	1	3
617	и делает	1	3
618	сводится к	10	3
619	себе не	1	3
620	что казалось	1	3
621	обращается к	3	3
622	его сознания	1	3
623	то время	1	3
624	только себя	1	3
625	слове и	1	3
626	все они	1	3
627	именно тем	1	3
628	не является	7	3
629	на нее	2	3
630	который не	2	3
631	зрения как	2	3
632	себя за	1	3
633	того чтобы	7	3
634	это все	1	3
635	и уже	4	3
636	именно на	1	3
637	вступает в	2	3
638	им в	1	3
639	о способах	1	3
640	из рассказа	2	3
641	тем же	3	3
642	мог бы	1	3
643	не за	1	3
644	со своими	3	3
645	в сознании	6	3
646	есть только	1	3
647	этот второй	1	3
648	определения как	1	3
649	голос в	1	3
650	не из	1	3
651	во времени	9	3
652	его можно	1	3
653	человека но	1	3
654	именно к	1	3
655	данном случае	12	3
656	того как	1	3
657	не для	1	3
658	которых он	1	3
659	ее в	1	3
660	в других	2	3
661	у нас	4	3
662	в повести	2	3
663	мы будем	1	3
664	раз в	4	3
665	однако не	2	3
666	со словами	3	3
667	этого не	2	3
668	дело в	2	3
669	никому не	1	3
670	или даже	3	3
671	для героев	1	3
672	так в	4	3
673	на одном	2	3
674	но уже	2	3
675	которой он	4	3
676	а он	1	3
677	интенции автора	1	3
678	чтобы сделать	1	3
679	которая как	1	3
680	того или	3	3
681	а к	3	3
682	тут и	1	3
683	он говорит	1	3
684	его произведениях	1	3
685	а его	3	3
686	я к	1	3
687	и внутренняя	1	3
688	не удалось	1	3
689	из этих	6	3
690	а за	2	3
691	не с	1	3
692	нового времени	2	3
693	героя его	1	3
694	только у	1	3
695	только то	1	3
696	признать что	1	3
697	человек как	1	3
698	связи между	1	3
699	что на	4	3
700	в пространстве	3	3
701	же в	6	3
702	нуждается в	1	3
703	бытия в	2	3
704	не слышит	2	3
705	как символ	1	3
706	себе а	1	3
707	в центре	4	2
708	в душе	3	2
709	указывает на	1	2
710	которая в	2	2
711	тех кто	1	2
712	за исключением	1	2
713	подходом к	1	2
714	любовь к	1	2
715	и взаимодействие	1	2
716	из всех	1	2
717	одному из	1	2
718	одно из	2	2
719	не столько	2	2
720	в кухне	1	2
721	он остается	1	2
722	относится и	1	2
723	по природе	1	2
724	где они	2	2
725	иначе как	1	2
726	внутренний конфликт	1	2
727	меня в	1	2
728	в корне	1	2
729	его на	1	2
730	тебе не	1	2
731	а именно	2	2
732	роль в	4	2
733	установку на	1	2
734	окружающей действительности	1	2
735	обращает на	3	2
736	условии что	1	2
737	и того	5	2
738	личности не	1	2
739	во все	1	2
740	быть не	3	2
741	и взаимодействия	1	2
742	на языке	1	2
743	в противоположность	1	2
744	но даже	1	2
745	мира не	1	2
746	для того	4	2
747	глава третья	2	2
748	не всегда	4	2
749	что вся	1	2
750	и показывает	1	2
751	с помощью	2	2
752	когда она	2	2
753	глава первая	2	2
754	виду и	1	2
755	тип слова	1	2
756	чем его	1	2
757	определяется его	1	2
758	что еще	1	2
759	всю жизнь	1	2
760	даже с	1	2
761	он писал	1	2
762	свою очередь	2	2
763	принадлежащих к	1	2
764	пока еще	4	2
765	глава вторая	2	2
766	в контексте	1	2
767	такая же	1	2
768	быть в	2	2
769	в нашем	4	2
770	же она	1	2
771	также является	2	2
772	к этому	2	2
773	он живет	1	2
774	голоса и	1	2
775	вся эта	1	2
776	чужую личность	1	2
777	внутренней жизни	1	2
778	к различным	2	2
779	друга но	1	2
780	произведения и	1	2
781	об одном	2	2
782	собой в	1	2
783	с одной	5	2
784	теперь же	1	2
785	на том	2	2
786	в раннем	1	2
787	личной жизни	1	2
788	начала и	5	2
789	значительной степени	1	2
790	его внутренняя	1	2
791	в качестве	27	2
792	иного рода	2	2
793	или не	5	2
794	утрачивает свою	2	2
795	прежде чем	1	2
796	из уст	2	2
797	между этими	1	2
798	и создает	1	2
799	этом последнем	2	2
800	эти три	1	2
801	и она	1	2
802	же как	2	2
803	если я	1	2
804	его жизни	5	2
805	сохраняется и	1	2
806	лишь для	1	2
807	за границей	3	2
808	был не	1	2
809	здесь и	1	2
810	делает его	1	2
811	и быть	1	2
812	не он	1	2
813	ли это	1	2
814	они становятся	1	2
815	мир где	1	2
816	остается вне	1	2
817	и про	2	2
818	другом и	1	2
819	спросил он	1	2
820	отношение между	1	2
821	человека который	2	2
822	в ответ	4	2
823	оно и	1	2
824	никого не	1	2
825	и является	2	2
826	не могла	2	2
827	главного героя	5	2
828	также не	2	2
829	над ним	1	2
830	должны были	1	2
831	у которого	1	2
832	не раз	1	2
833	к каждому	1	2
834	что для	1	2
835	его личности	1	2
836	них не	1	2
837	все остальное	1	2
838	столь же	6	2
839	своего героя	1	2
840	ней в	2	2
841	точкой зрения	1	2
842	иной раз	1	2
843	кругозор героя	1	2
844	отнюдь не	6	2
845	и чужого	2	2
846	не случайно	2	2
847	одного и	2	2
848	в особенности	2	2
849	слово то	2	2
850	а потому	2	2
851	во втором	6	2
852	было как	5	2
853	я уже	2	2
854	они и	2	2
855	как с	1	2
856	как один	1	2
857	настоящего времени	1	2
858	речь как	1	2
859	освободиться от	2	2
860	и внутренние	1	2
861	это уже	3	2
862	не исчерпывается	1	2
863	для них	2	2
864	глава четвертая	2	2
865	будто и	1	2
866	этой точки	1	2
867	иметь в	1	2
868	не поддается	1	2
869	сущности в	1	2
870	же слово	1	2
871	другой как	1	2
872	свой собственный	1	2
873	и они	1	2
874	к его	5	2
875	героя на	2	2
876	опирается на	2	2
877	не имеет	3	2
878	мыслей и	1	2
879	при всех	1	2
880	друг от	1	2
881	всей своей	1	2
882	своей жизни	2	2
883	что позволяет	1	2
884	два слова	1	2
885	в аспекте	3	2
886	к той	1	2
887	не давая	1	2
888	еще и	1	2
889	им из	1	2
890	в главе	1	2
891	тем или	2	2
892	время оно	1	2
893	она была	2	2
894	своей собственной	2	2
895	совершенно иной	1	2
896	и главное	1	2
897	внутренняя жизнь	2	2
898	в свою	4	2
899	в значительной	1	2
900	по сравнению	1	2
901	до достоевского	1	2
902	с которой	1	2
903	его нельзя	1	2
904	не могло	3	2
905	и ему	1	2
906	впрочем и	1	2
907	целый ряд	1	2
908	у человека	1	2
909	чем не	1	2
910	тому и	1	2
911	было и	2	2
912	а во	5	2
913	вот этот	1	2
914	как свой	1	2
915	известной степени	1	2
916	нем не	2	2
917	она может	2	2
918	кто я?	1	2
919	из истории	1	2
920	своего я	2	2
921	в образе	1	2
922	за пределами	3	2
923	с нею	2	2
924	как во	1	2
925	рассказа от	1	2
926	жизни не	1	2
927	ответ на	6	2
928	то они	3	2
929	ничем не	1	2
930	разным голосам	1	2
931	слово но	2	2
932	речь рассказчика	1	2
933	произведения как	1	2
934	и сама	2	2
935	слово а	1	2
936	в художественной	1	2
937	одна и	1	2
938	случаев в	1	2
939	п все	1	2
940	мира но	1	2
941	такая постановка	1	2
942	для всего	1	2
943	впечатление что	1	2
944	для нас	2	2
945	чем он	3	2
946	слова а	1	2
947	что каждый	1	2
948	при условии	1	2
949	материал для	1	2
950	от друга	1	2
951	этом не	1	2
952	когда все	2	2
953	в стороне	1	2
954	случае не	1	2
955	в какой	2	2
956	лишь с	1	2
957	как она	2	2
958	этот раз	1	2
959	является не	1	2
960	и искусно	1	2
961	вернемся к	1	2
962	один и	2	2
963	их друг	1	2
964	для героя	1	2
965	и смысловой	1	2
966	к вам	1	2
967	должен быть	1	2
968	значимость и	2	2
969	как все	2	2
970	не все	2	2
971	выражение и	1	2
972	произведениях но	1	2
973	ему не	1	2
974	этих двух	2	2
975	искать в	1	2
976	голосов как	1	2
977	слово это	2	2
978	между сознаниями	1	2
979	одну из	1	2
980	он обращается	1	2
981	во второй	2	2
982	что касается	3	2
983	но она	1	2
984	два человека	1	2
985	нельзя понять	1	2
986	не приносит	1	2
987	не следует	3	2
988	стало быть	4	2
989	этих случаях	1	2
990	всей его	1	2
991	иной степени	1	2
992	чем является	1	2
993	в рамках	6	2
994	всех его	2	2
995	же самое	3	2
996	в книге	1	2
997	к ней	3	2
998	во многом	1	2
999	прямая речь	1	2
1000	для такого	1	2
1001	и благодаря	1	2
1002	как за	1	2
1003	даже из	1	2
1004	из их	1	2
1005	или напротив	3	2
1006	человек не	1	2
1007	надо было	1	2
1008	мы его	2	2
1009	и совершенно	1	2
1010	себя но	2	2
1011	или точнее	1	2
1012	как для	2	2
1013	дело здесь	1	2
1014	не к	4	2
1015	словами в	1	2
1016	обращенный к	1	2
1017	он то	1	2
1018	мир не	1	1
1019	не выступает	1	1
1020	они являются	1	1
1021	для всех	1	1
1022	еще раз	3	1
1023	породившей его	1	1
1024	повествования к	1	1
1025	и мира	4	1
1026	жизнь а	1	1
1027	сам герой	1	1
1028	это первое	1	1
1029	причастен к	1	1
1030	в момент	1	1
1031	суде и	1	1
1032	которые не	1	1
1033	творчества в	1	1
1034	к этой	1	1
1035	слышит и	1	1
1036	и люди	1	1
1037	понимаешь ли	1	1
1038	однако и	5	1
1039	в равной	3	1
1040	и когда	3	1
1041	на второй	1	1
1042	эта новая	1	1
1043	точке соприкосновения	1	1
1044	этот момент	1	1
1045	она уже	1	1
1046	самое важное	1	1
1047	конца не	1	1
1048	строго говоря	2	1
1049	боли в	1	1
1050	человек есть	1	1
1051	к смысловой	1	1
1052	сам автор	1	1
1053	что человек	1	1
1054	потому не	2	1
1055	нас в	2	1
1056	не являются	2	1
1057	как реализм	1	1
1058	или иному	1	1
1059	из участников	3	1
1060	случае он	2	1
1061	но изнутри	1	1
1062	ни слова	2	1
1063	нами простой	1	1
1064	всей ее	1	1
1065	что слово	1	1
1066	его тело	1	1
1067	одновременно все	1	1
1068	которая была	1	1
1069	поэтому их	1	1
1070	него только	1	1
1071	в рассказчике	1	1
1072	думает и	1	1
1073	имеет смысл	2	1
1074	не речевой	1	1
1075	между характером	1	1
1076	на которых	1	1
1077	типов в	1	1
1078	не верят	1	1
1079	из двух	1	1
1080	мысль о	1	1
1081	в некотором	2	1
1082	но по	1	1
1083	или на	1	1
1084	голосом и	1	1
1085	после него	1	1
1086	давно уже	2	1
1087	и неуверенность	1	1
1088	себе с	1	1
1089	сознанием и	1	1
1090	событийного взаимодействия	1	1
1091	другому как	1	1
1092	на авторскую	1	1
1093	жизнь героя	1	1
1094	лица в	1	1
1095	них мы	1	1
1096	в аналогичной	1	1
1097	обращения к	1	1
1098	произведении и	1	1
1099	я а	1	1
1100	зрения с	1	1
1101	себя не	1	1
1102	не оказывается	2	1
1103	этого рассказа	1	1
1104	но мы	1	1
1105	художественное произведение	1	1
1106	так например	1	1
1107	на первый	1	1
1108	обращение к	1	1
1109	связано с	2	1
1110	итог его	1	1
1111	приходится искать	1	1
1112	и образ	1	1
1113	первый взгляд	1	1
1114	сам же	1	1
1115	является их	1	1
1116	и дело	2	1
1117	было не	1	1
1118	во внешнем	1	1
1119	не существует	3	1
1120	а порой	1	1
1121	и третий	1	1
1122	не могли	1	1
1123	можно не	1	1
1124	в действительности	2	1
1125	следовало бы	1	1
1126	про него	1	1
1127	как принцип	1	1
1128	нет своего	1	1
1129	в пределе	2	1
1130	действительности как	1	1
1131	этом я	1	1
1132	личность не	3	1
1133	именно этим	1	1
1134	говорящего как	1	1
1135	говорить не	1	1
1136	собой как	1	1
1137	первого абзаца	1	1
1138	не должен	1	1
1139	же авторского	1	1
1140	ничто не	1	1
1141	мира на	2	1
1142	последовательность и	1	1
1143	но то	1	1
1144	и неизбежно	1	1
1145	в диалогической	2	1
1146	зрения героя	1	1
1147	во многих	1	1
1148	времени в	3	1
1149	интриги в	2	1
1150	позиции автора	1	1
1151	сознания в	3	1
1152	не убеждает	1	1
1153	и т.п	11	1
1154	своем кругозоре	1	1
1155	а непосредственно	1	1
1156	особое место	4	1
1157	уходит так	1	1
1158	встречи с	4	1
1159	облик героя	1	1
1160	правда и	1	1
1161	взаимодействия сознаний	4	1
1162	точно так	2	1
1163	в строгом	3	1
1164	характер это	1	1
1165	не обращался	1	1
1166	он думает	1	1
1167	не обязательно	3	1
1168	как характер	1	1
1169	на своего	2	1
1170	на практике	1	1
1171	это осознание	1	1
1172	от лица	1	1
1173	его собственной	1	1
1174	мы привыкли	1	1
1175	воспринимать и	1	1
1176	дистанция между	2	1
1177	к ним	2	1
1178	обратим внимание	2	1
1179	у себя	2	1
1180	между позицией	1	1
1181	еще нет	1	1
1182	чтобы они	1	1
1183	жизни как	2	1
1184	они лишены	1	1
1185	говорит с	2	1
1186	друг для	2	1
1187	не доказывает	1	1
1188	личность же	2	1
1189	гораздо существеннее	1	1
1190	она или	1	1
1191	него вдруг	1	1
1192	еще одна	1	1
1193	чего он	1	1
1194	а художественное	1	1
1195	голосом рассказчика	1	1
1196	не умеет	1	1
1197	фоне его	1	1
1198	момент в	1	1
1199	который в	2	1
1200	что именно	2	1
1201	речь о	1	1
1202	это прежде	1	1
1203	из средств	1	1
1204	по поводу	3	1
1205	с читателем	2	1
1206	ее внутренняя	1	1
1207	сказать с	1	1
1208	в противном	1	1
1209	не два	1	1
1210	своего сознания	1	1
1211	немногочисленных случаях	1	1
1212	тут же	1	1
1213	выходя из	2	1
1214	с собственной	1	1
1215	себя что	1	1
1216	она есть	1	1
1217	они характеризуют	1	1
1218	так у	2	1
1219	не просто	2	1
1220	едва ли	5	1
1221	смысле как	1	1
1222	жизни с	1	1
1223	что обычно	1	1
1224	свое собственное	1	1
1225	перед нею	1	1
1226	отсутствует но	1	1
1227	того о	2	1
1228	всех их	1	1
1229	сознаний не	1	1
1230	у его	1	1
1231	или иным	2	1
1232	всех без	1	1
1233	может обойтись	1	1
1234	в чужой	2	1
1235	обо мне	4	1
1236	к восприятию	1	1
1237	наиболее существенным	1	1
1238	не происходит	3	1
1239	быстро что	1	1
1240	музыки и	1	1
1241	ее и	1	1
1242	вследствие такой	1	1
1243	и столь	2	1
1244	нами не	2	1
1245	сюжет в	1	1
1246	отражение в	1	1
1247	от его	2	1
1248	к человеку	1	1
1249	похожи на	2	1
1250	его самого	1	1
1251	и всей	1	1
1252	глубокий и	1	1
1253	не говоря	1	1
1254	него уже	2	1
1255	слова эта	1	1
1256	такого рода	17	1
1257	в повестях	1	1
1258	внимание на	7	1
1259	на столе	1	1
1260	что сама	1	1
1261	получает в	1	1
1262	второй смысл	1	1
1263	своей социальной	1	1
1264	душ и	1	1
1265	рассказ ивана	1	1
1266	второй план	1	1
1267	по мнению	2	1
1268	далеко за	1	1
1269	и оценку	1	1
1270	после этого	1	1
1271	и через	2	1
1272	верит в	1	1
1273	бытия и	1	1
1274	место для	1	1
1275	отказывается от	1	1
1276	не от	1	1
1277	делает вид	1	1
1278	его трудно	1	1
1279	в каждый	1	1
1280	в третьем	4	1
1281	и притом	3	1
1282	видит в	3	1
1283	только к	3	1
1284	отношения между	1	1
1285	отношениях к	1	1
1286	однако он	1	1
1287	говорит в	1	1
1288	глядят на	2	1
1289	не говорит	4	1
1290	тех событий	1	1
1291	некоторого события	1	1
1292	личностями и	1	1
1293	своего и	2	1
1294	и чисто	1	1
1295	этом направлении	1	1
1296	адресата к	1	1
1297	внутренним голосом	1	1
1298	о внутреннем	1	1
1299	прямо не	1	1
1300	или хотя	1	1
1301	как рассказчик	1	1
1302	мере того	1	1
1303	с одним	1	1
1304	протяжении рассказа	3	1
1305	в связи	3	1
1306	ясно что	2	1
1307	такова что	3	1
1308	его душе	1	1
