N	3gram	Potebnia_M	Myshleni
426	что это не	1	1
427	и даже по	1	1
428	его связи с	1	1
429	точки зрения истории	1	1
430	привести их к	1	1
431	не нуждается в	2	1
432	место только тогда	1	1
433	взаимного понимания как	1	1
434	убедиться что это	1	1
435	во взаимной зависимости	1	1
436	отношении его к	1	1
437	имея в виду	1	1
438	не прямо а	1	1
439	только для самого	1	1
440	что для нас	1	1
441	большая разница между	1	1
442	и в этих	1	1
443	с этим последним	2	1
444	могли бы быть	1	1
445	одной точке в	1	1
446	которые не могли	1	1
447	развитие не есть	1	1
448	по себе мы	1	1
449	потому что или	1	1
450	которой было бы	1	1
451	деятельности для того	1	1
452	может и не	1	1
453	в области психологии	1	1
454	что так как	1	1
455	в этих словах	1	1
456	однако в этой	1	1
457	в слове остается	1	1
458	того же предмета	3	1
459	делает возможным общение	1	1
460	вовсе не встречается	1	1
461	наиболее близким к	1	1
462	что мы называем	2	1
463	в единстве с	1	1
464	представим себе что	1	1
465	не было бы	3	1
466	то тем самым	2	1
467	с мы можем	1	1
468	словом окно мы	1	1
469	за другим и	1	1
470	грамматическими формами но	1	1
471	только после того	1	1
472	это не так	2	1
473	к тому как	1	1
474	по крайней мере	6	1
475	бы в самом	1	1
476	в уме человека	1	1
477	в эту минуту	2	1
478	на основании данных	1	1
479	не более как	3	1
480	будет видно из	1	1
481	видно из того	1	1
482	с но если	1	1
483	при других условиях	2	1
484	было бы сказать	1	1
485	не так что	1	1
486	и в процессе	1	1
487	бы если бы	1	1
488	состоит не в	1	1
489	но не связь	2	1
490	другой стороны если	1	1
491	но столь же	1	1
492	жизни ребенка и	1	1
493	том что при	1	1
494	раму со стеклами	1	1
495	потому что не	5	1
496	или вернее сказать	1	1
497	потому что мы	3	1
498	сходятся и расходятся	1	1
499	смотреть как на	1	1
500	друг другу и	2	1
501	распадается на две	1	1
502	выйти из этого	1	1
503	до тех пор	1	1
504	там где нет	1	1
505	под влиянием того	1	1
506	и следовательно может	1	1
507	то же следует	1	1
508	не можем представить	2	1
509	остается неизменным и	1	1
510	прежде всего следует	1	1
511	пример того как	1	1
512	не заключает в	3	1
513	а и б	1	1
514	что так же	1	1
515	они не имеют	1	1
516	и практики и	1	1
517	возьмем для примера	1	1
518	было бы если	1	1
519	от тех которые	1	1
520	из других источников	1	1
521	с известным значением	1	1
522	мы находим только	1	1
523	становится для нас	1	1
524	есть большая разница	1	1
525	выше мы видели	1	1
526	как бы ни	4	1
527	которое может быть	1	1
528	со стороны его	1	1
529	с отношением к	1	1
530	главным образом в	1	1
531	между внешним и	1	1
532	существует независимо от	1	1
533	в нашем же	1	1
534	в разных языках	1	1
535	точки зрения так	1	1
536	в обратном отношении	2	1
537	ни было но	1	1
538	говоря о том	1	1
539	связана со словом	1	1
540	себе никакого намека	1	1
541	между тем в	2	1
542	таких обстоятельствах при	1	1
543	сказать что и	1	1
544	развивается только в	2	1
545	том смысле как	1	1
546	что имеет место	1	1
547	может быть найдена	1	1
548	во-первых потому что	1	1
549	того же корня	3	1
550	все эти предметы	1	1
551	заключить что в	1	1
552	представляется нам не	1	1
553	но и для	2	1
554	день и ночь	1	1
555	и не заключает	1	1
556	но в некотором	1	1
557	вместе с другими	1	1
558	и т д	6	1
559	потому что я	1	1
560	но все эти	1	1
561	то и в	2	1
562	того же в	1	1
563	тогда когда мысль	1	1
564	мы действительно видим	1	1
565	целого к которому	1	1
566	там где он	1	1
567	который служит для	1	1
568	только по мере	1	1
569	вытекает непосредственно из	1	1
570	по его мнению	4	1
571	но если это	1	1
572	внутренней связи с	1	1
573	даже взрослый человек	1	1
574	должны бы были	1	1
575	на задний план	1	1
576	для обозначения одного	1	1
577	точки зрения но	1	1
578	вместе с понятием	1	1
579	что если в	1	1
580	что в одном	1	1
581	чтобы она могла	1	1
582	то же в	2	1
583	следует сказать об	1	1
584	только по степени	1	1
585	ничем не связанных	1	1
586	независимо от своего	1	1
587	есть необходимое условие	1	1
588	та и другая	1	1
589	отрицать что в	1	1
590	в известные группы	1	1
591	есть с одной	1	1
592	в целом а	1	1
593	невозможно потому что	1	1
594	жизни таким образом	1	1
595	того как мы	2	1
596	перед нами еще	1	1
597	на вопрос как	1	1
598	обозначаемый им предмет	1	1
599	в чем состоит	1	1
600	по всей вероятности	2	1
601	на нее как	1	1
602	или куда проходит	1	1
603	не в том	6	1
604	и как увидим	1	1
605	а относится к	1	1
606	то куда смотрят	1	1
607	то это не	2	1
608	не может себе	1	1
609	важную роль в	1	1
610	то общее что	1	1
611	внутренней и внешней	1	1
612	ко всем другим	1	1
613	будет походить на	1	1
614	остается только сказать	1	1
615	совершается этот процесс	1	1
616	мы можем сказать	1	1
617	хотя бы даже	2	1
618	при этом не	2	1
619	и их сочетаний	1	1
620	оно значит то	1	1
621	в которой отдельные	1	1
622	мы не видим	1	1
623	куда проходит свет	1	1
624	могло бы быть	1	1
625	и не с	1	1
626	что с ним	1	1
627	как и всякая	1	1
628	предполагает не только	1	1
629	сказали бы что	1	1
630	что в них	1	1
631	что они не	1	1
632	и в других	1	1
633	те же звуки	1	1
634	мысли с другой	2	1
635	так как во	2	1
636	отношения понятий к	1	1
637	не может стать	1	1
638	так как без	1	1
639	могут быть выражены	1	1
640	не только о	1	1
641	мы спросим себя	1	1
642	в некотором смысле	2	1
643	все вообще отношения	1	1
644	не имеет ничего	1	1
645	не в одном	1	1
646	и та и	1	1
647	того что с	1	1
648	по себе и	2	1
649	только тем что	1	1
650	при затруднениях в	1	1
651	в переносном смысле	1	1
652	никакого намека не	1	1
653	движение в развитии	1	1
654	было бы предположить	1	1
655	на две неравные	1	1
656	могла бы быть	1	1
657	а не в	1	1
658	при этом как	1	1
659	о предмете и	1	1
660	оставляя в стороне	1	1
661	может быть достигнуто	1	1
662	или по крайней	2	1
663	каждая из этих	1	1
664	несмотря на все	1	1
665	начале развития в	1	1
666	все без исключения	1	1
667	следовательно и в	1	1
668	это потому что	1	1
669	не могли быть	1	1
670	самого начала все	1	1
671	что а есть	1	1
672	ее развитие есть	1	1
673	слова в собственном	1	1
674	по тому же	1	1
675	как между ними	1	1
676	то время когда	2	1
677	что то же	1	1
678	на вопрос что	1	1
679	но едва ли	1	1
680	в истории языка	1	1
681	с потому что	1	1
682	звук сам по	2	1
683	и в том	3	1
684	друг друга и	1	1
685	и поэтому оно	1	1
686	образования и развития	2	1
687	то окажется что	1	1
688	с в этих	1	1
689	всегда заключает в	1	1
690	того времени когда	1	1
691	вот все что	1	1
692	его связь с	1	1
693	в мысли в	1	1
694	обозначения одного и	1	1
695	распадаются на две	1	1
696	легко может быть	1	1
697	мере того как	6	1
698	что на одной	1	1
699	их отношение к	1	1
700	не имеет своих	1	1
701	не только от	1	1
702	потому что мысль	1	1
703	и не снилось	1	1
704	с которыми оно	1	1
705	от нее а	1	1
706	на этом основано	1	1
707	потому что так	1	1
708	выйти за пределы	1	1
709	внешним и внутренним	1	1
710	случае они не	1	1
711	другой стороны он	1	1
712	свет и не	1	1
713	должны заметить что	1	1
714	по мере того	6	1
715	не есть нечто	2	1
716	с и след	3	1
717	в некоторых случаях	2	1
718	но и потому	1	1
719	и что наконец	1	1
720	без всяких усилий	1	1
721	слова во всяком	1	1
722	никогда не идет	1	1
723	пути развития и	1	1
724	ключ ко всем	1	1
725	он видит только	1	1
726	тем самым не	1	1
727	это все равно	1	1
728	что не всякое	1	1
729	пространство и время	1	1
730	только в одном	1	1
731	известные группы и	1	1
732	же может быть	1	1
733	образом мы можем	1	1
734	слова потому что	2	1
735	мы до сих	1	1
736	предмету не прямо	1	1
737	ничего общего между	1	1
738	из себя создает	1	1
739	объяснение не только	1	1
740	там где есть	1	1
741	что и не	1	1
742	но все они	1	1
743	далеко не все	1	1
744	психологии есть не	2	1
745	им самим и	1	1
746	того как они	1	1
747	чем то что	1	1
748	том что здесь	1	1
749	как мы видим	1	1
750	он приближается к	1	1
751	или лучше сказать	1	1
752	тот же что	2	1
753	что здесь впервые	1	1
754	бы невозможно и	1	1
755	бы они ни	2	1
756	это не потому	1	1
757	в слове есть	1	1
758	а не по	1	1
759	мы можем в	1	1
760	но во всяком	3	1
761	и то и	2	1
762	одного из основных	1	1
763	всяком случае не	1	1
764	есть явление сложное	1	1
765	и связанные с	1	1
766	понятие о предмете	1	1
767	и слово с	1	1
768	в памяти и	1	1
769	в таком виде	2	1
770	теории и практики	2	1
771	в общих чертах	1	1
772	и не могло	1	1
773	только в смысле	1	1
774	привело к тому	1	1
775	и в истории	1	1
776	имеет место то	1	1
777	языка и его	5	1
778	мы хотим сказать	1	1
779	он не мог	1	1
780	не говоря уже	1	1
781	друг в друга	1	1
782	происходит но не	1	1
783	требует для своего	1	1
784	обратить внимание на	2	1
785	и находятся в	1	1
786	субъективного и объективного	1	1
787	в себе никакого	1	1
788	что несмотря на	1	1
789	его мысль на	1	1
790	но с другой	3	1
