N	3gram	Vinokur_Vv	Myslijsy
186	и здесь как	1	2
187	здесь как и	1	2
188	в свое время	3	2
189	не потому что	1	2
190	и не в	1	2
191	в разной мере	1	2
192	в таких случаях	1	2
193	место в ряду	1	2
194	его к мысли	1	2
195	них не было	1	2
196	для того кто	1	2
197	при известных условиях	1	2
198	одно из необходимых	1	2
199	так же как	1	2
200	тогда когда оно	1	2
201	как мы видели	3	2
202	всяком случае не	2	2
203	и в каждом	1	2
204	так как и	1	2
205	так а не	1	2
206	в большей части	2	2
207	как она есть	2	1
208	в самом деле	6	1
209	мере в какой	6	1
210	второй половины xix	2	1
211	что это то	1	1
212	о котором мы	1	1
213	идет от действительности	1	1
214	но независимо от	1	1
215	в той мере	6	1
216	не менее совершенно	1	1
217	на задний план	2	1
218	одной из этих	1	1
219	он вовсе не	1	1
220	себе отчет в	1	1
221	на том что	2	1
222	что в одном	1	1
223	исследования но в	1	1
224	по сравнению с	4	1
225	смысле может быть	1	1
226	который хотя и	1	1
227	том что такое	6	1
228	что его нельзя	1	1
229	в течение многих	2	1
230	легко представить себе	1	1
231	наук о человеке	1	1
232	она есть не	1	1
233	и со стороны	2	1
234	но уже и	1	1
235	самой своей природе	2	1
236	во всех отношениях	1	1
237	его отношение к	1	1
238	вовсе не в	2	1
239	ответить на этот	1	1
240	в том числе	1	1
241	нами не как	1	1
242	со стороны языка	2	1
243	выходя из пределов	1	1
244	не выходя из	1	1
245	что в каждой	1	1
246	можно и должно	1	1
247	мысли и чувства	1	1
248	у него в	1	1
249	потому что она	1	1
250	наука о языке	1	1
251	на вопрос о	4	1
252	в строгом смысле	3	1
253	в следующем в	1	1
254	как мы уже	2	1
255	и есть то	1	1
256	том что можно	1	1
257	если бы и	1	1
258	уже потому что	1	1
259	всегда заключает в	1	1
260	ответа на этот	1	1
261	т д в	2	1
262	и в более	1	1
263	сказать что в	1	1
264	из необходимых условий	1	1
265	и в основании	1	1
266	нужно было бы	1	1
267	не может еще	1	1
268	т д можно	1	1
269	того чтобы определить	1	1
270	как мы видим	1	1
271	чтобы убедиться в	1	1
272	ближе всего к	1	1
273	самом деле есть	1	1
274	такой точки зрения	1	1
275	то положение что	1	1
276	между ними в	1	1
277	а потому и	1	1
278	или же это	1	1
279	имеет своим содержанием	1	1
280	в каждом из	1	1
281	что с течением	1	1
282	и не нужно	1	1
283	в отличие от	4	1
284	при благоприятных условиях	1	1
285	можно говорить о	3	1
286	той мере в	6	1
287	может быть получено	1	1
288	по себе это	1	1
289	есть не что	3	1
290	то она есть	1	1
291	может быть названа	1	1
292	как если бы	1	1
293	первой по времени	1	1
294	существует потому что	1	1
295	с этим в	1	1
296	человеческой природы и	1	1
297	оставляя в стороне	1	1
298	вопросом об отношении	1	1
299	по этому поводу	3	1
300	а если и	1	1
301	то увидим что	1	1
302	той же области	2	1
303	совершенно ошибочно думать	1	1
304	ничего не может	1	1
305	это однако не	2	1
306	и сам по	1	1
307	то все это	1	1
308	в одном случае	1	1
309	отношении его к	1	1
310	что даже и	2	1
311	в каком он	1	1
312	он в то	1	1
313	слово которое в	1	1
314	по самой своей	2	1
315	собственном смысле этого	1	1
316	только в одном	1	1
317	а есть только	1	1
318	и вопрос о	1	1
319	каждой из этих	1	1
320	стороны своего содержания	2	1
321	внимание на те	1	1
322	вместе с другими	1	1
323	никогда не была	1	1
324	каждое из этих	1	1
325	чем то что	1	1
326	в истории языка	1	1
327	т д и	1	1
328	и тем не	3	1
329	и др в	1	1
330	по себе есть	1	1
331	большей или меньшей	3	1
332	в ее основании	1	1
333	прежде всего он	1	1
334	строгом смысле этого	1	1
335	что входит в	1	1
336	в каждой из	1	1
337	значение только в	1	1
338	то это может	1	1
339	дело не с	2	1
340	точки зрения можно	1	1
341	нужно обратить внимание	1	1
342	в чем же	3	1
343	в подобных случаях	1	1
344	только в форме	1	1
345	за ним должно	1	1
346	обратим внимание на	2	1
347	уже и без	1	1
348	язык в том	1	1
349	лежит в основании	2	1
350	отчет в том	1	1
351	это то же	1	1
352	как один из	1	1
353	именно потому что	1	1
354	своего содержания как	1	1
355	и что это	1	1
356	и история языка	1	1
357	не имеет цели	1	1
358	этот вопрос мы	1	1
359	только в этом	1	1
360	в настоящее время	1	1
361	но если бы	1	1
362	в создании новых	1	1
363	пока мы говорим	1	1
364	отношению к нему	1	1
365	в большей или	1	1
366	не имеет права	1	1
367	не существует потому	1	1
368	в какой она	1	1
369	быть названо зародышем	1	1
370	что не следует	1	1
371	науку потому что	1	1
372	же время служит	1	1
373	потому что все	1	1
374	тогда когда язык	1	1
375	в стороне все	1	1
376	что мы можем	1	1
377	достигает того совершенства	1	1
378	смысле этого понятия	4	1
379	следует представлять себе	1	1
380	от этого не	1	1
381	разница лишь в	1	1
382	слова таким образом	1	1
383	не сам по	1	1
384	которая не могла	1	1
385	в нем то	1	1
386	только на основании	1	1
387	что оно имеет	1	1
388	в них в	1	1
389	дает ей возможность	1	1
390	не менее не	1	1
391	того чтобы сделать	1	1
392	есть язык в	1	1
393	и не могут	2	1
394	по себе должно	1	1
395	по меньшей мере	2	1
396	заключенное в нем	1	1
397	представить себе что	2	1
398	достаточно для того	1	1
399	всего того что	1	1
400	она может быть	1	1
401	во второй половине	2	1
402	что может быть	3	1
403	как и наоборот	1	1
404	увидим что оно	1	1
405	уже не к	1	1
406	что чем больше	1	1
407	наук относящихся к	1	1
408	потому что они	1	1
409	в слове в	1	1
410	по тому же	1	1
411	дело не в	1	1
412	но какой бы	1	1
413	как уже сказано	1	1
414	уже и в	1	1
415	имеем дело с	1	1
416	свое значение и	2	1
417	еще и потому	1	1
418	что несмотря на	2	1
419	заключается не только	1	1
420	значительной степени это	1	1
421	уже из того	1	1
422	было бы сказать	1	1
423	может быть и	2	1
