N	2gram	Tiupa_Hudo	Morfolog
612	из наиболее	1	1
613	и там	1	1
614	от героя	2	1
615	или читателю	1	1
616	не совсем	1	1
617	он в	2	1
618	отношение к	3	1
619	к двум	2	1
620	не как	3	1
621	ее не	1	1
622	она может	2	1
623	в деревне	1	1
624	мог бы	1	1
625	причина этого	2	1
626	то для	1	1
627	самого героя	1	1
628	такая же	2	1
629	что я	4	1
630	свою жену	1	1
631	в текстах	1	1
632	же мне	1	1
633	на улице	1	1
634	характера и	2	1
635	окна и	1	1
636	ли можно	1	1
637	форме рассказа	1	1
638	то во	1	1
639	же из	2	1
640	как во	1	1
641	деле в	2	1
642	до известной	1	1
643	человека а	2	1
644	всех людей	1	1
645	что говорит	2	1
646	он сам	3	1
647	узнает что	1	1
648	он живет	1	1
649	что даже	2	1
650	друг с	1	1
651	и две	1	1
652	в первой	6	1
653	о чем	9	1
654	все с	1	1
655	она есть	1	1
656	а для	1	1
657	у вас	3	1
658	мы еще	1	1
659	собой то	1	1
660	только о	2	1
661	но которые	1	1
662	при расставании	2	1
663	в ее	16	1
664	и становится	1	1
665	взгляд все	1	1
666	характерно что	4	1
667	тот же	1	1
668	или три	1	1
669	это обычно	1	1
670	еще резче	1	1
671	высшей степени	2	1
672	героя при	3	1
673	как к	4	1
674	дает нам	1	1
675	и то	2	1
676	не зная	2	1
677	в себе	19	1
678	но на	1	1
679	с но	1	1
680	ему в	3	1
681	не противоречит	1	1
682	героев в	3	1
683	думает о	1	1
684	эти детали	1	1
685	должно быть	2	1
686	и уж	2	1
687	в первый	2	1
688	и вот	1	1
689	с любовью	1	1
690	в состоянии	3	1
691	в его	17	1
692	первый раз	2	1
693	всего мира	2	1
694	е все	1	1
695	из третьей	1	1
696	форма является	1	1
697	имеется и	1	1
698	бы на	2	1
699	а ведь	1	1
700	находится в	1	1
701	его целует	1	1
702	как раз	7	1
703	такое же	1	1
704	о нем	4	1
705	что несмотря	1	1
706	и сама	3	1
707	и одна	1	1
708	в полном	2	1
709	в тот	3	1
710	многих отношениях	1	1
711	нет это	1	1
712	же не	3	1
713	чем же	2	1
714	из форм	1	1
715	таком случае	1	1
716	особое значение	1	1
717	что все	3	1
718	в их	2	1
719	вспомнить о	1	1
720	этой главе	1	1
721	видит в	3	1
722	о трех	1	1
723	в г	3	1
724	ли ее	1	1
725	в рамках	2	1
726	и притом	1	1
727	или иной	2	1
728	ли мы	1	1
729	не случайны	1	1
730	рассказа как	2	1
731	как по	2	1
732	не любит	2	1
733	и говорит	2	1
734	героя с	1	1
735	в виду	1	1
736	что за	1	1
737	и которая	1	1
738	этим и	1	1
739	дело в	2	1
740	что не	4	1
741	как его	3	1
742	было более	1	1
743	и другое	2	1
744	выраженное в	1	1
745	о жизни	1	1
746	и хорошо	2	1
747	формы представляют	1	1
748	в таком	3	1
749	и своего	1	1
750	ссылка на	1	1
751	бы быть	1	1
752	между ними	2	1
753	нас к	2	1
754	спор о	1	1
755	и она	2	1
756	есть в	1	1
757	эти две	1	1
758	по ее	2	1
759	а их	1	1
760	между прочим	1	1
761	в мире	10	1
762	слова не	1	1
763	дочь в	1	1
764	так в	2	1
765	герой при	1	1
766	в ряду	3	1
767	к концу	2	1
768	в выборе	1	1
769	на одном	2	1
770	остановимся на	3	1
771	со своей	3	1
772	по его	4	1
773	о которых	2	1
774	нисколько не	1	1
775	же касается	2	1
776	и это	7	1
777	с другом	1	1
778	слушателю или	1	1
779	например как	1	1
780	не нужно	3	1
781	для общего	1	1
782	и объекты	1	1
783	ее иногда	1	1
784	чего в	1	1
785	могло бы	1	1
786	сих пор	3	1
787	как все	2	1
788	той или	1	1
789	людей в	1	1
790	имеет ничего	1	1
791	мать и	1	1
792	этих двух	2	1
793	что основные	1	1
794	в русской	4	1
795	в каждом	1	1
796	они все	2	1
797	читателя в	6	1
798	в плену	1	1
799	быть объяснена	1	1
800	откуда они	1	1
801	того или	4	1
802	о себе	3	1
803	более чем	2	1
804	генерал или	1	1
805	д с	2	1
806	что от	1	1
807	таким же	1	1
808	с самого	1	1
809	возвращается к	3	1
810	отличие от	1	1
811	играет роль	1	1
812	л а	2	1
813	то чего	2	1
814	при отсутствии	1	1
815	и животным	1	1
816	для описания	1	1
817	на другой	1	1
818	разделить на	1	1
819	в течение	1	1
820	с какой	3	1
821	только об	1	1
822	тот момент	3	1
823	но он	3	1
824	всегда очень	1	1
825	самому себе	1	1
826	так что	3	1
827	не более	3	1
828	где герой	1	1
829	на которых	1	1
830	является его	1	1
831	на другое	1	1
832	это по	1	1
833	что касается	1	1
834	как объект	1	1
835	не интересуясь	1	1
836	его не	1	1
837	но она	1	1
838	помощь и	1	1
839	реакции на	1	1
840	их действия	1	1
841	много ли	1	1
842	как он	4	1
843	кто же	1	1
844	не дает	1	1
845	героя его	1	1
846	у кого	1	1
847	же он	1	1
848	в нашей	1	1
849	это то	1	1
850	его жизнь	2	1
851	с письмом	1	1
852	отличать от	1	1
853	к которой	1	1
854	что бы	2	1
855	или как	1	1
856	верно и	1	1
857	как вообще	1	1
858	однако если	2	1
859	или иное	1	1
860	на свое	1	1
861	когда мы	2	1
862	у которого	2	1
863	на это	2	1
864	быть не	1	1
865	в тексте	8	1
866	уже иное	1	1
867	и никогда	1	1
868	в плане	1	1
869	точку зрения	1	1
870	он вдруг	1	1
871	действующего лица	2	1
872	друг другу	1	1
873	и каждый	2	1
874	еще мал	1	1
875	на других	2	1
876	бы он	1	1
877	это делает	1	1
878	этом и	2	1
879	ей так	1	1
880	теперь когда	2	1
881	это означает	1	1
882	отца не	1	1
883	в голову	3	1
884	теми же	1	1
885	в силу	2	1
886	такой же	3	1
887	является непосредственным	1	1
888	сведения о	1	1
889	дороге на	1	1
890	из этого	1	1
891	себе он	1	1
892	в области	1	1
893	его к	1	1
894	один и	2	1
895	все более	1	1
896	это описано	1	1
897	ли в	2	1
898	жене и	1	1
899	нами две	1	1
900	сказки без	1	1
901	может и	3	1
902	для чего	1	1
903	ведь и	1	1
904	в высшей	1	1
905	в него	2	1
906	только одну	1	1
907	с ее	7	1
908	всех этих	1	1
909	других лиц	1	1
910	домой с	1	1
911	он был	1	1
912	из этой	1	1
913	здесь по-видимому	1	1
914	в лице	3	1
915	в который	1	1
916	вплоть до	1	1
917	где мы	1	1
918	а сама	1	1
919	он говорил	2	1
920	в е	2	1
921	которая служит	1	1
922	может или	1	1
923	он первый	1	1
924	нечто иное	2	1
925	героя например	1	1
