N	2gram	Medvedev_U	FransuaR
151	в которых	1	9
152	о котором	1	9
153	и вся	1	9
154	же в	1	9
155	мы можем	1	9
156	правда не	1	9
157	относится к	1	9
158	и то	3	9
159	но конечно	2	9
160	первый план	1	9
161	более или	1	8
162	на первый	2	8
163	в этот	1	8
164	или менее	1	8
165	с тем	1	8
166	для этого	3	8
167	перестает быть	5	8
168	они в	1	8
169	если бы	2	8
170	не как	3	7
171	искусства и	1	7
172	литературы в	1	7
173	нет и	1	7
174	в виде	1	7
175	в некоторых	2	7
176	в различных	1	7
177	в наиболее	1	7
178	что по	1	7
179	значительной мере	1	7
180	и всей	1	7
181	так много	1	7
182	в таком	1	7
183	а как	2	7
184	из которых	1	7
185	не столько	2	6
186	хотя бы	5	6
187	имеем в	1	6
188	что она	2	6
189	его и	2	6
190	еще один	1	6
191	он становится	1	6
192	и вы	1	6
193	или даже	1	6
194	тех кто	1	6
195	но по	1	6
196	его на	1	6
197	и слово	1	6
198	мировоззрения и	1	6
199	могут быть	2	6
200	переходит в	1	6
201	вряд ли	3	6
202	он может	1	6
203	все элементы	1	6
204	ее в	1	6
205	в искусстве	6	6
206	входит в	1	6
207	со своими	1	6
208	у сервантеса	1	5
209	форму и	2	5
210	отсюда и	1	5
211	все в	1	5
212	тогда когда	1	5
213	и искусства	1	5
214	но прежде	1	5
215	мы имеем	1	5
216	тем более	1	5
217	в г	1	5
218	же самое	2	5
219	на то	1	5
220	что было	1	5
221	но даже	2	5
222	не вполне	1	5
223	друг с	1	5
224	больше чем	1	5
225	должно быть	1	5
226	в произведении	1	5
227	ни было	3	5
228	же как	1	5
229	вообще в	1	5
230	независимо от	1	5
231	почти не	1	5
232	должна быть	2	5
233	бы и	2	5
234	что мы	2	5
235	с другом	1	5
236	по его	1	5
237	он знает	1	5
238	язык в	1	5
239	и только	5	5
240	ее как	1	4
241	но для	1	4
242	что только	1	4
243	бы ни	1	4
244	не случайно	2	4
245	их и	2	4
246	в словах	1	4
247	не входит	1	4
248	краткий срок	1	4
249	у других	1	4
250	но если	1	4
251	именно этот	1	4
252	в период	1	4
253	мы и	2	4
254	по себе	2	4
255	стороны в	1	4
256	находит себе	1	4
257	что этот	1	4
258	говорит он	1	4
259	представляется нам	2	4
260	друг другу	1	4
261	о которой	1	4
262	и форм	1	4
263	состоит из	1	4
264	в известном	1	4
265	он называет	1	4
266	же не	2	4
267	и понятий	1	4
268	этих слов	1	4
269	в отдельности	1	4
270	приобретает характер	1	3
271	и формы	3	3
272	знает только	1	3
273	речи в	1	3
274	образом на	1	3
275	бы то	3	3
276	остается в	1	3
277	не есть	2	3
278	а для	1	3
279	равно как	1	3
280	и свое	1	3
281	является одним	1	3
282	приводит к	1	3
283	было и	1	3
284	из первых	1	3
285	то ни	3	3
286	этот и	1	3
287	что с	1	3
288	смысле этого	2	3
289	она не	1	3
290	у кого	1	3
291	т.е в	2	3
292	в художественном	5	3
293	гораздо больше	1	3
294	не существует	1	3
295	этот путь	1	3
296	вот почему	7	3
297	у стерна	1	3
298	быть в	1	3
299	него не	1	3
300	произведений и	1	3
301	в буквальном	2	3
302	и через	2	3
303	в храме	1	3
304	не о	3	3
305	себя на	1	3
306	этом смысле	2	3
307	он пытается	1	3
308	место и	1	3
309	относятся к	1	3
310	или иных	2	3
311	на своем	1	3
312	много в	1	3
313	материал и	1	3
314	не для	1	3
315	недаром и	1	3
316	идет не	1	3
317	вообще очень	1	3
318	тех или	2	3
319	признать что	1	3
320	и необходимо	1	3
321	с которыми	1	2
322	точном смысле	1	2
323	с самим	1	2
324	формы в	3	2
325	о необходимости	1	2
326	конечном счете	4	2
327	широком смысле	1	2
328	все и	1	2
329	восприятия и	1	2
330	только как	1	2
331	строго говоря	1	2
332	должна была	2	2
333	словесном творчестве	1	2
334	которых так	1	2
335	претензии на	1	2
336	теории и	1	2
337	и всякого	1	2
338	сводить к	1	2
339	успехом и	1	2
340	так он	1	2
341	что при	1	2
342	в конечном	4	2
343	ни от	2	2
344	и единого	1	2
345	как таковое	1	2
346	в сторону	2	2
347	и является	2	2
348	была уже	1	2
349	есть ли	1	2
350	к сожалению	3	2
351	он уже	1	2
352	фактов и	2	2
353	сам по	1	2
354	с каждым	1	2
355	и делает	1	2
356	и глубина	1	2
357	метода в	1	2
358	и разнообразие	1	2
359	творчество и	1	2
360	первых мест	1	2
361	вне его	1	2
362	именно к	1	2
363	этом случае	1	2
364	находятся в	1	2
365	для второго	1	2
366	что ему	1	2
367	не без	1	2
368	в первую	1	2
369	не все	2	2
370	а его	2	2
371	выхода в	1	2
372	материал для	2	2
373	говорить не	1	2
374	мы снова	1	2
375	к которой	1	2
376	литературных и	1	2
377	без труда	1	2
378	тем в	1	2
379	что еще	1	2
380	всего что	1	2
381	художественном творчестве	2	2
382	группы и	1	2
383	быть тем	1	2
384	что такое	4	2
385	такое понимание	1	2
386	что под	1	2
387	он ставит	1	2
388	мы полагаем	1	2
389	именно как	2	2
390	не самый	1	2
391	объясняется и	1	2
392	не приходится	2	2
393	от которой	1	2
394	которое мы	1	2
395	но также	1	2
396	дан в	1	2
397	если не	2	2
398	не делает	1	2
399	и действительно	1	2
400	была у	1	2
401	в современном	1	2
402	в итоге	2	2
403	это же	1	2
404	смысле и	1	2
405	время не	1	2
406	и служит	1	2
407	где бы	1	2
408	связаны и	1	2
409	было у	1	2
410	общего и	1	2
411	полагаем что	1	2
412	от утверждения	1	2
413	а о	2	2
414	этого не	1	2
415	не столь	1	2
416	только к	3	2
417	это для	1	2
418	художественное творчество	1	2
419	при таком	2	2
420	или точнее	3	2
421	на большую	1	1
422	никогда и	1	1
423	это значит	1	1
424	литературы а	1	1
425	является в	2	1
426	сам автор	1	1
427	в последние	1	1
428	и характерную	1	1
429	но что	1	1
430	оно все	1	1
431	в ноги	1	1
432	исходить из	1	1
433	более высокую	1	1
434	историю в	1	1
435	первый взгляд	1	1
436	она все	1	1
437	изучения весь	1	1
438	с проблемой	2	1
439	концов не	1	1
440	а между	2	1
441	что же	1	1
442	отдельности и	1	1
443	конечно как	1	1
444	степени характерно	1	1
445	этой тенденции	1	1
446	этом плане	1	1
447	является наиболее	1	1
448	отношении очень	1	1
449	него уже	1	1
450	она в	1	1
451	с новой	1	1
452	художественной формы	2	1
453	бы только	1	1
454	сервантеса у	1	1
455	развитие в	1	1
456	его эстетической	1	1
457	и интересно	1	1
458	для тех	1	1
459	или недооценка	1	1
460	резких и	1	1
461	верно и	1	1
462	они находятся	1	1
463	затем он	1	1
464	существует в	1	1
465	несомненно и	1	1
466	путь и	1	1
467	происходит уже	1	1
468	отнюдь не	1	1
469	до предела	1	1
470	существенно нового	1	1
471	еще одно	1	1
472	доказывает что	1	1
473	на слово	1	1
474	и барокко	1	1
475	и материал	1	1
476	прием и	2	1
477	есть язык	1	1
478	литературы как	1	1
479	художественного творчества	5	1
480	в изобразительном	1	1
481	литературного произведения	1	1
482	сводится к	2	1
483	насколько нам	1	1
484	поэзии и	1	1
485	был первым	1	1
486	к созданию	1	1
487	отрицание или	1	1
488	в словесном	1	1
489	было сделать	1	1
490	более чем	2	1
491	же автором	1	1
492	и созданное	1	1
493	во мне	1	1
494	художественных произведений	2	1
495	и независимо	1	1
496	оно является	1	1
497	конечно это	1	1
498	обе эти	1	1
499	материал не	2	1
500	верно но	1	1
501	тому чтобы	1	1
502	в сфере	1	1
503	функции как	1	1
504	единства и	1	1
505	признание что	1	1
506	представлениями и	1	1
507	как основной	1	1
508	нового читателя	2	1
509	к лицу	1	1
510	нам известно	1	1
511	котором говорил	1	1
512	а это	1	1
513	в широком	2	1
514	уже знакомый	1	1
515	ученики и	1	1
516	ее нельзя	2	1
517	и техники	1	1
518	но по-разному	1	1
519	искусства как	2	1
520	по теории	1	1
521	направлено на	1	1
522	значимость и	1	1
523	бы это	1	1
524	догматизм и	1	1
525	выдвигает на	2	1
526	буквальном смысле	1	1
527	и сплошь	1	1
528	всего только	1	1
529	лучше и	1	1
530	нашему мнению	3	1
531	самое что	1	1
532	конечно нет	2	1
533	в противовес	2	1
534	художественного произведения	2	1
535	дело конечно	2	1
536	к простому	1	1
537	вся система	1	1
538	точно и	1	1
539	и возможностей	1	1
540	несомненно что	1	1
541	которой все	1	1
542	религии и	1	1
543	такой характер	1	1
544	или по	1	1
545	заставляет автора	1	1
546	не следует	3	1
547	разрыв с	1	1
548	в точном	1	1
549	только более	1	1
550	и истории	1	1
551	искусство и	1	1
552	обращение к	1	1
553	и эстетики	1	1
554	художественного восприятия	1	1
555	наша задача	1	1
556	другую более	1	1
557	задачи и	1	1
558	еще ничего	2	1
559	как особую	1	1
560	построения и	1	1
561	главное же	1	1
562	понимая под	1	1
563	своими собственными	1	1
564	уже знакомая	2	1
565	по мнению	1	1
566	бы уж	1	1
567	и как-то	1	1
568	столько же	1	1
569	произведение как	1	1
570	первую очередь	1	1
571	методологических позиций	1	1
572	художественном произведении	2	1
573	знакомая нам	2	1
574	вопроса о	2	1
575	и дается	1	1
576	которой и	1	1
577	подходят к	1	1
578	очевидно не	2	1
579	таков прежде	1	1
580	их образы	1	1
581	оно по	1	1
582	не значит	1	1
583	шаг к	1	1
584	вообще во	1	1
585	как чистую	1	1
586	как таковой	2	1
587	встречается у	1	1
588	для себя	1	1
589	из природы	1	1
590	природе и	1	1
591	раскрыл бы	1	1
592	не ставит	1	1
593	очень легко	1	1
594	т.д в	1	1
595	в россии	4	1
596	претендует на	1	1
597	он успел	1	1
598	много но	1	1
599	как нам	1	1
600	в кавычки	1	1
601	анализ раскрыл	1	1
602	один пример	1	1
603	знакомый нам	1	1
604	но использование	1	1
605	само же	1	1
606	именно такой	1	1
607	то и	1	1
608	этого материала	1	1
609	это то	1	1
610	не связанных	1	1
611	находящихся в	1	1
612	эту книгу	1	1
613	вводится в	1	1
614	даны к	1	1
615	и содержательность	1	1
616	также несомненно	1	1
617	и важный	1	1
618	появляется уже	1	1
619	наконец он	2	1
620	месте в	1	1
621	пришлось бы	3	1
622	они до	1	1
623	эта позиция	1	1
624	формы как	1	1
625	заключенных в	1	1
626	этого термина	2	1
627	истории литературы	3	1
628	почему и	1	1
629	на положение	1	1
630	произведения как	1	1
631	этой области	3	1
632	без них	1	1
633	на роль	1	1
634	материала и	2	1
635	это верно	1	1
636	возвращается в	1	1
637	в преодолении	1	1
638	нельзя свести	1	1
639	красок и	1	1
640	ценность в	1	1
641	без этого	1	1
642	отказаться от	1	1
643	частности с	1	1
644	литературные произведения	1	1
645	ссылка на	1	1
646	перестают быть	1	1
647	правило не	1	1
648	другое произведение	1	1
649	работы по	2	1
650	но положение	1	1
651	нового в	1	1
652	он прежде	1	1
653	у тех	1	1
654	она должна	1	1
655	для изучения	1	1
656	по-разному и	1	1
657	анализ его	1	1
658	этого конечно	1	1
659	единственным героем	1	1
660	иначе в	1	1
661	само по	1	1
662	и быть	1	1
663	надо было	2	1
664	приемы и	1	1
665	пишет в	1	1
666	ничего подобного	1	1
667	как целого	1	1
668	по нашему	3	1
