N	2gram	Potebnia_M	NovoeSre
166	как будто	2	2
167	в природе	11	2
168	в категориях	1	2
169	но не	19	2
170	из глубины	2	2
171	в то	6	2
172	должно было	1	2
173	том что	21	2
174	мир и	1	2
175	так же	7	2
176	и это	3	2
177	можно назвать	1	2
178	в смысле	4	2
179	но для	1	2
180	себя в	1	2
181	но в	12	2
182	мысли в	11	2
183	мысли и	9	2
184	может уже	1	2
185	не к	1	2
186	к более	1	2
187	связаны с	1	2
188	в той	1	1
189	вопрос об	3	1
190	мне представляется	1	1
191	женщины в	1	1
192	все в	2	1
193	в самом	5	1
194	во всем	5	1
195	к одному	3	1
196	имеют уже	1	1
197	нет ничего	2	1
198	познания истины	1	1
199	особенно для	1	1
200	ее на	1	1
201	и того	6	1
202	от нее	6	1
203	во внешних	1	1
204	сами не	2	1
205	привело к	1	1
206	но можно	1	1
207	может иметь	1	1
208	том случае	1	1
209	можно сказать	1	1
210	то он	2	1
211	все что	5	1
212	человек как	1	1
213	человека в	3	1
214	о переходе	1	1
215	творчества не	1	1
216	во все	2	1
217	начинается в	1	1
218	но оно	3	1
219	что единство	2	1
220	на человека	1	1
221	для всех	6	1
222	силы но	1	1
223	и быть	1	1
224	в более	4	1
225	нем ничего	1	1
226	до сих	5	1
227	и человека	1	1
228	же процесса	1	1
229	существования и	1	1
230	а к	1	1
231	образования и	2	1
232	как ни	1	1
233	и более	3	1
234	бы он	1	1
235	и этот	1	1
236	в котором	5	1
237	находится во	2	1
238	тоже не	1	1
239	то это	8	1
240	ничем не	2	1
241	что этот	1	1
242	отличие от	1	1
243	что будет	1	1
244	мир в	1	1
245	приблизиться к	1	1
246	от жизни	1	1
247	все ее	2	1
248	же и	1	1
249	нельзя сказать	2	1
250	они не	5	1
251	из них	2	1
252	к ней	3	1
253	был уже	1	1
254	применить к	1	1
255	на нем	1	1
256	что представляется	1	1
257	предположении что	1	1
258	к природе	1	1
259	также что	2	1
260	случае если	1	1
261	который не	1	1
262	есть вместе	3	1
263	мы уже	1	1
264	разнообразие в	1	1
265	жизни а	1	1
266	и божественное	1	1
267	переходит в	2	1
268	не останется	1	1
269	уже давно	1	1
270	истина не	1	1
271	говорим что	1	1
272	их стремление	1	1
273	уже в	5	1
274	и природа	1	1
275	эти слова	1	1
276	к себе	1	1
277	в свою	8	1
278	и имеет	1	1
279	в состоянии	5	1
280	для себя	4	1
281	из этих	8	1
282	во всяком	9	1
283	все свои	1	1
284	смысле в	5	1
285	производят впечатление	1	1
286	не должно	2	1
287	в человеческом	3	1
288	но во	3	1
289	для того	8	1
290	в каких	1	1
291	не по	4	1
292	форм к	1	1
293	быть не	7	1
294	что истина	1	1
295	не для	2	1
296	процесс возникновения	1	1
297	это значит	1	1
298	не всегда	2	1
299	может совсем	1	1
300	а это	1	1
301	в этот	1	1
302	имея в	3	1
303	это уже	1	1
304	духа есть	1	1
305	или нет	3	1
306	было бы	21	1
307	мы должны	4	1
308	в сущности	2	1
309	в формах	3	1
310	мира так	1	1
311	в его	7	1
312	значительной степени	3	1
313	в вечной	1	1
314	народов и	1	1
315	от этой	1	1
316	мы в	2	1
317	и вся	1	1
318	может еще	2	1
319	значение для	1	1
320	должны быть	11	1
321	и совсем	1	1
322	и их	6	1
323	не с	2	1
324	мира то	1	1
325	бытия и	3	1
326	не были	2	1
327	этот переход	1	1
328	воля не	2	1
329	и духовные	1	1
330	теми которые	1	1
331	у нас	3	1
332	время когда	2	1
333	это была	1	1
334	для них	2	1
335	не столько	3	1
336	с другими	3	1
337	говорит что	1	1
338	разложения и	1	1
339	вопроса о	2	1
340	в виду	2	1
341	еще в	1	1
342	есть переход	1	1
343	в мир	1	1
344	вторичным и	1	1
345	и успехами	1	1
346	превращается в	2	1
347	и до	1	1
348	слова а	3	1
349	нет никакого	1	1
350	нужно будет	4	1
351	духовную жизнь	1	1
352	весь мир	1	1
353	духа как	1	1
354	природу и	2	1
355	и такое	2	1
356	только в	36	1
357	движения в	3	1
358	не на	3	1
359	не могут	10	1
360	есть уже	4	1
361	по своей	2	1
362	от того	9	1
363	в нее	4	1
364	он есть	3	1
365	него как	1	1
366	чего он	1	1
367	разными путями	2	1
368	есть еще	1	1
369	в боге	1	1
370	в зависимости	1	1
371	которое можно	1	1
372	в большинстве	1	1
373	оно не	4	1
374	их не	2	1
375	как существо	1	1
376	мгновение в	2	1
377	другая сторона	1	1
378	и бытия	1	1
379	что нет	2	1
380	прогресса и	1	1
381	как например	4	1
382	а на	2	1
383	основанная на	1	1
384	например во	1	1
385	сами по	8	1
386	когда ей	1	1
387	это должно	1	1
388	говорим о	1	1
389	или не	3	1
390	всегда стремятся	1	1
391	но он	3	1
392	быть признана	1	1
393	нашей мысли	7	1
394	значение и	4	1
395	в которой	5	1
396	прочности и	1	1
397	смысле как	1	1
398	быть частным	2	1
399	и общего	1	1
400	заключает в	6	1
401	в этой	3	1
402	этого не	2	1
403	а во-вторых	1	1
404	что ничего	1	1
405	умственной жизни	1	1
406	человеческой жизни	1	1
407	во взаимной	1	1
408	общество и	2	1
409	жизнь человечества	1	1
410	же история	2	1
411	что его	2	1
412	как на	5	1
413	в необходимость	1	1
414	в отличие	1	1
415	всю мысль	1	1
416	про себя	2	1
417	он в	1	1
418	будто бы	1	1
419	должна с	1	1
420	мысли как	1	1
421	на нее	2	1
422	оно есть	1	1
423	вопрос этот	1	1
424	переход от	2	1
425	же так	1	1
426	себя а	2	1
427	из всех	1	1
428	этого нельзя	1	1
429	быть только	7	1
430	что не	15	1
431	но все	4	1
432	тем что	15	1
433	должна будет	1	1
434	есть всегда	2	1
435	и во	6	1
436	к этой	3	1
437	быть понят	1	1
438	новые формы	1	1
439	жизни народа	2	1
440	то время	3	1
441	времени не	1	1
442	мира но	1	1
443	истории но	1	1
444	формы мысли	3	1
445	того времени	2	1
446	них не	3	1
447	дни и	2	1
448	темные стороны	2	1
449	из глубокого	1	1
450	так как	29	1
451	смысле и	1	1
452	самое явление	1	1
453	в образе	1	1
454	к которому	5	1
455	в своем	3	1
456	хотим сказать	1	1
457	процессы в	1	1
458	и воли	7	1
459	давно уже	2	1
460	я могу	2	1
461	для сознания	2	1
462	как я	1	1
463	к таким	2	1
464	есть по	1	1
465	духу и	1	1
466	нас к	1	1
467	и дух	4	1
468	сих пор	5	1
469	и вполне	2	1
470	рода в	1	1
471	что он	5	1
472	на себя	1	1
473	бы сказать	1	1
474	их в	2	1
475	он может	2	1
476	большинстве случаев	1	1
477	оно должно	5	1
478	мысли но	2	1
479	и воля	4	1
480	которые могут	5	1
481	что мы	11	1
482	и вместе	5	1
483	и которые	3	1
484	и никакой	1	1
485	человека на	1	1
486	есть непосредственное	1	1
487	человеке и	2	1
488	в этих	10	1
489	есть такой	1	1
490	я хочу	1	1
491	том смысле	7	1
492	но если	4	1
493	по себе	24	1
494	которые производят	1	1
495	приводит к	1	1
496	только для	7	1
497	оно может	2	1
498	при предположении	1	1
499	не имел	2	1
500	в области	1	1
501	и другая	2	1
502	времени а	1	1
503	жизни мы	1	1
504	в такой	2	1
505	все более	3	1
506	нуждается в	2	1
507	с ним	7	1
508	для другого	1	1
509	духовной и	1	1
510	мыслей и	1	1
511	и только	6	1
512	что само	4	1
513	человек не	2	1
514	о словах	1	1
515	есть только	16	1
516	человеческого духа	6	1
517	всяком случае	7	1
518	не выходила	1	1
519	к последнему	2	1
520	и оно	1	1
521	все слова	2	1
522	зависимости от	1	1
523	во время	5	1
524	она могла	2	1
525	друг друга	6	1
526	только потому	4	1
527	распадается на	1	1
528	того же	13	1
529	в известном	2	1
530	дана свобода	1	1
531	весь характер	1	1
532	на их	2	1
533	в чем	6	1
534	в каком	7	1
535	движения и	3	1
536	дальше и	1	1
537	в какие	2	1
538	отказаться от	1	1
539	есть своя	1	1
540	и его	7	1
541	в эту	2	1
542	что вообще	2	1
543	слова в	7	1
544	и у	3	1
545	одного и	6	1
546	на это	2	1
547	прогресса в	1	1
548	себе и	2	1
549	за его	1	1
550	жизнью и	1	1
551	тогда не	1	1
552	человека не	2	1
553	к идее	1	1
554	в соприкосновение	1	1
555	что новое	1	1
556	всех народов	1	1
557	лишь по	2	1
558	искусство не	1	1
559	от этого	2	1
560	иметь только	1	1
561	и нет	1	1
562	ко времени	1	1
563	этой системы	1	1
564	себя и	3	1
565	к нему	2	1
566	от состояния	2	1
567	очень сложное	1	1
568	на них	1	1
569	людей в	1	1
