N	4gram	Tiupa_Hudo	DiskursI
382	даже город и поезда	1	1
383	чему сдалось земное счастье	1	1
384	но из них складывается	1	1
385	видна равнина такая же	1	1
386	смысле замкнутой комбинации душевных	1	1
387	беззвучии чувствовались века и	1	1
388	в первую очередь на	1	1
389	никакого отношения но из	1	1
390	как царя александра что	1	1
391	видение жизни иной картины	1	1
392	вечности на низменное многообразие	1	1
393	было ему не нужно	1	1
394	наблюдения но как субъекты	1	1
395	на бахмут шел а	1	1
396	и беззвучии чувствовались века	1	1
397	как небо видны барские	1	1
398	на облако саур-могила с	1	1
399	представлениями только о широкой	1	1
400	превратны человеческие судьбы то	1	1
401	а фантастичность и сказочность	1	1
402	низменное многообразие человеческой жизни	1	1
403	в том и состоит	1	1
404	лицо обращено к пыльному	1	1
405	жизни иной картины мира	1	1
406	и полное равнодушие к	1	1
407	перед наивной фантастикой и	1	1
408	поезда железных дорог всеобъемлющий	1	1
409	и универсальности видение жизни	1	1
410	всеобъемлемости и универсальности видение	1	1
411	не в том что	1	1
412	противоположные ориентации человека в	1	1
413	только внешних черт но	1	1
414	уже не замечали друг	1	1
415	и вековых курганов есть	1	1
416	диаметрально противоположные ориентации человека	1	1
417	обращено к пыльному подорожнику	1	1
418	ленивом полете этих долговечных	1	1
419	искусно сохраните черты характера	1	1
420	сохраните черты характера среди	1	1
421	же ровная и безграничная	1	1
422	не нужно и непонятно	1	1
423	человека внушить ему интеллектуальную	1	1
424	личной совиновности в мировом	1	1
425	небо видны барские усадьбы	1	1
426	в мировом зле [...]	1	1
427	именно ему приходит в	1	1
428	в чем не было	1	1
429	ощущение личной сопричастности к	1	1
430	французов гнал до парижа	1	1
431	все с той же	1	1
432	из них складывается мозаичная	1	1
433	в паремию пословично-афористическую сентенцию	1	1
434	бахмут шел а с	1	1
435	фантастикой и авантюрностью кладоискательских	1	1
436	свистеть начнет вот как	1	1
437	в которых читатель застает	1	1
438	теперь ковыли дудачьи гнезда	1	1
439	и каждый из них	1	1
440	царя александра что французов	1	1
441	птиц ни в утре	1	1
442	облако саур-могила с остроконечной	1	1
443	своей всеобъемлемости и универсальности	1	1
