N	2gram	Losev_Prob	VrazhdaK
224	и борьбы	1	1
225	он называл	1	1
226	от которого	1	1
227	из всех	2	1
228	возвращается в	1	1
229	что это	4	1
230	хотя и	10	1
231	от нас	1	1
232	что ныне	1	1
233	с тех	1	1
234	письмо о	1	1
235	и был	2	1
236	он и	5	1
237	и из	1	1
238	в ее	6	1
239	только не	1	1
240	того что	8	1
241	прямо в	1	1
242	в другой	1	1
243	говорит о	9	1
244	чем у	1	1
245	по праву	1	1
246	не страшен	1	1
247	в качестве	9	1
248	задолго до	1	1
249	в поэме	3	1
250	верит в	4	1
251	нас в	5	1
252	заметим что	4	1
253	сама жизнь	1	1
254	которые до	1	1
255	и наказании	1	1
256	прежде всего	15	1
257	в оценке	1	1
258	далее в	1	1
259	вошел в	1	1
260	разобраться в	2	1
261	своих собственных	1	1
262	это слово	1	1
263	другой стороны	8	1
264	а другие	1	1
265	и учиться	2	1
266	нет ничего	3	1
267	в этих	3	1
268	но на	1	1
269	за это	6	1
270	так не	1	1
271	в их	4	1
272	о своем	2	1
273	все равно	1	1
274	мы находим	9	1
275	что слово	1	1
276	тому же	5	1
277	за что	5	1
278	художник а	1	1
279	но с	1	1
280	а еще	2	1
281	без всяких	1	1
282	не ясно	1	1
283	ему но	1	1
284	что ни	1	1
285	к русскому	1	1
286	в духе	4	1
287	в н	12	1
288	такое понимание	1	1
289	в войне	1	1
290	а о	1	1
291	этого не	2	1
292	из двух	1	1
293	и сам	5	1
294	пока только	1	1
295	в одном	6	1
296	их и	1	1
297	равно как	2	1
298	людей а	2	1
299	тот кто	2	1
300	во внимание	1	1
301	на нее	1	1
302	и начинается	1	1
303	этой поэмы	2	1
304	сердце и	1	1
305	ее для	1	1
306	еще в	6	1
307	о своей	1	1
308	как при	1	1
309	свидетельствует что	1	1
310	но не	12	1
311	у людей	5	1
312	но вот	1	1
313	в ту	1	1
314	дошла до	2	1
315	но для	2	1
316	о получении	1	1
317	легенда о	1	1
318	в составе	1	1
319	именно в	11	1
320	о смерти	1	1
321	уже на	2	1
322	жизни и	7	1
323	такое же	1	1
324	то время	4	1
325	представление о	2	1
326	в таком	4	1
327	героев и	1	1
328	может в	1	1
329	только два	1	1
330	в жизни	4	1
331	уже давно	2	1
332	фауста и	1	1
333	меня в	4	1
334	человек и	2	1
335	преступлении и	1	1
336	от злости	1	1
337	правда в	3	1
338	н п	1	1
339	в молодости	1	1
340	ясно что	11	1
341	этого типа	1	1
342	как о	6	1
343	равно не	1	1
344	в предисловии	2	1
345	говорить об	1	1
346	поскольку сам	1	1
347	человек в	1	1
348	в польше	1	1
349	не есть	3	1
350	это время	3	1
351	между прочим	2	1
352	одном из	1	1
353	меня я	1	1
354	эту проблему	1	1
355	достоевского хотя	1	1
356	как в	3	1
357	смотреть в	1	1
358	дома и	1	1
359	хорошо знает	2	1
360	правда не	1	1
361	логику развития	1	1
362	ли не	2	1
363	по своему	3	1
364	и я	1	1
365	по преимуществу	2	1
366	никто не	1	1
367	но у	1	1
368	да и	5	1
369	его жизни	1	1
370	по его	2	1
371	который не	1	1
372	ли он	2	1
373	ему и	1	1
374	о котором	4	1
375	не знали	1	1
376	том как	2	1
377	это было	2	1
378	к своим	1	1
379	людьми и	1	1
380	мы считаем	1	1
381	намеком на	1	1
382	из разных	2	1
383	что образ	1	1
384	не имеет	3	1
385	ничего общего	6	1
386	тем не	8	1
387	ведь не	1	1
388	что пишет	2	1
389	раз и	2	1
390	под влиянием	3	1
391	сих пор	3	1
392	при виде	1	1
393	и вообще	11	1
394	гораздо больше	2	1
395	не был	1	1
396	тут нет	1	1
397	на них	1	1
398	и образ	1	1
399	жизнь и	6	1
400	первый взгляд	1	1
401	достоевский пишет	1	1
402	этот мотив	4	1
403	с этим	3	1
404	во всех	2	1
405	вошли в	1	1
406	человека к	1	1
407	сам же	4	1
408	до того	3	1
409	во всяком	7	1
410	это и	4	1
411	гордого и	3	1
412	бороться против	1	1
413	было не	1	1
414	и довольно	2	1
415	то он	2	1
416	муки и	1	1
417	во все	3	1
418	это конечно	2	1
419	возвращается к	1	1
420	выше и	1	1
421	в мысли	1	1
422	не могли	2	1
423	что этот	6	1
424	свое место	1	1
425	имеется в	1	1
426	тотчас же	2	1
427	и всего	4	1
428	говорить не	1	1
429	потому что	21	1
430	все свои	2	1
431	это то	1	1
432	также и	21	1
433	и демонстрируют	1	1
434	и речи	2	1
435	совсем не	4	1
436	он часто	1	1
437	только об	1	1
438	только как	1	1
439	человека как	1	1
440	оправдаться в	1	1
441	более всего	2	1
442	не всегда	5	1
443	разочарование в	1	1
444	в рассказе	2	1
445	больше не	1	1
446	тех пор	1	1
447	к своей	1	1
448	в ответ	1	1
449	быть и	1	1
450	и твердо	1	1
451	с помощью	2	1
452	он принимает	1	1
453	в частности	5	1
454	не будет	4	1
455	но зато	1	1
456	нужно было	1	1
457	с идеями	1	1
458	именно у	1	1
459	и их	7	1
460	он хочет	2	1
461	что эта	3	1
462	отношении к	1	1
463	себе на	1	1
464	всех этих	3	1
465	хотя в	1	1
466	точно так	4	1
467	как он	2	1
468	говорит я	1	1
469	который якобы	1	1
470	в форме	1	1
471	людей и	13	1
472	раз а	1	1
473	вслед за	2	1
474	этот факт	1	1
475	ту эпоху	1	1
476	русский народ	1	1
477	критику в	1	1
478	доходит до	2	1
479	этом смысле	4	1
480	тем самым	2	1
481	мировой литературе	1	1
482	у человека	1	1
483	что ее	1	1
484	по своей	3	1
485	можно найти	6	1
486	от того	1	1
487	к людям	5	1
488	вы не	1	1
489	в буре	1	1
490	в обоих	2	1
491	что из	1	1
492	человека и	4	1
493	в каком	1	1
494	в москве	1	1
495	свою очередь	2	1
496	и можно	6	1
497	на свое	2	1
498	у которого	2	1
499	с другой	8	1
500	было бы	12	1
501	автора в	1	1
502	всего то	2	1
503	вторая часть	3	1
504	как на	1	1
505	известном смысле	1	1
506	и мире	1	1
507	я с	2	1
508	которых он	1	1
509	ее не	1	1
510	однако в	4	1
511	и никогда	3	1
512	что для	2	1
513	дон кихота	1	1
514	заключается в	1	1
515	говорилось выше	1	1
516	могут быть	2	1
517	все концы	1	1
518	только по	2	1
519	сам в	2	1
520	за него	2	1
521	это можно	2	1
522	до конца	4	1
523	и раньше	1	1
524	же писатель	1	1
525	что только	3	1
526	был в	3	1
527	только при	1	1
528	в первой	2	1
529	и от	7	1
530	и есть	4	1
531	во всей	1	1
532	общего ни	2	1
533	в силу	6	1
534	никому не	2	1
535	по крайней	8	1
536	такой же	1	1
537	достоевским как	1	1
538	но я	2	1
539	из этого	6	1
540	постепенно в	1	1
541	из-за этого	1	1
542	не все	3	1
543	от них	2	1
544	находил в	2	1
545	этом отношении	4	1
546	хотя он	1	1
547	тут же	7	1
548	же это	1	1
549	всяком случае	6	1
550	автора к	1	1
551	в мировой	3	1
552	получается что	1	1
553	конце концов	7	1
554	уже по	2	1
555	на большом	1	1
556	друг друга	1	1
557	о великом	2	1
558	как ему	1	1
559	с ее	1	1
560	из него	1	1
561	революции а	2	1
562	бы в	2	1
563	не просто	12	1
564	того же	7	1
565	только о	3	1
566	восходят к	1	1
567	крайней мере	8	1
568	свои собственные	1	1
569	едва ли	13	1
570	и наконец	4	1
571	ничего не	3	1
572	вплоть до	2	1
573	достоевский прежде	1	1
574	и чувств	2	1
575	и самый	1	1
576	доказывает что	2	1
577	человека но	2	1
578	поэтому он	1	1
579	к нему	3	1
580	котором он	1	1
