N	2gram	Losev_Prob	Hudozhes
166	и внешней	1	3
167	из этих	5	3
168	и для	10	3
169	в системе	3	3
170	он должен	2	3
171	таким образом	9	3
172	человека к	1	3
173	по преимуществу	4	3
174	с одной	4	3
175	том числе	2	3
176	в художественной	1	3
177	с точки	3	3
178	как раз	20	3
179	несет в	1	3
180	все прочие	2	3
181	и притом	6	3
182	связи с	8	3
183	но он	3	3
184	в таком	18	3
185	в связи	7	3
186	или даже	3	3
187	по своему	14	3
188	текст и	2	3
189	во всех	9	3
190	как уже	1	3
191	тому как	3	3
192	в акте	1	3
193	субъекта и	1	3
194	в которой	2	3
195	не будет	11	3
196	одно и	1	3
197	отношение знака	4	3
198	говоря о	1	3
199	в пределах	2	3
200	этом смысле	8	3
201	того же	3	3
202	человека с	2	3
203	тот или	4	3
204	одного и	2	3
205	слова в	1	3
206	чем и	2	3
207	не случайно	1	3
208	в целом	1	3
209	и ее	9	3
210	более не	1	2
211	образом и	3	2
212	однако с	1	2
213	один из	7	2
214	речевой деятельности	1	2
215	таковы например	2	2
216	рассматриваться в	1	2
217	знаковая система	2	2
218	и который	3	2
219	языкового знака	9	2
220	для возникновения	1	2
221	с ним	4	2
222	из которых	2	2
223	не как	2	2
224	в году	1	2
225	одно из	2	2
226	знаков в	2	2
227	не признает	1	2
228	том и	1	2
229	по себе	20	2
230	вещами и	1	2
231	в них	8	2
232	оно не	6	2
233	самом деле	10	2
234	между которыми	2	2
235	заключается в	2	2
236	на свою	1	2
237	все эти	15	2
238	имеет дело	1	2
239	именно в	5	2
240	значения и	11	2
241	в порядке	1	2
242	из тех	1	2
243	субъект и	1	2
244	в одно	5	2
245	как в	5	2
246	значение знака	2	2
247	роль в	2	2
248	к бытию	1	2
249	говоря и	1	2
250	всех подобных	1	2
251	бы не	4	2
252	отличается от	2	2
253	ни для	1	2
254	в известном	1	2
255	всей своей	1	2
256	которая не	1	2
257	в каком	7	2
258	к другому	1	2
259	о том	25	2
260	в аспекте	1	2
261	при всем	1	2
262	при всей	1	2
263	еще и	9	2
264	ни к	1	2
265	при условии	5	2
266	и любые	1	2
267	между собой	5	2
268	совпадает с	2	2
269	но во	1	2
270	времени в	2	2
271	пушкина что	2	2
272	слова и	5	2
273	и больше	2	2
274	для меня	1	2
275	весьма существенно	1	2
276	или иных	2	2
277	вступает в	1	2
278	речь идет	2	2
279	для общения	1	2
280	говорит что	1	2
281	и это	13	2
282	превращается в	1	2
283	времени и	1	2
284	для которого	4	2
285	не вполне	4	2
286	так же	12	2
287	и возможность	1	2
288	еще один	1	2
289	и наоборот	1	2
290	было и	2	2
291	об этом	10	2
292	должен быть	1	2
293	из виду	1	2
294	известного рода	3	2
295	с самим	3	2
296	если мы	16	2
297	в нашем	3	2
298	имеем дело	1	2
299	может оказаться	1	2
300	для понимания	2	2
301	который в	1	2
302	одна из	4	2
303	до известной	1	2
304	здесь не	9	2
305	не все	4	2
306	на котором	1	2
307	он и	8	2
308	не просто	30	2
309	видения мира	1	2
310	в самой	3	2
311	только о	8	2
312	никогда не	8	2
313	и по	3	2
314	этого термина	8	2
315	начиная с	1	2
316	бы то	2	2
317	то в	6	2
318	но на	1	2
319	этих двух	2	2
320	общей теории	1	2
321	мышления и	6	2
322	основе своей	1	2
323	одной из	1	2
324	теории литературы	3	2
325	несмотря на	6	2
326	но от	1	2
327	ни было	1	2
328	к нашему	2	2
329	внутренней и	1	2
330	для искусства	1	2
331	которого он	2	2
332	в литературе	4	2
333	что такое	23	2
334	ее в	2	2
335	все это	11	2
336	что и	2	2
337	xix века	1	2
338	что каждый	1	2
339	с их	1	2
340	таком случае	14	2
341	даже самая	1	2
342	от всех	2	2
343	или в	5	2
344	и некоторые	1	2
345	и более	4	2
346	одним из	2	2
347	он оказывается	1	2
348	что она	8	2
349	каждая из	1	2
350	сама по	6	2
351	тому что	6	2
352	случае не	6	2
353	в какой	1	2
354	я не	1	2
355	мира и	1	2
356	к своему	2	2
357	только и	5	2
358	в чем	3	2
359	делает его	2	2
360	это тоже	4	2
361	жизни то	1	2
362	вовсе не	60	2
363	встречаются в	1	2
364	вопрос что	2	2
365	тем более	13	2
366	как система	1	2
367	а для	1	2
368	и потому	3	2
369	но как	11	2
370	данном контексте	1	2
371	а с	1	2
372	на этом	1	2
373	данный момент	1	2
374	определенным образом	4	2
375	в комедии	2	2
376	ту или	1	2
377	то ни	3	2
378	дело не	1	2
379	в случае	5	2
380	в значительной	2	2
381	есть как	2	2
382	быть и	5	2
383	и может	2	2
384	и существенно	1	2
385	но она	3	2
386	другим и	2	2
387	не с	1	2
388	нового времени	1	2
389	за пределы	6	2
390	между внутренней	1	2
391	но только	3	2
392	ни одно	1	2
393	таких случаях	2	2
394	это может	1	2
395	всей его	1	2
396	собственно говоря	4	2
397	тем или	4	2
398	могла бы	1	2
399	в этой	14	2
400	числе и	2	2
401	что может	4	2
402	известном смысле	1	2
403	и особенно	4	2
404	для обозначения	4	2
405	тот кто	2	2
406	для такого	2	2
407	и др	2	2
408	о его	2	2
409	в общественном	1	2
410	с чем	1	2
411	столь же	1	2
412	из этого	2	2
413	в данный	1	2
414	тех или	5	2
415	отнюдь не	15	2
416	события в	1	2
417	однако все	2	2
418	чтобы не	3	2
419	в пространстве	1	2
420	самим собою	1	2
421	мира в	2	2
422	с которыми	4	1
423	и меньше	1	1
424	от него	1	1
425	однако и	4	1
426	тем оно	1	1
427	никак нельзя	5	1
428	например есть	1	1
429	все что	2	1
430	для всех	3	1
431	можно говорить	3	1
432	и здесь	8	1
433	за ним	1	1
434	речи когда	1	1
435	и конечно	2	1
436	вещи в	4	1
437	же и	4	1
438	язык а	1	1
439	этот закон	1	1
440	и свою	2	1
441	если в	2	1
442	но обязательно	1	1
443	вещей но	2	1
444	случаях он	1	1
445	которая в	1	1
446	в такое	1	1
447	своего собственного	5	1
448	вишневый сад	3	1
449	на ее	1	1
450	между этими	2	1
451	случае мы	1	1
452	первую очередь	1	1
453	можно назвать	1	1
454	не всякий	5	1
455	к числу	1	1
456	и другим	2	1
457	что это	4	1
458	которые лежат	1	1
459	содержит в	7	1
460	от нас	6	1
461	тем как	1	1
462	в сущности	2	1
463	предстают перед	1	1
464	не требует	2	1
465	говорит о	4	1
466	если нет	2	1
467	в область	3	1
468	но собственно	1	1
469	разного рода	9	1
470	речи как	1	1
471	смыслу и	1	1
472	содержанию своему	2	1
473	особенно если	1	1
474	и делает	3	1
475	бы они	1	1
476	в результате	6	1
477	то с	9	1
478	противоречие с	1	1
479	до последнего	2	1
480	и вполне	6	1
481	и само	3	1
482	позиции в	1	1
483	за это	1	1
484	не могут	6	1
485	для данного	1	1
486	знаковая природа	3	1
487	со всеми	2	1
488	сравнении с	1	1
489	должен был	1	1
490	этих понятий	1	1
491	или для	1	1
492	его лишь	1	1
493	не случайна	1	1
494	чтобы в	1	1
495	начинается с	1	1
496	и даже	19	1
497	чем подробно	1	1
498	если не	6	1
499	текста и	5	1
500	человеческим языком	2	1
501	он уже	1	1
502	не более	1	1
503	мы понимаем	1	1
504	литературы но	1	1
505	в собственном	1	1
506	имеет значение	3	1
507	смысла и	2	1
508	самом общем	1	1
509	является знаком	1	1
510	мы говорим	3	1
511	вещи но	3	1
512	мысль о	3	1
513	как об	1	1
514	все моменты	1	1
515	одновременно с	1	1
516	значение в	4	1
517	можно даже	2	1
518	сознания однако	1	1
519	к каким	1	1
520	тем что	10	1
521	от всего	4	1
522	этого в	1	1
523	их фактического	3	1
524	каждая сторона	1	1
525	и будет	2	1
526	и действительно	1	1
527	то время	2	1
528	и специфическом	1	1
529	знак но	3	1
530	нам уже	2	1
531	если он	1	1
532	но самое	1	1
533	том или	1	1
534	для своей	1	1
535	по собственному	1	1
536	ценность которой	1	1
537	мы встречаемся	2	1
538	необходимо для	2	1
539	определенного смысла	1	1
540	к самому	2	1
541	к нам	1	1
542	и внутренне	1	1
543	вещей в	2	1
544	с такими	3	1
545	что по	1	1
546	ничто в	1	1
547	или попросту	2	1
548	одновременно и	1	1
549	а иной	1	1
550	вместе с	4	1
551	все же	7	1
552	отношений не	1	1
553	без ее	1	1
554	своему смыслу	4	1
555	существует не	1	1
556	это требует	2	1
557	отношения например	1	1
558	предмета и	5	1
559	только для	3	1
560	или ином	1	1
561	не имеет	8	1
562	в сравнении	1	1
563	да и	11	1
564	существующая в	1	1
565	однако это	3	1
566	о котором	4	1
567	введение в	3	1
568	зависимости от	2	1
569	поскольку он	2	1
570	и слово	1	1
571	себя не	1	1
572	в это	2	1
573	решает не	1	1
574	в следующей	1	1
575	у достоевского	1	1
576	на их	1	1
577	друг от	1	1
578	зрения логики	1	1
579	нет в	1	1
580	но мы	3	1
581	определенный смысл	1	1
582	на первый	5	1
583	по крайней	8	1
584	и пусть	3	1
585	перед нами	7	1
586	всем его	1	1
587	жизни является	1	1
588	который от	1	1
589	случае как	1	1
590	дело со	1	1
591	языка мы	1	1
592	жизни так	1	1
593	первый взгляд	2	1
594	с этим	7	1
595	все они	2	1
596	сам же	1	1
597	каждого знака	1	1
598	одним и	3	1
599	художественный образ	9	1
600	значения для	1	1
601	все и	1	1
602	со смертью	1	1
603	в первую	1	1
604	бы и	5	1
605	ясность и	1	1
606	не существует	12	1
607	развернута в	1	1
608	в котором	5	1
609	из других	2	1
610	в действительности	5	1
611	и пр	4	1
612	языка и	5	1
613	сливается с	1	1
614	о чем-то	1	1
615	взятое в	1	1
616	своей собственной	1	1
617	субъективно оно	1	1
618	чего нет	1	1
619	некоторого рода	9	1
620	то и	7	1
621	но кто	1	1
622	отношение как	1	1
623	хранения и	1	1
624	говорят это	1	1
625	только такие	1	1
626	некий общий	1	1
627	иной мере	1	1
628	не должно	1	1
629	только мы	2	1
630	смысловой контекст	1	1
631	и поэтому	2	1
632	сложности и	1	1
633	в отдельности	4	1
634	не быть	2	1
635	самое существенное	1	1
636	момент для	2	1
637	действительность в	1	1
638	во многих	4	1
639	которыми он	1	1
640	с нашим	2	1
641	оно является	1	1
642	имея в	1	1
643	всегда так	1	1
644	точно и	1	1
645	но каждая	1	1
646	с которой	3	1
647	и теперь	1	1
648	жизни и	1	1
649	обязательно является	2	1
650	у автора	1	1
651	сказано у	1	1
652	чего не	1	1
653	только на	13	1
654	в противоречие	1	1
655	зрение и	1	1
656	точно так	7	1
657	и внешнее	1	1
658	знака и	15	1
659	о своем	4	1
660	чем с	1	1
661	образом что	2	1
662	не так	1	1
663	периоды его	1	1
664	ни были	1	1
665	что речь	1	1
666	к сфере	5	1
667	именно такого	1	1
668	и те	2	1
669	не что	5	1
670	в совершенно	1	1
671	и внутренней	1	1
672	в истории	6	1
673	это необходимо	1	1
674	все внутреннее	1	1
675	значения этого	1	1
676	является как	1	1
677	каждый из	3	1
678	быть это	1	1
679	том его	1	1
680	смысл всегда	1	1
681	его значением	1	1
682	в чистом	3	1
683	между людьми	1	1
684	отчет в	1	1
685	являются только	3	1
686	эти два	1	1
687	в прошлом	1	1
688	и эстетического	1	1
689	есть его	2	1
690	к ним	1	1
691	обратим внимание	2	1
692	это существенно	1	1
693	своими корнями	1	1
694	языка не	1	1
695	отношений и	1	1
696	самом начале	1	1
697	становится сама	1	1
698	равнодушна к	1	1
699	у себя	1	1
700	не для	3	1
701	настоящее время	17	1
702	отдельности и	1	1
703	в реальной	1	1
704	ее не	1	1
705	в сфере	1	1
706	нас на	2	1
707	тем же	2	1
708	той же	2	1
709	русском языке	2	1
710	ее как	1	1
711	оно стало	1	1
712	до конца	1	1
713	с нею	2	1
714	с этими	4	1
715	же самую	1	1
716	только при	1	1
717	раз и	13	1
718	что все	9	1
719	то она	1	1
720	и самих	1	1
721	ее внутренней	1	1
722	том же	1	1
723	в сознании	5	1
724	если ее	1	1
725	характерное для	1	1
726	бы никакого	4	1
727	момент в	2	1
728	языка а	2	1
729	речь о	1	1
730	не мыслится	1	1
731	но если	6	1
732	здесь и	1	1
733	по поводу	6	1
734	сомневаться не	1	1
735	действительности по	1	1
736	что даже	1	1
737	к предмету	3	1
738	общем виде	1	1
739	не имело	1	1
740	в отдельных	1	1
741	казалось бы	11	1
742	современное литературоведение	1	1
743	с лизой	1	1
744	по этой	1	1
745	не объективно	1	1
746	нет никаких	2	1
747	уже по	2	1
748	друг друга	1	1
749	то или	3	1
750	в систему	1	1
751	идея или	1	1
752	в настоящее	17	1
753	том о	1	1
754	к языку	1	1
755	не будучи	1	1
756	крайней мере	8	1
757	и становится	1	1
758	из них	3	1
759	действия или	1	1
760	едва ли	10	1
761	тот же	4	1
762	конечно с	1	1
763	чтобы этот	1	1
764	его можно	1	1
765	человека но	2	1
766	искусства не	1	1
767	другими людьми	2	1
768	хотя по	1	1
769	представить себе	1	1
770	время для	1	1
771	именно к	1	1
772	что они	5	1
773	к общему	1	1
774	этом случае	6	1
775	только не	4	1
776	проникает в	1	1
777	всякий знак	11	1
778	мы видим	2	1
779	в более	1	1
780	общения в	1	1
781	нами не	4	1
782	со мной	1	1
783	тоже не	12	1
784	как говорится	1	1
785	самых значительных	1	1
786	как смысл	1	1
787	так как	16	1
788	как такового	4	1
789	многих других	1	1
790	от его	1	1
791	последние десятилетия	3	1
792	что иное	5	1
793	они не	1	1
794	может не	1	1
795	предстает перед	1	1
796	не во	3	1
797	на язык	2	1
798	свидетельствует о	5	1
799	должно быть	3	1
800	новой жизни	1	1
801	время и	2	1
802	о разных	1	1
803	внимание на	4	1
804	который бы	3	1
805	в состоянии	2	1
806	жизни человека	1	1
807	именно знаком	2	1
808	покоя как	1	1
809	и нераздельное	2	1
810	ивана карамазова	1	1
811	мы строим	1	1
812	переход к	1	1
813	корнями в	1	1
814	ее можно	1	1
815	мы конечно	3	1
816	и знака	1	1
817	кто его	1	1
818	для нас	11	1
819	этом втором	1	1
820	необходима еще	1	1
821	не содержит	2	1
822	не субъективно	1	1
823	у нас	31	1
824	сознания и	4	1
825	это энергия	1	1
826	означало бы	1	1
827	не обладает	1	1
828	и от	3	1
829	слово в	2	1
830	например так	1	1
831	иметь место	1	1
832	и есть	7	1
833	сколько бы	2	1
834	в третьем	1	1
835	речи по	1	1
836	без этого	1	1
837	мы находим	2	1
838	вокруг себя	1	1
839	поэтому не	1	1
840	не путем	1	1
841	тому же	1	1
842	раз в	1	1
843	от своих	1	1
844	отношения между	2	1
845	сказать не	1	1
846	не объект	1	1
847	ведь это	4	1
848	но с	2	1
849	в таких	5	1
850	не было	7	1
851	это всегда	2	1
852	на объект	1	1
853	говорим о	3	1
854	от друга	1	1
855	просто как	4	1
856	знал и	1	1
857	не говорит	1	1
858	если читатель	1	1
859	что его	4	1
860	евгении онегине	1	1
861	этим и	1	1
862	на нее	2	1
863	дело в	3	1
864	которое в	1	1
865	знаком если	1	1
866	о каком	2	1
867	что не	8	1
868	не несет	1	1
869	такое слово	1	1
870	здесь обычно	1	1
871	но для	3	1
872	этом что	1	1
873	тоже является	3	1
874	это возможно	2	1
875	в конце	13	1
876	или иная	1	1
877	сейчас только	1	1
878	но само	1	1
879	мира а	1	1
880	такого понимания	1	1
881	в последние	3	1
882	своей структуре	1	1
883	и без	6	1
884	типа и	1	1
885	нас к	1	1
886	среди прочих	2	1
887	человек в	1	1
888	художественном произведении	1	1
889	же как	2	1
890	по содержанию	3	1
891	не есть	49	1
892	от одной	1	1
893	говорят о	2	1
894	все виды	1	1
895	между прочим	3	1
896	является не	4	1
897	и вещи	2	1
898	при таком	2	1
899	сознания как	1	1
900	искусстве не	1	1
901	это происходит	1	1
902	перед собой	1	1
903	как ее	2	1
904	от этого	2	1
905	и со	1	1
906	того и	1	1
907	и я	1	1
908	в такой	3	1
909	знаком и	8	1
910	остановимся на	1	1
911	в некий	1	1
912	больше и	2	1
913	его жизни	1	1
914	по его	3	1
915	действительности которая	1	1
916	именно эта	1	1
917	мире по	1	1
918	в условиях	2	1
919	это было	3	1
920	на его	2	1
921	себе и	2	1
922	себе никакого	1	1
923	и строго	2	1
924	в одной	1	1
925	проникновение в	1	1
926	действительности и	5	1
927	встрече с	1	1
928	о своих	1	1
929	и другого	1	1
930	бы в	3	1
931	мере в	2	1
932	ему не	1	1
933	отношений которые	1	1
934	словом или	1	1
935	в каждом	1	1
936	ее художник	1	1
937	о месте	1	1
938	здесь как	3	1
939	окружающей нас	1	1
940	могли бы	2	1
941	языке поэтому	1	1
942	может иметь	3	1
943	том случае	2	1
944	опираясь на	1	1
945	даже сказать	2	1
946	только к	1	1
947	сознания а	1	1
948	он говорит	2	1
949	в своих	3	1
950	оно в	1	1
951	встречаемся с	1	1
952	от читателя	1	1
953	не означает	1	1
954	на один	2	1
955	эти последние	2	1
956	говоря в	1	1
957	говорил о	1	1
958	свое место	2	1
959	знаков так	1	1
960	случае если	2	1
961	чистом виде	4	1
962	семантики лингвистических	1	1
963	уходит своими	1	1
964	говоря только	2	1
965	не дает	1	1
966	также и	22	1
967	ту же	1	1
968	здесь только	5	1
969	но всегда	2	1
970	как человек	2	1
971	не один	1	1
972	чувства и	1	1
973	всего только	2	1
974	отношение между	2	1
975	для таких	1	1
976	и одной	1	1
977	просто не	1	1
978	является его	1	1
979	действующих лиц	2	1
980	на чем	2	1
981	речь пойдет	1	1
982	в первом	2	1
983	чем собственно	1	1
984	а по	1	1
985	являются такими	1	1
986	для этого	5	1
987	полноты и	1	1
988	ни от	2	1
989	и является	9	1
990	не могла	1	1
991	частности в	2	1
992	отношений между	2	1
993	лингвистических единиц	1	1
994	речи всегда	1	1
995	тем и	3	1
996	иметь в	5	1
997	является одним	1	1
998	позицию в	1	1
999	или его	4	1
1000	перестанет быть	2	1
1001	и своя	2	1
1002	стороны и	3	1
1003	еще два	1	1
1004	лежат в	1	1
1005	только то	6	1
1006	и жизни	1	1
1007	из видов	1	1
1008	является или	1	1
1009	этих случаях	4	1
1010	что из	1	1
1011	как один	1	1
1012	быть определен	1	1
1013	или иное	2	1
1014	является ни	1	1
1015	к понятию	3	1
1016	когда мы	10	1
1017	не совпадает	2	1
1018	этом не	1	1
1019	на это	1	1
1020	было бы	16	1
1021	а тем	3	1
1022	человеческого сознания	1	1
1023	ее смысл	2	1
1024	например не	1	1
1025	из нее	1	1
1026	вещи или	7	1
1027	же самое	9	1
1028	как мы	10	1
1029	все человеческие	1	1
1030	в литературном	1	1
1031	общего с	10	1
1032	в понимании	2	1
1033	что для	4	1
1034	та или	2	1
1035	его как	2	1
1036	друг другу	2	1
1037	подход к	1	1
1038	которые в	4	1
1039	в зависимости	2	1
1040	смысле не	1	1
1041	когда они	1	1
1042	внутреннее и	2	1
1043	связи между	1	1
1044	основания для	1	1
1045	может показаться	1	1
1046	также еще	1	1
1047	по этому	6	1
1048	так что	12	1
1049	с которым	1	1
1050	чтобы оно	2	1
1051	же в	5	1
1052	требует от	2	1
1053	бы быть	1	1
1054	говорить об	2	1
1055	иной раз	3	1
1056	для построения	3	1
1057	как будто	6	1
1058	на то	12	1
1059	не ее	2	1
1060	знаки языка	1	1
1061	художественная литература	1	1
1062	внешняя а	1	1
1063	здесь мы	1	1
1064	может и	3	1
1065	душе своей	1	1
1066	в него	3	1
1067	природой и	1	1
1068	живой действительности	1	1
1069	смысл однако	1	1
1070	дело обстоит	1	1
1071	или точнее	4	1
1072	настоящего времени	3	1
1073	как знак	4	1
1074	значения слов	2	1
1075	в известной	2	1
1076	есть не	10	1
1077	кажется что	2	1
1078	иное как	5	1
1079	можно только	2	1
