N	2gram	Bakhtin_KF	VelikijI
166	человеческой жизни	1	1
167	и на	3	1
168	ничем не	1	1
169	она и	1	1
170	вопрос о	2	1
171	на этом	1	1
172	же и	1	1
173	может быть	45	1
174	они не	1	1
175	мы забыли	1	1
176	к человеку	1	1
177	ты хочешь	2	1
178	не имеют	1	1
179	и было	1	1
180	раз и	2	1
181	бытие не	4	1
182	и свою	1	1
183	здесь есть	1	1
184	это бытие	1	1
185	где есть	1	1
186	всего можно	1	1
187	его с	2	1
188	она не	2	1
189	небо это	1	1
190	нас как	1	1
191	вот наша	1	1
192	для себя	7	1
193	что уже	1	1
194	то же	5	1
195	живет в	1	1
196	своего единственного	7	1
197	то ни	2	1
198	для того	3	1
199	и менее	1	1
200	этом мире	2	1
201	это только	2	1
202	людей но	1	1
203	за тобой	1	1
204	не по	4	1
205	освободиться от	1	1
206	не быть	3	1
207	не для	1	1
208	и должна	3	1
209	этом пути	1	1
210	человеком как	1	1
211	единственного бытия	7	1
212	что это	4	1
213	это значит	1	1
214	него в	1	1
215	тобой и	1	1
216	и единый	2	1
217	в ее	17	1
218	и тем	3	1
219	и уже	1	1
220	ты и	1	1
221	сознании и	1	1
222	как это	1	1
223	любит и	1	1
224	но может	1	1
225	этот мир	2	1
226	оно ни	1	1
227	есть еще	1	1
228	и тут	1	1
229	и этими	1	1
230	вечной истины	1	1
231	в которую	1	1
232	истины не	1	1
233	в человеке	1	1
234	самого факта	2	1
235	факт моего	1	1
236	факта бытия	1	1
237	в одном	5	1
238	нового времени	1	1
239	и современная	1	1
240	в этой	2	1
241	других людей	3	1
242	он за	1	1
243	это слово	1	1
244	в результате	1	1
245	в виду	3	1
246	единого в	1	1
247	нет никакого	1	1
248	я не	6	1
249	мира для	1	1
250	и моей	1	1
251	основана на	1	1
252	уже и	1	1
253	не существует	1	1
254	в виде	2	1
255	себя от	1	1
256	над ним	1	1
257	не была	1	1
258	только это	2	1
259	любви к	1	1
260	не был	1	1
261	их не	1	1
262	но с	1	1
263	и всех	2	1
264	в своих	4	1
265	является и	1	1
266	их и	1	1
267	себя за	2	1
268	значит быть	1	1
269	всего что	1	1
270	о возможности	1	1
271	отказаться от	2	1
272	в разные	1	1
273	есть моя	1	1
274	в бытие	1	1
275	конечно в	2	1
276	в которой	1	1
277	но все	6	1
278	ее от	2	1
279	и навсегда	2	1
280	я в	1	1
281	и с	1	1
282	и можно	1	1
283	к ним	4	1
284	жизнь в	1	1
285	или тебе	1	1
286	сознания не	2	1
287	отрываю себя	1	1
288	отношение к	6	1
289	смысл бытия	1	1
290	жизнь как	6	1
291	известном смысле	1	1
292	бытия и	10	1
293	места в	4	1
294	в мир	2	1
295	выбора все	1	1
296	в бытии	26	1
297	мы дадим	1	1
298	религии и	1	1
299	лишь как	3	1
300	никогда и	1	1
301	да это	1	1
302	и начало	1	1
303	нем но	1	1
304	как мы	1	1
305	оторванное от	1	1
306	окончательно в	1	1
307	но нет	2	1
308	и до	1	1
309	в процессе	2	1
310	но прежде	1	1
311	и своего	1	1
312	истина не	1	1
313	еще когда	1	1
314	смысле и	2	1
315	в своем	17	1
316	этого бытия	1	1
317	меня в	3	1
318	человек и	2	1
319	это очень	1	1
320	стороны в	3	1
321	его на	2	1
322	будем говорить	1	1
323	и от	1	1
324	мы будем	1	1
325	ничего не	3	1
326	весь мир	2	1
327	истины и	2	1
328	с ними	4	1
329	всегда в	1	1
330	им и	1	1
331	к миру	1	1
332	и именно	2	1
333	в сознании	2	1
334	и очень	1	1
335	в третьем	1	1
336	и так	1	1
337	вместе с	1	1
338	все же	5	1
339	возможны лишь	1	1
340	но я	2	1
341	как в	2	1
342	этого слова	2	1
343	жизни в	5	1
344	находится в	1	1
345	можно ли	2	1
346	бы ни	1	1
347	себя и	5	1
348	и по	1	1
349	менее всего	6	1
350	и эта	2	1
351	к этому	2	1
352	в их	9	1
353	миру и	1	1
354	с которым	1	1
355	да мы	1	1
356	какие бы	1	1
357	который я	1	1
358	это в	1	1
359	сама она	1	1
360	мира и	4	1
361	его есть	1	1
362	зависимости от	1	1
363	поскольку он	3	1
364	бытия в	5	1
365	себя не	3	1
366	в известном	1	1
367	себе и	3	1
368	не просто	1	1
369	не случайно	1	1
370	в едином	10	1
371	стать в	1	1
372	в целом	10	1
373	ко всякому	1	1
374	жизни не	1	1
375	в теоретическом	2	1
376	и ее	2	1
377	вовсе не	7	1
378	человечества мы	1	1
379	но к	1	1
380	мире лишь	1	1
381	их для	2	1
382	это факт	1	1
383	в искусстве	1	1
384	это лишь	1	1
385	себя но	1	1
386	к нему	12	1
387	от них	1	1
388	и смерти	2	1
