N	3gram	Bakhtin_Pr	Myslijsy
229	но каким образом	1	1
230	зрения на мир	1	1
231	да и не	1	1
232	его место в	1	1
233	таким образом и	1	1
234	противном случае мы	1	1
235	есть не действительный	1	1
236	которые не могли	1	1
237	то ни стало	1	1
238	можно найти в	1	1
239	в художественном произведении	4	1
240	но едва ли	1	1
241	и теперь еще	1	1
242	хотя и не	1	1
243	и тем не	1	1
244	том основании что	1	1
245	если так то	1	1
246	и др в	2	1
247	содержание и форма	1	1
248	они могут быть	1	1
249	имеет место и	1	1
250	строгом смысле этого	1	1
251	в искусстве по	1	1
252	в один момент	1	1
253	не в его	1	1
254	прежде всего следует	1	1
255	в истории и	1	1
256	и проч так	1	1
257	место в целом	1	1
258	в подобных случаях	1	1
259	и содержание в	1	1
260	нам право говорить	1	1
261	только там где	2	1
262	не выходя за	3	1
263	никогда не достигают	1	1
264	такое значение имеет	1	1
265	то есть как	1	1
266	выходя за пределы	2	1
267	конечно не в	1	1
268	внутреннего и внешнего	1	1
269	и не нуждается	1	1
270	в слове как	1	1
271	все они служат	1	1
272	но которые не	1	1
273	в настоящее время	1	1
274	следует прибавить что	1	1
275	и за пределы	1	1
276	отношению к нему	1	1
277	что в некоторых	1	1
278	он не нуждается	1	1
279	прямого отношения к	1	1
280	что бы то	1	1
281	о том какое	1	1
282	и быть не	1	1
283	этом смысле мы	2	1
284	скажем только что	1	1
285	им самим и	1	1
286	не может в	1	1
287	художественного произведения но	1	1
288	если бы все	1	1
289	мы будем называть	1	1
290	только в таком	1	1
291	которых мы говорим	1	1
292	то есть его	2	1
293	который был бы	1	1
294	форму в художественном	1	1
295	этом в виду	1	1
296	имеет прямого отношения	1	1
297	может быть признана	1	1
298	все что есть	1	1
299	так и художественное	1	1
300	и проч то	2	1
301	нет дела до	1	1
302	к которому она	1	1
303	чувство может быть	1	1
304	нас за пределы	2	1
305	никогда не может	2	1
306	тем что оно	1	1
307	уже не к	1	1
308	искусства может быть	1	1
309	и не менее	1	1
310	его мы можем	1	1
311	но и при	1	1
312	отношения к миру	1	1
313	в виду что	1	1
314	сказали бы что	1	1
315	имеем дело с	1	1
316	только в этих	1	1
317	но не все	1	1
318	что с ним	1	1
319	может быть и	1	1
