N	2gram	Ircho_Kome	Morfolog
408	о происхождении	1	2
409	а с	2	2
410	и даже	6	2
411	сына в	1	2
412	в самых	1	2
413	что пока	1	2
414	она не	3	2
415	что ни	7	2
416	не по	7	2
417	дело не	2	2
418	дочь и	1	2
419	быть и	1	2
420	в частности	4	2
421	бы они	1	2
422	из этих	2	2
423	можно сделать	1	2
424	от отца	4	2
425	что эта	2	2
426	один раз	2	2
427	встреча с	1	2
428	вторая половина	1	2
429	в нее	1	2
430	как то	1	2
431	ли этот	1	2
432	себя за	1	2
433	ни одной	2	2
434	из его	3	2
435	однако в	5	2
436	этим же	1	2
437	ее из	2	2
438	как за	1	2
439	как будто	3	2
440	право на	1	2
441	их на	1	2
442	сказать о	1	2
443	д см	1	2
444	других случаях	1	2
445	если она	2	2
446	начинаются с	1	2
447	во второй	2	2
448	в той	2	1
449	он пользуется	1	1
450	и брак	1	1
451	во всем	2	1
452	это на	1	1
453	нет а	1	1
454	и сравнительно	1	1
455	пользуется для	1	1
456	однако и	1	1
457	и может	2	1
458	все что	6	1
459	образом и	2	1
460	до сих	12	1
461	еще раз	1	1
462	всего в	1	1
463	достигается тем	1	1
464	за ним	3	1
465	первые семь	1	1
466	лишь два	1	1
467	и на	6	1
468	зная о	2	1
469	на эти	1	1
470	же и	2	1
471	как с	1	1
472	по лестнице	2	1
473	в момент	1	1
474	она с	1	1
475	уходит из	1	1
476	при возвращении	1	1
477	рассказ о	1	1
478	которые не	1	1
479	с толку	1	1
480	его из	1	1
481	которые он	1	1
482	он только	1	1
483	его с	1	1
484	на ее	4	1
485	дело с	4	1
486	и далее	1	1
487	при этом	11	1
488	дочери и	2	1
489	даже в	3	1
490	ли его	1	1
491	его женой	1	1
492	очевидно также	1	1
493	которым они	1	1
494	тем как	2	1
495	и был	2	1
496	уже говорить	1	1
497	можно сомневаться	1	1
498	не требует	1	1
499	в другой	5	1
500	последовать за	1	1
501	те же	1	1
502	просит у	1	1
503	не являются	1	1
504	в с	2	1
505	с известной	2	1
506	одно из	3	1
507	и об	1	1
508	обреченный на	1	1
509	не столько	3	1
510	первых же	3	1
511	ссылкой на	1	1
512	то не	1	1
513	за это	1	1
514	для данного	1	1
515	со всеми	2	1
516	в них	6	1
517	и сл	1	1
518	чтобы в	3	1
519	если не	7	1
520	этой точки	1	1
521	вместо того	1	1
522	мы понимаем	3	1
523	на свой	1	1
524	до этого	3	1
525	от одного	1	1
526	двумя примерами	1	1
527	найти его	1	1
528	и с	5	1
529	однако что	2	1
530	все тем	1	1
531	отца на	1	1
532	в v	1	1
533	которым он	2	1
534	на улицу	2	1
535	равно как	7	1
536	каким образом	1	1
537	с известными	1	1
538	и все	6	1
539	мысль о	1	1
540	одновременно с	1	1
541	из самых	2	1
542	еще в	1	1
543	весь этот	1	1
544	он объявляет	1	1
545	из пяти	1	1
546	наиболее часто	1	1
547	обращается к	4	1
548	к существованию	1	1
549	не делает	2	1
550	и действительно	1	1
551	начала действия	1	1
552	спасает от	1	1
553	тайну своего	1	1
554	принадлежат к	2	1
555	затем следует	1	1
556	отношения к	2	1
557	по собственному	3	1
558	была не	1	1
559	выясняется что	3	1
560	и превращение	1	1
561	мою дочь	1	1
562	там же	1	1
563	как не	2	1
564	с ними	1	1
565	и мать	1	1
566	а именно	1	1
567	это время	2	1
568	в своей	6	1
569	нам возможность	1	1
570	следующих друг	1	1
571	связанные с	1	1
572	к роду	1	1
573	столько по	1	1
574	прошлого века	1	1
575	бы не	3	1
576	этим в	1	1
577	ли он	1	1
578	он возвращается	1	1
579	этого материала	1	1
580	о котором	1	1
581	но раз	1	1
582	не думал	1	1
583	в это	2	1
584	всей своей	1	1
585	на своем	1	1
586	к браку	1	1
587	нет в	1	1
588	ничего общего	1	1
589	здесь нет	4	1
590	мы однако	2	1
591	в которые	2	1
592	не такое	1	1
593	этому же	1	1
594	г в	2	1
595	к свадьбе	4	1
596	существу не	1	1
597	все они	1	1
598	играть роль	1	1
599	так уже	1	1
600	бросается в	1	1
601	для сравнения	1	1
602	с попыткой	1	1
603	совершенно не	2	1
604	ситуации в	3	1
605	давно и	1	1
606	далее а	1	1
607	действия но	2	1
608	так мы	1	1
609	к этой	2	1
610	больше чем	4	1
611	в котором	6	1
612	можно считать	2	1
613	по тем	1	1
614	мы имели	1	1
615	перед его	2	1
616	первой трети	1	1
617	случаи когда	1	1
618	на свадьбу	2	1
619	она могла	1	1
620	брата и	3	1
621	в свою	12	1
622	бы по	2	1
623	и посылает	1	1
624	ему хочется	1	1
625	е о	1	1
626	какие же	1	1
627	чем они	3	1
628	можно усмотреть	1	1
629	он является	1	1
630	только как	2	1
631	а после	3	1
632	вопроса об	1	1
633	жениться на	3	1
634	в этот	1	1
635	его т	1	1
636	тех пор	5	1
637	в новой	2	1
638	следует остановиться	1	1
639	после смерти	1	1
640	хотя это	2	1
641	этой связи	3	1
642	с помощью	4	1
643	часто дает	1	1
644	но подобно	1	1
645	для нее	1	1
646	между двумя	2	1
647	только один	2	1
648	эта мысль	1	1
649	только на	1	1
650	старика и	1	1
651	правда и	1	1
652	служанке в	1	1
653	которых она	1	1
654	приходит к	2	1
655	которую он	3	1
656	на основании	3	1
657	на примере	2	1
658	образом что	1	1
659	и исчезает	1	1
660	как легче	1	1
661	чтобы облегчить	1	1
662	не будет	2	1
663	и до	2	1
664	как там	1	1
665	и те	1	1
666	же время	12	1
667	говоря что	1	1
668	к людям	1	1
669	художественных приемов	1	1
670	тем мы	1	1
671	самого начала	5	1
672	свою очередь	10	1
673	перед ним	4	1
674	им в	1	1
675	же самое	3	1
676	всего этого	1	1
677	известной степени	2	1
678	может послужить	1	1
679	как на	1	1
680	что здесь	2	1
681	из наиболее	1	1
682	и там	3	1
683	или читателю	1	1
684	не совсем	3	1
685	он в	2	1
686	отношение к	7	1
687	за другой	2	1
688	к двум	1	1
689	не как	2	1
690	ее не	1	1
691	мог бы	1	1
692	сын и	1	1
693	они должны	1	1
694	ею и	1	1
695	а сам	2	1
696	характерен для	1	1
697	образом как	1	1
698	такая же	2	1
699	что я	5	1
700	свою жену	1	1
701	эти вопросы	1	1
702	с этими	1	1
703	только во	1	1
704	ли можно	1	1
705	видно и	1	1
706	сообщает только	1	1
707	раза в	1	1
708	же из	1	1
709	ли кто-нибудь	1	1
710	непосредственно к	1	1
711	человека а	2	1
712	улицу и	1	1
713	он сам	1	1
714	его место	1	1
715	узнает что	1	1
716	в противном	1	1
717	его роль	1	1
718	по происхождению	1	1
719	что даже	1	1
720	каждому такому	1	1
721	друг с	3	1
722	сама она	2	1
723	детей в	1	1
724	собственному усмотрению	1	1
725	и две	1	1
726	в первой	3	1
727	в эти	1	1
728	многие из	1	1
729	ее своей	2	1
730	о чем	11	1
731	мужа и	1	1
732	а для	2	1
733	у вас	1	1
734	но там	1	1
735	мы еще	1	1
736	они могут	1	1
737	ножом в	1	1
738	или вовсе	2	1
739	в ее	3	1
740	дар он	1	1
741	тот же	11	1
742	меня не	1	1
743	и сестры	2	1
744	высшей степени	2	1
745	не выдерживает	1	1
746	об их	1	1
747	если после	1	1
748	как к	3	1
749	он вызывает	1	1
750	сл в	4	1
751	дает нам	1	1
752	которую они	1	1
753	его видит	1	1
754	нему в	1	1
755	не зная	5	1
756	постольку поскольку	1	1
757	в себе	4	1
758	что ему	4	1
759	всегда можно	1	1
760	другие персонажи	1	1
761	с большим	4	1
762	ему в	1	1
763	ночью на	1	1
764	не забывай	1	1
765	после того	3	1
766	этой области	1	1
767	но прежде	1	1
768	вероятно что	1	1
769	человеческой природой	1	1
770	свадьбе с	1	1
771	еще до	1	1
772	и вот	3	1
773	следует сказать	1	1
774	в состоянии	1	1
775	в его	12	1
776	у тебя	6	1
777	к соединению	2	1
778	все таки	1	1
779	его дело	1	1
780	на что	2	1
781	ходов в	1	1
782	бы на	2	1
783	он называет	4	1
784	находится в	1	1
785	большое количество	1	1
786	случайная встреча	1	1
787	как раз	9	1
788	это дает	1	1
789	такое же	2	1
790	о нем	1	1
791	что с	4	1
792	мало того	1	1
793	не думает	1	1
794	и сама	1	1
795	лиц и	1	1
796	в тот	1	1
797	чтобы ее	1	1
798	на которой	1	1
799	сам себе	2	1
800	же не	3	1
801	чем же	2	1
802	что случай	1	1
803	там и	3	1
804	вопрос чем	1	1
805	новое появление	1	1
806	третий раз	1	1
807	что все	1	1
808	в их	5	1
809	мы находим	1	1
810	видит в	1	1
811	тем больше	1	1
812	только он	1	1
813	долей вероятности	1	1
814	о трех	1	1
815	мы вполне	1	1
816	в г	3	1
817	понимает что	2	1
818	ли ее	1	1
819	ко второму	1	1
820	и притом	1	1
821	на разведку	1	1
822	дальнейшему развитию	1	1
823	материал для	2	1
824	о возможности	1	1
825	как ни	1	1
826	ли мы	1	1
827	и некоторые	1	1
828	если сравнить	1	1
829	в виду	3	1
830	дело в	1	1
831	некоторых случаях	1	1
832	что не	5	1
833	как его	4	1
834	этих условиях	1	1
835	предпосылки что	1	1
836	много лет	2	1
837	соединяется в	1	1
838	в таком	2	1
839	учреждений и	1	1
840	от царя	1	1
841	царство и	1	1
842	плачет и	1	1
843	с различными	1	1
844	все вопросы	1	1
845	между ними	4	1
846	и она	1	1
847	помнить что	1	1
848	и iii	1	1
849	эти две	1	1
850	по ее	2	1
851	говорят о	1	1
852	для героев	1	1
853	в мире	2	1
854	для примера	1	1
855	противном случае	1	1
856	к концу	3	1
857	на одном	1	1
858	и со	2	1
859	остановимся на	1	1
860	земле и	1	1
861	со своей	2	1
862	по его	2	1
863	служит для	1	1
864	больше всего	4	1
865	нисколько не	3	1
866	войти в	2	1
867	пока не	2	1
868	возвращается с	3	1
869	и это	4	1
870	с другом	3	1
871	из одного	1	1
872	вследствие чего	1	1
873	в эту	1	1
874	чаще однако	1	1
875	сих пор	12	1
876	как все	1	1
877	свое место	1	1
878	имеет ничего	1	1
879	этих двух	2	1
880	в каждом	3	1
881	его дочери	6	1
882	ко всему	1	1
883	предположить что	1	1
884	о себе	1	1
885	если до	1	1
886	вошел в	1	1
887	более чем	6	1
888	еще тем	1	1
889	его появления	1	1
890	бы к	2	1
891	же с	1	1
892	таким же	2	1
893	с самого	5	1
894	следует и	1	1
895	отличие от	5	1
896	возможны и	1	1
897	действия в	3	1
898	она должна	2	1
899	я тебе	1	1
900	само собой	5	1
901	отец и	4	1
902	то чего	1	1
903	все остальные	2	1
904	в третий	1	1
905	одну из	1	1
906	а от	1	1
907	в течение	3	1
908	только об	1	1
909	но он	3	1
910	обстоит дело	3	1
911	мы опять	1	1
912	так что	7	1
913	не более	1	1
914	на которых	1	1
915	является его	2	1
916	что отец	8	1
917	своих предшественников	1	1
918	одним словом	1	1
919	что касается	5	1
920	его не	3	1
921	как видно	2	1
922	не приходится	5	1
923	пор не	3	1
924	как он	5	1
925	и определяет	1	1
926	ним как	1	1
927	не дает	5	1
928	дому и	1	1
929	конечно в	2	1
930	у кого	2	1
931	же он	1	1
932	в нашей	1	1
933	но об	1	1
934	доходит до	1	1
935	с письмом	1	1
936	особого внимания	1	1
937	сомневаться в	1	1
938	к которой	1	1
939	повод для	1	1
940	думать что	1	1
941	при сравнении	1	1
942	если только	1	1
943	на это	3	1
944	долгой разлуки	1	1
945	отделаться от	1	1
946	выходят за	2	1
947	быть не	1	1
948	к первому	1	1
949	чем она	1	1
950	возможно что	4	1
951	мы их	1	1
952	очереди и	1	1
953	много было	1	1
954	и никогда	1	1
955	точку зрения	1	1
956	со мной	1	1
957	отвечает ты	1	1
958	действующего лица	1	1
959	друг другу	3	1
960	они принадлежат	1	1
961	затем он	1	1
962	которые в	1	1
963	бы он	3	1
964	это делает	2	1
965	этом и	1	1
966	них не	1	1
967	брат и	1	1
968	конец i	1	1
969	есть основание	3	1
970	эту мысль	1	1
971	жены и	2	1
972	чему мы	1	1
973	отца не	3	1
974	в голову	2	1
975	благодарности и	1	1
976	теми же	1	1
977	ей не	1	1
978	в силу	2	1
979	здесь также	1	1
980	сущности к	1	1
981	другой и	1	1
982	его имени	1	1
983	такой же	2	1
984	сведения о	1	1
985	своих детей	1	1
986	она для	1	1
987	из этого	2	1
988	и сестру	1	1
989	при изучении	1	1
990	в области	3	1
991	его к	1	1
992	один и	3	1
993	хотя он	1	1
994	на дочери	2	1
995	с первых	3	1
996	является ли	3	1
997	показывает что	1	1
998	ли в	3	1
999	это совершенно	1	1
1000	надо было	3	1
1001	ведь и	1	1
1002	в высшей	2	1
1003	или служит	1	1
1004	не удалось	1	1
1005	в него	1	1
1006	до начала	2	1
1007	его можно	1	1
1008	ты еще	1	1
1009	он был	6	1
1010	этому вопросу	2	1
1011	из этой	2	1
1012	и совершенно	1	1
1013	здесь по-видимому	1	1
1014	в лице	1	1
1015	начинает с	2	1
1016	не можем	1	1
1017	и наконец	1	1
1018	о и	1	1
1019	еще одно	2	1
1020	вплоть до	2	1
1021	в е	1	1
1022	персонажей как	1	1
1023	с изгнанием	1	1
