N	2gram	Bakhtin_fo	DiskursI
126	приводит к	1	7
127	перед нами	1	7
128	той же	2	7
129	но это	1	7
130	и для	12	7
131	в пределах	8	7
132	лишь в	8	7
133	и ее	4	7
134	и его	26	7
135	мира в	6	7
136	не как	2	6
137	одно из	3	6
138	в строгом	2	6
139	именно в	5	6
140	и того	7	6
141	времени в	14	6
142	одна из	3	6
143	картину мира	5	6
144	никогда не	8	6
145	то в	2	6
146	с точки	9	6
147	в ее	6	6
148	личного авторства	1	6
149	не знает	4	6
150	во всех	13	6
151	героя и	7	6
152	однако в	1	6
153	в особенности	15	6
154	в сущности	5	6
155	и то	5	6
156	имеет место	6	6
157	разумеется не	1	6
158	значении этого	1	6
159	что он	2	6
160	в которых	4	6
161	в истории	6	6
162	здесь не	5	6
163	в трагедии	3	6
164	дело в	3	6
165	в эпоху	5	6
166	времени и	10	6
167	жанр в	1	6
168	в одной	2	6
169	и может	2	6
170	отношение к	5	6
171	в той	5	5
172	зрения на	1	5
173	исходя из	1	5
174	строго говоря	2	5
175	в виду	5	5
176	обращения к	1	5
177	в ряду	2	5
178	было в	2	5
179	своей природе	1	5
180	в другом	2	5
181	но они	3	5
182	говорить о	1	5
183	не обязательно	2	5
184	значительной степени	1	5
185	не вполне	1	5
186	свою очередь	1	5
187	в прошлом	3	5
188	к ним	3	5
189	сказать что	4	5
190	на протяжении	3	5
191	к себе	8	5
192	несмотря на	1	5
193	проявляется в	1	5
194	как раз	13	5
195	для своего	2	5
196	я и	1	5
197	так сказать	14	5
198	на этом	2	5
199	жанров в	1	5
200	с ее	7	5
201	тем что	4	5
202	одного и	6	5
203	но одновременно	1	5
204	во втором	2	5
205	один из	5	5
206	себе не	1	5
207	за пределы	1	5
208	оно не	3	5
209	в свою	2	5
210	в значительной	3	5
211	известной степени	1	5
212	принадлежит к	4	5
213	ничего не	9	5
214	того что	5	5
215	в литературе	17	5
216	здесь в	6	5
217	в ней	4	5
218	не предполагает	1	5
219	мира и	6	5
220	в их	9	5
221	и потому	4	5
222	из этих	5	5
223	что касается	1	5
224	но она	2	5
225	стороны и	2	5
226	же самое	2	5
227	становления и	1	5
228	в античной	1	5
229	не к	2	5
230	существенную роль	3	4
231	в самом	9	4
232	и к	4	4
233	и составляет	1	4
234	человеческой жизни	9	4
235	говорит о	1	4
236	в результате	6	4
237	и само	1	4
238	или на	1	4
239	и до	7	4
240	в жизни	6	4
241	его на	3	4
242	отличается от	1	4
243	античной трагедии	1	4
244	во всяком	5	4
245	из жизни	1	4
246	между двумя	6	4
247	только на	3	4
248	точка зрения	4	4
249	и представляет	1	4
250	что они	3	4
251	по преимуществу	4	4
252	указать на	2	4
253	в произведении	1	4
254	аналогии с	1	4
255	к жизни	2	4
256	связи с	14	4
257	не о	2	4
258	одним из	1	4
259	что не	3	4
260	я не	1	4
261	одном из	1	4
262	по себе	3	4
263	и это	5	4
264	частной жизни	24	4
265	и тем	1	4
266	как это	2	4
267	должны быть	2	4
268	хотя в	1	4
269	и есть	3	4
270	события в	1	4
271	опирается на	2	4
272	жизни а	1	4
273	с ним	5	4
274	из того	1	4
275	не могут	4	4
276	особого рода	1	4
277	не более	1	4
278	с ней	1	4
279	можно назвать	2	4
280	к другому	2	4
281	тот или	1	4
282	в данной	2	4
283	и во	13	4
284	до конца	5	4
285	мире в	1	4
286	до известной	1	4
287	у них	4	4
288	неотделимо от	2	4
289	не знают	1	4
290	этом случае	1	4
291	трагедии в	1	4
292	того и	3	4
293	мы имеем	2	4
294	не для	3	4
295	есть в	3	4
296	и др	13	4
297	или в	3	4
298	по своему	3	4
299	но уже	1	4
300	на его	1	4
301	а на	1	4
302	может иметь	1	4
303	одну из	2	4
304	к данному	1	4
305	частности в	1	4
306	и прежде	4	4
307	более того	4	4
308	свой жизненный	1	3
309	более не	1	3
310	в момент	1	3
311	дело с	1	3
312	выступают в	1	3
313	характер и	8	3
314	к циклизации	1	3
315	не бывает	1	3
316	но все	6	3
317	и сам	2	3
318	к другим	1	3
319	там же	1	3
320	их в	6	3
321	в одно	3	3
322	чем не	5	3
323	на первый	2	3
324	с этим	11	3
325	вопрос о	2	3
326	романного жанра	2	3
327	входит в	3	3
328	как на	2	3
329	момент в	2	3
330	речь о	1	3
331	тут же	1	3
332	ближе к	1	3
333	на почве	2	3
334	и он	3	3
335	в жертву	1	3
336	вплоть до	3	3
337	стремится к	2	3
338	и притом	1	3
339	или не	2	3
340	в которой	3	3
341	по аналогии	2	3
342	на себя	2	3
343	в области	1	3
344	жизненный путь	8	3
345	между собой	5	3
346	как у	2	3
347	здесь как	3	3
348	но как	1	3
349	одно и	4	3
350	и что	1	3
351	в тех	1	3
352	для человека	1	3
353	в форме	5	3
354	героя как	1	3
355	в иных	1	3
356	было бы	2	3
357	его как	1	3
358	и от	3	3
359	жанр и	1	3
360	и по	5	3
361	мире и	3	3
362	они и	1	3
363	целью и	1	3
364	живет в	1	3
365	должна быть	1	3
366	необходимая для	1	3
367	ориентировано на	1	3
368	в романе	40	3
369	отношения к	7	3
370	как не	1	3
371	вместе с	9	3
372	не имеет	5	3
373	да и	4	3
374	жанров и	1	3
375	но оно	2	3
376	это и	1	3
377	в главе	3	3
378	и более	3	3
379	своей собственной	3	3
380	этой традиции	1	3
381	идет о	2	3
382	но здесь	1	3
383	на том	1	3
384	автора и	4	3
385	образ человека	7	3
386	слова и	4	3
387	значение для	3	3
388	в первых	1	3
389	речи в	2	3
390	тем же	3	3
391	как мы	19	3
392	всяком случае	1	3
393	жизни не	3	3
394	письма в	1	3
395	к содержанию	1	3
396	жизни но	7	3
397	ему в	3	3
398	мог быть	1	3
399	они не	4	3
400	и было	4	3
401	том числе	7	3
402	уже в	5	3
403	мы не	4	3
404	еще и	3	3
405	в формах	1	3
406	в полном	2	3
407	с их	2	3
408	место в	4	3
409	однако не	2	3
410	этого рода	1	3
411	виду что	2	3
412	весьма существенную	2	3
413	в литературу	3	3
414	не подлежит	1	3
415	все эти	12	3
416	или даже	1	3
417	прошлым и	2	3
418	не столь	2	3
419	в новом	1	3
420	в каждой	1	3
421	об этом	3	3
422	особенно в	3	3
423	жанровая картина	1	3
424	она не	2	3
425	хотя бы	2	3
426	дело не	1	3
427	когда он	1	3
428	в начале	3	3
429	при всем	1	3
430	в большинстве	3	3
431	с человеком	2	3
432	герой не	1	3
433	рассматривать как	1	3
434	в организации	1	3
435	числе и	4	3
436	к ней	2	3
437	жизни и	12	3
438	себе самому	7	3
439	бытия в	1	3
440	событий и	3	3
441	и наконец	6	3
442	что на	3	3
443	и иные	2	3
444	котором он	1	3
445	что было	6	2
446	во всем	3	2
447	мы можем	2	2
448	формы художественного	1	2
449	для всех	3	2
450	в настоящем	1	2
451	всего человека	1	2
452	он всегда	2	2
453	с этой	3	2
454	еще более	7	2
455	в некоторых	4	2
456	те же	5	2
457	нас в	3	2
458	не являются	3	2
459	всякое событие	1	2
460	этого момента	2	2
461	такова что	1	2
462	к собственному	1	2
463	мыслится как	2	2
464	или во	1	2
465	под углом	2	2
466	в классическом	3	2
467	и с	10	2
468	жизнь в	2	2
469	от всего	1	2
470	в построении	1	2
471	представление о	1	2
472	различные формы	1	2
473	определяется не	2	2
474	в честь	2	2
475	реальности и	1	2
476	требует для	1	2
477	не могли	3	2
478	этого понятия	1	2
479	отсюда и	3	2
480	представления о	1	2
481	о которых	1	2
482	в нескольких	1	2
483	для того	12	2
484	характер в	2	2
485	и действия	1	2
486	с помощью	5	2
487	в различных	2	2
488	принадлежит не	2	2
489	углом зрения	2	2
490	самого начала	3	2
491	жизни как	2	2
492	тех случаях	1	2
493	все то	2	2
494	в нашем	3	2
495	на него	1	2
496	не ограничивает	1	2
497	в античных	1	2
498	он сам	2	2
499	по поводу	1	2
500	романа и	4	2
501	что даже	2	2
502	от ее	1	2
503	всего в	4	2
504	не происходит	1	2
505	этих двух	1	2
506	в научной	1	2
507	должно быть	6	2
508	время в	7	2
509	при переходе	1	2
510	бытия и	2	2
511	человек как	1	2
512	с другими	3	2
513	картине мира	1	2
514	не обладает	1	2
515	иного рода	1	2
516	природу и	1	2
517	как можно	3	2
518	у него	8	2
519	как его	3	2
520	но для	2	2
521	из уст	1	2
522	его характер	1	2
523	характер здесь	1	2
524	настоящим и	1	2
525	человек в	5	2
526	же как	2	2
527	большинстве случаев	2	2
528	герой в	2	2
529	во главе	1	2
530	служит для	1	2
531	и сближение	1	2
532	себе и	4	2
533	на границе	1	2
534	а только	2	2
535	в чем	3	2
536	что как	1	2
537	и понимание	1	2
538	не был	2	2
539	а потом	2	2
540	в каждом	2	2
541	точкой зрения	1	2
542	вообще в	1	2
543	появляется в	1	2
544	и пространства	4	2
545	до нас	6	2
546	решающее значение	1	2
547	сюжета и	2	2
548	времени но	2	2
549	личности и	2	2
550	в случае	1	2
551	действующих лиц	1	2
552	никого не	1	2
553	но зато	1	2
554	не приходится	1	2
555	и точность	2	2
556	мира по	2	2
557	категории в	1	2
558	в историческом	2	2
559	в новое	4	2
560	могла бы	1	2
561	жизнь как	1	2
562	только с	1	2
563	оба они	1	2
564	бы его	1	2
565	строится на	1	2
566	теми же	1	2
567	необходимо чтобы	2	2
568	они были	4	2
569	его к	2	2
570	а как	3	2
571	в него	2	2
572	и чужого	1	2
573	до его	1	2
574	мы видели	2	2
575	вопросом о	1	2
576	здесь это	3	2
577	случая и	3	2
578	на деле	1	2
579	в последнем	3	2
580	как с	1	2
581	через посредство	1	2
582	в основном	12	2
583	его с	2	2
584	на ее	1	2
585	и при	1	2
586	и должно	2	2
587	романа в	7	2
588	из которых	1	2
589	интерес к	1	2
590	разного рода	2	2
591	с природой	2	2
592	в отношении	5	2
593	и делает	1	2
594	в плоскости	2	2
595	и строго	1	2
596	о природе	1	2
597	сами по	2	2
598	если бы	6	2
599	самом деле	2	2
600	самим собой	2	2
601	иным образом	1	2
602	одновременно с	2	2
603	о своей	2	2
604	к сыну	1	2
605	но отнюдь	1	2
606	не делает	1	2
607	авторства и	1	2
608	героев и	5	2
609	и они	4	2
610	в теории	1	2
611	от его	1	2
612	в xix	1	2
613	художественного мышления	1	2
614	влияния на	2	2
615	себя и	6	2
616	говорили о	1	2
617	мира здесь	1	2
618	на принципиальную	1	2
619	время и	4	2
620	тех же	2	2
621	не имеют	4	2
622	стадии развития	2	2
623	не должно	1	2
624	не находя	1	2
625	на основе	5	2
626	вступает в	2	2
627	новое время	1	2
628	целый ряд	2	2
629	каждый из	2	2
630	литературы в	3	2
631	было и	4	2
632	своими корнями	2	2
633	со своими	1	2
634	на этот	1	2
635	событие в	2	2
636	этого слова	2	2
637	есть к	1	2
638	друг друга	3	2
639	во времени	6	2
640	в самой	3	2
641	события и	1	2
642	одних и	2	2
643	в любви	1	2
644	но на	4	2
645	это делает	1	2
646	значение в	5	2
647	выходит за	1	2
648	на дорогу	1	2
649	может не	1	2
650	ни с	3	2
651	в первый	1	2
652	возникает в	1	2
653	все это	10	2
654	он как	1	2
655	себя самого	1	2
656	ее в	2	2
657	видеть в	1	2
658	в широком	3	2
659	другого в	1	2
660	наших дней	1	2
661	что будет	1	2
662	себя а	1	2
663	по существу	17	2
664	он видел	1	2
665	жизненного пути	9	2
666	случаях когда	1	2
667	лежит на	1	2
668	является не	2	2
669	так в	2	2
670	на фоне	3	2
671	к концу	3	2
672	к своему	2	2
673	со своей	3	2
674	по его	1	2
675	это было	2	2
676	путь к	1	2
677	вовсе не	20	2
678	как все	1	2
679	и вообще	3	2
680	тем более	4	2
681	здесь также	2	2
682	и другого	1	2
683	связаны с	3	2
684	и тех	2	2
685	которого и	1	2
686	с самого	3	2
687	он ни	2	2
688	же к	1	2
689	и принадлежит	1	2
690	ни один	2	2
691	речевой практике	1	2
692	этом мире	7	2
693	не по	1	2
694	обстоит дело	1	2
695	мы должны	2	2
696	быть и	4	2
697	и их	11	2
698	чтобы не	1	2
699	человека с	1	2
700	всей его	2	2
701	как их	2	2
702	и вне	3	2
703	такой же	1	2
704	на то	1	2
705	включает в	1	2
706	и только	3	2
707	же это	1	2
708	человек не	1	2
709	для некоторых	1	2
710	которой нет	2	2
711	эпохи и	1	2
712	не могло	5	2
713	за счет	2	2
714	есть не	4	2
715	всего это	2	1
716	новое и	5	1
717	и другие	6	1
718	данном отношении	1	1
719	и правильно	1	1
720	игрой роли	1	1
721	от вневременной	1	1
722	для нее	1	1
723	что если	1	1
724	мы и	4	1
725	мир как	1	1
726	здесь же	2	1
727	всего на	1	1
728	возможно лишь	1	1
729	же и	2	1
730	типа как	1	1
731	характер однако	1	1
732	самого человека	3	1
733	бытии всего	1	1
734	самого себя	1	1
735	к этой	1	1
736	они имеют	1	1
737	биографии не	1	1
738	с детства	1	1
739	и имеет	3	1
740	случае мы	1	1
741	тому что	1	1
742	роман мы	1	1
743	точка соприкосновения	1	1
744	события его	1	1
745	в разных	6	1
746	категорий в	1	1
747	совершенно иные	1	1
748	роли актером	1	1
749	тем как	1	1
750	и был	1	1
751	кроме того	7	1
752	одно это	1	1
753	поэтому они	1	1
754	как говорит	1	1
755	его под	1	1
756	для восприятия	2	1
757	что человек	1	1
758	событиях и	1	1
759	на нас	3	1
760	например с	1	1
761	себя я	1	1
762	его от	3	1
763	исторического процесса	2	1
764	специфически построенный	1	1
765	моменты жизни	1	1
766	не меняет	1	1
767	всей ее	1	1
768	как она	3	1
769	состоит именно	1	1
770	относятся и	1	1
771	ее во	1	1
772	этим путем	1	1
773	жизненной формы	2	1
774	он имеет	1	1
775	случае в	1	1
776	на особенности	1	1
777	этом ряду	2	1
778	на свой	1	1
779	с аналогичной	1	1
780	в отсутствии	1	1
781	вещь в	1	1
782	характера но	2	1
783	его мировоззрения	1	1
784	на мир	1	1
785	из нее	2	1
786	равно как	4	1
787	все моменты	2	1
788	образов в	1	1
789	зато в	1	1
790	человека для	1	1
791	на земле	2	1
792	туда в	1	1
793	комплекс мотивов	1	1
794	к более	1	1
795	особое отношение	1	1
796	особенность художественного	1	1
797	высокое и	1	1
798	полагается в	1	1
799	принципы построения	1	1
800	места и	1	1
801	историческое время	2	1
802	с тем	5	1
803	стороны в	1	1
804	самому герою	1	1
805	на определенной	1	1
806	этого типа	5	1
807	движется в	1	1
808	к самому	1	1
809	времени оно	3	1
810	не становятся	1	1
811	выход из	2	1
812	народа в	1	1
813	же напротив	1	1
814	своей реализации	1	1
815	как более	1	1
816	образ умершего	1	1
817	и молитвы	1	1
818	эти аспекты	1	1
819	и слово	1	1
820	в это	5	1
821	мир и	2	1
822	при помощи	1	1
823	их нельзя	1	1
824	культуры в	1	1
825	иносказательном бытии	1	1
826	нем нет	2	1
827	характером но	1	1
828	в самый	1	1
829	все их	1	1
830	на одном	1	1
831	и нет	2	1
832	биографии они	1	1
833	на материале	3	1
834	почти так	1	1
835	и смерти	1	1
836	и образ	3	1
837	мире это	1	1
838	объединены в	1	1
839	значительную роль	1	1
840	только благодаря	1	1
841	с точкой	1	1
842	мотивах превращения	1	1
843	совпадающем с	1	1
844	формы определенного	1	1
845	где этот	1	1
846	во все	4	1
847	не существует	1	1
848	ее к	2	1
849	многослойным и	1	1
850	она же	2	1
851	роман от	1	1
852	у горация	1	1
853	которой он	3	1
854	от целого	1	1
855	раз и	3	1
856	человека не	1	1
857	актером хотя	1	1
858	он был	2	1
859	мгновения и	1	1
860	человека были	1	1
861	идеал и	1	1
862	между вещами	3	1
863	начиная от	3	1
864	имеет в	2	1
865	сохраняет свое	1	1
866	греческого романа	28	1
867	уже у	1	1
868	в каких	1	1
869	события как	1	1
870	но эти	4	1
871	разделились ядро	1	1
872	и выносит	1	1
873	остается неизменным	1	1
874	с другим	1	1
875	в этот	5	1
876	могут не	1	1
877	т.п в	1	1
878	жанровые разновидности	1	1
879	идет об	1	1
880	она еще	1	1
881	и специфически	1	1
882	должным и	1	1
883	черты характера	1	1
884	и стали	1	1
885	и трагедии	2	1
886	приходит к	1	1
887	вещами и	3	1
888	значение чем	1	1
889	к основному	2	1
890	в ранних	1	1
891	для своей	2	1
892	дошли до	1	1
893	его по	1	1
894	ее по	3	1
895	в смысле	5	1
896	и те	4	1
897	так же	7	1
898	отношений с	1	1
899	здесь имеет	2	1
900	где и	3	1
901	мира вокруг	1	1
902	к эпической	1	1
903	за тридевять	1	1
904	и создают	1	1
905	каждая вещь	1	1
906	в глаза	3	1
907	собственной и	1	1
908	замкнутых в	1	1
909	друг на	4	1
910	для превращения	3	1
911	человека эта	1	1
912	и речевой	1	1
913	и еще	3	1
914	не становится	1	1
915	с самим	6	1
916	же так	1	1
917	вернуться к	2	1
918	об иносказательном	1	1
919	героев по	1	1
920	однако эти	1	1
921	наряду с	7	1
922	частности на	1	1
923	и оценки	1	1
924	на второй	1	1
925	осуществлено только	1	1
926	природа как	1	1
927	места для	2	1
928	сохраняется в	2	1
929	следующим образом	1	1
930	романа как	4	1
931	такая же	1	1
932	различных жанровых	1	1
933	находится в	3	1
934	как я	1	1
935	есть по	1	1
936	романа еще	1	1
937	по исторической	1	1
938	человека вообще	1	1
939	без которой	1	1
940	связи в	1	1
941	в особой	1	1
942	от них	1	1
943	пародия на	1	1
944	были в	2	1
945	на котором	2	1
946	момент кризиса	1	1
947	в системе	1	1
948	эпохи то	1	1
949	этом же	1	1
950	ни даже	1	1
951	что происходило	1	1
952	время этого	1	1
953	случая как	2	1
954	старости и	1	1
955	в заключение	1	1
956	его жизненного	1	1
957	на них	2	1
958	но власть	1	1
959	ним у	1	1
960	не имеющих	1	1
961	литературе имеет	1	1
962	себе самом	1	1
963	иной более	1	1
964	не зная	2	1
965	которым человек	1	1
966	непосредственное отношение	1	1
967	встречались и	1	1
968	основе его	1	1
969	ведь для	1	1
970	появляются и	1	1
971	присутствии хора	1	1
972	сосредоточенность на	1	1
973	как другие	1	1
974	она и	1	1
975	и тождества	1	1
976	как такового	1	1
977	героев в	1	1
978	вообще а	1	1
979	сливаются с	1	1
980	собой в	1	1
981	его характером	1	1
982	царя в	1	1
983	слова эта	1	1
984	в состоянии	1	1
985	и композиционные	1	1
986	в исторических	2	1
987	для которой	2	1
988	аффектов и	1	1
989	в совершенно	3	1
990	человека проходящего	1	1
991	второй план	1	1
992	могло бы	1	1
993	подчеркнуть что	1	1
994	однако этот	1	1
995	в последующие	5	1
996	с народом	1	1
997	условного и	1	1
998	связанный со	1	1
999	в буквальном	2	1
1000	биография и	2	1
1001	к определенному	1	1
1002	что жанр	1	1
1003	они рассматриваются	1	1
1004	жизни она	2	1
1005	участию в	1	1
1006	свет и	2	1
1007	трагедии например	1	1
1008	в уста	2	1
1009	в европейской	1	1
1010	новый специфически	1	1
1011	все прочие	1	1
1012	лежит в	2	1
1013	истории этого	2	1
1014	входят в	2	1
1015	к настоящему	2	1
1016	чем в	3	1
1017	но такова	1	1
1018	в собственно	2	1
1019	и оболочка	1	1
1020	является и	1	1
1021	живет и	1	1
1022	всех его	2	1
1023	здесь соответствует	1	1
1024	человеческая жизнь	1	1
1025	про себя	1	1
1026	быть только	4	1
1027	утрачивает свое	1	1
1028	как новый	1	1
1029	в конце	11	1
1030	в таком	4	1
1031	времени как	1	1
1032	или иная	1	1
1033	между этими	4	1
1034	превращения и	2	1
1035	исторического развития	1	1
1036	человек и	2	1
1037	необходимости и	1	1
1038	литературе и	1	1
1039	учение о	1	1
1040	в связи	13	1
1041	лишь на	1	1
1042	между ними	5	1
1043	себя как	1	1
1044	родного дома	1	1
1045	построенный образ	1	1
1046	человеке и	1	1
1047	они как	2	1
1048	путь в	2	1
1049	зоне контакта	1	1
1050	от этого	4	1
1051	быть ничего	1	1
1052	уже давно	1	1
1053	приобретает здесь	1	1
1054	в двух	1	1
1055	и следовательно	5	1
1056	не знала	1	1
1057	точек зрения	1	1
1058	нашей эры	2	1
1059	из одного	1	1
1060	жизни то	2	1
1061	в других	9	1
1062	но к	2	1
1063	жизни где	1	1
1064	сих пор	4	1
1065	бы в	1	1
1066	принципиальных различий	2	1
1067	человеческом мире	1	1
1068	из головы	1	1
1069	в индивидуальном	1	1
1070	ядро и	1	1
1071	и мир	1	1
1072	авантюры в	1	1
1073	именно как	4	1
1074	и вернуться	1	1
1075	своей судьбой	1	1
1076	же здесь	1	1
1077	миру с	1	1
1078	от героев	1	1
1079	моменты как	2	1
1080	в эпохи	1	1
1081	человека вплоть	1	1
1082	они же	1	1
1083	он вступает	1	1
1084	ведь в	1	1
1085	а многие	1	1
1086	говорил о	1	1
1087	дочери в	1	1
1088	очень часто	1	1
1089	действие в	1	1
1090	разных местах	1	1
1091	аспекте в	1	1
1092	человеческого бытия	1	1
1093	другом и	2	1
1094	сюда же	2	1
1095	здесь иной	1	1
1096	жанровые формы	1	1
1097	комедии и	1	1
1098	быть осуществлено	1	1
1099	человека как	1	1
1100	в поступках	2	1
1101	немалую роль	1	1
1102	в роман	6	1
1103	так называемые	1	1
1104	требований предъявляемых	1	1
1105	идей и	1	1
1106	характер от	1	1
1107	и смысла	1	1
1108	как под	1	1
1109	на фольклор	1	1
1110	всех других	1	1
1111	и является	2	1
1112	самый момент	2	1
1113	имеет отношение	1	1
1114	различных типов	1	1
1115	идиллический хронотоп	2	1
1116	включается в	1	1
1117	в европейском	2	1
1118	перед кем-то	1	1
1119	его жизнь	2	1
1120	даже не	2	1
1121	образ сказочного	1	1
1122	определенной жизненной	1	1
1123	проникнуть в	1	1
1124	не способна	1	1
1125	не место	2	1
1126	где все	1	1
1127	уже одно	1	1
1128	исторических жанров	1	1
1129	и образов	2	1
1130	целого но	2	1
1131	должны были	1	1
1132	предъявляемых к	1	1
1133	была уже	2	1
1134	мы еще	5	1
1135	когда мы	2	1
1136	уст в	1	1
1137	и несколько	2	1
1138	своего значения	2	1
1139	в поздних	1	1
1140	здесь совершенно	2	1
1141	мир на	2	1
1142	временной или	1	1
1143	так называемого	1	1
1144	но без	1	1
1145	и глубоко	1	1
1146	стороны он	1	1
1147	все дело	1	1
1148	и возрождения	1	1
1149	же самого	1	1
1150	природы и	2	1
1151	время на	1	1
1152	но есть	1	1
1153	не входят	3	1
1154	образ определенной	1	1
1155	для греческого	3	1
1156	их к	3	1
1157	но прежде	1	1
1158	которое мы	1	1
1159	опору для	1	1
1160	о других	1	1
1161	на отдельные	1	1
1162	доверия к	1	1
1163	известны в	1	1
1164	форм в	2	1
1165	и мотивы	1	1
1166	так что	4	1
1167	жизни с	2	1
1168	образом в	1	1
1169	в человеческой	2	1
1170	в общем	1	1
1171	до наших	2	1
1172	есть все	1	1
1173	формы и	4	1
1174	к человеку	1	1
1175	которые были	1	1
1176	подглядывания и	2	1
1177	там где	4	1
1178	более что	2	1
1179	во время	7	1
1180	по нескольку	1	1
1181	с последующим	1	1
1182	он его	1	1
1183	в философии	2	1
1184	действительной жизни	1	1
1185	это он	1	1
1186	самим собою	5	1
1187	к реальному	3	1
1188	это новое	2	1
1189	человека стал	1	1
1190	можно только	2	1
1191	разные эпохи	1	1
1192	были бы	1	1
1193	от греческого	3	1
1194	от нее	1	1
1195	связи и	1	1
1196	является носителем	1	1
1197	образом и	2	1
1198	до сих	4	1
1199	пути здесь	1	1
1200	и здесь	2	1
1201	раскрывается не	2	1
1202	и питается	1	1
1203	сказано в	1	1
1204	есть точка	1	1
1205	чужой и	1	1
1206	в случаях	1	1
1207	те моменты	2	1
1208	которое возникает	1	1
1209	оно было	3	1
1210	но такая	1	1
1211	из существенных	1	1
1212	мира полемически	1	1
1213	и дает	3	1
1214	стран с	1	1
1215	окружающий мир	1	1
1216	любви или	1	1
1217	что это	1	1
1218	это уже	1	1
1219	с некоторым	1	1
1220	иное значение	1	1
1221	не были	4	1
1222	одном и	1	1
1223	этот не	2	1
1224	о которой	1	1
1225	мы в	1	1
1226	упоминаемые в	1	1
1227	утверждает что	2	1
1228	лирических излияний	1	1
1229	к выводу	1	1
1230	чем если	1	1
1231	науки и	1	1
1232	определяя ее	1	1
1233	для них	3	1
1234	в единый	1	1
1235	его таким	1	1
1236	мотивов в	1	1
1237	мере и	1	1
1238	в более	2	1
1239	как о	1	1
1240	со всеми	4	1
1241	жанров эпических	1	1
1242	и приобретает	1	1
1243	от их	1	1
1244	поэтому и	4	1
1245	появляются в	1	1
1246	начинается с	2	1
1247	отмечу что	1	1
1248	с ними	1	1
1249	с данным	1	1
1250	таких произведениях	1	1
1251	приобретает в	1	1
1252	строгом смысле	2	1
1253	сил и	1	1
1254	необходимо отметить	3	1
1255	интересные и	1	1
1256	идеальный образ	1	1
1257	овнешненности человека	1	1
1258	преступление и	1	1
1259	жанровых разновидностей	1	1
1260	все события	1	1
1261	последующие века	1	1
1262	а само	1	1
1263	тоже не	1	1
1264	например и	1	1
1265	этот тип	2	1
1266	и действительно	1	1
1267	то время	4	1
1268	по внешности	1	1
1269	это время	8	1
1270	происхождения и	1	1
1271	может получить	1	1
1272	отдельного человека	1	1
1273	же человека	3	1
1274	читателя а	1	1
1275	стал многослойным	1	1
1276	и так	2	1
1277	последующее развитие	1	1
1278	глубине и	1	1
1279	этим в	2	1
1280	никто не	2	1
1281	дело идет	2	1
1282	отчасти и	4	1
1283	в словах	1	1
1284	и были	2	1
1285	бы не	1	1
1286	жанр не	2	1
1287	и бытом	1	1
1288	собою в	1	1
1289	том как	2	1
1290	сравнению с	3	1
1291	в родном	1	1
